,group,variable,month,DT 2DA. DOSIS DE 10 A 49 AÑOS DENTRO,DT 2DA. DOSIS DE 10 A 49 AÑOS DENTRO,DT 2DA. DOSIS DE 10 A 49 AÑOS FUERA,DT 2DA. DOSIS DE 10 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
APOLO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,1,9,11,15,12,24,36
ARAMPAMPA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,3,0,2,0,5,5
ARANI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,1,16,0,0,1,16,17
ARBIETO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,7,29,3,16,10,45,55
ARQUE,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,7,4,1,3,8,7,15
ASCENCION DE GUARAYOS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,16,134,0,2,16,136,152
ATOCHA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,4,23,1,1,5,24,29
AUCAPATA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,2,0,0,0,2,2
AYATA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,1,9,9,11,10,20,30
AYO AYO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,6,1,3,1,9,10
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,5,17,16,25,21,42,63
AZURDUY,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,2,5,62,5,64,69
BATALLAS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,7,3,1,3,8,11
BAURES,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,5,20,0,1,5,21,26
BELEN DE ANDAMARCA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,1,1,0,0,1,1,2
BELEN DE URMIRI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,0,4,4,4,4,8
BELLA FLOR,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,2,1,2,5,4,6,10
BERMEJO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,4,39,88,5,92,44,136
BETANZOS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,4,19,129,98,133,117,250
BOLIVAR,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,0,0,1,0,1,1
BOLPEBRA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,0,6,5,6,5,11
BOYUIBE,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,1,0,0,0,1,0,1
BUENA VISTA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,2,20,0,1,2,21,23
CABEZAS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,3,15,215,16,218,31,249
CAIROMA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,3,10,2,8,5,18,23
"CAIZA ""D""",otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,11,0,5,0,16,16
CAJUATA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,1,12,0,0,1,12,13
CALACOTO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,1,4,7,4,8,12
CALAMARCA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,2,9,0,0,2,9,11
CAMARGO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,0,0,4,0,4,4
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,1,0,0,0,1,1
CAMIRI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,43,39,0,4,43,43,86
CAPINOTA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,1,7,1,9,2,16,18
CAQUIAVIRI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,2,5,2,3,4,8,12
CARACOLLO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,84,20,40,47,124,67,191
CARANAVI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,29,93,130,45,159,138,297
CARANGAS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,0,1,5,1,5,6
CARAPARI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,12,25,5,1,17,26,43
CARMEN RIVERO TORREZ,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,1,9,0,1,1,10,11
CATACORA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,2,2,4,5,6,7,13
CHACARILLA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,1,1,1,1,2,3
CHALLAPATA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,34,11,24,11,58,69
CHAQUI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,1,5,0,15,1,20,21
CHARAGUA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,3,0,2,12,5,12,17
CHARAÑA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,0,0,1,0,1,1
CHAYANTA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,1,8,0,1,1,9,10
CHIMORE,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,35,14,28,3,63,17,80
CHIPAYA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,3,0,1,0,4,4
CHOQUE COTA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,1,2,2,2,3,5
CHUA COCANI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,3,14,13,14,16,28,44
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,9,0,10,0,19,19
CKOCHAS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,10,11,0,4,10,15,25
CLIZA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,3,15,1,9,4,24,28
COBIJA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,36,73,462,11,498,84,582
COCAPATA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,3,11,14,17,17,28,45
COCHABAMBA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,174,494,31,52,205,546,751
COIPASA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,0,2,0,2,0,2
COLCAPIRHUA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,17,16,4,4,21,20,41
"COLCHA ""K""",otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,7,3,4,5,11,8,19
COLLANA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,2,4,4,4,6,10
COLOMI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,17,12,0,5,17,17,34
COLPA BELGICA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,6,2,4,2,10,12
COLQUECHACA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,34,51,55,51,89,140
COLQUENCHA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,1,8,0,0,1,8,9
COLQUIRI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,9,1,3,1,12,13
COMANCHE,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,2,2,0,0,2,2,4
COMARAPA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,2,10,0,0,2,10,12
CONCEPCION,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,1,5,3,1,4,6,10
CORIPATA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,9,1,2,1,11,12
CORO CORO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,3,6,16,6,19,25
COROICO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,4,17,30,17,34,51
CORQUE,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,2,6,9,6,11,17
COTAGAITA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,7,36,0,2,7,38,45
COTOCA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,9,11,0,0,9,11,20
CRUZ DE MACHACAMARCA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,0,2,1,2,1,3
CUATRO CAÑADAS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,7,7,0,0,7,7,14
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,1,0,1,0,2,0,2
CULPINA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,2,5,0,1,2,6,8
CURAHUARA DE CARANGAS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,5,22,29,22,34,56
CURVA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,1,1,3,1,4,2,6
DESAGUADERO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,1,1,21,23,22,24,46
EL ALTO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,76,876,205,461,281,1337,1618
EL CHORO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,2,3,3,3,5,8
EL PUENTE(STC),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,4,2,10,21,14,23,37
EL PUENTE(TJA),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,6,64,58,64,64,128
EL TORNO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,1,0,0,0,1,1
EL VILLAR,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,2,3,0,0,2,3,5
ENTRE RIOS TRJ,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,4,0,3,0,7,0,7
ENTRE RIOS CBBA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,23,83,10,10,33,93,126
ESCOMA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,1,1,2,1,3,4
ESMERALDA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,0,0,2,0,2,2
EUCALIPTUS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,2,0,1,0,3,3
EUREKA (SANTOS MERCADO),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,1,0,1,6,2,6,8
EXALTACION,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,2,0,0,0,2,2
FERNANDEZ ALONSO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,11,1,0,1,11,12
FILADELFIA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,1,4,0,0,1,4,5
GENERAL SAAVEDRA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,1,5,3,23,4,28,32
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,3,0,2,0,5,5
GUANAY,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,2,3,24,18,26,21,47
GUAQUI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,13,38,1,38,14,52
GUAYARAMERIN,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,9,80,498,25,507,105,612
GUTIERREZ,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,15,10,0,1,15,11,26
HUACARETA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,2,3,1,0,3,3,6
HUACHACALLA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,1,153,0,153,1,154
HUANUNI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,3,18,26,10,29,28,57
HUARACAJE,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,3,0,0,0,3,3
HUARINA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,1,0,2,0,3,3
HUATAJATA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,2,5,3,1,5,6,11
HUAYLLAMARCA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,5,10,8,10,13,23
HUMANATA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,0,10,5,10,5,15
ICHOCA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,1,9,10,9,11,20
ICLA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,1,1,0,1,1,2
INCAHUASI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,8,2,2,2,10,12
INQUISIVI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,7,3,0,0,7,3,10
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,2,4,7,6,9,10,19
IXIAMAS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,2,11,3,4,5,15,20
JESUS DE MACHACA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,7,21,3,2,10,23,33
LA ASUNTA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,29,32,1,5,30,37,67
LA GUARDIA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,14,24,5,6,19,30,49
LA PAZ,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,133,780,335,308,468,1088,1556
LAGUNILLAS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,2,1,2,1,4,2,6
LAJA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,8,23,8,1,16,24,40
LLALLAGUA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,4,161,38,70,42,231,273
LLICA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,38,43,0,0,38,43,81
LORETO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,0,0,55,0,55,55
LURIBAY,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,8,0,0,0,8,8
MACHACAMARCA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,1,1,0,0,1,1,2
MACHARETI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,10,5,4,2,14,7,21
MAGDALENA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,9,12,37,64,46,76,122
MAIRANA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,2,0,0,0,2,2
MALLA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,1,0,1,0,2,2
MAPIRI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,3,30,2,10,5,40,45
MECAPACA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,29,41,7,3,36,44,80
MINEROS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,1,21,0,0,1,21,22
MIZQUE,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,7,20,3,5,10,25,35
MOCOMOCO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,5,10,17,10,22,32
MOJOCOYA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,1,2,0,2,1,4,5
MONTEAGUDO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,11,13,4,1,15,14,29
MONTERO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,10,168,52,71,62,239,301
MOROCHATA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,3,0,0,0,3,3
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,1,5,0,5,1,6
NAZACARA DE PACAJES,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,3,0,0,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,0,6,5,6,5,11
OCURI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,18,0,5,0,23,23
OKINAWA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,8,0,1,0,9,9
OMEREQUE,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,1,12,1,12,2,14
ORURO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,42,314,267,270,309,584,893
PADCAYA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,13,1,1,1,14,15
PADILLA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,4,3,13,2,17,5,22
PAILON,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,2,11,15,11,17,22,39
PALCA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,4,12,6,5,10,17,27
PALOS BLANCOS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,15,12,23,38,38,50,88
PAMPA AULLAGAS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,2,1,1,1,3,4
PAMPA GRANDE,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,2,9,7,9,9,18
PAPEL PAMPA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,1,0,0,0,1,1
PASORAPA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,1,1,1,0,2,1,3
PATACAMAYA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,3,1,1,1,4,5
PAZÑA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,2,6,12,20,14,26,40
PELECHUCO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,1,0,3,0,4,4
POCOATA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,5,2,17,2,22,24
POCONA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,15,10,7,8,22,18,40
POJO (CBBA),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,3,8,3,0,6,8,14
PORCO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,6,20,8,5,14,25,39
POROMA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,0,1,3,1,3,4
PORTACHUELO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,7,17,0,0,7,17,24
PORVENIR,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,1,6,1,3,2,9,11
POSTRER VALLE,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,1,6,1,6,2,8
POTOSI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,29,345,69,43,98,388,486
PRESTO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,3,17,56,17,59,76
PUCARANI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,2,13,20,55,22,68,90
PUERTO ACOSTA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,1,0,0,0,1,1
PUERTO CARABUCO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,2,0,1,0,3,3
PUERTO GONZALO MORENO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,1,1,0,0,1,1,2
PUERTO PEREZ,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,2,3,1,1,3,4,7
PUERTO QUIJARRO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,2,2,88,105,90,107,197
PUERTO RICO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,6,140,1,140,7,147
PUERTO SILES,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,2,2,4,2,6,8
PUERTO SUAREZ,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,4,12,2,5,6,17,23
PUERTO VILLARROEL,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,21,70,105,90,126,160,286
PUNA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,5,19,19,19,24,38,62
PUNATA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,17,45,6,25,23,70,93
QUILLACOLLO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,7,12,31,16,38,28,66
QUIME,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,1,9,0,0,1,9,10
RAVELO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,12,23,3,23,15,46,61
REYES,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,5,14,18,37,23,51,74
RIBERALTA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,702,140,1018,874,1720,1014,2734
ROBORE,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,2,8,651,32,653,40,693
RURRENABAQUE,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,3,6,0,8,3,14,17
SABAYA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,0,0,4,0,4,4
SACABA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,25,128,93,50,118,178,296
SACABAMBA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,1,2,0,2,1,4,5
SACACA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,11,1,21,1,32,33
SAIPINA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,2,2,0,0,2,2,4
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,10,4,19,23,29,27,56
SAMAIPATA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,0,2,4,2,4,6
SAN AGUSTIN,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,1,3,8,3,9,12
SAN ANDRES,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,1,2,47,51,48,53,101
SAN ANDRES DE MACHACA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,3,0,0,0,3,3
SAN BENITO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,2,2,0,0,2,2,4
SAN BORJA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,26,43,3,8,29,51,80
SAN BUENA VENTURA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,2,6,0,2,2,8,10
SAN CARLOS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,2,16,3,10,5,26,31
SAN IGNACIO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,17,34,65,20,82,54,136
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,6,23,5,5,11,28,39
SAN JAVIER(BNI),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,2,4,0,3,2,7,9
SAN JAVIER(STC),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,2,4,1,0,3,4,7
SAN JOAQUIN,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,1,0,0,0,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,12,17,34,73,46,90,136
SAN JUAN DE YAPACANI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,2,2,0,0,2,2,4
SAN JULIAN,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,10,46,24,4,34,50,84
SAN LORENZO(PND),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,2,6,6,29,8,35,43
SAN LORENZO(TJA),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,4,22,1,3,5,25,30
SAN LUCAS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,5,9,16,9,21,30
SAN MATIAS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,17,15,238,6,255,21,276
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,2,9,0,0,2,9,11
SAN PEDRO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,3,2,2,2,5,7
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,4,33,7,10,11,43,54
SAN PEDRO DE CURAHUARA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,7,0,0,0,7,7
SAN PEDRO DE QUEMES,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,1,0,15,21,16,21,37
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,2,88,7,88,9,97
SAN PEDRO(PND),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,0,2,0,2,0,2
SAN RAMON BENI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,1,4,0,0,1,4,5
SAN RAMON SCZ,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,3,9,0,0,3,9,12
SANTA ANA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,31,39,0,0,31,39,70
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,917,1753,1262,298,2179,2051,4230
SANTA ROSA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,6,5,9,5,15,20
SANTA ROSA DEL SARA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,6,30,8,10,14,40,54
SANTIAGO DE CALLAPA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,2,1,0,1,2,3
SANTIAGO DE HUARI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,2,16,20,16,22,38
SANTIAGO DE HUATA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,0,3,0,0,0,3,3
SANTIVAÑES,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-04-01,2,0,0,1,2,1,3
