,group,variable,month,INFLUENZA ESTACIONAL EN MAYORES DE 65 AÑOS DENTRO,INFLUENZA ESTACIONAL EN MAYORES DE 65 AÑOS DENTRO,INFLUENZA ESTACIONAL EN MAYORES DE 65 AÑOS FUERA,INFLUENZA ESTACIONAL EN MAYORES DE 65 AÑOS FUERA,TOTALES,TOTALES,TOTALES
ANZALDO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,17,20,137,177,154,197,351
APOLO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,63,54,158,170,221,224,445
ARAMPAMPA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,16,10,139,167,155,177,332
ARANI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,56,70,104,156,160,226,386
ARBIETO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,80,120,157,307,237,427,664
ARQUE,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,52,74,64,72,116,146,262
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,72,100,49,44,121,144,265
ATOCHA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,8,15,55,85,63,100,163
AUCAPATA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,34,38,27,34,61,72,133
AYATA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,27,57,50,64,77,121,198
AYO AYO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,6,14,55,72,61,86,147
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,98,104,396,506,494,610,1104
AZURDUY,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,35,28,30,59,65,87,152
BATALLAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,35,29,131,112,166,141,307
BAURES,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,17,18,0,0,17,18,35
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,1,0,14,16,15,16,31
BELEN DE URMIRI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,26,22,14,14,40,36,76
BELLA FLOR,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,1,1,13,16,14,17,31
BERMEJO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,67,65,92,123,159,188,347
BETANZOS,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,194,232,547,689,741,921,1662
BOLIVAR,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,18,24,97,139,115,163,278
BOLPEBRA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,2,0,10,5,12,5,17
BOYUIBE,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,23,20,20,15,43,35,78
BUENA VISTA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,33,36,45,24,78,60,138
CABEZAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,105,91,34,42,139,133,272
CAIROMA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,80,86,93,84,173,170,343
"CAIZA ""D""",otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,27,59,84,148,111,207,318
CAJUATA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,62,58,64,54,126,112,238
CALACOTO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,13,16,243,244,256,260,516
CALAMARCA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,78,88,29,45,107,133,240
CAMARGO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,63,90,125,201,188,291,479
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,3,9,35,52,38,61,99
CAMIRI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,121,130,77,93,198,223,421
CAPINOTA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,75,112,371,390,446,502,948
CAQUIAVIRI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,42,57,92,121,134,178,312
CARACOLLO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,39,18,95,98,134,116,250
CARANAVI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,341,255,142,100,483,355,838
CARAPARI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,41,12,98,96,139,108,247
CARIPUYO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,28,41,115,158,143,199,342
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,8,10,43,43,51,53,104
CATACORA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,9,4,22,27,31,31,62
CHALLAPATA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,56,52,76,74,132,126,258
CHAQUI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,18,34,64,83,82,117,199
CHARAGUA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,22,31,41,49,63,80,143
CHARAÑA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,4,4,16,19,20,23,43
CHAYANTA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,12,15,98,132,110,147,257
CHIMORE,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,67,60,101,92,168,152,320
CHIPAYA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,0,0,8,2,8,2,10
CHOQUE COTA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,1,2,11,8,12,10,22
CHUA COCANI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,2,1,0,0,2,1,3
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,58,63,148,87,206,150,356
CHUMA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,42,66,72,60,114,126,240
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,22,23,23,53,45,76,121
CKOCHAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,121,146,183,241,304,387,691
CLIZA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,45,58,126,181,171,239,410
COBIJA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,37,26,110,119,147,145,292
COCAPATA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,84,80,128,128,212,208,420
COCHABAMBA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,1819,1800,1422,1400,3241,3200,6441
COIPASA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,0,0,13,6,13,6,19
COLCAPIRHUA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,162,157,328,301,490,458,948
"COLCHA ""K""",otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,94,100,73,108,167,208,375
COLLANA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,35,46,27,38,62,84,146
COLOMI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,151,212,77,87,228,299,527
COLPA BELGICA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,12,6,3,3,15,9,24
COLQUECHACA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,226,269,714,771,940,1040,1980
COLQUENCHA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,71,89,25,37,96,126,222
COLQUIRI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,38,53,213,230,251,283,534
COMANCHE,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,22,15,9,10,31,25,56
COMARAPA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,44,57,30,31,74,88,162
COMBAYA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,10,10,70,68,80,78,158
CONCEPCION,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,32,27,57,51,89,78,167
COPACABANA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,30,17,122,141,152,158,310
CORIPATA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,48,36,79,74,127,110,237
CORO CORO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,31,24,80,100,111,124,235
COROICO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,45,24,61,79,106,103,209
CORQUE,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,21,12,35,48,56,60,116
COTAGAITA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,69,121,127,229,196,350,546
COTOCA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,112,117,20,20,132,137,269
CRUZ DE MACHACAMARCA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,3,6,6,8,9,14,23
CUATRO CAÑADAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,38,26,43,59,81,85,166
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,6,13,35,49,41,62,103
CUEVO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,5,6,16,18,21,24,45
CULPINA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,87,101,56,71,143,172,315
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,2,2,12,15,14,17,31
CURVA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,2,2,18,36,20,38,58
DESAGUADERO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,25,33,40,50,65,83,148
EL ALTO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,1490,1796,953,1149,2443,2945,5388
EL CHORO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,20,23,45,49,65,72,137
EL PUENTE(STC),otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,36,19,18,14,54,33,87
EL PUENTE(TJA),otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,27,30,201,316,228,346,574
EL TORNO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,137,139,48,60,185,199,384
EL VILLAR,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,50,83,42,41,92,124,216
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,82,93,316,351,398,444,842
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,80,50,180,126,260,176,436
ESCARA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,0,0,10,15,10,15,25
ESCOMA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,10,17,139,111,149,128,277
ESMERALDA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,0,0,3,4,3,4,7
EUCALIPTUS,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,0,1,26,47,26,48,74
EUREKA (SANTOS MERCADO),otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,1,0,4,2,5,2,7
EXALTACION,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,3,2,6,4,9,6,15
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,61,82,14,15,75,97,172
FILADELFIA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,14,3,49,31,63,34,97
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,40,48,1,7,41,55,96
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,59,41,64,61,123,102,225
GUANAY,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,39,37,64,68,103,105,208
GUAQUI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,13,18,41,54,54,72,126
GUAYARAMERIN,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,134,117,179,208,313,325,638
GUTIERREZ,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,35,51,46,73,81,124,205
HUACARETA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,40,42,32,59,72,101,173
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,8,17,20,30,28,47,75
HUACHACALLA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,0,1,0,1,0,2,2
HUANUNI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,20,18,35,41,55,59,114
HUARINA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,54,42,70,105,124,147,271
HUATAJATA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,5,15,20,18,25,33,58
HUAYLLAMARCA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,3,4,32,28,35,32,67
HUMANATA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,16,19,1,0,17,19,36
ICHOCA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,16,18,76,61,92,79,171
ICLA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,11,12,44,62,55,74,129
INCAHUASI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,120,122,78,99,198,221,419
INQUISIVI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,32,20,149,158,181,178,359
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,78,67,199,121,277,188,465
IXIAMAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,9,6,6,0,15,6,21
JESUS DE MACHACA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,160,163,48,72,208,235,443
LA ASUNTA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,56,33,48,43,104,76,180
LA GUARDIA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,227,270,22,22,249,292,541
LA PAZ,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,2304,2898,575,657,2879,3555,6434
LA RIVERA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,0,0,9,11,9,11,20
LAGUNILLAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,23,22,16,19,39,41,80
LAJA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,147,140,105,103,252,243,495
LAS CARRERAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,22,43,26,32,48,75,123
LICOMA PAMPA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,0,0,116,85,116,85,201
LLALLAGUA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,10,10,85,99,95,109,204
LLICA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,53,56,44,38,97,94,191
LORETO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,0,0,12,10,12,10,22
LURIBAY,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,87,81,131,112,218,193,411
MACHACAMARCA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,4,6,3,0,7,6,13
MACHARETI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,15,16,28,22,43,38,81
MAGDALENA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,12,7,11,7,23,14,37
MAIRANA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,54,78,8,17,62,95,157
MALLA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,0,0,35,32,35,32,67
MAPIRI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,18,18,55,40,73,58,131
MECAPACA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,54,40,61,52,115,92,207
MINEROS,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,79,100,19,19,98,119,217
MIZQUE,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,102,109,159,214,261,323,584
MOCOMOCO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,39,41,45,65,84,106,190
MOJINETE,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,4,6,23,31,27,37,64
MOJOCOYA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,36,59,80,88,116,147,263
MONTEAGUDO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,116,129,77,86,193,215,408
MONTERO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,176,200,164,237,340,437,777
MORO MORO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,13,13,18,34,31,47,78
MOROCHATA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,23,30,215,292,238,322,560
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,1,1,5,1,6,2,8
NAZACARA DE PACAJES,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,17,14,0,0,17,14,31
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,4,1,5,2,9,3,12
OCURI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,87,69,303,342,390,411,801
OKINAWA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,36,26,21,9,57,35,92
OMEREQUE,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,12,11,69,81,81,92,173
ORURO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,328,406,233,337,561,743,1304
PADCAYA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,128,147,188,234,316,381,697
PADILLA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,27,39,65,104,92,143,235
PAILON,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,32,27,52,57,84,84,168
PALCA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,45,41,69,55,114,96,210
PALOS BLANCOS,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,75,62,150,126,225,188,413
PAMPA AULLAGAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,3,7,30,28,33,35,68
PAMPA GRANDE,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,17,13,49,61,66,74,140
PAPEL PAMPA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,63,47,50,44,113,91,204
PASORAPA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,5,8,134,146,139,154,293
PATACAMAYA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,56,44,38,46,94,90,184
PAZÑA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,14,18,6,3,20,21,41
PELECHUCO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,20,20,43,46,63,66,129
POCOATA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,59,102,689,861,748,963,1711
POCONA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,87,137,62,94,149,231,380
POJO (CBBA),otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,54,63,40,45,94,108,202
POOPO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,4,4,12,14,16,18,34
PORCO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,13,23,41,53,54,76,130
POROMA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,87,109,114,113,201,222,423
PORONGO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,37,28,53,34,90,62,152
PORTACHUELO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,43,35,2,5,45,40,85
PORVENIR,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,6,7,32,25,38,32,70
POSTRER VALLE,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,17,20,22,16,39,36,75
POTOSI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,361,452,531,824,892,1276,2168
PRESTO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,4,5,32,41,36,46,82
PUCARA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,22,22,20,22,42,44,86
PUCARANI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,142,158,362,383,504,541,1045
PUERTO ACOSTA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,7,6,53,90,60,96,156
PUERTO CARABUCO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,155,143,79,67,234,210,444
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,6,3,30,23,36,26,62
PUERTO PEREZ,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,8,8,204,219,212,227,439
PUERTO QUIJARRO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,23,35,21,10,44,45,89
PUERTO RICO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,2,1,32,22,34,23,57
PUERTO SILES,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,1,0,0,0,1,0,1
PUERTO SUAREZ,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,11,13,8,5,19,18,37
PUERTO VILLARROEL,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,120,99,523,363,643,462,1105
PUNA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,188,275,262,373,450,648,1098
PUNATA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,246,325,261,429,507,754,1261
QUIABAYA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,35,27,0,0,35,27,62
QUILLACOLLO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,235,255,377,544,612,799,1411
QUIME,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,48,33,87,78,135,111,246
QUIRUSILLAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,8,10,10,23,18,33,51
RAVELO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,42,57,224,291,266,348,614
RIBERALTA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,62,55,5,6,67,61,128
ROBORE,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,49,52,46,43,95,95,190
RURRENABAQUE,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,30,32,14,15,44,47,91
SABAYA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,8,7,11,14,19,21,40
SACABA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,347,475,1914,2623,2261,3098,5359
SACABAMBA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,19,31,60,73,79,104,183
SACACA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,134,168,310,457,444,625,1069
SAIPINA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,3,6,32,48,35,54,89
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,18,12,61,85,79,97,176
SAMAIPATA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,29,23,49,54,78,77,155
SAN AGUSTIN,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,26,21,70,43,96,64,160
SAN ANDRES,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,20,21,20,16,40,37,77
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,21,13,51,54,72,67,139
SAN ANTONIO DE ESMORUCO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,14,37,0,0,14,37,51
SAN ANTONIO DE LOMERIO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,35,36,60,82,95,118,213
SAN BENITO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,40,50,110,183,150,233,383
SAN BORJA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,65,63,25,26,90,89,179
SAN BUENA VENTURA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,23,22,2,1,25,23,48
SAN CARLOS,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,16,37,16,20,32,57,89
SAN IGNACIO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,52,44,25,32,77,76,153
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,97,102,16,18,113,120,233
SAN JAVIER(BNI),otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,3,0,38,27,41,27,68
SAN JAVIER(STC),otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,14,9,0,0,14,9,23
SAN JOAQUIN,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,2,2,0,0,2,2,4
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,21,26,47,32,68,58,126
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,2,2,1,3,3,5,8
SAN JULIAN,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,128,125,111,86,239,211,450
SAN LORENZO(PND),otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,5,2,10,8,15,10,25
SAN LORENZO(TJA),otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,57,62,172,272,229,334,563
SAN LUCAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,287,348,511,600,798,948,1746
SAN MATIAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,14,13,8,14,22,27,49
SAN MIGUEL DE VELASCO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,16,22,36,50,52,72,124
SAN PABLO DE LIPEZ,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,55,58,7,7,62,65,127
SAN PEDRO,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,44,23,103,91,147,114,261
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,306,244,286,321,592,565,1157
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,19,22,113,111,132,133,265
SAN PEDRO DE QUEMES,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,4,5,0,0,4,5,9
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,30,32,140,176,170,208,378
SAN RAFAEL,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,17,9,10,11,27,20,47
SAN RAMON BENI,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,4,0,0,0,4,0,4
SAN RAMON SCZ,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,13,13,0,0,13,13,26
SANTA ANA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,19,8,21,40,40,48,88
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional en mayores de 65 anos,2017-06-01,2574,2684,216,224,2790,2908,5698
