,group,variable,month,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS DENTRO,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS DENTRO,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS FUERA,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS FUERA,TOTALES,TOTALES,TOTALES
CHAYANTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,7,13,23,28,30,41,71
CHIMORE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,7,20,44,60,51,80,131
CHUA COCANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,0,2,0,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,17,21,21,32,38,53,91
CHUMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,4,2,7,6,11,8,19
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,1,5,26,12,27,17,44
CKOCHAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,34,20,15,11,49,31,80
CLIZA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,8,18,41,90,49,108,157
COBIJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,5,21,47,27,52,48,100
COCAPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,32,29,13,20,45,49,94
COCHABAMBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,767,682,854,888,1621,1570,3191
COLCAPIRHUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,76,98,183,214,259,312,571
"COLCHA ""K""",otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,13,21,9,19,22,40,62
COLLANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,11,10,7,11,18,21,39
COLOMI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,16,21,23,27,39,48,87
COLPA BELGICA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,0,0,1,1,1,1,2
COLQUECHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,14,21,50,71,64,92,156
COLQUENCHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,5,15,10,16,15,31,46
COLQUIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,4,2,7,15,11,17,28
COMANCHE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,2,3,0,0,2,3,5
COMARAPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,10,11,9,12,19,23,42
COMBAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,1,0,0,0,1,0,1
CONCEPCION,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,13,12,47,86,60,98,158
COPACABANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,4,1,18,16,22,17,39
CORIPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,2,0,5,7,7,7,14
CORO CORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,0,0,0,1,0,1,1
COROICO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,12,17,25,30,37,47,84
CORQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,1,1,1,0,2,1,3
COTAGAITA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,28,44,36,76,64,120,184
COTOCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,174,241,10,30,184,271,455
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,30,41,26,47,56,88,144
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,0,0,8,8,8,8,16
CUEVO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,0,2,6,9,6,11,17
CULPINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,13,32,24,31,37,63,100
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,0,0,0,1,0,1,1
CURVA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,0,0,0,1,0,1,1
DESAGUADERO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,1,4,1,5,2,9,11
EL ALTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,808,1048,419,771,1227,1819,3046
EL CHORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,0,0,2,2,2,2,4
EL PUENTE(STC),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,15,31,4,13,19,44,63
EL PUENTE(TJA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,4,3,14,20,18,23,41
EL TORNO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,203,306,142,335,345,641,986
EL VILLAR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,8,6,1,1,9,7,16
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,4,11,32,52,36,63,99
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,14,90,146,73,160,163,323
ESCOMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,0,0,0,1,0,1,1
EUREKA (SANTOS MERCADO),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,1,1,4,3,5,4,9
EXALTACION,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,0,0,0,2,0,2,2
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,12,30,15,36,27,66,93
FILADELFIA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,0,0,5,17,5,17,22
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,31,46,6,7,37,53,90
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,0,0,1,4,1,4,5
GUANAY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,3,6,13,12,16,18,34
GUAYARAMERIN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,21,31,61,104,82,135,217
GUTIERREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,0,2,0,5,0,7,7
HUACARETA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,14,17,12,11,26,28,54
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,5,1,1,9,6,10,16
HUANUNI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,10,18,5,8,15,26,41
HUARACAJE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,3,4,0,0,3,4,7
HUARINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,0,1,8,3,8,4,12
HUATAJATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,1,0,0,0,1,0,1
HUAYLLAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,0,2,1,1,1,3,4
HUMANATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,1,0,0,0,1,0,1
ICHOCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,6,2,5,1,11,3,14
ICLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,0,0,2,16,2,16,18
INCAHUASI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,27,26,11,20,38,46,84
INQUISIVI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,1,4,4,1,5,5,10
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,6,9,17,9,23,18,41
IXIAMAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,1,2,4,1,5,3,8
JESUS DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,9,11,8,8,17,19,36
LA ASUNTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,31,40,22,41,53,81,134
LA GUARDIA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,321,490,164,47,485,537,1022
LA PAZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,838,1061,581,496,1419,1557,2976
LAGUNILLAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,6,18,19,22,25,40,65
LAJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,15,13,3,6,18,19,37
LAS CARRERAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,2,3,2,4,4,7,11
LICOMA PAMPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,0,0,18,25,18,25,43
LLALLAGUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,4,6,24,72,28,78,106
LLICA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,0,1,2,7,2,8,10
LORETO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,0,0,1,3,1,3,4
LURIBAY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,1,0,3,5,4,5,9
MACHACAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,1,0,0,0,1,0,1
MACHARETI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,10,15,17,19,27,34,61
MAGDALENA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,9,10,3,4,12,14,26
MAIRANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,46,44,5,25,51,69,120
MALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,0,0,51,20,51,20,71
MAPIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,22,20,31,45,53,65,118
MECAPACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,1,6,1,12,2,18,20
MINEROS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,17,17,4,7,21,24,45
MIZQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,19,22,29,46,48,68,116
MOCOMOCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,15,4,0,2,15,6,21
MOJINETE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,0,0,8,5,8,5,13
MOJOCOYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,11,30,52,117,63,147,210
MONTEAGUDO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,55,99,22,22,77,121,198
MONTERO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,152,234,498,363,650,597,1247
MORO MORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,1,4,0,5,1,9,10
MOROCHATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,11,14,7,31,18,45,63
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,1,1,6,7,7,8,15
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,0,0,25,17,25,17,42
OCURI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,0,0,13,17,13,17,30
OKINAWA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,71,115,82,17,153,132,285
OMEREQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,6,15,55,73,61,88,149
ORURO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,157,202,176,115,333,317,650
PADCAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,17,13,21,21,38,34,72
PADILLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,10,11,31,52,41,63,104
PAILON,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,19,28,35,55,54,83,137
PALCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,9,13,21,30,30,43,73
PALOS BLANCOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,16,11,146,77,162,88,250
PAMPA GRANDE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,26,30,49,42,75,72,147
PAPEL PAMPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,0,0,3,0,3,0,3
PASORAPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,1,1,34,44,35,45,80
PATACAMAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,9,13,37,54,46,67,113
PAZÑA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,9,24,9,8,18,32,50
PELECHUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,1,2,2,4,3,6,9
POCOATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,7,3,21,43,28,46,74
POCONA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,3,10,9,16,12,26,38
POJO (CBBA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,3,5,16,7,19,12,31
POOPO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,0,0,1,1,1,1,2
PORCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,4,13,4,6,8,19,27
POROMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,13,15,16,41,29,56,85
PORONGO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,31,47,34,37,65,84,149
PORTACHUELO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,104,97,0,1,104,98,202
PORVENIR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,0,2,10,10,10,12,22
POSTRER VALLE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,3,9,0,0,3,9,12
POTOSI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,79,112,80,81,159,193,352
PRESTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,36,33,143,150,179,183,362
PUCARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,2,8,1,3,3,11,14
PUCARANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,16,14,40,43,56,57,113
PUERTO ACOSTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,1,0,4,6,5,6,11
PUERTO CARABUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,8,3,2,3,10,6,16
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,1,1,21,7,22,8,30
PUERTO PEREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,0,0,5,8,5,8,13
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,7,8,4,4,11,12,23
PUERTO RICO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,1,2,2,3,3,5,8
PUERTO SILES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,1,3,0,0,1,3,4
PUERTO SUAREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,6,10,22,3,28,13,41
PUERTO VILLARROEL,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,39,45,229,181,268,226,494
PUNA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,4,5,13,18,17,23,40
PUNATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,66,90,68,111,134,201,335
QUIABAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,3,3,0,0,3,3,6
QUILLACOLLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,203,86,83,135,286,221,507
QUIME,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,1,0,15,12,16,12,28
QUIRUSILLAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,11,14,21,32,32,46,78
RAVELO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,1,1,2,2,3,3,6
REYES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,1,0,0,0,1,0,1
RIBERALTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,27,76,2,2,29,78,107
ROBORE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,32,39,8,12,40,51,91
RURRENABAQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,64,81,13,16,77,97,174
SABAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,0,0,1,4,1,4,5
SACABA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,106,206,343,605,449,811,1260
SACABAMBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,5,6,12,14,17,20,37
SACACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,11,5,33,57,44,62,106
SAIPINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,3,15,16,29,19,44,63
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,1,2,1,0,2,2,4
SAMAIPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,24,18,28,38,52,56,108
SAN AGUSTIN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,3,2,0,0,3,2,5
SAN ANDRES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,1,6,5,1,6,7,13
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,1,1,0,1,1,2,3
SAN ANTONIO DE ESMORUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,10,12,0,0,10,12,22
SAN ANTONIO DE LOMERIO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,5,8,3,5,8,13,21
SAN BENITO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,7,7,7,19,14,26,40
SAN BORJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,24,29,14,14,38,43,81
SAN CARLOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,10,15,8,12,18,27,45
SAN IGNACIO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,28,44,6,8,34,52,86
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,38,60,0,5,38,65,103
SAN JAVIER(BNI),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,10,10,22,23,32,33,65
SAN JAVIER(STC),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,21,30,0,0,21,30,51
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,14,22,14,5,28,27,55
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,6,5,8,6,14,11,25
SAN JULIAN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,53,85,132,151,185,236,421
SAN LORENZO(PND),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,0,0,1,0,1,0,1
SAN LORENZO(TJA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,13,15,15,30,28,45,73
SAN LUCAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,34,41,59,93,93,134,227
SAN MATIAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,1,2,3,3,4,5,9
SAN MIGUEL DE VELASCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,7,9,14,16,21,25,46
SAN PABLO DE LIPEZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,6,6,10,12,16,18,34
SAN PEDRO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,16,19,47,108,63,127,190
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,33,40,49,94,82,134,216
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,0,0,6,3,6,3,9
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,3,7,15,16,18,23,41
SAN RAFAEL,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,6,12,1,6,7,18,25
SAN RAMON BENI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,3,2,0,0,3,2,5
SAN RAMON SCZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,19,26,0,0,19,26,45
SANTA ANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,0,4,0,9,0,13,13
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,3998,4476,561,302,4559,4778,9337
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,8,14,17,16,25,30,55
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,0,1,1,4,1,5,6
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,1,0,3,9,4,9,13
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,2,2,6,12,8,14,22
SANTIAGO DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,0,0,1,3,1,3,4
SANTIVAÑES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,3,2,0,1,3,3,6
SANTUARIO DE QUILLACAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,0,0,0,1,0,1,1
SAPAHAQUI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,2,17,1,12,3,29,32
SENA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,14,13,45,25,59,38,97
SHINAOTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,12,18,96,117,108,135,243
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,7,3,9,11,16,14,30
SICAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,4,3,24,31,28,34,62
SIPE SIPE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,16,25,87,173,103,198,301
SOPACHUY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,1,1,16,28,17,29,46
SORACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,31,2,2,2,33,4,37
SORATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,8,4,8,18,16,22,38
SUCRE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,355,651,204,418,559,1069,1628
TACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,0,0,2,0,2,0,2
TACACOMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,1,4,1,6,2,10,12
TACOBAMBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,0,1,9,7,9,8,17
TACOPAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,4,6,20,50,24,56,80
TAHUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,1,1,1,3,2,4,6
TAPACARI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,8,6,24,24,32,30,62
TARABUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,11,22,9,20,20,42,62
TARACO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,4,4,1,0,5,4,9
TARATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,2,2,7,6,9,8,17
TARIJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,392,415,411,490,803,905,1708
TARVITA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,32,38,14,28,46,66,112
TEOPONTE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,1,1,7,4,8,5,13
TIAWANACU,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,1,6,0,0,1,6,7
TINGUIPAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,9,11,19,20,28,31,59
TIPUANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,8,14,11,16,19,30,49
TIQUIPAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,95,67,45,78,140,145,285
TIRAQUE (CBBA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,3,8,19,39,22,47,69
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,0,1,7,10,7,11,18
TOCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,2,4,13,16,15,20,35
TOLATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,3,2,16,25,19,27,46
TOLEDO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,0,2,3,13,3,15,18
TOMAVE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,9,8,13,19,22,27,49
TOMINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,2,8,4,11,6,19,25
TORO TORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,1,1,13,10,14,11,25
TOTORA(CBBA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,8,6,8,11,16,17,33
TOTORA(ORR),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,0,0,1,0,1,0,1
TRIGAL,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,13,16,7,16,20,32,52
TRINIDAD,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,105,147,8,33,113,180,293
TUPIZA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-06-01,34,50,47,96,81,146,227
