,group,variable,month,INFLUENZA ESTACIONAL A PERSONAL DE SALUD DENTRO,INFLUENZA ESTACIONAL A PERSONAL DE SALUD DENTRO,INFLUENZA ESTACIONAL A PERSONAL DE SALUD FUERA,INFLUENZA ESTACIONAL A PERSONAL DE SALUD FUERA,TOTALES,TOTALES,TOTALES
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,20,24,3,0,23,24,47
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,5,4,2,6,7,10,17
SAN JULIAN,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,36,42,0,3,36,45,81
SAN LORENZO(PND),otras vacunaciones,influenza estacional a personal de salud,2017-05-01,0,0,0,7,0,7,7
SAN LORENZO(TJA),otras vacunaciones,influenza estacional a personal de salud,2017-05-01,12,23,0,0,12,23,35
SAN LUCAS,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,35,42,3,4,38,46,84
SAN MATIAS,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,8,13,1,1,9,14,23
SAN MIGUEL DE VELASCO,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,23,34,0,0,23,34,57
SAN PEDRO,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,11,13,0,0,11,13,24
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,8,6,0,0,8,6,14
SAN PEDRO DE QUEMES,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,6,4,0,0,6,4,10
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,0,0,0,6,0,6,6
SAN RAFAEL,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,5,16,0,0,5,16,21
SAN RAMON BENI,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,20,26,0,0,20,26,46
SAN RAMON SCZ,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,8,8,0,0,8,8,16
SANTA ANA,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,34,45,0,0,34,45,79
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,1602,3182,81,119,1683,3301,4984
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,15,19,1,2,16,21,37
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,1,0,0,0,1,0,1
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,7,11,7,3,14,14,28
SANTIAGO DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,3,4,1,1,4,5,9
SANTIVAÑES,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,10,15,1,0,11,15,26
SANTUARIO DE QUILLACAS,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,6,11,1,1,7,12,19
SAPAHAQUI,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,9,14,0,0,9,14,23
SENA,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,3,6,0,0,3,6,9
SHINAOTA,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,22,44,0,0,22,44,66
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional a personal de salud,2017-05-01,5,13,0,0,5,13,18
SICAYA,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,2,2,0,0,2,2,4
SIPE SIPE,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,53,108,15,20,68,128,196
SOPACHUY,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,12,25,0,0,12,25,37
SORACACHI,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,4,9,6,11,10,20,30
SORATA,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,4,6,0,0,4,6,10
SUCRE,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,292,722,155,374,447,1096,1543
TACACHI,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,4,8,0,0,4,8,12
TACOBAMBA,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,2,3,1,0,3,3,6
TACOPAYA,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,11,9,1,1,12,10,22
TAHUA,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,3,5,0,1,3,6,9
TAPACARI,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,11,17,5,4,16,21,37
TARACO,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,2,7,1,2,3,9,12
TARATA,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,24,27,1,1,25,28,53
TARIJA,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,134,342,17,103,151,445,596
TARVITA,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,33,44,2,1,35,45,80
TEOPONTE,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,1,0,3,2,4,2,6
TIAWANACU,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,11,13,0,0,11,13,24
TINGUIPAYA,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,0,0,0,27,0,27,27
TIPUANI,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,3,4,0,1,3,5,8
TIQUIPAYA,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,44,113,13,31,57,144,201
TIRAQUE (CBBA),otras vacunaciones,influenza estacional a personal de salud,2017-05-01,7,14,2,9,9,23,32
TOCO,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,9,16,0,1,9,17,26
TOLATA,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,6,12,0,1,6,13,19
TOLEDO,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,2,17,0,1,2,18,20
TOMAVE,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,11,4,3,1,14,5,19
TOMINA,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,24,45,0,0,24,45,69
TORO TORO,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,16,5,0,0,16,5,21
TOTORA(CBBA),otras vacunaciones,influenza estacional a personal de salud,2017-05-01,12,13,1,2,13,15,28
TOTORA(ORR),otras vacunaciones,influenza estacional a personal de salud,2017-05-01,10,6,0,0,10,6,16
TRINIDAD,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,86,134,10,11,96,145,241
TUPIZA,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,34,69,13,13,47,82,129
TURCO,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,3,15,0,1,3,16,19
UMALA,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,5,10,0,0,5,10,15
UNCIA,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,15,15,5,4,20,19,39
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional a personal de salud,2017-05-01,8,9,1,5,9,14,23
URUBICHA,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,14,25,0,0,14,25,39
UYUNI,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,19,29,9,15,28,44,72
VACAS,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,2,5,0,0,2,5,7
VALLEGRANDE,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,10,36,0,0,10,36,46
VIACHA,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,26,53,0,1,26,54,80
VILA VILA,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,10,10,0,0,10,10,20
VILLA CHARCAS,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,15,25,2,0,17,25,42
VILLA MONTES,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,62,123,4,16,66,139,205
VILLA RIVERO,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,12,14,0,1,12,15,27
VILLA SERRANO,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,6,17,0,0,6,17,23
VILLA TUNARI,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,23,25,2,1,25,26,51
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional a personal de salud,2017-05-01,10,18,1,0,11,18,29
VILLAZON,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,60,111,1,3,61,114,175
VINTO,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,26,48,6,16,32,64,96
VITICHI,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,9,14,0,0,9,14,23
WARNES,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,81,165,1,1,82,166,248
YACO,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,2,1,0,0,2,1,3
YACUIBA,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,45,98,0,3,45,101,146
YAMPARAEZ,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,3,2,6,7,9,9,18
YANACACHI,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,7,8,0,1,7,9,16
YAPACANI,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,63,121,2,10,65,131,196
YOCALLA,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,1,1,8,6,9,7,16
YOTALA,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,5,7,0,0,5,7,12
ZUDAÑEZ,otras vacunaciones,influenza estacional a personal de salud,2017-05-01,9,11,0,1,9,12,21
ACACIO,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,17,17,0,0,17,17,34
ACHACACHI,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,16,35,1,3,17,38,55
ACHOCALLA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,1,2,0,0,1,2,3
AIQUILE,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,3,10,8,6,11,16,27
ALALAY,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,0,0,1,1,1,1,2
ALTO BENI,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,4,2,0,1,4,3,7
ANCORAIMES,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,13,14,0,0,13,14,27
ANDAMARCA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,3,6,0,0,3,6,9
ANZALDO,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,0,0,1,5,1,5,6
APOLO,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,3,8,2,3,5,11,16
ARAMPAMPA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,9,10,6,1,15,11,26
ARANI,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,8,5,0,0,8,5,13
ARBIETO,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,3,7,2,0,5,7,12
ARQUE,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,1,2,1,0,2,2,4
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,1,6,0,5,1,11,12
ATOCHA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,23,48,6,15,29,63,92
AUCAPATA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,1,4,0,0,1,4,5
AYATA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,3,3,1,1,4,4,8
AYO AYO,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,4,7,0,0,4,7,11
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a personal de salud,2017-06-01,10,7,5,8,15,15,30
AZURDUY,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,1,2,0,0,1,2,3
BATALLAS,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,9,18,3,6,12,24,36
BAURES,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,0,1,0,0,0,1,1
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,0,0,0,1,0,1,1
BELEN DE URMIRI,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,1,0,0,0,1,0,1
BELLA FLOR,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,0,4,1,0,1,4,5
BERMEJO,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,4,23,0,6,4,29,33
BETANZOS,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,27,16,4,4,31,20,51
BOLPEBRA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,2,4,0,1,2,5,7
BUENA VISTA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,1,3,10,13,11,16,27
CABEZAS,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,8,7,1,0,9,7,16
CAIROMA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,5,8,0,0,5,8,13
"CAIZA ""D""",otras vacunaciones,influenza estacional a personal de salud,2017-06-01,6,3,2,2,8,5,13
CAJUATA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,6,10,2,0,8,10,18
CALACOTO,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,3,3,1,1,4,4,8
CALAMARCA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,5,12,0,0,5,12,17
CAMARGO,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,16,14,5,0,21,14,35
CAMIRI,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,17,55,6,13,23,68,91
CAPINOTA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,6,6,9,19,15,25,40
CAQUIAVIRI,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,1,2,0,0,1,2,3
CARACOLLO,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,9,16,0,1,9,17,26
CARANAVI,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,25,35,5,2,30,37,67
CARAPARI,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,10,11,0,0,10,11,21
CARIPUYO,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,16,10,0,0,16,10,26
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,1,4,0,2,1,6,7
CATACORA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,0,1,0,0,0,1,1
CHALLAPATA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,2,7,2,3,4,10,14
CHAQUI,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,1,2,1,0,2,2,4
CHARAGUA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,11,13,1,3,12,16,28
CHARAÑA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,0,1,0,0,0,1,1
CHAYANTA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,1,9,1,2,2,11,13
CHIMORE,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,9,14,12,10,21,24,45
CHIPAYA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,1,0,0,3,1,3,4
CHOQUE COTA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,1,2,0,0,1,2,3
CHUA COCANI,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a personal de salud,2017-06-01,3,2,2,0,5,2,7
CHUMA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,7,4,0,0,7,4,11
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,6,5,4,7,10,12,22
CKOCHAS,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,35,20,2,1,37,21,58
CLIZA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,9,18,0,1,9,19,28
COBIJA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,25,88,1,7,26,95,121
COCAPATA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,10,2,11,5,21,7,28
COCHABAMBA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,267,519,87,124,354,643,997
COLCAPIRHUA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,18,40,29,35,47,75,122
"COLCHA ""K""",otras vacunaciones,influenza estacional a personal de salud,2017-06-01,33,43,1,0,34,43,77
COLLANA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,6,6,0,2,6,8,14
COLOMI,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,2,9,2,4,4,13,17
COLPA BELGICA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,1,0,0,0,1,0,1
COLQUECHACA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,18,27,4,4,22,31,53
COLQUENCHA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,3,6,0,0,3,6,9
COLQUIRI,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,9,12,0,0,9,12,21
COMANCHE,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,0,3,0,0,0,3,3
COMBAYA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,3,2,0,0,3,2,5
COPACABANA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,2,4,1,4,3,8,11
CORIPATA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,1,5,0,0,1,5,6
CORO CORO,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,0,3,2,2,2,5,7
COROICO,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,0,1,1,6,1,7,8
CORQUE,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,1,4,0,0,1,4,5
COTAGAITA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,15,19,0,3,15,22,37
COTOCA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,7,38,0,0,7,38,45
CRUZ DE MACHACAMARCA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,2,1,0,1,2,2,4
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,10,35,0,1,10,36,46
CUEVO,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,0,1,3,0,3,1,4
CULPINA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,5,4,0,1,5,5,10
CURVA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,0,0,4,0,4,0,4
DESAGUADERO,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,1,5,1,1,2,6,8
EL ALTO,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,194,368,125,165,319,533,852
EL PUENTE(STC),otras vacunaciones,influenza estacional a personal de salud,2017-06-01,1,1,0,1,1,2,3
EL PUENTE(TJA),otras vacunaciones,influenza estacional a personal de salud,2017-06-01,15,22,0,1,15,23,38
EL TORNO,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,10,34,1,5,11,39,50
EL VILLAR,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,8,11,0,1,8,12,20
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,15,25,6,6,21,31,52
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,51,46,4,4,55,50,105
EUCALIPTUS,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,1,0,0,0,1,0,1
EXALTACION,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,0,1,0,0,0,1,1
FILADELFIA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,2,1,0,0,2,1,3
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,1,3,0,0,1,3,4
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a personal de salud,2017-06-01,10,6,0,0,10,6,16
GUANAY,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,2,2,7,3,9,5,14
GUAQUI,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,1,1,0,0,1,1,2
GUAYARAMERIN,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,16,34,19,24,35,58,93
GUTIERREZ,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,6,10,0,0,6,10,16
HUACARETA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,2,4,0,3,2,7,9
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,influenza estacional a personal de salud,2017-06-01,7,11,0,1,7,12,19
HUANUNI,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,6,14,9,6,15,20,35
HUARACAJE,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,0,2,0,0,0,2,2
HUARINA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,2,5,1,0,3,5,8
HUATAJATA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,0,2,0,0,0,2,2
HUMANATA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,5,4,0,0,5,4,9
ICHOCA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,2,2,0,0,2,2,4
ICLA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,1,1,0,0,1,1,2
INCAHUASI,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,9,8,0,0,9,8,17
INQUISIVI,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,0,2,4,1,4,3,7
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a personal de salud,2017-06-01,11,23,4,2,15,25,40
IXIAMAS,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,2,0,4,10,6,10,16
JESUS DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,6,12,0,1,6,13,19
LA ASUNTA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,10,2,0,1,10,3,13
LA GUARDIA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,19,40,1,0,20,40,60
LA PAZ,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,356,562,251,368,607,930,1537
LAGUNILLAS,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,1,1,0,0,1,1,2
LAJA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,5,6,0,0,5,6,11
LAS CARRERAS,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,2,6,3,6,5,12,17
LICOMA PAMPA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,0,5,1,1,1,6,7
LLALLAGUA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,50,57,6,13,56,70,126
LLICA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,4,6,0,0,4,6,10
LORETO,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,0,2,0,0,0,2,2
LURIBAY,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,8,7,0,0,8,7,15
MACHARETI,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,2,1,1,1,3,2,5
MAGDALENA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,7,9,0,0,7,9,16
MAIRANA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,2,7,0,0,2,7,9
MAPIRI,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,3,2,0,0,3,2,5
MECAPACA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,1,7,0,0,1,7,8
MIZQUE,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,2,5,0,0,2,5,7
MOCOMOCO,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,1,2,0,0,1,2,3
MOJINETE,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,6,3,1,1,7,4,11
MOJOCOYA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,9,16,0,0,9,16,25
MONTEAGUDO,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,17,7,1,1,18,8,26
MONTERO,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,48,95,0,1,48,96,144
MORO MORO,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,0,1,0,0,0,1,1
MOROCHATA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,4,3,4,2,8,5,13
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional a personal de salud,2017-06-01,2,3,0,0,2,3,5
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,influenza estacional a personal de salud,2017-06-01,3,1,5,3,8,4,12
OCURI,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,4,1,4,4,8,5,13
OKINAWA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,0,0,0,1,0,1,1
OMEREQUE,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,6,6,2,5,8,11,19
ORURO,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,83,212,53,68,136,280,416
PADCAYA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,18,34,0,5,18,39,57
PADILLA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,1,4,0,1,1,5,6
PAILON,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,6,17,1,5,7,22,29
PALCA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,4,1,0,0,4,1,5
PALOS BLANCOS,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,6,7,3,4,9,11,20
PAMPA GRANDE,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,0,10,0,1,0,11,11
PAPEL PAMPA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,1,1,0,0,1,1,2
PASORAPA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,5,2,1,4,6,6,12
PATACAMAYA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,3,8,0,0,3,8,11
PELECHUCO,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,6,5,0,0,6,5,11
POCOATA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,10,7,5,11,15,18,33
POCONA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,3,10,4,3,7,13,20
POJO (CBBA),otras vacunaciones,influenza estacional a personal de salud,2017-06-01,5,7,1,1,6,8,14
POOPO,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,0,0,0,2,0,2,2
PORCO,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,3,5,0,0,3,5,8
POROMA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,2,7,1,0,3,7,10
PORONGO,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,1,2,0,0,1,2,3
PORVENIR,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,0,3,0,1,0,4,4
POTOSI,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,37,130,22,61,59,191,250
PRESTO,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,2,2,4,4,6,6,12
PUCARA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,4,3,0,0,4,3,7
PUCARANI,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,7,11,6,10,13,21,34
PUERTO CARABUCO,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,4,3,0,0,4,3,7
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,2,2,4,10,6,12,18
PUERTO PEREZ,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,0,0,5,8,5,8,13
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,1,1,0,0,1,1,2
PUERTO RICO,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,2,1,0,0,2,1,3
PUERTO SUAREZ,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,1,2,0,1,1,3,4
PUERTO VILLARROEL,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,4,13,5,6,9,19,28
PUNA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,8,10,0,0,8,10,18
PUNATA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,11,19,6,1,17,20,37
QUIABAYA,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,6,2,0,0,6,2,8
QUILLACOLLO,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,10,24,4,9,14,33,47
QUIME,otras vacunaciones,influenza estacional a personal de salud,2017-06-01,5,5,0,1,5,6,11
