,group,variable,month,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS DENTRO,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS DENTRO,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS FUERA,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS FUERA,TOTALES,TOTALES,TOTALES
COTOCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,167.0,0.0,14.0,0.0,181.0,181.0
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,21.0,0.0,5.0,0.0,26.0,26.0
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
CUEVO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,9.0,0.0,3.0,0.0,12.0,12.0
CULPINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,30.0,0.0,15.0,0.0,45.0,45.0
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,1.0,0.0,3.0,0.0,4.0,4.0
CURVA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,1.0,0.0,4.0,0.0,5.0,5.0
DESAGUADERO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,8.0,0.0,3.0,0.0,11.0,11.0
EL ALTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,2614.0,0.0,1215.0,0.0,3829.0,3829.0
EL CHORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,5.0,0.0,1.0,0.0,6.0,6.0
EL PUENTE(STC),otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,10.0,0.0,1.0,0.0,11.0,11.0
EL PUENTE(TJA),otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,13.0,0.0,28.0,0.0,41.0,41.0
EL TORNO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,73.0,0.0,22.0,0.0,95.0,95.0
EL VILLAR,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,13.0,0.0,4.0,0.0,17.0,17.0
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,66.0,0.0,58.0,0.0,124.0,124.0
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,142.0,0.0,37.0,0.0,179.0,179.0
ESCOMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,9.0,0.0,1.0,0.0,10.0,10.0
EUCALIPTUS,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
EUREKA (SANTOS MERCADO),otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,16.0,0.0,1.0,0.0,17.0,17.0
EXALTACION,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,6.0,0.0,0.0,0.0,6.0,6.0
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,19.0,0.0,6.0,0.0,25.0,25.0
FILADELFIA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,12.0,0.0,13.0,0.0,25.0,25.0
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,15.0,0.0,1.0,0.0,16.0,16.0
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,4.0,0.0,9.0,0.0,13.0,13.0
GUANAY,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,16.0,0.0,19.0,0.0,35.0,35.0
GUAQUI,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,5.0,0.0,2.0,0.0,7.0,7.0
GUAYARAMERIN,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,229.0,0.0,110.0,0.0,339.0,339.0
GUTIERREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,13.0,0.0,9.0,0.0,22.0,22.0
HUACARETA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,13.0,0.0,8.0,0.0,21.0,21.0
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,5.0,0.0,2.0,0.0,7.0,7.0
HUACHACALLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
HUANUNI,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,25.0,0.0,9.0,0.0,34.0,34.0
HUARINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,7.0,0.0,8.0,0.0,15.0,15.0
HUATAJATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
HUAYLLAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
HUMANATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
ICHOCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,3.0,0.0,6.0,0.0,9.0,9.0
ICLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,3.0,0.0,6.0,0.0,9.0,9.0
INCAHUASI,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,18.0,0.0,23.0,0.0,41.0,41.0
INQUISIVI,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,10.0,0.0,18.0,0.0,28.0,28.0
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,22.0,0.0,18.0,0.0,40.0,40.0
IXIAMAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,10.0,0.0,1.0,0.0,11.0,11.0
JESUS DE MACHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,19.0,0.0,5.0,0.0,24.0,24.0
LA ASUNTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,148.0,0.0,39.0,0.0,187.0,187.0
LA GUARDIA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,99.0,0.0,2.0,0.0,101.0,101.0
LA PAZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,1402.0,0.0,178.0,0.0,1580.0,1580.0
LA RIVERA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
LAGUNILLAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,6.0,0.0,3.0,0.0,9.0,9.0
LAJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,33.0,0.0,6.0,0.0,39.0,39.0
LAS CARRERAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,3.0,0.0,2.0,0.0,5.0,5.0
LICOMA PAMPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,0.0,0.0,5.0,0.0,5.0,5.0
LLALLAGUA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,37.0,0.0,28.0,0.0,65.0,65.0
LLICA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,7.0,0.0,6.0,0.0,13.0,13.0
LORETO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
LURIBAY,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,17.0,0.0,5.0,0.0,22.0,22.0
MACHACAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
MACHARETI,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,5.0,0.0,1.0,0.0,6.0,6.0
MAGDALENA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,8.0,0.0,5.0,0.0,13.0,13.0
MAIRANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,22.0,0.0,0.0,0.0,22.0,22.0
MAPIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,49.0,0.0,3.0,0.0,52.0,52.0
MECAPACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,18.0,0.0,4.0,0.0,22.0,22.0
MINEROS,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,109.0,0.0,5.0,0.0,114.0,114.0
MIZQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,68.0,0.0,19.0,0.0,87.0,87.0
MOCOMOCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,10.0,0.0,5.0,0.0,15.0,15.0
MOJINETE,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
MOJOCOYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,11.0,0.0,5.0,0.0,16.0,16.0
MONTEAGUDO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,19.0,0.0,7.0,0.0,26.0,26.0
MONTERO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,587.0,0.0,29.0,0.0,616.0,616.0
MORO MORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,2.0,0.0,2.0,0.0,4.0,4.0
MOROCHATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,16.0,0.0,23.0,0.0,39.0,39.0
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,4.0,0.0,4.0,0.0,8.0,8.0
NAZACARA DE PACAJES,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,2.0,0.0,2.0,0.0,4.0,4.0
OCURI,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,18.0,0.0,44.0,0.0,62.0,62.0
OKINAWA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,17.0,0.0,7.0,0.0,24.0,24.0
OMEREQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,20.0,0.0,11.0,0.0,31.0,31.0
ORURO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,445.0,0.0,116.0,0.0,561.0,561.0
PADCAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,42.0,0.0,19.0,0.0,61.0,61.0
PADILLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,0.0,0.0,9.0,0.0,9.0,9.0
PAILON,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,34.0,0.0,14.0,0.0,48.0,48.0
PALCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,25.0,0.0,6.0,0.0,31.0,31.0
PALOS BLANCOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,37.0,0.0,57.0,0.0,94.0,94.0
PAMPA AULLAGAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,2.0,0.0,2.0,0.0,4.0,4.0
PAMPA GRANDE,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,11.0,0.0,7.0,0.0,18.0,18.0
PAPEL PAMPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,7.0,0.0,2.0,0.0,9.0,9.0
PASORAPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,3.0,0.0,3.0,0.0,6.0,6.0
PATACAMAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,29.0,0.0,0.0,0.0,29.0,29.0
PAZÑA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
PELECHUCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,7.0,0.0,6.0,0.0,13.0,13.0
POCOATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,18.0,0.0,62.0,0.0,80.0,80.0
POCONA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,22.0,0.0,4.0,0.0,26.0,26.0
POJO (CBBA),otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,37.0,0.0,5.0,0.0,42.0,42.0
POOPO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,1.0,0.0,1.0,0.0,2.0,2.0
PORCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,21.0,0.0,14.0,0.0,35.0,35.0
POROMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,28.0,0.0,9.0,0.0,37.0,37.0
PORONGO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,9.0,0.0,14.0,0.0,23.0,23.0
PORTACHUELO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,56.0,0.0,0.0,0.0,56.0,56.0
PORVENIR,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,22.0,0.0,8.0,0.0,30.0,30.0
POSTRER VALLE,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,3.0,0.0,1.0,0.0,4.0,4.0
POTOSI,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,439.0,0.0,87.0,0.0,526.0,526.0
PRESTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,5.0,0.0,6.0,0.0,11.0,11.0
PUCARA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
PUCARANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,86.0,0.0,56.0,0.0,142.0,142.0
PUERTO ACOSTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,11.0,0.0,5.0,0.0,16.0,16.0
PUERTO CARABUCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,9.0,0.0,1.0,0.0,10.0,10.0
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,12.0,0.0,6.0,0.0,18.0,18.0
PUERTO PEREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,10.0,0.0,10.0,0.0,20.0,20.0
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,43.0,0.0,1.0,0.0,44.0,44.0
PUERTO RICO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,14.0,0.0,5.0,0.0,19.0,19.0
PUERTO SILES,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
PUERTO SUAREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,20.0,0.0,0.0,0.0,20.0,20.0
PUERTO VILLARROEL,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,187.0,0.0,117.0,0.0,304.0,304.0
PUNA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,34.0,0.0,13.0,0.0,47.0,47.0
PUNATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,51.0,0.0,48.0,0.0,99.0,99.0
QUIABAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,19.0,0.0,0.0,0.0,19.0,19.0
QUILLACOLLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,83.0,0.0,151.0,0.0,234.0,234.0
QUIME,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,21.0,0.0,5.0,0.0,26.0,26.0
QUIRUSILLAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
RAVELO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,9.0,0.0,12.0,0.0,21.0,21.0
REYES,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,10.0,0.0,0.0,0.0,10.0,10.0
RIBERALTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,412.0,0.0,5.0,0.0,417.0,417.0
ROBORE,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,18.0,0.0,0.0,0.0,18.0,18.0
RURRENABAQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,48.0,0.0,8.0,0.0,56.0,56.0
SABAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
SACABA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,455.0,0.0,386.0,0.0,841.0,841.0
SACABAMBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,2.0,0.0,8.0,0.0,10.0,10.0
SACACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,60.0,0.0,36.0,0.0,96.0,96.0
SAIPINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,10.0,0.0,11.0,0.0,21.0,21.0
SAMAIPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,21.0,0.0,6.0,0.0,27.0,27.0
SAN AGUSTIN,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,9.0,0.0,0.0,0.0,9.0,9.0
SAN ANDRES,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,34.0,0.0,5.0,0.0,39.0,39.0
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,2.0,0.0,1.0,0.0,3.0,3.0
SAN ANTONIO DE ESMORUCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,3.0,0.0,2.0,0.0,5.0,5.0
SAN ANTONIO DE LOMERIO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,12.0,0.0,13.0,0.0,25.0,25.0
SAN BENITO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,20.0,0.0,2.0,0.0,22.0,22.0
SAN BORJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,170.0,0.0,21.0,0.0,191.0,191.0
SAN BUENA VENTURA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,21.0,0.0,3.0,0.0,24.0,24.0
SAN CARLOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,35.0,0.0,0.0,0.0,35.0,35.0
SAN IGNACIO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,98.0,0.0,14.0,0.0,112.0,112.0
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,149.0,0.0,2.0,0.0,151.0,151.0
SAN JAVIER(BNI),otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
SAN JAVIER(STC),otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,15.0,0.0,0.0,0.0,15.0,15.0
SAN JOAQUIN,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,8.0,0.0,0.0,0.0,8.0,8.0
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,9.0,0.0,20.0,0.0,29.0,29.0
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,8.0,0.0,0.0,0.0,8.0,8.0
SAN JULIAN,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,162.0,0.0,21.0,0.0,183.0,183.0
SAN LORENZO(PND),otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,8.0,0.0,6.0,0.0,14.0,14.0
SAN LORENZO(TJA),otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,30.0,0.0,13.0,0.0,43.0,43.0
SAN LUCAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,99.0,0.0,54.0,0.0,153.0,153.0
SAN MATIAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
SAN MIGUEL DE VELASCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,16.0,0.0,0.0,0.0,16.0,16.0
SAN PABLO DE LIPEZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,9.0,0.0,7.0,0.0,16.0,16.0
SAN PEDRO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,36.0,0.0,17.0,0.0,53.0,53.0
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,107.0,0.0,48.0,0.0,155.0,155.0
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,10.0,0.0,4.0,0.0,14.0,14.0
SAN PEDRO DE QUEMES,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,7.0,0.0,5.0,0.0,12.0,12.0
SAN RAFAEL,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,32.0,0.0,0.0,0.0,32.0,32.0
SAN RAMON BENI,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,0.0,0.0,23.0,0.0,23.0,23.0
SAN RAMON SCZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,32.0,0.0,0.0,0.0,32.0,32.0
SANTA ANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,17.0,0.0,6.0,0.0,23.0,23.0
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,2327.0,0.0,22.0,0.0,2349.0,2349.0
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,7.0,0.0,3.0,0.0,10.0,10.0
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,1.0,0.0,2.0,0.0,3.0,3.0
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,1.0,0.0,7.0,0.0,8.0,8.0
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,4.0,0.0,1.0,0.0,5.0,5.0
SANTIAGO DE MACHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,4.0,0.0,1.0,0.0,5.0,5.0
SANTIVAÑES,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SANTUARIO DE QUILLACAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,0.0,0.0,3.0,0.0,3.0,3.0
SAPAHAQUI,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,14.0,0.0,3.0,0.0,17.0,17.0
SENA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,38.0,0.0,0.0,0.0,38.0,38.0
SHINAOTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,43.0,0.0,4.0,0.0,47.0,47.0
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,37.0,0.0,1.0,0.0,38.0,38.0
SICAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,3.0,0.0,2.0,0.0,5.0,5.0
SIPE SIPE,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,105.0,0.0,76.0,0.0,181.0,181.0
SOPACHUY,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,7.0,0.0,12.0,0.0,19.0,19.0
SORACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,4.0,0.0,1.0,0.0,5.0,5.0
SORATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,20.0,0.0,16.0,0.0,36.0,36.0
SUCRE,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,690.0,0.0,127.0,0.0,817.0,817.0
TACACOMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,3.0,0.0,12.0,0.0,15.0,15.0
TACOBAMBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,7.0,0.0,14.0,0.0,21.0,21.0
TACOPAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,11.0,0.0,12.0,0.0,23.0,23.0
TAHUA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,2.0,0.0,1.0,0.0,3.0,3.0
TAPACARI,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,78.0,0.0,46.0,0.0,124.0,124.0
TARABUCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,51.0,0.0,22.0,0.0,73.0,73.0
TARACO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,5.0,0.0,1.0,0.0,6.0,6.0
TARATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,16.0,0.0,11.0,0.0,27.0,27.0
TARIJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,641.0,0.0,86.0,0.0,727.0,727.0
TARVITA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,11.0,0.0,14.0,0.0,25.0,25.0
TEOPONTE,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,19.0,0.0,9.0,0.0,28.0,28.0
TIAWANACU,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,23.0,0.0,1.0,0.0,24.0,24.0
TINGUIPAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,36.0,0.0,46.0,0.0,82.0,82.0
TIPUANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,20.0,0.0,14.0,0.0,34.0,34.0
TIQUIPAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-06-01,0.0,148.0,0.0,29.0,0.0,177.0,177.0
