,group,variable,month,DT 1RA. DOSIS DE 10 A 49 AÑOS DENTRO,DT 1RA. DOSIS DE 10 A 49 AÑOS DENTRO,DT 1RA. DOSIS DE 10 A 49 AÑOS FUERA,DT 1RA. DOSIS DE 10 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
PUERTO CARABUCO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,1,7,0,2,1,9,10
PUERTO GONZALO MORENO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,3,9,0,0,3,9,12
PUERTO PEREZ,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,2,3,3,9,5,12,17
PUERTO QUIJARRO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,12,4,0,0,12,4,16
PUERTO RICO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,3,12,27,9,30,21,51
PUERTO SILES,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,2,3,0,0,2,3,5
PUERTO SUAREZ,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,15,34,277,6,292,40,332
PUERTO VILLARROEL,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,30,110,19,4,49,114,163
PUNA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,5,23,32,30,37,53,90
PUNATA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,13,43,2,3,15,46,61
QUIABAYA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,1,5,0,0,1,5,6
QUILLACOLLO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,1,3,0,0,1,3,4
QUIME,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,1,14,11,10,12,24,36
RAVELO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,2,14,26,35,28,49,77
REYES,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,4,30,0,7,4,37,41
RIBERALTA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,43,335,134,44,177,379,556
ROBORE,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,1,0,604,15,605,15,620
RURRENABAQUE,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,14,13,1,4,15,17,32
SABAYA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,7,3,0,0,7,3,10
SACABA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,83,187,53,78,136,265,401
SACABAMBA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,4,1,0,4,4,5,9
SACACA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,1,20,2,11,3,31,34
SAIPINA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,2,7,0,0,2,7,9
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,1,6,2,5,3,11,14
SAMAIPATA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,1,0,1,3,2,3,5
SAN AGUSTIN,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,3,11,0,0,3,11,14
SAN ANDRES,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,5,6,88,71,93,77,170
SAN ANDRES DE MACHACA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,0,4,0,0,0,4,4
SAN ANTONIO DE ESMORUCO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,0,1,0,0,0,1,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,0,1,3,4,3,5,8
SAN BENITO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,5,4,1,0,6,4,10
SAN BORJA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,43,56,14,16,57,72,129
SAN BUENA VENTURA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,7,11,6,5,13,16,29
SAN CARLOS,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,1,12,2,2,3,14,17
SAN IGNACIO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,13,51,28,28,41,79,120
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,360,12,8,6,368,18,386
SAN JAVIER(BNI),otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,10,2,8,5,18,7,25
SAN JAVIER(STC),otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,5,12,106,110,111,122,233
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,1,0,0,0,1,0,1
SAN JUAN DE YAPACANI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,1,3,36,11,37,14,51
SAN JULIAN,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,10,59,36,15,46,74,120
SAN LORENZO(PND),otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,12,10,62,65,74,75,149
SAN LORENZO(TJA),otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,16,25,25,39,41,64,105
SAN LUCAS,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,5,7,0,3,5,10,15
SAN MATIAS,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,3,12,48,2,51,14,65
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,1,15,1,0,2,15,17
SAN PEDRO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,9,3,8,4,17,7,24
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,0,56,4,11,4,67,71
SAN PEDRO DE CURAHUARA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,5,14,0,0,5,14,19
SAN PEDRO DE QUEMES,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,0,1,19,20,19,21,40
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,0,3,101,1,101,4,105
SAN PEDRO(PND),otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,0,0,1,0,1,0,1
SAN RAMON BENI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,2,6,7,4,9,10,19
SAN RAMON SCZ,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,1,6,0,5,1,11,12
SANTA ANA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,8,37,162,3,170,40,210
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,935,2209,1780,865,2715,3074,5789
SANTA ROSA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,0,1,13,22,13,23,36
SANTA ROSA DEL SARA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,25,28,9,4,34,32,66
SANTIAGO DE CALLAPA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,0,1,1,0,1,1,2
SANTIAGO DE HUARI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,3,4,2,4,5,8,13
SANTIAGO DE HUATA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,3,7,6,8,9,15,24
SANTIAGO DE MACHACA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,0,1,2,4,2,5,7
SANTIVAÑES,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,2,2,76,0,78,2,80
SANTUARIO DE QUILLACAS,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,1,4,0,0,1,4,5
SAPAHAQUI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,0,3,3,3,3,6,9
SENA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,1,40,7,4,8,44,52
SHINAOTA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,7,13,22,15,29,28,57
SICA SICA (VILLA AROMA),otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,0,28,5,7,5,35,40
SICAYA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,0,1,0,0,0,1,1
SIPE SIPE,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,4,14,6,4,10,18,28
SOPACHUY,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,5,6,0,0,5,6,11
SORACACHI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,3,6,1,1,4,7,11
SORATA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,3,11,6,16,9,27,36
SUCRE,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,441,413,228,210,669,623,1292
TACACOMA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,1,11,1,1,2,12,14
TACOBAMBA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,0,1,0,4,0,5,5
TACOPAYA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,2,7,6,5,8,12,20
TAHUA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,0,0,0,3,0,3,3
TAPACARI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,3,9,34,26,37,35,72
TARABUCO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,3,7,0,0,3,7,10
TARACO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,0,4,0,0,0,4,4
TARATA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,6,15,6,2,12,17,29
TARIJA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,115,569,75,66,190,635,825
TARVITA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,1,1,0,0,1,1,2
TEOPONTE,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,21,19,13,11,34,30,64
TIAWANACU,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,8,19,1,4,9,23,32
TINGUIPAYA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,3,24,11,35,14,59,73
TIPUANI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,3,9,12,22,15,31,46
TIQUIPAYA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,19,26,3,8,22,34,56
TIRAQUE (CBBA),otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,1,12,5,14,6,26,32
TOCO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,3,1,1,1,4,2,6
TOLATA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,3,4,1,2,4,6,10
TOLEDO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,9,10,14,14,23,24,47
TOMAVE,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,6,9,1,6,7,15,22
TORO TORO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,0,15,37,38,37,53,90
TOTORA(CBBA),otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,3,8,12,3,15,11,26
TOTORA(ORR),otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,0,1,0,3,0,4,4
TRIGAL,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,3,0,17,15,20,15,35
TRINIDAD,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,108,390,736,491,844,881,1725
TUPIZA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,37,79,142,185,179,264,443
TURCO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,4,2,7,4,11,6,17
UMALA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,3,7,2,6,5,13,18
UNCIA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,4,36,14,27,18,63,81
URIONDO (A. CONCEPCION),otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,8,35,113,116,121,151,272
URUBICHA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,3,2,0,0,3,2,5
UYUNI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,30,46,35,10,65,56,121
VACAS,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,0,0,2,1,2,1,3
VALLEGRANDE,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,35,30,6,4,41,34,75
VIACHA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,47,73,2,16,49,89,138
VILA VILA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,1,6,1,8,2,14,16
VILLA CHARCAS,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,6,5,10,9,16,14,30
VILLA MONTES,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,62,101,189,138,251,239,490
VILLA NUEVA (LOMA ALTA),otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,0,1,0,0,0,1,1
VILLA RIVERO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,4,11,1,0,5,11,16
VILLA SERRANO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,7,6,0,0,7,6,13
VILLA TUNARI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,30,36,30,28,60,64,124
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,16,10,1,0,17,10,27
VILLAZON,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,20,73,64,88,84,161,245
VINTO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,12,48,25,7,37,55,92
VITICHI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,5,22,0,3,5,25,30
WALDO BALLIVIAN,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,0,3,15,0,15,3,18
WARNES,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,51,39,1,0,52,39,91
YACO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,0,4,0,4,0,8,8
YACUIBA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,83,191,160,157,243,348,591
YAMPARAEZ,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,2,3,27,39,29,42,71
YANACACHI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,5,4,3,0,8,4,12
YAPACANI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,9,15,23,23,32,38,70
YOCALLA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,2,8,0,0,2,8,10
YOTALA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,6,1,15,6,21,7,28
YUNCHARA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,4,0,32,25,36,25,61
ZUDAÑEZ,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-03-01,2,0,1,2,3,2,5
ACACIO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,5,14,4,1,9,15,24
ACHACACHI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,10,27,30,35,40,62,102
ACHOCALLA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,6,10,4,8,10,18,28
AIQUILE,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,10,3,0,0,10,3,13
ALALAY,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,0,0,13,0,13,0,13
ALCALA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,1,2,0,0,1,2,3
ALTO BENI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,6,18,0,0,6,18,24
ANCORAIMES,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,3,13,10,8,13,21,34
ANDAMARCA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,1,8,2,8,3,16,19
ANTEQUERA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,2,1,0,0,2,1,3
ANZALDO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,1,0,10,1,11,1,12
APOLO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,1,8,5,6,6,14,20
ARAMPAMPA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,2,11,0,20,2,31,33
ARANI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,3,9,0,0,3,9,12
ARBIETO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,4,10,2,4,6,14,20
ARQUE,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,12,5,1,4,13,9,22
ASCENCION DE GUARAYOS,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,37,59,1,10,38,69,107
ATOCHA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,3,20,29,68,32,88,120
AUCAPATA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,0,4,8,0,8,4,12
AYATA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,5,7,7,6,12,13,25
AYO AYO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,1,3,0,0,1,3,4
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,4,15,12,9,16,24,40
AZURDUY,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,2,1,4,4,6,5,11
BATALLAS,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,1,8,6,9,7,17,24
BAURES,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,2,5,0,4,2,9,11
BELEN DE ANDAMARCA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,1,0,0,0,1,0,1
BELEN DE URMIRI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,0,0,0,1,0,1,1
BELLA FLOR,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,1,1,1,3,2,4,6
BERMEJO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,31,61,6,8,37,69,106
BETANZOS,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,22,58,5,22,27,80,107
BOLPEBRA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,0,0,2,1,2,1,3
BOYUIBE,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,1,1,0,0,1,1,2
BUENA VISTA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,1,22,0,0,1,22,23
CABEZAS,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,3,4,30,16,33,20,53
CAIROMA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,0,4,2,6,2,10,12
"CAIZA ""D""",otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,1,7,24,7,25,14,39
CAJUATA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,6,17,0,1,6,18,24
CALACOTO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,0,2,3,5,3,7,10
CALAMARCA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,4,7,0,1,4,8,12
CAMARGO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,0,0,0,7,0,7,7
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,0,0,2,2,2,2,4
CAMIRI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,62,32,10,1,72,33,105
CAPINOTA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,1,0,1,3,2,3,5
CAQUIAVIRI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,4,9,14,9,18,18,36
CARACOLLO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,7,10,39,46,46,56,102
CARANAVI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,25,90,278,84,303,174,477
CARANGAS,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,0,0,1,0,1,0,1
CARAPARI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,12,27,2,1,14,28,42
CARIPUYO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,0,15,0,1,0,16,16
CARMEN RIVERO TORREZ,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,4,8,0,3,4,11,15
CATACORA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,0,4,1,0,1,4,5
CHACARILLA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,1,1,1,2,2,3,5
CHALLAPATA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,5,31,17,30,22,61,83
CHAQUI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,5,14,2,7,7,21,28
CHARAGUA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,1,10,2,8,3,18,21
CHARAÑA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,0,3,0,0,0,3,3
CHAYANTA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,6,26,0,5,6,31,37
CHIMORE,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,33,17,8,8,41,25,66
CHIPAYA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,0,3,0,0,0,3,3
CHOQUE COTA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,0,2,4,3,4,5,9
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,9,17,9,6,18,23,41
CHUMA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,0,5,0,1,0,6,6
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,0,4,10,19,10,23,33
CKOCHAS,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,6,13,3,14,9,27,36
CLIZA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,5,15,5,7,10,22,32
COBIJA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,41,113,34,10,75,123,198
COCAPATA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,5,6,13,7,18,13,31
COCHABAMBA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,211,432,217,160,428,592,1020
COIPASA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,0,0,1,0,1,0,1
COLCAPIRHUA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,3,6,0,1,3,7,10
"COLCHA ""K""",otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,14,11,287,5,301,16,317
COLLANA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,1,0,3,3,4,3,7
COLOMI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,8,17,0,19,8,36,44
COLPA BELGICA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,5,20,0,0,5,20,25
COLQUECHACA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,8,59,10,54,18,113,131
COLQUENCHA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,1,6,0,0,1,6,7
COLQUIRI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,3,19,7,12,10,31,41
COMARAPA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,1,9,0,0,1,9,10
COMBAYA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,0,0,0,2,0,2,2
CONCEPCION,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,0,0,2,3,2,3,5
COPACABANA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,0,2,0,1,0,3,3
CORIPATA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,1,16,1,3,2,19,21
CORO CORO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,2,4,17,3,19,7,26
COROICO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,4,3,28,10,32,13,45
CORQUE,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,10,10,12,10,22,20,42
COTAGAITA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,16,29,10,5,26,34,60
COTOCA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,1,0,0,0,1,0,1
CUATRO CAÑADAS,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,4,6,5,0,9,6,15
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,0,1,0,0,0,1,1
CUEVO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,2,0,0,0,2,0,2
CULPINA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,6,5,0,0,6,5,11
CURAHUARA DE CARANGAS,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,1,0,21,9,22,9,31
CURVA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,2,4,13,1,15,5,20
DESAGUADERO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,0,1,4,6,4,7,11
EL ALTO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,166,894,724,692,890,1586,2476
EL CHORO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,4,2,10,12,14,14,28
EL PUENTE(STC),otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,7,2,101,56,108,58,166
EL PUENTE(TJA),otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2017-04-01,5,11,17,24,22,35,57
