,group,variable,month,HEPATITIS B 3RA DOSIS POBLACION VULNERABLE RENALES 5 A 9 - D,HEPATITIS B 3RA DOSIS POBLACION VULNERABLE RENALES 5 A 9 - D,HEPATITIS B 3RA DOSIS POBLACION VULNERABLE RENALES 5 A 9 - F,HEPATITIS B 3RA DOSIS POBLACION VULNERABLE RENALES 5 A 9 - F,HEPATITIS B 3RA DOSIS POBLACION VULNERABLE RENALES 10 AÑOS - D,HEPATITIS B 3RA DOSIS POBLACION VULNERABLE RENALES 10 AÑOS - D,HEPATITIS B 3RA DOSIS POBLACION VULNERABLE RENALES 10 AÑOS - F,HEPATITIS B 3RA DOSIS POBLACION VULNERABLE RENALES 10 AÑOS - F,HEPATITIS B 3RA DOSIS POBLACION VULNERABLE RENALES 11 AÑOS - D,HEPATITIS B 3RA DOSIS POBLACION VULNERABLE RENALES 11 AÑOS - D,HEPATITIS B 3RA DOSIS POBLACION VULNERABLE RENALES 11 AÑOS - F,HEPATITIS B 3RA DOSIS POBLACION VULNERABLE RENALES 11 AÑOS - F,HEPATITIS B 3RA DOSIS POBLACION VULNERABLE RENALES 12 A 20 - D,HEPATITIS B 3RA DOSIS POBLACION VULNERABLE RENALES 12 A 20 - D,HEPATITIS B 3RA DOSIS POBLACION VULNERABLE RENALES 12 A 20 - F,HEPATITIS B 3RA DOSIS POBLACION VULNERABLE RENALES 12 A 20 - F,HEPATITIS B 3RA DOSIS POBLACION VULNERABLE RENALES 21 A 59 - D,HEPATITIS B 3RA DOSIS POBLACION VULNERABLE RENALES 21 A 59 - D,HEPATITIS B 3RA DOSIS POBLACION VULNERABLE RENALES 21 A 59 - F,HEPATITIS B 3RA DOSIS POBLACION VULNERABLE RENALES 21 A 59 - F,HEPATITIS B 3RA DOSIS POBLACION VULNERABLE RENALES 60 Y MAS - D,HEPATITIS B 3RA DOSIS POBLACION VULNERABLE RENALES 60 Y MAS - D,HEPATITIS B 3RA DOSIS POBLACION VULNERABLE RENALES 60 Y MAS - F,HEPATITIS B 3RA DOSIS POBLACION VULNERABLE RENALES 60 Y MAS - F,TOTALES,TOTALES,TOTALES
SUCRE,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
BERMEJO,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
COLCAPIRHUA,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,1,2,1,3,9,6,15
EL ALTO,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,1,0,2,3,0,0,6,12,18
LA PAZ,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,6,0,6
MAPIRI,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MONTERO,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
QUILLACOLLO,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
SACABA,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,3,5,5,10
SUCRE,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,3,4
TARIJA,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
BERMEJO,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CABEZAS,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COBIJA,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
COCHABAMBA,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
COLCAPIRHUA,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,4,4
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
LA PAZ,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2
PAMPA GRANDE,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
PORONGO,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
POTOSI,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
RIBERALTA,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
RURRENABAQUE,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SACABA,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SAN LORENZO(TJA),otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SANTA ANA,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,2,2,4
TARIJA,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,2,8,8,12,13,25
WARNES,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2,0,0,4,4,8
YAPACANI,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COCHABAMBA,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
EL ALTO,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,1,2,0,0,2,6,8
FILADELFIA,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
LA PAZ,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,3,1,4
SAN MATIAS,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,6,0,0,1,3,0,0,4,10,14
SUCRE,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TARIJA,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,3,3,6
TRINIDAD,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
VILLA MONTES,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
WARNES,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COCHABAMBA,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,9,6,13,12,25
EL ALTO,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ENTRE RIOS CBBA,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
LA PAZ,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,1,0,0,0,4,3,7
POTOSI,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,1,0,0,0,6,6,12
QUILLACOLLO,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,3
SACABA,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,0,4,3,7
SUCRE,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TEOPONTE,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,1,3
TRINIDAD,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,4,1,7,3,10
YAPACANI,otras vacunaciones,hepatitis b 3ra dosis poblacion vulnerable renales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
