,group,variable,month,DT 4TA DOSIS 5 A 9 - D,DT 4TA DOSIS 5 A 9 - D,DT 4TA DOSIS 5 A 9 - F,DT 4TA DOSIS 5 A 9 - F,DT 4TA DOSIS 10 AÑOS - D,DT 4TA DOSIS 10 AÑOS - D,DT 4TA DOSIS 10 AÑOS - F,DT 4TA DOSIS 10 AÑOS - F,DT 4TA DOSIS 11 AÑOS - D,DT 4TA DOSIS 11 AÑOS - D,DT 4TA DOSIS 11 AÑOS - F,DT 4TA DOSIS 11 AÑOS - F,DT 4TA DOSIS 12 A 20 - D,DT 4TA DOSIS 12 A 20 - D,DT 4TA DOSIS 12 A 20 - F,DT 4TA DOSIS 12 A 20 - F,DT 4TA DOSIS 21 A 59 - D,DT 4TA DOSIS 21 A 59 - D,DT 4TA DOSIS 21 A 59 - F,DT 4TA DOSIS 21 A 59 - F,DT 4TA DOSIS 60 Y MAS - D,DT 4TA DOSIS 60 Y MAS - D,DT 4TA DOSIS 60 Y MAS - F,DT 4TA DOSIS 60 Y MAS - F,TOTALES,TOTALES,TOTALES
LA PAZ,otras vacunaciones,dt 4ta dosis,2024-03-01,1,1,8,5,1,1,4,13,0,1,9,9,17,35,1,2,44,163,21,25,1,0,0,0,107,255,362
LAGUNILLAS,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,4,1,6,0,0,0,0,6,11,17
LAJA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,9,9,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,9,14,23
LAS CARRERAS,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
LLALLAGUA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,10,0,0,0,0,5,13,18
LORETO,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2,3
LURIBAY,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
MACHACAMARCA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MAIRANA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
MAPIRI,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,3
MINEROS,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
MIZQUE,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,6,0,0,0,0,0,0,3,8,11
MOJOCOYA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MONTEAGUDO,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
MONTERO,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,1,1,0,2,25,38,0,23,6,13,1,1,0,0,33,78,111
MOROCHATA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,4,0,2,0,0,0,0,13,12,25
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,2,3
OCURI,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
OKINAWA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,9,8,0,0,0,0,9,12,21
OMEREQUE,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
ORURO,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,9,68,12,23,0,0,0,0,24,96,120
PADILLA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,4,0,0,0,0,0,0,3,6,9
PAILON,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,8,0,3,0,0,0,0,2,12,14
PALOS BLANCOS,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,14,0,0,1,0,0,0,0,0,8,17,25
PAMPA AULLAGAS,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PAMPA GRANDE,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,50,56,0,0,4,13,0,0,9,8,0,0,2,0,0,1,6,10,0,0,0,0,71,88,159
PASORAPA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PATACAMAYA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,7,7
POCOATA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,1,3
POCONA,otras vacunaciones,dt 4ta dosis,2024-03-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,2,5
POJO (CBBA),otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
POOPO,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,6,6
PORCO,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PORONGO,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,3,2,4,0,0,0,0,0,11,3,14
PORTACHUELO,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PORVENIR,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,5,10,0,0,1,0,6,17,23
POTOSI,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,20,0,3,0,0,0,0,3,23,26
PRESTO,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
PUCARANI,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,3
PUERTO CARABUCO,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
PUERTO GONZALO MORENO,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,2,0,0,0,0,2,5,7
PUERTO QUIJARRO,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
PUERTO RICO,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2
PUERTO SUAREZ,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,2,0,0,0,0,2,12,14
PUERTO VILLARROEL,otras vacunaciones,dt 4ta dosis,2024-03-01,1,5,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,10,4,10,0,0,0,0,12,27,39
PUNA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUNATA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,6,6
QUILLACOLLO,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,20,3,8,7,21,0,0,0,0,20,54,74
RAQAYPAMPA(ETA),otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
RAVELO,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,4,1,5,1,3,0,0,0,0,3,16,19
REYES,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
RIBERALTA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,6,3,2,0,0,0,0,4,12,16
RURRENABAQUE,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SACABA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,5,12,30,26,0,0,0,0,38,43,81
SACABAMBA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
SACACA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAMAIPATA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
SAN ANDRES,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
SAN ANDRES DE MACHACA,otras vacunaciones,dt 4ta dosis,2024-03-01,2,0,0,1,0,0,1,0,1,0,0,0,3,0,1,1,1,3,2,5,0,0,0,0,11,10,21
SAN BENITO,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,2,5,7
SAN BORJA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
SAN BUENA VENTURA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,9,0,0,0,0,2,10,12
SAN CARLOS,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,3,1,0,0,0,0,7,14,21
SAN IGNACIO,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 4ta dosis,2024-03-01,2,1,0,0,0,0,1,0,0,0,0,0,2,1,1,1,4,34,11,25,0,0,0,0,21,62,83
SAN JAVIER(BNI),otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,1,1,3,3,0,0,0,0,6,8,14
SAN LORENZO(PND),otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,12,3,3,1,0,0,0,5,16,21
SAN LUCAS,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
SAN MATIAS,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,2,4
SAN PEDRO,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN PEDRO DE MACHA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
SAN PEDRO(PND),otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,2,2,4
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 4ta dosis,2024-03-01,3,4,5,3,0,0,2,0,4,3,4,2,8,18,27,49,81,283,95,183,8,1,12,10,249,556,805
SANTA ROSA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
SANTA ROSA DEL SARA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
SANTIAGO DE HUARI,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
SANTIAGO DE HUATA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTIVAÑES,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
SENA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,10,4,0,0,0,1,0,0,0,2,0,0,9,10,0,1,9,11,0,0,0,0,28,29,57
SHINAOTA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,3,3,6,0,0,0,0,7,11,18
SICA SICA (VILLA AROMA),otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SIPE SIPE,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6,4,3,3,2,3,0,0,0,0,13,11,24
SORACACHI,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SORATA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,1,3
SUCRE,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,1,0,0,0,5,5,1,8,19,47,42,44,1,1,0,2,69,107,176
TACACHI,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TACACOMA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,4,4
TACOPAYA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,2,3,5
TAPACARI,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,1,3,1,2,0,0,1,0,0,1,2,0,0,0,0,6,5,11
TARABUCO,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
TARACO,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TARATA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,3,0,0,0,0,0,8,2,10
TARIJA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,15,11,1,0,0,0,18,16,34
TARVITA,otras vacunaciones,dt 4ta dosis,2024-03-01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,0,0,2,8,10
TIAHUANACU,otras vacunaciones,dt 4ta dosis,2024-03-01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,6,2,1,0,0,0,0,6,7,13
TIQUIPAYA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,9,0,0,0,0,5,14,19
TIRAQUE (CBBA),otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,3,4,0,2,0,3,0,4,0,6,0,0,0,0,3,19,22
TOCO,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,5,1,0,0,0,0,0,2,8,10
TOLATA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,6,6
TORO TORO,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TRINIDAD,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,5,12,0,2,0,0,0,0,6,17,23
TUPIZA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,4,0,0,0,0,1,7,8
TURCO,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2
URIONDO (A. CONCEPCION),otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
URUBICHA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
UYUNI,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
VACAS,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3,3
VALLEGRANDE,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,3
VIACHA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,7,7
VILA VILA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2,2,4
VILLA CHARCAS,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
VILLA NUEVA (LOMA ALTA),otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,3,2,5
VILLA RIVERO,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,1,0,0,0,0,1,7,8
VILLA TUNARI,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,4,0,0,5,4,1,0,10,6,4,10,2,5,0,0,0,0,22,29,51
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,4,4
VILLAZON,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,10,2,6,0,0,0,0,6,17,23
VINTO,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
VITICHI,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,10
WARNES,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,9,15,8,30,2,4,0,0,0,0,0,0,19,49,68
YACUIBA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,6,0,0,0,0,3,9,12
YANACACHI,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2
YOTALA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
YUNCHARA,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
ZUDAÑEZ,otras vacunaciones,dt 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,4,5
ACACIO,otras vacunaciones,dt 4ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ACHACACHI,otras vacunaciones,dt 4ta dosis,2024-04-01,0,0,0,0,0,0,0,0,2,0,0,0,2,4,13,5,0,5,4,3,0,0,0,0,21,17,38
ACHOCALLA,otras vacunaciones,dt 4ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
AIQUILE,otras vacunaciones,dt 4ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,1,4,5
ALALAY,otras vacunaciones,dt 4ta dosis,2024-04-01,0,0,0,4,0,0,0,1,0,0,1,2,0,0,3,2,0,0,0,1,0,0,0,0,4,10,14
ALCALA,otras vacunaciones,dt 4ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
ALTO BENI,otras vacunaciones,dt 4ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
ANCORAIMES,otras vacunaciones,dt 4ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ANDAMARCA,otras vacunaciones,dt 4ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2
ANTEQUERA,otras vacunaciones,dt 4ta dosis,2024-04-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,5,2,7
ANZALDO,otras vacunaciones,dt 4ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
APOLO,otras vacunaciones,dt 4ta dosis,2024-04-01,0,0,0,0,0,0,1,1,0,0,5,9,1,1,20,18,0,0,0,5,0,0,0,0,27,34,61
ARAMPAMPA,otras vacunaciones,dt 4ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
ARANI,otras vacunaciones,dt 4ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,0,0,0,0,3,6,9
ARBIETO,otras vacunaciones,dt 4ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,3,6,0,0,0,0,4,11,15
ARQUE,otras vacunaciones,dt 4ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
ASCENCION DE GUARAYOS,otras vacunaciones,dt 4ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9,0,6,22,49,0,0,0,0,30,65,95
AYATA,otras vacunaciones,dt 4ta dosis,2024-04-01,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,5,6
AYO AYO,otras vacunaciones,dt 4ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 4ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,14,0,1,1,0,0,0,0,0,16,16,32
BATALLAS,otras vacunaciones,dt 4ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,7,0,0,0,0,0,0,0,21,21
BELEN DE ANDAMARCA,otras vacunaciones,dt 4ta dosis,2024-04-01,0,0,2,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,4,7,11
