,group,variable,month,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 5 A 9 - D,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 5 A 9 - D,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 5 A 9 - F,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 5 A 9 - F,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 10 AÑOS - D,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 10 AÑOS - D,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 10 AÑOS - F,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 10 AÑOS - F,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 11 AÑOS - D,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 11 AÑOS - D,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 11 AÑOS - F,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 11 AÑOS - F,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 12 A 20 - D,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 12 A 20 - D,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 12 A 20 - F,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 12 A 20 - F,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 21 A 59 - D,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 21 A 59 - D,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 21 A 59 - F,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 21 A 59 - F,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 60 Y MAS - D,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 60 Y MAS - D,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 60 Y MAS - F,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 60 Y MAS - F,TOTALES,TOTALES,TOTALES
UNCIA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
VILLA MONTES,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
YACUIBA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
COCHABAMBA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,7,5,12
COLQUIRI,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,12,25,1,4,7,2,0,0,22,37,59
FILADELFIA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,6,3,9
HUANUNI,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
LA ASUNTA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
LA PAZ,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,4,2,6,6,0,1,0,0,12,13,25
MONTERO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
POROMA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
PORVENIR,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
POTOSI,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,0,3
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
QUILLACOLLO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
RAVELO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
RIBERALTA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SACABA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,3
SAN CARLOS,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN LORENZO(PND),otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,5,0,0,1,0,0,0,5,8,13
SENA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
TAPACARI,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TARIJA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,2,2,4
TRINIDAD,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,3,1,2,23,0,0,0,0,9,26,35
TUPIZA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,3,2,5
UNCIA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,2,1,0,0,0,0,22,2,24
VILLA MONTES,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
CAIROMA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
CAQUIAVIRI,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
COBIJA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,1,0,0,0,0,3,5,8
COCHABAMBA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,0,5,15,15,31,39,70
"COLCHA ""K""",otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
EL ALTO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,6,17,10,0,0,1,1,27,17,44
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
FILADELFIA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
GUANAY,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
HUANUNI,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
LA GUARDIA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,2,0,0,2,6,8
LA PAZ,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,0,3,5,8
LLICA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MIZQUE,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
MONTERO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,9,12,21
OKINAWA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ORURO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,1,6,3,0,0,14,9,23
PORVENIR,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
POTOSI,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,2,0,0,2,3,0,0,9,6,15
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2,3
QUILLACOLLO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,1,3
SAN ANTONIO DE LOMERIO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
SAN LORENZO(PND),otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,1,3
SENA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SIPE SIPE,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SUCRE,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TARIJA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,3,3,6
TRINIDAD,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
TUPIZA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,1,3
UNCIA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
UYUNI,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
VIACHA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,2,2,0,0,7,9,16
BERMEJO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COCHABAMBA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,1,0,2,6,5,11
COTOCA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
EL ALTO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,5,8,8,12,17,2,2,18,9,42,43,85
EL PUENTE(TJA),otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,10
IXIAMAS,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
LA ASUNTA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
LA GUARDIA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
LA PAZ,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,3,2,5
MONTERO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,11,0,0,0,0,0,0,3,31,34
ORURO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,0,0,2,4,6
PORTACHUELO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,0,0,0,0,2,7,9
PUERTO CARABUCO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
QUILLACOLLO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,1,3
SAN ANTONIO DE LOMERIO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
SAN MATIAS,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,1,5,6
SENA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2
SUCRE,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,2,3,5
TARIJA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TOMAVE,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
TRINIDAD,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
TUPIZA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,3
UNCIA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
VILLAZON,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2
YAPACANI,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ALCALA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
BERMEJO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CARACOLLO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COBIJA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
COCHABAMBA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,2,3,7,10
COLCAPIRHUA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,1,1,4,6,10,11,21
COLQUIRI,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,2,2,4
EL ALTO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,8,16,4,9,7,4,0,3,19,43,62
FILADELFIA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
LA PAZ,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,5,5,1,0,3,2,11,12,23
ORURO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
PUERTO RICO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SACABA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,2,5,5,10
SAN ANTONIO DE LOMERIO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN LORENZO(PND),otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN PEDRO DE QUEMES,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,4,0,0,6,10,16
SUCRE,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,1,0,6,4,15,7,22
TAPACARI,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
TARIJA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,1,3
TRINIDAD,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,3
UNCIA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
VILLA NUEVA (LOMA ALTA),otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,2,3,5
YACUIBA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,1,5,2,7
COBIJA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COCHABAMBA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,3,4
COLCAPIRHUA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,3
COLQUIRI,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2
CORIPATA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COTAGAITA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,1,3
EL ALTO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,2,3,3,17,43,0,3,1,5,29,65,94
LA PAZ,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,28,29,1,2,1,2,0,0,32,48,80
POTOSI,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
