,group,variable,month,SR 5 A 9 - D,SR 5 A 9 - D,SR 5 A 9 - F,SR 5 A 9 - F,SR 10 AÑOS - D,SR 10 AÑOS - D,SR 10 AÑOS - F,SR 10 AÑOS - F,SR 11 AÑOS - D,SR 11 AÑOS - D,SR 11 AÑOS - F,SR 11 AÑOS - F,SR 12 A 20 - D,SR 12 A 20 - D,SR 12 A 20 - F,SR 12 A 20 - F,SR 21 A 59 - D,SR 21 A 59 - D,SR 21 A 59 - F,SR 21 A 59 - F,SR 60 Y MAS - D,SR 60 Y MAS - D,SR 60 Y MAS - F,SR 60 Y MAS - F,TOTALES,TOTALES,TOTALES
AYATA,otras vacunaciones,sr,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,2,5,7
AYO AYO,otras vacunaciones,sr,2024-04-01,0,0,23,22,0,0,10,2,0,0,3,12,0,1,2,6,1,3,0,7,0,0,0,0,39,53,92
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,sr,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,2,0,0,0,0,0,0,6,3,9
BATALLAS,otras vacunaciones,sr,2024-04-01,2,1,1,2,0,0,2,1,0,0,7,7,2,0,0,0,1,2,0,0,0,0,0,0,15,13,28
BAURES,otras vacunaciones,sr,2024-04-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,4
BELLA FLOR,otras vacunaciones,sr,2024-04-01,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
BERMEJO,otras vacunaciones,sr,2024-04-01,2,5,1,1,2,1,0,0,1,1,0,0,0,0,2,1,3,12,0,1,0,0,0,0,11,22,33
CAIROMA,otras vacunaciones,sr,2024-04-01,1,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
"CAIZA ""D""",otras vacunaciones,sr,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,2,3,5
CAJUATA,otras vacunaciones,sr,2024-04-01,0,0,6,5,0,0,5,0,6,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,20,6,26
CALAMARCA,otras vacunaciones,sr,2024-04-01,1,0,6,1,0,0,4,0,0,0,0,0,0,0,0,10,1,1,0,0,0,0,0,0,12,12,24
CAPINOTA,otras vacunaciones,sr,2024-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CARACOLLO,otras vacunaciones,sr,2024-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
CARANAVI,otras vacunaciones,sr,2024-04-01,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,5,10
CARAPARI,otras vacunaciones,sr,2024-04-01,0,1,10,13,0,0,3,0,0,0,0,0,0,0,0,2,0,0,1,7,0,0,0,0,14,23,37
CHACARILLA,otras vacunaciones,sr,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,0,0,0,0,6,3,9
CHALLAPATA,otras vacunaciones,sr,2024-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,3
CHIMORE,otras vacunaciones,sr,2024-04-01,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,4,4,8
CHOQUE COTA,otras vacunaciones,sr,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,sr,2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2
COBIJA,otras vacunaciones,sr,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,6,0,0,0,0,0,0,5,7,12
COCHABAMBA,otras vacunaciones,sr,2024-04-01,15,13,2,0,1,1,0,0,1,1,0,0,3,3,0,0,0,2,0,0,0,0,0,0,22,20,42
COLCAPIRHUA,otras vacunaciones,sr,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,1,3
COLLANA,otras vacunaciones,sr,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,5
COLQUECHACA,otras vacunaciones,sr,2024-04-01,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,7
COLQUENCHA,otras vacunaciones,sr,2024-04-01,4,5,8,12,0,0,0,0,0,0,0,0,1,1,0,0,3,5,0,1,0,0,0,0,16,24,40
COLQUIRI,otras vacunaciones,sr,2024-04-01,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
COMBAYA,otras vacunaciones,sr,2024-04-01,0,0,5,0,0,0,6,1,0,0,0,2,0,0,8,6,0,2,1,2,0,0,0,0,20,13,33
CORIPATA,otras vacunaciones,sr,2024-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COROICO,otras vacunaciones,sr,2024-04-01,1,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
CORQUE,otras vacunaciones,sr,2024-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,1,5,0,0,0,0,4,10,14
COTAGAITA,otras vacunaciones,sr,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,sr,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CURVA,otras vacunaciones,sr,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,1,0,0,0,0,4,4,8
EL ALTO,otras vacunaciones,sr,2024-04-01,19,26,167,161,1,0,17,13,0,1,6,11,4,7,15,27,10,26,30,54,0,0,0,0,269,326,595
EL PUENTE(TJA),otras vacunaciones,sr,2024-04-01,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,4,5
EL TORNO,otras vacunaciones,sr,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
ESCOMA,otras vacunaciones,sr,2024-04-01,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
ESMERALDA,otras vacunaciones,sr,2024-04-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
EUCALIPTUS,otras vacunaciones,sr,2024-04-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
EXALTACION,otras vacunaciones,sr,2024-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
FILADELFIA,otras vacunaciones,sr,2024-04-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
GUANAY,otras vacunaciones,sr,2024-04-01,0,0,2,1,0,0,2,2,0,0,2,3,0,0,5,7,1,1,11,10,0,0,0,0,23,24,47
GUAYARAMERIN,otras vacunaciones,sr,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,1,4
HUACARETA,otras vacunaciones,sr,2024-04-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
HUANUNI,otras vacunaciones,sr,2024-04-01,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,3,6
HUARINA,otras vacunaciones,sr,2024-04-01,0,0,3,7,0,0,3,0,0,0,1,0,0,0,2,3,0,0,9,3,0,0,0,0,18,13,31
HUATAJATA,otras vacunaciones,sr,2024-04-01,0,0,12,11,0,1,0,1,0,0,0,0,0,0,4,4,0,0,4,11,0,0,0,0,20,28,48
ICHOCA,otras vacunaciones,sr,2024-04-01,0,1,2,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,5,10
INQUISIVI,otras vacunaciones,sr,2024-04-01,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
IRUPANA (VILLA DE LANZA),otras vacunaciones,sr,2024-04-01,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,4
IXIAMAS,otras vacunaciones,sr,2024-04-01,3,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,22
JESUS DE MACHACA,otras vacunaciones,sr,2024-04-01,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,3,7
LA ASUNTA,otras vacunaciones,sr,2024-04-01,0,1,10,6,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,10,12,22
LA PAZ,otras vacunaciones,sr,2024-04-01,68,68,90,71,7,13,5,9,7,11,15,12,20,42,65,56,76,110,25,36,0,0,0,0,378,428,806
LICOMA PAMPA,otras vacunaciones,sr,2024-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,3,9,0,6,0,0,0,0,4,19,23
LLALLAGUA,otras vacunaciones,sr,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,4,0,0,0,0,0,11,11
LORETO,otras vacunaciones,sr,2024-04-01,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20
LURIBAY,otras vacunaciones,sr,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,8,0,0,0,0,0,0,3,9,12
MAGDALENA,otras vacunaciones,sr,2024-04-01,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16
MAPIRI,otras vacunaciones,sr,2024-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MINEROS,otras vacunaciones,sr,2024-04-01,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,3,6,9
MIZQUE,otras vacunaciones,sr,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
MOCOMOCO,otras vacunaciones,sr,2024-04-01,1,2,5,2,0,0,5,1,0,0,1,2,0,1,1,2,2,3,1,2,0,0,0,0,16,15,31
MONTERO,otras vacunaciones,sr,2024-04-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,1,3,0,0,0,0,8,14,22
MOROCHATA,otras vacunaciones,sr,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,3,1,4
OCURI,otras vacunaciones,sr,2024-04-01,0,0,4,3,0,0,1,2,0,0,0,0,0,0,7,5,0,0,4,3,0,0,0,0,16,13,29
OMEREQUE,otras vacunaciones,sr,2024-04-01,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,4,0,0,0,0,1,9,10
ORURO,otras vacunaciones,sr,2024-04-01,5,11,6,7,1,0,0,0,0,0,1,0,2,1,0,2,3,7,1,2,0,0,0,0,19,30,49
PADCAYA,otras vacunaciones,sr,2024-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
PAILON,otras vacunaciones,sr,2024-04-01,0,1,7,5,1,4,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,32
PALCA,otras vacunaciones,sr,2024-04-01,3,0,6,7,0,0,1,3,0,0,0,1,0,0,4,5,2,4,0,5,0,0,0,0,16,25,41
PALOS BLANCOS,otras vacunaciones,sr,2024-04-01,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,6,4,10
PAPEL PAMPA,otras vacunaciones,sr,2024-04-01,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4
PATACAMAYA,otras vacunaciones,sr,2024-04-01,1,2,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,36
POCOATA,otras vacunaciones,sr,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POCONA,otras vacunaciones,sr,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,4,4
POROMA,otras vacunaciones,sr,2024-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PORVENIR,otras vacunaciones,sr,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
POTOSI,otras vacunaciones,sr,2024-04-01,10,7,39,30,1,0,0,0,1,1,0,0,11,26,0,1,42,77,18,19,0,0,0,0,122,161,283
PUCARANI,otras vacunaciones,sr,2024-04-01,0,0,2,3,0,0,1,3,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,3,11,14
PUERTO ACOSTA,otras vacunaciones,sr,2024-04-01,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,2,1,4,2,2,0,0,0,0,5,14,19
PUERTO CARABUCO,otras vacunaciones,sr,2024-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PUERTO RICO,otras vacunaciones,sr,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
PUERTO VILLARROEL,otras vacunaciones,sr,2024-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
PUNA,otras vacunaciones,sr,2024-04-01,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,4,4,8
PUNATA,otras vacunaciones,sr,2024-04-01,0,0,2,1,0,0,0,1,1,0,1,0,0,4,0,0,1,4,0,1,0,0,0,0,5,11,16
QUIABAYA,otras vacunaciones,sr,2024-04-01,0,0,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,28
QUILLACOLLO,otras vacunaciones,sr,2024-04-01,2,6,3,5,0,5,4,0,0,1,1,0,1,2,0,6,5,4,0,0,0,0,0,0,16,29,45
QUIME,otras vacunaciones,sr,2024-04-01,0,0,0,1,0,0,1,1,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,11,8,19
RURRENABAQUE,otras vacunaciones,sr,2024-04-01,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,7,2,9
SACABA,otras vacunaciones,sr,2024-04-01,1,2,4,1,0,0,0,0,0,0,0,0,0,0,4,2,1,9,1,3,0,0,0,0,11,17,28
SAN BORJA,otras vacunaciones,sr,2024-04-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SAN BUENA VENTURA,otras vacunaciones,sr,2024-04-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,7,16,0,0,0,0,10,19,29
SAN CARLOS,otras vacunaciones,sr,2024-04-01,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
SAN IGNACIO DE VELASCO,otras vacunaciones,sr,2024-04-01,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
SAN JUAN DE YAPACANI,otras vacunaciones,sr,2024-04-01,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,8,13
SAN LORENZO(PND),otras vacunaciones,sr,2024-04-01,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
SAN LUCAS,otras vacunaciones,sr,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN PEDRO DE CURAHUARA,otras vacunaciones,sr,2024-04-01,0,0,3,1,0,0,1,2,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,6,6,12
SAN PEDRO DE TIQUINA,otras vacunaciones,sr,2024-04-01,1,3,3,3,0,0,1,1,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,9,8,17
SAN RAMON BENI,otras vacunaciones,sr,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,3,1,4
SANTA ANA,otras vacunaciones,sr,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,sr,2024-04-01,22,42,103,80,1,1,15,16,0,0,11,1,5,6,12,20,24,50,6,26,0,0,0,0,199,242,441
SANTIAGO DE CALLAPA,otras vacunaciones,sr,2024-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2
SANTIAGO DE HUARI,otras vacunaciones,sr,2024-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SANTIAGO DE HUATA,otras vacunaciones,sr,2024-04-01,0,0,1,5,0,0,2,10,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,4,19,23
SANTUARIO DE QUILLACAS,otras vacunaciones,sr,2024-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAPAHAQUI,otras vacunaciones,sr,2024-04-01,0,0,3,1,0,0,0,0,0,0,1,0,0,0,4,8,0,0,0,1,0,0,0,0,8,10,18
SENA,otras vacunaciones,sr,2024-04-01,0,0,8,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,10,12,22
SHINAOTA,otras vacunaciones,sr,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
SICA SICA (VILLA AROMA),otras vacunaciones,sr,2024-04-01,0,0,4,2,0,0,0,0,1,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,12,8,20
SIPE SIPE,otras vacunaciones,sr,2024-04-01,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,5,8
SORATA,otras vacunaciones,sr,2024-04-01,1,1,25,22,1,0,7,3,0,0,4,5,0,2,12,14,1,1,5,10,0,0,0,0,56,58,114
SUCRE,otras vacunaciones,sr,2024-04-01,1,0,0,0,0,0,1,0,0,0,0,0,0,3,3,12,8,16,12,43,0,0,0,0,25,74,99
TACACOMA,otras vacunaciones,sr,2024-04-01,0,0,0,0,0,0,0,4,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
TACOPAYA,otras vacunaciones,sr,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,1,3
TARACO,otras vacunaciones,sr,2024-04-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TARATA,otras vacunaciones,sr,2024-04-01,0,1,1,2,0,0,0,1,0,0,0,0,1,0,1,6,0,0,2,1,0,0,0,0,5,11,16
TARIJA,otras vacunaciones,sr,2024-04-01,8,8,16,17,0,0,1,4,1,0,0,3,2,3,2,1,15,40,5,9,0,0,0,0,50,85,135
TEOPONTE,otras vacunaciones,sr,2024-04-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TIPUANI,otras vacunaciones,sr,2024-04-01,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10
TIQUIPAYA,otras vacunaciones,sr,2024-04-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3
TIRAQUE (CBBA),otras vacunaciones,sr,2024-04-01,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,3,5
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,sr,2024-04-01,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
TOLEDO,otras vacunaciones,sr,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2
TRINIDAD,otras vacunaciones,sr,2024-04-01,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,5,9,14
TUPIZA,otras vacunaciones,sr,2024-04-01,6,9,5,3,0,0,0,1,0,0,1,0,1,3,29,2,0,18,1,1,0,0,0,0,43,37,80
TURCO,otras vacunaciones,sr,2024-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
UMALA,otras vacunaciones,sr,2024-04-01,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
UNCIA,otras vacunaciones,sr,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
URIONDO (A. CONCEPCION),otras vacunaciones,sr,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,1,6,7
UYUNI,otras vacunaciones,sr,2024-04-01,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,3,4,7
VACAS,otras vacunaciones,sr,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VALLEGRANDE,otras vacunaciones,sr,2024-04-01,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
VIACHA,otras vacunaciones,sr,2024-04-01,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,5,4,9
VILLA CHARCAS,otras vacunaciones,sr,2024-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
VILLA MONTES,otras vacunaciones,sr,2024-04-01,6,0,5,11,0,0,0,0,0,0,1,4,0,3,5,7,2,7,8,21,0,0,0,0,27,53,80
VILLA RIVERO,otras vacunaciones,sr,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VILLA TUNARI,otras vacunaciones,sr,2024-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
VILLAZON,otras vacunaciones,sr,2024-04-01,0,3,0,0,1,0,0,0,0,0,0,0,3,6,0,0,0,4,8,15,0,0,0,0,12,28,40
VINTO,otras vacunaciones,sr,2024-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
YACO,otras vacunaciones,sr,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
YACUIBA,otras vacunaciones,sr,2024-04-01,5,5,16,8,2,0,3,6,0,0,8,8,1,1,133,9,11,14,10,5,0,0,0,0,189,56,245
YUNCHARA,otras vacunaciones,sr,2024-04-01,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,4
ACHACACHI,otras vacunaciones,sr,2024-05-01,0,1,12,14,0,0,3,0,2,5,16,21,0,0,12,23,0,0,0,1,0,0,0,0,45,65,110
ACHOCALLA,otras vacunaciones,sr,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,7
ALTO BENI,otras vacunaciones,sr,2024-05-01,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,17
ANCORAIMES,otras vacunaciones,sr,2024-05-01,1,3,1,6,0,0,5,0,0,0,0,0,0,2,1,7,0,6,1,4,0,0,0,0,9,28,37
APOLO,otras vacunaciones,sr,2024-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BATALLAS,otras vacunaciones,sr,2024-05-01,0,0,1,0,0,0,1,0,0,0,2,2,1,1,2,0,1,1,1,1,0,0,0,0,9,5,14
BELLA FLOR,otras vacunaciones,sr,2024-05-01,0,0,2,2,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,5,3,8
BERMEJO,otras vacunaciones,sr,2024-05-01,2,1,2,2,0,0,0,0,0,1,1,0,1,4,0,3,2,4,0,0,0,0,0,0,8,15,23
BOLPEBRA,otras vacunaciones,sr,2024-05-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,3,6
BUENA VISTA,otras vacunaciones,sr,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CAIROMA,otras vacunaciones,sr,2024-05-01,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
CALAMARCA,otras vacunaciones,sr,2024-05-01,1,2,7,9,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,23
CAMIRI,otras vacunaciones,sr,2024-05-01,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4
CARACOLLO,otras vacunaciones,sr,2024-05-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
CARANAVI,otras vacunaciones,sr,2024-05-01,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,3,12,0,0,0,0,0,0,7,14,21
CARAPARI,otras vacunaciones,sr,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
CHALLAPATA,otras vacunaciones,sr,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CHARAGUA,otras vacunaciones,sr,2024-05-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
CHARAÑA,otras vacunaciones,sr,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CHIMORE,otras vacunaciones,sr,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,5,7,12
CHIPAYA,otras vacunaciones,sr,2024-05-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,sr,2024-05-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
