,group,variable,month,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 5 A 9 - D,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 5 A 9 - D,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 5 A 9 - F,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 5 A 9 - F,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 10 AÑOS - D,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 10 AÑOS - D,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 10 AÑOS - F,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 10 AÑOS - F,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 11 AÑOS - D,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 11 AÑOS - D,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 11 AÑOS - F,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 11 AÑOS - F,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 12 A 20 - D,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 12 A 20 - D,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 12 A 20 - F,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 12 A 20 - F,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 21 A 59 - D,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 21 A 59 - D,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 21 A 59 - F,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 21 A 59 - F,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 60 Y MAS - D,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 60 Y MAS - D,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 60 Y MAS - F,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 60 Y MAS - F,TOTALES,TOTALES,TOTALES
SORATA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TINGUIPAYA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,3,0,1,2,0,6,8,14
TIRAQUE (CBBA),otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
TRIGAL,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-02-01,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
TRINIDAD,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-02-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,10,0,0,0,0,0,0,12,10,22
TUPIZA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-02-01,2,1,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,10,5,15
UMALA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-02-01,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,2,3,9,4,1,3,2,3,1,17,18,35
UYUNI,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-02-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,0,0,0,32,1,33
VILLAZON,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
VITICHI,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
WARNES,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
YACO,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-02-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
YACUIBA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
AUCAPATA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BAURES,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,7,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
BELLA FLOR,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
BERMEJO,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
BETANZOS,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
"CAIZA ""D""",otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
CARANAVI,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2
CHAYANTA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,6,0,6
CHIMORE,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,3
CHIPAYA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,2,4,0,6,0,0,0,3,0,0,1,0,0,0,1,0,0,0,3,1,0,0,0,0,7,14,21
CKOCHAS,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,4,3,7
COBIJA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,1,3
COCHABAMBA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,2,0,0,2,5,7
"COLCHA ""K""",otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COLPA BELGICA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
COMARAPA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CORO CORO,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COTAGAITA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,2,6
COTOCA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CULPINA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
EL CHORO,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,6,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
ENTRE RIOS TRJ,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
FERNANDEZ ALONSO,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,13,11,24
GIA-TIM,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,3,4,7
GUAYARAMERIN,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,12,8,20
HUANUNI,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
IXIAMAS,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
LA PAZ,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,10,16,0,0,0,0,0,0,0,0,0,0,4,8,0,2,11,34,1,2,7,11,1,2,34,75,109
LLALLAGUA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,5,5
MAIRANA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
MOJINETE,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
MONTERO,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,10
PADCAYA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,1,1,0,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,4,4,8
PAILON,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,40,0,0,1,0,0,0,0,0,35,40,75
PALOS BLANCOS,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
PAMPA GRANDE,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
POCONA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,6,6,20,18,0,0,3,7,0,0,2,0,1,0,2,0,2,4,10,3,0,0,0,0,46,38,84
POSTRER VALLE,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,4,7
POTOSI,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,1,1,5,1,0,0,0,0,0,0,1,0,3,0,5,4,4,2,9,16,0,0,1,0,29,24,53
PUERTO CARABUCO,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
RAVELO,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
RIBERALTA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
RURRENABAQUE,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SACABA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
SACACA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,2,5,2,0,0,4,2,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,1,23,12,35
SAN ANDRES,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,1,4,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
SAN BORJA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,3,4,1,0,0,0,0,0,0,8,6,14
SAN IGNACIO,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,7,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,10,18
SAN JULIAN,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,22,0,0,0,0,0,0,6,23,29
SAN LORENZO(TJA),otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2,5,3,17,20
SAN MATIAS,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,1,3
SANTA ANA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,11,0,11
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,4,1,5
SANTA ROSA DEL SARA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,7,15,0,0,2,5,0,0,3,1,0,0,1,0,0,0,2,8,0,0,1,4,0,0,16,33,49
SUCRE,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TINGUIPAYA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,2,2,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,2,1,0,1,0,5,3,11,11,22
TOLEDO,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
TOMAVE,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,2,5
TORO TORO,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,1,0,4,6,0,0,0,0,0,0,0,0,0,0,12,11,1,2,1,0,0,0,0,0,19,19,38
TRINIDAD,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,2,3,0,0,0,0,0,0,4,11,15
TUPIZA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,0,0,2,0,2,0,0,0,0,0,0,0,25,2,3,6,5,5,0,1,3,4,40,18,58
TURCO,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
UNCIA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
VILLA TUNARI,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
VITICHI,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3
YACUIBA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
YOCALLA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-03-01,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
BAURES,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2
BELLA FLOR,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,2,0,0,0,0,0,0,0,24,0,24
CATACORA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4
CUEVO,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-04-01,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
EL ALTO,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
GIA-TIM,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-04-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4,2,6
GUAYARAMERIN,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-04-01,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,1,0,0,5,4,0,0,0,0,10,6,16
HUANUNI,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
LA PAZ,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
POCONA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,1,0,0,1,0,1,0,0,5,8,13
POTOSI,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
PUERTO CARABUCO,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,2,3
SAN BORJA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN IGNACIO,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-04-01,0,0,7,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8,6,14
SAN PABLO DE LIPEZ,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,1,3
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,0,0,0,0,6,18,24
TACOBAMBA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-04-01,0,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
TINGUIPAYA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,3
TRINIDAD,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,3,0,0,0,0,0,0,2,10,12
WARNES,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,3,4
ATOCHA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,14,13,0,0,1,1,16,18,34
CABEZAS,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
CALACOTO,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
CAQUIAVIRI,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CARAPARI,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,7
CHALLAPATA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CHAQUI,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CORO CORO,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
LA PAZ,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-05-01,4,4,27,28,0,0,4,6,0,0,9,5,2,3,13,11,0,0,28,25,1,0,0,0,88,82,170
LLICA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
MAGDALENA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
MONTERO,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
PAZÑA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
POTOSI,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-05-01,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,2,5
SAN IGNACIO,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,2,3
SAN PEDRO DE QUEMES,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
TEOPONTE,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
TINGUIPAYA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
TOTORA(CBBA),otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,0,0,1,0,2,6,8
ATOCHA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
MONTERO,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
ORURO,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-06-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
POTOSI,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-06-01,7,12,150,428,3,5,13,133,1,6,26,95,3,4,6,21,8,31,5,33,17,25,4,22,243,815,1058
SAN JULIAN,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN LORENZO(TJA),otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
