,group,variable,month,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 5 A 9 - D,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 5 A 9 - D,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 5 A 9 - F,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 5 A 9 - F,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 10 AÑOS - D,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 10 AÑOS - D,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 10 AÑOS - F,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 10 AÑOS - F,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 11 AÑOS - D,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 11 AÑOS - D,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 11 AÑOS - F,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 11 AÑOS - F,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 12 A 20 - D,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 12 A 20 - D,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 12 A 20 - F,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 12 A 20 - F,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 21 A 59 - D,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 21 A 59 - D,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 21 A 59 - F,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 21 A 59 - F,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 60 Y MAS - D,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 60 Y MAS - D,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 60 Y MAS - F,HEPATITIS B 3RA DOSIS TRABAJADORES DE SALUD 60 Y MAS - F,TOTALES,TOTALES,TOTALES
PORVENIR,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
POSTRER VALLE,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
POTOSI,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,5,5,0,0,0,0,9,13,22
PUCARANI,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2
PUERTO GONZALO MORENO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUERTO QUIJARRO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
PUERTO RICO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUNATA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
QUILLACOLLO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,2,4,6
RAVELO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
RURRENABAQUE,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SACABA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,14,0,0,0,0,6,25,31
SALINAS DE GARCI MENDOZA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
SAN BUENA VENTURA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,0,0,0,0,0,3,8,11
SAN IGNACIO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN IGNACIO DE VELASCO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN JAVIER(STC),otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
SAN JULIAN,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN LUCAS,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SAN MATIAS,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN RAMON SCZ,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,119,5,11,3,0,0,0,33,130,163
SANTIAGO DE MACHACA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAPAHAQUI,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
SHINAOTA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
SIPE SIPE,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SORACACHI,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,5
SORATA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SUCRE,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25,7,27,1,0,0,0,17,52,69
TARATA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TARIJA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,0,0,1,0,0,0,7,27,34
TEOPONTE,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TIAHUANACU,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,2,6,8
TIQUIPAYA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TIRAQUE (CBBA),otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
TOLATA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
TOLEDO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
TRINIDAD,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
TURCO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
UYUNI,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
VALLEGRANDE,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VIACHA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
VILLA MONTES,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
VILLA NUEVA (LOMA ALTA),otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
VILLA RIVERO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
VILLA TUNARI,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
VILLAZON,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VINTO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
WALDO BALLIVIAN,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
WARNES,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,1,8,9
YACUIBA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,1,4,5
YAMPARAEZ,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,4,8,12
YAPACANI,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
ACHOCALLA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
AIQUILE,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
ARANI,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
ARBIETO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
ARQUE,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
ASCENCION DE GUARAYOS,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
ATOCHA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
BERMEJO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,6,6
BETANZOS,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,1,4
BOLPEBRA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,2,2,4
"CAIZA ""D""",otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CALAMARCA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
CAMARGO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
CAMIRI,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CAPINOTA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CARACOLLO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
CARANAVI,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CARAPARI,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
CHALLAPATA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,1,11,12
CHIMORE,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4
CHIPAYA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
CLIZA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COBIJA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,2,3
COCHABAMBA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,6,12,18
COLCAPIRHUA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
"COLCHA ""K""",otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COLLANA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COLOMI,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COLQUIRI,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,3,4
CONCEPCION,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CORIPATA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CORO CORO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
COROICO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
COTAGAITA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,12,9,10,0,0,0,0,21,22,43
EL PUENTE(STC),otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EL TORNO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,0,0,0,0,0,0,5,24,29
EUCALIPTUS,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
GUAYARAMERIN,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
HUANUNI,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ICLA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
IRUPANA (VILLA DE LANZA),otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,3,2,5
IXIAMAS,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
LA ASUNTA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
LA GUARDIA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,2,5,7
LA PAZ,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,43,3,14,1,1,0,0,17,58,75
LAS CARRERAS,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
MOJOCOYA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MONTERO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
MOROCHATA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
ORURO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,30,3,8,0,0,0,0,19,39,58
PADCAYA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PADILLA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
PAILON,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PAMPA AULLAGAS,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POCONA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
PORVENIR,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POTOSI,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,3,8,11
PUERTO RICO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PUNATA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,7
QUIABAYA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
QUILLACOLLO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,1,0,0,0,0,5,15,20
QUIRUSILLAS,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
RAVELO,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
RIBERALTA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SACABA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,2,11,13
SALINAS DE GARCI MENDOZA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN BUENA VENTURA,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,1,3
SAN JULIAN,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN LUCAS,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
SAN PABLO DE LIPEZ,otras vacunaciones,hepatitis b 3ra dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
