,group,variable,month,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 5 A 9 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 5 A 9 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 5 A 9 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 5 A 9 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 10 AÑOS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 10 AÑOS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 10 AÑOS - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 10 AÑOS - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 11 AÑOS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 11 AÑOS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 11 AÑOS - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 11 AÑOS - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 12 A 20 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 12 A 20 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 12 A 20 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 12 A 20 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 21 A 59 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 21 A 59 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 21 A 59 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 21 A 59 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 60 Y MAS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 60 Y MAS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 60 Y MAS - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 60 Y MAS - F,TOTALES,TOTALES,TOTALES
PAZÑA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
POCONA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POOPO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
PORVENIR,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
POTOSI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,1,0,0,0,0,4,13,17
PRESTO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
PUERTO ACOSTA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUERTO QUIJARRO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
PUERTO RICO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,2,5
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
PUNA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
PUNATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,8
QUILLACOLLO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,1,1,0,0,0,0,25,26,51
RAVELO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,2,6,8
ROBORE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,8
RURRENABAQUE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,3
SABAYA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SACABA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,1,3,0,0,0,0,17,18,35
SACABAMBA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN ANDRES,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN BENITO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN BUENA VENTURA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,1,0,0,0,0,0,10,5,15
SAN IGNACIO DE VELASCO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,5
SAN JAVIER(STC),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,4
SAN JULIAN,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
SAN LORENZO(TJA),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
SAN RAMON SCZ,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,213,71,18,2,0,0,0,110,231,341
SANTIAGO DE HUATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SANTIVAÑES,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
SANTUARIO DE QUILLACAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3
SHINAOTA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
SIPE SIPE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,2,6,8
SORACACHI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SUCRE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,32,9,29,0,0,0,3,22,65,87
TACOPAYA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
TAPACARI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,2,3
TARIJA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,0,0,0,1,0,0,6,18,24
TEOPONTE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
TIRAQUE (CBBA),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,3,4
TOCO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
TOLEDO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
TRINIDAD,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,6,0,0,0,0,2,26,28
TUPIZA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TURCO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,2,6,8
URIONDO (A. CONCEPCION),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
VACAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
VIACHA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
VILLA MONTES,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
VILLA RIVERO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,2,3
VILLA SERRANO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
VILLA TUNARI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
VILLAZON,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
VINTO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
WALDO BALLIVIAN,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
WARNES,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,2,10,12
YACUIBA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
YAPACANI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
YUNCHARA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ACHACACHI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ACHOCALLA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
AIQUILE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
ALCALA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,7
ANCORAIMES,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
ANTEQUERA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ARAMPAMPA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4
ARBIETO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ARQUE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
ASCENCION DE GUARAYOS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
AYO AYO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,6
BATALLAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
BELLA FLOR,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
BERMEJO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
CABEZAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CALAMARCA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CAMARGO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,7,0,0,0,0,0,0,2,8,10
CAMIRI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
CAPINOTA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,1,3
CARACOLLO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
CARANAVI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,19,0,0,0,0,0,23,5,28
CARAPARI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,1,5,6
CHALLAPATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,8,0,0,0,0,0,0,4,9,13
CHIMORE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHIPAYA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
CHOQUE COTA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CKOCHAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CLIZA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COBIJA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,7,0,0,0,0,8,12,20
COCAPATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
COCHABAMBA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,3,7,0,0,0,0,10,22,32
COLCAPIRHUA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,1,0,0,0,0,5,7,12
"COLCHA ""K""",otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COLOMI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
COLPA BELGICA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COLQUECHACA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COLQUIRI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,3,4
CONCEPCION,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,1,10,11
CORO CORO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
COROICO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
CORQUE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,0,0,0,17,17
COTAGAITA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
COTOCA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
CUATRO CAÑADAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,9
EL ALTO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,7,29,19,17,0,0,1,1,27,50,77
EL PUENTE(STC),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
EL PUENTE(TJA),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
EL TORNO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,32,0,0,0,0,0,0,10,32,42
EL VILLAR,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ENTRE RIOS CBBA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
EUCALIPTUS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
FERNANDEZ ALONSO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
GAIOC JATUN AYLLU YURA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
GENERAL SAAVEDRA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
GUTIERREZ,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
HUANUNI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,3,16,19
IRUPANA (VILLA DE LANZA),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
JESUS DE MACHACA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
LA ASUNTA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
LA GUARDIA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,4,6,10
LA PAZ,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,96,45,93,1,3,0,1,73,193,266
LAS CARRERAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
LLALLAGUA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
MAIRANA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
MIZQUE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
MONTEAGUDO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MONTERO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,0,0,0,0,0,0,6,18,24
