,group,variable,month,HEPATITIS B 2DA DOSIS POBLACION VULNERABLE VIH 5 A 9 - D,HEPATITIS B 2DA DOSIS POBLACION VULNERABLE VIH 5 A 9 - D,HEPATITIS B 2DA DOSIS POBLACION VULNERABLE VIH 5 A 9 - F,HEPATITIS B 2DA DOSIS POBLACION VULNERABLE VIH 5 A 9 - F,HEPATITIS B 2DA DOSIS POBLACION VULNERABLE VIH 10 AÑOS - D,HEPATITIS B 2DA DOSIS POBLACION VULNERABLE VIH 10 AÑOS - D,HEPATITIS B 2DA DOSIS POBLACION VULNERABLE VIH 10 AÑOS - F,HEPATITIS B 2DA DOSIS POBLACION VULNERABLE VIH 10 AÑOS - F,HEPATITIS B 2DA DOSIS POBLACION VULNERABLE VIH 11 AÑOS - D,HEPATITIS B 2DA DOSIS POBLACION VULNERABLE VIH 11 AÑOS - D,HEPATITIS B 2DA DOSIS POBLACION VULNERABLE VIH 11 AÑOS - F,HEPATITIS B 2DA DOSIS POBLACION VULNERABLE VIH 11 AÑOS - F,HEPATITIS B 2DA DOSIS POBLACION VULNERABLE VIH 12 A 20 - D,HEPATITIS B 2DA DOSIS POBLACION VULNERABLE VIH 12 A 20 - D,HEPATITIS B 2DA DOSIS POBLACION VULNERABLE VIH 12 A 20 - F,HEPATITIS B 2DA DOSIS POBLACION VULNERABLE VIH 12 A 20 - F,HEPATITIS B 2DA DOSIS POBLACION VULNERABLE VIH 21 A 59 - D,HEPATITIS B 2DA DOSIS POBLACION VULNERABLE VIH 21 A 59 - D,HEPATITIS B 2DA DOSIS POBLACION VULNERABLE VIH 21 A 59 - F,HEPATITIS B 2DA DOSIS POBLACION VULNERABLE VIH 21 A 59 - F,HEPATITIS B 2DA DOSIS POBLACION VULNERABLE VIH 60 Y MAS - D,HEPATITIS B 2DA DOSIS POBLACION VULNERABLE VIH 60 Y MAS - D,HEPATITIS B 2DA DOSIS POBLACION VULNERABLE VIH 60 Y MAS - F,HEPATITIS B 2DA DOSIS POBLACION VULNERABLE VIH 60 Y MAS - F,TOTALES,TOTALES,TOTALES
BERMEJO,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
CARAPARI,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,9
COCHABAMBA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"COLCHA ""K""",otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
LA ASUNTA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,2,3
LA PAZ,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,6,13,19
ORURO,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
POCONA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
POTOSI,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,5,24,0,0,0,0,1,0,0,0,0,0,6,24,30
SACABA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,2,4,6
SAN ANTONIO DE LOMERIO,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
SAN BORJA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
SAN JOAQUIN,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SENA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,3,1,6,7
SUCRE,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TEOPONTE,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,1,3
TRINIDAD,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
UNCIA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
VILLAZON,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
BERMEJO,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,9,3,0,0,0,0,0,0,10,4,14
CARAPARI,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,10
EL ALTO,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
LA PAZ,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,3,0,0,0,0,3,5,8
LLALLAGUA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,2
POTOSI,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,5,13,18
PUCARANI,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SAN MATIAS,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN PEDRO(PND),otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
SENA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,4,6
SUCRE,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
TRINIDAD,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
TUPIZA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
BERMEJO,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
BETANZOS,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CABEZAS,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CARAPARI,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
COCHABAMBA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,3,4
EL ALTO,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
GAIOC JATUN AYLLU YURA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
LA PAZ,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,2,5,7
ORURO,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,2,3
PORVENIR,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,4,4,8
POTOSI,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,11,18,0,0,0,0,0,0,12,22,34
SAN CARLOS,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN JAVIER(STC),otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
SENA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,2,3,5
SUCRE,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
TARIJA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
TUPIZA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COBIJA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,83,55,0,0,4,4,0,0,91,61,152
FILADELFIA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
LA PAZ,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PAILON,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POTOSI,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,6
PUCARANI,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
RIBERALTA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31,0,0,0,0,0,0,6,31,37
SAN PEDRO(PND),otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
SICAYA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
TARIJA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TEOPONTE,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,4,5
TUPIZA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ZUDAÑEZ,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
ACHOCALLA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
BOYUIBE,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
COBIJA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,10
EL ALTO,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,50,31,0,0,0,0,0,0,54,33,87
LA PAZ,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,17,0,0,1,0,0,19,14,33
MONTERO,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
PAILON,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,4,7,11
RIBERALTA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,2,5,7
SAN BORJA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
SAN IGNACIO DE VELASCO,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,2,2,4
SAN MATIAS,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
SAN PEDRO DE QUEMES,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,5,1,6
SENA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
SICAYA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
SORATA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TAPACARI,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
TARIJA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
TEOPONTE,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2
ACHOCALLA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
BOYUIBE,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,1,5,5,10
COLQUIRI,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,7,0,0,0,0,5,13,18
CUATRO CAÑADAS,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,47,31,0,0,6,2,0,0,55,38,93
LA PAZ,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POTOSI,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,3,1,4
PUNA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
SENA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
SICAYA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SUCRE,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
TACOPAYA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
TARIJA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VILLAZON,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,2,4
EL ALTO,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,35,44,0,0,2,3,0,0,37,48,85
INCAHUASI,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
POTOSI,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,1,6,7
PUCARANI,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,6
PUNA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN CARLOS,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,2,6,8
SAN PEDRO(PND),otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,4,1,5
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SENA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
SUCRE,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
TARIJA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2
TINGUIPAYA,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
WARNES,otras vacunaciones,hepatitis b 2da dosis poblacion vulnerable vih,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
