,group,variable,month,DT 5TA DOSIS 5 A 9 - D,DT 5TA DOSIS 5 A 9 - D,DT 5TA DOSIS 5 A 9 - F,DT 5TA DOSIS 5 A 9 - F,DT 5TA DOSIS 10 AÑOS - D,DT 5TA DOSIS 10 AÑOS - D,DT 5TA DOSIS 10 AÑOS - F,DT 5TA DOSIS 10 AÑOS - F,DT 5TA DOSIS 11 AÑOS - D,DT 5TA DOSIS 11 AÑOS - D,DT 5TA DOSIS 11 AÑOS - F,DT 5TA DOSIS 11 AÑOS - F,DT 5TA DOSIS 12 A 20 - D,DT 5TA DOSIS 12 A 20 - D,DT 5TA DOSIS 12 A 20 - F,DT 5TA DOSIS 12 A 20 - F,DT 5TA DOSIS 21 A 59 - D,DT 5TA DOSIS 21 A 59 - D,DT 5TA DOSIS 21 A 59 - F,DT 5TA DOSIS 21 A 59 - F,DT 5TA DOSIS 60 Y MAS - D,DT 5TA DOSIS 60 Y MAS - D,DT 5TA DOSIS 60 Y MAS - F,DT 5TA DOSIS 60 Y MAS - F,TOTALES,TOTALES,TOTALES
PUNATA,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,3,2,5
QUILLACOLLO,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,5,0,3,1,6,0,0,0,0,4,17,21
RAVELO,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,6,6
RIBERALTA,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,30,0,0,0,23,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,55,3,58
RURRENABAQUE,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
SACABA,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,7,11,21,0,0,0,0,13,31,44
SACABAMBA,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
SAIPINA,otras vacunaciones,dt 5ta dosis,2024-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAMAIPATA,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,1,4,5
SAN AGUSTIN,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN ANDRES,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
SAN ANDRES DE MACHACA,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN BENITO,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,2,0,0,0,0,0,11,11
SAN BORJA,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,3,4
SAN BUENA VENTURA,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN CARLOS,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,2,0,0,0,0,3,6,9
SAN IGNACIO,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,15,23,0,0,0,0,0,0,0,0,0,0,11,8,1,1,0,0,0,0,0,0,27,32,59
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 5ta dosis,2024-03-01,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,18,7,14,1,1,0,0,13,35,48
SAN JAVIER(STC),otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,3,4,7
SAN JULIAN,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN LORENZO(PND),otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
SAN LORENZO(TJA),otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2
SAN LUCAS,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,3,4
SAN PABLO DE LIPEZ,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN PEDRO DE MACHA,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,1,3
SAN PEDRO(PND),otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
SAN RAFAEL,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,1,3
SANTA ANA,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 5ta dosis,2024-03-01,2,1,3,0,0,0,1,0,0,0,0,1,1,9,1,3,38,108,44,91,10,7,10,17,110,237,347
SANTA ROSA DEL SARA,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
SANTIAGO DE HUATA,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SENA,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,2,2,0,0,0,0,0,0,0,0,0,0,6,11,2,3,7,4,0,0,1,0,18,20,38
SHINAOTA,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
SICA SICA (VILLA AROMA),otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SIPE SIPE,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,10,2,3,1,5,1,0,0,0,10,19,29
SORATA,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2
SUCRE,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,11,31,13,16,1,4,0,0,27,52,79
TACACOMA,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
TACOPAYA,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TAPACARI,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,3
TARABUCO,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
TARATA,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2
TARIJA,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5,7,2,3,2,0,0,0,11,11,22
TARVITA,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TEOPONTE,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
TIAHUANACU,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,5,6,11
TINGUIPAYA,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TIQUIPAYA,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,1,6,7
TIRAQUE (CBBA),otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,0,0,0,0,1,7,8
TOCO,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,0,0,1,0,3,5,8
TOLATA,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,3
TOLEDO,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TOMINA,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
TOTORA(CBBA),otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TRINIDAD,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,5,0,2,0,0,0,0,0,33,33
TUPIZA,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,3,4
TURCO,otras vacunaciones,dt 5ta dosis,2024-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
UNCIA,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,4,4
URUBICHA,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
UYUNI,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,3
VALLEGRANDE,otras vacunaciones,dt 5ta dosis,2024-03-01,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,5,7
VIACHA,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
VILA VILA,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
VILLA MONTES,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,1,5,6
VILLA NUEVA (LOMA ALTA),otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,1,0,1,5,6
VILLA RIVERO,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
VILLA SERRANO,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2
VILLA TUNARI,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,6,2,11,0,0,0,0,4,18,22
VILLAZON,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,1,2,0,0,0,0,7,19,26
VITICHI,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
WARNES,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,12,2,0,0,0,0,0,0,0,4,23,27
YACUIBA,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
YAMPARAEZ,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2
ZUDAÑEZ,otras vacunaciones,dt 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ACHACACHI,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,4,3,3,0,0,0,0,4,11,15
ACHOCALLA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
AIQUILE,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
ALALAY,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3
ALCALA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ALTO BENI,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ANCORAIMES,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,2,3
ANTEQUERA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
ANZALDO,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2
APOLO,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,7,0,0,0,1,0,0,1,0,6,9,15
ARAMPAMPA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ARANI,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,3
ARBIETO,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,6,0,0,0,0,8,8,16
ARQUE,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2,0,1,0,0,0,0,0,7,7
ASCENCION DE GUARAYOS,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,2,30,0,3,0,3,2,43,45
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,6,7
BATALLAS,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,3,0,0,0,0,0,0,1,6,7
BELLA FLOR,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,6
BETANZOS,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,2,3,5
BOLPEBRA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,3
BOYUIBE,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
CABEZAS,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,21,0,0,0,0,1,33,34
"CAIZA ""D""",otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CAJUATA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CALACOTO,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
CALAMARCA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CAMIRI,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,6,2,8
CAPINOTA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,2,4,6
CARACOLLO,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,8,19,0,6,1,1,0,0,11,28,39
CARANAVI,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,1,4,5
CARMEN RIVERO TORREZ,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2
CHALLAPATA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,1,4,5
CHARAGUA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
CHIMORE,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,2,0,1,0,0,2,4,9,13
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
CHUMA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,4,0,4
CKOCHAS,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
CLIZA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,3,4,7
COBIJA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,2,3,8,8,14,2,3,1,1,16,31,47
COCAPATA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,4,1,5,13,12,0,2,0,0,0,0,0,0,14,23,37
COCHABAMBA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,12,40,36,53,1,2,3,3,53,101,154
COLCAPIRHUA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,27,0,0,0,0,10,29,39
"COLCHA ""K""",otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COLOMI,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,1,0,0,0,0,0,13,13
COLPA BELGICA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,2,4,6
COLQUENCHA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
COLQUIRI,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,1,5,6
COMARAPA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,14,0,1,0,0,2,17,19
COROICO,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2
CORQUE,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,6,0,0,0,0,5,8,13
COTOCA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,2,18,14,3,12,5,22,1,1,0,0,27,52,79
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CUEVO,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2
CULPINA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,14,2,16
CURAHUARA DE CARANGAS,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,1,2,0,0,0,0,2,14,16
CURVA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
EL ALTO,otras vacunaciones,dt 5ta dosis,2024-04-01,1,1,0,1,0,2,0,0,1,7,0,1,1,9,8,17,11,91,22,63,1,4,0,1,45,197,242
EL PUENTE(STC),otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,16,22,4,0,3,5,24,29,53
EL TORNO,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,10,27,9,12,6,5,10,11,37,57,94
ENTRE RIOS TRJ,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
ENTRE RIOS CBBA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,6,0,0,0,0,3,11,14
EUCALIPTUS,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,6,0,0,0,0,2,14,16
EUREKA (SANTOS MERCADO),otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2
FERNANDEZ ALONSO,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,5,5
FILADELFIA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,1,3
GENERAL SAAVEDRA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
GUANAY,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
GUAQUI,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2
GUAYARAMERIN,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
HUACARETA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,4,2,6
HUANUNI,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,7,1,7,7,24,0,0,0,0,13,38,51
HUATAJATA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
