,group,variable,month,DT 3RA DOSIS 5 A 9 - D,DT 3RA DOSIS 5 A 9 - D,DT 3RA DOSIS 5 A 9 - F,DT 3RA DOSIS 5 A 9 - F,DT 3RA DOSIS 10 AÑOS - D,DT 3RA DOSIS 10 AÑOS - D,DT 3RA DOSIS 10 AÑOS - F,DT 3RA DOSIS 10 AÑOS - F,DT 3RA DOSIS 11 AÑOS - D,DT 3RA DOSIS 11 AÑOS - D,DT 3RA DOSIS 11 AÑOS - F,DT 3RA DOSIS 11 AÑOS - F,DT 3RA DOSIS 12 A 20 - D,DT 3RA DOSIS 12 A 20 - D,DT 3RA DOSIS 12 A 20 - F,DT 3RA DOSIS 12 A 20 - F,DT 3RA DOSIS 21 A 59 - D,DT 3RA DOSIS 21 A 59 - D,DT 3RA DOSIS 21 A 59 - F,DT 3RA DOSIS 21 A 59 - F,DT 3RA DOSIS 60 Y MAS - D,DT 3RA DOSIS 60 Y MAS - D,DT 3RA DOSIS 60 Y MAS - F,DT 3RA DOSIS 60 Y MAS - F,TOTALES,TOTALES,TOTALES
ORURO,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,1,0,1,21,13,22,28,125,45,101,0,1,1,0,89,270,359
PADCAYA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PADILLA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,2,0,0,0,1,6,0,0,9,10,0,0,0,0,0,0,12,16,28
PAILON,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,2,7,29,38,0,0,1,1,4,0,5,15,0,0,0,0,41,61,102
PALCA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,1,1,0,0,0,0,2,5,7
PALOS BLANCOS,otras vacunaciones,dt 3ra dosis,2024-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,5,5
PAMPA AULLAGAS,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,7,0,0,0,0,0,8,3,11
PAMPA GRANDE,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,3,1,3,0,0,0,0,3,9,12
PAPEL PAMPA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
PASORAPA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,4,4
PATACAMAYA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,12,0,2,0,0,0,0,3,16,19
PAZÑA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2,1,0,0,7,0,0,0,0,7,10,17
PELECHUCO,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2
POCOATA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
POCONA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,1,0,0,1,0,0,1,11,23,0,0,1,3,0,0,0,0,13,28,41
POJO (CBBA),otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
POOPO,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,3,16,0,0,0,1,7,20,27
PORCO,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,1,4,5
POROMA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,5
PORTACHUELO,otras vacunaciones,dt 3ra dosis,2024-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,6,3,10,0,0,0,0,4,23,27
PORVENIR,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,2,4,0,0,5,2,0,0,1,2,2,0,3,1,1,3,5,1,0,0,0,0,19,13,32
POTOSI,otras vacunaciones,dt 3ra dosis,2024-04-01,1,4,0,0,0,0,0,0,0,0,0,0,4,11,5,4,15,71,16,10,1,2,0,0,42,102,144
PUCARANI,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,1,0,0,1,1,0,4,4,3,1,5,4,4,0,0,0,0,10,18,28
PUERTO CARABUCO,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,4,0,0,0,0,0,7,2,9
PUERTO GONZALO MORENO,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,1,3,6,0,0,0,0,7,13,20
PUERTO QUIJARRO,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,7,30,0,0,2,2,9,36,45
PUERTO RICO,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,1,3,0,0,0,0,2,7,9
PUERTO SUAREZ,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,17,0,0,2,0,0,0,9,19,28
PUERTO VILLARROEL,otras vacunaciones,dt 3ra dosis,2024-04-01,0,9,1,1,0,0,0,0,0,0,0,0,1,2,29,35,3,10,6,4,0,0,0,0,40,61,101
PUNA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,3,0,3,0,0,0,0,0,10,10
PUNATA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,1,0,0,2,0,0,1,0,3,3,10,13,2,5,6,5,0,0,0,0,23,28,51
QUILLACOLLO,otras vacunaciones,dt 3ra dosis,2024-04-01,0,1,1,0,0,1,1,1,0,0,7,5,6,5,233,38,31,50,109,113,0,0,0,0,388,214,602
QUIME,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,3,1,4
RAQAYPAMPA(ETA),otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,2,0,1,0,0,0,0,0,0,3,6,9
RAVELO,otras vacunaciones,dt 3ra dosis,2024-04-01,1,0,35,19,0,0,9,7,0,0,5,6,0,0,4,13,1,1,3,7,0,0,0,0,58,53,111
REYES,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,6,6
RIBERALTA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,15,1,2,0,0,0,0,2,23,25
ROBORE,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,3,13,0,3,10,3,0,0,0,0,0,20,13,33
RURRENABAQUE,otras vacunaciones,dt 3ra dosis,2024-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,8,2,6,0,0,0,0,7,18,25
SACABA,otras vacunaciones,dt 3ra dosis,2024-04-01,1,1,0,2,1,0,3,2,0,0,6,9,0,11,15,35,18,34,54,69,0,1,0,0,98,164,262
SACABAMBA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2
SACACA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4,5,0,0,0,0,5,8,13
SAMAIPATA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,4,0,0,0,0,2,6,8
SAN AGUSTIN,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,6
SAN ANDRES,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,23,22,1,1,0,0,0,0,0,0,25,24,49
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,1,0,0,0,1,0,3,1,2,0,9,5,0,0,0,0,0,0,0,0,0,0,16,6,22
SAN BENITO,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,19,2,4,8,7,0,0,0,0,24,30,54
SAN BORJA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,3,1,0,0,1,0,0,0,3,3,0,1,15,40,2,10,2,3,0,0,0,0,26,58,84
SAN BUENA VENTURA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,2,0,0,0,0,0,0,0,0,0,1,0,0,5,6,2,2,10,8,0,0,0,0,17,19,36
SAN CARLOS,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,5,0,2,0,1,0,0,9,8,17
SAN IGNACIO,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,1,0,0,0,0,0,0,13,8,6,4,2,1,22,26,0,0,4,2,47,42,89
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,2,6,0,0,0,4,0,0,4,3,3,10,36,32,13,23,15,18,0,0,0,0,73,96,169
SAN JAVIER(BNI),otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,6
SAN JAVIER(STC),otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2
SAN JOAQUIN,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,2,4,6
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,1,0,0,1,0,0,13,8,21
SAN JUAN DE YAPACANI,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,0,0,3,12,0,0,2,1,9,18,27
SAN JULIAN,otras vacunaciones,dt 3ra dosis,2024-04-01,1,0,0,0,1,0,0,0,0,0,0,0,0,0,22,18,6,15,1,9,0,0,1,2,32,44,76
SAN LORENZO(PND),otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,1,0,0,1,3,0,0,3,1,1,5,1,3,0,0,0,0,6,13,19
SAN LUCAS,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
SAN MATIAS,otras vacunaciones,dt 3ra dosis,2024-04-01,0,3,0,0,1,0,6,10,0,0,0,16,0,0,0,0,1,5,0,1,0,0,0,0,8,35,43
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,2,2,4
SAN PEDRO,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,1,0,0,0,0,0,0,0,7,3,10
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,2,0,0,0,0,0,8,8
SAN PEDRO DE CURAHUARA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
SAN PEDRO DE MACHA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,1,3,0,0,0,0,2,9,11
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,1,3,0,0,0,0,0,0,0,1,1,2,3,6,0,1,0,0,0,0,0,0,5,13,18
SAN PEDRO(PND),otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,1,0,0,0,0,4,6,10
SAN RAFAEL,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,3,5,8
SAN RAMON BENI,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,1,6,7
SAN RAMON SCZ,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9
SANTA ANA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,3,2,0,0,0,7,5,12
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 3ra dosis,2024-04-01,5,6,17,9,2,3,8,13,3,5,13,4,34,99,146,219,243,688,287,581,5,2,7,9,770,1638,2408
SANTA ROSA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,6
SANTA ROSA DEL SARA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,2,7,9
SANTIAGO DE CALLAPA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,2,6,8
SANTIAGO DE HUARI,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,3,0,0,0,0,0,1,5,8,0,1,4,13,0,0,0,0,9,26,35
SANTIAGO DE HUATA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,3
SANTIAGO DE MACHACA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,4,4
SANTIVAÑES,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SANTUARIO DE QUILLACAS,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,5,6
SENA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,1,3,0,0,0,1,0,0,1,1,0,3,4,10,3,4,17,21,0,0,0,0,26,43,69
SHINAOTA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,7,5,0,0,0,0,12,6,18
SICA SICA (VILLA AROMA),otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SICAYA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
SIPE SIPE,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,1,0,0,0,1,0,3,4,12,4,18,10,21,0,0,0,0,18,56,74
SORACACHI,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,2,0,0,0,0,0,0,0,1,0,0,0,7,4,0,0,0,0,0,0,0,0,10,4,14
SORATA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,0,0,0,0,2,5,7
SUCRE,otras vacunaciones,dt 3ra dosis,2024-04-01,1,1,0,1,1,0,0,0,1,0,1,0,9,21,14,13,45,85,36,57,1,0,0,0,109,178,287
TACACOMA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TACOPAYA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,2,0,0,0,0,1,7,8
TAPACARI,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,1,4,3,2,1,1,1,4,0,0,0,0,7,11,18
TARABUCO,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2
TARATA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
TARIJA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,1,0,0,1,0,0,0,0,10,0,0,4,49,1,11,0,0,0,0,6,71,77
TARVITA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TEOPONTE,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,3
TIAHUANACU,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,1,5,6
TINGUIPAYA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
TIPUANI,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
TIQUIPAYA,otras vacunaciones,dt 3ra dosis,2024-04-01,2,2,4,2,0,0,1,0,0,1,0,0,2,7,5,15,7,21,59,72,0,0,0,0,80,120,200
TIRAQUE (CBBA),otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,5,2,5,2,5,3,7,0,0,0,0,8,22,30
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
TOCO,otras vacunaciones,dt 3ra dosis,2024-04-01,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,3,3,6
TOLATA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,1,3,0,0,2,2,0,1,2,1,1,2,1,2,0,0,0,0,7,11,18
TOLEDO,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,1,0,0,0,0,0,0,0,1,0,2,0,3,6,1,4,7,13,0,0,0,0,15,23,38
TOMINA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,4,6,0,0,18,14,0,2,19,18,0,11,0,0,0,0,41,51,92
TORO TORO,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
TOTORA(CBBA),otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,14,3,1,1,0,0,0,0,0,25,17,42
TOTORA(ORR),otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,4,4,8
TRINIDAD,otras vacunaciones,dt 3ra dosis,2024-04-01,1,4,0,0,0,0,0,0,0,0,0,0,2,0,7,0,6,24,2,4,0,1,0,0,18,33,51
TUPIZA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,11,0,0,0,1,0,0,2,18,20
TURCO,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,2,7,0,0,0,0,0,9,7,16
UMALA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
UNCIA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,4,0,0,0,0,1,9,10
URIONDO (A. CONCEPCION),otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
URUBICHA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,2,0,0,1,1,0,0,6,12,0,2,7,36,0,0,0,0,14,53,67
UYUNI,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,1,0,11,0,0,0,0,0,66,0,66
VACAS,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,1,3,1,0,1,3,3,0,1,36,32,1,0,0,0,0,0,0,0,43,39,82
VALLEGRANDE,otras vacunaciones,dt 3ra dosis,2024-04-01,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,1,18,9,0,0,0,0,21,14,35
VIACHA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,14,0,0,0,0,0,0,4,16,20
VILA VILA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,5,6,0,0,4,3,0,0,12,10,0,0,1,3,0,0,0,0,22,22,44
VILLA CHARCAS,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VILLA MONTES,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,6,0,2,0,0,0,0,3,9,12
VILLA NUEVA (LOMA ALTA),otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,1,0,2,3,0,0,0,0,5,6,11
VILLA RIVERO,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,1,0,0,0,0,2,1,3,1,1,3,1,0,0,0,0,0,7,6,13
VILLA SERRANO,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
VILLA TUNARI,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,6,7,0,0,5,1,0,0,0,0,3,5,0,3,7,29,13,11,0,0,0,0,34,56,90
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
VILLAZON,otras vacunaciones,dt 3ra dosis,2024-04-01,2,0,0,0,0,1,2,3,0,0,0,0,0,3,8,40,2,15,18,39,1,0,0,0,33,101,134
VINTO,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,14,0,24,0,0,0,0,2,40,42
VITICHI,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,3
WALDO BALLIVIAN,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3
WARNES,otras vacunaciones,dt 3ra dosis,2024-04-01,1,0,12,0,0,0,0,9,5,0,25,13,33,68,200,146,4,4,7,18,0,0,0,0,287,258,545
YACO,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,3
YACUIBA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,8,7,13,24,0,0,0,0,25,36,61
YANACACHI,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,2,0,0,0,0,2,6,8
YAPACANI,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,2,5,0,0,0,0,0,0,1,0,0,0,2,3,7,2,13,18,0,0,0,0,25,28,53
YOCALLA,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
YOTALA,otras vacunaciones,dt 3ra dosis,2024-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,3
ZUDAÑEZ,otras vacunaciones,dt 3ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
ACACIO,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
ACHACACHI,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,2,2,0,0,4,0,0,0,2,1,1,1,8,1,5,2,12,16,0,0,0,0,34,23,57
ACHOCALLA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,0,13,13
AIQUILE,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,3,2,0,2,12,6,7,6,303,363,3,2,0,1,0,0,0,0,328,382,710
ALALAY,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,2,1,0,0,2,0,0,0,7,1,0,0,19,15,1,0,3,1,0,0,0,0,34,18,52
ALTO BENI,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,4,7
ANCORAIMES,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,3
ANDAMARCA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
