,group,variable,month,Nº DE PERSONAS CON ESQUEMA REDUCIDO COMPLETO CANTIDAD,Nº DE PERSONAS CON ESQUEMA REDUCIDO COMPLETO CANTIDAD,TOTALES,TOTALES,TOTALES
URIONDO (A. CONCEPCION),rabia,no de personas con esquema reducido completo,2021-05-01,2,1,2,1,3
UYUNI,rabia,no de personas con esquema reducido completo,2021-05-01,2,0,2,0,2
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2021-05-01,3,3,3,3,6
VIACHA,rabia,no de personas con esquema reducido completo,2021-05-01,2,1,2,1,3
VINTO,rabia,no de personas con esquema reducido completo,2021-05-01,1,0,1,0,1
WARNES,rabia,no de personas con esquema reducido completo,2021-05-01,10,4,10,4,14
YAPACANI,rabia,no de personas con esquema reducido completo,2021-05-01,1,0,1,0,1
ACHACACHI,rabia,no de personas con esquema reducido completo,2021-06-01,2,0,2,0,2
AIQUILE,rabia,no de personas con esquema reducido completo,2021-06-01,1,0,1,0,1
ANCORAIMES,rabia,no de personas con esquema reducido completo,2021-06-01,0,1,0,1,1
APOLO,rabia,no de personas con esquema reducido completo,2021-06-01,0,1,0,1,1
ARANI,rabia,no de personas con esquema reducido completo,2021-06-01,0,1,0,1,1
ARBIETO,rabia,no de personas con esquema reducido completo,2021-06-01,1,0,1,0,1
ATOCHA,rabia,no de personas con esquema reducido completo,2021-06-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),rabia,no de personas con esquema reducido completo,2021-06-01,1,0,1,0,1
CAPINOTA,rabia,no de personas con esquema reducido completo,2021-06-01,1,0,1,0,1
CARANAVI,rabia,no de personas con esquema reducido completo,2021-06-01,2,0,2,0,2
CARAPARI,rabia,no de personas con esquema reducido completo,2021-06-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con esquema reducido completo,2021-06-01,0,2,0,2,2
COCHABAMBA,rabia,no de personas con esquema reducido completo,2021-06-01,53,43,53,43,96
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2021-06-01,2,2,2,2,4
COMARAPA,rabia,no de personas con esquema reducido completo,2021-06-01,2,0,2,0,2
CONCEPCION,rabia,no de personas con esquema reducido completo,2021-06-01,4,1,4,1,5
CORIPATA,rabia,no de personas con esquema reducido completo,2021-06-01,1,0,1,0,1
COTOCA,rabia,no de personas con esquema reducido completo,2021-06-01,3,3,3,3,6
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2021-06-01,2,2,2,2,4
EL ALTO,rabia,no de personas con esquema reducido completo,2021-06-01,23,30,23,30,53
EL TORNO,rabia,no de personas con esquema reducido completo,2021-06-01,8,3,8,3,11
EUCALIPTUS,rabia,no de personas con esquema reducido completo,2021-06-01,2,1,2,1,3
FERNANDEZ ALONSO,rabia,no de personas con esquema reducido completo,2021-06-01,1,1,1,1,2
GUANAY,rabia,no de personas con esquema reducido completo,2021-06-01,1,1,1,1,2
GUAQUI,rabia,no de personas con esquema reducido completo,2021-06-01,0,1,0,1,1
HUANUNI,rabia,no de personas con esquema reducido completo,2021-06-01,0,3,0,3,3
IRUPANA (VILLA DE LANZA),rabia,no de personas con esquema reducido completo,2021-06-01,1,0,1,0,1
IXIAMAS,rabia,no de personas con esquema reducido completo,2021-06-01,3,0,3,0,3
LA ASUNTA,rabia,no de personas con esquema reducido completo,2021-06-01,1,0,1,0,1
LA GUARDIA,rabia,no de personas con esquema reducido completo,2021-06-01,7,2,7,2,9
LA PAZ,rabia,no de personas con esquema reducido completo,2021-06-01,62,34,62,34,96
LURIBAY,rabia,no de personas con esquema reducido completo,2021-06-01,0,1,0,1,1
MINEROS,rabia,no de personas con esquema reducido completo,2021-06-01,1,0,1,0,1
MONTERO,rabia,no de personas con esquema reducido completo,2021-06-01,2,5,2,5,7
ORURO,rabia,no de personas con esquema reducido completo,2021-06-01,15,14,15,14,29
PORTACHUELO,rabia,no de personas con esquema reducido completo,2021-06-01,2,1,2,1,3
PUNATA,rabia,no de personas con esquema reducido completo,2021-06-01,1,1,1,1,2
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2021-06-01,5,3,5,3,8
ROBORE,rabia,no de personas con esquema reducido completo,2021-06-01,0,1,0,1,1
RURRENABAQUE,rabia,no de personas con esquema reducido completo,2021-06-01,2,0,2,0,2
SACABA,rabia,no de personas con esquema reducido completo,2021-06-01,3,1,3,1,4
SAIPINA,rabia,no de personas con esquema reducido completo,2021-06-01,1,0,1,0,1
SALINAS DE GARCI MENDOZA,rabia,no de personas con esquema reducido completo,2021-06-01,1,0,1,0,1
SAN BUENA VENTURA,rabia,no de personas con esquema reducido completo,2021-06-01,1,1,1,1,2
SAN CARLOS,rabia,no de personas con esquema reducido completo,2021-06-01,1,0,1,0,1
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2021-06-01,1,3,1,3,4
SAN IGNACIO DE VELASCO,rabia,no de personas con esquema reducido completo,2021-06-01,1,2,1,2,3
SAN JUAN DE YAPACANI,rabia,no de personas con esquema reducido completo,2021-06-01,1,0,1,0,1
SAN RAMON BENI,rabia,no de personas con esquema reducido completo,2021-06-01,0,2,0,2,2
SAN RAMON SCZ,rabia,no de personas con esquema reducido completo,2021-06-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2021-06-01,41,46,41,46,87
SIPE SIPE,rabia,no de personas con esquema reducido completo,2021-06-01,8,4,8,4,12
SORACACHI,rabia,no de personas con esquema reducido completo,2021-06-01,0,1,0,1,1
SUCRE,rabia,no de personas con esquema reducido completo,2021-06-01,45,12,45,12,57
TAPACARI,rabia,no de personas con esquema reducido completo,2021-06-01,1,0,1,0,1
TARATA,rabia,no de personas con esquema reducido completo,2021-06-01,1,2,1,2,3
TARIJA,rabia,no de personas con esquema reducido completo,2021-06-01,6,8,6,8,14
TEOPONTE,rabia,no de personas con esquema reducido completo,2021-06-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2021-06-01,2,4,2,4,6
TOCO,rabia,no de personas con esquema reducido completo,2021-06-01,2,0,2,0,2
TOTORA(CBBA),rabia,no de personas con esquema reducido completo,2021-06-01,1,0,1,0,1
TOTORA(ORR),rabia,no de personas con esquema reducido completo,2021-06-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con esquema reducido completo,2021-06-01,5,3,5,3,8
UNCIA,rabia,no de personas con esquema reducido completo,2021-06-01,0,2,0,2,2
UYUNI,rabia,no de personas con esquema reducido completo,2021-06-01,0,1,0,1,1
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2021-06-01,1,1,1,1,2
VIACHA,rabia,no de personas con esquema reducido completo,2021-06-01,1,3,1,3,4
VINTO,rabia,no de personas con esquema reducido completo,2021-06-01,1,2,1,2,3
WARNES,rabia,no de personas con esquema reducido completo,2021-06-01,4,5,4,5,9
YANACACHI,rabia,no de personas con esquema reducido completo,2021-06-01,0,1,0,1,1
YOTALA,rabia,no de personas con esquema reducido completo,2021-06-01,1,0,1,0,1
ARBIETO,rabia,no de personas con esquema reducido completo,2021-07-01,2,1,2,1,3
BERMEJO,rabia,no de personas con esquema reducido completo,2021-07-01,0,1,0,1,1
CARANAVI,rabia,no de personas con esquema reducido completo,2021-07-01,1,1,1,1,2
CARAPARI,rabia,no de personas con esquema reducido completo,2021-07-01,0,1,0,1,1
CHIMORE,rabia,no de personas con esquema reducido completo,2021-07-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas con esquema reducido completo,2021-07-01,37,32,37,32,69
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2021-07-01,5,2,5,2,7
COLQUIRI,rabia,no de personas con esquema reducido completo,2021-07-01,0,1,0,1,1
COMARAPA,rabia,no de personas con esquema reducido completo,2021-07-01,2,0,2,0,2
COTOCA,rabia,no de personas con esquema reducido completo,2021-07-01,9,5,9,5,14
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2021-07-01,1,1,1,1,2
CURAHUARA DE CARANGAS,rabia,no de personas con esquema reducido completo,2021-07-01,0,1,0,1,1
EL ALTO,rabia,no de personas con esquema reducido completo,2021-07-01,26,27,26,27,53
EL TORNO,rabia,no de personas con esquema reducido completo,2021-07-01,0,1,0,1,1
FERNANDEZ ALONSO,rabia,no de personas con esquema reducido completo,2021-07-01,1,1,1,1,2
GUAQUI,rabia,no de personas con esquema reducido completo,2021-07-01,0,1,0,1,1
HUANUNI,rabia,no de personas con esquema reducido completo,2021-07-01,1,0,1,0,1
HUARINA,rabia,no de personas con esquema reducido completo,2021-07-01,0,1,0,1,1
HUAYLLAMARCA,rabia,no de personas con esquema reducido completo,2021-07-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),rabia,no de personas con esquema reducido completo,2021-07-01,2,1,2,1,3
LA ASUNTA,rabia,no de personas con esquema reducido completo,2021-07-01,1,0,1,0,1
LA GUARDIA,rabia,no de personas con esquema reducido completo,2021-07-01,5,3,5,3,8
LA PAZ,rabia,no de personas con esquema reducido completo,2021-07-01,42,53,42,53,95
LURIBAY,rabia,no de personas con esquema reducido completo,2021-07-01,1,0,1,0,1
MAGDALENA,rabia,no de personas con esquema reducido completo,2021-07-01,1,0,1,0,1
MINEROS,rabia,no de personas con esquema reducido completo,2021-07-01,0,1,0,1,1
MOJOCOYA,rabia,no de personas con esquema reducido completo,2021-07-01,1,0,1,0,1
MONTERO,rabia,no de personas con esquema reducido completo,2021-07-01,4,3,4,3,7
OKINAWA,rabia,no de personas con esquema reducido completo,2021-07-01,0,1,0,1,1
ORURO,rabia,no de personas con esquema reducido completo,2021-07-01,13,6,13,6,19
PAILON,rabia,no de personas con esquema reducido completo,2021-07-01,0,1,0,1,1
PORTACHUELO,rabia,no de personas con esquema reducido completo,2021-07-01,3,1,3,1,4
POTOSI,rabia,no de personas con esquema reducido completo,2021-07-01,2,1,2,1,3
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2021-07-01,3,4,3,4,7
RURRENABAQUE,rabia,no de personas con esquema reducido completo,2021-07-01,2,0,2,0,2
SACABA,rabia,no de personas con esquema reducido completo,2021-07-01,5,4,5,4,9
SAN BUENA VENTURA,rabia,no de personas con esquema reducido completo,2021-07-01,1,0,1,0,1
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2021-07-01,3,2,3,2,5
SAN IGNACIO DE VELASCO,rabia,no de personas con esquema reducido completo,2021-07-01,1,0,1,0,1
SAN JAVIER(STC),rabia,no de personas con esquema reducido completo,2021-07-01,2,0,2,0,2
SAN RAMON SCZ,rabia,no de personas con esquema reducido completo,2021-07-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2021-07-01,56,61,56,61,117
SHINAOTA,rabia,no de personas con esquema reducido completo,2021-07-01,0,1,0,1,1
SICA SICA (VILLA AROMA),rabia,no de personas con esquema reducido completo,2021-07-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2021-07-01,3,2,3,2,5
SORATA,rabia,no de personas con esquema reducido completo,2021-07-01,1,0,1,0,1
SUCRE,rabia,no de personas con esquema reducido completo,2021-07-01,51,50,51,50,101
TARIJA,rabia,no de personas con esquema reducido completo,2021-07-01,3,2,3,2,5
TEOPONTE,rabia,no de personas con esquema reducido completo,2021-07-01,1,0,1,0,1
TIAHUANACU,rabia,no de personas con esquema reducido completo,2021-07-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2021-07-01,3,4,3,4,7
TOTORA(CBBA),rabia,no de personas con esquema reducido completo,2021-07-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con esquema reducido completo,2021-07-01,5,8,5,8,13
UMALA,rabia,no de personas con esquema reducido completo,2021-07-01,0,1,0,1,1
UYUNI,rabia,no de personas con esquema reducido completo,2021-07-01,1,2,1,2,3
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2021-07-01,1,1,1,1,2
VIACHA,rabia,no de personas con esquema reducido completo,2021-07-01,1,0,1,0,1
VILLA SERRANO,rabia,no de personas con esquema reducido completo,2021-07-01,1,0,1,0,1
VILLA TUNARI,rabia,no de personas con esquema reducido completo,2021-07-01,1,0,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas con esquema reducido completo,2021-07-01,0,1,0,1,1
VILLAZON,rabia,no de personas con esquema reducido completo,2021-07-01,0,1,0,1,1
VINTO,rabia,no de personas con esquema reducido completo,2021-07-01,1,0,1,0,1
WARNES,rabia,no de personas con esquema reducido completo,2021-07-01,3,3,3,3,6
YACUIBA,rabia,no de personas con esquema reducido completo,2021-07-01,1,0,1,0,1
ACHACACHI,rabia,no de personas con esquema reducido completo,2021-08-01,1,0,1,0,1
ACHOCALLA,rabia,no de personas con esquema reducido completo,2021-08-01,1,0,1,0,1
ARBIETO,rabia,no de personas con esquema reducido completo,2021-08-01,1,0,1,0,1
"CAIZA ""D""",rabia,no de personas con esquema reducido completo,2021-08-01,1,0,1,0,1
CARANAVI,rabia,no de personas con esquema reducido completo,2021-08-01,0,3,0,3,3
COCHABAMBA,rabia,no de personas con esquema reducido completo,2021-08-01,30,33,30,33,63
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2021-08-01,4,2,4,2,6
COMARAPA,rabia,no de personas con esquema reducido completo,2021-08-01,1,0,1,0,1
CONCEPCION,rabia,no de personas con esquema reducido completo,2021-08-01,3,0,3,0,3
COROICO,rabia,no de personas con esquema reducido completo,2021-08-01,0,2,0,2,2
COTOCA,rabia,no de personas con esquema reducido completo,2021-08-01,9,7,9,7,16
EL ALTO,rabia,no de personas con esquema reducido completo,2021-08-01,31,36,31,36,67
EL TORNO,rabia,no de personas con esquema reducido completo,2021-08-01,1,2,1,2,3
EUCALIPTUS,rabia,no de personas con esquema reducido completo,2021-08-01,1,0,1,0,1
FERNANDEZ ALONSO,rabia,no de personas con esquema reducido completo,2021-08-01,1,0,1,0,1
GUANAY,rabia,no de personas con esquema reducido completo,2021-08-01,2,0,2,0,2
HUANUNI,rabia,no de personas con esquema reducido completo,2021-08-01,3,1,3,1,4
IRUPANA (VILLA DE LANZA),rabia,no de personas con esquema reducido completo,2021-08-01,0,1,0,1,1
IXIAMAS,rabia,no de personas con esquema reducido completo,2021-08-01,3,0,3,0,3
JESUS DE MACHACA,rabia,no de personas con esquema reducido completo,2021-08-01,1,0,1,0,1
LA ASUNTA,rabia,no de personas con esquema reducido completo,2021-08-01,1,1,1,1,2
LA GUARDIA,rabia,no de personas con esquema reducido completo,2021-08-01,11,6,11,6,17
LA PAZ,rabia,no de personas con esquema reducido completo,2021-08-01,42,53,42,53,95
MAGDALENA,rabia,no de personas con esquema reducido completo,2021-08-01,1,1,1,1,2
MAIRANA,rabia,no de personas con esquema reducido completo,2021-08-01,1,0,1,0,1
MINEROS,rabia,no de personas con esquema reducido completo,2021-08-01,0,1,0,1,1
MONTERO,rabia,no de personas con esquema reducido completo,2021-08-01,5,4,5,4,9
OKINAWA,rabia,no de personas con esquema reducido completo,2021-08-01,1,1,1,1,2
ORURO,rabia,no de personas con esquema reducido completo,2021-08-01,15,10,15,10,25
PAILON,rabia,no de personas con esquema reducido completo,2021-08-01,1,0,1,0,1
PORCO,rabia,no de personas con esquema reducido completo,2021-08-01,1,1,1,1,2
PORONGO,rabia,no de personas con esquema reducido completo,2021-08-01,0,2,0,2,2
PUCARANI,rabia,no de personas con esquema reducido completo,2021-08-01,1,0,1,0,1
PUERTO CARABUCO,rabia,no de personas con esquema reducido completo,2021-08-01,0,1,0,1,1
PUERTO VILLARROEL,rabia,no de personas con esquema reducido completo,2021-08-01,1,1,1,1,2
PUNATA,rabia,no de personas con esquema reducido completo,2021-08-01,2,3,2,3,5
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2021-08-01,3,4,3,4,7
SACABA,rabia,no de personas con esquema reducido completo,2021-08-01,10,4,10,4,14
SAMAIPATA,rabia,no de personas con esquema reducido completo,2021-08-01,1,0,1,0,1
SAN BORJA,rabia,no de personas con esquema reducido completo,2021-08-01,0,1,0,1,1
SAN CARLOS,rabia,no de personas con esquema reducido completo,2021-08-01,1,2,1,2,3
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2021-08-01,1,0,1,0,1
SAN JAVIER(STC),rabia,no de personas con esquema reducido completo,2021-08-01,1,0,1,0,1
SAN JULIAN,rabia,no de personas con esquema reducido completo,2021-08-01,2,0,2,0,2
SAN MATIAS,rabia,no de personas con esquema reducido completo,2021-08-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2021-08-01,82,62,82,62,144
SAPAHAQUI,rabia,no de personas con esquema reducido completo,2021-08-01,1,0,1,0,1
SHINAOTA,rabia,no de personas con esquema reducido completo,2021-08-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2021-08-01,5,2,5,2,7
SORACACHI,rabia,no de personas con esquema reducido completo,2021-08-01,1,0,1,0,1
SUCRE,rabia,no de personas con esquema reducido completo,2021-08-01,40,43,40,43,83
TARIJA,rabia,no de personas con esquema reducido completo,2021-08-01,2,4,2,4,6
TEOPONTE,rabia,no de personas con esquema reducido completo,2021-08-01,0,1,0,1,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2021-08-01,1,5,1,5,6
TRINIDAD,rabia,no de personas con esquema reducido completo,2021-08-01,6,7,6,7,13
UYUNI,rabia,no de personas con esquema reducido completo,2021-08-01,1,2,1,2,3
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2021-08-01,1,0,1,0,1
VIACHA,rabia,no de personas con esquema reducido completo,2021-08-01,3,4,3,4,7
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas con esquema reducido completo,2021-08-01,1,0,1,0,1
VILLAZON,rabia,no de personas con esquema reducido completo,2021-08-01,2,0,2,0,2
VINTO,rabia,no de personas con esquema reducido completo,2021-08-01,4,0,4,0,4
WARNES,rabia,no de personas con esquema reducido completo,2021-08-01,4,4,4,4,8
YAMPARAEZ,rabia,no de personas con esquema reducido completo,2021-08-01,0,1,0,1,1
YAPACANI,rabia,no de personas con esquema reducido completo,2021-08-01,2,0,2,0,2
ACHACACHI,rabia,no de personas con esquema reducido completo,2021-09-01,0,1,0,1,1
ACHOCALLA,rabia,no de personas con esquema reducido completo,2021-09-01,0,2,0,2,2
ANCORAIMES,rabia,no de personas con esquema reducido completo,2021-09-01,0,1,0,1,1
ARBIETO,rabia,no de personas con esquema reducido completo,2021-09-01,0,2,0,2,2
BATALLAS,rabia,no de personas con esquema reducido completo,2021-09-01,0,2,0,2,2
CAIROMA,rabia,no de personas con esquema reducido completo,2021-09-01,1,0,1,0,1
CAJUATA,rabia,no de personas con esquema reducido completo,2021-09-01,2,0,2,0,2
CAMIRI,rabia,no de personas con esquema reducido completo,2021-09-01,1,0,1,0,1
CARANAVI,rabia,no de personas con esquema reducido completo,2021-09-01,1,1,1,1,2
CHUA COCANI,rabia,no de personas con esquema reducido completo,2021-09-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con esquema reducido completo,2021-09-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas con esquema reducido completo,2021-09-01,47,33,47,33,80
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2021-09-01,3,5,3,5,8
"COLCHA ""K""",rabia,no de personas con esquema reducido completo,2021-09-01,0,1,0,1,1
COMARAPA,rabia,no de personas con esquema reducido completo,2021-09-01,0,2,0,2,2
CONCEPCION,rabia,no de personas con esquema reducido completo,2021-09-01,2,0,2,0,2
CORIPATA,rabia,no de personas con esquema reducido completo,2021-09-01,1,0,1,0,1
COROICO,rabia,no de personas con esquema reducido completo,2021-09-01,2,1,2,1,3
COTOCA,rabia,no de personas con esquema reducido completo,2021-09-01,5,3,5,3,8
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2021-09-01,1,2,1,2,3
EL ALTO,rabia,no de personas con esquema reducido completo,2021-09-01,35,40,35,40,75
EL TORNO,rabia,no de personas con esquema reducido completo,2021-09-01,7,6,7,6,13
ENTRE RIOS CBBA,rabia,no de personas con esquema reducido completo,2021-09-01,2,0,2,0,2
HUANUNI,rabia,no de personas con esquema reducido completo,2021-09-01,0,3,0,3,3
HUATAJATA,rabia,no de personas con esquema reducido completo,2021-09-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),rabia,no de personas con esquema reducido completo,2021-09-01,1,0,1,0,1
IXIAMAS,rabia,no de personas con esquema reducido completo,2021-09-01,0,2,0,2,2
LA ASUNTA,rabia,no de personas con esquema reducido completo,2021-09-01,0,1,0,1,1
LA GUARDIA,rabia,no de personas con esquema reducido completo,2021-09-01,11,17,11,17,28
LA PAZ,rabia,no de personas con esquema reducido completo,2021-09-01,45,47,45,47,92
MAIRANA,rabia,no de personas con esquema reducido completo,2021-09-01,0,1,0,1,1
MOCOMOCO,rabia,no de personas con esquema reducido completo,2021-09-01,1,0,1,0,1
MONTEAGUDO,rabia,no de personas con esquema reducido completo,2021-09-01,2,2,2,2,4
MONTERO,rabia,no de personas con esquema reducido completo,2021-09-01,5,9,5,9,14
ORURO,rabia,no de personas con esquema reducido completo,2021-09-01,27,16,27,16,43
PADILLA,rabia,no de personas con esquema reducido completo,2021-09-01,1,2,1,2,3
PAILON,rabia,no de personas con esquema reducido completo,2021-09-01,1,0,1,0,1
PALOS BLANCOS,rabia,no de personas con esquema reducido completo,2021-09-01,1,0,1,0,1
POTOSI,rabia,no de personas con esquema reducido completo,2021-09-01,3,0,3,0,3
PUCARA,rabia,no de personas con esquema reducido completo,2021-09-01,0,1,0,1,1
PUCARANI,rabia,no de personas con esquema reducido completo,2021-09-01,0,1,0,1,1
PUNATA,rabia,no de personas con esquema reducido completo,2021-09-01,3,0,3,0,3
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2021-09-01,5,4,5,4,9
RURRENABAQUE,rabia,no de personas con esquema reducido completo,2021-09-01,1,1,1,1,2
SACABA,rabia,no de personas con esquema reducido completo,2021-09-01,13,6,13,6,19
SAIPINA,rabia,no de personas con esquema reducido completo,2021-09-01,0,2,0,2,2
SAN BORJA,rabia,no de personas con esquema reducido completo,2021-09-01,0,1,0,1,1
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2021-09-01,1,4,1,4,5
SAN JUAN DE YAPACANI,rabia,no de personas con esquema reducido completo,2021-09-01,1,0,1,0,1
SAN PEDRO DE CURAHUARA,rabia,no de personas con esquema reducido completo,2021-09-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2021-09-01,90,95,90,95,185
SANTIAGO DE MACHACA,rabia,no de personas con esquema reducido completo,2021-09-01,1,0,1,0,1
SANTIVAÑES,rabia,no de personas con esquema reducido completo,2021-09-01,1,1,1,1,2
SAPAHAQUI,rabia,no de personas con esquema reducido completo,2021-09-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2021-09-01,3,0,3,0,3
SUCRE,rabia,no de personas con esquema reducido completo,2021-09-01,38,49,38,49,87
TAPACARI,rabia,no de personas con esquema reducido completo,2021-09-01,1,0,1,0,1
TARATA,rabia,no de personas con esquema reducido completo,2021-09-01,1,0,1,0,1
TARIJA,rabia,no de personas con esquema reducido completo,2021-09-01,7,4,7,4,11
TIPUANI,rabia,no de personas con esquema reducido completo,2021-09-01,1,1,1,1,2
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2021-09-01,4,2,4,2,6
TOCO,rabia,no de personas con esquema reducido completo,2021-09-01,2,0,2,0,2
TOTORA(ORR),rabia,no de personas con esquema reducido completo,2021-09-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con esquema reducido completo,2021-09-01,8,8,8,8,16
UNCIA,rabia,no de personas con esquema reducido completo,2021-09-01,2,0,2,0,2
UYUNI,rabia,no de personas con esquema reducido completo,2021-09-01,4,1,4,1,5
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2021-09-01,1,1,1,1,2
VIACHA,rabia,no de personas con esquema reducido completo,2021-09-01,1,0,1,0,1
VILLA MONTES,rabia,no de personas con esquema reducido completo,2021-09-01,0,1,0,1,1
VILLA RIVERO,rabia,no de personas con esquema reducido completo,2021-09-01,0,1,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas con esquema reducido completo,2021-09-01,1,0,1,0,1
VILLAZON,rabia,no de personas con esquema reducido completo,2021-09-01,2,1,2,1,3
VINTO,rabia,no de personas con esquema reducido completo,2021-09-01,1,1,1,1,2
WARNES,rabia,no de personas con esquema reducido completo,2021-09-01,6,5,6,5,11
YACO,rabia,no de personas con esquema reducido completo,2021-09-01,0,1,0,1,1
ACHOCALLA,rabia,no de personas con esquema reducido completo,2021-10-01,0,1,0,1,1
ANCORAIMES,rabia,no de personas con esquema reducido completo,2021-10-01,1,1,1,1,2
ARBIETO,rabia,no de personas con esquema reducido completo,2021-10-01,1,0,1,0,1
"CAIZA ""D""",rabia,no de personas con esquema reducido completo,2021-10-01,1,0,1,0,1
CAJUATA,rabia,no de personas con esquema reducido completo,2021-10-01,0,2,0,2,2
CARANAVI,rabia,no de personas con esquema reducido completo,2021-10-01,1,0,1,0,1
CHIMORE,rabia,no de personas con esquema reducido completo,2021-10-01,1,1,1,1,2
COCHABAMBA,rabia,no de personas con esquema reducido completo,2021-10-01,38,35,38,35,73
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2021-10-01,3,4,3,4,7
COMARAPA,rabia,no de personas con esquema reducido completo,2021-10-01,1,1,1,1,2
CONCEPCION,rabia,no de personas con esquema reducido completo,2021-10-01,11,3,11,3,14
COPACABANA,rabia,no de personas con esquema reducido completo,2021-10-01,1,0,1,0,1
COTOCA,rabia,no de personas con esquema reducido completo,2021-10-01,8,4,8,4,12
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2021-10-01,5,2,5,2,7
EL ALTO,rabia,no de personas con esquema reducido completo,2021-10-01,40,46,40,46,86
EL TORNO,rabia,no de personas con esquema reducido completo,2021-10-01,6,2,6,2,8
EUCALIPTUS,rabia,no de personas con esquema reducido completo,2021-10-01,0,2,0,2,2
FERNANDEZ ALONSO,rabia,no de personas con esquema reducido completo,2021-10-01,1,0,1,0,1
GUANAY,rabia,no de personas con esquema reducido completo,2021-10-01,2,0,2,0,2
HUMANATA,rabia,no de personas con esquema reducido completo,2021-10-01,1,0,1,0,1
LA GUARDIA,rabia,no de personas con esquema reducido completo,2021-10-01,10,8,10,8,18
LA PAZ,rabia,no de personas con esquema reducido completo,2021-10-01,111,103,111,103,214
MAIRANA,rabia,no de personas con esquema reducido completo,2021-10-01,0,3,0,3,3
MINEROS,rabia,no de personas con esquema reducido completo,2021-10-01,1,0,1,0,1
MIZQUE,rabia,no de personas con esquema reducido completo,2021-10-01,1,0,1,0,1
MOCOMOCO,rabia,no de personas con esquema reducido completo,2021-10-01,1,0,1,0,1
MONTEAGUDO,rabia,no de personas con esquema reducido completo,2021-10-01,0,1,0,1,1
MONTERO,rabia,no de personas con esquema reducido completo,2021-10-01,3,2,3,2,5
MORO MORO,rabia,no de personas con esquema reducido completo,2021-10-01,0,1,0,1,1
ORURO,rabia,no de personas con esquema reducido completo,2021-10-01,14,24,14,24,38
PAILON,rabia,no de personas con esquema reducido completo,2021-10-01,1,0,1,0,1
PORCO,rabia,no de personas con esquema reducido completo,2021-10-01,0,1,0,1,1
PORTACHUELO,rabia,no de personas con esquema reducido completo,2021-10-01,1,0,1,0,1
PUCARA,rabia,no de personas con esquema reducido completo,2021-10-01,1,0,1,0,1
PUERTO VILLARROEL,rabia,no de personas con esquema reducido completo,2021-10-01,0,1,0,1,1
PUNATA,rabia,no de personas con esquema reducido completo,2021-10-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2021-10-01,5,6,5,6,11
