,group,variable,month,Nº DE PERSONAS CON VACUNA ANTIRRÁBICA CANTIDAD,Nº DE PERSONAS CON VACUNA ANTIRRÁBICA CANTIDAD,TOTALES,TOTALES,TOTALES
MORO MORO,rabia,no de personas con vacuna antirrabica,2021-04-01,0,2,0,2,2
ORURO,rabia,no de personas con vacuna antirrabica,2021-04-01,28,18,28,18,46
PAILON,rabia,no de personas con vacuna antirrabica,2021-04-01,2,0,2,0,2
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2021-04-01,6,1,6,1,7
PORONGO,rabia,no de personas con vacuna antirrabica,2021-04-01,2,1,2,1,3
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2021-04-01,1,3,1,3,4
POTOSI,rabia,no de personas con vacuna antirrabica,2021-04-01,24,43,24,43,67
PUCARA,rabia,no de personas con vacuna antirrabica,2021-04-01,1,0,1,0,1
PUCARANI,rabia,no de personas con vacuna antirrabica,2021-04-01,0,2,0,2,2
PUERTO ACOSTA,rabia,no de personas con vacuna antirrabica,2021-04-01,0,1,0,1,1
PUERTO CARABUCO,rabia,no de personas con vacuna antirrabica,2021-04-01,0,1,0,1,1
PUNATA,rabia,no de personas con vacuna antirrabica,2021-04-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2021-04-01,6,4,6,4,10
RURRENABAQUE,rabia,no de personas con vacuna antirrabica,2021-04-01,1,0,1,0,1
SACABA,rabia,no de personas con vacuna antirrabica,2021-04-01,8,8,8,8,16
SACACA,rabia,no de personas con vacuna antirrabica,2021-04-01,0,1,0,1,1
SAIPINA,rabia,no de personas con vacuna antirrabica,2021-04-01,1,0,1,0,1
SAMAIPATA,rabia,no de personas con vacuna antirrabica,2021-04-01,2,0,2,0,2
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2021-04-01,1,3,1,3,4
SAN BORJA,rabia,no de personas con vacuna antirrabica,2021-04-01,2,1,2,1,3
SAN BUENA VENTURA,rabia,no de personas con vacuna antirrabica,2021-04-01,1,2,1,2,3
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2021-04-01,1,0,1,0,1
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2021-04-01,0,1,0,1,1
SAN JUAN DE YAPACANI,rabia,no de personas con vacuna antirrabica,2021-04-01,0,2,0,2,2
SAN LUCAS,rabia,no de personas con vacuna antirrabica,2021-04-01,0,1,0,1,1
SAN MATIAS,rabia,no de personas con vacuna antirrabica,2021-04-01,2,1,2,1,3
SAN PEDRO,rabia,no de personas con vacuna antirrabica,2021-04-01,0,1,0,1,1
SAN PEDRO DE CURAHUARA,rabia,no de personas con vacuna antirrabica,2021-04-01,0,1,0,1,1
SAN PEDRO DE TIQUINA,rabia,no de personas con vacuna antirrabica,2021-04-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2021-04-01,270,258,270,258,528
SAPAHAQUI,rabia,no de personas con vacuna antirrabica,2021-04-01,0,4,0,4,4
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2021-04-01,4,1,4,1,5
SUCRE,rabia,no de personas con vacuna antirrabica,2021-04-01,76,42,76,42,118
TARATA,rabia,no de personas con vacuna antirrabica,2021-04-01,1,2,1,2,3
TARIJA,rabia,no de personas con vacuna antirrabica,2021-04-01,8,6,8,6,14
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2021-04-01,4,1,4,1,5
TOCO,rabia,no de personas con vacuna antirrabica,2021-04-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con vacuna antirrabica,2021-04-01,40,25,40,25,65
TUPIZA,rabia,no de personas con vacuna antirrabica,2021-04-01,1,0,1,0,1
UNCIA,rabia,no de personas con vacuna antirrabica,2021-04-01,0,2,0,2,2
UYUNI,rabia,no de personas con vacuna antirrabica,2021-04-01,4,1,4,1,5
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2021-04-01,3,4,3,4,7
VIACHA,rabia,no de personas con vacuna antirrabica,2021-04-01,4,10,4,10,14
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas con vacuna antirrabica,2021-04-01,1,0,1,0,1
VINTO,rabia,no de personas con vacuna antirrabica,2021-04-01,2,0,2,0,2
WARNES,rabia,no de personas con vacuna antirrabica,2021-04-01,17,14,17,14,31
YAPACANI,rabia,no de personas con vacuna antirrabica,2021-04-01,4,4,4,4,8
ACHACACHI,rabia,no de personas con vacuna antirrabica,2021-05-01,2,0,2,0,2
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2021-05-01,1,0,1,0,1
ANCORAIMES,rabia,no de personas con vacuna antirrabica,2021-05-01,1,0,1,0,1
APOLO,rabia,no de personas con vacuna antirrabica,2021-05-01,0,1,0,1,1
ARANI,rabia,no de personas con vacuna antirrabica,2021-05-01,0,1,0,1,1
ARBIETO,rabia,no de personas con vacuna antirrabica,2021-05-01,1,0,1,0,1
ATOCHA,rabia,no de personas con vacuna antirrabica,2021-05-01,1,1,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),rabia,no de personas con vacuna antirrabica,2021-05-01,1,0,1,0,1
"CAIZA ""D""",rabia,no de personas con vacuna antirrabica,2021-05-01,0,1,0,1,1
CAMIRI,rabia,no de personas con vacuna antirrabica,2021-05-01,1,0,1,0,1
CAPINOTA,rabia,no de personas con vacuna antirrabica,2021-05-01,2,2,2,2,4
CARAPARI,rabia,no de personas con vacuna antirrabica,2021-05-01,1,2,1,2,3
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2021-05-01,1,2,1,2,3
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con vacuna antirrabica,2021-05-01,0,2,0,2,2
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2021-05-01,81,53,81,53,134
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2021-05-01,4,4,4,4,8
COMARAPA,rabia,no de personas con vacuna antirrabica,2021-05-01,2,0,2,0,2
COPACABANA,rabia,no de personas con vacuna antirrabica,2021-05-01,0,2,0,2,2
CORIPATA,rabia,no de personas con vacuna antirrabica,2021-05-01,1,0,1,0,1
COROICO,rabia,no de personas con vacuna antirrabica,2021-05-01,1,0,1,0,1
COTOCA,rabia,no de personas con vacuna antirrabica,2021-05-01,13,11,13,11,24
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2021-05-01,2,5,2,5,7
EL ALTO,rabia,no de personas con vacuna antirrabica,2021-05-01,69,75,69,75,144
EL TORNO,rabia,no de personas con vacuna antirrabica,2021-05-01,9,5,9,5,14
EUCALIPTUS,rabia,no de personas con vacuna antirrabica,2021-05-01,1,1,1,1,2
GUANAY,rabia,no de personas con vacuna antirrabica,2021-05-01,1,1,1,1,2
IXIAMAS,rabia,no de personas con vacuna antirrabica,2021-05-01,3,0,3,0,3
LA ASUNTA,rabia,no de personas con vacuna antirrabica,2021-05-01,4,1,4,1,5
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2021-05-01,8,4,8,4,12
LA PAZ,rabia,no de personas con vacuna antirrabica,2021-05-01,158,149,158,149,307
LAJA,rabia,no de personas con vacuna antirrabica,2021-05-01,0,1,0,1,1
LLALLAGUA,rabia,no de personas con vacuna antirrabica,2021-05-01,1,2,1,2,3
MAPIRI,rabia,no de personas con vacuna antirrabica,2021-05-01,1,0,1,0,1
MINEROS,rabia,no de personas con vacuna antirrabica,2021-05-01,1,0,1,0,1
MONTEAGUDO,rabia,no de personas con vacuna antirrabica,2021-05-01,0,1,0,1,1
MONTERO,rabia,no de personas con vacuna antirrabica,2021-05-01,17,12,17,12,29
ORURO,rabia,no de personas con vacuna antirrabica,2021-05-01,18,34,18,34,52
PADILLA,rabia,no de personas con vacuna antirrabica,2021-05-01,1,0,1,0,1
PAILON,rabia,no de personas con vacuna antirrabica,2021-05-01,3,2,3,2,5
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2021-05-01,4,2,4,2,6
PAZÑA,rabia,no de personas con vacuna antirrabica,2021-05-01,0,1,0,1,1
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2021-05-01,0,2,0,2,2
POTOSI,rabia,no de personas con vacuna antirrabica,2021-05-01,20,0,20,0,20
PUCARANI,rabia,no de personas con vacuna antirrabica,2021-05-01,2,1,2,1,3
PUNATA,rabia,no de personas con vacuna antirrabica,2021-05-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2021-05-01,13,5,13,5,18
RURRENABAQUE,rabia,no de personas con vacuna antirrabica,2021-05-01,1,1,1,1,2
SACABA,rabia,no de personas con vacuna antirrabica,2021-05-01,5,5,5,5,10
SAIPINA,rabia,no de personas con vacuna antirrabica,2021-05-01,1,0,1,0,1
SALINAS DE GARCI MENDOZA,rabia,no de personas con vacuna antirrabica,2021-05-01,0,1,0,1,1
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2021-05-01,4,5,4,5,9
SAN BUENA VENTURA,rabia,no de personas con vacuna antirrabica,2021-05-01,2,1,2,1,3
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2021-05-01,1,1,1,1,2
SAN IGNACIO DE VELASCO,rabia,no de personas con vacuna antirrabica,2021-05-01,1,1,1,1,2
SAN JUAN DE YAPACANI,rabia,no de personas con vacuna antirrabica,2021-05-01,2,0,2,0,2
SAN LUCAS,rabia,no de personas con vacuna antirrabica,2021-05-01,1,3,1,3,4
SAN MATIAS,rabia,no de personas con vacuna antirrabica,2021-05-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,rabia,no de personas con vacuna antirrabica,2021-05-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2021-05-01,214,205,214,205,419
SANTA ROSA DEL SARA,rabia,no de personas con vacuna antirrabica,2021-05-01,0,1,0,1,1
SAPAHAQUI,rabia,no de personas con vacuna antirrabica,2021-05-01,0,1,0,1,1
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2021-05-01,8,5,8,5,13
SUCRE,rabia,no de personas con vacuna antirrabica,2021-05-01,79,38,79,38,117
TAPACARI,rabia,no de personas con vacuna antirrabica,2021-05-01,1,0,1,0,1
TARATA,rabia,no de personas con vacuna antirrabica,2021-05-01,2,2,2,2,4
TARIJA,rabia,no de personas con vacuna antirrabica,2021-05-01,8,7,8,7,15
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2021-05-01,2,8,2,8,10
TOCO,rabia,no de personas con vacuna antirrabica,2021-05-01,2,0,2,0,2
TOTORA(CBBA),rabia,no de personas con vacuna antirrabica,2021-05-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con vacuna antirrabica,2021-05-01,25,18,25,18,43
TUPIZA,rabia,no de personas con vacuna antirrabica,2021-05-01,2,0,2,0,2
UYUNI,rabia,no de personas con vacuna antirrabica,2021-05-01,1,0,1,0,1
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2021-05-01,5,1,5,1,6
VIACHA,rabia,no de personas con vacuna antirrabica,2021-05-01,2,9,2,9,11
VILLA TUNARI,rabia,no de personas con vacuna antirrabica,2021-05-01,2,3,2,3,5
VINTO,rabia,no de personas con vacuna antirrabica,2021-05-01,2,3,2,3,5
WARNES,rabia,no de personas con vacuna antirrabica,2021-05-01,17,13,17,13,30
YACUIBA,rabia,no de personas con vacuna antirrabica,2021-05-01,25,15,25,15,40
YAPACANI,rabia,no de personas con vacuna antirrabica,2021-05-01,1,3,1,3,4
YOTALA,rabia,no de personas con vacuna antirrabica,2021-05-01,1,1,1,1,2
ACHACACHI,rabia,no de personas con vacuna antirrabica,2021-06-01,1,0,1,0,1
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2021-06-01,2,0,2,0,2
ANCORAIMES,rabia,no de personas con vacuna antirrabica,2021-06-01,1,1,1,1,2
APOLO,rabia,no de personas con vacuna antirrabica,2021-06-01,0,1,0,1,1
ARANI,rabia,no de personas con vacuna antirrabica,2021-06-01,1,0,1,0,1
ARBIETO,rabia,no de personas con vacuna antirrabica,2021-06-01,3,1,3,1,4
CABEZAS,rabia,no de personas con vacuna antirrabica,2021-06-01,3,0,3,0,3
CAMIRI,rabia,no de personas con vacuna antirrabica,2021-06-01,0,2,0,2,2
CAPINOTA,rabia,no de personas con vacuna antirrabica,2021-06-01,0,2,0,2,2
CARANAVI,rabia,no de personas con vacuna antirrabica,2021-06-01,1,2,1,2,3
CARAPARI,rabia,no de personas con vacuna antirrabica,2021-06-01,1,2,1,2,3
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2021-06-01,6,2,6,2,8
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2021-06-01,50,42,50,42,92
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2021-06-01,4,3,4,3,7
COLQUIRI,rabia,no de personas con vacuna antirrabica,2021-06-01,0,1,0,1,1
COMARAPA,rabia,no de personas con vacuna antirrabica,2021-06-01,2,1,2,1,3
CONCEPCION,rabia,no de personas con vacuna antirrabica,2021-06-01,4,1,4,1,5
COROICO,rabia,no de personas con vacuna antirrabica,2021-06-01,0,1,0,1,1
COTOCA,rabia,no de personas con vacuna antirrabica,2021-06-01,6,6,6,6,12
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2021-06-01,2,2,2,2,4
EL ALTO,rabia,no de personas con vacuna antirrabica,2021-06-01,56,60,56,60,116
EL CHORO,rabia,no de personas con vacuna antirrabica,2021-06-01,0,2,0,2,2
EL TORNO,rabia,no de personas con vacuna antirrabica,2021-06-01,5,10,5,10,15
ENTRE RIOS CBBA,rabia,no de personas con vacuna antirrabica,2021-06-01,1,0,1,0,1
EUCALIPTUS,rabia,no de personas con vacuna antirrabica,2021-06-01,2,1,2,1,3
FERNANDEZ ALONSO,rabia,no de personas con vacuna antirrabica,2021-06-01,1,1,1,1,2
GENERAL SAAVEDRA,rabia,no de personas con vacuna antirrabica,2021-06-01,1,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),rabia,no de personas con vacuna antirrabica,2021-06-01,1,0,1,0,1
GUANAY,rabia,no de personas con vacuna antirrabica,2021-06-01,0,1,0,1,1
GUAQUI,rabia,no de personas con vacuna antirrabica,2021-06-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),rabia,no de personas con vacuna antirrabica,2021-06-01,2,2,2,2,4
LA ASUNTA,rabia,no de personas con vacuna antirrabica,2021-06-01,1,0,1,0,1
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2021-06-01,9,9,9,9,18
LA PAZ,rabia,no de personas con vacuna antirrabica,2021-06-01,157,156,157,156,313
LAJA,rabia,no de personas con vacuna antirrabica,2021-06-01,1,0,1,0,1
LLALLAGUA,rabia,no de personas con vacuna antirrabica,2021-06-01,0,1,0,1,1
LURIBAY,rabia,no de personas con vacuna antirrabica,2021-06-01,0,1,0,1,1
MAGDALENA,rabia,no de personas con vacuna antirrabica,2021-06-01,1,0,1,0,1
MINEROS,rabia,no de personas con vacuna antirrabica,2021-06-01,1,1,1,1,2
MONTEAGUDO,rabia,no de personas con vacuna antirrabica,2021-06-01,0,1,0,1,1
MONTERO,rabia,no de personas con vacuna antirrabica,2021-06-01,1,2,1,2,3
OKINAWA,rabia,no de personas con vacuna antirrabica,2021-06-01,0,1,0,1,1
ORURO,rabia,no de personas con vacuna antirrabica,2021-06-01,33,19,33,19,52
PAILON,rabia,no de personas con vacuna antirrabica,2021-06-01,0,1,0,1,1
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2021-06-01,1,4,1,4,5
PORONGO,rabia,no de personas con vacuna antirrabica,2021-06-01,2,0,2,0,2
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2021-06-01,2,1,2,1,3
POTOSI,rabia,no de personas con vacuna antirrabica,2021-06-01,34,31,34,31,65
PUCARANI,rabia,no de personas con vacuna antirrabica,2021-06-01,0,1,0,1,1
PUERTO ACOSTA,rabia,no de personas con vacuna antirrabica,2021-06-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2021-06-01,3,6,3,6,9
ROBORE,rabia,no de personas con vacuna antirrabica,2021-06-01,0,1,0,1,1
RURRENABAQUE,rabia,no de personas con vacuna antirrabica,2021-06-01,3,5,3,5,8
SACABA,rabia,no de personas con vacuna antirrabica,2021-06-01,2,3,2,3,5
SALINAS DE GARCI MENDOZA,rabia,no de personas con vacuna antirrabica,2021-06-01,1,0,1,0,1
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2021-06-01,0,1,0,1,1
SAN ANTONIO DE LOMERIO,rabia,no de personas con vacuna antirrabica,2021-06-01,0,1,0,1,1
SAN BORJA,rabia,no de personas con vacuna antirrabica,2021-06-01,0,1,0,1,1
SAN BUENA VENTURA,rabia,no de personas con vacuna antirrabica,2021-06-01,2,0,2,0,2
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2021-06-01,1,0,1,0,1
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2021-06-01,1,5,1,5,6
SAN IGNACIO DE VELASCO,rabia,no de personas con vacuna antirrabica,2021-06-01,1,2,1,2,3
SAN JAVIER(STC),rabia,no de personas con vacuna antirrabica,2021-06-01,1,0,1,0,1
SAN JUAN DE YAPACANI,rabia,no de personas con vacuna antirrabica,2021-06-01,1,0,1,0,1
SAN LUCAS,rabia,no de personas con vacuna antirrabica,2021-06-01,1,1,1,1,2
SAN PEDRO,rabia,no de personas con vacuna antirrabica,2021-06-01,0,1,0,1,1
SAN PEDRO DE TIQUINA,rabia,no de personas con vacuna antirrabica,2021-06-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2021-06-01,163,151,163,151,314
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2021-06-01,4,1,4,1,5
SORACACHI,rabia,no de personas con vacuna antirrabica,2021-06-01,0,1,0,1,1
SORATA,rabia,no de personas con vacuna antirrabica,2021-06-01,1,1,1,1,2
SUCRE,rabia,no de personas con vacuna antirrabica,2021-06-01,40,39,40,39,79
TARATA,rabia,no de personas con vacuna antirrabica,2021-06-01,1,0,1,0,1
TARIJA,rabia,no de personas con vacuna antirrabica,2021-06-01,6,8,6,8,14
TIPUANI,rabia,no de personas con vacuna antirrabica,2021-06-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2021-06-01,3,3,3,3,6
TOCO,rabia,no de personas con vacuna antirrabica,2021-06-01,0,1,0,1,1
TOMINA,rabia,no de personas con vacuna antirrabica,2021-06-01,2,0,2,0,2
TOTORA(CBBA),rabia,no de personas con vacuna antirrabica,2021-06-01,0,1,0,1,1
TOTORA(ORR),rabia,no de personas con vacuna antirrabica,2021-06-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con vacuna antirrabica,2021-06-01,29,21,29,21,50
UNCIA,rabia,no de personas con vacuna antirrabica,2021-06-01,0,1,0,1,1
UYUNI,rabia,no de personas con vacuna antirrabica,2021-06-01,2,1,2,1,3
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2021-06-01,3,0,3,0,3
VIACHA,rabia,no de personas con vacuna antirrabica,2021-06-01,6,5,6,5,11
VILLA TUNARI,rabia,no de personas con vacuna antirrabica,2021-06-01,2,0,2,0,2
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas con vacuna antirrabica,2021-06-01,0,1,0,1,1
VILLAZON,rabia,no de personas con vacuna antirrabica,2021-06-01,1,1,1,1,2
VINTO,rabia,no de personas con vacuna antirrabica,2021-06-01,2,1,2,1,3
WARNES,rabia,no de personas con vacuna antirrabica,2021-06-01,10,9,10,9,19
YACUIBA,rabia,no de personas con vacuna antirrabica,2021-06-01,1,0,1,0,1
YAPACANI,rabia,no de personas con vacuna antirrabica,2021-06-01,2,1,2,1,3
ACHACACHI,rabia,no de personas con vacuna antirrabica,2021-07-01,1,0,1,0,1
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2021-07-01,1,1,1,1,2
ARBIETO,rabia,no de personas con vacuna antirrabica,2021-07-01,1,0,1,0,1
ASCENCION DE GUARAYOS,rabia,no de personas con vacuna antirrabica,2021-07-01,1,1,1,1,2
BATALLAS,rabia,no de personas con vacuna antirrabica,2021-07-01,0,1,0,1,1
BERMEJO,rabia,no de personas con vacuna antirrabica,2021-07-01,0,1,0,1,1
BUENA VISTA,rabia,no de personas con vacuna antirrabica,2021-07-01,0,1,0,1,1
CAMIRI,rabia,no de personas con vacuna antirrabica,2021-07-01,0,1,0,1,1
CAQUIAVIRI,rabia,no de personas con vacuna antirrabica,2021-07-01,1,0,1,0,1
CARANAVI,rabia,no de personas con vacuna antirrabica,2021-07-01,1,3,1,3,4
CARAPARI,rabia,no de personas con vacuna antirrabica,2021-07-01,1,1,1,1,2
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2021-07-01,4,0,4,0,4
CHARAGUA,rabia,no de personas con vacuna antirrabica,2021-07-01,1,0,1,0,1
CHARAÑA,rabia,no de personas con vacuna antirrabica,2021-07-01,1,0,1,0,1
CHIMORE,rabia,no de personas con vacuna antirrabica,2021-07-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con vacuna antirrabica,2021-07-01,1,2,1,2,3
CLIZA,rabia,no de personas con vacuna antirrabica,2021-07-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2021-07-01,85,52,85,52,137
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2021-07-01,6,3,6,3,9
COMARAPA,rabia,no de personas con vacuna antirrabica,2021-07-01,2,0,2,0,2
CONCEPCION,rabia,no de personas con vacuna antirrabica,2021-07-01,1,2,1,2,3
COPACABANA,rabia,no de personas con vacuna antirrabica,2021-07-01,1,0,1,0,1
CORIPATA,rabia,no de personas con vacuna antirrabica,2021-07-01,1,0,1,0,1
COROICO,rabia,no de personas con vacuna antirrabica,2021-07-01,1,0,1,0,1
COTOCA,rabia,no de personas con vacuna antirrabica,2021-07-01,8,7,8,7,15
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2021-07-01,1,0,1,0,1
CURAHUARA DE CARANGAS,rabia,no de personas con vacuna antirrabica,2021-07-01,0,1,0,1,1
EL ALTO,rabia,no de personas con vacuna antirrabica,2021-07-01,71,69,71,69,140
EL TORNO,rabia,no de personas con vacuna antirrabica,2021-07-01,4,3,4,3,7
FERNANDEZ ALONSO,rabia,no de personas con vacuna antirrabica,2021-07-01,1,0,1,0,1
GUANAY,rabia,no de personas con vacuna antirrabica,2021-07-01,2,0,2,0,2
HUANUNI,rabia,no de personas con vacuna antirrabica,2021-07-01,2,0,2,0,2
HUAYLLAMARCA,rabia,no de personas con vacuna antirrabica,2021-07-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),rabia,no de personas con vacuna antirrabica,2021-07-01,1,1,1,1,2
JESUS DE MACHACA,rabia,no de personas con vacuna antirrabica,2021-07-01,1,0,1,0,1
LA ASUNTA,rabia,no de personas con vacuna antirrabica,2021-07-01,3,1,3,1,4
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2021-07-01,11,8,11,8,19
LA PAZ,rabia,no de personas con vacuna antirrabica,2021-07-01,165,175,165,175,340
LURIBAY,rabia,no de personas con vacuna antirrabica,2021-07-01,1,0,1,0,1
MAGDALENA,rabia,no de personas con vacuna antirrabica,2021-07-01,1,0,1,0,1
MAIRANA,rabia,no de personas con vacuna antirrabica,2021-07-01,2,0,2,0,2
MINEROS,rabia,no de personas con vacuna antirrabica,2021-07-01,0,1,0,1,1
MOJOCOYA,rabia,no de personas con vacuna antirrabica,2021-07-01,1,0,1,0,1
MONTERO,rabia,no de personas con vacuna antirrabica,2021-07-01,6,5,6,5,11
ORURO,rabia,no de personas con vacuna antirrabica,2021-07-01,27,20,27,20,47
PAILON,rabia,no de personas con vacuna antirrabica,2021-07-01,3,4,3,4,7
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2021-07-01,0,6,0,6,6
PAZÑA,rabia,no de personas con vacuna antirrabica,2021-07-01,0,1,0,1,1
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2021-07-01,3,1,3,1,4
POTOSI,rabia,no de personas con vacuna antirrabica,2021-07-01,32,36,32,36,68
PUCARANI,rabia,no de personas con vacuna antirrabica,2021-07-01,1,0,1,0,1
PUERTO CARABUCO,rabia,no de personas con vacuna antirrabica,2021-07-01,0,1,0,1,1
PUERTO VILLARROEL,rabia,no de personas con vacuna antirrabica,2021-07-01,0,1,0,1,1
PUNATA,rabia,no de personas con vacuna antirrabica,2021-07-01,2,3,2,3,5
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2021-07-01,3,5,3,5,8
RURRENABAQUE,rabia,no de personas con vacuna antirrabica,2021-07-01,2,1,2,1,3
SACABA,rabia,no de personas con vacuna antirrabica,2021-07-01,13,5,13,5,18
SAMAIPATA,rabia,no de personas con vacuna antirrabica,2021-07-01,1,0,1,0,1
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2021-07-01,0,1,0,1,1
SAN ANTONIO DE LOMERIO,rabia,no de personas con vacuna antirrabica,2021-07-01,1,0,1,0,1
SAN BORJA,rabia,no de personas con vacuna antirrabica,2021-07-01,1,1,1,1,2
SAN BUENA VENTURA,rabia,no de personas con vacuna antirrabica,2021-07-01,1,0,1,0,1
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2021-07-01,3,2,3,2,5
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2021-07-01,4,4,4,4,8
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2021-07-01,1,1,1,1,2
SAN PEDRO DE CURAHUARA,rabia,no de personas con vacuna antirrabica,2021-07-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2021-07-01,251,227,251,227,478
SHINAOTA,rabia,no de personas con vacuna antirrabica,2021-07-01,0,1,0,1,1
SICA SICA (VILLA AROMA),rabia,no de personas con vacuna antirrabica,2021-07-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2021-07-01,4,2,4,2,6
SUCRE,rabia,no de personas con vacuna antirrabica,2021-07-01,55,52,55,52,107
TARATA,rabia,no de personas con vacuna antirrabica,2021-07-01,0,1,0,1,1
TARIJA,rabia,no de personas con vacuna antirrabica,2021-07-01,13,12,13,12,25
TIAHUANACU,rabia,no de personas con vacuna antirrabica,2021-07-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2021-07-01,3,4,3,4,7
TRINIDAD,rabia,no de personas con vacuna antirrabica,2021-07-01,28,20,28,20,48
UYUNI,rabia,no de personas con vacuna antirrabica,2021-07-01,1,1,1,1,2
VIACHA,rabia,no de personas con vacuna antirrabica,2021-07-01,5,8,5,8,13
VILLA RIVERO,rabia,no de personas con vacuna antirrabica,2021-07-01,1,0,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas con vacuna antirrabica,2021-07-01,1,0,1,0,1
VILLAZON,rabia,no de personas con vacuna antirrabica,2021-07-01,0,1,0,1,1
VINTO,rabia,no de personas con vacuna antirrabica,2021-07-01,2,1,2,1,3
WARNES,rabia,no de personas con vacuna antirrabica,2021-07-01,15,7,15,7,22
YACO,rabia,no de personas con vacuna antirrabica,2021-07-01,0,1,0,1,1
YACUIBA,rabia,no de personas con vacuna antirrabica,2021-07-01,1,0,1,0,1
YAPACANI,rabia,no de personas con vacuna antirrabica,2021-07-01,3,1,3,1,4
ACHACACHI,rabia,no de personas con vacuna antirrabica,2021-08-01,0,1,0,1,1
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2021-08-01,4,3,4,3,7
ARBIETO,rabia,no de personas con vacuna antirrabica,2021-08-01,0,3,0,3,3
ASCENCION DE GUARAYOS,rabia,no de personas con vacuna antirrabica,2021-08-01,2,0,2,0,2
