,group,variable,month,Nº DE PERSONAS CON ESQUEMA CLASICO COMPLETO CANTIDAD,Nº DE PERSONAS CON ESQUEMA CLASICO COMPLETO CANTIDAD,TOTALES,TOTALES,TOTALES
PUERTO VILLARROEL,rabia,no de personas con esquema clasico completo,2021-10-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas con esquema clasico completo,2021-10-01,1,3,1,3,4
SACABA,rabia,no de personas con esquema clasico completo,2021-10-01,1,2,1,2,3
SAN BORJA,rabia,no de personas con esquema clasico completo,2021-10-01,0,1,0,1,1
SAN BUENA VENTURA,rabia,no de personas con esquema clasico completo,2021-10-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema clasico completo,2021-10-01,70,69,70,69,139
SANTA ROSA DEL SARA,rabia,no de personas con esquema clasico completo,2021-10-01,0,1,0,1,1
SANTIVAÑES,rabia,no de personas con esquema clasico completo,2021-10-01,1,0,1,0,1
SORATA,rabia,no de personas con esquema clasico completo,2021-10-01,1,0,1,0,1
TARIJA,rabia,no de personas con esquema clasico completo,2021-10-01,14,10,14,10,24
TRINIDAD,rabia,no de personas con esquema clasico completo,2021-10-01,16,12,16,12,28
VALLEGRANDE,rabia,no de personas con esquema clasico completo,2021-10-01,0,1,0,1,1
VIACHA,rabia,no de personas con esquema clasico completo,2021-10-01,1,1,1,1,2
VILLA RIVERO,rabia,no de personas con esquema clasico completo,2021-10-01,1,0,1,0,1
VILLA SERRANO,rabia,no de personas con esquema clasico completo,2021-10-01,0,1,0,1,1
VINTO,rabia,no de personas con esquema clasico completo,2021-10-01,1,1,1,1,2
WARNES,rabia,no de personas con esquema clasico completo,2021-10-01,8,4,8,4,12
YAMPARAEZ,rabia,no de personas con esquema clasico completo,2021-10-01,1,0,1,0,1
ACHOCALLA,rabia,no de personas con esquema clasico completo,2021-11-01,1,2,1,2,3
AIQUILE,rabia,no de personas con esquema clasico completo,2021-11-01,0,1,0,1,1
APOLO,rabia,no de personas con esquema clasico completo,2021-11-01,1,0,1,0,1
CAMARGO,rabia,no de personas con esquema clasico completo,2021-11-01,2,0,2,0,2
CAMIRI,rabia,no de personas con esquema clasico completo,2021-11-01,0,1,0,1,1
CARANAVI,rabia,no de personas con esquema clasico completo,2021-11-01,1,0,1,0,1
CARAPARI,rabia,no de personas con esquema clasico completo,2021-11-01,0,1,0,1,1
CHUMA,rabia,no de personas con esquema clasico completo,2021-11-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con esquema clasico completo,2021-11-01,21,7,21,7,28
COLCAPIRHUA,rabia,no de personas con esquema clasico completo,2021-11-01,0,1,0,1,1
COTOCA,rabia,no de personas con esquema clasico completo,2021-11-01,2,4,2,4,6
CUATRO CAÑADAS,rabia,no de personas con esquema clasico completo,2021-11-01,1,0,1,0,1
EL ALTO,rabia,no de personas con esquema clasico completo,2021-11-01,28,14,28,14,42
EL TORNO,rabia,no de personas con esquema clasico completo,2021-11-01,1,8,1,8,9
ENTRE RIOS CBBA,rabia,no de personas con esquema clasico completo,2021-11-01,0,1,0,1,1
GUANAY,rabia,no de personas con esquema clasico completo,2021-11-01,1,2,1,2,3
LA GUARDIA,rabia,no de personas con esquema clasico completo,2021-11-01,13,9,13,9,22
LA PAZ,rabia,no de personas con esquema clasico completo,2021-11-01,17,15,17,15,32
MAGDALENA,rabia,no de personas con esquema clasico completo,2021-11-01,1,0,1,0,1
MAIRANA,rabia,no de personas con esquema clasico completo,2021-11-01,0,1,0,1,1
ORURO,rabia,no de personas con esquema clasico completo,2021-11-01,0,1,0,1,1
PAILON,rabia,no de personas con esquema clasico completo,2021-11-01,2,2,2,2,4
POTOSI,rabia,no de personas con esquema clasico completo,2021-11-01,136,132,136,132,268
QUILLACOLLO,rabia,no de personas con esquema clasico completo,2021-11-01,2,3,2,3,5
SAN IGNACIO,rabia,no de personas con esquema clasico completo,2021-11-01,0,4,0,4,4
SAN JAVIER(STC),rabia,no de personas con esquema clasico completo,2021-11-01,0,1,0,1,1
SAN JOSE DE CHIQUITOS,rabia,no de personas con esquema clasico completo,2021-11-01,1,0,1,0,1
SAN PEDRO,rabia,no de personas con esquema clasico completo,2021-11-01,1,4,1,4,5
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema clasico completo,2021-11-01,80,82,80,82,162
SANTA ROSA DEL SARA,rabia,no de personas con esquema clasico completo,2021-11-01,0,1,0,1,1
SANTIVAÑES,rabia,no de personas con esquema clasico completo,2021-11-01,1,0,1,0,1
SORATA,rabia,no de personas con esquema clasico completo,2021-11-01,0,1,0,1,1
SUCRE,rabia,no de personas con esquema clasico completo,2021-11-01,1,0,1,0,1
TARIJA,rabia,no de personas con esquema clasico completo,2021-11-01,10,20,10,20,30
TIPUANI,rabia,no de personas con esquema clasico completo,2021-11-01,1,0,1,0,1
TIRAQUE (CBBA),rabia,no de personas con esquema clasico completo,2021-11-01,1,0,1,0,1
TOCO,rabia,no de personas con esquema clasico completo,2021-11-01,0,1,0,1,1
TOTORA(ORR),rabia,no de personas con esquema clasico completo,2021-11-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con esquema clasico completo,2021-11-01,10,7,10,7,17
TUPIZA,rabia,no de personas con esquema clasico completo,2021-11-01,0,1,0,1,1
VALLEGRANDE,rabia,no de personas con esquema clasico completo,2021-11-01,2,1,2,1,3
VIACHA,rabia,no de personas con esquema clasico completo,2021-11-01,0,2,0,2,2
VILLA TUNARI,rabia,no de personas con esquema clasico completo,2021-11-01,0,2,0,2,2
WARNES,rabia,no de personas con esquema clasico completo,2021-11-01,6,0,6,0,6
YACUIBA,rabia,no de personas con esquema clasico completo,2021-11-01,1,2,1,2,3
ACHOCALLA,rabia,no de personas con esquema clasico completo,2021-12-01,0,2,0,2,2
ANZALDO,rabia,no de personas con esquema clasico completo,2021-12-01,1,0,1,0,1
CAJUATA,rabia,no de personas con esquema clasico completo,2021-12-01,0,1,0,1,1
CAMARGO,rabia,no de personas con esquema clasico completo,2021-12-01,1,1,1,1,2
CAPINOTA,rabia,no de personas con esquema clasico completo,2021-12-01,0,1,0,1,1
CARANAVI,rabia,no de personas con esquema clasico completo,2021-12-01,1,0,1,0,1
CHIMORE,rabia,no de personas con esquema clasico completo,2021-12-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con esquema clasico completo,2021-12-01,2,0,2,0,2
COCHABAMBA,rabia,no de personas con esquema clasico completo,2021-12-01,12,9,12,9,21
CONCEPCION,rabia,no de personas con esquema clasico completo,2021-12-01,1,0,1,0,1
COTOCA,rabia,no de personas con esquema clasico completo,2021-12-01,8,3,8,3,11
EL ALTO,rabia,no de personas con esquema clasico completo,2021-12-01,9,15,9,15,24
EL TORNO,rabia,no de personas con esquema clasico completo,2021-12-01,2,2,2,2,4
IRUPANA (VILLA DE LANZA),rabia,no de personas con esquema clasico completo,2021-12-01,0,1,0,1,1
LA GUARDIA,rabia,no de personas con esquema clasico completo,2021-12-01,8,9,8,9,17
LA PAZ,rabia,no de personas con esquema clasico completo,2021-12-01,9,20,9,20,29
LAJA,rabia,no de personas con esquema clasico completo,2021-12-01,0,1,0,1,1
MONTEAGUDO,rabia,no de personas con esquema clasico completo,2021-12-01,0,1,0,1,1
ORURO,rabia,no de personas con esquema clasico completo,2021-12-01,2,1,2,1,3
PORTACHUELO,rabia,no de personas con esquema clasico completo,2021-12-01,6,1,6,1,7
POTOSI,rabia,no de personas con esquema clasico completo,2021-12-01,215,168,215,168,383
PUCARANI,rabia,no de personas con esquema clasico completo,2021-12-01,1,1,1,1,2
PUERTO VILLARROEL,rabia,no de personas con esquema clasico completo,2021-12-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas con esquema clasico completo,2021-12-01,2,0,2,0,2
SACABA,rabia,no de personas con esquema clasico completo,2021-12-01,1,0,1,0,1
SAN IGNACIO,rabia,no de personas con esquema clasico completo,2021-12-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,rabia,no de personas con esquema clasico completo,2021-12-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema clasico completo,2021-12-01,73,52,73,52,125
SANTA ROSA DEL SARA,rabia,no de personas con esquema clasico completo,2021-12-01,2,0,2,0,2
TARIJA,rabia,no de personas con esquema clasico completo,2021-12-01,12,9,12,9,21
TRINIDAD,rabia,no de personas con esquema clasico completo,2021-12-01,19,5,19,5,24
VALLEGRANDE,rabia,no de personas con esquema clasico completo,2021-12-01,1,0,1,0,1
VIACHA,rabia,no de personas con esquema clasico completo,2021-12-01,1,0,1,0,1
VILLA TUNARI,rabia,no de personas con esquema clasico completo,2021-12-01,0,1,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas con esquema clasico completo,2021-12-01,2,1,2,1,3
WARNES,rabia,no de personas con esquema clasico completo,2021-12-01,3,3,3,3,6
YOTALA,rabia,no de personas con esquema clasico completo,2021-12-01,0,1,0,1,1
