,group,variable,month,MENORES DE 6 MESES NUEVO,MENORES DE 6 MESES NUEVO,MENORES DE 6 MESES REPETIDO,MENORES DE 6 MESES REPETIDO,TOTALES,TOTALES,TOTALES
COLOMI,consulta externa,menores de 6 meses,2015-03-01,37,27,3,3,40,30,70
COLPA BELGICA,consulta externa,menores de 6 meses,2015-03-01,19,35,6,14,25,49,74
COLQUECHACA,consulta externa,menores de 6 meses,2015-03-01,72,77,3,2,75,79,154
COLQUENCHA,consulta externa,menores de 6 meses,2015-03-01,15,6,3,0,18,6,24
COLQUIRI,consulta externa,menores de 6 meses,2015-03-01,37,37,0,0,37,37,74
COMANCHE,consulta externa,menores de 6 meses,2015-03-01,2,2,0,2,2,4,6
COMARAPA,consulta externa,menores de 6 meses,2015-03-01,55,50,12,12,67,62,129
COMBAYA,consulta externa,menores de 6 meses,2015-03-01,5,5,0,0,5,5,10
CONCEPCION,consulta externa,menores de 6 meses,2015-03-01,45,47,68,45,113,92,205
COPACABANA,consulta externa,menores de 6 meses,2015-03-01,8,20,0,0,8,20,28
CORIPATA,consulta externa,menores de 6 meses,2015-03-01,64,41,16,8,80,49,129
CORO CORO,consulta externa,menores de 6 meses,2015-03-01,19,25,0,0,19,25,44
COROICO,consulta externa,menores de 6 meses,2015-03-01,56,59,2,3,58,62,120
CORQUE,consulta externa,menores de 6 meses,2015-03-01,10,7,0,0,10,7,17
COTAGAITA,consulta externa,menores de 6 meses,2015-03-01,74,29,3,4,77,33,110
COTOCA,consulta externa,menores de 6 meses,2015-03-01,226,218,13,13,239,231,470
CRUZ DE MACHACAMARCA,consulta externa,menores de 6 meses,2015-03-01,1,0,0,0,1,0,1
CUATRO CAÑADAS,consulta externa,menores de 6 meses,2015-03-01,97,90,14,11,111,101,212
CUCHUMUELA (V. G. VILLARROEL),consulta externa,menores de 6 meses,2015-03-01,0,3,0,0,0,3,3
CUEVO,consulta externa,menores de 6 meses,2015-03-01,10,18,1,2,11,20,31
CULPINA,consulta externa,menores de 6 meses,2015-03-01,43,47,4,1,47,48,95
CURAHUARA DE CARANGAS,consulta externa,menores de 6 meses,2015-03-01,9,7,0,0,9,7,16
CURVA,consulta externa,menores de 6 meses,2015-03-01,4,5,0,0,4,5,9
DESAGUADERO,consulta externa,menores de 6 meses,2015-03-01,13,12,1,0,14,12,26
EL ALTO,consulta externa,menores de 6 meses,2015-03-01,4305,3739,1064,1040,5369,4779,10148
EL CHORO,consulta externa,menores de 6 meses,2015-03-01,16,17,0,0,16,17,33
EL PUENTE(STC),consulta externa,menores de 6 meses,2015-03-01,61,44,1,0,62,44,106
EL PUENTE(TJA),consulta externa,menores de 6 meses,2015-03-01,19,18,8,3,27,21,48
EL TORNO,consulta externa,menores de 6 meses,2015-03-01,263,236,29,32,292,268,560
EL VILLAR,consulta externa,menores de 6 meses,2015-03-01,9,14,2,1,11,15,26
ENTRE RIOS TRJ,consulta externa,menores de 6 meses,2015-03-01,72,70,1,2,73,72,145
ENTRE RIOS CBBA,consulta externa,menores de 6 meses,2015-03-01,176,166,9,13,185,179,364
ESCARA,consulta externa,menores de 6 meses,2015-03-01,0,3,0,0,0,3,3
ESCOMA,consulta externa,menores de 6 meses,2015-03-01,9,9,11,11,20,20,40
ESMERALDA,consulta externa,menores de 6 meses,2015-03-01,0,1,0,0,0,1,1
EUCALIPTUS,consulta externa,menores de 6 meses,2015-03-01,9,13,3,0,12,13,25
EUREKA (SANTOS MERCADO),consulta externa,menores de 6 meses,2015-03-01,1,2,0,1,1,3,4
EXALTACION,consulta externa,menores de 6 meses,2015-03-01,10,11,4,6,14,17,31
FERNANDEZ ALONSO,consulta externa,menores de 6 meses,2015-03-01,139,126,59,54,198,180,378
FILADELFIA,consulta externa,menores de 6 meses,2015-03-01,28,21,0,1,28,22,50
GENERAL SAAVEDRA,consulta externa,menores de 6 meses,2015-03-01,30,18,12,8,42,26,68
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,menores de 6 meses,2015-03-01,18,27,5,6,23,33,56
GUANAY,consulta externa,menores de 6 meses,2015-03-01,106,85,3,4,109,89,198
GUAQUI,consulta externa,menores de 6 meses,2015-03-01,5,5,0,0,5,5,10
GUAYARAMERIN,consulta externa,menores de 6 meses,2015-03-01,263,224,59,39,322,263,585
GUTIERREZ,consulta externa,menores de 6 meses,2015-03-01,106,64,7,6,113,70,183
HUACARETA,consulta externa,menores de 6 meses,2015-03-01,39,52,7,3,46,55,101
HUACAYA (VILLA DE HUACAYA),consulta externa,menores de 6 meses,2015-03-01,9,14,3,2,12,16,28
HUACHACALLA,consulta externa,menores de 6 meses,2015-03-01,3,4,0,0,3,4,7
HUANUNI,consulta externa,menores de 6 meses,2015-03-01,73,51,31,16,104,67,171
HUARACAJE,consulta externa,menores de 6 meses,2015-03-01,10,17,2,1,12,18,30
HUARINA,consulta externa,menores de 6 meses,2015-03-01,19,9,15,8,34,17,51
HUATAJATA,consulta externa,menores de 6 meses,2015-03-01,6,8,4,9,10,17,27
HUAYLLAMARCA,consulta externa,menores de 6 meses,2015-03-01,0,4,0,0,0,4,4
HUMANATA,consulta externa,menores de 6 meses,2015-03-01,4,2,0,0,4,2,6
ICHOCA,consulta externa,menores de 6 meses,2015-03-01,6,7,0,0,6,7,13
ICLA,consulta externa,menores de 6 meses,2015-03-01,13,33,2,4,15,37,52
INCAHUASI,consulta externa,menores de 6 meses,2015-03-01,30,42,0,0,30,42,72
INGAVI (HUMAITA),consulta externa,menores de 6 meses,2015-03-01,5,7,0,1,5,8,13
INQUISIVI,consulta externa,menores de 6 meses,2015-03-01,14,24,0,1,14,25,39
IRUPANA (VILLA DE LANZA),consulta externa,menores de 6 meses,2015-03-01,73,53,1,1,74,54,128
IXIAMAS,consulta externa,menores de 6 meses,2015-03-01,24,28,0,0,24,28,52
JESUS DE MACHACA,consulta externa,menores de 6 meses,2015-03-01,43,29,20,5,63,34,97
LA ASUNTA,consulta externa,menores de 6 meses,2015-03-01,199,203,13,13,212,216,428
LA GUARDIA,consulta externa,menores de 6 meses,2015-03-01,409,427,33,36,442,463,905
LA PAZ,consulta externa,menores de 6 meses,2015-03-01,4736,4066,892,828,5628,4894,10522
LAGUNILLAS,consulta externa,menores de 6 meses,2015-03-01,44,39,4,0,48,39,87
LAJA,consulta externa,menores de 6 meses,2015-03-01,30,31,0,1,30,32,62
LAS CARRERAS,consulta externa,menores de 6 meses,2015-03-01,12,19,0,2,12,21,33
LICOMA PAMPA,consulta externa,menores de 6 meses,2015-03-01,9,9,0,0,9,9,18
LLALLAGUA,consulta externa,menores de 6 meses,2015-03-01,141,119,40,26,181,145,326
LLICA,consulta externa,menores de 6 meses,2015-03-01,9,9,0,3,9,12,21
LORETO,consulta externa,menores de 6 meses,2015-03-01,22,23,1,0,23,23,46
LURIBAY,consulta externa,menores de 6 meses,2015-03-01,20,19,5,5,25,24,49
MACHACAMARCA,consulta externa,menores de 6 meses,2015-03-01,3,6,1,2,4,8,12
MACHARETI,consulta externa,menores de 6 meses,2015-03-01,31,18,0,1,31,19,50
MAGDALENA,consulta externa,menores de 6 meses,2015-03-01,51,38,3,3,54,41,95
MAIRANA,consulta externa,menores de 6 meses,2015-03-01,65,53,6,7,71,60,131
MALLA,consulta externa,menores de 6 meses,2015-03-01,5,5,0,0,5,5,10
MAPIRI,consulta externa,menores de 6 meses,2015-03-01,27,39,0,3,27,42,69
MECAPACA,consulta externa,menores de 6 meses,2015-03-01,20,27,0,0,20,27,47
MINEROS,consulta externa,menores de 6 meses,2015-03-01,91,74,3,11,94,85,179
MIZQUE,consulta externa,menores de 6 meses,2015-03-01,106,59,13,9,119,68,187
MOCOMOCO,consulta externa,menores de 6 meses,2015-03-01,10,11,0,0,10,11,21
MOJINETE,consulta externa,menores de 6 meses,2015-03-01,2,5,1,1,3,6,9
MOJOCOYA,consulta externa,menores de 6 meses,2015-03-01,17,12,2,1,19,13,32
MONTEAGUDO,consulta externa,menores de 6 meses,2015-03-01,114,87,10,9,124,96,220
MONTERO,consulta externa,menores de 6 meses,2015-03-01,772,765,196,405,968,1170,2138
MORO MORO,consulta externa,menores de 6 meses,2015-03-01,7,7,1,3,8,10,18
MOROCHATA,consulta externa,menores de 6 meses,2015-03-01,16,19,8,10,24,29,53
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,menores de 6 meses,2015-03-01,12,13,1,1,13,14,27
NAZACARA DE PACAJES,consulta externa,menores de 6 meses,2015-03-01,1,2,0,0,1,2,3
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,menores de 6 meses,2015-03-01,14,11,2,0,16,11,27
OCURI,consulta externa,menores de 6 meses,2015-03-01,20,33,1,0,21,33,54
OKINAWA,consulta externa,menores de 6 meses,2015-03-01,53,57,2,3,55,60,115
OMEREQUE,consulta externa,menores de 6 meses,2015-03-01,26,7,0,0,26,7,33
ORURO,consulta externa,menores de 6 meses,2015-03-01,1645,1646,549,564,2194,2210,4404
PADCAYA,consulta externa,menores de 6 meses,2015-03-01,56,55,6,4,62,59,121
PADILLA,consulta externa,menores de 6 meses,2015-03-01,42,28,0,1,42,29,71
PAILON,consulta externa,menores de 6 meses,2015-03-01,100,101,8,6,108,107,215
PALCA,consulta externa,menores de 6 meses,2015-03-01,44,33,8,8,52,41,93
PALOS BLANCOS,consulta externa,menores de 6 meses,2015-03-01,145,143,10,16,155,159,314
PAMPA AULLAGAS,consulta externa,menores de 6 meses,2015-03-01,7,3,0,0,7,3,10
PAMPA GRANDE,consulta externa,menores de 6 meses,2015-03-01,22,14,0,2,22,16,38
PAPEL PAMPA,consulta externa,menores de 6 meses,2015-03-01,11,19,0,0,11,19,30
PASORAPA,consulta externa,menores de 6 meses,2015-03-01,6,4,0,0,6,4,10
PATACAMAYA,consulta externa,menores de 6 meses,2015-03-01,74,59,2,2,76,61,137
PAZÑA,consulta externa,menores de 6 meses,2015-03-01,11,7,0,3,11,10,21
PELECHUCO,consulta externa,menores de 6 meses,2015-03-01,14,18,0,0,14,18,32
POCOATA,consulta externa,menores de 6 meses,2015-03-01,35,34,0,2,35,36,71
POCONA,consulta externa,menores de 6 meses,2015-03-01,33,41,4,5,37,46,83
POJO (CBBA),consulta externa,menores de 6 meses,2015-03-01,46,39,3,3,49,42,91
POOPO,consulta externa,menores de 6 meses,2015-03-01,7,11,0,0,7,11,18
PORCO,consulta externa,menores de 6 meses,2015-03-01,42,43,3,1,45,44,89
POROMA,consulta externa,menores de 6 meses,2015-03-01,58,46,1,0,59,46,105
PORONGO,consulta externa,menores de 6 meses,2015-03-01,28,14,2,3,30,17,47
PORTACHUELO,consulta externa,menores de 6 meses,2015-03-01,129,152,95,125,224,277,501
PORVENIR,consulta externa,menores de 6 meses,2015-03-01,24,24,2,1,26,25,51
POSTRER VALLE,consulta externa,menores de 6 meses,2015-03-01,3,7,0,0,3,7,10
POTOSI,consulta externa,menores de 6 meses,2015-03-01,909,871,159,203,1068,1074,2142
PRESTO,consulta externa,menores de 6 meses,2015-03-01,23,19,0,0,23,19,42
PUCARA,consulta externa,menores de 6 meses,2015-03-01,1,3,2,0,3,3,6
PUCARANI,consulta externa,menores de 6 meses,2015-03-01,43,51,0,0,43,51,94
PUERTO ACOSTA,consulta externa,menores de 6 meses,2015-03-01,23,14,0,0,23,14,37
PUERTO CARABUCO,consulta externa,menores de 6 meses,2015-03-01,6,11,0,1,6,12,18
PUERTO GONZALO MORENO,consulta externa,menores de 6 meses,2015-03-01,39,24,1,0,40,24,64
PUERTO PEREZ,consulta externa,menores de 6 meses,2015-03-01,14,10,0,1,14,11,25
PUERTO QUIJARRO,consulta externa,menores de 6 meses,2015-03-01,74,71,0,0,74,71,145
PUERTO RICO,consulta externa,menores de 6 meses,2015-03-01,31,38,0,1,31,39,70
PUERTO SILES,consulta externa,menores de 6 meses,2015-03-01,5,3,0,0,5,3,8
PUERTO SUAREZ,consulta externa,menores de 6 meses,2015-03-01,55,60,4,5,59,65,124
PUERTO VILLARROEL,consulta externa,menores de 6 meses,2015-03-01,327,273,29,12,356,285,641
PUNA,consulta externa,menores de 6 meses,2015-03-01,29,31,4,1,33,32,65
PUNATA,consulta externa,menores de 6 meses,2015-03-01,110,147,23,33,133,180,313
QUIABAYA,consulta externa,menores de 6 meses,2015-03-01,12,11,3,5,15,16,31
QUILLACOLLO,consulta externa,menores de 6 meses,2015-03-01,537,492,355,341,892,833,1725
QUIME,consulta externa,menores de 6 meses,2015-03-01,21,19,2,3,23,22,45
QUIRUSILLAS,consulta externa,menores de 6 meses,2015-03-01,7,8,0,0,7,8,15
RAVELO,consulta externa,menores de 6 meses,2015-03-01,29,19,0,0,29,19,48
REYES,consulta externa,menores de 6 meses,2015-03-01,47,38,0,2,47,40,87
RIBERALTA,consulta externa,menores de 6 meses,2015-03-01,1405,733,94,97,1499,830,2329
ROBORE,consulta externa,menores de 6 meses,2015-03-01,43,24,3,3,46,27,73
RURRENABAQUE,consulta externa,menores de 6 meses,2015-03-01,75,84,24,14,99,98,197
SABAYA,consulta externa,menores de 6 meses,2015-03-01,10,1,3,2,13,3,16
SACABA,consulta externa,menores de 6 meses,2015-03-01,520,453,62,49,582,502,1084
SACABAMBA,consulta externa,menores de 6 meses,2015-03-01,12,5,4,2,16,7,23
SACACA,consulta externa,menores de 6 meses,2015-03-01,73,45,0,0,73,45,118
SAIPINA,consulta externa,menores de 6 meses,2015-03-01,30,28,3,2,33,30,63
SALINAS DE GARCI MENDOZA,consulta externa,menores de 6 meses,2015-03-01,28,27,2,0,30,27,57
SAMAIPATA,consulta externa,menores de 6 meses,2015-03-01,29,17,2,0,31,17,48
SAN AGUSTIN,consulta externa,menores de 6 meses,2015-03-01,6,6,0,0,6,6,12
SAN ANDRES,consulta externa,menores de 6 meses,2015-03-01,45,25,1,1,46,26,72
SAN ANDRES DE MACHACA,consulta externa,menores de 6 meses,2015-03-01,12,2,1,0,13,2,15
SAN ANTONIO DE ESMORUCO,consulta externa,menores de 6 meses,2015-03-01,14,9,1,2,15,11,26
SAN ANTONIO DE LOMERIO,consulta externa,menores de 6 meses,2015-03-01,22,13,0,0,22,13,35
SAN BENITO,consulta externa,menores de 6 meses,2015-03-01,24,18,1,7,25,25,50
SAN BORJA,consulta externa,menores de 6 meses,2015-03-01,195,163,39,24,234,187,421
SAN BUENA VENTURA,consulta externa,menores de 6 meses,2015-03-01,53,38,1,3,54,41,95
SAN CARLOS,consulta externa,menores de 6 meses,2015-03-01,161,101,13,5,174,106,280
SAN IGNACIO,consulta externa,menores de 6 meses,2015-03-01,144,111,8,3,152,114,266
SAN IGNACIO DE VELASCO,consulta externa,menores de 6 meses,2015-03-01,200,211,10,9,210,220,430
SAN JAVIER(BNI),consulta externa,menores de 6 meses,2015-03-01,6,9,2,6,8,15,23
SAN JAVIER(STC),consulta externa,menores de 6 meses,2015-03-01,36,26,1,0,37,26,63
SAN JOAQUIN,consulta externa,menores de 6 meses,2015-03-01,34,35,1,0,35,35,70
SAN JOSE DE CHIQUITOS,consulta externa,menores de 6 meses,2015-03-01,73,27,6,7,79,34,113
SAN JUAN DE YAPACANI,consulta externa,menores de 6 meses,2015-03-01,57,56,3,3,60,59,119
SAN JULIAN,consulta externa,menores de 6 meses,2015-03-01,216,146,61,24,277,170,447
SAN LORENZO(PND),consulta externa,menores de 6 meses,2015-03-01,27,11,1,1,28,12,40
SAN LORENZO(TJA),consulta externa,menores de 6 meses,2015-03-01,98,72,4,2,102,74,176
SAN LUCAS,consulta externa,menores de 6 meses,2015-03-01,90,88,4,10,94,98,192
SAN MATIAS,consulta externa,menores de 6 meses,2015-03-01,67,67,2,2,69,69,138
SAN MIGUEL DE VELASCO,consulta externa,menores de 6 meses,2015-03-01,50,27,18,13,68,40,108
SAN PABLO DE LIPEZ,consulta externa,menores de 6 meses,2015-03-01,4,19,1,0,5,19,24
SAN PEDRO,consulta externa,menores de 6 meses,2015-03-01,111,59,5,4,116,63,179
SAN PEDRO DE BUENA VISTA,consulta externa,menores de 6 meses,2015-03-01,89,72,3,8,92,80,172
SAN PEDRO DE CURAHUARA,consulta externa,menores de 6 meses,2015-03-01,8,9,0,0,8,9,17
SAN PEDRO DE QUEMES,consulta externa,menores de 6 meses,2015-03-01,8,4,0,0,8,4,12
SAN PEDRO DE TIQUINA,consulta externa,menores de 6 meses,2015-03-01,6,3,0,0,6,3,9
SAN PEDRO(PND),consulta externa,menores de 6 meses,2015-03-01,10,14,0,0,10,14,24
SAN RAFAEL,consulta externa,menores de 6 meses,2015-03-01,53,43,4,13,57,56,113
SAN RAMON BENI,consulta externa,menores de 6 meses,2015-03-01,33,15,0,0,33,15,48
SAN RAMON SCZ,consulta externa,menores de 6 meses,2015-03-01,29,28,2,1,31,29,60
SANTA ANA,consulta externa,menores de 6 meses,2015-03-01,65,54,49,39,114,93,207
SANTA CRUZ DE LA SIERRA,consulta externa,menores de 6 meses,2015-03-01,6695,9000,1381,1366,8076,10366,18442
SANTA ROSA,consulta externa,menores de 6 meses,2015-03-01,18,13,0,0,18,13,31
SANTA ROSA DEL SARA,consulta externa,menores de 6 meses,2015-03-01,67,49,3,2,70,51,121
SANTIAGO DE CALLAPA,consulta externa,menores de 6 meses,2015-03-01,1,2,4,2,5,4,9
SANTIAGO DE HUARI,consulta externa,menores de 6 meses,2015-03-01,17,16,1,3,18,19,37
SANTIAGO DE HUATA,consulta externa,menores de 6 meses,2015-03-01,4,13,0,0,4,13,17
SANTIAGO DE MACHACA,consulta externa,menores de 6 meses,2015-03-01,7,5,0,0,7,5,12
SANTIVAÑES,consulta externa,menores de 6 meses,2015-03-01,10,8,1,1,11,9,20
SANTUARIO DE QUILLACAS,consulta externa,menores de 6 meses,2015-03-01,5,6,0,0,5,6,11
SAPAHAQUI,consulta externa,menores de 6 meses,2015-03-01,13,13,0,0,13,13,26
SENA,consulta externa,menores de 6 meses,2015-03-01,23,26,5,1,28,27,55
SHINAOTA,consulta externa,menores de 6 meses,2015-03-01,118,105,8,11,126,116,242
SICA SICA (VILLA AROMA),consulta externa,menores de 6 meses,2015-03-01,38,55,0,1,38,56,94
SICAYA,consulta externa,menores de 6 meses,2015-03-01,16,5,1,0,17,5,22
SIPE SIPE,consulta externa,menores de 6 meses,2015-03-01,118,101,20,17,138,118,256
SOPACHUY,consulta externa,menores de 6 meses,2015-03-01,28,20,4,1,32,21,53
SORACACHI,consulta externa,menores de 6 meses,2015-03-01,25,15,2,0,27,15,42
SORATA,consulta externa,menores de 6 meses,2015-03-01,59,34,4,1,63,35,98
SUCRE,consulta externa,menores de 6 meses,2015-03-01,1330,1171,442,496,1772,1667,3439
TACACHI,consulta externa,menores de 6 meses,2015-03-01,4,3,1,0,5,3,8
TACACOMA,consulta externa,menores de 6 meses,2015-03-01,31,26,5,3,36,29,65
TACOBAMBA,consulta externa,menores de 6 meses,2015-03-01,14,34,0,0,14,34,48
TACOPAYA,consulta externa,menores de 6 meses,2015-03-01,12,14,2,0,14,14,28
TAHUA,consulta externa,menores de 6 meses,2015-03-01,6,1,0,0,6,1,7
TAPACARI,consulta externa,menores de 6 meses,2015-03-01,76,65,1,2,77,67,144
TARABUCO,consulta externa,menores de 6 meses,2015-03-01,30,31,0,2,30,33,63
TARACO,consulta externa,menores de 6 meses,2015-03-01,14,2,1,4,15,6,21
TARATA,consulta externa,menores de 6 meses,2015-03-01,16,12,2,4,18,16,34
TARIJA,consulta externa,menores de 6 meses,2015-03-01,1592,1199,325,264,1917,1463,3380
TARVITA,consulta externa,menores de 6 meses,2015-03-01,75,63,3,2,78,65,143
TEOPONTE,consulta externa,menores de 6 meses,2015-03-01,63,78,6,1,69,79,148
TIAWANACU,consulta externa,menores de 6 meses,2015-03-01,23,24,0,4,23,28,51
TINGUIPAYA,consulta externa,menores de 6 meses,2015-03-01,51,55,0,0,51,55,106
TIPUANI,consulta externa,menores de 6 meses,2015-03-01,24,21,15,14,39,35,74
TIQUIPAYA,consulta externa,menores de 6 meses,2015-03-01,232,172,32,28,264,200,464
TIRAQUE (CBBA),consulta externa,menores de 6 meses,2015-03-01,46,30,2,2,48,32,80
TITO YUPANQUI (PARQUIPUJIO),consulta externa,menores de 6 meses,2015-03-01,1,0,4,0,5,0,5
TOCO,consulta externa,menores de 6 meses,2015-03-01,14,15,9,14,23,29,52
TODOS SANTOS,consulta externa,menores de 6 meses,2015-03-01,0,2,0,2,0,4,4
TOLATA,consulta externa,menores de 6 meses,2015-03-01,27,10,4,2,31,12,43
TOLEDO,consulta externa,menores de 6 meses,2015-03-01,12,5,1,0,13,5,18
TOMAVE,consulta externa,menores de 6 meses,2015-03-01,40,25,1,0,41,25,66
TOMINA,consulta externa,menores de 6 meses,2015-03-01,23,26,0,0,23,26,49
TORO TORO,consulta externa,menores de 6 meses,2015-03-01,40,28,0,0,40,28,68
TOTORA(CBBA),consulta externa,menores de 6 meses,2015-03-01,57,43,1,1,58,44,102
TOTORA(ORR),consulta externa,menores de 6 meses,2015-03-01,10,5,1,0,11,5,16
TRIGAL,consulta externa,menores de 6 meses,2015-03-01,4,1,0,0,4,1,5
TRINIDAD,consulta externa,menores de 6 meses,2015-03-01,590,501,60,50,650,551,1201
TUPIZA,consulta externa,menores de 6 meses,2015-03-01,176,154,16,18,192,172,364
TURCO,consulta externa,menores de 6 meses,2015-03-01,4,2,0,1,4,3,7
UMALA,consulta externa,menores de 6 meses,2015-03-01,12,14,4,5,16,19,35
UNCIA,consulta externa,menores de 6 meses,2015-03-01,84,82,7,11,91,93,184
URIONDO (A. CONCEPCION),consulta externa,menores de 6 meses,2015-03-01,80,57,19,14,99,71,170
URUBICHA,consulta externa,menores de 6 meses,2015-03-01,33,38,0,0,33,38,71
UYUNI,consulta externa,menores de 6 meses,2015-03-01,93,97,3,0,96,97,193
VACAS,consulta externa,menores de 6 meses,2015-03-01,20,17,2,2,22,19,41
VALLEGRANDE,consulta externa,menores de 6 meses,2015-03-01,64,46,7,11,71,57,128
VIACHA,consulta externa,menores de 6 meses,2015-03-01,250,231,30,32,280,263,543
VILA VILA,consulta externa,menores de 6 meses,2015-03-01,7,18,0,1,7,19,26
VILLA CHARCAS,consulta externa,menores de 6 meses,2015-03-01,36,29,2,0,38,29,67
VILLA MONTES,consulta externa,menores de 6 meses,2015-03-01,212,223,19,14,231,237,468
VILLA NUEVA (LOMA ALTA),consulta externa,menores de 6 meses,2015-03-01,26,12,0,0,26,12,38
VILLA RIVERO,consulta externa,menores de 6 meses,2015-03-01,15,10,2,0,17,10,27
VILLA SERRANO,consulta externa,menores de 6 meses,2015-03-01,49,30,6,7,55,37,92
VILLA TUNARI,consulta externa,menores de 6 meses,2015-03-01,527,431,17,82,544,513,1057
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,menores de 6 meses,2015-03-01,44,20,8,6,52,26,78
VILLAZON,consulta externa,menores de 6 meses,2015-03-01,132,134,6,14,138,148,286
VINTO,consulta externa,menores de 6 meses,2015-03-01,34,43,65,62,99,105,204
VITICHI,consulta externa,menores de 6 meses,2015-03-01,13,7,0,0,13,7,20
WALDO BALLIVIAN,consulta externa,menores de 6 meses,2015-03-01,12,10,0,0,12,10,22
WARNES,consulta externa,menores de 6 meses,2015-03-01,483,296,29,35,512,331,843
YACO,consulta externa,menores de 6 meses,2015-03-01,21,16,4,4,25,20,45
YACUIBA,consulta externa,menores de 6 meses,2015-03-01,357,371,58,51,415,422,837
YAMPARAEZ,consulta externa,menores de 6 meses,2015-03-01,9,4,0,0,9,4,13
YANACACHI,consulta externa,menores de 6 meses,2015-03-01,17,17,1,0,18,17,35
YAPACANI,consulta externa,menores de 6 meses,2015-03-01,152,158,17,15,169,173,342
YOCALLA,consulta externa,menores de 6 meses,2015-03-01,13,11,3,0,16,11,27
YOTALA,consulta externa,menores de 6 meses,2015-03-01,20,12,1,2,21,14,35
YUNCHARA,consulta externa,menores de 6 meses,2015-03-01,19,12,0,0,19,12,31
ZUDAÑEZ,consulta externa,menores de 6 meses,2015-03-01,30,13,0,0,30,13,43
ACACIO,consulta externa,menores de 6 meses,2015-04-01,16,11,0,0,16,11,27
ACHACACHI,consulta externa,menores de 6 meses,2015-04-01,109,68,11,8,120,76,196
ACHOCALLA,consulta externa,menores de 6 meses,2015-04-01,70,49,1,1,71,50,121
AIQUILE,consulta externa,menores de 6 meses,2015-04-01,79,75,6,6,85,81,166
ALALAY,consulta externa,menores de 6 meses,2015-04-01,5,0,0,0,5,0,5
ALCALA,consulta externa,menores de 6 meses,2015-04-01,9,4,0,1,9,5,14
ALTO BENI,consulta externa,menores de 6 meses,2015-04-01,80,62,3,0,83,62,145
ANCORAIMES,consulta externa,menores de 6 meses,2015-04-01,23,20,1,1,24,21,45
ANDAMARCA,consulta externa,menores de 6 meses,2015-04-01,6,11,2,1,8,12,20
ANTEQUERA,consulta externa,menores de 6 meses,2015-04-01,6,3,1,0,7,3,10
ANZALDO,consulta externa,menores de 6 meses,2015-04-01,12,15,1,2,13,17,30
APOLO,consulta externa,menores de 6 meses,2015-04-01,100,70,20,27,120,97,217
ARAMPAMPA,consulta externa,menores de 6 meses,2015-04-01,9,4,0,0,9,4,13
ARANI,consulta externa,menores de 6 meses,2015-04-01,25,14,7,5,32,19,51
ARBIETO,consulta externa,menores de 6 meses,2015-04-01,44,26,9,6,53,32,85
ARQUE,consulta externa,menores de 6 meses,2015-04-01,24,17,2,1,26,18,44
ASCENCION DE GUARAYOS,consulta externa,menores de 6 meses,2015-04-01,91,79,8,4,99,83,182
ATOCHA,consulta externa,menores de 6 meses,2015-04-01,28,29,4,5,32,34,66
AUCAPATA,consulta externa,menores de 6 meses,2015-04-01,5,5,0,1,5,6,11
AYATA,consulta externa,menores de 6 meses,2015-04-01,20,12,0,0,20,12,32
AYO AYO,consulta externa,menores de 6 meses,2015-04-01,28,20,6,2,34,22,56
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,menores de 6 meses,2015-04-01,62,52,4,4,66,56,122
AZURDUY,consulta externa,menores de 6 meses,2015-04-01,43,35,2,1,45,36,81
BATALLAS,consulta externa,menores de 6 meses,2015-04-01,29,35,1,1,30,36,66
BAURES,consulta externa,menores de 6 meses,2015-04-01,24,15,6,1,30,16,46
BELEN DE ANDAMARCA,consulta externa,menores de 6 meses,2015-04-01,8,2,1,0,9,2,11
BELEN DE URMIRI,consulta externa,menores de 6 meses,2015-04-01,4,4,0,0,4,4,8
BELLA FLOR,consulta externa,menores de 6 meses,2015-04-01,8,4,0,0,8,4,12
BERMEJO,consulta externa,menores de 6 meses,2015-04-01,439,389,19,22,458,411,869
BETANZOS,consulta externa,menores de 6 meses,2015-04-01,64,67,1,0,65,67,132
BOLIVAR,consulta externa,menores de 6 meses,2015-04-01,24,17,0,2,24,19,43
BOLPEBRA,consulta externa,menores de 6 meses,2015-04-01,1,6,0,0,1,6,7
BOYUIBE,consulta externa,menores de 6 meses,2015-04-01,20,8,1,2,21,10,31
BUENA VISTA,consulta externa,menores de 6 meses,2015-04-01,36,43,9,6,45,49,94
CABEZAS,consulta externa,menores de 6 meses,2015-04-01,146,160,11,3,157,163,320
CAIROMA,consulta externa,menores de 6 meses,2015-04-01,22,23,4,4,26,27,53
"CAIZA ""D""",consulta externa,menores de 6 meses,2015-04-01,35,17,0,0,35,17,52
CAJUATA,consulta externa,menores de 6 meses,2015-04-01,40,45,3,3,43,48,91
CALACOTO,consulta externa,menores de 6 meses,2015-04-01,15,7,0,0,15,7,22
CALAMARCA,consulta externa,menores de 6 meses,2015-04-01,33,31,3,4,36,35,71
CAMARGO,consulta externa,menores de 6 meses,2015-04-01,39,73,2,0,41,73,114
CAMATAQUI (C. VILLA ABECIA),consulta externa,menores de 6 meses,2015-04-01,6,3,0,0,6,3,9
