,group,variable,month,NINOS DE 6 MESES A < 1 AÑO NUEVO,NINOS DE 6 MESES A < 1 AÑO NUEVO,NINOS DE 6 MESES A < 1 AÑO REPETIDO,NINOS DE 6 MESES A < 1 AÑO REPETIDO,TOTALES,TOTALES,TOTALES
TURCO,consulta externa,ninos de 6 meses a < 1 ano,2015-02-01,8,5,0,0,8,5,13
UMALA,consulta externa,ninos de 6 meses a < 1 ano,2015-02-01,8,22,0,0,8,22,30
UNCIA,consulta externa,ninos de 6 meses a < 1 ano,2015-02-01,60,42,10,2,70,44,114
URIONDO (A. CONCEPCION),consulta externa,ninos de 6 meses a < 1 ano,2015-02-01,76,78,7,12,83,90,173
URUBICHA,consulta externa,ninos de 6 meses a < 1 ano,2015-02-01,29,39,0,1,29,40,69
UYUNI,consulta externa,ninos de 6 meses a < 1 ano,2015-02-01,78,75,3,1,81,76,157
VACAS,consulta externa,ninos de 6 meses a < 1 ano,2015-02-01,22,21,1,0,23,21,44
VALLEGRANDE,consulta externa,ninos de 6 meses a < 1 ano,2015-02-01,28,31,5,4,33,35,68
VIACHA,consulta externa,ninos de 6 meses a < 1 ano,2015-02-01,102,77,54,47,156,124,280
VILA VILA,consulta externa,ninos de 6 meses a < 1 ano,2015-02-01,11,11,1,2,12,13,25
VILLA CHARCAS,consulta externa,ninos de 6 meses a < 1 ano,2015-02-01,48,38,1,1,49,39,88
VILLA MONTES,consulta externa,ninos de 6 meses a < 1 ano,2015-02-01,180,174,25,15,205,189,394
VILLA NUEVA (LOMA ALTA),consulta externa,ninos de 6 meses a < 1 ano,2015-02-01,24,7,0,0,24,7,31
VILLA RIVERO,consulta externa,ninos de 6 meses a < 1 ano,2015-02-01,41,20,3,4,44,24,68
VILLA SERRANO,consulta externa,ninos de 6 meses a < 1 ano,2015-02-01,30,48,2,9,32,57,89
VILLA TUNARI,consulta externa,ninos de 6 meses a < 1 ano,2015-02-01,476,405,28,23,504,428,932
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,ninos de 6 meses a < 1 ano,2015-02-01,24,21,6,1,30,22,52
VILLAZON,consulta externa,ninos de 6 meses a < 1 ano,2015-02-01,106,87,2,1,108,88,196
VINTO,consulta externa,ninos de 6 meses a < 1 ano,2015-02-01,44,52,78,65,122,117,239
VITICHI,consulta externa,ninos de 6 meses a < 1 ano,2015-02-01,16,12,2,3,18,15,33
WALDO BALLIVIAN,consulta externa,ninos de 6 meses a < 1 ano,2015-02-01,10,7,0,0,10,7,17
WARNES,consulta externa,ninos de 6 meses a < 1 ano,2015-02-01,336,309,65,40,401,349,750
YACO,consulta externa,ninos de 6 meses a < 1 ano,2015-02-01,19,15,0,0,19,15,34
YACUIBA,consulta externa,ninos de 6 meses a < 1 ano,2015-02-01,326,298,52,56,378,354,732
YAMPARAEZ,consulta externa,ninos de 6 meses a < 1 ano,2015-02-01,13,4,2,0,15,4,19
YANACACHI,consulta externa,ninos de 6 meses a < 1 ano,2015-02-01,16,10,0,0,16,10,26
YAPACANI,consulta externa,ninos de 6 meses a < 1 ano,2015-02-01,171,153,11,14,182,167,349
YOCALLA,consulta externa,ninos de 6 meses a < 1 ano,2015-02-01,24,10,0,0,24,10,34
YOTALA,consulta externa,ninos de 6 meses a < 1 ano,2015-02-01,18,14,6,2,24,16,40
YUNCHARA,consulta externa,ninos de 6 meses a < 1 ano,2015-02-01,23,12,0,0,23,12,35
YUNGUYO DE LITORAL,consulta externa,ninos de 6 meses a < 1 ano,2015-02-01,1,0,0,0,1,0,1
ZUDAÑEZ,consulta externa,ninos de 6 meses a < 1 ano,2015-02-01,21,13,2,1,23,14,37
ACACIO,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,21,14,0,0,21,14,35
ACHACACHI,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,77,59,17,17,94,76,170
ACHOCALLA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,62,58,1,0,63,58,121
AIQUILE,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,64,57,8,4,72,61,133
ALALAY,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,4,4,0,0,4,4,8
ALCALA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,14,14,0,0,14,14,28
ALTO BENI,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,67,89,2,2,69,91,160
ANCORAIMES,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,28,23,0,0,28,23,51
ANDAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,11,4,1,0,12,4,16
ANTEQUERA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,8,6,0,0,8,6,14
ANZALDO,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,5,11,17,11,22,22,44
APOLO,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,81,73,36,27,117,100,217
ARAMPAMPA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,13,11,0,0,13,11,24
ARANI,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,23,18,1,0,24,18,42
ARBIETO,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,56,43,4,6,60,49,109
ARQUE,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,32,37,2,0,34,37,71
ASCENCION DE GUARAYOS,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,85,69,7,7,92,76,168
ATOCHA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,35,31,4,4,39,35,74
AUCAPATA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,13,14,0,0,13,14,27
AYATA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,22,16,0,0,22,16,38
AYO AYO,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,6,12,11,8,17,20,37
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,89,68,4,5,93,73,166
AZURDUY,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,49,28,4,1,53,29,82
BATALLAS,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,31,27,2,1,33,28,61
BAURES,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,14,15,0,2,14,17,31
BELEN DE ANDAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,11,3,0,0,11,3,14
BELEN DE URMIRI,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,3,3,0,0,3,3,6
BELLA FLOR,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,15,17,1,2,16,19,35
BERMEJO,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,283,239,65,37,348,276,624
BETANZOS,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,65,62,1,1,66,63,129
BOLIVAR,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,14,18,1,1,15,19,34
BOLPEBRA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,3,5,0,0,3,5,8
BOYUIBE,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,26,12,3,1,29,13,42
BUENA VISTA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,61,52,1,3,62,55,117
CABEZAS,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,145,148,0,6,145,154,299
CAIROMA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,19,18,6,6,25,24,49
"CAIZA ""D""",consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,18,27,0,2,18,29,47
CAJUATA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,41,55,0,2,41,57,98
CALACOTO,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,5,9,0,0,5,9,14
CALAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,36,30,0,1,36,31,67
CAMARGO,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,48,46,0,1,48,47,95
CAMATAQUI (C. VILLA ABECIA),consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,7,7,0,1,7,8,15
CAMIRI,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,189,132,8,7,197,139,336
CAPINOTA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,65,80,9,11,74,91,165
CAQUIAVIRI,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,30,16,0,0,30,16,46
CARACOLLO,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,116,88,0,1,116,89,205
CARANAVI,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,149,131,54,58,203,189,392
CARANGAS,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,1,0,0,0,1,0,1
CARAPARI,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,64,33,3,3,67,36,103
CARIPUYO,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,14,16,0,1,14,17,31
CARMEN RIVERO TORREZ,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,14,10,1,1,15,11,26
CATACORA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,0,5,0,1,0,6,6
CHACARILLA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,1,3,2,0,3,3,6
CHALLAPATA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,82,92,70,74,152,166,318
CHAQUI,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,18,18,0,1,18,19,37
CHARAGUA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,171,179,5,8,176,187,363
CHARAÑA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,3,1,0,0,3,1,4
CHAYANTA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,36,32,2,1,38,33,71
CHIMORE,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,194,141,20,15,214,156,370
CHIPAYA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,4,0,0,0,4,0,4
CHOQUE COTA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,2,0,0,0,2,0,2
CHUA COCANI,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,3,3,1,0,4,3,7
CHULUMANI (V. DE LA LIBERTAD),consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,53,60,4,13,57,73,130
CHUMA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,9,18,1,0,10,18,28
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,11,13,0,0,11,13,24
CKOCHAS,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,33,30,1,1,34,31,65
CLIZA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,54,49,37,28,91,77,168
COBIJA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,337,289,26,20,363,309,672
COCAPATA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,68,54,1,2,69,56,125
COCHABAMBA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,2459,2437,1377,1315,3836,3752,7588
COIPASA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,3,2,0,0,3,2,5
COLCAPIRHUA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,123,105,119,133,242,238,480
"COLCHA ""K""",consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,58,38,5,6,63,44,107
COLLANA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,2,5,1,0,3,5,8
COLOMI,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,53,39,1,1,54,40,94
COLPA BELGICA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,56,25,8,9,64,34,98
COLQUECHACA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,87,78,0,1,87,79,166
COLQUENCHA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,8,12,0,4,8,16,24
COLQUIRI,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,43,30,1,1,44,31,75
COMANCHE,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,4,3,0,0,4,3,7
COMARAPA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,44,37,14,4,58,41,99
COMBAYA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,2,5,0,0,2,5,7
CONCEPCION,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,53,43,88,46,141,89,230
COPACABANA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,18,13,2,2,20,15,35
CORIPATA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,49,53,9,7,58,60,118
CORO CORO,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,23,18,1,0,24,18,42
COROICO,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,52,42,4,3,56,45,101
CORQUE,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,14,21,0,0,14,21,35
COTAGAITA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,66,70,5,6,71,76,147
COTOCA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,247,243,22,16,269,259,528
CUATRO CAÑADAS,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,108,108,17,10,125,118,243
CUCHUMUELA (V. G. VILLARROEL),consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,3,1,0,0,3,1,4
CUEVO,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,17,14,0,0,17,14,31
CULPINA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,59,42,4,0,63,42,105
CURAHUARA DE CARANGAS,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,10,11,0,0,10,11,21
CURVA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,12,14,0,0,12,14,26
DESAGUADERO,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,10,6,0,0,10,6,16
EL ALTO,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,3249,2623,847,862,4096,3485,7581
EL CHORO,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,18,6,0,0,18,6,24
EL PUENTE(STC),consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,71,67,2,0,73,67,140
EL PUENTE(TJA),consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,29,23,1,2,30,25,55
EL TORNO,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,348,313,33,28,381,341,722
EL VILLAR,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,12,7,0,2,12,9,21
ENTRE RIOS TRJ,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,75,54,0,2,75,56,131
ENTRE RIOS CBBA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,262,264,23,27,285,291,576
ESCARA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,10,2,0,0,10,2,12
ESCOMA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,1,2,5,3,6,5,11
ESMERALDA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,1,2,0,0,1,2,3
EUCALIPTUS,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,25,11,4,3,29,14,43
EUREKA (SANTOS MERCADO),consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,6,7,1,2,7,9,16
EXALTACION,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,9,12,10,10,19,22,41
FERNANDEZ ALONSO,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,139,71,68,41,207,112,319
FILADELFIA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,37,34,0,0,37,34,71
GENERAL SAAVEDRA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,48,38,10,9,58,47,105
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,28,15,7,7,35,22,57
GUANAY,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,98,65,0,6,98,71,169
GUAQUI,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,12,9,1,1,13,10,23
GUAYARAMERIN,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,218,230,34,29,252,259,511
GUTIERREZ,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,109,97,8,8,117,105,222
HUACARETA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,29,33,6,4,35,37,72
HUACAYA (VILLA DE HUACAYA),consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,11,9,0,1,11,10,21
HUACHACALLA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,0,3,0,0,0,3,3
HUANUNI,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,51,73,9,17,60,90,150
HUARACAJE,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,36,27,0,0,36,27,63
HUARINA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,10,9,7,8,17,17,34
HUATAJATA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,2,2,6,6,8,8,16
HUAYLLAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,4,5,2,0,6,5,11
HUMANATA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,8,2,0,1,8,3,11
ICHOCA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,8,6,0,0,8,6,14
ICLA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,43,23,6,0,49,23,72
INCAHUASI,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,25,40,2,5,27,45,72
INGAVI (HUMAITA),consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,6,4,0,0,6,4,10
INQUISIVI,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,27,22,2,0,29,22,51
IRUPANA (VILLA DE LANZA),consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,65,52,9,3,74,55,129
IXIAMAS,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,39,42,0,0,39,42,81
JESUS DE MACHACA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,32,42,17,16,49,58,107
LA ASUNTA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,227,160,14,14,241,174,415
LA GUARDIA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,376,388,39,34,415,422,837
LA PAZ,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,2777,2643,584,664,3361,3307,6668
LA RIVERA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,0,1,0,0,0,1,1
LAGUNILLAS,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,36,43,1,2,37,45,82
LAJA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,28,14,10,2,38,16,54
LAS CARRERAS,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,13,11,2,1,15,12,27
LICOMA PAMPA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,10,4,0,0,10,4,14
LLALLAGUA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,146,123,23,10,169,133,302
LLICA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,3,15,1,1,4,16,20
LORETO,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,16,22,2,1,18,23,41
LURIBAY,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,14,30,2,6,16,36,52
MACHACAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,4,13,1,0,5,13,18
MACHARETI,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,37,30,1,1,38,31,69
MAGDALENA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,62,53,2,3,64,56,120
MAIRANA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,40,35,7,6,47,41,88
MALLA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,7,4,0,0,7,4,11
MAPIRI,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,67,36,3,2,70,38,108
MECAPACA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,39,31,0,1,39,32,71
MINEROS,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,83,129,7,12,90,141,231
MIZQUE,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,102,82,8,3,110,85,195
MOCOMOCO,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,15,19,0,1,15,20,35
MOJINETE,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,0,4,1,2,1,6,7
MOJOCOYA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,13,34,4,4,17,38,55
MONTEAGUDO,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,100,93,18,10,118,103,221
MONTERO,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,724,627,101,80,825,707,1532
MORO MORO,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,6,5,0,0,6,5,11
MOROCHATA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,24,17,6,7,30,24,54
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,12,20,2,6,14,26,40
NAZACARA DE PACAJES,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,1,2,0,0,1,2,3
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,15,7,1,4,16,11,27
OCURI,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,36,23,0,1,36,24,60
OKINAWA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,71,56,9,2,80,58,138
OMEREQUE,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,21,31,2,0,23,31,54
ORURO,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,1312,1162,409,436,1721,1598,3319
PADCAYA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,79,82,6,16,85,98,183
PADILLA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,32,32,0,0,32,32,64
PAILON,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,87,83,9,12,96,95,191
PALCA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,44,33,2,5,46,38,84
PALOS BLANCOS,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,170,109,118,88,288,197,485
PAMPA AULLAGAS,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,4,6,0,0,4,6,10
PAMPA GRANDE,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,30,32,7,2,37,34,71
PAPEL PAMPA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,16,17,0,0,16,17,33
PASORAPA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,13,5,0,0,13,5,18
PATACAMAYA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,50,45,1,4,51,49,100
PAZÑA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,9,19,1,0,10,19,29
PELECHUCO,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,23,18,0,0,23,18,41
POCOATA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,46,45,1,0,47,45,92
POCONA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,33,31,0,1,33,32,65
POJO (CBBA),consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,50,41,2,2,52,43,95
POOPO,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,21,20,0,0,21,20,41
PORCO,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,53,20,1,0,54,20,74
POROMA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,48,54,5,2,53,56,109
PORONGO,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,22,26,2,2,24,28,52
PORTACHUELO,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,126,94,94,112,220,206,426
PORVENIR,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,18,17,1,2,19,19,38
POSTRER VALLE,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,1,8,0,0,1,8,9
POTOSI,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,854,793,160,182,1014,975,1989
PRESTO,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,35,28,0,1,35,29,64
PUCARA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,2,5,0,3,2,8,10
PUCARANI,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,44,36,0,2,44,38,82
PUERTO ACOSTA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,24,19,0,0,24,19,43
PUERTO CARABUCO,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,23,14,1,1,24,15,39
PUERTO GONZALO MORENO,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,56,27,9,3,65,30,95
PUERTO PEREZ,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,13,7,0,0,13,7,20
PUERTO QUIJARRO,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,144,74,2,2,146,76,222
PUERTO RICO,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,77,76,4,4,81,80,161
PUERTO SILES,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,11,11,1,1,12,12,24
PUERTO SUAREZ,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,27,46,8,4,35,50,85
PUERTO VILLARROEL,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,335,284,20,21,355,305,660
PUNA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,48,38,3,0,51,38,89
PUNATA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,92,76,19,18,111,94,205
QUIABAYA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,8,6,11,12,19,18,37
QUILLACOLLO,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,662,448,541,435,1203,883,2086
QUIME,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,33,22,0,1,33,23,56
QUIRUSILLAS,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,1,8,0,0,1,8,9
RAVELO,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,46,47,1,0,47,47,94
REYES,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,88,48,2,4,90,52,142
RIBERALTA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,580,587,113,51,693,638,1331
ROBORE,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,32,63,4,11,36,74,110
RURRENABAQUE,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,106,80,10,12,116,92,208
SABAYA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,6,1,0,0,6,1,7
SACABA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,532,470,79,48,611,518,1129
SACABAMBA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,8,18,7,6,15,24,39
SACACA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,55,44,0,0,55,44,99
SAIPINA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,28,22,1,2,29,24,53
SALINAS DE GARCI MENDOZA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,25,30,0,2,25,32,57
SAMAIPATA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,26,39,0,1,26,40,66
SAN AGUSTIN,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,4,7,0,1,4,8,12
SAN ANDRES,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,66,38,9,5,75,43,118
SAN ANDRES DE MACHACA,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,2,4,0,0,2,4,6
SAN ANTONIO DE ESMORUCO,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,7,6,1,1,8,7,15
SAN ANTONIO DE LOMERIO,consulta externa,ninos de 6 meses a < 1 ano,2015-03-01,25,19,2,0,27,19,46
