,group,variable,month,PERSONAS DE 60 AÑOS Y MÁS NUEVO,PERSONAS DE 60 AÑOS Y MÁS NUEVO,PERSONAS DE 60 AÑOS Y MÁS REPETIDO,PERSONAS DE 60 AÑOS Y MÁS REPETIDO,TOTALES,TOTALES,TOTALES
EXALTACION,consulta externa,personas de 60 anos y mas,2015-04-01,20,11,2,1,22,12,34
FERNANDEZ ALONSO,consulta externa,personas de 60 anos y mas,2015-04-01,136,146,25,22,161,168,329
FILADELFIA,consulta externa,personas de 60 anos y mas,2015-04-01,42,20,0,0,42,20,62
GENERAL SAAVEDRA,consulta externa,personas de 60 anos y mas,2015-04-01,175,216,19,14,194,230,424
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 60 anos y mas,2015-04-01,115,106,6,20,121,126,247
GUANAY,consulta externa,personas de 60 anos y mas,2015-04-01,200,156,1,0,201,156,357
GUAQUI,consulta externa,personas de 60 anos y mas,2015-04-01,170,175,27,30,197,205,402
GUAYARAMERIN,consulta externa,personas de 60 anos y mas,2015-04-01,443,504,129,254,572,758,1330
GUTIERREZ,consulta externa,personas de 60 anos y mas,2015-04-01,131,186,3,17,134,203,337
HUACARETA,consulta externa,personas de 60 anos y mas,2015-04-01,152,159,11,9,163,168,331
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 60 anos y mas,2015-04-01,43,47,3,0,46,47,93
HUACHACALLA,consulta externa,personas de 60 anos y mas,2015-04-01,38,31,20,57,58,88,146
HUANUNI,consulta externa,personas de 60 anos y mas,2015-04-01,310,235,80,72,390,307,697
HUARACAJE,consulta externa,personas de 60 anos y mas,2015-04-01,43,53,2,2,45,55,100
HUARINA,consulta externa,personas de 60 anos y mas,2015-04-01,100,82,47,30,147,112,259
HUATAJATA,consulta externa,personas de 60 anos y mas,2015-04-01,63,41,93,112,156,153,309
HUAYLLAMARCA,consulta externa,personas de 60 anos y mas,2015-04-01,114,112,6,7,120,119,239
HUMANATA,consulta externa,personas de 60 anos y mas,2015-04-01,67,60,0,0,67,60,127
ICHOCA,consulta externa,personas de 60 anos y mas,2015-04-01,79,74,2,1,81,75,156
ICLA,consulta externa,personas de 60 anos y mas,2015-04-01,92,194,14,34,106,228,334
INCAHUASI,consulta externa,personas de 60 anos y mas,2015-04-01,102,146,10,20,112,166,278
INGAVI (HUMAITA),consulta externa,personas de 60 anos y mas,2015-04-01,2,0,1,0,3,0,3
INQUISIVI,consulta externa,personas de 60 anos y mas,2015-04-01,166,163,10,4,176,167,343
IRUPANA (VILLA DE LANZA),consulta externa,personas de 60 anos y mas,2015-04-01,261,207,92,270,353,477,830
IXIAMAS,consulta externa,personas de 60 anos y mas,2015-04-01,52,27,5,7,57,34,91
JESUS DE MACHACA,consulta externa,personas de 60 anos y mas,2015-04-01,271,285,37,41,308,326,634
LA ASUNTA,consulta externa,personas de 60 anos y mas,2015-04-01,144,112,33,18,177,130,307
LA GUARDIA,consulta externa,personas de 60 anos y mas,2015-04-01,416,516,37,41,453,557,1010
LA PAZ,consulta externa,personas de 60 anos y mas,2015-04-01,11628,16757,10425,14427,22053,31184,53237
LA RIVERA,consulta externa,personas de 60 anos y mas,2015-04-01,5,9,1,0,6,9,15
LAGUNILLAS,consulta externa,personas de 60 anos y mas,2015-04-01,63,84,3,2,66,86,152
LAJA,consulta externa,personas de 60 anos y mas,2015-04-01,126,156,53,61,179,217,396
LAS CARRERAS,consulta externa,personas de 60 anos y mas,2015-04-01,83,103,0,2,83,105,188
LICOMA PAMPA,consulta externa,personas de 60 anos y mas,2015-04-01,45,48,1,0,46,48,94
LLALLAGUA,consulta externa,personas de 60 anos y mas,2015-04-01,372,519,94,104,466,623,1089
LLICA,consulta externa,personas de 60 anos y mas,2015-04-01,29,48,6,7,35,55,90
LORETO,consulta externa,personas de 60 anos y mas,2015-04-01,54,29,8,2,62,31,93
LURIBAY,consulta externa,personas de 60 anos y mas,2015-04-01,286,280,21,22,307,302,609
MACHACAMARCA,consulta externa,personas de 60 anos y mas,2015-04-01,54,85,22,34,76,119,195
MACHARETI,consulta externa,personas de 60 anos y mas,2015-04-01,117,158,10,9,127,167,294
MAGDALENA,consulta externa,personas de 60 anos y mas,2015-04-01,139,143,35,43,174,186,360
MAIRANA,consulta externa,personas de 60 anos y mas,2015-04-01,74,87,27,32,101,119,220
MALLA,consulta externa,personas de 60 anos y mas,2015-04-01,35,41,1,0,36,41,77
MAPIRI,consulta externa,personas de 60 anos y mas,2015-04-01,97,69,11,5,108,74,182
MECAPACA,consulta externa,personas de 60 anos y mas,2015-04-01,136,136,8,8,144,144,288
MINEROS,consulta externa,personas de 60 anos y mas,2015-04-01,62,82,3,3,65,85,150
MIZQUE,consulta externa,personas de 60 anos y mas,2015-04-01,166,227,28,30,194,257,451
MOCOMOCO,consulta externa,personas de 60 anos y mas,2015-04-01,197,192,25,16,222,208,430
MOJINETE,consulta externa,personas de 60 anos y mas,2015-04-01,16,28,0,2,16,30,46
MOJOCOYA,consulta externa,personas de 60 anos y mas,2015-04-01,107,170,12,24,119,194,313
MONTEAGUDO,consulta externa,personas de 60 anos y mas,2015-04-01,538,818,73,70,611,888,1499
MONTERO,consulta externa,personas de 60 anos y mas,2015-04-01,1367,1711,331,527,1698,2238,3936
MORO MORO,consulta externa,personas de 60 anos y mas,2015-04-01,31,48,34,65,65,113,178
MOROCHATA,consulta externa,personas de 60 anos y mas,2015-04-01,115,189,18,11,133,200,333
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 60 anos y mas,2015-04-01,21,5,0,0,21,5,26
NAZACARA DE PACAJES,consulta externa,personas de 60 anos y mas,2015-04-01,13,11,0,0,13,11,24
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 60 anos y mas,2015-04-01,12,12,1,1,13,13,26
OCURI,consulta externa,personas de 60 anos y mas,2015-04-01,118,186,4,7,122,193,315
OKINAWA,consulta externa,personas de 60 anos y mas,2015-04-01,116,128,14,17,130,145,275
OMEREQUE,consulta externa,personas de 60 anos y mas,2015-04-01,80,76,5,3,85,79,164
ORURO,consulta externa,personas de 60 anos y mas,2015-04-01,4218,4762,2355,3126,6573,7888,14461
PADCAYA,consulta externa,personas de 60 anos y mas,2015-04-01,280,374,36,53,316,427,743
PADILLA,consulta externa,personas de 60 anos y mas,2015-04-01,262,416,15,28,277,444,721
PAILON,consulta externa,personas de 60 anos y mas,2015-04-01,135,136,19,15,154,151,305
PALCA,consulta externa,personas de 60 anos y mas,2015-04-01,142,110,8,5,150,115,265
PALOS BLANCOS,consulta externa,personas de 60 anos y mas,2015-04-01,308,220,53,42,361,262,623
PAMPA AULLAGAS,consulta externa,personas de 60 anos y mas,2015-04-01,13,24,3,0,16,24,40
PAMPA GRANDE,consulta externa,personas de 60 anos y mas,2015-04-01,79,77,7,7,86,84,170
PAPEL PAMPA,consulta externa,personas de 60 anos y mas,2015-04-01,186,210,7,9,193,219,412
PASORAPA,consulta externa,personas de 60 anos y mas,2015-04-01,64,96,4,10,68,106,174
PATACAMAYA,consulta externa,personas de 60 anos y mas,2015-04-01,125,110,29,33,154,143,297
PAZÑA,consulta externa,personas de 60 anos y mas,2015-04-01,110,106,3,5,113,111,224
PELECHUCO,consulta externa,personas de 60 anos y mas,2015-04-01,50,41,3,3,53,44,97
POCOATA,consulta externa,personas de 60 anos y mas,2015-04-01,256,394,3,2,259,396,655
POCONA,consulta externa,personas de 60 anos y mas,2015-04-01,105,226,5,8,110,234,344
POJO (CBBA),consulta externa,personas de 60 anos y mas,2015-04-01,65,94,1,7,66,101,167
POOPO,consulta externa,personas de 60 anos y mas,2015-04-01,71,84,19,15,90,99,189
PORCO,consulta externa,personas de 60 anos y mas,2015-04-01,26,51,2,6,28,57,85
POROMA,consulta externa,personas de 60 anos y mas,2015-04-01,172,220,8,12,180,232,412
PORONGO,consulta externa,personas de 60 anos y mas,2015-04-01,62,59,8,8,70,67,137
PORTACHUELO,consulta externa,personas de 60 anos y mas,2015-04-01,246,291,64,70,310,361,671
PORVENIR,consulta externa,personas de 60 anos y mas,2015-04-01,41,34,14,9,55,43,98
POSTRER VALLE,consulta externa,personas de 60 anos y mas,2015-04-01,37,35,7,11,44,46,90
POTOSI,consulta externa,personas de 60 anos y mas,2015-04-01,2562,3387,1835,1919,4397,5306,9703
PRESTO,consulta externa,personas de 60 anos y mas,2015-04-01,142,171,3,0,145,171,316
PUCARA,consulta externa,personas de 60 anos y mas,2015-04-01,40,50,38,87,78,137,215
PUCARANI,consulta externa,personas de 60 anos y mas,2015-04-01,285,226,82,67,367,293,660
PUERTO ACOSTA,consulta externa,personas de 60 anos y mas,2015-04-01,181,162,10,14,191,176,367
PUERTO CARABUCO,consulta externa,personas de 60 anos y mas,2015-04-01,226,221,42,41,268,262,530
PUERTO GONZALO MORENO,consulta externa,personas de 60 anos y mas,2015-04-01,92,71,24,7,116,78,194
PUERTO PEREZ,consulta externa,personas de 60 anos y mas,2015-04-01,100,97,33,60,133,157,290
PUERTO QUIJARRO,consulta externa,personas de 60 anos y mas,2015-04-01,87,83,5,2,92,85,177
PUERTO RICO,consulta externa,personas de 60 anos y mas,2015-04-01,81,39,7,4,88,43,131
PUERTO SILES,consulta externa,personas de 60 anos y mas,2015-04-01,16,26,0,0,16,26,42
PUERTO SUAREZ,consulta externa,personas de 60 anos y mas,2015-04-01,126,125,10,19,136,144,280
PUERTO VILLARROEL,consulta externa,personas de 60 anos y mas,2015-04-01,185,169,28,24,213,193,406
PUNA,consulta externa,personas de 60 anos y mas,2015-04-01,250,511,16,18,266,529,795
PUNATA,consulta externa,personas de 60 anos y mas,2015-04-01,299,431,240,378,539,809,1348
QUIABAYA,consulta externa,personas de 60 anos y mas,2015-04-01,80,79,15,12,95,91,186
QUILLACOLLO,consulta externa,personas de 60 anos y mas,2015-04-01,921,1238,834,1092,1755,2330,4085
QUIME,consulta externa,personas de 60 anos y mas,2015-04-01,111,70,40,23,151,93,244
QUIRUSILLAS,consulta externa,personas de 60 anos y mas,2015-04-01,18,29,0,0,18,29,47
RAVELO,consulta externa,personas de 60 anos y mas,2015-04-01,170,296,4,7,174,303,477
REYES,consulta externa,personas de 60 anos y mas,2015-04-01,218,230,41,43,259,273,532
RIBERALTA,consulta externa,personas de 60 anos y mas,2015-04-01,808,856,231,297,1039,1153,2192
ROBORE,consulta externa,personas de 60 anos y mas,2015-04-01,255,279,44,43,299,322,621
RURRENABAQUE,consulta externa,personas de 60 anos y mas,2015-04-01,160,168,92,91,252,259,511
SABAYA,consulta externa,personas de 60 anos y mas,2015-04-01,176,183,110,62,286,245,531
SACABA,consulta externa,personas de 60 anos y mas,2015-04-01,1125,1568,482,575,1607,2143,3750
SACABAMBA,consulta externa,personas de 60 anos y mas,2015-04-01,46,77,6,15,52,92,144
SACACA,consulta externa,personas de 60 anos y mas,2015-04-01,80,124,1,2,81,126,207
SAIPINA,consulta externa,personas de 60 anos y mas,2015-04-01,57,60,8,16,65,76,141
SALINAS DE GARCI MENDOZA,consulta externa,personas de 60 anos y mas,2015-04-01,150,164,5,5,155,169,324
SAMAIPATA,consulta externa,personas de 60 anos y mas,2015-04-01,141,143,24,48,165,191,356
SAN AGUSTIN,consulta externa,personas de 60 anos y mas,2015-04-01,29,42,16,20,45,62,107
SAN ANDRES,consulta externa,personas de 60 anos y mas,2015-04-01,113,74,9,10,122,84,206
SAN ANDRES DE MACHACA,consulta externa,personas de 60 anos y mas,2015-04-01,141,148,72,74,213,222,435
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 60 anos y mas,2015-04-01,16,27,2,2,18,29,47
SAN ANTONIO DE LOMERIO,consulta externa,personas de 60 anos y mas,2015-04-01,60,76,0,4,60,80,140
SAN BENITO,consulta externa,personas de 60 anos y mas,2015-04-01,66,106,48,51,114,157,271
SAN BORJA,consulta externa,personas de 60 anos y mas,2015-04-01,362,373,111,135,473,508,981
SAN BUENA VENTURA,consulta externa,personas de 60 anos y mas,2015-04-01,95,90,20,19,115,109,224
SAN CARLOS,consulta externa,personas de 60 anos y mas,2015-04-01,261,252,55,61,316,313,629
SAN IGNACIO,consulta externa,personas de 60 anos y mas,2015-04-01,193,231,69,105,262,336,598
SAN IGNACIO DE VELASCO,consulta externa,personas de 60 anos y mas,2015-04-01,285,347,33,47,318,394,712
SAN JAVIER(BNI),consulta externa,personas de 60 anos y mas,2015-04-01,23,14,2,1,25,15,40
SAN JAVIER(STC),consulta externa,personas de 60 anos y mas,2015-04-01,56,66,3,5,59,71,130
SAN JOAQUIN,consulta externa,personas de 60 anos y mas,2015-04-01,28,55,10,16,38,71,109
SAN JOSE DE CHIQUITOS,consulta externa,personas de 60 anos y mas,2015-04-01,150,209,14,14,164,223,387
SAN JUAN DE YAPACANI,consulta externa,personas de 60 anos y mas,2015-04-01,107,90,27,44,134,134,268
SAN JULIAN,consulta externa,personas de 60 anos y mas,2015-04-01,335,284,11,10,346,294,640
SAN LORENZO(PND),consulta externa,personas de 60 anos y mas,2015-04-01,38,22,0,0,38,22,60
SAN LORENZO(TJA),consulta externa,personas de 60 anos y mas,2015-04-01,222,367,10,19,232,386,618
SAN LUCAS,consulta externa,personas de 60 anos y mas,2015-04-01,366,614,17,21,383,635,1018
SAN MATIAS,consulta externa,personas de 60 anos y mas,2015-04-01,135,121,17,7,152,128,280
SAN MIGUEL DE VELASCO,consulta externa,personas de 60 anos y mas,2015-04-01,70,69,46,47,116,116,232
SAN PABLO DE LIPEZ,consulta externa,personas de 60 anos y mas,2015-04-01,50,63,2,4,52,67,119
SAN PEDRO,consulta externa,personas de 60 anos y mas,2015-04-01,255,253,32,38,287,291,578
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 60 anos y mas,2015-04-01,88,157,0,0,88,157,245
SAN PEDRO DE CURAHUARA,consulta externa,personas de 60 anos y mas,2015-04-01,118,126,18,15,136,141,277
SAN PEDRO DE QUEMES,consulta externa,personas de 60 anos y mas,2015-04-01,17,13,1,0,18,13,31
SAN PEDRO DE TIQUINA,consulta externa,personas de 60 anos y mas,2015-04-01,81,110,106,156,187,266,453
SAN PEDRO(PND),consulta externa,personas de 60 anos y mas,2015-04-01,35,19,2,2,37,21,58
SAN RAFAEL,consulta externa,personas de 60 anos y mas,2015-04-01,37,50,92,31,129,81,210
SAN RAMON BENI,consulta externa,personas de 60 anos y mas,2015-04-01,60,60,0,2,60,62,122
SAN RAMON SCZ,consulta externa,personas de 60 anos y mas,2015-04-01,75,72,7,4,82,76,158
SANTA ANA,consulta externa,personas de 60 anos y mas,2015-04-01,84,137,166,224,250,361,611
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 60 anos y mas,2015-04-01,13175,17153,4168,7236,17343,24389,41732
SANTA ROSA,consulta externa,personas de 60 anos y mas,2015-04-01,25,31,1,1,26,32,58
SANTA ROSA DEL SARA,consulta externa,personas de 60 anos y mas,2015-04-01,183,161,7,21,190,182,372
SANTIAGO DE CALLAPA,consulta externa,personas de 60 anos y mas,2015-04-01,166,148,14,14,180,162,342
SANTIAGO DE HUARI,consulta externa,personas de 60 anos y mas,2015-04-01,158,188,21,20,179,208,387
SANTIAGO DE HUATA,consulta externa,personas de 60 anos y mas,2015-04-01,163,197,50,52,213,249,462
SANTIAGO DE MACHACA,consulta externa,personas de 60 anos y mas,2015-04-01,72,88,15,14,87,102,189
SANTIVAÑES,consulta externa,personas de 60 anos y mas,2015-04-01,93,154,18,42,111,196,307
SANTUARIO DE QUILLACAS,consulta externa,personas de 60 anos y mas,2015-04-01,40,48,2,9,42,57,99
SAPAHAQUI,consulta externa,personas de 60 anos y mas,2015-04-01,147,118,27,14,174,132,306
SENA,consulta externa,personas de 60 anos y mas,2015-04-01,40,42,2,1,42,43,85
SHINAOTA,consulta externa,personas de 60 anos y mas,2015-04-01,83,58,13,11,96,69,165
SICA SICA (VILLA AROMA),consulta externa,personas de 60 anos y mas,2015-04-01,297,329,30,31,327,360,687
SICAYA,consulta externa,personas de 60 anos y mas,2015-04-01,24,34,0,4,24,38,62
SIPE SIPE,consulta externa,personas de 60 anos y mas,2015-04-01,107,168,60,41,167,209,376
SOPACHUY,consulta externa,personas de 60 anos y mas,2015-04-01,150,176,2,4,152,180,332
SORACACHI,consulta externa,personas de 60 anos y mas,2015-04-01,42,73,7,7,49,80,129
SORATA,consulta externa,personas de 60 anos y mas,2015-04-01,147,160,143,134,290,294,584
SUCRE,consulta externa,personas de 60 anos y mas,2015-04-01,5102,6941,2651,4146,7753,11087,18840
TACACHI,consulta externa,personas de 60 anos y mas,2015-04-01,17,52,0,1,17,53,70
TACACOMA,consulta externa,personas de 60 anos y mas,2015-04-01,60,54,32,19,92,73,165
TACOBAMBA,consulta externa,personas de 60 anos y mas,2015-04-01,59,85,4,1,63,86,149
TACOPAYA,consulta externa,personas de 60 anos y mas,2015-04-01,120,161,8,10,128,171,299
TAHUA,consulta externa,personas de 60 anos y mas,2015-04-01,34,57,0,3,34,60,94
TAPACARI,consulta externa,personas de 60 anos y mas,2015-04-01,267,308,14,11,281,319,600
TARABUCO,consulta externa,personas de 60 anos y mas,2015-04-01,235,319,14,18,249,337,586
TARACO,consulta externa,personas de 60 anos y mas,2015-04-01,116,114,109,93,225,207,432
TARATA,consulta externa,personas de 60 anos y mas,2015-04-01,57,37,12,22,69,59,128
TARIJA,consulta externa,personas de 60 anos y mas,2015-04-01,2940,4308,1663,3476,4603,7784,12387
TARVITA,consulta externa,personas de 60 anos y mas,2015-04-01,277,397,4,8,281,405,686
TEOPONTE,consulta externa,personas de 60 anos y mas,2015-04-01,162,90,38,28,200,118,318
TIAWANACU,consulta externa,personas de 60 anos y mas,2015-04-01,127,118,40,43,167,161,328
TINGUIPAYA,consulta externa,personas de 60 anos y mas,2015-04-01,138,201,1,2,139,203,342
TIPUANI,consulta externa,personas de 60 anos y mas,2015-04-01,116,81,50,26,166,107,273
TIQUIPAYA,consulta externa,personas de 60 anos y mas,2015-04-01,116,206,105,195,221,401,622
TIRAQUE (CBBA),consulta externa,personas de 60 anos y mas,2015-04-01,94,128,9,20,103,148,251
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 60 anos y mas,2015-04-01,13,43,5,19,18,62,80
TOCO,consulta externa,personas de 60 anos y mas,2015-04-01,71,117,16,21,87,138,225
TODOS SANTOS,consulta externa,personas de 60 anos y mas,2015-04-01,9,10,0,0,9,10,19
TOLATA,consulta externa,personas de 60 anos y mas,2015-04-01,36,82,11,47,47,129,176
TOLEDO,consulta externa,personas de 60 anos y mas,2015-04-01,72,82,4,4,76,86,162
TOMAVE,consulta externa,personas de 60 anos y mas,2015-04-01,171,350,7,15,178,365,543
TOMINA,consulta externa,personas de 60 anos y mas,2015-04-01,147,247,5,7,152,254,406
TORO TORO,consulta externa,personas de 60 anos y mas,2015-04-01,95,118,2,0,97,118,215
TOTORA(CBBA),consulta externa,personas de 60 anos y mas,2015-04-01,70,76,8,4,78,80,158
TOTORA(ORR),consulta externa,personas de 60 anos y mas,2015-04-01,73,65,3,0,76,65,141
TRIGAL,consulta externa,personas de 60 anos y mas,2015-04-01,28,38,26,42,54,80,134
TRINIDAD,consulta externa,personas de 60 anos y mas,2015-04-01,1400,1806,607,848,2007,2654,4661
TUPIZA,consulta externa,personas de 60 anos y mas,2015-04-01,863,1152,194,235,1057,1387,2444
TURCO,consulta externa,personas de 60 anos y mas,2015-04-01,62,70,7,5,69,75,144
UMALA,consulta externa,personas de 60 anos y mas,2015-04-01,118,153,20,38,138,191,329
UNCIA,consulta externa,personas de 60 anos y mas,2015-04-01,101,219,8,14,109,233,342
URIONDO (A. CONCEPCION),consulta externa,personas de 60 anos y mas,2015-04-01,232,396,8,24,240,420,660
URUBICHA,consulta externa,personas de 60 anos y mas,2015-04-01,54,77,2,1,56,78,134
UYUNI,consulta externa,personas de 60 anos y mas,2015-04-01,358,417,75,79,433,496,929
VACAS,consulta externa,personas de 60 anos y mas,2015-04-01,93,175,7,21,100,196,296
VALLEGRANDE,consulta externa,personas de 60 anos y mas,2015-04-01,188,299,245,358,433,657,1090
VIACHA,consulta externa,personas de 60 anos y mas,2015-04-01,393,441,126,124,519,565,1084
VILA VILA,consulta externa,personas de 60 anos y mas,2015-04-01,23,45,1,0,24,45,69
VILLA CHARCAS,consulta externa,personas de 60 anos y mas,2015-04-01,109,204,9,6,118,210,328
VILLA MONTES,consulta externa,personas de 60 anos y mas,2015-04-01,485,546,84,98,569,644,1213
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 60 anos y mas,2015-04-01,27,16,0,0,27,16,43
VILLA RIVERO,consulta externa,personas de 60 anos y mas,2015-04-01,76,77,56,31,132,108,240
VILLA SERRANO,consulta externa,personas de 60 anos y mas,2015-04-01,232,271,21,17,253,288,541
VILLA TUNARI,consulta externa,personas de 60 anos y mas,2015-04-01,492,392,31,23,523,415,938
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 60 anos y mas,2015-04-01,155,171,16,28,171,199,370
VILLAZON,consulta externa,personas de 60 anos y mas,2015-04-01,433,669,135,239,568,908,1476
VINTO,consulta externa,personas de 60 anos y mas,2015-04-01,242,334,64,131,306,465,771
VITICHI,consulta externa,personas de 60 anos y mas,2015-04-01,164,315,4,11,168,326,494
WALDO BALLIVIAN,consulta externa,personas de 60 anos y mas,2015-04-01,14,19,2,5,16,24,40
WARNES,consulta externa,personas de 60 anos y mas,2015-04-01,584,572,59,58,643,630,1273
YACO,consulta externa,personas de 60 anos y mas,2015-04-01,106,102,4,4,110,106,216
YACUIBA,consulta externa,personas de 60 anos y mas,2015-04-01,1053,1359,351,487,1404,1846,3250
YAMPARAEZ,consulta externa,personas de 60 anos y mas,2015-04-01,127,166,12,17,139,183,322
YANACACHI,consulta externa,personas de 60 anos y mas,2015-04-01,60,62,19,13,79,75,154
YAPACANI,consulta externa,personas de 60 anos y mas,2015-04-01,2425,349,96,82,2521,431,2952
YOCALLA,consulta externa,personas de 60 anos y mas,2015-04-01,128,174,6,3,134,177,311
YOTALA,consulta externa,personas de 60 anos y mas,2015-04-01,93,168,47,55,140,223,363
YUNCHARA,consulta externa,personas de 60 anos y mas,2015-04-01,48,114,1,1,49,115,164
YUNGUYO DE LITORAL,consulta externa,personas de 60 anos y mas,2015-04-01,0,2,0,1,0,3,3
ZUDAÑEZ,consulta externa,personas de 60 anos y mas,2015-04-01,120,149,5,4,125,153,278
ACACIO,consulta externa,personas de 60 anos y mas,2015-05-01,46,92,5,1,51,93,144
ACHACACHI,consulta externa,personas de 60 anos y mas,2015-05-01,644,587,195,152,839,739,1578
ACHOCALLA,consulta externa,personas de 60 anos y mas,2015-05-01,82,61,9,1,91,62,153
AIQUILE,consulta externa,personas de 60 anos y mas,2015-05-01,203,296,70,109,273,405,678
ALALAY,consulta externa,personas de 60 anos y mas,2015-05-01,17,25,0,7,17,32,49
ALCALA,consulta externa,personas de 60 anos y mas,2015-05-01,44,72,1,1,45,73,118
ALTO BENI,consulta externa,personas de 60 anos y mas,2015-05-01,198,135,22,5,220,140,360
ANCORAIMES,consulta externa,personas de 60 anos y mas,2015-05-01,176,192,48,43,224,235,459
ANDAMARCA,consulta externa,personas de 60 anos y mas,2015-05-01,70,72,5,5,75,77,152
ANTEQUERA,consulta externa,personas de 60 anos y mas,2015-05-01,21,30,2,0,23,30,53
ANZALDO,consulta externa,personas de 60 anos y mas,2015-05-01,69,74,9,19,78,93,171
APOLO,consulta externa,personas de 60 anos y mas,2015-05-01,177,155,1,0,178,155,333
ARAMPAMPA,consulta externa,personas de 60 anos y mas,2015-05-01,39,65,0,0,39,65,104
ARANI,consulta externa,personas de 60 anos y mas,2015-05-01,39,77,5,4,44,81,125
ARBIETO,consulta externa,personas de 60 anos y mas,2015-05-01,50,154,23,55,73,209,282
ARQUE,consulta externa,personas de 60 anos y mas,2015-05-01,92,158,1,1,93,159,252
ASCENCION DE GUARAYOS,consulta externa,personas de 60 anos y mas,2015-05-01,173,153,9,9,182,162,344
ATOCHA,consulta externa,personas de 60 anos y mas,2015-05-01,105,113,47,76,152,189,341
AUCAPATA,consulta externa,personas de 60 anos y mas,2015-05-01,65,64,1,7,66,71,137
AYATA,consulta externa,personas de 60 anos y mas,2015-05-01,109,145,2,16,111,161,272
AYO AYO,consulta externa,personas de 60 anos y mas,2015-05-01,69,59,1,0,70,59,129
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 60 anos y mas,2015-05-01,240,317,14,23,254,340,594
AZURDUY,consulta externa,personas de 60 anos y mas,2015-05-01,140,202,7,16,147,218,365
BATALLAS,consulta externa,personas de 60 anos y mas,2015-05-01,277,234,32,16,309,250,559
BAURES,consulta externa,personas de 60 anos y mas,2015-05-01,51,65,9,6,60,71,131
BELEN DE ANDAMARCA,consulta externa,personas de 60 anos y mas,2015-05-01,49,74,2,3,51,77,128
BELEN DE URMIRI,consulta externa,personas de 60 anos y mas,2015-05-01,34,37,0,0,34,37,71
BELLA FLOR,consulta externa,personas de 60 anos y mas,2015-05-01,39,20,4,0,43,20,63
BERMEJO,consulta externa,personas de 60 anos y mas,2015-05-01,791,885,75,104,866,989,1855
BETANZOS,consulta externa,personas de 60 anos y mas,2015-05-01,471,567,36,44,507,611,1118
BOLIVAR,consulta externa,personas de 60 anos y mas,2015-05-01,82,122,2,0,84,122,206
BOLPEBRA,consulta externa,personas de 60 anos y mas,2015-05-01,19,9,10,1,29,10,39
BOYUIBE,consulta externa,personas de 60 anos y mas,2015-05-01,24,45,10,23,34,68,102
BUENA VISTA,consulta externa,personas de 60 anos y mas,2015-05-01,213,168,27,27,240,195,435
CABEZAS,consulta externa,personas de 60 anos y mas,2015-05-01,254,333,22,38,276,371,647
CAIROMA,consulta externa,personas de 60 anos y mas,2015-05-01,136,114,20,25,156,139,295
"CAIZA ""D""",consulta externa,personas de 60 anos y mas,2015-05-01,140,310,3,2,143,312,455
CAJUATA,consulta externa,personas de 60 anos y mas,2015-05-01,123,107,7,1,130,108,238
CALACOTO,consulta externa,personas de 60 anos y mas,2015-05-01,124,139,7,6,131,145,276
CALAMARCA,consulta externa,personas de 60 anos y mas,2015-05-01,120,195,32,42,152,237,389
CAMARGO,consulta externa,personas de 60 anos y mas,2015-05-01,275,329,34,69,309,398,707
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 60 anos y mas,2015-05-01,48,116,13,19,61,135,196
CAMIRI,consulta externa,personas de 60 anos y mas,2015-05-01,785,841,224,248,1009,1089,2098
CAPINOTA,consulta externa,personas de 60 anos y mas,2015-05-01,152,190,95,95,247,285,532
CAQUIAVIRI,consulta externa,personas de 60 anos y mas,2015-05-01,168,154,10,19,178,173,351
CARACOLLO,consulta externa,personas de 60 anos y mas,2015-05-01,135,153,13,21,148,174,322
CARANAVI,consulta externa,personas de 60 anos y mas,2015-05-01,458,352,121,72,579,424,1003
CARANGAS,consulta externa,personas de 60 anos y mas,2015-05-01,3,9,0,2,3,11,14
CARAPARI,consulta externa,personas de 60 anos y mas,2015-05-01,161,190,6,23,167,213,380
CARIPUYO,consulta externa,personas de 60 anos y mas,2015-05-01,36,46,0,0,36,46,82
CARMEN RIVERO TORREZ,consulta externa,personas de 60 anos y mas,2015-05-01,40,39,6,8,46,47,93
CATACORA,consulta externa,personas de 60 anos y mas,2015-05-01,20,20,12,10,32,30,62
CHACARILLA,consulta externa,personas de 60 anos y mas,2015-05-01,49,41,2,5,51,46,97
CHALLAPATA,consulta externa,personas de 60 anos y mas,2015-05-01,321,357,55,72,376,429,805
CHAQUI,consulta externa,personas de 60 anos y mas,2015-05-01,177,281,10,32,187,313,500
CHARAGUA,consulta externa,personas de 60 anos y mas,2015-05-01,213,250,24,56,237,306,543
CHARAÑA,consulta externa,personas de 60 anos y mas,2015-05-01,55,56,11,9,66,65,131
