municipality,group,variable,month,Total 11.3 Nacidos vivos,TOTAL
MAIRANA,atencion de partos en servicios,nacidos vivos,2014-03-01,23,23
MAPIRI,atencion de partos en servicios,nacidos vivos,2014-03-01,22,22
MECAPACA,atencion de partos en servicios,nacidos vivos,2014-03-01,3,3
MINEROS,atencion de partos en servicios,nacidos vivos,2014-03-01,17,17
MIZQUE,atencion de partos en servicios,nacidos vivos,2014-03-01,46,46
MOCOMOCO,atencion de partos en servicios,nacidos vivos,2014-03-01,2,2
MOJOCOYA,atencion de partos en servicios,nacidos vivos,2014-03-01,4,4
MONTEAGUDO,atencion de partos en servicios,nacidos vivos,2014-03-01,54,54
MONTERO,atencion de partos en servicios,nacidos vivos,2014-03-01,349,349
MORO MORO,atencion de partos en servicios,nacidos vivos,2014-03-01,2,2
MOROCHATA,atencion de partos en servicios,nacidos vivos,2014-03-01,7,7
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,nacidos vivos,2014-03-01,3,3
OCURI,atencion de partos en servicios,nacidos vivos,2014-03-01,18,18
OKINAWA,atencion de partos en servicios,nacidos vivos,2014-03-01,13,13
OMEREQUE,atencion de partos en servicios,nacidos vivos,2014-03-01,4,4
ORURO,atencion de partos en servicios,nacidos vivos,2014-03-01,664,664
PADCAYA,atencion de partos en servicios,nacidos vivos,2014-03-01,14,14
PADILLA,atencion de partos en servicios,nacidos vivos,2014-03-01,21,21
PAILON,atencion de partos en servicios,nacidos vivos,2014-03-01,44,44
PALCA,atencion de partos en servicios,nacidos vivos,2014-03-01,2,2
PALOS BLANCOS,atencion de partos en servicios,nacidos vivos,2014-03-01,34,34
PAMPA AULLAGAS,atencion de partos en servicios,nacidos vivos,2014-03-01,2,2
PAMPA GRANDE,atencion de partos en servicios,nacidos vivos,2014-03-01,7,7
PAPEL PAMPA,atencion de partos en servicios,nacidos vivos,2014-03-01,3,3
PASORAPA,atencion de partos en servicios,nacidos vivos,2014-03-01,2,2
PATACAMAYA,atencion de partos en servicios,nacidos vivos,2014-03-01,23,23
PELECHUCO,atencion de partos en servicios,nacidos vivos,2014-03-01,1,1
POCOATA,atencion de partos en servicios,nacidos vivos,2014-03-01,1,1
POCONA,atencion de partos en servicios,nacidos vivos,2014-03-01,13,13
POJO (CBBA),atencion de partos en servicios,nacidos vivos,2014-03-01,16,16
POOPO,atencion de partos en servicios,nacidos vivos,2014-03-01,3,3
PORCO,atencion de partos en servicios,nacidos vivos,2014-03-01,5,5
POROMA,atencion de partos en servicios,nacidos vivos,2014-03-01,4,4
PORONGO,atencion de partos en servicios,nacidos vivos,2014-03-01,2,2
PORTACHUELO,atencion de partos en servicios,nacidos vivos,2014-03-01,46,46
PORVENIR,atencion de partos en servicios,nacidos vivos,2014-03-01,2,2
POSTRER VALLE,atencion de partos en servicios,nacidos vivos,2014-03-01,2,2
POTOSI,atencion de partos en servicios,nacidos vivos,2014-03-01,427,427
PRESTO,atencion de partos en servicios,nacidos vivos,2014-03-01,3,3
PUCARA,atencion de partos en servicios,nacidos vivos,2014-03-01,1,1
PUCARANI,atencion de partos en servicios,nacidos vivos,2014-03-01,10,10
PUERTO ACOSTA,atencion de partos en servicios,nacidos vivos,2014-03-01,5,5
PUERTO CARABUCO,atencion de partos en servicios,nacidos vivos,2014-03-01,2,2
PUERTO GONZALO MORENO,atencion de partos en servicios,nacidos vivos,2014-03-01,6,6
PUERTO QUIJARRO,atencion de partos en servicios,nacidos vivos,2014-03-01,25,25
PUERTO RICO,atencion de partos en servicios,nacidos vivos,2014-03-01,14,14
PUERTO SUAREZ,atencion de partos en servicios,nacidos vivos,2014-03-01,34,34
PUERTO VILLARROEL,atencion de partos en servicios,nacidos vivos,2014-03-01,112,112
PUNA,atencion de partos en servicios,nacidos vivos,2014-03-01,15,15
PUNATA,atencion de partos en servicios,nacidos vivos,2014-03-01,83,83
QUIABAYA,atencion de partos en servicios,nacidos vivos,2014-03-01,2,2
QUILLACOLLO,atencion de partos en servicios,nacidos vivos,2014-03-01,192,192
QUIME,atencion de partos en servicios,nacidos vivos,2014-03-01,10,10
QUIRUSILLAS,atencion de partos en servicios,nacidos vivos,2014-03-01,1,1
RAVELO,atencion de partos en servicios,nacidos vivos,2014-03-01,3,3
REYES,atencion de partos en servicios,nacidos vivos,2014-03-01,24,24
RIBERALTA,atencion de partos en servicios,nacidos vivos,2014-03-01,279,279
ROBORE,atencion de partos en servicios,nacidos vivos,2014-03-01,31,31
RURRENABAQUE,atencion de partos en servicios,nacidos vivos,2014-03-01,46,46
SABAYA,atencion de partos en servicios,nacidos vivos,2014-03-01,3,3
SACABA,atencion de partos en servicios,nacidos vivos,2014-03-01,197,197
SACABAMBA,atencion de partos en servicios,nacidos vivos,2014-03-01,5,5
SACACA,atencion de partos en servicios,nacidos vivos,2014-03-01,7,7
SAIPINA,atencion de partos en servicios,nacidos vivos,2014-03-01,3,3
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,nacidos vivos,2014-03-01,7,7
SAMAIPATA,atencion de partos en servicios,nacidos vivos,2014-03-01,4,4
SAN AGUSTIN,atencion de partos en servicios,nacidos vivos,2014-03-01,1,1
SAN ANDRES,atencion de partos en servicios,nacidos vivos,2014-03-01,6,6
SAN ANDRES DE MACHACA,atencion de partos en servicios,nacidos vivos,2014-03-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,nacidos vivos,2014-03-01,10,10
SAN BENITO,atencion de partos en servicios,nacidos vivos,2014-03-01,8,8
SAN BORJA,atencion de partos en servicios,nacidos vivos,2014-03-01,98,98
SAN BUENA VENTURA,atencion de partos en servicios,nacidos vivos,2014-03-01,25,25
SAN CARLOS,atencion de partos en servicios,nacidos vivos,2014-03-01,33,33
SAN IGNACIO,atencion de partos en servicios,nacidos vivos,2014-03-01,30,30
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos vivos,2014-03-01,136,136
SAN JAVIER(BNI),atencion de partos en servicios,nacidos vivos,2014-03-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,nacidos vivos,2014-03-01,38,38
SAN JOAQUIN,atencion de partos en servicios,nacidos vivos,2014-03-01,5,5
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,nacidos vivos,2014-03-01,40,40
SAN JUAN DE YAPACANI,atencion de partos en servicios,nacidos vivos,2014-03-01,17,17
SAN JULIAN,atencion de partos en servicios,nacidos vivos,2014-03-01,90,90
SAN LORENZO(PND),atencion de partos en servicios,nacidos vivos,2014-03-01,2,2
SAN LORENZO(TJA),atencion de partos en servicios,nacidos vivos,2014-03-01,6,6
SAN LUCAS,atencion de partos en servicios,nacidos vivos,2014-03-01,30,30
SAN MATIAS,atencion de partos en servicios,nacidos vivos,2014-03-01,35,35
SAN MIGUEL DE VELASCO,atencion de partos en servicios,nacidos vivos,2014-03-01,16,16
SAN PEDRO,atencion de partos en servicios,nacidos vivos,2014-03-01,14,14
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,nacidos vivos,2014-03-01,15,15
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,nacidos vivos,2014-03-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en servicios,nacidos vivos,2014-03-01,3,3
SAN RAFAEL,atencion de partos en servicios,nacidos vivos,2014-03-01,10,10
SAN RAMON BENI,atencion de partos en servicios,nacidos vivos,2014-03-01,9,9
SAN RAMON SCZ,atencion de partos en servicios,nacidos vivos,2014-03-01,19,19
SANTA ANA,atencion de partos en servicios,nacidos vivos,2014-03-01,48,48
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos vivos,2014-03-01,3956,3956
SANTA ROSA,atencion de partos en servicios,nacidos vivos,2014-03-01,20,20
SANTA ROSA DEL SARA,atencion de partos en servicios,nacidos vivos,2014-03-01,10,10
SANTIAGO DE HUARI,atencion de partos en servicios,nacidos vivos,2014-03-01,4,4
SANTIAGO DE MACHACA,atencion de partos en servicios,nacidos vivos,2014-03-01,2,2
SANTIVAÑES,atencion de partos en servicios,nacidos vivos,2014-03-01,9,9
SANTUARIO DE QUILLACAS,atencion de partos en servicios,nacidos vivos,2014-03-01,1,1
SAPAHAQUI,atencion de partos en servicios,nacidos vivos,2014-03-01,1,1
SENA,atencion de partos en servicios,nacidos vivos,2014-03-01,3,3
SHINAOTA,atencion de partos en servicios,nacidos vivos,2014-03-01,49,49
SICA SICA (VILLA AROMA),atencion de partos en servicios,nacidos vivos,2014-03-01,8,8
SICAYA,atencion de partos en servicios,nacidos vivos,2014-03-01,1,1
SIPE SIPE,atencion de partos en servicios,nacidos vivos,2014-03-01,47,47
SOPACHUY,atencion de partos en servicios,nacidos vivos,2014-03-01,6,6
SORACACHI,atencion de partos en servicios,nacidos vivos,2014-03-01,8,8
SORATA,atencion de partos en servicios,nacidos vivos,2014-03-01,6,6
SUCRE,atencion de partos en servicios,nacidos vivos,2014-03-01,510,510
TACACOMA,atencion de partos en servicios,nacidos vivos,2014-03-01,5,5
TACOBAMBA,atencion de partos en servicios,nacidos vivos,2014-03-01,3,3
TACOPAYA,atencion de partos en servicios,nacidos vivos,2014-03-01,4,4
TAPACARI,atencion de partos en servicios,nacidos vivos,2014-03-01,1,1
TARABUCO,atencion de partos en servicios,nacidos vivos,2014-03-01,11,11
TARACO,atencion de partos en servicios,nacidos vivos,2014-03-01,1,1
TARATA,atencion de partos en servicios,nacidos vivos,2014-03-01,12,12
TARIJA,atencion de partos en servicios,nacidos vivos,2014-03-01,459,459
TARVITA,atencion de partos en servicios,nacidos vivos,2014-03-01,22,22
TEOPONTE,atencion de partos en servicios,nacidos vivos,2014-03-01,13,13
TIAWANACU,atencion de partos en servicios,nacidos vivos,2014-03-01,17,17
TINGUIPAYA,atencion de partos en servicios,nacidos vivos,2014-03-01,4,4
TIPUANI,atencion de partos en servicios,nacidos vivos,2014-03-01,18,18
TIQUIPAYA,atencion de partos en servicios,nacidos vivos,2014-03-01,91,91
TIRAQUE (CBBA),atencion de partos en servicios,nacidos vivos,2014-03-01,22,22
TITO YUPANQUI (PARQUIPUJIO),atencion de partos en servicios,nacidos vivos,2014-03-01,1,1
TOCO,atencion de partos en servicios,nacidos vivos,2014-03-01,4,4
TOLATA,atencion de partos en servicios,nacidos vivos,2014-03-01,4,4
TOLEDO,atencion de partos en servicios,nacidos vivos,2014-03-01,6,6
TOMAVE,atencion de partos en servicios,nacidos vivos,2014-03-01,7,7
TOMINA,atencion de partos en servicios,nacidos vivos,2014-03-01,12,12
TORO TORO,atencion de partos en servicios,nacidos vivos,2014-03-01,5,5
TOTORA(CBBA),atencion de partos en servicios,nacidos vivos,2014-03-01,16,16
TOTORA(ORR),atencion de partos en servicios,nacidos vivos,2014-03-01,2,2
TRIGAL,atencion de partos en servicios,nacidos vivos,2014-03-01,2,2
TRINIDAD,atencion de partos en servicios,nacidos vivos,2014-03-01,380,380
TUPIZA,atencion de partos en servicios,nacidos vivos,2014-03-01,56,56
TURCO,atencion de partos en servicios,nacidos vivos,2014-03-01,1,1
UMALA,atencion de partos en servicios,nacidos vivos,2014-03-01,1,1
UNCIA,atencion de partos en servicios,nacidos vivos,2014-03-01,16,16
URIONDO (A. CONCEPCION),atencion de partos en servicios,nacidos vivos,2014-03-01,11,11
URUBICHA,atencion de partos en servicios,nacidos vivos,2014-03-01,2,2
UYUNI,atencion de partos en servicios,nacidos vivos,2014-03-01,56,56
VALLEGRANDE,atencion de partos en servicios,nacidos vivos,2014-03-01,27,27
VIACHA,atencion de partos en servicios,nacidos vivos,2014-03-01,51,51
VILLA CHARCAS,atencion de partos en servicios,nacidos vivos,2014-03-01,8,8
VILLA MONTES,atencion de partos en servicios,nacidos vivos,2014-03-01,94,94
VILLA RIVERO,atencion de partos en servicios,nacidos vivos,2014-03-01,3,3
VILLA SERRANO,atencion de partos en servicios,nacidos vivos,2014-03-01,7,7
VILLA TUNARI,atencion de partos en servicios,nacidos vivos,2014-03-01,165,165
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,nacidos vivos,2014-03-01,6,6
VILLAZON,atencion de partos en servicios,nacidos vivos,2014-03-01,47,47
VINTO,atencion de partos en servicios,nacidos vivos,2014-03-01,67,67
VITICHI,atencion de partos en servicios,nacidos vivos,2014-03-01,4,4
WARNES,atencion de partos en servicios,nacidos vivos,2014-03-01,129,129
YACO,atencion de partos en servicios,nacidos vivos,2014-03-01,3,3
YACUIBA,atencion de partos en servicios,nacidos vivos,2014-03-01,176,176
YAMPARAEZ,atencion de partos en servicios,nacidos vivos,2014-03-01,9,9
YANACACHI,atencion de partos en servicios,nacidos vivos,2014-03-01,2,2
YAPACANI,atencion de partos en servicios,nacidos vivos,2014-03-01,87,87
YOCALLA,atencion de partos en servicios,nacidos vivos,2014-03-01,4,4
YOTALA,atencion de partos en servicios,nacidos vivos,2014-03-01,6,6
YUNCHARA,atencion de partos en servicios,nacidos vivos,2014-03-01,6,6
ZUDAÑEZ,atencion de partos en servicios,nacidos vivos,2014-03-01,3,3
ACACIO,atencion de partos en servicios,nacidos vivos,2014-04-01,5,5
ACHACACHI,atencion de partos en servicios,nacidos vivos,2014-04-01,26,26
ACHOCALLA,atencion de partos en servicios,nacidos vivos,2014-04-01,7,7
AIQUILE,atencion de partos en servicios,nacidos vivos,2014-04-01,24,24
ALALAY,atencion de partos en servicios,nacidos vivos,2014-04-01,1,1
ALCALA,atencion de partos en servicios,nacidos vivos,2014-04-01,4,4
ALTO BENI,atencion de partos en servicios,nacidos vivos,2014-04-01,9,9
ANCORAIMES,atencion de partos en servicios,nacidos vivos,2014-04-01,6,6
ANDAMARCA,atencion de partos en servicios,nacidos vivos,2014-04-01,1,1
ANTEQUERA,atencion de partos en servicios,nacidos vivos,2014-04-01,1,1
ANZALDO,atencion de partos en servicios,nacidos vivos,2014-04-01,3,3
APOLO,atencion de partos en servicios,nacidos vivos,2014-04-01,15,15
ARAMPAMPA,atencion de partos en servicios,nacidos vivos,2014-04-01,3,3
ARANI,atencion de partos en servicios,nacidos vivos,2014-04-01,5,5
ARBIETO,atencion de partos en servicios,nacidos vivos,2014-04-01,13,13
ARQUE,atencion de partos en servicios,nacidos vivos,2014-04-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos vivos,2014-04-01,83,83
ATOCHA,atencion de partos en servicios,nacidos vivos,2014-04-01,13,13
AYO AYO,atencion de partos en servicios,nacidos vivos,2014-04-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,nacidos vivos,2014-04-01,18,18
AZURDUY,atencion de partos en servicios,nacidos vivos,2014-04-01,5,5
BATALLAS,atencion de partos en servicios,nacidos vivos,2014-04-01,9,9
BAURES,atencion de partos en servicios,nacidos vivos,2014-04-01,7,7
BELEN DE ANDAMARCA,atencion de partos en servicios,nacidos vivos,2014-04-01,1,1
BERMEJO,atencion de partos en servicios,nacidos vivos,2014-04-01,51,51
BETANZOS,atencion de partos en servicios,nacidos vivos,2014-04-01,22,22
BOLIVAR,atencion de partos en servicios,nacidos vivos,2014-04-01,2,2
BOYUIBE,atencion de partos en servicios,nacidos vivos,2014-04-01,3,3
BUENA VISTA,atencion de partos en servicios,nacidos vivos,2014-04-01,13,13
CABEZAS,atencion de partos en servicios,nacidos vivos,2014-04-01,24,24
CAIROMA,atencion de partos en servicios,nacidos vivos,2014-04-01,6,6
"CAIZA ""D""",atencion de partos en servicios,nacidos vivos,2014-04-01,4,4
CAJUATA,atencion de partos en servicios,nacidos vivos,2014-04-01,9,9
CALAMARCA,atencion de partos en servicios,nacidos vivos,2014-04-01,12,12
CAMARGO,atencion de partos en servicios,nacidos vivos,2014-04-01,39,39
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,nacidos vivos,2014-04-01,4,4
CAMIRI,atencion de partos en servicios,nacidos vivos,2014-04-01,93,93
CAPINOTA,atencion de partos en servicios,nacidos vivos,2014-04-01,15,15
CAQUIAVIRI,atencion de partos en servicios,nacidos vivos,2014-04-01,2,2
CARACOLLO,atencion de partos en servicios,nacidos vivos,2014-04-01,16,16
CARANAVI,atencion de partos en servicios,nacidos vivos,2014-04-01,103,103
CARAPARI,atencion de partos en servicios,nacidos vivos,2014-04-01,8,8
CARIPUYO,atencion de partos en servicios,nacidos vivos,2014-04-01,2,2
CARMEN RIVERO TORREZ,atencion de partos en servicios,nacidos vivos,2014-04-01,11,11
CHALLAPATA,atencion de partos en servicios,nacidos vivos,2014-04-01,52,52
CHAQUI,atencion de partos en servicios,nacidos vivos,2014-04-01,4,4
CHARAGUA,atencion de partos en servicios,nacidos vivos,2014-04-01,64,64
CHAYANTA,atencion de partos en servicios,nacidos vivos,2014-04-01,10,10
CHIMORE,atencion de partos en servicios,nacidos vivos,2014-04-01,10,10
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos vivos,2014-04-01,35,35
CHUMA,atencion de partos en servicios,nacidos vivos,2014-04-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,nacidos vivos,2014-04-01,10,10
CKOCHAS,atencion de partos en servicios,nacidos vivos,2014-04-01,1,1
CLIZA,atencion de partos en servicios,nacidos vivos,2014-04-01,20,20
COBIJA,atencion de partos en servicios,nacidos vivos,2014-04-01,141,141
COCAPATA,atencion de partos en servicios,nacidos vivos,2014-04-01,8,8
COCHABAMBA,atencion de partos en servicios,nacidos vivos,2014-04-01,1559,1559
COLCAPIRHUA,atencion de partos en servicios,nacidos vivos,2014-04-01,40,40
"COLCHA ""K""",atencion de partos en servicios,nacidos vivos,2014-04-01,4,4
COLOMI,atencion de partos en servicios,nacidos vivos,2014-04-01,30,30
COLPA BELGICA,atencion de partos en servicios,nacidos vivos,2014-04-01,5,5
COLQUECHACA,atencion de partos en servicios,nacidos vivos,2014-04-01,13,13
COLQUENCHA,atencion de partos en servicios,nacidos vivos,2014-04-01,3,3
COLQUIRI,atencion de partos en servicios,nacidos vivos,2014-04-01,14,14
COMARAPA,atencion de partos en servicios,nacidos vivos,2014-04-01,22,22
COMBAYA,atencion de partos en servicios,nacidos vivos,2014-04-01,1,1
CONCEPCION,atencion de partos en servicios,nacidos vivos,2014-04-01,29,29
COPACABANA,atencion de partos en servicios,nacidos vivos,2014-04-01,17,17
CORIPATA,atencion de partos en servicios,nacidos vivos,2014-04-01,11,11
CORO CORO,atencion de partos en servicios,nacidos vivos,2014-04-01,3,3
COROICO,atencion de partos en servicios,nacidos vivos,2014-04-01,27,27
CORQUE,atencion de partos en servicios,nacidos vivos,2014-04-01,4,4
COTAGAITA,atencion de partos en servicios,nacidos vivos,2014-04-01,19,19
COTOCA,atencion de partos en servicios,nacidos vivos,2014-04-01,89,89
CUATRO CAÑADAS,atencion de partos en servicios,nacidos vivos,2014-04-01,25,25
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,nacidos vivos,2014-04-01,2,2
CUEVO,atencion de partos en servicios,nacidos vivos,2014-04-01,1,1
CULPINA,atencion de partos en servicios,nacidos vivos,2014-04-01,17,17
CURAHUARA DE CARANGAS,atencion de partos en servicios,nacidos vivos,2014-04-01,5,5
DESAGUADERO,atencion de partos en servicios,nacidos vivos,2014-04-01,4,4
EL ALTO,atencion de partos en servicios,nacidos vivos,2014-04-01,1250,1250
EL PUENTE(STC),atencion de partos en servicios,nacidos vivos,2014-04-01,14,14
EL PUENTE(TJA),atencion de partos en servicios,nacidos vivos,2014-04-01,9,9
EL TORNO,atencion de partos en servicios,nacidos vivos,2014-04-01,99,99
ENTRE RIOS TRJ,atencion de partos en servicios,nacidos vivos,2014-04-01,8,8
ENTRE RIOS CBBA,atencion de partos en servicios,nacidos vivos,2014-04-01,28,28
ESCOMA,atencion de partos en servicios,nacidos vivos,2014-04-01,4,4
EUCALIPTUS,atencion de partos en servicios,nacidos vivos,2014-04-01,2,2
EXALTACION,atencion de partos en servicios,nacidos vivos,2014-04-01,3,3
FERNANDEZ ALONSO,atencion de partos en servicios,nacidos vivos,2014-04-01,14,14
GENERAL SAAVEDRA,atencion de partos en servicios,nacidos vivos,2014-04-01,13,13
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,nacidos vivos,2014-04-01,2,2
GUANAY,atencion de partos en servicios,nacidos vivos,2014-04-01,13,13
GUAQUI,atencion de partos en servicios,nacidos vivos,2014-04-01,4,4
GUAYARAMERIN,atencion de partos en servicios,nacidos vivos,2014-04-01,117,117
GUTIERREZ,atencion de partos en servicios,nacidos vivos,2014-04-01,9,9
HUACARETA,atencion de partos en servicios,nacidos vivos,2014-04-01,14,14
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,nacidos vivos,2014-04-01,1,1
HUACHACALLA,atencion de partos en servicios,nacidos vivos,2014-04-01,1,1
HUANUNI,atencion de partos en servicios,nacidos vivos,2014-04-01,28,28
HUARACAJE,atencion de partos en servicios,nacidos vivos,2014-04-01,7,7
HUARINA,atencion de partos en servicios,nacidos vivos,2014-04-01,4,4
HUATAJATA,atencion de partos en servicios,nacidos vivos,2014-04-01,5,5
HUAYLLAMARCA,atencion de partos en servicios,nacidos vivos,2014-04-01,2,2
ICLA,atencion de partos en servicios,nacidos vivos,2014-04-01,5,5
INCAHUASI,atencion de partos en servicios,nacidos vivos,2014-04-01,8,8
INGAVI (HUMAITA),atencion de partos en servicios,nacidos vivos,2014-04-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,nacidos vivos,2014-04-01,13,13
IXIAMAS,atencion de partos en servicios,nacidos vivos,2014-04-01,8,8
JESUS DE MACHACA,atencion de partos en servicios,nacidos vivos,2014-04-01,7,7
LA ASUNTA,atencion de partos en servicios,nacidos vivos,2014-04-01,38,38
LA GUARDIA,atencion de partos en servicios,nacidos vivos,2014-04-01,52,52
LA PAZ,atencion de partos en servicios,nacidos vivos,2014-04-01,1673,1673
LAGUNILLAS,atencion de partos en servicios,nacidos vivos,2014-04-01,8,8
LAJA,atencion de partos en servicios,nacidos vivos,2014-04-01,7,7
LAS CARRERAS,atencion de partos en servicios,nacidos vivos,2014-04-01,3,3
LICOMA PAMPA,atencion de partos en servicios,nacidos vivos,2014-04-01,1,1
LLALLAGUA,atencion de partos en servicios,nacidos vivos,2014-04-01,55,55
LLICA,atencion de partos en servicios,nacidos vivos,2014-04-01,5,5
LORETO,atencion de partos en servicios,nacidos vivos,2014-04-01,1,1
LURIBAY,atencion de partos en servicios,nacidos vivos,2014-04-01,1,1
MACHACAMARCA,atencion de partos en servicios,nacidos vivos,2014-04-01,4,4
MACHARETI,atencion de partos en servicios,nacidos vivos,2014-04-01,5,5
MAGDALENA,atencion de partos en servicios,nacidos vivos,2014-04-01,8,8
MAIRANA,atencion de partos en servicios,nacidos vivos,2014-04-01,26,26
MAPIRI,atencion de partos en servicios,nacidos vivos,2014-04-01,33,33
MECAPACA,atencion de partos en servicios,nacidos vivos,2014-04-01,3,3
MINEROS,atencion de partos en servicios,nacidos vivos,2014-04-01,23,23
MIZQUE,atencion de partos en servicios,nacidos vivos,2014-04-01,29,29
MOCOMOCO,atencion de partos en servicios,nacidos vivos,2014-04-01,3,3
MOJINETE,atencion de partos en servicios,nacidos vivos,2014-04-01,1,1
MOJOCOYA,atencion de partos en servicios,nacidos vivos,2014-04-01,4,4
MONTEAGUDO,atencion de partos en servicios,nacidos vivos,2014-04-01,42,42
MONTERO,atencion de partos en servicios,nacidos vivos,2014-04-01,327,327
MORO MORO,atencion de partos en servicios,nacidos vivos,2014-04-01,2,2
MOROCHATA,atencion de partos en servicios,nacidos vivos,2014-04-01,3,3
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,nacidos vivos,2014-04-01,2,2
NAZACARA DE PACAJES,atencion de partos en servicios,nacidos vivos,2014-04-01,1,1
OCURI,atencion de partos en servicios,nacidos vivos,2014-04-01,15,15
OKINAWA,atencion de partos en servicios,nacidos vivos,2014-04-01,11,11
OMEREQUE,atencion de partos en servicios,nacidos vivos,2014-04-01,4,4
ORURO,atencion de partos en servicios,nacidos vivos,2014-04-01,670,670
PADCAYA,atencion de partos en servicios,nacidos vivos,2014-04-01,13,13
PADILLA,atencion de partos en servicios,nacidos vivos,2014-04-01,25,25
PAILON,atencion de partos en servicios,nacidos vivos,2014-04-01,29,29
PALCA,atencion de partos en servicios,nacidos vivos,2014-04-01,6,6
PALOS BLANCOS,atencion de partos en servicios,nacidos vivos,2014-04-01,35,35
PAMPA GRANDE,atencion de partos en servicios,nacidos vivos,2014-04-01,9,9
PAPEL PAMPA,atencion de partos en servicios,nacidos vivos,2014-04-01,3,3
PATACAMAYA,atencion de partos en servicios,nacidos vivos,2014-04-01,39,39
PAZÑA,atencion de partos en servicios,nacidos vivos,2014-04-01,2,2
PELECHUCO,atencion de partos en servicios,nacidos vivos,2014-04-01,2,2
POCOATA,atencion de partos en servicios,nacidos vivos,2014-04-01,8,8
POCONA,atencion de partos en servicios,nacidos vivos,2014-04-01,15,15
POJO (CBBA),atencion de partos en servicios,nacidos vivos,2014-04-01,4,4
POOPO,atencion de partos en servicios,nacidos vivos,2014-04-01,4,4
PORCO,atencion de partos en servicios,nacidos vivos,2014-04-01,8,8
POROMA,atencion de partos en servicios,nacidos vivos,2014-04-01,5,5
PORONGO,atencion de partos en servicios,nacidos vivos,2014-04-01,2,2
PORTACHUELO,atencion de partos en servicios,nacidos vivos,2014-04-01,45,45
PORVENIR,atencion de partos en servicios,nacidos vivos,2014-04-01,3,3
POSTRER VALLE,atencion de partos en servicios,nacidos vivos,2014-04-01,1,1
POTOSI,atencion de partos en servicios,nacidos vivos,2014-04-01,438,438
PRESTO,atencion de partos en servicios,nacidos vivos,2014-04-01,1,1
PUCARANI,atencion de partos en servicios,nacidos vivos,2014-04-01,20,20
PUERTO ACOSTA,atencion de partos en servicios,nacidos vivos,2014-04-01,7,7
PUERTO CARABUCO,atencion de partos en servicios,nacidos vivos,2014-04-01,3,3
PUERTO GONZALO MORENO,atencion de partos en servicios,nacidos vivos,2014-04-01,5,5
PUERTO PEREZ,atencion de partos en servicios,nacidos vivos,2014-04-01,1,1
PUERTO QUIJARRO,atencion de partos en servicios,nacidos vivos,2014-04-01,26,26
PUERTO RICO,atencion de partos en servicios,nacidos vivos,2014-04-01,11,11
PUERTO SILES,atencion de partos en servicios,nacidos vivos,2014-04-01,3,3
PUERTO SUAREZ,atencion de partos en servicios,nacidos vivos,2014-04-01,49,49
PUERTO VILLARROEL,atencion de partos en servicios,nacidos vivos,2014-04-01,108,108
PUNA,atencion de partos en servicios,nacidos vivos,2014-04-01,11,11
PUNATA,atencion de partos en servicios,nacidos vivos,2014-04-01,81,81
QUIABAYA,atencion de partos en servicios,nacidos vivos,2014-04-01,3,3
QUILLACOLLO,atencion de partos en servicios,nacidos vivos,2014-04-01,167,167
QUIME,atencion de partos en servicios,nacidos vivos,2014-04-01,8,8
RAVELO,atencion de partos en servicios,nacidos vivos,2014-04-01,5,5
REYES,atencion de partos en servicios,nacidos vivos,2014-04-01,24,24
RIBERALTA,atencion de partos en servicios,nacidos vivos,2014-04-01,292,292
ROBORE,atencion de partos en servicios,nacidos vivos,2014-04-01,25,25
RURRENABAQUE,atencion de partos en servicios,nacidos vivos,2014-04-01,45,45
SABAYA,atencion de partos en servicios,nacidos vivos,2014-04-01,1,1
SACABA,atencion de partos en servicios,nacidos vivos,2014-04-01,178,178
SACABAMBA,atencion de partos en servicios,nacidos vivos,2014-04-01,2,2
SACACA,atencion de partos en servicios,nacidos vivos,2014-04-01,13,13
SAIPINA,atencion de partos en servicios,nacidos vivos,2014-04-01,4,4
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,nacidos vivos,2014-04-01,14,14
SAMAIPATA,atencion de partos en servicios,nacidos vivos,2014-04-01,6,6
