municipality,group,variable,month,Nacidos vivos atendidos por partera,TOTAL
BOYUIBE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-08-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-08-01,27,27
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-08-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-08-01,3,3
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-08-01,5,5
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-08-01,1,1
CURVA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-08-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-08-01,3,3
LAJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-08-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-08-01,1,1
MAIRANA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-08-01,3,3
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-08-01,1,1
MONTERO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-08-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-08-01,7,7
PADCAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-08-01,1,1
PATACAMAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-08-01,2,2
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-08-01,2,2
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-08-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-08-01,2,2
REYES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-08-01,1,1
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-08-01,2,2
SACABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-08-01,1,1
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-08-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-08-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-08-01,7,7
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-08-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-08-01,1,1
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-08-01,1,1
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-08-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-08-01,1,1
TIAWANACU,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-08-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-08-01,8,8
TOLEDO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-08-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-08-01,1,1
WARNES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-08-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,2,2
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,1,1
ARBIETO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,3,3
AYO AYO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,1,1
BELLA FLOR,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,1,1
BOYUIBE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,16,16
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,2,2
CARAPARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,1,1
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,4,4
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,2,2
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,3,3
EUCALIPTUS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,3,3
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,1,1
LAJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,2,2
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,5,5
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,1,1
PORTACHUELO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,1,1
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,1,1
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,3,3
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,3,3
SACABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,1,1
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,6,6
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,2,2
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,2,2
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,1,1
SENA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,1,1
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,1,1
TURCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,1,1
VINTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,1,1
VITICHI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-09-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,1,1
AYO AYO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,27,27
CAMIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,2,2
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,3,3
CONCEPCION,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,1,1
COROICO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,1,1
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,2,2
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,2,2
CURVA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,5,5
ENTRE RIOS CBBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,2,2
HUATAJATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,1,1
INQUISIVI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,1,1
LAJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,1,1
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,2,2
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,3,3
PELECHUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,1,1
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,2,2
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,2,2
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,2,2
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,7,7
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,2,2
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,5,5
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,1,1
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,1,1
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,2,2
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,1,1
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,1,1
TIAWANACU,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,2,2
TOLEDO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,1,1
TURCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,1,1
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,1,1
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,2,2
VINTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-10-01,1,1
ARBIETO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-11-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-11-01,34,34
CAMIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-11-01,1,1
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-11-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-11-01,1,1
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-11-01,4,4
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-11-01,4,4
CORO CORO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-11-01,1,1
CUATRO CAÑADAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-11-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-11-01,1,1
HUACARETA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-11-01,1,1
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-11-01,1,1
LAJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-11-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-11-01,10,10
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-11-01,6,6
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-11-01,1,1
REYES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-11-01,1,1
ROBORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-11-01,3,3
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-11-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-11-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-11-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-11-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-11-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-11-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-11-01,3,3
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-11-01,2,2
VILA VILA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-11-01,1,1
VINTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-11-01,1,1
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-11-01,1,1
ACHOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-12-01,2,2
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-12-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-12-01,14,14
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-12-01,2,2
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-12-01,1,1
COLOMI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-12-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-12-01,4,4
CONCEPCION,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-12-01,1,1
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-12-01,2,2
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-12-01,1,1
GENERAL SAAVEDRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-12-01,1,1
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-12-01,2,2
MAGDALENA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-12-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-12-01,6,6
PASORAPA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-12-01,1,1
PORTACHUELO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-12-01,1,1
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-12-01,1,1
PUERTO CARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-12-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-12-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-12-01,2,2
SACABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-12-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-12-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-12-01,1,1
SAN MATIAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-12-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-12-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-12-01,1,1
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-12-01,1,1
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-12-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-12-01,5,5
TARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-12-01,1,1
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-12-01,2,2
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-12-01,3,3
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-12-01,3,3
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-12-01,1,1
TURCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-12-01,1,1
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2017-12-01,3,3
