municipality,group,variable,month,Partos atendidos por otros,TOTAL
LA ASUNTA,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,1,1
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,2,2
LAJA,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,1,1
LICOMA PAMPA,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,6,6
MOROCHATA,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,2,2
ORURO,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,4,4
PAMPA AULLAGAS,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,1,1
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,1,1
PUERTO GONZALO MORENO,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,3,3
SABAYA,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,2,2
SACACA,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,10,10
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,1,1
SAMAIPATA,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,1,1
SAN CARLOS,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por otros,2017-07-01,1,1
SANTA ANA,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,1,1
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,1,1
SENA,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,2,2
SHINAOTA,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,2,2
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,3,3
TARVITA,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,1,1
TIAWANACU,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,2,2
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,1,1
TOLEDO,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,2,2
VIACHA,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por otros,2017-07-01,2,2
ANZALDO,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,2,2
APOLO,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,2,2
ARQUE,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,2,2
AYO AYO,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por otros,2017-08-01,1,1
BOLIVAR,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,4,4
CARACOLLO,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,1,1
CARIPUYO,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,1,1
COLLANA,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,1,1
COMARAPA,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,2,2
COROICO,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,10,10
EL PUENTE(STC),atencion de partos en domicilio,partos atendidos por otros,2017-08-01,1,1
EL TORNO,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,2,2
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,1,1
GUTIERREZ,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,1,1
INQUISIVI,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,1,1
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,2,2
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,2,2
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,5,5
MAIRANA,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,3,3
MIZQUE,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,3,3
MONTERO,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,5,5
PAMPA AULLAGAS,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,1,1
PRESTO,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,4,4
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,5,5
RAVELO,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,2,2
SACACA,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,10,10
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,1,1
SAN ANDRES DE MACHACA,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por otros,2017-08-01,1,1
SENA,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,5,5
SUCRE,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,1,1
TACACHI,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,1,1
TARATA,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,4,4
TOLEDO,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,1,1
TRINIDAD,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,2,2
VILLA MONTES,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,2,2
VINTO,atencion de partos en domicilio,partos atendidos por otros,2017-08-01,2,2
ANZALDO,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
BOYUIBE,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
CALAMARCA,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
CARACOLLO,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,2,2
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,6,6
CHIMORE,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,2,2
CHIPAYA,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
COMARAPA,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,2,2
COROICO,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,16,16
EL CHORO,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
EL TORNO,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,4,4
EUCALIPTUS,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
GUTIERREZ,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
HUANUNI,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
IXIAMAS,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
LA ASUNTA,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,4,4
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
LAJA,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,2,2
MOCOMOCO,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,2,2
ORURO,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,5,5
PASORAPA,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
PELECHUCO,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,6,6
RAVELO,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,2,2
SACABA,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,4,4
SAMAIPATA,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,2,2
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,2,2
SANTA ANA,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,3,3
SANTIVAÑES,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
SHINAOTA,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,4,4
TARATA,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
TARIJA,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
TIAWANACU,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,2,2
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
TOMAVE,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,3,3
TURCO,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
VIACHA,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,2,2
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2017-09-01,1,1
ACHACACHI,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,2,2
AIQUILE,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,1,1
ANZALDO,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,3,3
BERMEJO,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,1,1
CARACOLLO,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,1,1
CARANAVI,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,3,3
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,24,24
EL PUENTE(STC),atencion de partos en domicilio,partos atendidos por otros,2017-10-01,2,2
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,2,2
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por otros,2017-10-01,1,1
LA ASUNTA,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,1,1
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,2,2
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,1,1
LAJA,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,1,1
MAIRANA,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,2,2
ORURO,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,3,3
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,2,2
POOPO,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,1,1
PORONGO,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,2,2
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,2,2
RAVELO,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,2,2
SACABA,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,12,12
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,1,1
SAN CARLOS,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,2,2
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por otros,2017-10-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,1,1
SENA,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,2,2
SHINAOTA,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,2,2
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,1,1
TIAWANACU,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,1,1
TOLEDO,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,1,1
UYUNI,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,1,1
VACAS,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,3,3
VILLA MONTES,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,2,2
VINTO,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,4,4
YACUIBA,atencion de partos en domicilio,partos atendidos por otros,2017-10-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,2,2
APOLO,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,2,2
ARBIETO,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por otros,2017-11-01,3,3
BERMEJO,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,1,1
CARIPUYO,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,7,7
CHAYANTA,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,2,2
CHIMORE,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,18,18
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por otros,2017-11-01,2,2
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,1,1
LAJA,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,2,2
MAIRANA,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,1,1
MIZQUE,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,2,2
ORURO,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,6,6
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,4,4
PELECHUCO,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,3,3
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,3,3
REYES,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,2,2
SACABAMBA,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,15,15
SAN CARLOS,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,4,4
SAN LUCAS,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,2,2
SAN PABLO DE LIPEZ,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,1,1
SANTIVAÑES,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,2,2
SENA,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,2,2
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,3,3
SUCRE,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,4,4
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,1,1
TIAWANACU,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,1,1
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por otros,2017-11-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por otros,2017-11-01,3,3
VILLA MONTES,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por otros,2017-11-01,5,5
ACHACACHI,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,1,1
ANZALDO,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,2,2
ARBIETO,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por otros,2017-12-01,1,1
BOLPEBRA,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,1,1
CARACOLLO,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,2,2
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,5,5
CHAYANTA,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,2,2
CHUMA,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,1,1
COLOMI,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,12,12
GUTIERREZ,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,1,1
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,1,1
MACHARETI,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,1,1
MAIRANA,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,2,2
MOCOMOCO,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,1,1
MOJINETE,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,6,6
PALCA,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,1,1
POJO (CBBA),atencion de partos en domicilio,partos atendidos por otros,2017-12-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,5,5
RAVELO,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,1,1
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,3,3
SACABA,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,7,7
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,2,2
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,2,2
SAN RAFAEL,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,2,2
SANTIVAÑES,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,1,1
SHINAOTA,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,2,2
TARIJA,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,1,1
TIPUANI,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,1,1
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,1,1
VACAS,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,2,2
VIACHA,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por otros,2017-12-01,2,2
