municipality,group,variable,month,Partos atendidos por partera empírica,TOTAL
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-11-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por partera empirica,2017-11-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-11-01,2,2
TORO TORO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-11-01,1,1
UNCIA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-11-01,1,1
VILA VILA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-11-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-11-01,1,1
YAPACANI,atencion de partos en domicilio,partos atendidos por partera empirica,2017-11-01,1,1
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-12-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2017-12-01,15,15
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por partera empirica,2017-12-01,1,1
COLOMI,atencion de partos en domicilio,partos atendidos por partera empirica,2017-12-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-12-01,3,3
CONCEPCION,atencion de partos en domicilio,partos atendidos por partera empirica,2017-12-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por partera empirica,2017-12-01,2,2
GENERAL SAAVEDRA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-12-01,1,1
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,partos atendidos por partera empirica,2017-12-01,2,2
MIZQUE,atencion de partos en domicilio,partos atendidos por partera empirica,2017-12-01,1,1
PASORAPA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-12-01,1,1
PORTACHUELO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-12-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por partera empirica,2017-12-01,3,3
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-12-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-12-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-12-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-12-01,2,2
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-12-01,1,1
SAN MATIAS,atencion de partos en domicilio,partos atendidos por partera empirica,2017-12-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-12-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por partera empirica,2017-12-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por partera empirica,2017-12-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera empirica,2017-12-01,2,2
TARIJA,atencion de partos en domicilio,partos atendidos por partera empirica,2017-12-01,1,1
TRINIDAD,atencion de partos en domicilio,partos atendidos por partera empirica,2017-12-01,1,1
TURCO,atencion de partos en domicilio,partos atendidos por partera empirica,2017-12-01,1,1
