municipality,group,variable,month,RN con apego precoz,TOTAL
SIPE SIPE,atencion de partos en domicilio,rn con apego precoz,2017-03-01,3,3
SORACACHI,atencion de partos en domicilio,rn con apego precoz,2017-03-01,4,4
SORATA,atencion de partos en domicilio,rn con apego precoz,2017-03-01,7,7
SUCRE,atencion de partos en domicilio,rn con apego precoz,2017-03-01,1,1
TACACOMA,atencion de partos en domicilio,rn con apego precoz,2017-03-01,4,4
TACOBAMBA,atencion de partos en domicilio,rn con apego precoz,2017-03-01,6,6
TACOPAYA,atencion de partos en domicilio,rn con apego precoz,2017-03-01,6,6
TAPACARI,atencion de partos en domicilio,rn con apego precoz,2017-03-01,12,12
TARABUCO,atencion de partos en domicilio,rn con apego precoz,2017-03-01,4,4
TARACO,atencion de partos en domicilio,rn con apego precoz,2017-03-01,2,2
TARATA,atencion de partos en domicilio,rn con apego precoz,2017-03-01,1,1
TARIJA,atencion de partos en domicilio,rn con apego precoz,2017-03-01,1,1
TARVITA,atencion de partos en domicilio,rn con apego precoz,2017-03-01,4,4
TEOPONTE,atencion de partos en domicilio,rn con apego precoz,2017-03-01,1,1
TIAWANACU,atencion de partos en domicilio,rn con apego precoz,2017-03-01,6,6
TINGUIPAYA,atencion de partos en domicilio,rn con apego precoz,2017-03-01,10,10
TIQUIPAYA,atencion de partos en domicilio,rn con apego precoz,2017-03-01,2,2
TIRAQUE (CBBA),atencion de partos en domicilio,rn con apego precoz,2017-03-01,1,1
TITO YUPANQUI (PARQUIPUJIO),atencion de partos en domicilio,rn con apego precoz,2017-03-01,2,2
TOMAVE,atencion de partos en domicilio,rn con apego precoz,2017-03-01,7,7
TORO TORO,atencion de partos en domicilio,rn con apego precoz,2017-03-01,4,4
TOTORA(CBBA),atencion de partos en domicilio,rn con apego precoz,2017-03-01,1,1
TOTORA(ORR),atencion de partos en domicilio,rn con apego precoz,2017-03-01,1,1
TUPIZA,atencion de partos en domicilio,rn con apego precoz,2017-03-01,2,2
TURCO,atencion de partos en domicilio,rn con apego precoz,2017-03-01,2,2
UMALA,atencion de partos en domicilio,rn con apego precoz,2017-03-01,5,5
UNCIA,atencion de partos en domicilio,rn con apego precoz,2017-03-01,9,9
UYUNI,atencion de partos en domicilio,rn con apego precoz,2017-03-01,3,3
VACAS,atencion de partos en domicilio,rn con apego precoz,2017-03-01,3,3
VIACHA,atencion de partos en domicilio,rn con apego precoz,2017-03-01,3,3
VILA VILA,atencion de partos en domicilio,rn con apego precoz,2017-03-01,3,3
VILLA CHARCAS,atencion de partos en domicilio,rn con apego precoz,2017-03-01,6,6
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,rn con apego precoz,2017-03-01,5,5
VILLA SERRANO,atencion de partos en domicilio,rn con apego precoz,2017-03-01,2,2
VILLA TUNARI,atencion de partos en domicilio,rn con apego precoz,2017-03-01,9,9
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,rn con apego precoz,2017-03-01,1,1
VILLAZON,atencion de partos en domicilio,rn con apego precoz,2017-03-01,1,1
VINTO,atencion de partos en domicilio,rn con apego precoz,2017-03-01,3,3
VITICHI,atencion de partos en domicilio,rn con apego precoz,2017-03-01,4,4
WALDO BALLIVIAN,atencion de partos en domicilio,rn con apego precoz,2017-03-01,3,3
WARNES,atencion de partos en domicilio,rn con apego precoz,2017-03-01,3,3
YACO,atencion de partos en domicilio,rn con apego precoz,2017-03-01,5,5
YACUIBA,atencion de partos en domicilio,rn con apego precoz,2017-03-01,7,7
YAPACANI,atencion de partos en domicilio,rn con apego precoz,2017-03-01,4,4
YUNCHARA,atencion de partos en domicilio,rn con apego precoz,2017-03-01,6,6
ACACIO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,3,3
ACHACACHI,atencion de partos en domicilio,rn con apego precoz,2017-04-01,18,18
ACHOCALLA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,4,4
AIQUILE,atencion de partos en domicilio,rn con apego precoz,2017-04-01,2,2
ALALAY,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
ALTO BENI,atencion de partos en domicilio,rn con apego precoz,2017-04-01,2,2
ANCORAIMES,atencion de partos en domicilio,rn con apego precoz,2017-04-01,8,8
ANDAMARCA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
ANZALDO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
APOLO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,11,11
ARAMPAMPA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,2,2
ARANI,atencion de partos en domicilio,rn con apego precoz,2017-04-01,2,2
ARBIETO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,5,5
ARQUE,atencion de partos en domicilio,rn con apego precoz,2017-04-01,9,9
ATOCHA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
AUCAPATA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,3,3
AYATA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,7,7
AYO AYO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,rn con apego precoz,2017-04-01,11,11
AZURDUY,atencion de partos en domicilio,rn con apego precoz,2017-04-01,5,5
BATALLAS,atencion de partos en domicilio,rn con apego precoz,2017-04-01,8,8
BETANZOS,atencion de partos en domicilio,rn con apego precoz,2017-04-01,11,11
BOLIVAR,atencion de partos en domicilio,rn con apego precoz,2017-04-01,11,11
BUENA VISTA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
CABEZAS,atencion de partos en domicilio,rn con apego precoz,2017-04-01,3,3
CAIROMA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,7,7
"CAIZA ""D""",atencion de partos en domicilio,rn con apego precoz,2017-04-01,4,4
CALACOTO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,4,4
CALAMARCA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,7,7
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,rn con apego precoz,2017-04-01,2,2
CAQUIAVIRI,atencion de partos en domicilio,rn con apego precoz,2017-04-01,2,2
CARACOLLO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,7,7
CARANAVI,atencion de partos en domicilio,rn con apego precoz,2017-04-01,5,5
CARAPARI,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
CARIPUYO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,3,3
CATACORA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,2,2
CHALLAPATA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,8,8
CHAQUI,atencion de partos en domicilio,rn con apego precoz,2017-04-01,6,6
CHARAGUA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,3,3
CHARAÑA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,3,3
CHAYANTA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,13,13
CHIMORE,atencion de partos en domicilio,rn con apego precoz,2017-04-01,2,2
CHOQUE COTA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
CHUMA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,10,10
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
CKOCHAS,atencion de partos en domicilio,rn con apego precoz,2017-04-01,10,10
CLIZA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
COCAPATA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,4,4
COCHABAMBA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,2,2
"COLCHA ""K""",atencion de partos en domicilio,rn con apego precoz,2017-04-01,7,7
COLLANA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
COLOMI,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
COLQUECHACA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,36,36
COLQUENCHA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,5,5
COLQUIRI,atencion de partos en domicilio,rn con apego precoz,2017-04-01,14,14
COMBAYA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
CONCEPCION,atencion de partos en domicilio,rn con apego precoz,2017-04-01,4,4
COPACABANA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
CORIPATA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,3,3
CORO CORO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
COROICO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
CORQUE,atencion de partos en domicilio,rn con apego precoz,2017-04-01,3,3
COTAGAITA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,6,6
COTOCA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,2,2
CULPINA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,4,4
CURAHUARA DE CARANGAS,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
CURVA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,4,4
DESAGUADERO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
EL ALTO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,3,3
EL CHORO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
EL PUENTE(STC),atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
EL PUENTE(TJA),atencion de partos en domicilio,rn con apego precoz,2017-04-01,2,2
EL TORNO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,rn con apego precoz,2017-04-01,4,4
ENTRE RIOS CBBA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
ESCOMA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,2,2
FILADELFIA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,rn con apego precoz,2017-04-01,7,7
GUANAY,atencion de partos en domicilio,rn con apego precoz,2017-04-01,2,2
GUAQUI,atencion de partos en domicilio,rn con apego precoz,2017-04-01,2,2
GUTIERREZ,atencion de partos en domicilio,rn con apego precoz,2017-04-01,6,6
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
HUARINA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,3,3
HUMANATA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,2,2
ICLA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,4,4
INCAHUASI,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
INQUISIVI,atencion de partos en domicilio,rn con apego precoz,2017-04-01,3,3
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,rn con apego precoz,2017-04-01,6,6
IXIAMAS,atencion de partos en domicilio,rn con apego precoz,2017-04-01,5,5
JESUS DE MACHACA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,7,7
LA ASUNTA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,17,17
LA GUARDIA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,3,3
LAJA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,7,7
LLALLAGUA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,5,5
LORETO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
LURIBAY,atencion de partos en domicilio,rn con apego precoz,2017-04-01,6,6
MACHACAMARCA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,2,2
MACHARETI,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
MALLA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,3,3
MECAPACA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,3,3
MIZQUE,atencion de partos en domicilio,rn con apego precoz,2017-04-01,5,5
MOCOMOCO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,7,7
MOJINETE,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
MONTEAGUDO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
MONTERO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,2,2
MOROCHATA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,3,3
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
OCURI,atencion de partos en domicilio,rn con apego precoz,2017-04-01,7,7
ORURO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,11,11
PADCAYA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,2,2
PALCA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,5,5
PALOS BLANCOS,atencion de partos en domicilio,rn con apego precoz,2017-04-01,11,11
PAMPA AULLAGAS,atencion de partos en domicilio,rn con apego precoz,2017-04-01,2,2
PAMPA GRANDE,atencion de partos en domicilio,rn con apego precoz,2017-04-01,2,2
PAPEL PAMPA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,3,3
PATACAMAYA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,5,5
PAZÑA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,4,4
PELECHUCO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,7,7
POCOATA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,19,19
POCONA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
POJO (CBBA),atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
POOPO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
PORCO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,2,2
POROMA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,5,5
PORTACHUELO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
PUCARANI,atencion de partos en domicilio,rn con apego precoz,2017-04-01,21,21
PUERTO ACOSTA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,7,7
PUERTO CARABUCO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,10,10
PUERTO GONZALO MORENO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,6,6
PUERTO PEREZ,atencion de partos en domicilio,rn con apego precoz,2017-04-01,3,3
PUERTO RICO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
PUERTO SILES,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
PUERTO SUAREZ,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
PUNA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
PUNATA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
QUIABAYA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,2,2
QUIME,atencion de partos en domicilio,rn con apego precoz,2017-04-01,5,5
RAVELO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,4,4
REYES,atencion de partos en domicilio,rn con apego precoz,2017-04-01,4,4
RIBERALTA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,2,2
RURRENABAQUE,atencion de partos en domicilio,rn con apego precoz,2017-04-01,4,4
SACABA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,5,5
SACACA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,12,12
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,2,2
SAMAIPATA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
SAN AGUSTIN,atencion de partos en domicilio,rn con apego precoz,2017-04-01,2,2
SAN ANDRES DE MACHACA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
SAN BENITO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
SAN BORJA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,9,9
SAN BUENA VENTURA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,2,2
SAN IGNACIO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,11,11
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,rn con apego precoz,2017-04-01,9,9
SAN LUCAS,atencion de partos en domicilio,rn con apego precoz,2017-04-01,14,14
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,5,5
SAN PABLO DE LIPEZ,atencion de partos en domicilio,rn con apego precoz,2017-04-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,25,25
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,4,4
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
SAN PEDRO(PND),atencion de partos en domicilio,rn con apego precoz,2017-04-01,2,2
SAN RAFAEL,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
SANTA ANA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,3,3
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,3,3
SANTA ROSA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,2,2
SANTIAGO DE HUARI,atencion de partos en domicilio,rn con apego precoz,2017-04-01,2,2
SANTIAGO DE HUATA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,2,2
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,rn con apego precoz,2017-04-01,2,2
SAPAHAQUI,atencion de partos en domicilio,rn con apego precoz,2017-04-01,4,4
SENA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,rn con apego precoz,2017-04-01,7,7
SICAYA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
SIPE SIPE,atencion de partos en domicilio,rn con apego precoz,2017-04-01,5,5
SORACACHI,atencion de partos en domicilio,rn con apego precoz,2017-04-01,3,3
SORATA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,12,12
SUCRE,atencion de partos en domicilio,rn con apego precoz,2017-04-01,3,3
TACACHI,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
TACACOMA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,4,4
TACOBAMBA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,7,7
TACOPAYA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,4,4
TAPACARI,atencion de partos en domicilio,rn con apego precoz,2017-04-01,16,16
TARABUCO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,4,4
TARACO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,2,2
TARVITA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
TEOPONTE,atencion de partos en domicilio,rn con apego precoz,2017-04-01,2,2
TIAWANACU,atencion de partos en domicilio,rn con apego precoz,2017-04-01,6,6
TINGUIPAYA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,6,6
TIQUIPAYA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,3,3
TIRAQUE (CBBA),atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
TOCO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
TOMAVE,atencion de partos en domicilio,rn con apego precoz,2017-04-01,3,3
TOMINA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
TORO TORO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,12,12
TOTORA(ORR),atencion de partos en domicilio,rn con apego precoz,2017-04-01,3,3
TRINIDAD,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
TUPIZA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,4,4
TURCO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,2,2
UMALA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,3,3
UNCIA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,8,8
URIONDO (A. CONCEPCION),atencion de partos en domicilio,rn con apego precoz,2017-04-01,2,2
UYUNI,atencion de partos en domicilio,rn con apego precoz,2017-04-01,3,3
VACAS,atencion de partos en domicilio,rn con apego precoz,2017-04-01,3,3
VIACHA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,4,4
VILA VILA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,5,5
VILLA CHARCAS,atencion de partos en domicilio,rn con apego precoz,2017-04-01,5,5
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
VILLA SERRANO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
VILLA TUNARI,atencion de partos en domicilio,rn con apego precoz,2017-04-01,12,12
VINTO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,3,3
VITICHI,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
WALDO BALLIVIAN,atencion de partos en domicilio,rn con apego precoz,2017-04-01,3,3
YACO,atencion de partos en domicilio,rn con apego precoz,2017-04-01,9,9
YACUIBA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,3,3
YANACACHI,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
YAPACANI,atencion de partos en domicilio,rn con apego precoz,2017-04-01,1,1
YOCALLA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,3,3
YUNCHARA,atencion de partos en domicilio,rn con apego precoz,2017-04-01,5,5
ZUDAÑEZ,atencion de partos en domicilio,rn con apego precoz,2017-04-01,2,2
ACHACACHI,atencion de partos en domicilio,rn con apego precoz,2017-05-01,18,18
ACHOCALLA,atencion de partos en domicilio,rn con apego precoz,2017-05-01,7,7
AIQUILE,atencion de partos en domicilio,rn con apego precoz,2017-05-01,5,5
ANCORAIMES,atencion de partos en domicilio,rn con apego precoz,2017-05-01,12,12
ANDAMARCA,atencion de partos en domicilio,rn con apego precoz,2017-05-01,3,3
ANZALDO,atencion de partos en domicilio,rn con apego precoz,2017-05-01,3,3
APOLO,atencion de partos en domicilio,rn con apego precoz,2017-05-01,8,8
ARAMPAMPA,atencion de partos en domicilio,rn con apego precoz,2017-05-01,10,10
ARBIETO,atencion de partos en domicilio,rn con apego precoz,2017-05-01,6,6
ARQUE,atencion de partos en domicilio,rn con apego precoz,2017-05-01,12,12
ASCENCION DE GUARAYOS,atencion de partos en domicilio,rn con apego precoz,2017-05-01,1,1
ATOCHA,atencion de partos en domicilio,rn con apego precoz,2017-05-01,1,1
AUCAPATA,atencion de partos en domicilio,rn con apego precoz,2017-05-01,8,8
AYATA,atencion de partos en domicilio,rn con apego precoz,2017-05-01,10,10
AYO AYO,atencion de partos en domicilio,rn con apego precoz,2017-05-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,rn con apego precoz,2017-05-01,10,10
AZURDUY,atencion de partos en domicilio,rn con apego precoz,2017-05-01,7,7
BATALLAS,atencion de partos en domicilio,rn con apego precoz,2017-05-01,5,5
BAURES,atencion de partos en domicilio,rn con apego precoz,2017-05-01,2,2
BELLA FLOR,atencion de partos en domicilio,rn con apego precoz,2017-05-01,2,2
BETANZOS,atencion de partos en domicilio,rn con apego precoz,2017-05-01,19,19
BOLIVAR,atencion de partos en domicilio,rn con apego precoz,2017-05-01,5,5
BOLPEBRA,atencion de partos en domicilio,rn con apego precoz,2017-05-01,1,1
BUENA VISTA,atencion de partos en domicilio,rn con apego precoz,2017-05-01,2,2
CABEZAS,atencion de partos en domicilio,rn con apego precoz,2017-05-01,2,2
CAIROMA,atencion de partos en domicilio,rn con apego precoz,2017-05-01,5,5
"CAIZA ""D""",atencion de partos en domicilio,rn con apego precoz,2017-05-01,1,1
CALAMARCA,atencion de partos en domicilio,rn con apego precoz,2017-05-01,3,3
CAMARGO,atencion de partos en domicilio,rn con apego precoz,2017-05-01,3,3
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,rn con apego precoz,2017-05-01,2,2
CAMIRI,atencion de partos en domicilio,rn con apego precoz,2017-05-01,2,2
CAQUIAVIRI,atencion de partos en domicilio,rn con apego precoz,2017-05-01,2,2
CARACOLLO,atencion de partos en domicilio,rn con apego precoz,2017-05-01,8,8
CARANAVI,atencion de partos en domicilio,rn con apego precoz,2017-05-01,6,6
CARIPUYO,atencion de partos en domicilio,rn con apego precoz,2017-05-01,5,5
CARMEN RIVERO TORREZ,atencion de partos en domicilio,rn con apego precoz,2017-05-01,1,1
CATACORA,atencion de partos en domicilio,rn con apego precoz,2017-05-01,2,2
CHACARILLA,atencion de partos en domicilio,rn con apego precoz,2017-05-01,1,1
CHALLAPATA,atencion de partos en domicilio,rn con apego precoz,2017-05-01,10,10
CHAQUI,atencion de partos en domicilio,rn con apego precoz,2017-05-01,1,1
CHARAGUA,atencion de partos en domicilio,rn con apego precoz,2017-05-01,6,6
CHARAÑA,atencion de partos en domicilio,rn con apego precoz,2017-05-01,2,2
CHAYANTA,atencion de partos en domicilio,rn con apego precoz,2017-05-01,11,11
CHIMORE,atencion de partos en domicilio,rn con apego precoz,2017-05-01,1,1
CHUA COCANI,atencion de partos en domicilio,rn con apego precoz,2017-05-01,1,1
CHUMA,atencion de partos en domicilio,rn con apego precoz,2017-05-01,7,7
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,rn con apego precoz,2017-05-01,2,2
CKOCHAS,atencion de partos en domicilio,rn con apego precoz,2017-05-01,14,14
COBIJA,atencion de partos en domicilio,rn con apego precoz,2017-05-01,1,1
COCAPATA,atencion de partos en domicilio,rn con apego precoz,2017-05-01,3,3
COCHABAMBA,atencion de partos en domicilio,rn con apego precoz,2017-05-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,rn con apego precoz,2017-05-01,3,3
COLOMI,atencion de partos en domicilio,rn con apego precoz,2017-05-01,1,1
COLQUECHACA,atencion de partos en domicilio,rn con apego precoz,2017-05-01,33,33
COLQUENCHA,atencion de partos en domicilio,rn con apego precoz,2017-05-01,9,9
COLQUIRI,atencion de partos en domicilio,rn con apego precoz,2017-05-01,11,11
COMANCHE,atencion de partos en domicilio,rn con apego precoz,2017-05-01,3,3
COMARAPA,atencion de partos en domicilio,rn con apego precoz,2017-05-01,1,1
COMBAYA,atencion de partos en domicilio,rn con apego precoz,2017-05-01,1,1
CONCEPCION,atencion de partos en domicilio,rn con apego precoz,2017-05-01,3,3
COPACABANA,atencion de partos en domicilio,rn con apego precoz,2017-05-01,5,5
CORO CORO,atencion de partos en domicilio,rn con apego precoz,2017-05-01,3,3
CORQUE,atencion de partos en domicilio,rn con apego precoz,2017-05-01,1,1
COTAGAITA,atencion de partos en domicilio,rn con apego precoz,2017-05-01,8,8
COTOCA,atencion de partos en domicilio,rn con apego precoz,2017-05-01,5,5
CUATRO CAÑADAS,atencion de partos en domicilio,rn con apego precoz,2017-05-01,1,1
CUEVO,atencion de partos en domicilio,rn con apego precoz,2017-05-01,1,1
CULPINA,atencion de partos en domicilio,rn con apego precoz,2017-05-01,2,2
CURVA,atencion de partos en domicilio,rn con apego precoz,2017-05-01,3,3
EL ALTO,atencion de partos en domicilio,rn con apego precoz,2017-05-01,6,6
EL CHORO,atencion de partos en domicilio,rn con apego precoz,2017-05-01,2,2
EL PUENTE(TJA),atencion de partos en domicilio,rn con apego precoz,2017-05-01,3,3
ENTRE RIOS TRJ,atencion de partos en domicilio,rn con apego precoz,2017-05-01,5,5
ENTRE RIOS CBBA,atencion de partos en domicilio,rn con apego precoz,2017-05-01,1,1
ESCARA,atencion de partos en domicilio,rn con apego precoz,2017-05-01,1,1
