,group,variable,month,TRATAMIENTOS DE LEISHMANIA CUTÁNEA INICIADO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA INICIADO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA CONCLUIDO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA CONCLUIDO,TOTALES,TOTALES,TOTALES
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2018-07-01,2,0,1,0,3,0,3
NUEVO MANOA (NUEVA ESPERANZA),leishmaniasis,tratamientos de leishmania cutanea,2018-07-01,0,0,1,0,1,0,1
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2018-07-01,7,1,1,1,8,2,10
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2018-07-01,2,0,1,0,3,0,3
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2018-07-01,1,0,1,0,2,0,2
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2018-07-01,3,0,3,0,6,0,6
PUERTO SUAREZ,leishmaniasis,tratamientos de leishmania cutanea,2018-07-01,1,0,1,0,2,0,2
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2018-07-01,2,1,0,1,2,2,4
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2018-07-01,15,4,9,2,24,6,30
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2018-07-01,15,5,5,3,20,8,28
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2018-07-01,0,1,0,0,0,1,1
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2018-07-01,3,1,1,1,4,2,6
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2018-07-01,3,0,0,0,3,0,3
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2018-07-01,2,1,0,0,2,1,3
SAN LUCAS,leishmaniasis,tratamientos de leishmania cutanea,2018-07-01,1,0,0,0,1,0,1
SAN PEDRO(PND),leishmaniasis,tratamientos de leishmania cutanea,2018-07-01,1,0,1,0,2,0,2
SANTA ROSA,leishmaniasis,tratamientos de leishmania cutanea,2018-07-01,1,0,1,0,2,0,2
SENA,leishmaniasis,tratamientos de leishmania cutanea,2018-07-01,2,1,1,1,3,2,5
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2018-07-01,1,0,0,0,1,0,1
TAPACARI,leishmaniasis,tratamientos de leishmania cutanea,2018-07-01,1,0,0,0,1,0,1
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2018-07-01,5,3,0,0,5,3,8
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2018-07-01,13,6,1,0,14,6,20
YACUIBA,leishmaniasis,tratamientos de leishmania cutanea,2018-07-01,1,0,0,0,1,0,1
YANACACHI,leishmaniasis,tratamientos de leishmania cutanea,2018-07-01,1,0,2,0,3,0,3
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2018-08-01,0,0,2,0,2,0,2
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2018-08-01,0,1,7,1,7,2,9
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2018-08-01,11,2,0,1,11,3,14
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2018-08-01,2,2,1,0,3,2,5
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2018-08-01,1,2,1,2,2,4,6
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2018-08-01,3,0,21,8,24,8,32
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2018-08-01,2,0,0,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2018-08-01,5,0,4,0,9,0,9
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2018-08-01,28,6,5,0,33,6,39
COCAPATA,leishmaniasis,tratamientos de leishmania cutanea,2018-08-01,1,3,1,3,2,6,8
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2018-08-01,5,0,3,0,8,0,8
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2018-08-01,0,1,0,0,0,1,1
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2018-08-01,5,0,14,0,19,0,19
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2018-08-01,0,0,5,0,5,0,5
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2018-08-01,4,1,2,2,6,3,9
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2018-08-01,4,1,7,0,11,1,12
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2018-08-01,3,1,3,2,6,3,9
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2018-08-01,2,0,0,1,2,1,3
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2018-08-01,7,7,7,5,14,12,26
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2018-08-01,5,1,1,0,6,1,7
PADCAYA,leishmaniasis,tratamientos de leishmania cutanea,2018-08-01,1,0,0,0,1,0,1
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2018-08-01,3,2,4,2,7,4,11
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2018-08-01,13,3,2,0,15,3,18
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2018-08-01,0,2,1,1,1,3,4
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2018-08-01,31,6,1,1,32,7,39
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2018-08-01,28,1,16,3,44,4,48
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2018-08-01,1,0,0,1,1,1,2
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2018-08-01,3,2,3,2,6,4,10
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2018-08-01,0,0,1,0,1,0,1
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2018-08-01,3,3,5,2,8,5,13
SAN LORENZO(PND),leishmaniasis,tratamientos de leishmania cutanea,2018-08-01,2,0,0,0,2,0,2
SANTA ROSA,leishmaniasis,tratamientos de leishmania cutanea,2018-08-01,2,0,0,0,2,0,2
SENA,leishmaniasis,tratamientos de leishmania cutanea,2018-08-01,1,0,1,0,2,0,2
TAPACARI,leishmaniasis,tratamientos de leishmania cutanea,2018-08-01,0,0,1,0,1,0,1
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2018-08-01,1,0,0,0,1,0,1
VILLA NUEVA (LOMA ALTA),leishmaniasis,tratamientos de leishmania cutanea,2018-08-01,1,0,0,0,1,0,1
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2018-08-01,7,2,17,7,24,9,33
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2018-09-01,1,1,0,1,1,2,3
APOLO,leishmaniasis,tratamientos de leishmania cutanea,2018-09-01,0,0,2,0,2,0,2
BAURES,leishmaniasis,tratamientos de leishmania cutanea,2018-09-01,1,0,0,0,1,0,1
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2018-09-01,4,2,2,3,6,5,11
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2018-09-01,3,4,3,0,6,4,10
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2018-09-01,0,0,2,2,2,2,4
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2018-09-01,1,0,0,0,1,0,1
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2018-09-01,0,2,0,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2018-09-01,2,5,1,0,3,5,8
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2018-09-01,13,3,34,5,47,8,55
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2018-09-01,0,0,1,0,1,0,1
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2018-09-01,0,2,0,1,0,3,3
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2018-09-01,5,0,4,0,9,0,9
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2018-09-01,1,0,8,1,9,1,10
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2018-09-01,1,0,1,0,2,0,2
INGAVI (HUMAITA),leishmaniasis,tratamientos de leishmania cutanea,2018-09-01,0,0,2,1,2,1,3
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2018-09-01,2,2,1,2,3,4,7
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2018-09-01,5,0,0,0,5,0,5
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2018-09-01,0,0,5,6,5,6,11
MAGDALENA,leishmaniasis,tratamientos de leishmania cutanea,2018-09-01,1,1,0,0,1,1,2
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2018-09-01,3,0,7,1,10,1,11
PADCAYA,leishmaniasis,tratamientos de leishmania cutanea,2018-09-01,0,0,1,0,1,0,1
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2018-09-01,0,0,4,1,4,1,5
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2018-09-01,0,1,11,1,11,2,13
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2018-09-01,4,0,4,0,8,0,8
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2018-09-01,2,0,1,0,3,0,3
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2018-09-01,2,0,2,1,4,1,5
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2018-09-01,13,5,14,5,27,10,37
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2018-09-01,0,0,22,0,22,0,22
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2018-09-01,1,0,2,0,3,0,3
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2018-09-01,4,0,1,0,5,0,5
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2018-09-01,1,0,0,0,1,0,1
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2018-09-01,10,0,5,3,15,3,18
SAN LORENZO(PND),leishmaniasis,tratamientos de leishmania cutanea,2018-09-01,0,0,2,0,2,0,2
SANTA ROSA,leishmaniasis,tratamientos de leishmania cutanea,2018-09-01,0,0,1,0,1,0,1
SENA,leishmaniasis,tratamientos de leishmania cutanea,2018-09-01,0,0,1,1,1,1,2
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2018-09-01,1,3,2,3,3,6,9
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2018-09-01,2,0,0,0,2,0,2
VILLA NUEVA (LOMA ALTA),leishmaniasis,tratamientos de leishmania cutanea,2018-09-01,0,0,1,0,1,0,1
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2018-09-01,6,0,6,2,12,2,14
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2018-10-01,4,3,4,3,8,6,14
APOLO,leishmaniasis,tratamientos de leishmania cutanea,2018-10-01,1,1,0,0,1,1,2
BAURES,leishmaniasis,tratamientos de leishmania cutanea,2018-10-01,1,0,0,0,1,0,1
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2018-10-01,0,0,1,1,1,1,2
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2018-10-01,1,3,1,2,2,5,7
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2018-10-01,1,0,1,0,2,0,2
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2018-10-01,6,7,7,6,13,13,26
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2018-10-01,0,1,0,1,0,2,2
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2018-10-01,2,1,2,1,4,2,6
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2018-10-01,1,1,2,5,3,6,9
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2018-10-01,2,1,3,2,5,3,8
COCAPATA,leishmaniasis,tratamientos de leishmania cutanea,2018-10-01,0,1,0,1,0,2,2
CONCEPCION,leishmaniasis,tratamientos de leishmania cutanea,2018-10-01,2,0,2,0,4,0,4
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2018-10-01,0,0,0,1,0,1,1
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2018-10-01,10,0,10,0,20,0,20
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2018-10-01,2,2,0,0,2,2,4
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2018-10-01,1,0,0,0,1,0,1
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2018-10-01,0,1,2,2,2,3,5
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2018-10-01,0,0,0,1,0,1,1
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2018-10-01,4,5,0,0,4,5,9
MAGDALENA,leishmaniasis,tratamientos de leishmania cutanea,2018-10-01,0,0,1,1,1,1,2
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2018-10-01,2,1,4,0,6,1,7
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2018-10-01,3,3,0,1,3,4,7
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2018-10-01,0,0,0,1,0,1,1
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2018-10-01,4,3,3,2,7,5,12
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2018-10-01,1,0,0,0,1,0,1
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2018-10-01,6,2,9,4,15,6,21
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2018-10-01,18,6,2,1,20,7,27
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2018-10-01,3,2,0,0,3,2,5
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2018-10-01,1,3,5,1,6,4,10
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2018-10-01,6,1,8,0,14,1,15
TAPACARI,leishmaniasis,tratamientos de leishmania cutanea,2018-10-01,1,0,0,0,1,0,1
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2018-10-01,2,2,0,0,2,2,4
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2018-10-01,6,2,2,0,8,2,10
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2018-11-01,1,2,1,2,2,4,6
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2018-11-01,3,0,0,0,3,0,3
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2018-11-01,0,6,1,3,1,9,10
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2018-11-01,2,0,0,0,2,0,2
CAIROMA,leishmaniasis,tratamientos de leishmania cutanea,2018-11-01,1,1,0,0,1,1,2
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2018-11-01,4,7,0,0,4,7,11
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2018-11-01,1,0,1,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2018-11-01,0,2,0,0,0,2,2
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2018-11-01,16,9,3,0,19,9,28
CONCEPCION,leishmaniasis,tratamientos de leishmania cutanea,2018-11-01,3,1,3,1,6,2,8
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2018-11-01,1,0,0,0,1,0,1
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2018-11-01,5,0,5,0,10,0,10
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2018-11-01,5,1,5,2,10,3,13
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2018-11-01,1,0,0,0,1,0,1
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2018-11-01,3,0,3,0,6,0,6
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2018-11-01,1,2,1,2,2,4,6
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2018-11-01,0,0,1,1,1,1,2
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2018-11-01,2,1,5,5,7,6,13
LICOMA PAMPA,leishmaniasis,tratamientos de leishmania cutanea,2018-11-01,0,1,0,0,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2018-11-01,2,0,1,1,3,1,4
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2018-11-01,3,0,5,3,8,3,11
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2018-11-01,1,1,1,0,2,1,3
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2018-11-01,1,1,17,6,18,7,25
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2018-11-01,1,0,5,2,6,2,8
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2018-11-01,1,0,0,0,1,0,1
SANTA ROSA,leishmaniasis,tratamientos de leishmania cutanea,2018-11-01,0,0,2,0,2,0,2
TAPACARI,leishmaniasis,tratamientos de leishmania cutanea,2018-11-01,0,0,1,0,1,0,1
TOTORA(CBBA),leishmaniasis,tratamientos de leishmania cutanea,2018-11-01,1,0,0,0,1,0,1
VILLA NUEVA (LOMA ALTA),leishmaniasis,tratamientos de leishmania cutanea,2018-11-01,0,1,0,0,0,1,1
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2018-11-01,10,1,11,2,21,3,24
VINTO,leishmaniasis,tratamientos de leishmania cutanea,2018-11-01,3,0,0,0,3,0,3
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2018-12-01,2,3,2,2,4,5,9
APOLO,leishmaniasis,tratamientos de leishmania cutanea,2018-12-01,1,0,0,0,1,0,1
AYATA,leishmaniasis,tratamientos de leishmania cutanea,2018-12-01,2,0,0,0,2,0,2
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2018-12-01,2,0,4,0,6,0,6
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2018-12-01,0,1,0,0,0,1,1
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2018-12-01,2,0,4,0,6,0,6
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2018-12-01,3,5,3,5,6,10,16
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2018-12-01,11,4,4,8,15,12,27
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2018-12-01,15,2,15,6,30,8,38
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2018-12-01,1,1,1,0,2,1,3
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2018-12-01,0,0,1,0,1,0,1
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2018-12-01,7,0,5,0,12,0,12
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2018-12-01,1,0,1,0,2,0,2
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2018-12-01,0,0,1,0,1,0,1
GUANAY,leishmaniasis,tratamientos de leishmania cutanea,2018-12-01,0,0,1,0,1,0,1
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2018-12-01,10,4,2,0,12,4,16
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2018-12-01,2,0,1,0,3,0,3
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2018-12-01,9,8,5,3,14,11,25
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2018-12-01,1,0,1,0,2,0,2
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2018-12-01,8,2,3,0,11,2,13
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2018-12-01,0,0,1,0,1,0,1
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2018-12-01,4,0,0,0,4,0,4
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2018-12-01,12,0,6,0,18,0,18
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2018-12-01,13,10,12,10,25,20,45
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2018-12-01,1,1,2,0,3,1,4
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2018-12-01,2,1,0,0,2,1,3
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2018-12-01,12,5,9,3,21,8,29
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2018-12-01,11,4,1,1,12,5,17
VILLA NUEVA (LOMA ALTA),leishmaniasis,tratamientos de leishmania cutanea,2018-12-01,0,0,0,1,0,1,1
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2018-12-01,2,1,7,0,9,1,10
VINTO,leishmaniasis,tratamientos de leishmania cutanea,2018-12-01,1,0,3,0,4,0,4
