,group,variable,month,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS FUERA,SRP 2DA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
COMANCHE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,1,0,0,0,1,0,1
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,12,11,15,14,27,25,52
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,2,1,0,0,2,1,3
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,10,10,7,11,17,21,38
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,0,1,1,1,1,2,3
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,5,5,7,6,12,11,23
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,1,3,3,2,4,5,9
COROICO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,9,8,3,7,12,15,27
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,8,4,1,2,9,6,15
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,10,5,2,3,12,8,20
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,36,30,42,37,78,67,145
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,11,15,8,7,19,22,41
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,1,1,1,0,2,1,3
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,13,10,3,2,16,12,28
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,12,10,7,9,19,19,38
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,3,1,0,0,3,1,4
CURVA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,0,2,1,1,1,3,4
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,1,2,0,0,1,2,3
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,296,281,435,435,731,716,1447
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,1,1,0,0,1,1,2
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,4,4,6,6,10,10,20
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,6,13,0,1,6,14,20
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,27,41,9,5,36,46,82
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,2,2,1,1,3,3,6
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,22,20,13,6,35,26,61
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,29,9,0,0,29,9,38
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,0,1,1,1,1,2,3
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,2,3,0,1,2,4,6
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,0,0,0,3,0,3,3
EXALTACION,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,0,0,1,1,1,1,2
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,6,7,14,33,20,40,60
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,3,3,6,2,9,5,14
GAIOC JATUN AYLLU YURA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,5,3,2,3,7,6,13
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,17,13,11,2,28,15,43
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,1,6,4,6,5,12,17
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,3,3,5,2,8,5,13
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,2,0,2,3,4,3,7
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,11,8,6,9,17,17,34
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,7,8,1,0,8,8,16
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,4,2,3,1,7,3,10
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,0,2,0,0,0,2,2
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,0,0,0,1,0,1,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,5,8,4,6,9,14,23
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,0,7,0,0,0,7,7
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,2,3,4,3,6,6,12
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,2,1,3,1,5,2,7
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,2,1,2,0,4,1,5
HUMANATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,1,1,3,1,4,2,6
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,1,0,0,1,1,1,2
ICLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,0,2,4,1,4,3,7
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,8,3,2,5,10,8,18
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,0,0,0,1,0,1,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,4,2,6,1,10,3,13
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,12,11,0,2,12,13,25
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,5,5,3,5,8,10,18
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,7,1,1,3,8,4,12
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,28,30,7,7,35,37,72
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,83,79,68,72,151,151,302
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,213,182,69,63,282,245,527
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,2,5,5,9,7,14,21
LAJA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,12,6,2,3,14,9,23
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,1,0,0,1,1,1,2
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,1,2,0,0,1,2,3
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,48,35,36,44,84,79,163
LLICA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,1,0,0,0,1,0,1
LORETO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,2,0,0,2,2,2,4
LURIBAY,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,2,1,1,0,3,1,4
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,2,0,0,0,2,0,2
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,2,1,5,1,7,2,9
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,2,4,12,15,14,19,33
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,18,19,3,3,21,22,43
MALLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,0,0,4,7,4,7,11
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,6,7,7,3,13,10,23
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,4,4,4,4,8,8,16
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,9,8,17,26,26,34,60
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,10,8,3,3,13,11,24
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,7,6,2,3,9,9,18
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,4,2,0,0,4,2,6
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,17,13,4,3,21,16,37
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,84,97,46,37,130,134,264
MORO MORO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,2,2,2,3,4,5,9
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,1,2,2,1,3,3,6
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,0,0,2,1,2,1,3
OCURI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,2,5,0,3,2,8,10
OKINAWA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,9,5,8,4,17,9,26
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,0,1,3,3,3,4,7
ORURO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,133,140,82,80,215,220,435
PADCAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,17,17,3,3,20,20,40
PADILLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,1,6,1,0,2,6,8
PAILON,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,3,7,14,21,17,28,45
PALCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,13,17,5,5,18,22,40
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,14,17,2,8,16,25,41
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,11,11,0,4,11,15,26
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,2,3,1,0,3,3,6
PASORAPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,0,1,1,0,1,1,2
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,9,11,2,3,11,14,25
PAZÑA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,1,3,2,1,3,4,7
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,2,5,0,1,2,6,8
POCOATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,7,8,7,4,14,12,26
POCONA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,6,1,7,6,13,7,20
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,3,7,2,2,5,9,14
POOPO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,0,1,1,3,1,4,5
PORCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,2,2,1,1,3,3,6
POROMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,1,2,4,3,5,5,10
PORONGO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,9,8,9,5,18,13,31
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,13,10,6,6,19,16,35
PORVENIR,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,7,1,3,0,10,1,11
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,148,139,28,35,176,174,350
PRESTO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,2,2,2,0,4,2,6
PUCARA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,1,2,0,0,1,2,3
PUCARANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,11,11,5,1,16,12,28
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,1,1,0,2,1,3,4
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,8,6,2,0,10,6,16
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,3,2,7,3,10,5,15
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,0,1,7,3,7,4,11
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,5,11,21,18,26,29,55
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,0,1,0,1,0,2,2
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,21,23,21,16,42,39,81
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,26,31,5,5,31,36,67
PUNA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,5,7,4,5,9,12,21
PUNATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,15,6,3,6,18,12,30
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,0,1,0,4,0,5,5
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,59,38,22,25,81,63,144
QUIME,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,3,2,1,0,4,2,6
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,0,1,1,0,1,1,2
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,2,1,2,3,4,4,8
RAVELO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,6,5,8,3,14,8,22
REYES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,6,11,6,2,12,13,25
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,32,29,19,23,51,52,103
ROBORE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,14,16,8,6,22,22,44
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,12,14,4,4,16,18,34
SABAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,5,2,1,1,6,3,9
SACABA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,58,54,38,34,96,88,184
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,1,2,0,0,1,2,3
SACACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,12,8,4,3,16,11,27
SAIPINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,4,5,1,1,5,6,11
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,5,2,1,2,6,4,10
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,3,4,3,0,6,4,10
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,0,2,0,0,0,2,2
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,5,5,2,2,7,7,14
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,1,2,0,0,1,2,3
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,0,5,2,0,2,5,7
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,8,3,3,1,11,4,15
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,19,27,9,11,28,38,66
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,4,5,8,6,12,11,23
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,11,14,6,11,17,25,42
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,7,6,7,5,14,11,25
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,31,38,34,18,65,56,121
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,0,0,1,1,1,1,2
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,13,8,4,0,17,8,25
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,0,0,4,5,4,5,9
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,9,8,6,13,15,21,36
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,8,3,3,8,11,11,22
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,41,36,54,68,95,104,199
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,6,4,3,4,9,8,17
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,13,20,12,15,25,35,60
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,13,7,7,4,20,11,31
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,7,9,10,16,17,25,42
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,9,8,9,6,18,14,32
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,0,2,0,0,0,2,2
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,1,13,8,6,9,19,28
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,6,7,9,12,15,19,34
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,2,1,1,0,3,1,4
SAN PEDRO DE MACHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,6,5,6,4,12,9,21
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,1,0,0,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,2,2,1,1,3,3,6
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,11,9,5,4,16,13,29
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,1,0,9,4,10,4,14
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,4,1,7,6,11,7,18
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,5,3,1,0,6,3,9
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,476,496,380,322,856,818,1674
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,5,6,0,0,5,6,11
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,25,18,17,16,42,34,76
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,0,0,0,1,0,1,1
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,1,2,1,2,2,4,6
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,3,2,1,3,4,5,9
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,3,1,2,1,5,2,7
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,3,3,0,2,3,5,8
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,0,2,0,1,0,3,3
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,1,0,3,0,4,0,4
SENA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,0,0,6,6,6,6,12
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,6,8,0,0,6,8,14
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,8,9,3,1,11,10,21
SICAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,2,0,0,0,2,0,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,21,23,5,7,26,30,56
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,3,0,4,3,7,3,10
SORACACHI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,4,7,1,5,5,12,17
SORATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,6,6,3,2,9,8,17
SUCRE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,110,122,34,31,144,153,297
TACACOMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,4,2,2,3,6,5,11
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,2,2,1,1,3,3,6
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,1,2,1,0,2,2,4
TAHUA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,1,1,0,0,1,1,2
TAPACARI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,6,10,6,5,12,15,27
TARABUCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,3,2,8,0,11,2,13
TARACO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,1,1,0,0,1,1,2
TARATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,3,8,1,2,4,10,14
TARIJA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,134,103,64,54,198,157,355
TARVITA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,6,3,3,7,9,10,19
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,6,1,2,1,8,2,10
TIAHUANACU,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,9,9,2,1,11,10,21
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,7,4,4,5,11,9,20
TIPUANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,1,4,1,0,2,4,6
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,20,24,7,11,27,35,62
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,6,3,8,8,14,11,25
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,1,1,0,1,1,2,3
TOCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,3,2,1,0,4,2,6
TOLATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,3,0,0,1,3,1,4
TOLEDO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,6,2,1,2,7,4,11
TOMAVE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,6,5,2,3,8,8,16
TOMINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,1,4,3,1,4,5,9
TORO TORO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,3,6,5,9,8,15,23
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,7,4,1,0,8,4,12
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,2,1,2,2,4,3,7
TRIGAL,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,0,1,3,0,3,1,4
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,32,33,24,21,56,54,110
TUPIZA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,19,27,3,3,22,30,52
TURCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,3,0,5,4,8,4,12
UMALA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,1,4,3,2,4,6,10
UNCIA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,7,5,11,9,18,14,32
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,14,26,6,15,20,41,61
URUBICHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,10,3,0,0,10,3,13
UYUNI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,13,15,2,2,15,17,32
VACAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,6,3,6,2,12,5,17
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-04-01,16,12,1,3,17,15,32
