,group,variable,month,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS FUERA,PENTAVALENTE 4TA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
GUAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,2,0,2,3,4,3,7
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,11,8,11,10,22,18,40
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,12,8,2,2,14,10,24
HUACARETA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,5,2,2,0,7,2,9
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,0,0,0,1,0,1,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,3,9,3,6,6,15,21
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,0,2,0,0,0,2,2
HUARINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,2,3,3,2,5,5,10
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,2,1,3,1,5,2,7
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,2,1,1,0,3,1,4
HUMANATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,1,1,3,1,4,2,6
ICHOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,1,0,0,1,1,1,2
ICLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,0,2,0,3,0,5,5
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,6,2,1,8,7,10,17
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,0,0,0,1,0,1,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,7,2,6,1,13,3,16
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,7,8,5,1,12,9,21
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,1,4,2,2,3,6,9
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,7,2,1,3,8,5,13
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,26,20,5,4,31,24,55
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,72,58,35,42,107,100,207
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,211,208,68,79,279,287,566
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,2,3,5,7,7,10,17
LAJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,12,6,1,1,13,7,20
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,2,0,0,1,2,1,3
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,3,4,0,0,3,4,7
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,15,13,30,37,45,50,95
LLICA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,0,0,1,1,1,1,2
LORETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,0,0,0,1,0,1,1
LURIBAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,2,1,1,0,3,1,4
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,3,2,0,1,3,3,6
MACHARETI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,3,1,3,0,6,1,7
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,1,3,11,12,12,15,27
MAIRANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,8,8,2,2,10,10,20
MALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,0,0,1,4,1,4,5
MAPIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,7,7,7,2,14,9,23
MECAPACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,6,5,4,2,10,7,17
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,11,9,16,23,27,32,59
MIZQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,13,8,3,3,16,11,27
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,7,7,2,2,9,9,18
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,4,2,0,0,4,2,6
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,17,13,4,4,21,17,38
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,61,61,39,34,100,95,195
MORO MORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,0,0,0,1,0,1,1
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,1,2,2,1,3,3,6
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,0,0,2,1,2,1,3
OCURI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,0,5,4,1,4,6,10
OKINAWA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,7,2,6,7,13,9,22
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,0,1,3,3,3,4,7
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,142,151,70,53,212,204,416
PADCAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,12,11,1,2,13,13,26
PADILLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,7,6,1,0,8,6,14
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,6,3,16,13,22,16,38
PALCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,11,12,1,6,12,18,30
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,14,17,4,10,18,27,45
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,5,2,0,3,5,5,10
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,2,3,1,0,3,3,6
PASORAPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,0,1,1,0,1,1,2
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,9,11,2,3,11,14,25
PAZÑA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,1,3,2,1,3,4,7
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,1,8,2,1,3,9,12
POCOATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,3,4,2,9,5,13,18
POCONA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,6,1,7,6,13,7,20
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,3,7,2,2,5,9,14
POOPO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,1,1,1,4,2,5,7
PORCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,7,9,2,1,9,10,19
POROMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,1,2,4,3,5,5,10
PORONGO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,10,9,9,7,19,16,35
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,13,14,6,3,19,17,36
PORVENIR,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,4,2,3,1,7,3,10
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,2,1,0,0,2,1,3
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,143,125,25,33,168,158,326
PRESTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,6,2,3,0,9,2,11
PUCARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,3,1,0,0,3,1,4
PUCARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,12,13,4,2,16,15,31
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,1,1,0,2,1,3,4
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,8,6,3,0,11,6,17
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,3,2,5,3,8,5,13
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,0,1,8,2,8,3,11
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,7,9,1,1,8,10,18
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,2,5,2,3,4,8,12
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,0,0,2,0,2,0,2
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,6,11,5,12,11,23,34
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,25,33,4,4,29,37,66
PUNA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,4,7,3,6,7,13,20
PUNATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,18,7,4,6,22,13,35
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,0,1,0,4,0,5,5
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,61,39,23,31,84,70,154
QUIME,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,5,3,0,0,5,3,8
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,0,1,0,0,0,1,1
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,2,1,2,2,4,3,7
RAVELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,6,5,8,3,14,8,22
REYES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,2,2,3,2,5,4,9
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,36,32,15,17,51,49,100
ROBORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,12,4,9,7,21,11,32
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,10,8,3,4,13,12,25
SABAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,3,0,0,0,3,0,3
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,53,73,34,29,87,102,189
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,2,2,1,1,3,3,6
SACACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,8,8,6,4,14,12,26
SAIPINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,6,2,1,0,7,2,9
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,4,1,3,1,7,2,9
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,3,4,1,0,4,4,8
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,1,4,0,0,1,4,5
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,9,5,3,2,12,7,19
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,1,2,0,0,1,2,3
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,0,0,2,0,2,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,1,6,3,0,4,6,10
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,8,2,2,1,10,3,13
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,18,16,20,12,38,28,66
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,3,6,7,10,10,16,26
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,11,14,2,6,13,20,33
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,14,10,14,2,28,12,40
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,32,44,28,21,60,65,125
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,0,0,1,1,1,1,2
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,16,8,5,0,21,8,29
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,0,0,1,3,1,3,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,11,13,3,7,14,20,34
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,2,3,1,5,3,8,11
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,27,25,14,25,41,50,91
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,6,4,6,4,12,8,20
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,10,13,3,6,13,19,32
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,8,5,4,6,12,11,23
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,5,6,14,16,19,22,41
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,9,8,9,6,18,14,32
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,1,2,0,0,1,2,3
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,1,10,3,1,4,11,15
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,12,17,8,14,20,31,51
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,2,1,1,0,3,1,4
SAN PEDRO DE MACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,5,5,7,4,12,9,21
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,1,0,0,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,2,2,1,1,3,3,6
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,5,2,8,1,13,3,16
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,0,2,10,3,10,5,15
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,4,1,7,6,11,7,18
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,3,5,0,1,3,6,9
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,543,521,396,351,939,872,1811
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,2,2,0,0,2,2,4
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,15,14,9,10,24,24,48
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,0,0,0,1,0,1,1
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,5,4,2,1,7,5,12
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,1,1,1,1,2,2,4
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,2,1,2,1,4,2,6
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,4,3,0,2,4,5,9
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,3,3,0,3,3,6,9
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,1,0,3,0,4,0,4
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,1,2,8,14,9,16,25
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,9,12,0,0,9,12,21
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,8,9,3,1,11,10,21
SICAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,2,0,0,0,2,0,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,14,20,4,4,18,24,42
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,2,1,2,5,4,6,10
SORACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,3,6,1,6,4,12,16
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,5,4,3,2,8,6,14
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,144,151,25,26,169,177,346
TACACOMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,4,2,2,3,6,5,11
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,2,4,5,1,7,5,12
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,1,2,1,0,2,2,4
TAHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,0,1,0,0,0,1,1
TAPACARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,7,13,6,5,13,18,31
TARABUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,5,3,6,2,11,5,16
TARACO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,1,1,0,1,1,2,3
TARATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,3,7,0,2,3,9,12
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,87,85,41,35,128,120,248
TARVITA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,7,4,4,5,11,9,20
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,6,1,2,1,8,2,10
TIAHUANACU,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,9,9,2,1,11,10,21
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,4,6,7,4,11,10,21
TIPUANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,1,4,1,0,2,4,6
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,20,23,8,11,28,34,62
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,5,3,11,7,16,10,26
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,0,2,0,0,0,2,2
TOCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,3,2,1,0,4,2,6
TOLATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,3,1,1,1,4,2,6
TOLEDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,5,2,0,1,5,3,8
TOMAVE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,5,3,1,0,6,3,9
TOMINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,2,5,3,1,5,6,11
TORO TORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,4,9,5,10,9,19,28
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,4,3,1,0,5,3,8
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,2,1,2,2,4,3,7
TRIGAL,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,0,0,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,47,42,14,13,61,55,116
TUPIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,24,26,4,5,28,31,59
TURCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,3,0,5,5,8,5,13
UMALA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,1,4,3,2,4,6,10
UNCIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,10,8,8,8,18,16,34
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,5,8,2,3,7,11,18
URUBICHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,10,5,0,1,10,6,16
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,16,18,0,6,16,24,40
VACAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,6,3,7,2,13,5,18
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,10,10,2,2,12,12,24
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,20,21,11,10,31,31,62
VILA VILA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,0,0,0,2,0,2,2
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,9,5,4,4,13,9,22
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,10,16,16,14,26,30,56
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,0,2,1,0,1,2,3
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,4,3,0,0,4,3,7
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,4,5,3,5,7,10,17
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,57,38,12,15,69,53,122
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,0,2,1,0,1,2,3
VILLAZON,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,21,18,5,6,26,24,50
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,12,15,13,13,25,28,53
VITICHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,2,2,0,2,2,4,6
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,4,2,0,0,4,2,6
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,64,66,44,33,108,99,207
YACO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,1,1,0,2,1,3,4
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,33,23,24,23,57,46,103
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,4,3,1,3,5,6,11
YANACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,2,3,0,0,2,3,5
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,25,10,45,45,70,55,125
YOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,5,1,3,1,8,2,10
YOTALA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-04-01,7,2,2,4,9,6,15
