,group,variable,month,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA FUERA,ANTIAMARÍLICA DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-02-01,68,55,3,3,71,58,129
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-02-01,16,15,1,1,17,16,33
TURCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-02-01,0,2,0,0,0,2,2
UMALA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-02-01,3,2,1,2,4,4,8
UNCIA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-02-01,10,5,6,6,16,11,27
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-02-01,10,4,3,3,13,7,20
URUBICHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-02-01,3,6,0,0,3,6,9
UYUNI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-02-01,19,17,2,1,21,18,39
VACAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-02-01,9,2,7,10,16,12,28
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-02-01,16,7,0,0,16,7,23
VIACHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-02-01,34,29,3,1,37,30,67
VILA VILA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-02-01,0,0,2,3,2,3,5
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-02-01,5,9,4,3,9,12,21
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-02-01,28,25,9,11,37,36,73
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-02-01,0,0,1,1,1,1,2
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-02-01,4,5,1,1,5,6,11
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-02-01,1,4,2,1,3,5,8
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-02-01,92,90,9,24,101,114,215
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-02-01,9,5,0,3,9,8,17
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-02-01,18,19,0,0,18,19,37
VINTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-02-01,21,20,19,19,40,39,79
VITICHI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-02-01,1,2,1,1,2,3,5
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-02-01,0,2,0,0,0,2,2
WARNES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-02-01,102,90,6,6,108,96,204
YACO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-02-01,3,0,1,3,4,3,7
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-02-01,35,32,12,21,47,53,100
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-02-01,4,6,1,3,5,9,14
YANACACHI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-02-01,1,3,0,0,1,3,4
YAPACANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-02-01,20,21,20,18,40,39,79
YOCALLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-02-01,1,4,3,0,4,4,8
YOTALA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-02-01,2,4,0,2,2,6,8
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-02-01,2,3,1,4,3,7,10
YUNGUYO DE LITORAL,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-02-01,2,0,0,0,2,0,2
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-02-01,2,4,2,0,4,4,8
ACACIO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,1,1,1,3,2,4,6
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,15,14,3,5,18,19,37
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,22,8,0,0,22,8,30
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,8,8,7,6,15,14,29
ALALAY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,2,2,2,3,4,5,9
ALCALA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,0,0,0,1,0,1,1
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,16,13,2,1,18,14,32
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,5,7,0,1,5,8,13
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,0,2,1,1,1,3,4
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,1,0,0,0,1,0,1
ANZALDO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,5,2,3,1,8,3,11
APOLO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,5,10,3,2,8,12,20
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,1,0,2,2,3,2,5
ARANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,5,8,4,0,9,8,17
ARBIETO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,20,22,1,0,21,22,43
ARQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,3,2,3,3,6,5,11
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,30,31,0,0,30,31,61
ATOCHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,5,8,3,1,8,9,17
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,5,5,0,0,5,5,10
AYATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,3,2,2,2,5,4,9
AYO AYO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,2,1,1,0,3,1,4
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,3,9,5,10,8,19,27
AZURDUY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,6,5,5,2,11,7,18
BATALLAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,11,9,0,0,11,9,20
BAURES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,6,4,0,0,6,4,10
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,0,0,0,1,0,1,1
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,0,0,1,0,1,0,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,0,1,2,1,2,2,4
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,22,22,0,2,22,24,46
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,21,16,2,4,23,20,43
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,0,0,4,2,4,2,6
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,0,0,0,2,0,2,2
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,2,6,1,0,3,6,9
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,4,6,8,1,12,7,19
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,11,11,23,25,34,36,70
CAIROMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,10,1,4,5,14,6,20
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,5,4,1,4,6,8,14
CAJUATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,11,7,0,0,11,7,18
CALACOTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,0,2,2,1,2,3,5
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,10,7,0,1,10,8,18
CAMARGO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,8,4,1,1,9,5,14
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,1,0,1,0,2,0,2
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,17,17,1,2,18,19,37
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,12,10,1,0,13,10,23
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,3,2,0,0,3,2,5
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,7,17,1,2,8,19,27
CARANAVI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,39,30,6,1,45,31,76
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,5,4,8,13,13,17,30
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,4,3,1,3,5,6,11
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,1,1,7,10,8,11,19
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,0,1,0,0,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,11,15,3,13,14,28,42
CHAQUI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,6,3,1,1,7,4,11
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,2,6,24,16,26,22,48
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,12,7,7,3,19,10,29
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,18,23,1,4,19,27,46
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,0,0,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,11,16,0,1,11,17,28
CHUMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,3,2,1,4,4,6,10
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,3,0,8,7,11,7,18
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,5,6,3,6,8,12,20
CLIZA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,8,11,3,6,11,17,28
COBIJA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,24,20,21,24,45,44,89
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,0,1,8,13,8,14,22
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,434,407,17,11,451,418,869
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,40,26,2,7,42,33,75
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,5,8,1,0,6,8,14
COLLANA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,2,1,2,1,4,2,6
COLOMI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,5,13,9,7,14,20,34
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,3,3,4,7,7,10,17
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,10,4,12,4,22,8,30
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,4,4,3,1,7,5,12
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,6,4,7,3,13,7,20
COMANCHE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,3,2,0,2,3,4,7
COMARAPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,6,15,3,0,9,15,24
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,16,11,10,10,26,21,47
COPACABANA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,8,4,5,3,13,7,20
CORIPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,12,8,4,2,16,10,26
CORO CORO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,3,3,0,5,3,8,11
COROICO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,4,1,4,2,8,3,11
CORQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,5,2,0,0,5,2,7
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,13,15,10,6,23,21,44
COTOCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,63,42,6,7,69,49,118
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,14,10,1,5,15,15,30
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,0,0,3,5,3,5,8
CUEVO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,1,1,3,5,4,6,10
CULPINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,10,9,3,1,13,10,23
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,0,1,0,0,0,1,1
CURVA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,0,0,1,0,1,0,1
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,2,3,0,0,2,3,5
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,386,353,129,154,515,507,1022
EL CHORO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,2,0,0,0,2,0,2
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,9,7,5,3,14,10,24
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,1,3,4,8,5,11,16
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,28,47,0,5,28,52,80
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,0,1,2,2,2,3,5
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,21,13,4,1,25,14,39
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,41,43,2,1,43,44,87
ESCOMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,2,2,1,0,3,2,5
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,8,8,0,0,8,8,16
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,3,3,1,1,4,4,8
EXALTACION,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,1,0,0,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,0,3,9,7,9,10,19
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,1,2,11,7,12,9,21
GAIOC JATUN AYLLU YURA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,1,4,2,2,3,6,9
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,12,11,0,0,12,11,23
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,8,6,4,2,12,8,20
GUANAY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,14,6,9,8,23,14,37
GUAQUI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,2,4,2,3,4,7,11
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,18,19,2,0,20,19,39
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,15,14,3,1,18,15,33
HUACARETA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,4,1,1,1,5,2,7
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,0,0,0,1,0,1,1
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,0,2,0,0,0,2,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,6,2,5,6,11,8,19
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,5,3,0,0,5,3,8
HUARINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,2,0,0,0,2,0,2
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,2,4,0,0,2,4,6
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,3,1,0,0,3,1,4
HUMANATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,0,0,1,1,1,1,2
ICHOCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,5,0,4,1,9,1,10
ICLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,1,4,2,1,3,5,8
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,1,5,5,4,6,9,15
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,0,0,0,3,0,3,3
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,4,12,3,4,7,16,23
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,6,1,10,7,16,8,24
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,0,0,9,11,9,11,20
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,9,7,0,2,9,9,18
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,30,22,6,9,36,31,67
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,84,72,4,5,88,77,165
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,342,302,8,14,350,316,666
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,8,6,5,7,13,13,26
LAJA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,6,6,0,2,6,8,14
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,2,1,0,0,2,1,3
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,2,0,0,0,2,0,2
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,23,16,35,32,58,48,106
LLICA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,2,2,0,0,2,2,4
LORETO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,0,3,0,0,0,3,3
LURIBAY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,10,7,1,1,11,8,19
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,1,5,0,0,1,5,6
MACHARETI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,1,2,5,0,6,2,8
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,2,1,8,8,10,9,19
MAIRANA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,12,9,4,2,16,11,27
MALLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,2,0,1,1,3,1,4
MAPIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,12,11,0,0,12,11,23
MECAPACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,12,6,2,2,14,8,22
MINEROS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,21,18,0,2,21,20,41
MIZQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,10,13,3,0,13,13,26
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,3,4,6,3,9,7,16
MOJINETE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,1,0,0,0,1,0,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,0,0,0,1,0,1,1
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,6,15,1,1,7,16,23
MONTERO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,59,65,5,6,64,71,135
MORO MORO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,3,0,0,0,3,0,3
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,3,2,2,3,5,5,10
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,1,0,0,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,1,3,1,2,2,5,7
OCURI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,7,8,5,9,12,17,29
OKINAWA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,7,10,3,2,10,12,22
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,0,0,7,3,7,3,10
ORURO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,193,187,5,5,198,192,390
PADCAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,6,12,0,0,6,12,18
PADILLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,4,2,4,2,8,4,12
PAILON,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,5,5,20,20,25,25,50
PALCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,21,12,6,7,27,19,46
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,12,19,6,12,18,31,49
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,0,1,1,0,1,1,2
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,6,5,0,1,6,6,12
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,3,2,1,1,4,3,7
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,14,11,2,0,16,11,27
PAZÑA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,3,2,1,3,4,5,9
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,7,3,0,0,7,3,10
POCOATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,5,9,14,9,19,18,37
POCONA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,1,3,7,6,8,9,17
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,8,4,3,3,11,7,18
POOPO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,3,4,1,1,4,5,9
PORCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,16,8,0,0,16,8,24
POROMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,4,6,3,5,7,11,18
PORONGO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,5,5,11,12,16,17,33
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,17,11,5,2,22,13,35
PORVENIR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,0,0,6,1,6,1,7
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,0,1,0,0,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,135,135,11,12,146,147,293
PRESTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,1,0,0,1,1,1,2
PUCARA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,1,1,0,0,1,1,2
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2022-03-01,18,12,8,7,26,19,45
