,group,variable,month,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS FUERA,PENTAVALENTE 2DA DOSIS FUERA,TOTALES,TOTALES,TOTALES
TAPACARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,0,0,1,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,1,0,1,0,2,0,2
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,2,1,0,0,2,1,3
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,1,0,1,0,2,0,2
TOCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,0,1,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,1,3,0,0,1,3,4
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,2,0,1,0,3,0,3
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,1,2,0,2,1,4,5
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,0,0,1,1,1,1,2
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,0,2,0,0,0,2,2
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,1,1,0,1,1,2,3
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-03-01,0,0,1,0,1,0,1
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,0,0,1,0,1,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,1,0,0,0,1,0,1
ARBIETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,2,1,1,1,3,4
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,2,2,2,2,4,6
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,1,0,0,0,1,0,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,0,1,0,1,0,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,1,2,0,2,1,3
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,1,2,0,2,1,3
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,1,0,0,0,1,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,1,1,1,0,2,1,3
CARAPARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,0,0,1,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,0,0,4,0,4,4
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,0,2,2,2,2,4
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,0,2,4,2,4,6
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,1,0,0,0,1,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,0,2,0,2,0,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,4,9,0,1,4,10,14
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,0,1,0,1,0,1
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,1,0,0,0,1,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,1,1,0,1,1,2
CORIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,0,0,1,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,2,2,2,4,4,6,10
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,2,4,21,19,23,23,46
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,0,2,1,2,1,3
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,3,1,0,0,3,1,4
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,0,1,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,1,2,0,0,1,2,3
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,1,1,0,1,1,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,1,0,1,0,2,2
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,1,0,0,0,1,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,0,0,1,0,1,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,1,1,0,1,1,2
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,1,0,0,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,2,0,0,0,2,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,4,1,2,1,6,2,8
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,1,9,2,5,3,14,17
MECAPACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,1,0,0,0,1,0,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,0,1,1,1,1,2
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,0,2,0,2,0,2
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,4,3,0,2,4,5,9
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,1,0,0,0,1,0,1
OKINAWA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,0,0,1,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,2,2,8,7,10,9,19
PADCAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,1,0,0,0,1,1
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,0,3,1,3,1,4
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,1,0,0,0,1,1
POCOATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,0,0,1,0,1,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,0,1,0,1,0,1
POOPO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,0,0,1,0,1,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,0,2,1,2,1,3
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,5,2,0,2,5,4,9
PUCARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,1,0,0,0,1,1
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,0,0,2,0,2,2
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,0,1,2,1,2,3
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,1,1,0,0,1,1,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,2,0,1,0,3,0,3
REYES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,0,2,0,2,0,2
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,4,3,0,0,4,3,7
ROBORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,0,1,1,1,1,2
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,0,0,1,0,1,1
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,1,2,0,3,1,5,6
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,1,0,1,0,2,2
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,1,0,0,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,3,0,0,8,3,8,11
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,1,0,0,0,1,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,2,0,1,0,3,3
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,2,1,0,2,2,3,5
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,1,0,0,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,1,8,5,8,6,14
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,1,0,0,0,1,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,1,0,0,0,1,1
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,0,0,1,0,1,1
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,0,1,1,1,1,2
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,0,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,16,13,40,58,56,71,127
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,0,0,1,0,1,1
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,0,0,1,0,1,1
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,1,0,1,1,2,1,3
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,1,0,1,1,2,1,3
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,2,0,2,0,4,4
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,0,0,1,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,2,1,4,0,6,1,7
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,0,3,1,3,1,4
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,1,0,0,1,1,1,2
TOMAVE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,0,0,1,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,2,1,0,0,2,1,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,2,9,11,9,13,22
UNCIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,1,0,0,0,1,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,1,4,2,3,3,7,10
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,1,0,0,0,1,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,1,0,0,0,1,0,1
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,1,1,0,0,1,1,2
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,1,0,0,0,1,1
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,1,3,2,6,3,9,12
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,0,0,1,3,1,3,4
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,1,0,1,2,2,2,4
YOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-04-01,1,0,0,0,1,0,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,0,1,0,1,0,1
ARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,1,0,0,0,1,1
ARBIETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,0,0,1,0,1,1
ATOCHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,1,0,0,0,1,1
AZURDUY,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,0,1,0,1,0,1
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,1,0,0,0,1,0,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,0,1,0,1,0,1
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,1,0,0,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,0,0,1,0,1,1
CHAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,0,0,1,0,1,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,1,1,4,7,5,8,13
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,2,1,1,1,3,2,5
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,1,0,0,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,0,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,7,3,1,3,8,6,14
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,1,0,0,0,1,1
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,1,0,1,0,2,0,2
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,1,0,0,0,1,0,1
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,1,0,0,0,1,0,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,0,1,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,1,1,0,0,1,1,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,6,3,12,17,18,20,38
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,0,1,0,1,0,1
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,1,0,0,0,1,1
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,1,0,0,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,1,0,0,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,1,0,3,1,4,1,5
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,2,0,0,0,2,2
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,1,1,0,0,1,1,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,4,1,0,3,4,4,8
LORETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,1,1,0,0,1,1,2
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,1,1,0,1,1,2
MIZQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,0,0,1,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,2,0,0,0,2,2
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,1,3,5,3,6,9
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,0,15,11,15,11,26
PALCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,1,0,0,0,1,0,1
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,1,0,0,0,1,1
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,0,2,0,2,0,2
POCOATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,0,0,1,0,1,1
PORONGO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,2,0,0,0,2,0,2
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,2,5,4,1,6,6,12
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,1,0,0,0,1,0,1
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,1,0,0,0,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,1,0,0,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,1,0,2,6,3,6,9
PUNATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,1,0,0,0,1,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,4,0,1,0,5,0,5
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,0,1,0,1,0,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,1,2,0,0,1,2,3
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,3,2,1,2,4,4,8
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,1,0,0,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,0,0,2,0,2,2
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,0,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,2,2,5,1,7,3,10
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,0,0,1,0,1,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,0,1,0,1,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,0,1,0,1,0,1
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,0,5,3,5,3,8
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,1,4,4,4,5,9
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,1,0,0,0,1,1
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,1,0,0,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,1,1,2,0,3,1,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,19,11,16,17,35,28,63
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,1,0,0,0,1,1
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,0,1,0,1,0,1
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,1,0,0,0,1,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,1,0,0,1,1,1,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,0,0,1,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,4,0,0,0,4,4
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,1,0,1,0,2,2
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,1,2,3,1,4,3,7
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,1,0,1,0,2,2
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,2,0,0,0,2,0,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,3,3,1,5,4,8,12
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,1,1,1,0,2,1,3
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,1,1,1,0,2,1,3
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,1,3,0,3,1,6,7
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,1,0,0,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,3,1,0,1,3,2,5
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,1,1,0,1,1,2
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-05-01,0,1,1,1,1,2,3
AIQUILE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,1,0,0,0,1,0,1
ARBIETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,1,1,0,0,1,1,2
ARQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,1,0,0,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,2,0,0,1,2,1,3
ATOCHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,1,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,0,1,1,1,1,2
BAURES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,1,0,1,0,2,2
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,0,1,0,1,0,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,0,0,1,0,1,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,1,0,2,0,3,0,3
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,1,0,0,0,1,0,1
CARANAVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,0,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,1,0,1,0,2,0,2
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,0,0,2,0,2,2
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,1,0,1,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,1,0,0,0,1,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,0,0,1,0,1,1
COCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,1,0,0,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,7,7,0,0,7,7,14
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,1,0,0,0,1,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,1,0,0,0,1,1
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,0,1,0,1,0,1
COMARAPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,1,1,0,0,1,1,2
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,1,0,0,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,1,0,2,0,3,0,3
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,5,5,1,2,6,7,13
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,1,0,0,0,1,0,1
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,0,1,0,1,0,1
