,group,variable,month,INFLUENZA ESTACIONAL DOSIS ÚNICA DENTRO,INFLUENZA ESTACIONAL DOSIS ÚNICA DENTRO,INFLUENZA ESTACIONAL DOSIS ÚNICA FUERA,INFLUENZA ESTACIONAL DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
COLLANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,2,1,1,0,3,1,4
COLOMI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,35,39,10,14,45,53,98
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,0,2,0,0,0,2,2
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,23,27,0,0,23,27,50
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,10,10,8,5,18,15,33
COMANCHE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,1,3,0,0,1,3,4
COMARAPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,11,4,1,1,12,5,17
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,22,19,8,15,30,34,64
COPACABANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,4,3,0,0,4,3,7
CORIPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,4,5,1,0,5,5,10
CORO CORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,10,19,2,1,12,20,32
COROICO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,2,2,11,6,13,8,21
CORQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,7,7,0,1,7,8,15
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,0,0,16,9,16,9,25
COTOCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,59,44,7,2,66,46,112
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,30,34,1,2,31,36,67
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,7,4,0,0,7,4,11
CULPINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,46,47,6,14,52,61,113
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,5,2,0,0,5,2,7
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,10,11,2,0,12,11,23
EL ALTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,432,383,131,123,563,506,1069
EL CHORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,3,3,1,0,4,3,7
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,7,17,9,6,16,23,39
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,13,16,8,10,21,26,47
EL TORNO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,53,67,5,2,58,69,127
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,5,6,5,4,10,10,20
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,31,31,24,23,55,54,109
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,73,76,6,18,79,94,173
ESCOMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,7,8,2,2,9,10,19
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,2,0,1,2,3,2,5
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,1,0,0,0,1,0,1
EXALTACION,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,0,2,0,0,0,2,2
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,3,4,6,3,9,7,16
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,5,3,11,5,16,8,24
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,16,22,1,0,17,22,39
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,0,9,6,10,6,19,25
GUANAY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,10,12,17,19,27,31,58
GUAQUI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,11,13,1,2,12,15,27
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,19,34,8,9,27,43,70
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,8,3,6,1,14,4,18
HUACARETA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,4,7,2,3,6,10,16
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,2,2,0,0,2,2,4
HUANUNI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,5,7,6,2,11,9,20
HUARINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,1,1,0,0,1,1,2
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,1,0,0,0,1,0,1
HUMANATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,2,1,10,8,12,9,21
ICHOCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,0,2,1,7,1,9,10
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,3,4,1,1,4,5,9
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,8,8,1,2,9,10,19
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,9,5,1,1,10,6,16
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,1,1,4,0,5,1,6
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,16,15,3,2,19,17,36
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,25,16,6,3,31,19,50
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,88,89,2,0,90,89,179
LA PAZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,300,293,56,66,356,359,715
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,2,6,11,19,13,25,38
LAJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,23,23,5,5,28,28,56
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,4,2,0,0,4,2,6
LORETO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,4,8,6,6,10,14,24
LURIBAY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,4,4,0,0,4,4,8
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,3,4,0,2,3,6,9
MACHARETI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,11,10,5,5,16,15,31
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,0,1,0,1,0,2,2
MAIRANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,29,21,0,0,29,21,50
MALLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,2,0,9,11,11,11,22
MAPIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,11,8,0,4,11,12,23
MECAPACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,11,10,2,3,13,13,26
MINEROS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,22,12,8,3,30,15,45
MIZQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,19,25,9,15,28,40,68
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,18,11,7,12,25,23,48
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,11,13,2,1,13,14,27
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,20,24,3,5,23,29,52
MONTERO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,89,92,11,8,100,100,200
MORO MORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,1,1,0,0,1,1,2
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,7,9,14,11,21,20,41
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,8,5,16,6,24,11,35
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,1,1,0,0,1,1,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,9,5,3,2,12,7,19
OCURI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,4,0,1,0,5,0,5
OKINAWA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,9,10,0,0,9,10,19
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,2,0,27,25,29,25,54
ORURO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,196,196,6,8,202,204,406
PADCAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,10,7,2,3,12,10,22
PADILLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,11,11,1,0,12,11,23
PAILON,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,3,1,2,4,5,5,10
PALCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,25,20,5,8,30,28,58
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,31,28,13,16,44,44,88
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,16,24,7,1,23,25,48
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,1,1,1,1,2,2,4
PASORAPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,4,4,2,2,6,6,12
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,25,21,5,3,30,24,54
PAZÑA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,0,1,1,0,1,1,2
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,4,9,3,0,7,9,16
POCOATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,1,1,3,3,4,4,8
POCONA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,16,13,16,15,32,28,60
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,22,19,9,17,31,36,67
POOPO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,1,1,0,0,1,1,2
PORCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,4,7,0,0,4,7,11
POROMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,5,6,9,6,14,12,26
PORONGO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,8,9,3,3,11,12,23
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,44,35,4,2,48,37,85
PORVENIR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,9,3,2,2,11,5,16
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,1,2,0,0,1,2,3
POTOSI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,147,168,2,2,149,170,319
PRESTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,0,0,2,0,2,0,2
PUCARANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,35,25,6,2,41,27,68
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,8,5,1,3,9,8,17
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,6,4,2,3,8,7,15
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,8,4,7,9,15,13,28
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,0,0,4,4,4,4,8
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,3,5,3,1,6,6,12
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,5,1,7,1,12,2,14
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,1,1,0,0,1,1,2
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,13,15,11,7,24,22,46
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,108,117,40,55,148,172,320
PUNA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,1,0,5,5,6,5,11
PUNATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,21,24,10,10,31,34,65
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,0,2,0,0,0,2,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,109,104,190,174,299,278,577
QUIME,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,5,4,2,3,7,7,14
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,8,18,2,1,10,19,29
REYES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,1,4,0,0,1,4,5
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,62,57,0,0,62,57,119
ROBORE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,8,15,1,1,9,16,25
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,29,23,12,14,41,37,78
SABAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,3,6,0,0,3,6,9
SACABA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,245,226,67,100,312,326,638
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,4,7,3,5,7,12,19
SAIPINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,5,6,0,0,5,6,11
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,8,1,6,2,14,3,17
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,21,24,0,1,21,25,46
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,2,3,0,0,2,3,5
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,12,11,3,0,15,11,26
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,5,7,1,2,6,9,15
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,16,26,8,10,24,36,60
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,11,16,10,5,21,21,42
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,18,16,1,3,19,19,38
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,4,4,15,10,19,14,33
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,7,7,3,4,10,11,21
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,37,25,9,9,46,34,80
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,9,10,4,2,13,12,25
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,5,4,3,4,8,8,16
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,46,41,0,0,46,41,87
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,1,3,0,1,1,4,5
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,7,2,1,0,8,2,10
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,10,11,2,2,12,13,25
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,79,74,26,16,105,90,195
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,1,2,4,3,5,5,10
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,16,19,14,6,30,25,55
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,26,28,0,0,26,28,54
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,29,22,7,12,36,34,70
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,2,4,1,1,3,5,8
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,0,1,0,2,0,3,3
SAN PEDRO DE MACHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,6,4,0,0,6,4,10
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,0,0,2,0,2,0,2
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,1,1,2,2,3,3,6
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,0,0,6,6,6,6,12
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,5,12,0,0,5,12,17
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,3,0,4,2,7,2,9
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,12,9,0,0,12,9,21
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,5,4,1,0,6,4,10
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,787,667,21,24,808,691,1499
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,10,15,0,0,10,15,25
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,2,11,2,4,4,15,19
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,0,1,0,0,0,1,1
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,5,1,2,1,7,2,9
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,1,0,0,0,1,0,1
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,2,2,3,0,5,2,7
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,9,8,6,7,15,15,30
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,6,7,2,1,8,8,16
SENA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,1,3,0,0,1,3,4
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,36,38,16,18,52,56,108
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,14,16,1,5,15,21,36
SICAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,11,11,13,5,24,16,40
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,115,117,16,16,131,133,264
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,1,3,3,5,4,8,12
SORACACHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,1,4,1,3,2,7,9
SORATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,0,1,1,0,1,1,2
SUCRE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,445,430,13,12,458,442,900
TACACHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,0,2,0,0,0,2,2
TACACOMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,1,0,0,0,1,0,1
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,8,5,6,6,14,11,25
TAPACARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,43,40,20,26,63,66,129
TARABUCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,5,0,0,0,5,0,5
TARACO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,7,4,0,0,7,4,11
TARATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,20,24,11,7,31,31,62
TARIJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,191,180,15,13,206,193,399
TARVITA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,4,5,1,3,5,8,13
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,16,4,6,10,22,14,36
TIAHUANACU,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,10,8,5,2,15,10,25
TIPUANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,3,6,1,9,4,15,19
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,24,25,12,21,36,46,82
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,36,30,37,29,73,59,132
TOCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,12,11,5,2,17,13,30
TOLATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,6,4,1,1,7,5,12
TOLEDO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,0,1,0,0,0,1,1
TOMINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,7,15,0,0,7,15,22
TORO TORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,0,2,0,4,0,6,6
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,9,4,2,2,11,6,17
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,6,8,1,3,7,11,18
TRIGAL,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,0,1,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,32,42,10,5,42,47,89
TUPIZA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,21,21,4,4,25,25,50
TURCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,0,0,1,1,1,1,2
UMALA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,0,0,3,1,3,1,4
UNCIA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,12,11,12,12,24,23,47
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,6,5,0,0,6,5,11
URUBICHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,9,8,0,0,9,8,17
UYUNI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,15,17,6,0,21,17,38
VACAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,8,7,8,7,16,14,30
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,8,18,1,0,9,18,27
VIACHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,69,46,28,20,97,66,163
VILA VILA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,5,3,17,10,22,13,35
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,8,7,0,0,8,7,15
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,37,45,5,6,42,51,93
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,20,26,6,3,26,29,55
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,2,17,7,12,9,29,38
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-05-01,191,183,13,27,204,210,414
