,group,variable,month,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS FUERA,SRP 1RA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
ACACIO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,1,1,1,3,2,4,6
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,15,14,3,5,18,19,37
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,22,8,0,0,22,8,30
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,8,8,7,6,15,14,29
ALALAY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,2,2,2,3,4,5,9
ALCALA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,0,0,0,1,0,1,1
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,16,13,2,1,18,14,32
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,5,7,0,1,5,8,13
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,0,2,1,1,1,3,4
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,1,0,0,0,1,0,1
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,5,2,1,1,6,3,9
APOLO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,5,10,3,2,8,12,20
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,1,0,2,1,3,1,4
ARANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,5,8,4,0,9,8,17
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,20,21,1,0,21,21,42
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,3,2,4,4,7,6,13
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,33,34,0,0,33,34,67
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,4,8,3,1,7,9,16
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,5,5,0,0,5,5,10
AYATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,3,2,2,2,5,4,9
AYO AYO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,4,2,1,0,5,2,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,4,9,11,11,15,20,35
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,6,5,5,2,11,7,18
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,11,9,0,0,11,9,20
BAURES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,5,3,0,0,5,3,8
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,0,0,0,1,0,1,1
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,0,0,1,0,1,0,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,0,1,2,1,2,2,4
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,22,16,0,1,22,17,39
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,21,16,2,4,23,20,43
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,0,0,4,2,4,2,6
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,0,0,0,2,0,2,2
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,2,6,1,0,3,6,9
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,5,6,8,2,13,8,21
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,11,11,23,25,34,36,70
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,10,1,4,5,14,6,20
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,5,4,1,4,6,8,14
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,11,7,0,0,11,7,18
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,0,2,2,1,2,3,5
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,10,7,0,1,10,8,18
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,8,4,1,1,9,5,14
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,1,0,1,0,2,0,2
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,17,17,1,2,18,19,37
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,12,10,1,0,13,10,23
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,3,2,0,0,3,2,5
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,7,17,1,2,8,19,27
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,39,31,5,2,44,33,77
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,6,4,8,13,14,17,31
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,4,3,1,3,5,6,11
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,1,1,7,9,8,10,18
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,0,1,0,0,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,11,15,3,13,14,28,42
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,6,3,1,1,7,4,11
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,2,6,24,16,26,22,48
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,0,1,0,0,0,1,1
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,13,8,6,0,19,8,27
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,18,22,0,4,18,26,44
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,0,0,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,8,12,0,1,8,13,21
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,3,2,1,4,4,6,10
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,6,4,7,4,13,8,21
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,5,6,3,6,8,12,20
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,8,11,3,6,11,17,28
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,24,20,21,24,45,44,89
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,0,1,8,13,8,14,22
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,446,407,19,16,465,423,888
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,40,27,2,7,42,34,76
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,5,8,1,0,6,8,14
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,2,1,2,1,4,2,6
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,5,12,10,7,15,19,34
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,3,3,4,7,7,10,17
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,10,4,12,4,22,8,30
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,4,4,3,1,7,5,12
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,6,4,7,3,13,7,20
COMANCHE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,3,1,0,1,3,2,5
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,6,14,3,0,9,14,23
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,16,11,10,10,26,21,47
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,8,4,5,3,13,7,20
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,12,8,4,2,16,10,26
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,3,3,0,5,3,8,11
COROICO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,4,1,4,2,8,3,11
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,5,2,0,0,5,2,7
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,13,14,10,6,23,20,43
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,62,43,6,7,68,50,118
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,14,10,1,5,15,15,30
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,0,0,3,5,3,5,8
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,1,1,3,5,4,6,10
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,10,9,3,2,13,11,24
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,0,1,0,0,0,1,1
CURVA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,0,0,1,0,1,0,1
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,2,3,0,0,2,3,5
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,394,357,138,158,532,515,1047
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,2,0,0,0,2,0,2
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,9,7,5,3,14,10,24
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,1,3,4,8,5,11,16
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,30,47,0,4,30,51,81
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,0,1,2,2,2,3,5
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,23,14,4,1,27,15,42
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,41,43,2,1,43,44,87
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,2,2,1,0,3,2,5
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,8,8,0,0,8,8,16
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,3,3,1,1,4,4,8
EXALTACION,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,1,0,0,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,0,3,9,7,9,10,19
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,1,2,11,7,12,9,21
GAIOC JATUN AYLLU YURA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,1,5,2,1,3,6,9
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,12,11,0,0,12,11,23
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,8,6,4,2,12,8,20
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,14,6,9,8,23,14,37
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,2,4,2,3,4,7,11
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,21,28,2,1,23,29,52
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,15,14,3,1,18,15,33
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,4,1,1,1,5,2,7
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,0,0,0,1,0,1,1
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,0,2,0,0,0,2,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,6,2,5,6,11,8,19
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,5,3,0,0,5,3,8
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,2,0,0,0,2,0,2
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,2,4,0,0,2,4,6
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,3,1,0,0,3,1,4
HUMANATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,0,0,1,1,1,1,2
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,5,0,4,1,9,1,10
ICLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,1,4,2,1,3,5,8
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,2,5,5,5,7,10,17
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,0,0,0,3,0,3,3
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,4,12,3,4,7,16,23
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,10,4,9,4,19,8,27
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,0,0,9,11,9,11,20
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,9,7,0,2,9,9,18
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,30,22,6,9,36,31,67
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,87,68,3,4,90,72,162
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,351,315,11,16,362,331,693
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,8,6,5,7,13,13,26
LAJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,6,7,0,1,6,8,14
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,2,1,0,0,2,1,3
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,2,0,0,0,2,0,2
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,26,20,25,24,51,44,95
LLICA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,2,2,0,0,2,2,4
LORETO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,0,3,0,0,0,3,3
LURIBAY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,10,7,1,1,11,8,19
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,1,4,0,0,1,4,5
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,1,2,5,0,6,2,8
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,1,1,8,8,9,9,18
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,11,10,3,1,14,11,25
MALLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,2,0,1,1,3,1,4
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,15,17,1,0,16,17,33
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,11,7,2,2,13,9,22
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,21,18,0,2,21,20,41
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,11,13,2,0,13,13,26
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,3,4,6,3,9,7,16
MOJINETE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,1,0,0,0,1,0,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,0,0,0,1,0,1,1
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,6,15,1,1,7,16,23
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,60,64,5,5,65,69,134
MORO MORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,3,0,0,0,3,0,3
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,3,2,2,3,5,5,10
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,1,0,0,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,1,3,1,2,2,5,7
OCURI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,7,8,5,9,12,17,29
OKINAWA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,7,10,3,2,10,12,22
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,0,0,7,3,7,3,10
ORURO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,196,186,7,5,203,191,394
PADCAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,8,12,0,0,8,12,20
PADILLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,4,2,4,2,8,4,12
PAILON,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,8,8,17,19,25,27,52
PALCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,21,12,6,7,27,19,46
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,12,19,6,12,18,31,49
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,0,1,1,0,1,1,2
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,6,5,0,1,6,6,12
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,3,2,1,1,4,3,7
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,14,11,2,0,16,11,27
PAZÑA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,3,2,1,3,4,5,9
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,7,3,0,0,7,3,10
POCOATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,5,10,14,9,19,19,38
POCONA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,1,3,7,6,8,9,17
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,8,8,3,3,11,11,22
POOPO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,3,4,1,1,4,5,9
PORCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,16,8,0,0,16,8,24
POROMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,4,6,3,5,7,11,18
PORONGO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,5,5,11,12,16,17,33
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,18,10,5,2,23,12,35
PORVENIR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,0,0,6,1,6,1,7
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,0,1,0,0,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,137,140,14,12,151,152,303
PRESTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,1,0,0,1,1,1,2
PUCARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,1,1,0,0,1,1,2
PUCARANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,18,12,8,7,26,19,45
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,4,6,3,0,7,6,13
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,3,3,3,0,6,3,9
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,0,2,2,3,2,5,7
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,0,1,1,3,1,4,5
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,7,11,0,1,7,12,19
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,0,2,4,5,4,7,11
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,0,0,1,2,1,2,3
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,21,24,1,2,22,26,48
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,47,51,11,10,58,61,119
PUNA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,5,5,10,4,15,9,24
PUNATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,14,14,11,8,25,22,47
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,0,1,0,0,0,1,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,73,56,35,22,108,78,186
QUIME,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,3,5,3,2,6,7,13
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,2,3,7,5,9,8,17
RAVELO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,4,4,2,3,6,7,13
REYES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,17,14,6,2,23,16,39
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,70,60,29,29,99,89,188
ROBORE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,10,6,2,1,12,7,19
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,16,12,7,17,23,29,52
SABAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,2,4,0,0,2,4,6
SACABA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,86,86,27,26,113,112,225
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,0,0,1,0,1,0,1
SACACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,9,5,9,8,18,13,31
SAIPINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,3,9,1,0,4,9,13
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,2,2,3,7,5,9,14
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,21,12,2,0,23,12,35
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,1,0,0,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,4,7,3,2,7,9,16
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,2,2,0,0,2,2,4
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,0,1,1,0,1,1,2
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,4,5,2,3,6,8,14
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,50,34,6,5,56,39,95
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,4,6,2,2,6,8,14
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,18,19,1,0,19,19,38
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,13,15,6,14,19,29,48
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-03-01,47,49,20,9,67,58,125
