,group,variable,month,PENTAVALENTE 3RA DOSIS DENTRO,PENTAVALENTE 3RA DOSIS DENTRO,PENTAVALENTE 3RA DOSIS FUERA,PENTAVALENTE 3RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,17,10,2,5,19,15,34
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,1,0,0,0,1,1
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,0,1,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,0,0,1,0,1,1
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,2,0,0,1,2,1,3
COMARAPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,0,0,1,0,1,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,1,1,1,0,2,1,3
COPACABANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,1,0,0,0,1,1
CORIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,1,0,0,0,1,1
CORO CORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,2,0,0,0,2,2
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,1,1,0,1,1,2,3
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,0,1,1,1,1,2
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,1,0,0,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,15,21,5,6,20,27,47
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,1,1,1,1,2,2,4
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,1,0,0,0,1,0,1
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,0,1,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,1,2,0,0,1,2,3
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,1,1,0,0,1,1,2
GUANAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,1,0,0,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,1,1,0,0,1,1,2
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,2,0,0,0,2,2
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,0,3,3,3,3,6
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,1,3,0,0,1,3,4
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,2,0,1,0,3,0,3
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,7,12,1,0,8,12,20
LAJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,1,0,0,0,1,0,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,2,1,0,1,2,3
MAIRANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,0,2,0,2,0,2
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,0,2,1,2,1,3
MIZQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,1,1,0,0,1,1,2
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,1,0,0,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,2,0,2,3,4,3,7
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,1,0,0,0,1,0,1
OKINAWA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,1,0,0,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,8,9,0,0,8,9,17
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,2,1,3,5,5,6,11
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,1,0,0,0,1,1
PAZÑA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,2,0,0,0,2,2
POCOATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,1,1,0,1,1,2
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,1,0,0,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,1,0,0,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,3,4,0,1,3,5,8
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,0,1,1,1,1,2
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,0,1,1,1,1,2
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,6,2,3,3,9,5,14
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,5,3,2,0,7,3,10
QUIME,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,1,0,0,0,1,1
REYES,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,1,0,0,0,1,0,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,2,1,2,2,4,3,7
ROBORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,3,0,0,2,3,2,5
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,1,1,0,0,1,1,2
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,2,5,0,3,2,8,10
SACACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,1,0,1,0,2,2
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,1,0,0,0,1,0,1
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,2,1,0,0,2,1,3
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,2,3,0,0,2,3,5
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,1,0,0,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,1,2,0,0,1,2,3
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,4,2,1,0,5,2,7
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,1,1,7,6,8,7,15
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,0,1,0,1,0,1
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,0,1,0,1,0,1
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,1,0,1,0,2,2
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,0,0,1,0,1,1
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,0,0,1,0,1,1
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,1,0,0,0,1,0,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,0,0,1,0,1,1
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,1,0,0,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,27,26,4,7,31,33,64
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,1,1,3,2,4,3,7
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,1,0,0,0,1,1
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,1,0,0,0,1,1
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,1,0,0,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,2,1,0,0,2,1,3
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,3,4,1,0,4,4,8
TACACOMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,0,1,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,3,4,0,0,3,4,7
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,1,1,0,1,1,2
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,1,2,0,0,1,2,3
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,1,0,0,0,1,0,1
TOCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,0,0,1,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,1,0,0,0,1,0,1
TRIGAL,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,1,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,6,7,1,2,7,9,16
TUPIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,1,0,0,0,1,0,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,1,1,1,0,2,1,3
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,1,0,0,0,1,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,1,2,2,2,3,5
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,1,0,0,0,1,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,2,1,4,5,6,6,12
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,0,3,3,3,3,6
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,2,2,0,0,2,2,4
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,1,0,1,0,2,2
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,0,2,1,2,1,3
YOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,1,0,0,0,1,0,1
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-03-01,0,0,1,0,1,0,1
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,0,1,1,2,1,3
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,1,0,0,0,1,1
AIQUILE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,0,1,0,1,1
ALALAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,1,0,1,0,1
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,2,0,0,0,2,0,2
ARBIETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,0,1,0,2,0,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,0,6,5,7,5,12
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,0,1,0,1,1
AZURDUY,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,0,1,0,1,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,0,0,0,1,0,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,1,1,1,1,2,3
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,3,5,3,5,8
CAJUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,0,0,0,1,0,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,1,2,1,2,3
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,1,0,0,1,1,2
CARANAVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,1,0,0,0,1,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,1,0,0,0,1,1
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,0,1,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,1,1,1,1,2
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,4,5,4,5,9
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,5,0,0,0,5,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,0,0,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,4,0,4,0,4
COCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,0,0,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,10,14,1,1,11,15,26
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,1,1,0,2,1,3
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,2,0,0,0,2,0,2
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,0,0,0,1,0,1
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,0,0,0,1,0,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,1,1,0,2,1,3
COPACABANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,0,1,0,1,1
CORIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,2,0,0,1,2,3
CORO CORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,0,0,0,1,0,1
COROICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,0,1,0,2,0,2
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,2,3,7,6,9,9,18
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,1,0,1,0,1
CUEVO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,1,0,1,0,1
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,0,0,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,10,16,28,38,38,54,92
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,0,0,0,1,0,1
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,2,1,1,1,3,2,5
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,1,0,0,1,1,2
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,1,0,1,0,1
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,1,0,0,1,1,2
GUANAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,1,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,2,1,2,2,4,3,7
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,2,0,0,0,2,0,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,2,2,0,3,2,5
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,1,0,0,0,1,1
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,1,0,0,0,1,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,0,1,0,1,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,2,1,0,0,2,1,3
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,3,6,2,7,5,12
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,9,6,3,9,12,15,27
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,0,0,0,1,0,1
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,0,1,0,2,0,2
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,1,0,1,0,1
MECAPACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,2,0,0,1,2,3
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,1,1,4,2,5,7
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,5,3,6,7,11,10,21
OKINAWA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,1,1,1,1,2
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,4,7,12,13,16,20,36
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,3,3,5,4,8,12
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,0,1,0,1,1
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,0,0,1,1,1,2
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,1,0,1,0,1
PORCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,1,0,0,0,1,1
PORONGO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,0,1,0,1,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,5,1,5,1,6
PORVENIR,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,0,1,0,2,0,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,6,6,8,5,14,11,25
PUCARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,0,1,0,2,0,2
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,0,0,0,1,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,4,2,4,2,6
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,1,0,1,0,1
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,0,1,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,2,1,2,1,3
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,0,0,2,1,2,3
PUNATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,1,0,2,1,3,4
REYES,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,0,0,0,1,0,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,2,0,2,0,2
ROBORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,4,1,2,3,6,4,10
SACACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,0,1,0,1,1
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,1,0,1,0,1
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,4,8,8,8,12,20
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,0,0,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,3,1,3,3,6,4,10
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,2,2,5,2,7,4,11
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,1,0,0,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,3,5,3,5,8
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,1,0,0,1,1,2
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,0,1,0,1,1
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,2,0,2,0,2
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,0,0,0,1,0,1
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,1,1,1,1,2
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,0,0,0,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,1,1,0,1,1,2
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,1,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,1,0,1,1,2,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,24,40,101,93,125,133,258
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,1,0,0,1,1,2
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,1,1,1,1,2
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,0,1,0,2,0,2
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,1,0,0,0,1,1
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,3,3,3,3,6
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,1,0,0,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,3,1,0,2,3,3,6
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,0,2,0,2,2
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,4,1,4,0,8,1,9
TAPACARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,0,1,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,1,0,1,1,2,1,3
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,1,0,0,0,1,1
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,0,0,0,1,0,1,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2022-04-01,2,0,3,2,5,2,7
