,group,variable,month,Nº DE PERSONAS CON VACUNA ANTIRRÁBICA CANTIDAD,Nº DE PERSONAS CON VACUNA ANTIRRÁBICA CANTIDAD,TOTALES,TOTALES,TOTALES
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2017-04-01,28,23,28,23,51
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2017-04-01,2,3,2,3,5
"COLCHA ""K""",rabia,no de personas con vacuna antirrabica,2017-04-01,2,0,2,0,2
COPACABANA,rabia,no de personas con vacuna antirrabica,2017-04-01,0,4,0,4,4
COTOCA,rabia,no de personas con vacuna antirrabica,2017-04-01,2,5,2,5,7
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2017-04-01,4,3,4,3,7
EL ALTO,rabia,no de personas con vacuna antirrabica,2017-04-01,91,81,91,81,172
EL PUENTE(STC),rabia,no de personas con vacuna antirrabica,2017-04-01,2,1,2,1,3
EL TORNO,rabia,no de personas con vacuna antirrabica,2017-04-01,9,7,9,7,16
ENTRE RIOS TRJ,rabia,no de personas con vacuna antirrabica,2017-04-01,0,2,0,2,2
ENTRE RIOS CBBA,rabia,no de personas con vacuna antirrabica,2017-04-01,2,1,2,1,3
ESCOMA,rabia,no de personas con vacuna antirrabica,2017-04-01,0,3,0,3,3
EUCALIPTUS,rabia,no de personas con vacuna antirrabica,2017-04-01,1,0,1,0,1
GENERAL SAAVEDRA,rabia,no de personas con vacuna antirrabica,2017-04-01,0,1,0,1,1
GUANAY,rabia,no de personas con vacuna antirrabica,2017-04-01,2,4,2,4,6
HUANUNI,rabia,no de personas con vacuna antirrabica,2017-04-01,3,5,3,5,8
HUARINA,rabia,no de personas con vacuna antirrabica,2017-04-01,1,0,1,0,1
IXIAMAS,rabia,no de personas con vacuna antirrabica,2017-04-01,1,3,1,3,4
JESUS DE MACHACA,rabia,no de personas con vacuna antirrabica,2017-04-01,1,0,1,0,1
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2017-04-01,17,28,17,28,45
LA PAZ,rabia,no de personas con vacuna antirrabica,2017-04-01,109,106,109,106,215
MAIRANA,rabia,no de personas con vacuna antirrabica,2017-04-01,1,0,1,0,1
MAPIRI,rabia,no de personas con vacuna antirrabica,2017-04-01,1,0,1,0,1
MINEROS,rabia,no de personas con vacuna antirrabica,2017-04-01,2,0,2,0,2
MIZQUE,rabia,no de personas con vacuna antirrabica,2017-04-01,0,1,0,1,1
MONTERO,rabia,no de personas con vacuna antirrabica,2017-04-01,4,7,4,7,11
OKINAWA,rabia,no de personas con vacuna antirrabica,2017-04-01,1,0,1,0,1
ORURO,rabia,no de personas con vacuna antirrabica,2017-04-01,89,55,89,55,144
PADILLA,rabia,no de personas con vacuna antirrabica,2017-04-01,1,1,1,1,2
PAILON,rabia,no de personas con vacuna antirrabica,2017-04-01,0,2,0,2,2
PALOS BLANCOS,rabia,no de personas con vacuna antirrabica,2017-04-01,0,2,0,2,2
PAMPA GRANDE,rabia,no de personas con vacuna antirrabica,2017-04-01,1,0,1,0,1
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2017-04-01,0,1,0,1,1
POOPO,rabia,no de personas con vacuna antirrabica,2017-04-01,1,1,1,1,2
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2017-04-01,4,6,4,6,10
POTOSI,rabia,no de personas con vacuna antirrabica,2017-04-01,162,169,162,169,331
PUERTO CARABUCO,rabia,no de personas con vacuna antirrabica,2017-04-01,0,1,0,1,1
PUERTO PEREZ,rabia,no de personas con vacuna antirrabica,2017-04-01,0,1,0,1,1
PUERTO QUIJARRO,rabia,no de personas con vacuna antirrabica,2017-04-01,0,1,0,1,1
PUERTO VILLARROEL,rabia,no de personas con vacuna antirrabica,2017-04-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2017-04-01,2,0,2,0,2
SABAYA,rabia,no de personas con vacuna antirrabica,2017-04-01,0,1,0,1,1
SACABA,rabia,no de personas con vacuna antirrabica,2017-04-01,33,21,33,21,54
SAIPINA,rabia,no de personas con vacuna antirrabica,2017-04-01,1,2,1,2,3
SAMAIPATA,rabia,no de personas con vacuna antirrabica,2017-04-01,1,0,1,0,1
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2017-04-01,0,1,0,1,1
SAN BUENA VENTURA,rabia,no de personas con vacuna antirrabica,2017-04-01,3,4,3,4,7
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2017-04-01,2,1,2,1,3
SAN JAVIER(STC),rabia,no de personas con vacuna antirrabica,2017-04-01,1,1,1,1,2
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2017-04-01,6,9,6,9,15
SAN LUCAS,rabia,no de personas con vacuna antirrabica,2017-04-01,0,1,0,1,1
SAN MIGUEL DE VELASCO,rabia,no de personas con vacuna antirrabica,2017-04-01,3,1,3,1,4
SAN PEDRO DE BUENA VISTA,rabia,no de personas con vacuna antirrabica,2017-04-01,0,1,0,1,1
SAN RAMON SCZ,rabia,no de personas con vacuna antirrabica,2017-04-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2017-04-01,352,323,352,323,675
SANTIVAÑES,rabia,no de personas con vacuna antirrabica,2017-04-01,1,1,1,1,2
SAPAHAQUI,rabia,no de personas con vacuna antirrabica,2017-04-01,3,1,3,1,4
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2017-04-01,2,0,2,0,2
SORATA,rabia,no de personas con vacuna antirrabica,2017-04-01,0,1,0,1,1
SUCRE,rabia,no de personas con vacuna antirrabica,2017-04-01,35,30,35,30,65
TARATA,rabia,no de personas con vacuna antirrabica,2017-04-01,1,1,1,1,2
TIPUANI,rabia,no de personas con vacuna antirrabica,2017-04-01,0,1,0,1,1
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2017-04-01,1,1,1,1,2
TOLATA,rabia,no de personas con vacuna antirrabica,2017-04-01,1,0,1,0,1
TRIGAL,rabia,no de personas con vacuna antirrabica,2017-04-01,4,6,4,6,10
TRINIDAD,rabia,no de personas con vacuna antirrabica,2017-04-01,17,15,17,15,32
TUPIZA,rabia,no de personas con vacuna antirrabica,2017-04-01,0,1,0,1,1
UNCIA,rabia,no de personas con vacuna antirrabica,2017-04-01,1,2,1,2,3
UYUNI,rabia,no de personas con vacuna antirrabica,2017-04-01,6,6,6,6,12
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2017-04-01,0,5,0,5,5
VIACHA,rabia,no de personas con vacuna antirrabica,2017-04-01,11,11,11,11,22
VILLA MONTES,rabia,no de personas con vacuna antirrabica,2017-04-01,5,2,5,2,7
VILLAZON,rabia,no de personas con vacuna antirrabica,2017-04-01,6,9,6,9,15
VINTO,rabia,no de personas con vacuna antirrabica,2017-04-01,1,2,1,2,3
WARNES,rabia,no de personas con vacuna antirrabica,2017-04-01,13,14,13,14,27
YACUIBA,rabia,no de personas con vacuna antirrabica,2017-04-01,10,28,10,28,38
YAPACANI,rabia,no de personas con vacuna antirrabica,2017-04-01,1,1,1,1,2
ACHACACHI,rabia,no de personas con vacuna antirrabica,2017-05-01,5,4,5,4,9
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2017-05-01,1,0,1,0,1
ANCORAIMES,rabia,no de personas con vacuna antirrabica,2017-05-01,0,1,0,1,1
ANZALDO,rabia,no de personas con vacuna antirrabica,2017-05-01,0,1,0,1,1
ARANI,rabia,no de personas con vacuna antirrabica,2017-05-01,1,0,1,0,1
ASCENCION DE GUARAYOS,rabia,no de personas con vacuna antirrabica,2017-05-01,4,5,4,5,9
ATOCHA,rabia,no de personas con vacuna antirrabica,2017-05-01,0,3,0,3,3
BERMEJO,rabia,no de personas con vacuna antirrabica,2017-05-01,3,1,3,1,4
BUENA VISTA,rabia,no de personas con vacuna antirrabica,2017-05-01,1,1,1,1,2
CABEZAS,rabia,no de personas con vacuna antirrabica,2017-05-01,9,3,9,3,12
CALAMARCA,rabia,no de personas con vacuna antirrabica,2017-05-01,0,7,0,7,7
CAPINOTA,rabia,no de personas con vacuna antirrabica,2017-05-01,0,1,0,1,1
CARACOLLO,rabia,no de personas con vacuna antirrabica,2017-05-01,2,4,2,4,6
CARANAVI,rabia,no de personas con vacuna antirrabica,2017-05-01,9,5,9,5,14
CARANGAS,rabia,no de personas con vacuna antirrabica,2017-05-01,0,1,0,1,1
CHOQUE COTA,rabia,no de personas con vacuna antirrabica,2017-05-01,2,0,2,0,2
CLIZA,rabia,no de personas con vacuna antirrabica,2017-05-01,2,1,2,1,3
COCAPATA,rabia,no de personas con vacuna antirrabica,2017-05-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2017-05-01,53,29,53,29,82
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2017-05-01,6,3,6,3,9
CONCEPCION,rabia,no de personas con vacuna antirrabica,2017-05-01,1,0,1,0,1
COPACABANA,rabia,no de personas con vacuna antirrabica,2017-05-01,2,0,2,0,2
COTAGAITA,rabia,no de personas con vacuna antirrabica,2017-05-01,1,0,1,0,1
COTOCA,rabia,no de personas con vacuna antirrabica,2017-05-01,12,1,12,1,13
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2017-05-01,8,2,8,2,10
EL ALTO,rabia,no de personas con vacuna antirrabica,2017-05-01,120,77,120,77,197
EL TORNO,rabia,no de personas con vacuna antirrabica,2017-05-01,22,17,22,17,39
ENTRE RIOS TRJ,rabia,no de personas con vacuna antirrabica,2017-05-01,1,3,1,3,4
ENTRE RIOS CBBA,rabia,no de personas con vacuna antirrabica,2017-05-01,2,1,2,1,3
ESCOMA,rabia,no de personas con vacuna antirrabica,2017-05-01,0,1,0,1,1
EUCALIPTUS,rabia,no de personas con vacuna antirrabica,2017-05-01,1,1,1,1,2
FERNANDEZ ALONSO,rabia,no de personas con vacuna antirrabica,2017-05-01,2,0,2,0,2
GENERAL SAAVEDRA,rabia,no de personas con vacuna antirrabica,2017-05-01,1,1,1,1,2
GUANAY,rabia,no de personas con vacuna antirrabica,2017-05-01,1,0,1,0,1
HUANUNI,rabia,no de personas con vacuna antirrabica,2017-05-01,0,1,0,1,1
HUAYLLAMARCA,rabia,no de personas con vacuna antirrabica,2017-05-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),rabia,no de personas con vacuna antirrabica,2017-05-01,30,30,30,30,60
IXIAMAS,rabia,no de personas con vacuna antirrabica,2017-05-01,4,5,4,5,9
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2017-05-01,37,26,37,26,63
LA PAZ,rabia,no de personas con vacuna antirrabica,2017-05-01,179,104,179,104,283
LLALLAGUA,rabia,no de personas con vacuna antirrabica,2017-05-01,0,1,0,1,1
MAGDALENA,rabia,no de personas con vacuna antirrabica,2017-05-01,0,1,0,1,1
MAIRANA,rabia,no de personas con vacuna antirrabica,2017-05-01,2,1,2,1,3
MECAPACA,rabia,no de personas con vacuna antirrabica,2017-05-01,1,0,1,0,1
MINEROS,rabia,no de personas con vacuna antirrabica,2017-05-01,3,0,3,0,3
MIZQUE,rabia,no de personas con vacuna antirrabica,2017-05-01,2,1,2,1,3
MONTEAGUDO,rabia,no de personas con vacuna antirrabica,2017-05-01,1,0,1,0,1
MONTERO,rabia,no de personas con vacuna antirrabica,2017-05-01,9,9,9,9,18
MORO MORO,rabia,no de personas con vacuna antirrabica,2017-05-01,1,0,1,0,1
ORURO,rabia,no de personas con vacuna antirrabica,2017-05-01,87,68,87,68,155
PADILLA,rabia,no de personas con vacuna antirrabica,2017-05-01,1,2,1,2,3
PAILON,rabia,no de personas con vacuna antirrabica,2017-05-01,3,3,3,3,6
PALOS BLANCOS,rabia,no de personas con vacuna antirrabica,2017-05-01,1,0,1,0,1
PAMPA GRANDE,rabia,no de personas con vacuna antirrabica,2017-05-01,3,1,3,1,4
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2017-05-01,0,4,0,4,4
POROMA,rabia,no de personas con vacuna antirrabica,2017-05-01,1,0,1,0,1
PORONGO,rabia,no de personas con vacuna antirrabica,2017-05-01,2,0,2,0,2
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2017-05-01,16,9,16,9,25
POTOSI,rabia,no de personas con vacuna antirrabica,2017-05-01,112,116,112,116,228
PUCARANI,rabia,no de personas con vacuna antirrabica,2017-05-01,1,0,1,0,1
PUERTO PEREZ,rabia,no de personas con vacuna antirrabica,2017-05-01,0,1,0,1,1
PUERTO SUAREZ,rabia,no de personas con vacuna antirrabica,2017-05-01,3,2,3,2,5
PUERTO VILLARROEL,rabia,no de personas con vacuna antirrabica,2017-05-01,1,0,1,0,1
PUNA,rabia,no de personas con vacuna antirrabica,2017-05-01,1,1,1,1,2
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2017-05-01,4,3,4,3,7
ROBORE,rabia,no de personas con vacuna antirrabica,2017-05-01,0,5,0,5,5
SABAYA,rabia,no de personas con vacuna antirrabica,2017-05-01,1,0,1,0,1
SACABA,rabia,no de personas con vacuna antirrabica,2017-05-01,11,11,11,11,22
SAIPINA,rabia,no de personas con vacuna antirrabica,2017-05-01,1,0,1,0,1
SAMAIPATA,rabia,no de personas con vacuna antirrabica,2017-05-01,3,1,3,1,4
SAN BUENA VENTURA,rabia,no de personas con vacuna antirrabica,2017-05-01,3,3,3,3,6
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2017-05-01,2,1,2,1,3
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2017-05-01,3,5,3,5,8
SAN IGNACIO DE VELASCO,rabia,no de personas con vacuna antirrabica,2017-05-01,4,0,4,0,4
SAN JAVIER(STC),rabia,no de personas con vacuna antirrabica,2017-05-01,2,1,2,1,3
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2017-05-01,15,17,15,17,32
SAN PEDRO DE QUEMES,rabia,no de personas con vacuna antirrabica,2017-05-01,1,0,1,0,1
SAN RAMON SCZ,rabia,no de personas con vacuna antirrabica,2017-05-01,3,4,3,4,7
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2017-05-01,1000,925,1000,925,1925
SANTA ROSA DEL SARA,rabia,no de personas con vacuna antirrabica,2017-05-01,4,0,4,0,4
SANTIAGO DE HUARI,rabia,no de personas con vacuna antirrabica,2017-05-01,0,3,0,3,3
SANTIVAÑES,rabia,no de personas con vacuna antirrabica,2017-05-01,1,0,1,0,1
SANTUARIO DE QUILLACAS,rabia,no de personas con vacuna antirrabica,2017-05-01,5,2,5,2,7
SAPAHAQUI,rabia,no de personas con vacuna antirrabica,2017-05-01,17,0,17,0,17
SICA SICA (VILLA AROMA),rabia,no de personas con vacuna antirrabica,2017-05-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2017-05-01,3,4,3,4,7
SORACACHI,rabia,no de personas con vacuna antirrabica,2017-05-01,4,2,4,2,6
SORATA,rabia,no de personas con vacuna antirrabica,2017-05-01,1,0,1,0,1
SUCRE,rabia,no de personas con vacuna antirrabica,2017-05-01,68,46,68,46,114
TEOPONTE,rabia,no de personas con vacuna antirrabica,2017-05-01,0,1,0,1,1
TIPUANI,rabia,no de personas con vacuna antirrabica,2017-05-01,0,2,0,2,2
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2017-05-01,2,2,2,2,4
TRIGAL,rabia,no de personas con vacuna antirrabica,2017-05-01,1,1,1,1,2
TRINIDAD,rabia,no de personas con vacuna antirrabica,2017-05-01,27,22,27,22,49
UNCIA,rabia,no de personas con vacuna antirrabica,2017-05-01,2,3,2,3,5
UYUNI,rabia,no de personas con vacuna antirrabica,2017-05-01,5,5,5,5,10
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2017-05-01,6,6,6,6,12
VIACHA,rabia,no de personas con vacuna antirrabica,2017-05-01,6,5,6,5,11
VILLA MONTES,rabia,no de personas con vacuna antirrabica,2017-05-01,3,0,3,0,3
VILLA TUNARI,rabia,no de personas con vacuna antirrabica,2017-05-01,1,0,1,0,1
VILLAZON,rabia,no de personas con vacuna antirrabica,2017-05-01,2,4,2,4,6
VINTO,rabia,no de personas con vacuna antirrabica,2017-05-01,0,2,0,2,2
WARNES,rabia,no de personas con vacuna antirrabica,2017-05-01,32,25,32,25,57
YACUIBA,rabia,no de personas con vacuna antirrabica,2017-05-01,9,36,9,36,45
YANACACHI,rabia,no de personas con vacuna antirrabica,2017-05-01,0,1,0,1,1
YAPACANI,rabia,no de personas con vacuna antirrabica,2017-05-01,2,0,2,0,2
ACHACACHI,rabia,no de personas con vacuna antirrabica,2017-06-01,3,1,3,1,4
AIQUILE,rabia,no de personas con vacuna antirrabica,2017-06-01,0,1,0,1,1
ANCORAIMES,rabia,no de personas con vacuna antirrabica,2017-06-01,1,0,1,0,1
ASCENCION DE GUARAYOS,rabia,no de personas con vacuna antirrabica,2017-06-01,3,1,3,1,4
ATOCHA,rabia,no de personas con vacuna antirrabica,2017-06-01,0,2,0,2,2
BATALLAS,rabia,no de personas con vacuna antirrabica,2017-06-01,1,0,1,0,1
BERMEJO,rabia,no de personas con vacuna antirrabica,2017-06-01,1,3,1,3,4
BETANZOS,rabia,no de personas con vacuna antirrabica,2017-06-01,0,3,0,3,3
BUENA VISTA,rabia,no de personas con vacuna antirrabica,2017-06-01,1,0,1,0,1
CABEZAS,rabia,no de personas con vacuna antirrabica,2017-06-01,2,0,2,0,2
CAPINOTA,rabia,no de personas con vacuna antirrabica,2017-06-01,0,2,0,2,2
CARACOLLO,rabia,no de personas con vacuna antirrabica,2017-06-01,1,1,1,1,2
CARANAVI,rabia,no de personas con vacuna antirrabica,2017-06-01,4,3,4,3,7
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2017-06-01,7,7,7,7,14
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con vacuna antirrabica,2017-06-01,2,1,2,1,3
CLIZA,rabia,no de personas con vacuna antirrabica,2017-06-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2017-06-01,49,29,49,29,78
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2017-06-01,2,4,2,4,6
COMARAPA,rabia,no de personas con vacuna antirrabica,2017-06-01,2,0,2,0,2
CONCEPCION,rabia,no de personas con vacuna antirrabica,2017-06-01,1,2,1,2,3
COPACABANA,rabia,no de personas con vacuna antirrabica,2017-06-01,0,1,0,1,1
COROICO,rabia,no de personas con vacuna antirrabica,2017-06-01,1,0,1,0,1
COTAGAITA,rabia,no de personas con vacuna antirrabica,2017-06-01,1,0,1,0,1
COTOCA,rabia,no de personas con vacuna antirrabica,2017-06-01,13,10,13,10,23
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2017-06-01,7,2,7,2,9
EL ALTO,rabia,no de personas con vacuna antirrabica,2017-06-01,147,110,147,110,257
EL TORNO,rabia,no de personas con vacuna antirrabica,2017-06-01,24,14,24,14,38
ENTRE RIOS TRJ,rabia,no de personas con vacuna antirrabica,2017-06-01,0,1,0,1,1
ENTRE RIOS CBBA,rabia,no de personas con vacuna antirrabica,2017-06-01,1,2,1,2,3
FERNANDEZ ALONSO,rabia,no de personas con vacuna antirrabica,2017-06-01,1,1,1,1,2
GUANAY,rabia,no de personas con vacuna antirrabica,2017-06-01,1,1,1,1,2
HUANUNI,rabia,no de personas con vacuna antirrabica,2017-06-01,3,6,3,6,9
IXIAMAS,rabia,no de personas con vacuna antirrabica,2017-06-01,0,2,0,2,2
LA ASUNTA,rabia,no de personas con vacuna antirrabica,2017-06-01,0,1,0,1,1
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2017-06-01,33,39,33,39,72
LA PAZ,rabia,no de personas con vacuna antirrabica,2017-06-01,144,94,144,94,238
LAJA,rabia,no de personas con vacuna antirrabica,2017-06-01,0,1,0,1,1
MAIRANA,rabia,no de personas con vacuna antirrabica,2017-06-01,5,2,5,2,7
MINEROS,rabia,no de personas con vacuna antirrabica,2017-06-01,2,0,2,0,2
MIZQUE,rabia,no de personas con vacuna antirrabica,2017-06-01,0,1,0,1,1
MONTERO,rabia,no de personas con vacuna antirrabica,2017-06-01,32,18,32,18,50
MORO MORO,rabia,no de personas con vacuna antirrabica,2017-06-01,1,0,1,0,1
OKINAWA,rabia,no de personas con vacuna antirrabica,2017-06-01,1,1,1,1,2
ORURO,rabia,no de personas con vacuna antirrabica,2017-06-01,61,46,61,46,107
PADILLA,rabia,no de personas con vacuna antirrabica,2017-06-01,1,0,1,0,1
PAILON,rabia,no de personas con vacuna antirrabica,2017-06-01,3,1,3,1,4
PALOS BLANCOS,rabia,no de personas con vacuna antirrabica,2017-06-01,0,1,0,1,1
PAMPA GRANDE,rabia,no de personas con vacuna antirrabica,2017-06-01,2,0,2,0,2
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2017-06-01,2,1,2,1,3
PAZÑA,rabia,no de personas con vacuna antirrabica,2017-06-01,1,0,1,0,1
POJO (CBBA),rabia,no de personas con vacuna antirrabica,2017-06-01,1,0,1,0,1
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2017-06-01,24,18,24,18,42
PUCARANI,rabia,no de personas con vacuna antirrabica,2017-06-01,5,2,5,2,7
PUERTO CARABUCO,rabia,no de personas con vacuna antirrabica,2017-06-01,1,0,1,0,1
PUERTO VILLARROEL,rabia,no de personas con vacuna antirrabica,2017-06-01,1,2,1,2,3
PUNATA,rabia,no de personas con vacuna antirrabica,2017-06-01,1,2,1,2,3
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2017-06-01,5,5,5,5,10
QUIRUSILLAS,rabia,no de personas con vacuna antirrabica,2017-06-01,1,0,1,0,1
ROBORE,rabia,no de personas con vacuna antirrabica,2017-06-01,1,0,1,0,1
SACABA,rabia,no de personas con vacuna antirrabica,2017-06-01,7,5,7,5,12
SAIPINA,rabia,no de personas con vacuna antirrabica,2017-06-01,3,1,3,1,4
SAMAIPATA,rabia,no de personas con vacuna antirrabica,2017-06-01,2,2,2,2,4
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2017-06-01,0,2,0,2,2
SAN BENITO,rabia,no de personas con vacuna antirrabica,2017-06-01,0,1,0,1,1
SAN BUENA VENTURA,rabia,no de personas con vacuna antirrabica,2017-06-01,1,2,1,2,3
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2017-06-01,4,2,4,2,6
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2017-06-01,5,2,5,2,7
SAN IGNACIO DE VELASCO,rabia,no de personas con vacuna antirrabica,2017-06-01,3,3,3,3,6
SAN JAVIER(STC),rabia,no de personas con vacuna antirrabica,2017-06-01,2,0,2,0,2
SAN JOSE DE CHIQUITOS,rabia,no de personas con vacuna antirrabica,2017-06-01,1,1,1,1,2
SAN JUAN DE YAPACANI,rabia,no de personas con vacuna antirrabica,2017-06-01,3,2,3,2,5
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2017-06-01,14,12,14,12,26
SAN MATIAS,rabia,no de personas con vacuna antirrabica,2017-06-01,1,1,1,1,2
SAN MIGUEL DE VELASCO,rabia,no de personas con vacuna antirrabica,2017-06-01,0,1,0,1,1
SAN PEDRO,rabia,no de personas con vacuna antirrabica,2017-06-01,2,0,2,0,2
SAN RAMON SCZ,rabia,no de personas con vacuna antirrabica,2017-06-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2017-06-01,781,691,781,691,1472
SANTA ROSA DEL SARA,rabia,no de personas con vacuna antirrabica,2017-06-01,1,2,1,2,3
SHINAOTA,rabia,no de personas con vacuna antirrabica,2017-06-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2017-06-01,1,1,1,1,2
SORATA,rabia,no de personas con vacuna antirrabica,2017-06-01,1,0,1,0,1
SUCRE,rabia,no de personas con vacuna antirrabica,2017-06-01,59,46,59,46,105
TEOPONTE,rabia,no de personas con vacuna antirrabica,2017-06-01,0,1,0,1,1
TIPUANI,rabia,no de personas con vacuna antirrabica,2017-06-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2017-06-01,1,2,1,2,3
TOTORA(ORR),rabia,no de personas con vacuna antirrabica,2017-06-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con vacuna antirrabica,2017-06-01,32,21,32,21,53
UNCIA,rabia,no de personas con vacuna antirrabica,2017-06-01,5,9,5,9,14
UYUNI,rabia,no de personas con vacuna antirrabica,2017-06-01,3,3,3,3,6
VACAS,rabia,no de personas con vacuna antirrabica,2017-06-01,1,1,1,1,2
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2017-06-01,4,14,4,14,18
VIACHA,rabia,no de personas con vacuna antirrabica,2017-06-01,4,3,4,3,7
VILLA TUNARI,rabia,no de personas con vacuna antirrabica,2017-06-01,1,1,1,1,2
VILLAZON,rabia,no de personas con vacuna antirrabica,2017-06-01,5,4,5,4,9
VINTO,rabia,no de personas con vacuna antirrabica,2017-06-01,2,4,2,4,6
VITICHI,rabia,no de personas con vacuna antirrabica,2017-06-01,0,1,0,1,1
WARNES,rabia,no de personas con vacuna antirrabica,2017-06-01,21,19,21,19,40
YOTALA,rabia,no de personas con vacuna antirrabica,2017-06-01,1,0,1,0,1
ACHACACHI,rabia,no de personas con vacuna antirrabica,2017-07-01,3,0,3,0,3
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2017-07-01,1,1,1,1,2
ANCORAIMES,rabia,no de personas con vacuna antirrabica,2017-07-01,0,1,0,1,1
BATALLAS,rabia,no de personas con vacuna antirrabica,2017-07-01,0,1,0,1,1
BERMEJO,rabia,no de personas con vacuna antirrabica,2017-07-01,2,0,2,0,2
BUENA VISTA,rabia,no de personas con vacuna antirrabica,2017-07-01,1,1,1,1,2
CARACOLLO,rabia,no de personas con vacuna antirrabica,2017-07-01,0,3,0,3,3
CARANAVI,rabia,no de personas con vacuna antirrabica,2017-07-01,4,4,4,4,8
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2017-07-01,7,4,7,4,11
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con vacuna antirrabica,2017-07-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2017-07-01,52,24,52,24,76
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2017-07-01,4,1,4,1,5
COMARAPA,rabia,no de personas con vacuna antirrabica,2017-07-01,2,1,2,1,3
COPACABANA,rabia,no de personas con vacuna antirrabica,2017-07-01,0,1,0,1,1
CORIPATA,rabia,no de personas con vacuna antirrabica,2017-07-01,0,1,0,1,1
COROICO,rabia,no de personas con vacuna antirrabica,2017-07-01,1,0,1,0,1
COTAGAITA,rabia,no de personas con vacuna antirrabica,2017-07-01,0,1,0,1,1
COTOCA,rabia,no de personas con vacuna antirrabica,2017-07-01,7,1,7,1,8
EL ALTO,rabia,no de personas con vacuna antirrabica,2017-07-01,113,108,113,108,221
EL TORNO,rabia,no de personas con vacuna antirrabica,2017-07-01,8,7,8,7,15
ENTRE RIOS CBBA,rabia,no de personas con vacuna antirrabica,2017-07-01,0,2,0,2,2
ESCOMA,rabia,no de personas con vacuna antirrabica,2017-07-01,0,1,0,1,1
FERNANDEZ ALONSO,rabia,no de personas con vacuna antirrabica,2017-07-01,0,1,0,1,1
HUANUNI,rabia,no de personas con vacuna antirrabica,2017-07-01,2,3,2,3,5
IRUPANA (VILLA DE LANZA),rabia,no de personas con vacuna antirrabica,2017-07-01,1,0,1,0,1
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2017-07-01,31,19,31,19,50
LA PAZ,rabia,no de personas con vacuna antirrabica,2017-07-01,120,88,120,88,208
MAIRANA,rabia,no de personas con vacuna antirrabica,2017-07-01,0,1,0,1,1
