,group,variable,month,Nº DE PERSONAS CON ESQUEMA CLASICO COMPLETO CANTIDAD,Nº DE PERSONAS CON ESQUEMA CLASICO COMPLETO CANTIDAD,TOTALES,TOTALES,TOTALES
COTOCA,rabia,no de personas con esquema clasico completo,2017-11-01,3,1,3,1,4
EL ALTO,rabia,no de personas con esquema clasico completo,2017-11-01,15,15,15,15,30
LA GUARDIA,rabia,no de personas con esquema clasico completo,2017-11-01,1,6,1,6,7
LA PAZ,rabia,no de personas con esquema clasico completo,2017-11-01,8,2,8,2,10
LURIBAY,rabia,no de personas con esquema clasico completo,2017-11-01,0,1,0,1,1
MONTERO,rabia,no de personas con esquema clasico completo,2017-11-01,5,2,5,2,7
ORURO,rabia,no de personas con esquema clasico completo,2017-11-01,4,3,4,3,7
PADILLA,rabia,no de personas con esquema clasico completo,2017-11-01,1,0,1,0,1
PALOS BLANCOS,rabia,no de personas con esquema clasico completo,2017-11-01,1,0,1,0,1
PORTACHUELO,rabia,no de personas con esquema clasico completo,2017-11-01,2,0,2,0,2
POTOSI,rabia,no de personas con esquema clasico completo,2017-11-01,25,26,25,26,51
PUNATA,rabia,no de personas con esquema clasico completo,2017-11-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas con esquema clasico completo,2017-11-01,2,2,2,2,4
SAN ANDRES,rabia,no de personas con esquema clasico completo,2017-11-01,0,1,0,1,1
SAN IGNACIO,rabia,no de personas con esquema clasico completo,2017-11-01,0,1,0,1,1
SAN LORENZO(TJA),rabia,no de personas con esquema clasico completo,2017-11-01,0,1,0,1,1
SAN LUCAS,rabia,no de personas con esquema clasico completo,2017-11-01,0,1,0,1,1
SAN MATIAS,rabia,no de personas con esquema clasico completo,2017-11-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema clasico completo,2017-11-01,25,26,25,26,51
SANTA ROSA DEL SARA,rabia,no de personas con esquema clasico completo,2017-11-01,0,2,0,2,2
SHINAOTA,rabia,no de personas con esquema clasico completo,2017-11-01,0,1,0,1,1
SIPE SIPE,rabia,no de personas con esquema clasico completo,2017-11-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con esquema clasico completo,2017-11-01,14,8,14,8,22
VILLA MONTES,rabia,no de personas con esquema clasico completo,2017-11-01,1,0,1,0,1
VILLAZON,rabia,no de personas con esquema clasico completo,2017-11-01,1,0,1,0,1
WARNES,rabia,no de personas con esquema clasico completo,2017-11-01,8,1,8,1,9
CARANAVI,rabia,no de personas con esquema clasico completo,2017-12-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con esquema clasico completo,2017-12-01,1,0,1,0,1
COTOCA,rabia,no de personas con esquema clasico completo,2017-12-01,5,5,5,5,10
EL ALTO,rabia,no de personas con esquema clasico completo,2017-12-01,13,7,13,7,20
LA GUARDIA,rabia,no de personas con esquema clasico completo,2017-12-01,1,3,1,3,4
LA PAZ,rabia,no de personas con esquema clasico completo,2017-12-01,6,12,6,12,18
LURIBAY,rabia,no de personas con esquema clasico completo,2017-12-01,0,1,0,1,1
MINEROS,rabia,no de personas con esquema clasico completo,2017-12-01,1,0,1,0,1
MONTEAGUDO,rabia,no de personas con esquema clasico completo,2017-12-01,1,0,1,0,1
MONTERO,rabia,no de personas con esquema clasico completo,2017-12-01,6,5,6,5,11
ORURO,rabia,no de personas con esquema clasico completo,2017-12-01,6,5,6,5,11
PAILON,rabia,no de personas con esquema clasico completo,2017-12-01,12,9,12,9,21
PORONGO,rabia,no de personas con esquema clasico completo,2017-12-01,1,0,1,0,1
PORTACHUELO,rabia,no de personas con esquema clasico completo,2017-12-01,0,1,0,1,1
POTOSI,rabia,no de personas con esquema clasico completo,2017-12-01,14,16,14,16,30
QUILLACOLLO,rabia,no de personas con esquema clasico completo,2017-12-01,0,2,0,2,2
SACABA,rabia,no de personas con esquema clasico completo,2017-12-01,0,1,0,1,1
SAN IGNACIO,rabia,no de personas con esquema clasico completo,2017-12-01,2,2,2,2,4
SAN MATIAS,rabia,no de personas con esquema clasico completo,2017-12-01,1,0,1,0,1
SAN PEDRO DE BUENA VISTA,rabia,no de personas con esquema clasico completo,2017-12-01,2,1,2,1,3
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema clasico completo,2017-12-01,18,20,18,20,38
SUCRE,rabia,no de personas con esquema clasico completo,2017-12-01,0,1,0,1,1
TEOPONTE,rabia,no de personas con esquema clasico completo,2017-12-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con esquema clasico completo,2017-12-01,12,9,12,9,21
WARNES,rabia,no de personas con esquema clasico completo,2017-12-01,1,0,1,0,1
YACUIBA,rabia,no de personas con esquema clasico completo,2017-12-01,1,2,1,2,3
YOTALA,rabia,no de personas con esquema clasico completo,2017-12-01,0,2,0,2,2
