,group,variable,month,Nº DE PERSONAS CON ESQUEMA REDUCIDO COMPLETO CANTIDAD,Nº DE PERSONAS CON ESQUEMA REDUCIDO COMPLETO CANTIDAD,TOTALES,TOTALES,TOTALES
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2017-05-01,0,1,0,1,1
TIRAQUE (CBBA),rabia,no de personas con esquema reducido completo,2017-05-01,0,1,0,1,1
TOLATA,rabia,no de personas con esquema reducido completo,2017-05-01,0,1,0,1,1
TRIGAL,rabia,no de personas con esquema reducido completo,2017-05-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con esquema reducido completo,2017-05-01,4,9,4,9,13
UNCIA,rabia,no de personas con esquema reducido completo,2017-05-01,1,1,1,1,2
UYUNI,rabia,no de personas con esquema reducido completo,2017-05-01,0,2,0,2,2
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2017-05-01,0,3,0,3,3
VIACHA,rabia,no de personas con esquema reducido completo,2017-05-01,6,3,6,3,9
VILLA TUNARI,rabia,no de personas con esquema reducido completo,2017-05-01,2,0,2,0,2
VILLAZON,rabia,no de personas con esquema reducido completo,2017-05-01,0,3,0,3,3
VINTO,rabia,no de personas con esquema reducido completo,2017-05-01,0,2,0,2,2
WARNES,rabia,no de personas con esquema reducido completo,2017-05-01,14,15,14,15,29
YAPACANI,rabia,no de personas con esquema reducido completo,2017-05-01,1,0,1,0,1
ACHACACHI,rabia,no de personas con esquema reducido completo,2017-06-01,0,1,0,1,1
ALCALA,rabia,no de personas con esquema reducido completo,2017-06-01,0,1,0,1,1
ATOCHA,rabia,no de personas con esquema reducido completo,2017-06-01,0,1,0,1,1
BERMEJO,rabia,no de personas con esquema reducido completo,2017-06-01,0,3,0,3,3
BETANZOS,rabia,no de personas con esquema reducido completo,2017-06-01,1,2,1,2,3
CABEZAS,rabia,no de personas con esquema reducido completo,2017-06-01,2,2,2,2,4
CARACOLLO,rabia,no de personas con esquema reducido completo,2017-06-01,0,1,0,1,1
CARANAVI,rabia,no de personas con esquema reducido completo,2017-06-01,9,5,9,5,14
CHALLAPATA,rabia,no de personas con esquema reducido completo,2017-06-01,6,4,6,4,10
COCHABAMBA,rabia,no de personas con esquema reducido completo,2017-06-01,32,18,32,18,50
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2017-06-01,2,1,2,1,3
CONCEPCION,rabia,no de personas con esquema reducido completo,2017-06-01,1,0,1,0,1
COROICO,rabia,no de personas con esquema reducido completo,2017-06-01,1,0,1,0,1
COTOCA,rabia,no de personas con esquema reducido completo,2017-06-01,7,4,7,4,11
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2017-06-01,7,0,7,0,7
EL ALTO,rabia,no de personas con esquema reducido completo,2017-06-01,58,45,58,45,103
EL TORNO,rabia,no de personas con esquema reducido completo,2017-06-01,22,9,22,9,31
ENTRE RIOS TRJ,rabia,no de personas con esquema reducido completo,2017-06-01,0,1,0,1,1
ENTRE RIOS CBBA,rabia,no de personas con esquema reducido completo,2017-06-01,0,2,0,2,2
ESCOMA,rabia,no de personas con esquema reducido completo,2017-06-01,0,1,0,1,1
FERNANDEZ ALONSO,rabia,no de personas con esquema reducido completo,2017-06-01,1,1,1,1,2
GUANAY,rabia,no de personas con esquema reducido completo,2017-06-01,1,0,1,0,1
HUANUNI,rabia,no de personas con esquema reducido completo,2017-06-01,3,6,3,6,9
IXIAMAS,rabia,no de personas con esquema reducido completo,2017-06-01,0,2,0,2,2
LA GUARDIA,rabia,no de personas con esquema reducido completo,2017-06-01,10,14,10,14,24
LA PAZ,rabia,no de personas con esquema reducido completo,2017-06-01,67,55,67,55,122
LAJA,rabia,no de personas con esquema reducido completo,2017-06-01,0,2,0,2,2
MINEROS,rabia,no de personas con esquema reducido completo,2017-06-01,2,0,2,0,2
MIZQUE,rabia,no de personas con esquema reducido completo,2017-06-01,1,0,1,0,1
MONTERO,rabia,no de personas con esquema reducido completo,2017-06-01,9,3,9,3,12
MORO MORO,rabia,no de personas con esquema reducido completo,2017-06-01,1,0,1,0,1
OKINAWA,rabia,no de personas con esquema reducido completo,2017-06-01,1,1,1,1,2
ORURO,rabia,no de personas con esquema reducido completo,2017-06-01,31,29,31,29,60
PAILON,rabia,no de personas con esquema reducido completo,2017-06-01,1,1,1,1,2
PALOS BLANCOS,rabia,no de personas con esquema reducido completo,2017-06-01,1,3,1,3,4
PORTACHUELO,rabia,no de personas con esquema reducido completo,2017-06-01,21,17,21,17,38
PUCARANI,rabia,no de personas con esquema reducido completo,2017-06-01,1,1,1,1,2
PUERTO PEREZ,rabia,no de personas con esquema reducido completo,2017-06-01,0,1,0,1,1
PUNATA,rabia,no de personas con esquema reducido completo,2017-06-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2017-06-01,6,2,6,2,8
ROBORE,rabia,no de personas con esquema reducido completo,2017-06-01,1,0,1,0,1
SACABA,rabia,no de personas con esquema reducido completo,2017-06-01,3,4,3,4,7
SAIPINA,rabia,no de personas con esquema reducido completo,2017-06-01,3,1,3,1,4
SAN ANDRES,rabia,no de personas con esquema reducido completo,2017-06-01,0,1,0,1,1
SAN BORJA,rabia,no de personas con esquema reducido completo,2017-06-01,1,0,1,0,1
SAN CARLOS,rabia,no de personas con esquema reducido completo,2017-06-01,0,2,0,2,2
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2017-06-01,3,1,3,1,4
SAN JOSE DE CHIQUITOS,rabia,no de personas con esquema reducido completo,2017-06-01,1,1,1,1,2
SAN JUAN DE YAPACANI,rabia,no de personas con esquema reducido completo,2017-06-01,3,2,3,2,5
SAN JULIAN,rabia,no de personas con esquema reducido completo,2017-06-01,1,0,1,0,1
SAN PEDRO,rabia,no de personas con esquema reducido completo,2017-06-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2017-06-01,116,109,116,109,225
SICA SICA (VILLA AROMA),rabia,no de personas con esquema reducido completo,2017-06-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2017-06-01,3,2,3,2,5
SUCRE,rabia,no de personas con esquema reducido completo,2017-06-01,53,46,53,46,99
TIPUANI,rabia,no de personas con esquema reducido completo,2017-06-01,0,2,0,2,2
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2017-06-01,2,2,2,2,4
TOLATA,rabia,no de personas con esquema reducido completo,2017-06-01,1,0,1,0,1
TRIGAL,rabia,no de personas con esquema reducido completo,2017-06-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con esquema reducido completo,2017-06-01,3,7,3,7,10
UNCIA,rabia,no de personas con esquema reducido completo,2017-06-01,1,0,1,0,1
UYUNI,rabia,no de personas con esquema reducido completo,2017-06-01,1,0,1,0,1
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2017-06-01,2,3,2,3,5
VIACHA,rabia,no de personas con esquema reducido completo,2017-06-01,1,5,1,5,6
VILLA TUNARI,rabia,no de personas con esquema reducido completo,2017-06-01,1,0,1,0,1
VILLAZON,rabia,no de personas con esquema reducido completo,2017-06-01,3,2,3,2,5
WARNES,rabia,no de personas con esquema reducido completo,2017-06-01,2,5,2,5,7
YANACACHI,rabia,no de personas con esquema reducido completo,2017-06-01,0,1,0,1,1
ACHACACHI,rabia,no de personas con esquema reducido completo,2017-07-01,3,3,3,3,6
AIQUILE,rabia,no de personas con esquema reducido completo,2017-07-01,0,1,0,1,1
BATALLAS,rabia,no de personas con esquema reducido completo,2017-07-01,1,0,1,0,1
BERMEJO,rabia,no de personas con esquema reducido completo,2017-07-01,1,0,1,0,1
BUENA VISTA,rabia,no de personas con esquema reducido completo,2017-07-01,1,0,1,0,1
CABEZAS,rabia,no de personas con esquema reducido completo,2017-07-01,1,0,1,0,1
CARANAVI,rabia,no de personas con esquema reducido completo,2017-07-01,5,2,5,2,7
CHALLAPATA,rabia,no de personas con esquema reducido completo,2017-07-01,7,4,7,4,11
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con esquema reducido completo,2017-07-01,2,0,2,0,2
CLIZA,rabia,no de personas con esquema reducido completo,2017-07-01,0,2,0,2,2
COCHABAMBA,rabia,no de personas con esquema reducido completo,2017-07-01,26,16,26,16,42
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2017-07-01,2,0,2,0,2
COLLANA,rabia,no de personas con esquema reducido completo,2017-07-01,1,0,1,0,1
COROICO,rabia,no de personas con esquema reducido completo,2017-07-01,1,0,1,0,1
COTOCA,rabia,no de personas con esquema reducido completo,2017-07-01,1,0,1,0,1
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2017-07-01,1,0,1,0,1
EL ALTO,rabia,no de personas con esquema reducido completo,2017-07-01,29,27,29,27,56
EL TORNO,rabia,no de personas con esquema reducido completo,2017-07-01,14,9,14,9,23
ENTRE RIOS TRJ,rabia,no de personas con esquema reducido completo,2017-07-01,0,1,0,1,1
ENTRE RIOS CBBA,rabia,no de personas con esquema reducido completo,2017-07-01,1,0,1,0,1
FERNANDEZ ALONSO,rabia,no de personas con esquema reducido completo,2017-07-01,0,1,0,1,1
GUANAY,rabia,no de personas con esquema reducido completo,2017-07-01,1,1,1,1,2
HUANUNI,rabia,no de personas con esquema reducido completo,2017-07-01,2,3,2,3,5
LA ASUNTA,rabia,no de personas con esquema reducido completo,2017-07-01,0,1,0,1,1
LA GUARDIA,rabia,no de personas con esquema reducido completo,2017-07-01,8,4,8,4,12
LA PAZ,rabia,no de personas con esquema reducido completo,2017-07-01,72,50,72,50,122
MINEROS,rabia,no de personas con esquema reducido completo,2017-07-01,1,1,1,1,2
MONTERO,rabia,no de personas con esquema reducido completo,2017-07-01,11,10,11,10,21
MORO MORO,rabia,no de personas con esquema reducido completo,2017-07-01,1,0,1,0,1
MOROCHATA,rabia,no de personas con esquema reducido completo,2017-07-01,0,1,0,1,1
ORURO,rabia,no de personas con esquema reducido completo,2017-07-01,49,30,49,30,79
PAILON,rabia,no de personas con esquema reducido completo,2017-07-01,4,2,4,2,6
PALOS BLANCOS,rabia,no de personas con esquema reducido completo,2017-07-01,0,1,0,1,1
POROMA,rabia,no de personas con esquema reducido completo,2017-07-01,1,0,1,0,1
PORTACHUELO,rabia,no de personas con esquema reducido completo,2017-07-01,8,9,8,9,17
PUCARANI,rabia,no de personas con esquema reducido completo,2017-07-01,4,0,4,0,4
PUERTO VILLARROEL,rabia,no de personas con esquema reducido completo,2017-07-01,1,2,1,2,3
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2017-07-01,1,4,1,4,5
SACABA,rabia,no de personas con esquema reducido completo,2017-07-01,4,6,4,6,10
SAIPINA,rabia,no de personas con esquema reducido completo,2017-07-01,3,0,3,0,3
SAN BENITO,rabia,no de personas con esquema reducido completo,2017-07-01,0,1,0,1,1
SAN BORJA,rabia,no de personas con esquema reducido completo,2017-07-01,1,0,1,0,1
SAN CARLOS,rabia,no de personas con esquema reducido completo,2017-07-01,4,1,4,1,5
SAN IGNACIO DE VELASCO,rabia,no de personas con esquema reducido completo,2017-07-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,rabia,no de personas con esquema reducido completo,2017-07-01,0,1,0,1,1
SAN JUAN DE YAPACANI,rabia,no de personas con esquema reducido completo,2017-07-01,1,0,1,0,1
SAN JULIAN,rabia,no de personas con esquema reducido completo,2017-07-01,1,3,1,3,4
SAN LORENZO(TJA),rabia,no de personas con esquema reducido completo,2017-07-01,1,0,1,0,1
SAN PEDRO,rabia,no de personas con esquema reducido completo,2017-07-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2017-07-01,99,105,99,105,204
SANTA ROSA DEL SARA,rabia,no de personas con esquema reducido completo,2017-07-01,2,1,2,1,3
SANTIVAÑES,rabia,no de personas con esquema reducido completo,2017-07-01,2,2,2,2,4
SUCRE,rabia,no de personas con esquema reducido completo,2017-07-01,34,28,34,28,62
TEOPONTE,rabia,no de personas con esquema reducido completo,2017-07-01,0,2,0,2,2
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2017-07-01,0,3,0,3,3
TRINIDAD,rabia,no de personas con esquema reducido completo,2017-07-01,6,6,6,6,12
UNCIA,rabia,no de personas con esquema reducido completo,2017-07-01,1,5,1,5,6
UYUNI,rabia,no de personas con esquema reducido completo,2017-07-01,2,0,2,0,2
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2017-07-01,1,3,1,3,4
VIACHA,rabia,no de personas con esquema reducido completo,2017-07-01,7,2,7,2,9
VILLAZON,rabia,no de personas con esquema reducido completo,2017-07-01,5,4,5,4,9
VINTO,rabia,no de personas con esquema reducido completo,2017-07-01,2,4,2,4,6
WARNES,rabia,no de personas con esquema reducido completo,2017-07-01,10,7,10,7,17
YAPACANI,rabia,no de personas con esquema reducido completo,2017-07-01,2,3,2,3,5
ACHACACHI,rabia,no de personas con esquema reducido completo,2017-08-01,4,0,4,0,4
ACHOCALLA,rabia,no de personas con esquema reducido completo,2017-08-01,1,0,1,0,1
AIQUILE,rabia,no de personas con esquema reducido completo,2017-08-01,0,1,0,1,1
ARANI,rabia,no de personas con esquema reducido completo,2017-08-01,1,0,1,0,1
BATALLAS,rabia,no de personas con esquema reducido completo,2017-08-01,0,1,0,1,1
BERMEJO,rabia,no de personas con esquema reducido completo,2017-08-01,0,1,0,1,1
CARACOLLO,rabia,no de personas con esquema reducido completo,2017-08-01,1,0,1,0,1
CARANAVI,rabia,no de personas con esquema reducido completo,2017-08-01,3,3,3,3,6
CHALLAPATA,rabia,no de personas con esquema reducido completo,2017-08-01,6,7,6,7,13
COCHABAMBA,rabia,no de personas con esquema reducido completo,2017-08-01,23,18,23,18,41
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2017-08-01,1,1,1,1,2
COMARAPA,rabia,no de personas con esquema reducido completo,2017-08-01,1,0,1,0,1
COPACABANA,rabia,no de personas con esquema reducido completo,2017-08-01,0,1,0,1,1
CORIPATA,rabia,no de personas con esquema reducido completo,2017-08-01,0,1,0,1,1
CORO CORO,rabia,no de personas con esquema reducido completo,2017-08-01,0,1,0,1,1
COTOCA,rabia,no de personas con esquema reducido completo,2017-08-01,1,3,1,3,4
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2017-08-01,4,2,4,2,6
EL ALTO,rabia,no de personas con esquema reducido completo,2017-08-01,17,15,17,15,32
EL TORNO,rabia,no de personas con esquema reducido completo,2017-08-01,12,10,12,10,22
ENTRE RIOS TRJ,rabia,no de personas con esquema reducido completo,2017-08-01,1,0,1,0,1
ENTRE RIOS CBBA,rabia,no de personas con esquema reducido completo,2017-08-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),rabia,no de personas con esquema reducido completo,2017-08-01,1,0,1,0,1
LA GUARDIA,rabia,no de personas con esquema reducido completo,2017-08-01,4,1,4,1,5
LA PAZ,rabia,no de personas con esquema reducido completo,2017-08-01,75,51,75,51,126
LLALLAGUA,rabia,no de personas con esquema reducido completo,2017-08-01,1,0,1,0,1
MAIRANA,rabia,no de personas con esquema reducido completo,2017-08-01,0,1,0,1,1
MAPIRI,rabia,no de personas con esquema reducido completo,2017-08-01,1,0,1,0,1
MINEROS,rabia,no de personas con esquema reducido completo,2017-08-01,0,1,0,1,1
MOCOMOCO,rabia,no de personas con esquema reducido completo,2017-08-01,1,0,1,0,1
MONTERO,rabia,no de personas con esquema reducido completo,2017-08-01,7,7,7,7,14
OKINAWA,rabia,no de personas con esquema reducido completo,2017-08-01,1,0,1,0,1
ORURO,rabia,no de personas con esquema reducido completo,2017-08-01,47,43,47,43,90
PORONGO,rabia,no de personas con esquema reducido completo,2017-08-01,1,0,1,0,1
PORTACHUELO,rabia,no de personas con esquema reducido completo,2017-08-01,2,8,2,8,10
POTOSI,rabia,no de personas con esquema reducido completo,2017-08-01,0,2,0,2,2
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2017-08-01,3,3,3,3,6
SACABA,rabia,no de personas con esquema reducido completo,2017-08-01,4,7,4,7,11
SAIPINA,rabia,no de personas con esquema reducido completo,2017-08-01,1,0,1,0,1
SAMAIPATA,rabia,no de personas con esquema reducido completo,2017-08-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,rabia,no de personas con esquema reducido completo,2017-08-01,0,1,0,1,1
SAN PEDRO DE TIQUINA,rabia,no de personas con esquema reducido completo,2017-08-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2017-08-01,42,39,42,39,81
SUCRE,rabia,no de personas con esquema reducido completo,2017-08-01,44,58,44,58,102
TEOPONTE,rabia,no de personas con esquema reducido completo,2017-08-01,1,0,1,0,1
TIPUANI,rabia,no de personas con esquema reducido completo,2017-08-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2017-08-01,7,6,7,6,13
TRINIDAD,rabia,no de personas con esquema reducido completo,2017-08-01,9,5,9,5,14
UNCIA,rabia,no de personas con esquema reducido completo,2017-08-01,0,1,0,1,1
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2017-08-01,0,2,0,2,2
VIACHA,rabia,no de personas con esquema reducido completo,2017-08-01,4,3,4,3,7
VILLA MONTES,rabia,no de personas con esquema reducido completo,2017-08-01,5,1,5,1,6
VILLAZON,rabia,no de personas con esquema reducido completo,2017-08-01,3,1,3,1,4
VINTO,rabia,no de personas con esquema reducido completo,2017-08-01,3,1,3,1,4
WARNES,rabia,no de personas con esquema reducido completo,2017-08-01,5,4,5,4,9
YANACACHI,rabia,no de personas con esquema reducido completo,2017-08-01,0,1,0,1,1
AUCAPATA,rabia,no de personas con esquema reducido completo,2017-09-01,0,1,0,1,1
BAURES,rabia,no de personas con esquema reducido completo,2017-09-01,1,0,1,0,1
CALAMARCA,rabia,no de personas con esquema reducido completo,2017-09-01,1,0,1,0,1
CARANAVI,rabia,no de personas con esquema reducido completo,2017-09-01,1,2,1,2,3
CHALLAPATA,rabia,no de personas con esquema reducido completo,2017-09-01,2,0,2,0,2
COCHABAMBA,rabia,no de personas con esquema reducido completo,2017-09-01,29,25,29,25,54
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2017-09-01,1,1,1,1,2
"COLCHA ""K""",rabia,no de personas con esquema reducido completo,2017-09-01,1,0,1,0,1
CONCEPCION,rabia,no de personas con esquema reducido completo,2017-09-01,0,1,0,1,1
COPACABANA,rabia,no de personas con esquema reducido completo,2017-09-01,0,1,0,1,1
CORIPATA,rabia,no de personas con esquema reducido completo,2017-09-01,1,0,1,0,1
COTOCA,rabia,no de personas con esquema reducido completo,2017-09-01,1,3,1,3,4
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2017-09-01,1,0,1,0,1
EL ALTO,rabia,no de personas con esquema reducido completo,2017-09-01,52,44,52,44,96
EL TORNO,rabia,no de personas con esquema reducido completo,2017-09-01,13,11,13,11,24
ENTRE RIOS TRJ,rabia,no de personas con esquema reducido completo,2017-09-01,0,1,0,1,1
ENTRE RIOS CBBA,rabia,no de personas con esquema reducido completo,2017-09-01,1,0,1,0,1
GENERAL SAAVEDRA,rabia,no de personas con esquema reducido completo,2017-09-01,2,0,2,0,2
GUANAY,rabia,no de personas con esquema reducido completo,2017-09-01,0,1,0,1,1
LA GUARDIA,rabia,no de personas con esquema reducido completo,2017-09-01,12,4,12,4,16
LA PAZ,rabia,no de personas con esquema reducido completo,2017-09-01,80,64,80,64,144
MAPIRI,rabia,no de personas con esquema reducido completo,2017-09-01,1,0,1,0,1
MINEROS,rabia,no de personas con esquema reducido completo,2017-09-01,2,0,2,0,2
MOCOMOCO,rabia,no de personas con esquema reducido completo,2017-09-01,0,1,0,1,1
MONTERO,rabia,no de personas con esquema reducido completo,2017-09-01,5,4,5,4,9
OCURI,rabia,no de personas con esquema reducido completo,2017-09-01,1,0,1,0,1
ORURO,rabia,no de personas con esquema reducido completo,2017-09-01,48,54,48,54,102
PAILON,rabia,no de personas con esquema reducido completo,2017-09-01,2,1,2,1,3
PALOS BLANCOS,rabia,no de personas con esquema reducido completo,2017-09-01,1,0,1,0,1
PAZÑA,rabia,no de personas con esquema reducido completo,2017-09-01,0,1,0,1,1
POOPO,rabia,no de personas con esquema reducido completo,2017-09-01,0,1,0,1,1
PORONGO,rabia,no de personas con esquema reducido completo,2017-09-01,3,7,3,7,10
PORTACHUELO,rabia,no de personas con esquema reducido completo,2017-09-01,3,2,3,2,5
PUCARA,rabia,no de personas con esquema reducido completo,2017-09-01,0,1,0,1,1
PUCARANI,rabia,no de personas con esquema reducido completo,2017-09-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2017-09-01,6,0,6,0,6
SACABA,rabia,no de personas con esquema reducido completo,2017-09-01,5,1,5,1,6
SAIPINA,rabia,no de personas con esquema reducido completo,2017-09-01,1,0,1,0,1
SAN ANDRES,rabia,no de personas con esquema reducido completo,2017-09-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,rabia,no de personas con esquema reducido completo,2017-09-01,1,0,1,0,1
SAN JUAN DE YAPACANI,rabia,no de personas con esquema reducido completo,2017-09-01,2,0,2,0,2
SAN JULIAN,rabia,no de personas con esquema reducido completo,2017-09-01,1,1,1,1,2
SAN PEDRO DE TIQUINA,rabia,no de personas con esquema reducido completo,2017-09-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2017-09-01,45,45,45,45,90
SANTIVAÑES,rabia,no de personas con esquema reducido completo,2017-09-01,0,1,0,1,1
SAPAHAQUI,rabia,no de personas con esquema reducido completo,2017-09-01,1,0,1,0,1
SHINAOTA,rabia,no de personas con esquema reducido completo,2017-09-01,0,1,0,1,1
SORACACHI,rabia,no de personas con esquema reducido completo,2017-09-01,1,2,1,2,3
SUCRE,rabia,no de personas con esquema reducido completo,2017-09-01,82,52,82,52,134
TACOPAYA,rabia,no de personas con esquema reducido completo,2017-09-01,0,1,0,1,1
TIPUANI,rabia,no de personas con esquema reducido completo,2017-09-01,1,1,1,1,2
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2017-09-01,2,0,2,0,2
TOTORA(CBBA),rabia,no de personas con esquema reducido completo,2017-09-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con esquema reducido completo,2017-09-01,9,12,9,12,21
UYUNI,rabia,no de personas con esquema reducido completo,2017-09-01,3,0,3,0,3
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2017-09-01,3,3,3,3,6
VIACHA,rabia,no de personas con esquema reducido completo,2017-09-01,4,1,4,1,5
VILLA TUNARI,rabia,no de personas con esquema reducido completo,2017-09-01,1,0,1,0,1
VILLAZON,rabia,no de personas con esquema reducido completo,2017-09-01,2,5,2,5,7
VINTO,rabia,no de personas con esquema reducido completo,2017-09-01,3,2,3,2,5
WARNES,rabia,no de personas con esquema reducido completo,2017-09-01,21,11,21,11,32
YAPACANI,rabia,no de personas con esquema reducido completo,2017-09-01,1,0,1,0,1
ACHACACHI,rabia,no de personas con esquema reducido completo,2017-10-01,3,2,3,2,5
ANTEQUERA,rabia,no de personas con esquema reducido completo,2017-10-01,1,0,1,0,1
APOLO,rabia,no de personas con esquema reducido completo,2017-10-01,1,0,1,0,1
BATALLAS,rabia,no de personas con esquema reducido completo,2017-10-01,1,0,1,0,1
CABEZAS,rabia,no de personas con esquema reducido completo,2017-10-01,2,1,2,1,3
"CAIZA ""D""",rabia,no de personas con esquema reducido completo,2017-10-01,1,0,1,0,1
CAPINOTA,rabia,no de personas con esquema reducido completo,2017-10-01,3,2,3,2,5
CARACOLLO,rabia,no de personas con esquema reducido completo,2017-10-01,0,1,0,1,1
CARANAVI,rabia,no de personas con esquema reducido completo,2017-10-01,3,1,3,1,4
CHALLAPATA,rabia,no de personas con esquema reducido completo,2017-10-01,1,3,1,3,4
CHAQUI,rabia,no de personas con esquema reducido completo,2017-10-01,1,1,1,1,2
CHIMORE,rabia,no de personas con esquema reducido completo,2017-10-01,0,1,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,rabia,no de personas con esquema reducido completo,2017-10-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con esquema reducido completo,2017-10-01,43,24,43,24,67
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2017-10-01,3,3,3,3,6
"COLCHA ""K""",rabia,no de personas con esquema reducido completo,2017-10-01,1,2,1,2,3
COPACABANA,rabia,no de personas con esquema reducido completo,2017-10-01,0,1,0,1,1
COTOCA,rabia,no de personas con esquema reducido completo,2017-10-01,4,5,4,5,9
EL ALTO,rabia,no de personas con esquema reducido completo,2017-10-01,57,54,57,54,111
EL TORNO,rabia,no de personas con esquema reducido completo,2017-10-01,5,4,5,4,9
ENTRE RIOS TRJ,rabia,no de personas con esquema reducido completo,2017-10-01,1,1,1,1,2
ENTRE RIOS CBBA,rabia,no de personas con esquema reducido completo,2017-10-01,0,1,0,1,1
FERNANDEZ ALONSO,rabia,no de personas con esquema reducido completo,2017-10-01,0,1,0,1,1
GENERAL SAAVEDRA,rabia,no de personas con esquema reducido completo,2017-10-01,2,0,2,0,2
GUANAY,rabia,no de personas con esquema reducido completo,2017-10-01,2,0,2,0,2
HUANUNI,rabia,no de personas con esquema reducido completo,2017-10-01,1,1,1,1,2
LA GUARDIA,rabia,no de personas con esquema reducido completo,2017-10-01,12,11,12,11,23
LA PAZ,rabia,no de personas con esquema reducido completo,2017-10-01,85,57,85,57,142
LAJA,rabia,no de personas con esquema reducido completo,2017-10-01,1,2,1,2,3
MAIRANA,rabia,no de personas con esquema reducido completo,2017-10-01,1,0,1,0,1
MAPIRI,rabia,no de personas con esquema reducido completo,2017-10-01,0,1,0,1,1
MONTERO,rabia,no de personas con esquema reducido completo,2017-10-01,11,4,11,4,15
MORO MORO,rabia,no de personas con esquema reducido completo,2017-10-01,1,0,1,0,1
ORURO,rabia,no de personas con esquema reducido completo,2017-10-01,34,32,34,32,66
PAILON,rabia,no de personas con esquema reducido completo,2017-10-01,1,3,1,3,4
PALOS BLANCOS,rabia,no de personas con esquema reducido completo,2017-10-01,2,0,2,0,2
PORONGO,rabia,no de personas con esquema reducido completo,2017-10-01,1,0,1,0,1
PORTACHUELO,rabia,no de personas con esquema reducido completo,2017-10-01,2,2,2,2,4
POTOSI,rabia,no de personas con esquema reducido completo,2017-10-01,13,20,13,20,33
PUERTO CARABUCO,rabia,no de personas con esquema reducido completo,2017-10-01,1,0,1,0,1
PUERTO VILLARROEL,rabia,no de personas con esquema reducido completo,2017-10-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2017-10-01,4,2,4,2,6
QUIRUSILLAS,rabia,no de personas con esquema reducido completo,2017-10-01,0,1,0,1,1
SACABA,rabia,no de personas con esquema reducido completo,2017-10-01,4,3,4,3,7
SAN BORJA,rabia,no de personas con esquema reducido completo,2017-10-01,1,2,1,2,3
SAN CARLOS,rabia,no de personas con esquema reducido completo,2017-10-01,1,0,1,0,1
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2017-10-01,2,1,2,1,3
SAN JUAN DE YAPACANI,rabia,no de personas con esquema reducido completo,2017-10-01,1,0,1,0,1
SAN JULIAN,rabia,no de personas con esquema reducido completo,2017-10-01,1,0,1,0,1
SAN PEDRO,rabia,no de personas con esquema reducido completo,2017-10-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2017-10-01,141,144,141,144,285
SHINAOTA,rabia,no de personas con esquema reducido completo,2017-10-01,2,0,2,0,2
SUCRE,rabia,no de personas con esquema reducido completo,2017-10-01,84,66,84,66,150
TEOPONTE,rabia,no de personas con esquema reducido completo,2017-10-01,0,2,0,2,2
TIPUANI,rabia,no de personas con esquema reducido completo,2017-10-01,2,0,2,0,2
