municipality,group,variable,month,Nº de actividades de educación en Salud Oral,TOTAL
VIACHA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-04-01,10,10
VILLA MONTES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-04-01,93,93
VILLA NUEVA (LOMA ALTA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-04-01,79,79
VILLA RIVERO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-04-01,2,2
VILLA SERRANO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-04-01,7,7
VILLA TUNARI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-04-01,170,170
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-04-01,7,7
VILLAZON,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-04-01,51,51
VINTO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-04-01,50,50
WARNES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-04-01,80,80
YACO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-04-01,8,8
YACUIBA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-04-01,659,659
YAMPARAEZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-04-01,6,6
YANACACHI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-04-01,6,6
YAPACANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-04-01,12,12
YOCALLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-04-01,5,5
YOTALA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-04-01,35,35
YUNCHARA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-04-01,30,30
ZUDAÑEZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-04-01,7,7
ACACIO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,1,1
ACHACACHI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,24,24
ACHOCALLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,35,35
ALALAY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,124,124
ALCALA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,8,8
ALTO BENI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,53,53
ANCORAIMES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,38,38
ANDAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,18,18
APOLO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,14,14
ARANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,10,10
ARQUE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,9,9
ATOCHA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,7,7
AYATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,10,10
AYO AYO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,68,68
AZURDUY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,11,11
BELEN DE ANDAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,27,27
BELEN DE URMIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,1,1
BERMEJO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,35,35
BETANZOS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,12,12
BOLIVAR,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,8,8
BOLPEBRA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,4,4
BOYUIBE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,1,1
BUENA VISTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,506,506
CABEZAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,4,4
CAIROMA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,81,81
"CAIZA ""D""",atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,179,179
CAJUATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,21,21
CALACOTO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,2,2
CALAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,25,25
CAMARGO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,29,29
CAMATAQUI (C. VILLA ABECIA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,5,5
CAMIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,129,129
CAPINOTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,1,1
CAQUIAVIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,6,6
CARACOLLO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,29,29
CARANAVI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,80,80
CARAPARI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,13,13
CARIPUYO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,10,10
CARMEN RIVERO TORREZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,1,1
CATACORA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,2,2
CHALLAPATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,12,12
CHARAGUA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,18,18
CHARAÑA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,6,6
CHAYANTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,15,15
CHIMORE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,10,10
CHIPAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,10,10
CHUMA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,11,11
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,6,6
CKOCHAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,1,1
CLIZA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,22,22
COBIJA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,101,101
COCAPATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,13,13
COCHABAMBA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,2814,2814
COIPASA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,2,2
COLCAPIRHUA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,1486,1486
"COLCHA ""K""",atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,1,1
COLLANA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,8,8
COLOMI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,17,17
COLPA BELGICA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,7,7
COLQUECHACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,2,2
COLQUIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,99,99
COMANCHE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,15,15
COMARAPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,81,81
COMBAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,19,19
COPACABANA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,8,8
CORIPATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,49,49
CORO CORO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,15,15
COROICO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,3,3
CORQUE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,4,4
COTAGAITA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,30,30
CUATRO CAÑADAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,9,9
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,2,2
CUEVO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,6,6
CULPINA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,2,2
DESAGUADERO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,2,2
EL ALTO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,1106,1106
EL CHORO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,6,6
EL PUENTE(TJA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,144,144
EL TORNO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,14,14
EL VILLAR,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,4,4
ENTRE RIOS TRJ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,15,15
ENTRE RIOS CBBA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,4,4
ESCOMA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,8,8
EUCALIPTUS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,10,10
FERNANDEZ ALONSO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,14,14
FILADELFIA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,3,3
GENERAL SAAVEDRA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,56,56
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,146,146
GUANAY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,38,38
GUAQUI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,10,10
GUAYARAMERIN,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,2,2
GUTIERREZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,428,428
HUACARETA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,11,11
HUARINA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,6,6
HUAYLLAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,11,11
ICLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,10,10
INCAHUASI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,2,2
INQUISIVI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,13,13
IRUPANA (VILLA DE LANZA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,1,1
IXIAMAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,141,141
JESUS DE MACHACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,315,315
LA GUARDIA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,32,32
LA PAZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,1445,1445
LAGUNILLAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,29,29
LAJA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,18,18
LAS CARRERAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,2,2
LICOMA PAMPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,11,11
LLALLAGUA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,10,10
LLICA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,1,1
LURIBAY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,158,158
MACHARETI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,36,36
MAGDALENA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,23,23
MAIRANA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,29,29
MALLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,2,2
MAPIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,6,6
MECAPACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,81,81
MINEROS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,14,14
MIZQUE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,445,445
MOCOMOCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,150,150
MOJINETE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,1,1
MOJOCOYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,5,5
MONTEAGUDO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,3,3
MONTERO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,874,874
MOROCHATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,13,13
OKINAWA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,3,3
ORURO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,30,30
PADCAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,5,5
PADILLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,22,22
PAILON,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,4,4
PALCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,5,5
PALOS BLANCOS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,42,42
PAMPA AULLAGAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,1,1
PAMPA GRANDE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,8,8
PAPEL PAMPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,14,14
PATACAMAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,136,136
PAZÑA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,33,33
PELECHUCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,5,5
POCOATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,11,11
POCONA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,68,68
POOPO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,38,38
PORCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,8,8
POROMA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,64,64
PORONGO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,4,4
PORTACHUELO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,95,95
PORVENIR,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,7,7
POSTRER VALLE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,3,3
POTOSI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,143,143
PRESTO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,4,4
PUCARA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,10,10
PUCARANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,43,43
PUERTO ACOSTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,48,48
PUERTO CARABUCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,40,40
PUERTO GONZALO MORENO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,313,313
PUERTO PEREZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,11,11
PUERTO RICO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,1,1
PUERTO VILLARROEL,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,39,39
PUNA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,12,12
PUNATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,1083,1083
QUILLACOLLO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,675,675
QUIME,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,21,21
QUIRUSILLAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,3,3
RAVELO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,3,3
REYES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,262,262
RIBERALTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,333,333
ROBORE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,3,3
RURRENABAQUE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,2,2
SACABA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,436,436
SACACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,12,12
SAIPINA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,7,7
SALINAS DE GARCI MENDOZA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,19,19
SAMAIPATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,71,71
SAN ANDRES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,3,3
SAN ANDRES DE MACHACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,45,45
SAN ANTONIO DE LOMERIO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,2,2
SAN BENITO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,669,669
SAN BORJA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,31,31
SAN BUENA VENTURA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,19,19
SAN CARLOS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,59,59
SAN IGNACIO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,25,25
SAN IGNACIO DE VELASCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,240,240
SAN JAVIER(BNI),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,2,2
SAN JAVIER(STC),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,15,15
SAN JOAQUIN,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,80,80
SAN JOSE DE CHIQUITOS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,11,11
SAN JUAN DE YAPACANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,36,36
SAN JULIAN,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,2,2
SAN LORENZO(PND),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,3,3
SAN LORENZO(TJA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,19,19
SAN LUCAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,8,8
SAN MATIAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,7,7
SAN MIGUEL DE VELASCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,102,102
SAN PEDRO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,20,20
SAN PEDRO DE BUENA VISTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,27,27
SAN PEDRO DE TIQUINA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,7,7
SAN RAMON SCZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,127,127
SANTA ANA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,158,158
SANTA CRUZ DE LA SIERRA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,672,672
SANTA ROSA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,33,33
SANTA ROSA DEL SARA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,3,3
SANTIAGO DE CALLAPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,17,17
SANTIAGO DE HUARI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,13,13
SANTIAGO DE HUATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,16,16
SANTIAGO DE MACHACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,1,1
SANTIVAÑES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,4,4
SANTUARIO DE QUILLACAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,5,5
SAPAHAQUI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,7,7
SENA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,20,20
SHINAOTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,2,2
SICA SICA (VILLA AROMA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,31,31
SICAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,3,3
SIPE SIPE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,57,57
SOPACHUY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,7,7
SORACACHI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,10,10
SORATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,64,64
SUCRE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,1144,1144
TACACOMA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,4,4
TACOPAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,22,22
TAHUA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,2,2
TAPACARI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,95,95
TARABUCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,52,52
TARACO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,50,50
TARATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,2,2
TARIJA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,556,556
TARVITA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,15,15
TIAWANACU,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,6,6
TINGUIPAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,7,7
TIQUIPAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,250,250
TIRAQUE (CBBA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,7,7
TOLEDO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,2,2
TOMAVE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,48,48
TOMINA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,154,154
TORO TORO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,4,4
TOTORA(CBBA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,261,261
TOTORA(ORR),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,1,1
TRIGAL,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,5,5
TRINIDAD,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,193,193
TUPIZA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,125,125
TURCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,9,9
UNCIA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,5,5
URIONDO (A. CONCEPCION),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,103,103
UYUNI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,4,4
VACAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,65,65
VALLEGRANDE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,334,334
VIACHA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,12,12
VILLA MONTES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,106,106
VILLA NUEVA (LOMA ALTA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,194,194
VILLA RIVERO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,2,2
VILLA SERRANO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,17,17
VILLA TUNARI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,171,171
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,5,5
VILLAZON,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,58,58
VINTO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,5,5
VITICHI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,4,4
WARNES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,41,41
YACO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,4,4
YACUIBA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,558,558
YAMPARAEZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,5,5
YANACACHI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,12,12
YAPACANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,415,415
YOCALLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,3,3
YOTALA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,2,2
YUNCHARA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,33,33
ZUDAÑEZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-05-01,9,9
ACACIO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,2,2
ACHACACHI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,21,21
ACHOCALLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,35,35
AIQUILE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,150,150
ALALAY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,19,19
ALCALA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,3,3
