,group,variable,month,TOTAL 1712 NEUMOCÓCICA 3RA. DOSIS CANTIDAD,TOTAL 1712 NEUMOCÓCICA 3RA. DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,1,1,1,1,2
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,2,1,2,1,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,0,1,0,1,1
SAN BENITO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,1,0,1,0,1
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,1,2,1,2,3
SAN CARLOS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,18,1,18,1,19
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,10,6,10,6,16
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,0,1,0,1,1
SAN JAVIER(STC),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,10,0,10,0,10
SAN JOAQUIN,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,6,0,6,0,6
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,9,3,9,3,12
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,23,0,23,0,23
SAN JULIAN,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,27,18,27,18,45
SAN LORENZO(PND),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,0,1,0,1,1
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,3,0,3,0,3
SAN LUCAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,14,19,14,19,33
SAN MATIAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,35,6,35,6,41
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,15,7,15,7,22
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,0,1,0,1,1
SAN PEDRO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,26,1,26,1,27
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,1,1,1,1,2
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,5,4,5,4,9
SAN RAMON BENI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,1,5,1,5,6
SAN RAMON SCZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,10,0,10,0,10
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,1033,25,1033,25,1058
SANTA ROSA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,1,0,1,0,1
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,11,8,11,8,19
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,1,0,1,0,1
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,3,0,3,0,3
SANTIVAÑES,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,3,0,3,0,3
SENA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,5,9,5,9,14
SHINAOTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,13,2,13,2,15
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,8,3,8,3,11
SIPE SIPE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,6,0,6,0,6
SOPACHUY,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,1,2,1,2,3
SORATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,5,4,5,4,9
SUCRE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,347,11,347,11,358
TACACHI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,1,1,1,1,2
TACACOMA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,2,4,2,4,6
TACOBAMBA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,1,0,1,0,1
TACOPAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,2,0,2,0,2
TAPACARI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,29,15,29,15,44
TARABUCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,8,9,8,9,17
TARACO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,4,0,4,0,4
TARATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,8,2,8,2,10
TARIJA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,37,2,37,2,39
TARVITA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,4,4,4,4,8
TEOPONTE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,3,0,3,0,3
TIAWANACU,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,5,3,5,3,8
TINGUIPAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,4,0,4,0,4
TIPUANI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,4,0,4,0,4
TIQUIPAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,2,0,2,0,2
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,10,3,10,3,13
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,1,2,1,2,3
TOCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,1,0,1,0,1
TOLATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,1,0,1,0,1
TOMAVE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,4,0,4,0,4
TOMINA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,4,7,4,7,11
TORO TORO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,6,8,6,8,14
TOTORA(CBBA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,1,1,1,1,2
TRIGAL,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,1,1,1,1,2
TRINIDAD,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,33,14,33,14,47
TUPIZA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,13,1,13,1,14
TURCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,0,1,0,1,1
UMALA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,1,0,1,0,1
UNCIA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,1,0,1,0,1
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,6,0,6,0,6
URUBICHA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,0,6,0,6,6
UYUNI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,14,1,14,1,15
VACAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,2,3,2,3,5
VALLEGRANDE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,4,0,4,0,4
VIACHA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,4,2,4,2,6
VILLA CHARCAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,12,9,12,9,21
VILLA MONTES,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,5,3,5,3,8
VILLA SERRANO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,26,5,26,5,31
VILLA TUNARI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,44,2,44,2,46
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,5,3,5,3,8
VILLAZON,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,98,6,98,6,104
VITICHI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,7,0,7,0,7
WARNES,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,122,14,122,14,136
YACO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,2,3,2,3,5
YACUIBA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,14,0,14,0,14
YAMPARAEZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,6,3,6,3,9
YANACACHI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,9,1,9,1,10
YAPACANI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,53,10,53,10,63
YOCALLA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,0,4,0,4,4
YOTALA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,2,9,2,9,11
YUNCHARA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,0,1,0,1,1
ZUDAÑEZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-05-01,4,1,4,1,5
ACACIO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,3,10,3,10,13
ACHACACHI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,29,6,29,6,35
ACHOCALLA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,3,3,3,3,6
AIQUILE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,25,20,25,20,45
ALALAY,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,3,9,3,9,12
ALCALA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,2,4,2,4,6
ALTO BENI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,3,0,3,0,3
ANCORAIMES,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,18,4,18,4,22
ANDAMARCA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,4,4,4,4,8
ANTEQUERA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,6,0,6,0,6
ANZALDO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,8,3,8,3,11
APOLO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,5,2,5,2,7
ARAMPAMPA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,1,6,1,6,7
ARANI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,13,2,13,2,15
ARBIETO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,14,10,14,10,24
ARQUE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,3,2,3,2,5
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,65,1,65,1,66
ATOCHA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,5,0,5,0,5
AUCAPATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,1,1,1,1,2
AYATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,2,2,2,2,4
AYO AYO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,4,0,4,0,4
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,21,22,21,22,43
AZURDUY,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,20,15,20,15,35
BATALLAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,24,2,24,2,26
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,2,0,2,0,2
BELLA FLOR,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,0,6,0,6,6
BERMEJO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,71,29,71,29,100
BETANZOS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,44,29,44,29,73
BOLIVAR,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,4,6,4,6,10
BOLPEBRA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,3,0,3,0,3
BOYUIBE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,13,4,13,4,17
BUENA VISTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,38,4,38,4,42
CABEZAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,33,5,33,5,38
CAIROMA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,3,5,3,5,8
"CAIZA ""D""",vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,11,4,11,4,15
CAJUATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,12,3,12,3,15
CALACOTO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,2,0,2,0,2
CALAMARCA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,3,5,3,5,8
CAMARGO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,44,6,44,6,50
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,7,1,7,1,8
CAMIRI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,47,1,47,1,48
CAPINOTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,61,2,61,2,63
CAQUIAVIRI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,5,7,5,7,12
CARACOLLO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,11,4,11,4,15
CARANAVI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,63,9,63,9,72
CARAPARI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,18,10,18,10,28
CARIPUYO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,4,15,4,15,19
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,7,0,7,0,7
CHALLAPATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,23,14,23,14,37
CHAQUI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,11,4,11,4,15
CHARAGUA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,2,8,2,8,10
CHAYANTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,0,1,0,1,1
CHIMORE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,45,2,45,2,47
CHIPAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,2,0,2,0,2
CHOQUE COTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,4,0,4,0,4
CHUA COCANI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,3,1,3,1,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,34,7,34,7,41
CHUMA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,4,10,4,10,14
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,5,3,5,3,8
CKOCHAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,17,16,17,16,33
CLIZA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,10,5,10,5,15
COBIJA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,72,3,72,3,75
COCAPATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,13,29,13,29,42
COCHABAMBA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,1774,13,1774,13,1787
COIPASA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,0,2,0,2,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,120,0,120,0,120
"COLCHA ""K""",vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,13,1,13,1,14
COLLANA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,1,1,1,1,2
COLOMI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,41,3,41,3,44
COLPA BELGICA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,10,1,10,1,11
COLQUECHACA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,11,21,11,21,32
COLQUENCHA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,6,1,6,1,7
COLQUIRI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,1,3,1,3,4
COMARAPA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,34,11,34,11,45
COMBAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,0,6,0,6,6
CONCEPCION,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,61,6,61,6,67
COPACABANA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,9,13,9,13,22
CORIPATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,22,0,22,0,22
CORO CORO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,4,0,4,0,4
COROICO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,16,0,16,0,16
CORQUE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,1,0,1,0,1
COTAGAITA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,57,21,57,21,78
COTOCA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,75,1,75,1,76
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,29,3,29,3,32
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,1,0,1,0,1
CUEVO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,5,6,5,6,11
CULPINA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,9,5,9,5,14
CURVA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,1,0,1,0,1
DESAGUADERO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,5,1,5,1,6
EL ALTO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,925,125,925,125,1050
EL CHORO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,0,5,0,5,5
EL PUENTE(STC),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,11,2,11,2,13
EL PUENTE(TJA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,9,7,9,7,16
EL TORNO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,156,1,156,1,157
EL VILLAR,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,7,3,7,3,10
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,20,20,20,20,40
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,111,3,111,3,114
EUCALIPTUS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,4,0,4,0,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,19,0,19,0,19
FILADELFIA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,5,2,5,2,7
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,14,0,14,0,14
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,8,6,8,6,14
GUANAY,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,22,3,22,3,25
GUAQUI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,5,3,5,3,8
GUAYARAMERIN,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,4,0,4,0,4
GUTIERREZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,11,6,11,6,17
HUACARETA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,19,7,19,7,26
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,1,0,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,36,0,36,0,36
HUARACAJE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,2,0,2,0,2
HUARINA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,5,2,5,2,7
HUATAJATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,4,0,4,0,4
HUAYLLAMARCA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,2,1,2,1,3
HUMANATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,6,2,6,2,8
ICLA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,5,7,5,7,12
INCAHUASI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,16,14,16,14,30
INQUISIVI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,6,13,6,13,19
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,5,8,5,8,13
IXIAMAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,5,1,5,1,6
JESUS DE MACHACA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,4,0,4,0,4
LA ASUNTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,40,9,40,9,49
LA GUARDIA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,96,1,96,1,97
LA PAZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,997,16,997,16,1013
LAGUNILLAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,2,11,2,11,13
LAJA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,16,3,16,3,19
LAS CARRERAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,8,1,8,1,9
LICOMA PAMPA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,2,0,2,0,2
LLALLAGUA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,28,22,28,22,50
LLICA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,5,0,5,0,5
LORETO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,0,1,0,1,1
LURIBAY,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,10,3,10,3,13
MACHACAMARCA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,6,0,6,0,6
MACHARETI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,4,4,4,4,8
MAGDALENA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,11,0,11,0,11
MAIRANA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,1,0,1,0,1
MALLA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,0,2,0,2,2
MAPIRI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,2,0,2,0,2
MECAPACA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,2,0,2,0,2
MINEROS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,52,1,52,1,53
MIZQUE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,32,9,32,9,41
MOCOMOCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,6,6,6,6,12
MOJINETE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,1,0,1,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,11,10,11,10,21
MONTEAGUDO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,34,9,34,9,43
MONTERO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,169,0,169,0,169
MORO MORO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,4,1,4,1,5
MOROCHATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,9,4,9,4,13
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,1,2,1,2,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,0,1,0,1,1
OCURI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,13,20,13,20,33
OKINAWA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,28,6,28,6,34
OMEREQUE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,10,10,10,10,20
ORURO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,401,0,401,0,401
PADCAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,24,5,24,5,29
PADILLA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,31,8,31,8,39
PAILON,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,38,13,38,13,51
PALCA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,6,0,6,0,6
