,group,variable,month,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,TOTALES,TOTALES,TOTALES
ENTRE RIOS CBBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-08-01,0,0,0,8,0,8,8
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-08-01,3,21,0,8,3,29,32
MINEROS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-08-01,1,0,0,0,1,0,1
MONTERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-08-01,2,6,0,0,2,6,8
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-08-01,2,0,2,0,4,0,4
POTOSI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-08-01,0,1,0,0,0,1,1
RURRENABAQUE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-08-01,0,1,0,0,0,1,1
SAN JULIAN,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-08-01,3,3,0,0,3,3,6
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-08-01,2,3,0,0,2,3,5
SENA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-08-01,0,3,0,0,0,3,3
TAHUA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-08-01,1,1,0,0,1,1,2
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-08-01,2,0,0,0,2,0,2
TRINIDAD,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-08-01,9,13,4,4,13,17,30
UYUNI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-08-01,0,1,0,0,0,1,1
YUNCHARA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-08-01,0,4,0,0,0,4,4
CAMIRI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-09-01,2,1,0,0,2,1,3
CHUA COCANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-09-01,3,9,0,0,3,9,12
COBIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-09-01,1,0,0,0,1,0,1
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-09-01,4,1,0,0,4,1,5
"COLCHA ""K""",otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-09-01,0,0,18,5,18,5,23
COLQUENCHA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-09-01,1,1,0,0,1,1,2
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-09-01,0,0,2,0,2,0,2
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-09-01,1,7,0,0,1,7,8
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-09-01,12,15,2,5,14,20,34
MINEROS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-09-01,1,1,0,0,1,1,2
MONTERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-09-01,1,3,0,0,1,3,4
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-09-01,0,0,3,1,3,1,4
POTOSI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-09-01,0,1,0,0,0,1,1
SAN BUENA VENTURA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-09-01,1,1,0,0,1,1,2
SAN IGNACIO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-09-01,0,0,1,2,1,2,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-09-01,2,4,0,0,2,4,6
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-09-01,0,2,1,2,1,4,5
TRINIDAD,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-09-01,0,2,1,0,1,2,3
TUPIZA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-09-01,0,1,0,1,0,2,2
UYUNI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-09-01,1,1,0,0,1,1,2
COBIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-10-01,0,0,4,0,4,0,4
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-10-01,5,12,2,5,7,17,24
LA ASUNTA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-10-01,0,0,12,7,12,7,19
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-10-01,4,3,0,0,4,3,7
MONTERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-10-01,1,0,0,0,1,0,1
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-10-01,2,1,0,0,2,1,3
SAMAIPATA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-10-01,0,0,0,7,0,7,7
SAN ANDRES,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-10-01,0,0,7,10,7,10,17
SAN IGNACIO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-10-01,0,0,0,2,0,2,2
SAN PEDRO DE TIQUINA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-10-01,0,1,0,0,0,1,1
SENA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-10-01,0,1,0,0,0,1,1
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-10-01,0,2,0,0,0,2,2
TRINIDAD,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-10-01,13,6,0,0,13,6,19
TUPIZA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-10-01,0,0,0,2,0,2,2
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-10-01,0,3,0,0,0,3,3
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-11-01,2,0,0,0,2,0,2
BOLIVAR,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-11-01,1,0,0,0,1,0,1
"COLCHA ""K""",otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-11-01,0,0,15,5,15,5,20
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-11-01,3,6,0,0,3,6,9
LA ASUNTA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-11-01,0,1,4,9,4,10,14
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-11-01,3,8,0,1,3,9,12
MONTERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-11-01,2,0,0,0,2,0,2
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-11-01,2,4,1,0,3,4,7
PAILON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-11-01,1,0,0,0,1,0,1
PALOS BLANCOS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-11-01,2,0,0,0,2,0,2
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-11-01,0,0,14,15,14,15,29
SAN BORJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-11-01,1,1,4,6,5,7,12
SANTA ANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-11-01,0,0,35,35,35,35,70
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-11-01,0,2,0,1,0,3,3
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-11-01,0,1,7,4,7,5,12
TRINIDAD,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-11-01,6,18,10,10,16,28,44
UYUNI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-11-01,1,5,0,0,1,5,6
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-11-01,1,1,0,0,1,1,2
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-12-01,0,0,4,0,4,0,4
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-12-01,9,8,0,0,9,8,17
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-12-01,0,0,3,1,3,1,4
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-12-01,1,20,0,0,1,20,21
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-12-01,5,5,0,15,5,20,25
MIZQUE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-12-01,0,1,0,0,0,1,1
MONTERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-12-01,0,1,0,0,0,1,1
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-12-01,11,6,0,0,11,6,17
PUCARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-12-01,0,0,0,5,0,5,5
RAVELO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-12-01,1,0,0,0,1,0,1
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-12-01,0,1,2,0,2,1,3
SAN LORENZO(PND),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-12-01,1,1,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-12-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-12-01,9,7,0,0,9,7,16
UYUNI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-12-01,0,2,0,1,0,3,3
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2018-12-01,3,3,0,0,3,3,6
