,group,variable,month,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS DENTRO,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS DENTRO,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS FUERA,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS FUERA,TOTALES,TOTALES,TOTALES
VINTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-05-01,49,84,99,147,148,231,379
VITICHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-05-01,11,18,4,9,15,27,42
WALDO BALLIVIAN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-05-01,1,1,9,17,10,18,28
WARNES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-05-01,1269,1753,232,428,1501,2181,3682
YACO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-05-01,0,1,1,1,1,2,3
YACUIBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-05-01,148,231,80,157,228,388,616
YAMPARAEZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-05-01,3,11,3,6,6,17,23
YANACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-05-01,1,5,15,12,16,17,33
YAPACANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-05-01,198,283,113,198,311,481,792
YOCALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-05-01,9,7,18,21,27,28,55
YOTALA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-05-01,32,33,85,141,117,174,291
YUNCHARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-05-01,0,0,2,3,2,3,5
ZUDAÑEZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-05-01,12,27,58,73,70,100,170
ACACIO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,0,8,29,46,29,54,83
ACHACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,30,36,203,57,233,93,326
ACHOCALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,73,145,2,9,75,154,229
AIQUILE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,23,23,38,71,61,94,155
ALALAY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,4,5,9,18,13,23,36
ALCALA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,6,8,14,10,20,18,38
ALTO BENI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,5,3,4,2,9,5,14
ANCORAIMES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,4,18,22,44,26,62,88
ANDAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,0,0,10,10,10,10,20
ANTEQUERA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,1,0,3,5,4,5,9
ANZALDO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,0,3,14,16,14,19,33
APOLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,0,3,9,13,9,16,25
ARAMPAMPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,0,0,5,6,5,6,11
ARANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,14,27,70,82,84,109,193
ARBIETO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,17,32,116,213,133,245,378
ARQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,4,16,44,58,48,74,122
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,50,77,4,3,54,80,134
ATOCHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,8,8,57,38,65,46,111
AUCAPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,3,4,3,4,6,8,14
AYATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,2,2,2,3,4,5,9
AYO AYO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,1,5,5,12,6,17,23
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,8,10,15,26,23,36,59
AZURDUY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,38,37,50,85,88,122,210
BATALLAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,4,5,19,23,23,28,51
BAURES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,5,10,18,9,23,19,42
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,0,0,1,1,1,1,2
BELEN DE URMIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,6,4,12,12,18,16,34
BELLA FLOR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,1,0,2,8,3,8,11
BERMEJO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,84,154,40,92,124,246,370
BETANZOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,19,39,29,48,48,87,135
BOLIVAR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,2,4,11,11,13,15,28
BOLPEBRA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,2,6,14,21,16,27,43
BOYUIBE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,2,1,1,0,3,1,4
BUENA VISTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,7,6,25,53,32,59,91
CABEZAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,30,31,18,30,48,61,109
CAIROMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,11,6,9,12,20,18,38
"CAIZA ""D""",otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,7,4,6,9,13,13,26
CAJUATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,56,126,6,9,62,135,197
CALACOTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,1,2,8,13,9,15,24
CALAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,7,10,1,9,8,19,27
CAMARGO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,73,124,65,100,138,224,362
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,2,2,1,5,3,7,10
CAMIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,30,52,46,61,76,113,189
CAPINOTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,22,24,116,152,138,176,314
CAQUIAVIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,6,7,9,15,15,22,37
CARACOLLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,54,62,47,84,101,146,247
CARANAVI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,30,64,57,69,87,133,220
CARAPARI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,25,41,54,69,79,110,189
CARIPUYO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,0,6,15,22,15,28,43
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,6,9,0,0,6,9,15
CATACORA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,0,0,2,1,2,1,3
CHACARILLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,0,0,1,0,1,0,1
CHALLAPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,4,7,32,36,36,43,79
CHAQUI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,5,9,11,11,16,20,36
CHARAGUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,64,56,35,42,99,98,197
CHARAÑA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,5,3,1,0,6,3,9
CHAYANTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,19,20,121,64,140,84,224
CHIMORE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,26,34,59,69,85,103,188
CHIPAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,0,0,0,4,0,4,4
CHUA COCANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,0,0,17,21,17,21,38
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,21,43,89,69,110,112,222
CHUMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,1,4,1,3,2,7,9
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,0,3,6,15,6,18,24
CKOCHAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,11,21,3,6,14,27,41
CLIZA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,35,49,89,138,124,187,311
COBIJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,51,66,93,137,144,203,347
COCAPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,15,33,34,50,49,83,132
COCHABAMBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,2179,1792,1519,1650,3698,3442,7140
COIPASA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,0,0,0,1,0,1,1
COLCAPIRHUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,82,75,352,220,434,295,729
"COLCHA ""K""",otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,25,37,52,42,77,79,156
COLLANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,3,3,24,31,27,34,61
COLOMI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,12,11,8,6,20,17,37
COLPA BELGICA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,11,31,1,1,12,32,44
COLQUECHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,28,31,62,82,90,113,203
COLQUENCHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,13,24,7,25,20,49,69
COLQUIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,12,9,36,40,48,49,97
COMANCHE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,0,0,2,7,2,7,9
COMARAPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,18,32,40,41,58,73,131
COMBAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,1,4,0,0,1,4,5
CONCEPCION,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,30,54,96,100,126,154,280
COPACABANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,2,3,21,19,23,22,45
CORIPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,1,10,2,10,3,20,23
CORO CORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,1,4,14,12,15,16,31
COROICO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,15,24,25,44,40,68,108
CORQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,0,4,0,0,0,4,4
COTAGAITA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,37,45,105,164,142,209,351
COTOCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,52,101,25,29,77,130,207
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,160,320,277,322,437,642,1079
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,1,8,12,28,13,36,49
CUEVO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,5,2,0,2,5,4,9
CULPINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,95,148,50,125,145,273,418
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,0,0,2,3,2,3,5
CURVA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,0,2,6,10,6,12,18
DESAGUADERO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,11,3,162,126,173,129,302
EL ALTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,2284,2182,919,1852,3203,4034,7237
EL CHORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,2,0,0,0,2,0,2
EL PUENTE(STC),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,14,25,7,11,21,36,57
EL PUENTE(TJA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,6,6,20,31,26,37,63
EL TORNO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,75,92,26,37,101,129,230
EL VILLAR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,28,35,4,12,32,47,79
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,8,29,17,24,25,53,78
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,17,35,69,146,86,181,267
ESCOMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,3,7,4,9,7,16,23
EUCALIPTUS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,0,0,2,0,2,0,2
EUREKA (SANTOS MERCADO),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,3,1,18,12,21,13,34
EXALTACION,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,0,1,2,11,2,12,14
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,14,11,2,3,16,14,30
FILADELFIA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,0,2,2,5,2,7,9
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,17,24,1,8,18,32,50
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,7,12,11,7,18,19,37
GUANAY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,0,5,14,24,14,29,43
GUAQUI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,1,7,121,85,122,92,214
GUAYARAMERIN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,39,60,53,76,92,136,228
GUTIERREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,8,20,18,30,26,50,76
HUACARETA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,21,33,53,62,74,95,169
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,0,2,2,11,2,13,15
HUACHACALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,0,6,6,7,6,13,19
HUANUNI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,10,22,19,55,29,77,106
HUARACAJE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,47,100,3,8,50,108,158
HUARINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,2,3,12,31,14,34,48
HUATAJATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,1,0,0,0,1,0,1
HUAYLLAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,1,4,4,4,5,8,13
HUMANATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,1,0,6,6,7,6,13
ICHOCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,1,1,9,6,10,7,17
ICLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,10,19,13,40,23,59,82
INCAHUASI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,29,54,90,140,119,194,313
INGAVI (HUMAITA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,1,1,0,0,1,1,2
INQUISIVI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,8,10,15,6,23,16,39
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,20,24,18,18,38,42,80
IXIAMAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,37,48,17,20,54,68,122
JESUS DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,10,18,23,30,33,48,81
LA ASUNTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,180,164,16,16,196,180,376
LA GUARDIA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,330,524,57,42,387,566,953
LA PAZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,1193,1773,578,676,1771,2449,4220
LAGUNILLAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,10,6,3,8,13,14,27
LAJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,49,57,36,36,85,93,178
LAS CARRERAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,1,1,28,47,29,48,77
LICOMA PAMPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,12,27,3,7,15,34,49
LLALLAGUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,151,134,271,468,422,602,1024
LLICA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,1,3,10,8,11,11,22
LURIBAY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,1,2,14,7,15,9,24
MACHACAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,4,3,16,24,20,27,47
MACHARETI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,33,69,34,67,67,136,203
MAGDALENA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,3,8,27,68,30,76,106
MAIRANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,16,30,28,24,44,54,98
MALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,1,4,31,28,32,32,64
MAPIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,21,20,27,30,48,50,98
MECAPACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,13,17,36,68,49,85,134
MINEROS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,16,39,1,2,17,41,58
MIZQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,10,10,51,74,61,84,145
MOCOMOCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,27,40,76,70,103,110,213
MOJOCOYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,27,72,51,75,78,147,225
MONTEAGUDO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,131,189,104,153,235,342,577
MONTERO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,109,187,188,337,297,524,821
MORO MORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,2,4,0,0,2,4,6
MOROCHATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,3,6,9,23,12,29,41
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,5,2,3,6,8,8,16
NAZACARA DE PACAJES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,1,2,0,0,1,2,3
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,0,0,11,16,11,16,27
OCURI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,2,5,12,23,14,28,42
OKINAWA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,18,24,1,1,19,25,44
OMEREQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,0,2,19,37,19,39,58
ORURO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,267,369,451,514,718,883,1601
PADCAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,29,40,30,42,59,82,141
PADILLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,26,47,47,48,73,95,168
PAILON,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,20,25,77,86,97,111,208
PALCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,22,44,40,65,62,109,171
PALOS BLANCOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,22,28,27,38,49,66,115
PAMPA AULLAGAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,1,0,0,1,1,1,2
PAMPA GRANDE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,16,30,17,18,33,48,81
PAPEL PAMPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,0,1,4,4,4,5,9
PASORAPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,4,13,64,70,68,83,151
PATACAMAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,8,13,2,1,10,14,24
PAZÑA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,2,4,1,0,3,4,7
PELECHUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,3,6,7,5,10,11,21
POCOATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,1,2,16,27,17,29,46
POCONA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,5,13,20,37,25,50,75
POJO (CBBA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,28,32,18,20,46,52,98
POOPO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,0,5,2,7,2,12,14
PORCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,12,15,190,65,202,80,282
POROMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,48,54,57,82,105,136,241
PORONGO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,13,27,9,17,22,44,66
PORTACHUELO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,10,13,2,4,12,17,29
PORVENIR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,24,41,11,25,35,66,101
POSTRER VALLE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,3,4,1,1,4,5,9
POTOSI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,238,322,236,387,474,709,1183
PRESTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,27,77,140,201,167,278,445
PUCARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,3,6,0,0,3,6,9
PUCARANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,29,27,92,135,121,162,283
PUERTO ACOSTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,2,2,25,38,27,40,67
PUERTO CARABUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,8,7,73,77,81,84,165
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,0,1,10,6,10,7,17
PUERTO PEREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,2,0,20,27,22,27,49
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,98,69,0,0,98,69,167
PUERTO RICO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,4,10,18,18,22,28,50
PUERTO SILES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,0,0,2,2,2,2,4
PUERTO SUAREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,27,26,30,39,57,65,122
PUERTO VILLARROEL,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,50,72,195,281,245,353,598
PUNA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,9,12,13,15,22,27,49
PUNATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,61,88,118,210,179,298,477
QUIABAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,5,1,5,2,10,3,13
QUILLACOLLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,232,253,591,762,823,1015,1838
QUIME,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,5,16,36,21,41,37,78
QUIRUSILLAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,30,28,8,10,38,38,76
RAQAYPAMPA(ETA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,10,15,14,15,24,30,54
RAVELO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,3,2,17,18,20,20,40
REYES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,12,9,0,0,12,9,21
RIBERALTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,38,56,7,38,45,94,139
ROBORE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,0,0,1,1,1,1,2
RURRENABAQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,9,26,55,29,64,55,119
SABAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,2,4,0,2,2,6,8
SACABA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,146,203,233,298,379,501,880
SACABAMBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,8,11,19,32,27,43,70
SACACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,4,16,20,27,24,43,67
SAIPINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,3,1,1,0,4,1,5
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,5,1,2,4,7,5,12
SAMAIPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,25,21,6,13,31,34,65
SAN ANDRES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,7,10,25,27,32,37,69
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-06-01,19,7,97,12,116,19,135
