,group,variable,month,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS FUERA,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
EXALTACION,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,14,0,14,14
FERNANDEZ ALONSO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,65,0,53,0,118,118
FILADELFIA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,26,0,26,26
GENERAL SAAVEDRA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,3,0,86,0,89,89
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,46,0,46,46
GUANAY,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,134,0,134,134
GUAQUI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,2,0,2,2
GUTIERREZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,17,0,84,0,101,101
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,2,0,26,0,28,28
HUACHACALLA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,3,0,3,3
HUANUNI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,49,0,49,49
HUARACAJE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,12,0,0,0,12,12
HUARINA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,45,0,45,45
HUATAJATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,14,0,14,14
HUAYLLAMARCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,5,0,19,0,24,24
HUMANATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,3,0,3,3
INQUISIVI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,8,0,8,8
IRUPANA (VILLA DE LANZA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,22,0,22,22
IXIAMAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,62,0,62,62
JESUS DE MACHACA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,26,0,26,26
LA GUARDIA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,190,0,190,190
LA PAZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,383,0,1923,0,2306,2306
LA RIVERA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,3,0,3,3
LAGUNILLAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,22,0,22,22
LAJA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,1,0,64,0,65,65
LLALLAGUA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,59,0,358,0,417,417
LORETO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,4,0,4,4
LURIBAY,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,37,0,37,37
MACHACAMARCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,8,0,8,8
MACHARETI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,35,0,35,35
MAGDALENA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,124,0,124,124
MAIRANA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,2,0,83,0,85,85
MALLA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,37,0,37,37
MECAPACA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,10,0,10,10
MINEROS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,15,0,233,0,248,248
MIZQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,168,0,168,168
MOCOMOCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,35,0,35,35
MOJOCOYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,51,0,51,51
MONTEAGUDO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,8,0,104,0,112,112
MONTERO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,519,0,519,519
MORO MORO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,1,0,9,0,10,10
MOROCHATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,27,0,27,27
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,1,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,6,0,20,0,26,26
OMEREQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,28,0,28,28
ORURO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,3,0,2145,0,2148,2148
PADCAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,20,0,91,0,111,111
PADILLA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,51,0,9,0,60,60
PALCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,21,0,21,21
PALOS BLANCOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,226,0,226,226
PAMPA AULLAGAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,28,0,28,28
PAMPA GRANDE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,75,0,75,75
PAPEL PAMPA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,23,0,23,23
PASORAPA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,1,0,3,0,4,4
PATACAMAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,56,0,56,56
PAZÑA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,38,0,38,38
PELECHUCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,34,0,34,34
POCOATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,75,0,75,75
POCONA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,12,0,75,0,87,87
POJO (CBBA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,56,0,56,56
POOPO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,3,0,49,0,52,52
PORCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,32,0,32,32
POROMA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,5,0,66,0,71,71
PORVENIR,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,1,0,0,0,1,1
POTOSI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,374,0,703,0,1077,1077
PUCARANI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,1,0,1,1
PUERTO ACOSTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,14,0,14,14
PUERTO CARABUCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,1,0,1,1
PUERTO GONZALO MORENO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,28,0,28,28
PUERTO RICO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,1,0,61,0,62,62
PUERTO VILLARROEL,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,260,0,252,0,512,512
PUNA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,7,0,19,0,26,26
PUNATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,167,0,167,167
QUIABAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,18,0,18,18
QUILLACOLLO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,4,0,721,0,725,725
RAQAYPAMPA(ETA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,107,0,107,107
RAVELO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,7,0,7,7
REYES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,84,0,84,84
RIBERALTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,909,0,909,909
ROBORE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,7,0,124,0,131,131
RURRENABAQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,11,0,11,11
SACABA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,13,0,975,0,988,988
SACABAMBA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,13,0,13,13
SACACA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,3,0,117,0,120,120
SAIPINA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,64,0,64,64
SALINAS DE GARCI MENDOZA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,50,0,50,50
SAMAIPATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,80,0,80,80
SAN AGUSTIN,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,14,0,0,0,14,14
SAN ANDRES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,7,0,70,0,77,77
SAN ANDRES DE MACHACA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,2,0,2,2
SAN ANTONIO DE ESMORUCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,3,0,7,0,10,10
SAN ANTONIO DE LOMERIO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,33,0,29,0,62,62
SAN BENITO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,94,0,1,0,95,95
SAN BORJA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,77,0,36,0,113,113
SAN BUENA VENTURA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,4,0,4,4
SAN CARLOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,50,0,50,50
SAN IGNACIO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,176,0,176,176
SAN IGNACIO DE VELASCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,113,0,0,0,113,113
SAN JAVIER(STC),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,129,0,129,129
SAN JOSE DE CHIQUITOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,36,0,7,0,43,43
SAN JUAN DE YAPACANI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,15,0,26,0,41,41
SAN JULIAN,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,3,0,380,0,383,383
SAN LORENZO(PND),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,4,0,1,0,5,5
SAN LORENZO(TJA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,2,0,148,0,150,150
SAN LUCAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,23,0,264,0,287,287
SAN MIGUEL DE VELASCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,8,0,113,0,121,121
SAN PABLO DE LIPEZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,2,0,7,0,9,9
SAN PEDRO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,24,0,24,24
SAN PEDRO DE BUENA VISTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,8,0,39,0,47,47
SAN PEDRO DE CURAHUARA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,18,0,18,18
SAN PEDRO DE TIQUINA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,4,0,4,4
SAN RAFAEL,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,2,0,2,2
SAN RAMON BENI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,8,0,8,8
SAN RAMON SCZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,78,0,78,78
SANTA ANA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,4,0,7,0,11,11
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,424,0,1259,0,1683,1683
SANTA ROSA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,78,0,25,0,103,103
SANTA ROSA DEL SARA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,10,0,10,10
SANTIAGO DE HUATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,32,0,32,32
SANTIAGO DE MACHACA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,4,0,24,0,28,28
SANTUARIO DE QUILLACAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,23,0,23,23
SAPAHAQUI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,30,0,30,30
SHINAOTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,7,0,235,0,242,242
SICA SICA (VILLA AROMA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,18,0,18,18
SIPE SIPE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,1,0,35,0,36,36
SOPACHUY,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,7,0,2,0,9,9
SORACACHI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,100,0,100,100
SORATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,4,0,107,0,111,111
SUCRE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,318,0,1061,0,1379,1379
TACACHI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,12,0,12,12
TACACOMA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,10,0,44,0,54,54
TACOBAMBA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,42,0,42,42
TAHUA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,4,0,0,0,4,4
TAPACARI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,26,0,152,0,178,178
TARABUCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,4,0,165,0,169,169
TARACO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,22,0,22,22
TARIJA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,70,0,1071,0,1141,1141
TARVITA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,155,0,155,155
TIAWANACU,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,59,0,59,59
TIQUIPAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,66,0,92,0,158,158
TOCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,13,0,13,13
TODOS SANTOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,2,0,2,2
TOLEDO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,19,0,19,19
TOMAVE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,1,0,22,0,23,23
TOMINA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,6,0,31,0,37,37
TORO TORO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,3,0,126,0,129,129
TOTORA(CBBA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,85,0,85,85
TOTORA(ORR),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,8,0,22,0,30,30
TRIGAL,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,12,0,12,12
TRINIDAD,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,4,0,246,0,250,250
TUPIZA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,91,0,46,0,137,137
TURCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,1,0,7,0,8,8
UMALA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,2,0,2,2
UNCIA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,19,0,19,19
URIONDO (A. CONCEPCION),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,1,0,39,0,40,40
URUBICHA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,2,0,75,0,77,77
UYUNI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,30,0,51,0,81,81
VACAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,1,0,52,0,53,53
VALLEGRANDE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,58,0,14,0,72,72
VIACHA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,92,0,92,92
VILA VILA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,45,0,45,45
VILLA CHARCAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,73,0,71,0,144,144
VILLA MONTES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,6,0,188,0,194,194
VILLA NUEVA (LOMA ALTA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,28,0,28,28
VILLA RIVERO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,70,0,70,70
VILLA SERRANO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,10,0,2,0,12,12
VILLA TUNARI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,12,0,462,0,474,474
VILLAZON,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,3,0,170,0,173,173
VINTO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,2,0,495,0,497,497
VITICHI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,5,0,5,5
YACO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,60,0,60,60
YACUIBA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,1,0,508,0,509,509
YAMPARAEZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,9,0,22,0,31,31
YAPACANI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,400,0,400,400
YOCALLA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,38,0,38,38
YOTALA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,9,0,28,0,37,37
YUNCHARA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,3,0,38,0,41,41
YUNGUYO DE LITORAL,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,0,0,1,0,1,1
ZUDAÑEZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-04-01,0,9,0,56,0,65,65
ACACIO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-05-01,0,0,0,13,0,13,13
ACHACACHI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-05-01,0,1,0,38,0,39,39
AIQUILE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-05-01,0,1,0,136,0,137,137
ANDAMARCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-05-01,0,0,0,6,0,6,6
ANTEQUERA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-05-01,0,1,0,22,0,23,23
ANZALDO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-05-01,0,10,0,20,0,30,30
ARAMPAMPA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-05-01,0,0,0,4,0,4,4
ARANI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-05-01,0,0,0,13,0,13,13
ARBIETO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-05-01,0,1,0,0,0,1,1
ARQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-05-01,0,0,0,1,0,1,1
ATOCHA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-05-01,0,0,0,42,0,42,42
AUCAPATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-05-01,0,0,0,8,0,8,8
BAURES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-05-01,0,4,0,0,0,4,4
BELEN DE URMIRI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-05-01,0,0,0,1,0,1,1
BELLA FLOR,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-05-01,0,0,0,10,0,10,10
BERMEJO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-05-01,0,2,0,15,0,17,17
BETANZOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-05-01,0,0,0,13,0,13,13
BOLIVAR,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-05-01,0,0,0,5,0,5,5
BUENA VISTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-05-01,0,7,0,23,0,30,30
CABEZAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-05-01,0,3,0,9,0,12,12
CAIROMA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-05-01,0,2,0,0,0,2,2
"CAIZA ""D""",otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-05-01,0,5,0,29,0,34,34
CALACOTO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-05-01,0,0,0,5,0,5,5
CAMARGO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-05-01,0,42,0,49,0,91,91
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-05-01,0,0,0,5,0,5,5
CAMIRI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-05-01,0,15,0,78,0,93,93
CAPINOTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-05-01,0,1,0,30,0,31,31
CAQUIAVIRI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2018-05-01,0,0,0,2,0,2,2
