,group,variable,month,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 2DA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 2DA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 2DA. DOSIS FUERA,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 2DA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
TUPIZA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-06-01,0,0,0,2,0,2,2
VILLA MONTES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-06-01,0,0,0,7,0,7,7
VILLAZON,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-06-01,0,2,0,0,0,2,2
VINTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-06-01,0,2,0,0,0,2,2
WARNES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-06-01,0,12,0,6,0,18,18
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-07-01,0,0,0,1,0,1,1
BETANZOS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-07-01,0,0,0,1,0,1,1
CARIPUYO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-07-01,0,1,0,0,0,1,1
CHARAGUA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-07-01,0,0,0,2,0,2,2
CLIZA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-07-01,0,0,0,1,0,1,1
COBIJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-07-01,0,1,0,0,0,1,1
COCHABAMBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-07-01,0,3,0,0,0,3,3
COLCAPIRHUA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-07-01,0,5,0,3,0,8,8
CONCEPCION,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-07-01,0,4,0,0,0,4,4
COTOCA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-07-01,0,0,0,2,0,2,2
GUTIERREZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-07-01,0,1,0,0,0,1,1
LA PAZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-07-01,0,9,0,0,0,9,9
LAGUNILLAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-07-01,0,0,0,3,0,3,3
LLICA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-07-01,0,0,0,1,0,1,1
OCURI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-07-01,0,0,0,4,0,4,4
PAILON,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-07-01,0,2,0,0,0,2,2
PORTACHUELO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-07-01,0,1,0,0,0,1,1
POTOSI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-07-01,0,8,0,0,0,8,8
QUILLACOLLO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-07-01,0,2,0,1,0,3,3
RAVELO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-07-01,0,0,0,2,0,2,2
RURRENABAQUE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-07-01,0,0,0,4,0,4,4
SACABA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-07-01,0,0,0,10,0,10,10
SAN ANDRES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-07-01,0,2,0,0,0,2,2
TIQUIPAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-07-01,0,27,0,0,0,27,27
TOTORA(CBBA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-07-01,0,0,0,2,0,2,2
TUPIZA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-07-01,0,1,0,1,0,2,2
VALLEGRANDE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-07-01,0,2,0,0,0,2,2
VILLAZON,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-07-01,0,6,0,0,0,6,6
WARNES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-07-01,0,0,0,3,0,3,3
CABEZAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-08-01,0,0,0,39,0,39,39
CAPINOTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-08-01,0,0,0,1,0,1,1
COBIJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-08-01,0,1,0,1,0,2,2
COCHABAMBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-08-01,0,1,0,0,0,1,1
COLCAPIRHUA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-08-01,0,59,0,2,0,61,61
"COLCHA ""K""",otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-08-01,0,1,0,0,0,1,1
COLLANA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-08-01,0,1,0,0,0,1,1
LA PAZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-08-01,0,0,0,6,0,6,6
MACHARETI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-08-01,0,0,0,1,0,1,1
MONTERO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-08-01,0,0,0,1,0,1,1
QUILLACOLLO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-08-01,0,2,0,0,0,2,2
RURRENABAQUE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-08-01,0,0,0,2,0,2,2
SAN BORJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-08-01,0,0,0,10,0,10,10
SAN IGNACIO DE VELASCO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-08-01,0,1,0,0,0,1,1
SAN RAMON BENI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-08-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-08-01,0,0,0,14,0,14,14
SANTIAGO DE HUARI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-08-01,0,0,0,1,0,1,1
TRINIDAD,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-08-01,0,1,0,0,0,1,1
VILLAZON,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-08-01,0,0,0,2,0,2,2
WALDO BALLIVIAN,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-08-01,0,0,0,6,0,6,6
WARNES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-08-01,0,2,0,1,0,3,3
ACHOCALLA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,69,0,69,69
AIQUILE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,5,0,5,5
ARBIETO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,61,0,61,61
ARQUE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,1,0,1,1
AYATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,57,0,57,57
AYO AYO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,15,0,15,15
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,32,0,32,32
BATALLAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,40,0,40,40
BETANZOS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,42,0,42,42
CABEZAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,1,0,5,0,6,6
CAJUATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,101,0,101,101
CHACARILLA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,3,0,3,3
CHAQUI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,1,0,2,0,3,3
CHAYANTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,18,0,18,18
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,50,0,50,50
COBIJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,31,0,31,31
COCAPATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,11,0,28,0,39,39
COCHABAMBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,218,0,218,218
COLCAPIRHUA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,52,0,82,0,134,134
COLLANA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,2,0,2,2
COLQUECHACA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,1,0,23,0,24,24
COLQUIRI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,1,0,158,0,159,159
COMARAPA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,10,0,10,10
COPACABANA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,106,0,106,106
CORIPATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,64,0,64,64
COROICO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,64,0,64,64
COTAGAITA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,2,0,14,0,16,16
CURVA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,17,0,17,17
EL ALTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,158,0,141,0,299,299
EUREKA (SANTOS MERCADO),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,7,0,7,7
GUTIERREZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,1,0,1,1
ICHOCA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,42,0,42,42
INQUISIVI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,91,0,91,91
IRUPANA (VILLA DE LANZA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,49,0,49,49
LA ASUNTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,381,0,381,381
LA PAZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,181,0,167,0,348,348
LAS CARRERAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,1,0,0,0,1,1
LICOMA PAMPA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,13,0,13,13
MECAPACA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,54,0,54,54
MOCOMOCO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,34,0,34,34
PADCAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,4,0,4,4
PALCA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,145,0,145,145
PAPEL PAMPA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,1,0,1,1
PATACAMAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,189,0,189,189
PUCARANI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,272,0,272,272
PUERTO ACOSTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,26,0,26,26
PUERTO CARABUCO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,92,0,92,92
PUERTO PEREZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,15,0,15,15
PUERTO QUIJARRO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,1,0,0,0,1,1
PUNA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,2,0,2,2
PUNATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,3,0,3,3
QUILLACOLLO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,2,0,2,2
QUIME,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,56,0,56,56
RAVELO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,19,0,19,19
SAN ANDRES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,1,0,0,0,1,1
SAN CARLOS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,4,0,4,4
SAN IGNACIO DE VELASCO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,53,0,15,0,68,68
SAN PABLO DE LIPEZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,6,0,0,0,6,6
SAN PEDRO DE CURAHUARA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,30,0,30,30
SAN PEDRO DE TIQUINA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,17,0,17,17
SAN PEDRO(PND),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,1,0,1,1
SAN RAFAEL,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,3,0,47,0,50,50
SANTIAGO DE CALLAPA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,3,0,3,3
SICA SICA (VILLA AROMA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,59,0,59,59
SIPE SIPE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,214,0,214,214
TAHUA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,2,0,2,2
TARATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,2,0,2,2
TARIJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,50,0,50,50
TIRAQUE (CBBA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,194,0,194,194
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,4,0,4,4
TOLATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,7,0,7,7
TOMAVE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,20,0,20,20
TRINIDAD,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,3,0,3,3
TUPIZA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,6,0,6,6
UMALA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,8,0,8,8
UNCIA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,4,0,0,0,4,4
UYUNI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,1,0,65,0,66,66
VIACHA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,1,0,274,0,275,275
VILLA TUNARI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,25,0,0,0,25,25
VILLAZON,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,4,0,5,0,9,9
VITICHI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,2,0,2,2
WARNES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,6,0,6,6
YANACACHI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-09-01,0,0,0,30,0,30,30
ACACIO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,10,0,63,0,73,73
ACHACACHI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,2,0,112,0,114,114
ACHOCALLA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,0,0,79,0,79,79
AIQUILE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,0,0,13,0,13,13
ALALAY,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,0,0,17,0,17,17
ALCALA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,0,0,19,0,19,19
ALTO BENI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,6,0,102,0,108,108
ANCORAIMES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,0,0,69,0,69,69
ANDAMARCA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,1,0,10,0,11,11
ANZALDO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,0,0,3,0,3,3
APOLO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,0,0,195,0,195,195
ARAMPAMPA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,1,0,31,0,32,32
ARANI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,1,0,36,0,37,37
ARBIETO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,0,0,20,0,20,20
ARQUE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,5,0,78,0,83,83
ASCENCION DE GUARAYOS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,40,0,234,0,274,274
ATOCHA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,0,0,1,0,1,1
AUCAPATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,0,0,44,0,44,44
AYO AYO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,0,0,44,0,44,44
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,3,0,138,0,141,141
AZURDUY,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,0,0,73,0,73,73
BATALLAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,0,0,85,0,85,85
BAURES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,56,0,0,0,56,56
BELEN DE ANDAMARCA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,1,0,5,0,6,6
BELLA FLOR,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,1,0,4,0,5,5
BERMEJO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,7,0,246,0,253,253
BETANZOS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,22,0,100,0,122,122
BOLPEBRA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,2,0,4,0,6,6
BOYUIBE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,0,0,43,0,43,43
BUENA VISTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,10,0,97,0,107,107
CABEZAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,8,0,2,0,10,10
CAIROMA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,21,0,74,0,95,95
"CAIZA ""D""",otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,4,0,34,0,38,38
CALACOTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,2,0,14,0,16,16
CALAMARCA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,3,0,58,0,61,61
CAMARGO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,0,0,18,0,18,18
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,2,0,23,0,25,25
CAPINOTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,2,0,177,0,179,179
CAQUIAVIRI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,0,0,35,0,35,35
CARACOLLO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,7,0,44,0,51,51
CARANAVI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,154,0,172,0,326,326
CARANGAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,1,0,0,0,1,1
CARIPUYO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,0,0,9,0,9,9
CHACARILLA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,0,0,3,0,3,3
CHALLAPATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,2,0,302,0,304,304
CHAQUI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,0,0,6,0,6,6
CHARAGUA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,0,0,16,0,16,16
CHARAÑA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,0,0,20,0,20,20
CHAYANTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,0,0,90,0,90,90
CHIMORE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,4,0,162,0,166,166
CHIPAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,0,0,14,0,14,14
CHOQUE COTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,3,0,3,0,6,6
CHUA COCANI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,0,0,14,0,14,14
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,0,0,81,0,81,81
CHUMA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,1,0,75,0,76,76
CKOCHAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,19,0,34,0,53,53
CLIZA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,110,0,7,0,117,117
COBIJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,0,0,229,0,229,229
COCAPATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,1,0,9,0,10,10
COCHABAMBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,420,0,2518,0,2938,2938
COIPASA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,0,0,4,0,4,4
COLCAPIRHUA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,33,0,18,0,51,51
"COLCHA ""K""",otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,30,0,14,0,44,44
COLLANA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,0,0,4,0,4,4
COLOMI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,0,0,26,0,26,26
COLPA BELGICA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,0,0,11,0,11,11
COLQUECHACA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,0,0,9,0,9,9
COLQUENCHA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,0,0,12,0,12,12
COLQUIRI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,0,0,16,0,16,16
COMANCHE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,0,0,20,0,20,20
COMARAPA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2018-10-01,0,7,0,146,0,153,153
