,group,variable,month,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD FUERA,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD FUERA,TOTALES,TOTALES,TOTALES
CLIZA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,3,10,0,0,3,10,13
COBIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,2,9,0,0,2,9,11
COCHABAMBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,24,71,0,0,24,71,95
"COLCHA ""K""",otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,1,2,0,0,1,2,3
COLOMI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,3,3,0,0,3,3,6
COLPA BELGICA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,1,0,0,0,1,1
COLQUIRI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,1,0,0,0,1,1
COMARAPA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,5,6,0,0,5,6,11
CORIPATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,2,1,0,0,2,1,3
CORO CORO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,1,0,0,0,1,0,1
COTAGAITA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,3,3,0,0,3,3,6
COTOCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,2,4,0,0,2,4,6
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,1,1,0,1,1,2,3
CUEVO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,2,0,0,0,2,2
CURVA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,3,2,0,0,3,2,5
EL ALTO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,32,85,5,17,37,102,139
EL TORNO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,3,2,0,0,3,2,5
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,1,0,0,0,1,1
FILADELFIA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,5,0,0,0,5,5
GUANAY,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,1,1,0,0,1,1,2
GUAYARAMERIN,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,2,6,0,0,2,6,8
GUTIERREZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,2,12,14,12,16,28
HUACARETA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,1,0,0,0,1,1
HUACHACALLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,1,0,0,0,1,0,1
HUARINA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,1,0,0,0,1,0,1
ICHOCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,3,0,0,0,3,3
INQUISIVI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,4,3,0,0,4,3,7
LA GUARDIA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,4,11,0,1,4,12,16
LA PAZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,54,189,49,108,103,297,400
LAS CARRERAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,1,3,0,0,1,3,4
LLALLAGUA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,2,4,8,11,10,15,25
LURIBAY,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,3,7,0,0,3,7,10
MACHACAMARCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,1,0,0,0,1,1
MAGDALENA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,3,14,4,14,7,21
MAIRANA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,3,5,0,0,3,5,8
MALLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,1,0,0,0,1,1
MECAPACA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,1,0,0,0,1,1
MINEROS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,1,3,0,0,1,3,4
MIZQUE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,4,4,0,0,4,4,8
MONTEAGUDO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,9,10,0,0,9,10,19
MONTERO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,4,25,0,0,4,25,29
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,1,0,0,0,1,0,1
ORURO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,7,2,7,2,14,16
PALCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,2,1,0,0,2,1,3
PALOS BLANCOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,4,1,0,0,4,1,5
PAMPA GRANDE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,1,0,0,0,1,0,1
POCONA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,2,2,0,0,2,2,4
PORTACHUELO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,2,0,0,0,2,2
PORVENIR,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,2,0,1,0,3,3
POTOSI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,5,17,0,0,5,17,22
PUCARANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,4,9,0,1,4,10,14
PUERTO CARABUCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,2,0,0,0,2,0,2
PUERTO PEREZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,2,0,0,0,2,2
PUERTO SUAREZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,1,0,0,0,1,0,1
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,1,1,0,0,1,1,2
PUNA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,4,1,3,1,7,8
PUNATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,6,11,3,0,9,11,20
QUILLACOLLO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,8,29,0,0,8,29,37
QUIME,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,2,3,0,0,2,3,5
RAQAYPAMPA(ETA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,1,0,0,0,1,1
RIBERALTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,2,3,0,0,2,3,5
RURRENABAQUE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,2,2,0,0,2,2,4
SACABA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,2,0,0,0,2,0,2
SACABAMBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,7,4,0,0,7,4,11
SACACA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,8,8,0,0,8,8,16
SAMAIPATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,1,0,0,0,1,1
SAN ANDRES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,1,0,0,0,1,0,1
SAN ANTONIO DE ESMORUCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,3,3,0,0,3,3,6
SAN BENITO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,5,0,1,0,6,6
SAN BORJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,7,24,0,0,7,24,31
SAN CARLOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,1,6,0,0,1,6,7
SAN IGNACIO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,4,6,0,0,4,6,10
SAN IGNACIO DE VELASCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,4,18,0,0,4,18,22
SAN JULIAN,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,2,0,0,0,2,2
SAN LORENZO(TJA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,1,0,0,0,1,1
SAN MIGUEL DE VELASCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,1,0,0,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,1,1,0,0,1,1,2
SAN RAFAEL,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,2,1,0,0,2,1,3
SANTA ANA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,4,4,0,0,4,4,8
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,233,473,0,0,233,473,706
SANTIVAÑES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,2,1,0,0,2,1,3
SENA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,1,0,0,0,1,1
SHINAOTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,1,1,0,0,1,1,2
SICAYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,2,5,0,2,2,7,9
SORATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,3,4,0,0,3,4,7
SUCRE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,10,20,20,19,30,39,69
TACACOMA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,2,2,0,0,2,2,4
TAPACARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,1,3,0,0,1,3,4
TARATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,1,2,0,0,1,2,3
TARIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,3,19,3,3,6,22,28
TARVITA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,2,2,0,0,2,2,4
TIPUANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,2,7,0,0,2,7,9
TIRAQUE (CBBA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,5,0,1,0,6,6
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,1,0,0,0,1,1
TOCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,4,4,0,0,4,4,8
TOLATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,2,0,0,0,2,0,2
TOLEDO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,1,1,0,0,1,1,2
TOMINA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,1,0,0,0,1,1
TORO TORO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,1,0,0,0,1,0,1
TRINIDAD,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,6,18,33,10,39,28,67
URUBICHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,4,0,0,0,4,4
VACAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,2,1,0,0,2,1,3
VALLEGRANDE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,4,1,0,1,4,5
VILA VILA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,2,0,0,0,2,2
VILLA MONTES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,2,10,0,0,2,10,12
VILLA TUNARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,11,31,0,0,11,31,42
VILLAZON,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,1,0,0,0,1,0,1
WARNES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,2,13,0,0,2,13,15
YACUIBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,1,11,3,3,4,14,18
YAPACANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,0,2,0,0,0,2,2
YOCALLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,2,1,0,0,2,1,3
ZUDAÑEZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-03-01,1,0,0,0,1,0,1
AIQUILE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,7,14,0,0,7,14,21
ALALAY,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,3,2,0,0,3,2,5
ANCORAIMES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,1,1,0,1,1,2,3
ANDAMARCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,1,1,0,0,1,1,2
ARANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,1,2,0,0,1,2,3
ARBIETO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,9,15,0,0,9,15,24
ARQUE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,3,1,0,0,3,1,4
ASCENCION DE GUARAYOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,0,18,0,0,0,18,18
ATOCHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,23,7,0,0,23,7,30
AYATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,3,1,0,0,3,1,4
BAURES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,2,0,0,0,2,0,2
BELEN DE URMIRI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,5,6,0,0,5,6,11
BELLA FLOR,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,0,3,0,0,0,3,3
BERMEJO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,4,14,0,0,4,14,18
BETANZOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,0,1,0,0,0,1,1
BOLIVAR,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,6,5,0,0,6,5,11
BOLPEBRA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,1,1,0,0,1,1,2
BOYUIBE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,0,1,0,0,0,1,1
BUENA VISTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,0,1,0,0,0,1,1
CABEZAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,2,0,0,0,2,0,2
"CAIZA ""D""",otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,0,3,0,0,0,3,3
CALACOTO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,1,0,0,0,1,0,1
CALAMARCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,0,2,0,0,0,2,2
CAMARGO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,2,7,0,0,2,7,9
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,2,6,0,0,2,6,8
CAMIRI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,12,9,1,0,13,9,22
CAPINOTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,1,3,0,0,1,3,4
CAQUIAVIRI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,5,4,0,0,5,4,9
CARACOLLO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,0,1,0,0,0,1,1
CARANAVI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,47,79,2,7,49,86,135
CARAPARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,1,1,0,0,1,1,2
CARIPUYO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,3,1,0,0,3,1,4
CATACORA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,0,1,0,0,0,1,1
CHALLAPATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,11,22,0,0,11,22,33
CHAQUI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,2,1,0,0,2,1,3
CHARAÑA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,1,0,0,0,1,0,1
CHAYANTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,1,0,0,0,1,0,1
CHIMORE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,2,1,0,0,2,1,3
CHUA COCANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,0,1,0,0,0,1,1
CKOCHAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,0,0,2,1,2,1,3
CLIZA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,6,2,0,0,6,2,8
COBIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,4,10,6,10,10,20,30
COCHABAMBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,76,190,7,48,83,238,321
COLLANA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,1,6,0,0,1,6,7
COLOMI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,3,3,0,0,3,3,6
COLQUENCHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,2,5,0,0,2,5,7
COLQUIRI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,1,1,0,0,1,1,2
COMANCHE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,4,3,0,0,4,3,7
COMBAYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,0,4,0,0,0,4,4
COPACABANA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,0,0,0,1,0,1,1
CORIPATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,2,0,0,0,2,0,2
CORO CORO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,1,1,0,1,1,2,3
COTAGAITA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,1,3,0,0,1,3,4
COTOCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,8,16,0,0,8,16,24
CUEVO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,0,1,1,0,1,1,2
CURVA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,44,116,136,189,180,305,485
EL PUENTE(STC),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,1,1,0,0,1,1,2
EL PUENTE(TJA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,0,3,0,0,0,3,3
EL TORNO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,4,13,0,0,4,13,17
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,7,7,0,0,7,7,14
FERNANDEZ ALONSO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,8,9,0,0,8,9,17
GUANAY,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,8,9,3,0,11,9,20
GUAYARAMERIN,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,12,18,6,6,18,24,42
GUTIERREZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,0,1,0,0,0,1,1
HUARINA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,1,2,0,0,1,2,3
HUATAJATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,1,0,0,0,1,0,1
HUAYLLAMARCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,2,3,0,0,2,3,5
ICHOCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,1,0,0,0,1,0,1
ICLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,9,7,0,1,9,8,17
INCAHUASI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,2,0,0,0,2,0,2
INQUISIVI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,1,1,5,2,6,3,9
LA GUARDIA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,2,3,1,2,3,5,8
LA PAZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,80,146,32,44,112,190,302
LAGUNILLAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,0,0,1,0,1,0,1
LICOMA PAMPA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,3,7,0,0,3,7,10
LLALLAGUA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,1,0,0,0,1,0,1
LLICA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,18,13,2,5,20,18,38
LURIBAY,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,3,2,0,0,3,2,5
MAGDALENA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,4,13,25,10,29,23,52
MAIRANA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,1,0,0,0,1,0,1
MALLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,1,1,2,0,3,1,4
MECAPACA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,2,2,0,0,2,2,4
MIZQUE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,6,8,0,0,6,8,14
MONTEAGUDO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,0,1,0,0,0,1,1
MONTERO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,19,29,4,20,23,49,72
MORO MORO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,0,1,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,0,0,4,1,4,1,5
ORURO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,30,32,4,11,34,43,77
PADCAYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,1,1,0,0,1,1,2
PAILON,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,0,0,0,3,0,3,3
PALOS BLANCOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,4,7,1,3,5,10,15
PAMPA GRANDE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,2,2,0,0,2,2,4
PAZÑA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,5,9,0,0,5,9,14
PELECHUCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,1,1,0,1,1,2,3
POCONA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,2,6,0,0,2,6,8
POJO (CBBA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,0,2,0,0,0,2,2
POOPO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,0,1,0,0,0,1,1
POROMA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,1,1,0,0,1,1,2
PORVENIR,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,0,2,0,0,0,2,2
POTOSI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,11,32,0,0,11,32,43
PUCARANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,0,2,1,0,1,2,3
PUERTO ACOSTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,1,0,0,0,1,0,1
PUERTO CARABUCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,0,2,0,0,0,2,2
PUERTO GONZALO MORENO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,3,4,0,0,3,4,7
PUERTO RICO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,3,2,2,0,5,2,7
PUERTO SILES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,3,1,0,0,3,1,4
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,3,6,0,0,3,6,9
PUNA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,3,6,0,0,3,6,9
PUNATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,16,39,2,7,18,46,64
QUILLACOLLO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,5,9,0,0,5,9,14
QUIME,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,3,1,0,0,3,1,4
RAVELO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,12,15,0,1,12,16,28
RIBERALTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,13,31,2,1,15,32,47
ROBORE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,1,1,0,0,1,1,2
RURRENABAQUE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2018-04-01,0,1,108,1,108,2,110
