,group,variable,month,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS DENTRO,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS DENTRO,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS FUERA,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS FUERA,TOTALES,TOTALES,TOTALES
ARANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,28,0,17,0,45,45
ARBIETO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,53,0,27,0,80,80
ARQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,28,0,18,0,46,46
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,28,0,7,0,35,35
ATOCHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,31,0,17,0,48,48
AUCAPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,15,0,3,0,18,18
AYATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,4,0,0,0,4,4
AYO AYO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,17,0,2,0,19,19
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,48,0,32,0,80,80
AZURDUY,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,28,0,40,0,68,68
BATALLAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,15,0,19,0,34,34
BAURES,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,6,0,4,0,10,10
BELEN DE URMIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,0,0,2,0,2,2
BELLA FLOR,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,2,0,10,0,12,12
BERMEJO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,149,0,8,0,157,157
BETANZOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,84,0,35,0,119,119
BOLIVAR,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,8,0,7,0,15,15
BOLPEBRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,1,0,1,0,2,2
BOYUIBE,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,3,0,0,0,3,3
BUENA VISTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,3,0,6,0,9,9
CABEZAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,16,0,13,0,29,29
CAIROMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,25,0,14,0,39,39
"CAIZA ""D""",otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,12,0,3,0,15,15
CAJUATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,52,0,0,0,52,52
CALACOTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,0,0,3,0,3,3
CALAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,32,0,3,0,35,35
CAMARGO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,10,0,11,0,21,21
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,9,0,6,0,15,15
CAMIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,58,0,10,0,68,68
CAPINOTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,47,0,7,0,54,54
CAQUIAVIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,26,0,5,0,31,31
CARACOLLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,9,0,12,0,21,21
CARANAVI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,194,0,15,0,209,209
CARAPARI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,26,0,23,0,49,49
CARIPUYO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,16,0,17,0,33,33
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,16,0,0,0,16,16
CATACORA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,0,0,3,0,3,3
CHACARILLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,1,0,1,0,2,2
CHALLAPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,14,0,20,0,34,34
CHAQUI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,27,0,2,0,29,29
CHARAGUA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,15,0,16,0,31,31
CHARAÑA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,1,0,0,0,1,1
CHAYANTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,27,0,20,0,47,47
CHIMORE,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,88,0,20,0,108,108
CHIPAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,2,0,0,0,2,2
CHOQUE COTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,2,0,0,0,2,2
CHUA COCANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,0,0,15,0,15,15
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,47,0,13,0,60,60
CHUMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,23,0,2,0,25,25
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,13,0,12,0,25,25
CKOCHAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,37,0,25,0,62,62
CLIZA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,26,0,53,0,79,79
COBIJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,135,0,27,0,162,162
COCAPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,34,0,37,0,71,71
COCHABAMBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,1572,0,1099,0,2671,2671
COIPASA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,0,0,4,0,4,4
COLCAPIRHUA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,90,0,109,0,199,199
"COLCHA ""K""",otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,67,0,15,0,82,82
COLLANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,10,0,3,0,13,13
COLOMI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,110,0,10,0,120,120
COLPA BELGICA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,6,0,0,0,6,6
COLQUECHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,142,0,77,0,219,219
COLQUENCHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,21,0,0,0,21,21
COLQUIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,40,0,26,0,66,66
COMANCHE,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,4,0,0,0,4,4
COMARAPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,21,0,5,0,26,26
COMBAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,1,0,3,0,4,4
CONCEPCION,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,42,0,6,0,48,48
COPACABANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,14,0,17,0,31,31
CORIPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,42,0,29,0,71,71
CORO CORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,5,0,3,0,8,8
COROICO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,14,0,13,0,27,27
CORQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,2,0,5,0,7,7
COTAGAITA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,31,0,22,0,53,53
COTOCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,132,0,10,0,142,142
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,47,0,9,0,56,56
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,4,0,3,0,7,7
CUEVO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,8,0,0,0,8,8
CULPINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,43,0,13,0,56,56
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,1,0,4,0,5,5
CURVA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,2,0,4,0,6,6
DESAGUADERO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,12,0,11,0,23,23
EL ALTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,3383,0,1335,0,4718,4718
EL CHORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,7,0,1,0,8,8
EL PUENTE(STC),otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,9,0,1,0,10,10
EL PUENTE(TJA),otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,11,0,3,0,14,14
EL TORNO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,67,0,21,0,88,88
EL VILLAR,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,8,0,5,0,13,13
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,49,0,17,0,66,66
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,106,0,14,0,120,120
ESCOMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,23,0,0,0,23,23
ESMERALDA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,0,0,1,0,1,1
EUCALIPTUS,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,5,0,0,0,5,5
EUREKA (SANTOS MERCADO),otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,5,0,0,0,5,5
EXALTACION,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,4,0,6,0,10,10
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,32,0,2,0,34,34
FILADELFIA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,9,0,6,0,15,15
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,14,0,0,0,14,14
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,8,0,12,0,20,20
GUANAY,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,35,0,14,0,49,49
GUAQUI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,5,0,3,0,8,8
GUAYARAMERIN,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,124,0,12,0,136,136
GUTIERREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,13,0,5,0,18,18
HUACARETA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,10,0,20,0,30,30
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,2,0,8,0,10,10
HUACHACALLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,1,0,1,0,2,2
HUANUNI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,32,0,4,0,36,36
HUARACAJE,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,13,0,0,0,13,13
HUARINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,9,0,3,0,12,12
HUATAJATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,2,0,0,0,2,2
HUAYLLAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,3,0,0,0,3,3
HUMANATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,4,0,3,0,7,7
ICHOCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,6,0,6,0,12,12
ICLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,15,0,9,0,24,24
INCAHUASI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,34,0,38,0,72,72
INGAVI (HUMAITA),otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,1,0,0,0,1,1
INQUISIVI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,17,0,8,0,25,25
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,28,0,9,0,37,37
IXIAMAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,24,0,0,0,24,24
JESUS DE MACHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,22,0,5,0,27,27
LA ASUNTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,183,0,22,0,205,205
LA GUARDIA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,197,0,1,0,198,198
LA PAZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,2032,0,235,0,2267,2267
LAGUNILLAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,9,0,5,0,14,14
LAJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,42,0,3,0,45,45
LAS CARRERAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,3,0,7,0,10,10
LICOMA PAMPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,6,0,1,0,7,7
LLALLAGUA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,175,0,139,0,314,314
LLICA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,2,0,0,0,2,2
LURIBAY,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,13,0,8,0,21,21
MACHACAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,7,0,0,0,7,7
MACHARETI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,18,0,9,0,27,27
MAGDALENA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,6,0,21,0,27,27
MAIRANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,8,0,1,0,9,9
MALLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,1,0,5,0,6,6
MAPIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,103,0,1,0,104,104
MECAPACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,31,0,5,0,36,36
MINEROS,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,59,0,0,0,59,59
MIZQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,46,0,12,0,58,58
MOCOMOCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,16,0,14,0,30,30
MOJOCOYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,8,0,3,0,11,11
MONTEAGUDO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,46,0,13,0,59,59
MONTERO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,277,0,15,0,292,292
MORO MORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,2,0,0,0,2,2
MOROCHATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,7,0,35,0,42,42
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,5,0,7,0,12,12
NAZACARA DE PACAJES,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,2,0,0,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,0,0,5,0,5,5
OCURI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,33,0,35,0,68,68
OKINAWA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,11,0,1,0,12,12
OMEREQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,5,0,10,0,15,15
ORURO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,689,0,195,0,884,884
PADCAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,35,0,11,0,46,46
PADILLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,36,0,19,0,55,55
PAILON,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,19,0,23,0,42,42
PALCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,40,0,16,0,56,56
PALOS BLANCOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,41,0,34,0,75,75
PAMPA AULLAGAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,1,0,0,0,1,1
PAMPA GRANDE,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,18,0,2,0,20,20
PAPEL PAMPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,15,0,2,0,17,17
PASORAPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,5,0,2,0,7,7
PATACAMAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,50,0,0,0,50,50
PAZÑA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,1,0,0,0,1,1
PELECHUCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,18,0,4,0,22,22
POCOATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,15,0,31,0,46,46
POCONA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,31,0,13,0,44,44
POJO (CBBA),otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,27,0,4,0,31,31
POOPO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,5,0,1,0,6,6
PORCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,15,0,8,0,23,23
POROMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,37,0,25,0,62,62
PORONGO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,4,0,7,0,11,11
PORTACHUELO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,70,0,0,0,70,70
PORVENIR,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,19,0,0,0,19,19
POTOSI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,653,0,177,0,830,830
PRESTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,13,0,12,0,25,25
PUCARANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,74,0,40,0,114,114
PUERTO ACOSTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,9,0,8,0,17,17
PUERTO CARABUCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,9,0,7,0,16,16
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,5,0,7,0,12,12
PUERTO PEREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,4,0,9,0,13,13
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,19,0,0,0,19,19
PUERTO RICO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,21,0,20,0,41,41
PUERTO SILES,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,2,0,0,0,2,2
PUERTO SUAREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,17,0,6,0,23,23
PUERTO VILLARROEL,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,172,0,113,0,285,285
PUNA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,51,0,28,0,79,79
PUNATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,58,0,100,0,158,158
QUIABAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,10,0,2,0,12,12
QUILLACOLLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,89,0,242,0,331,331
QUIME,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,13,0,20,0,33,33
RAQAYPAMPA(ETA),otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,17,0,1,0,18,18
RAVELO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,29,0,33,0,62,62
REYES,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,62,0,0,0,62,62
RIBERALTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,435,0,5,0,440,440
RURRENABAQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,31,0,53,0,84,84
SABAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,6,0,3,0,9,9
SACABA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,375,0,237,0,612,612
SACABAMBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,8,0,8,0,16,16
SACACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,54,0,64,0,118,118
SAIPINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,12,0,0,0,12,12
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,7,0,6,0,13,13
SAMAIPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,15,0,1,0,16,16
SAN AGUSTIN,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,2,0,0,0,2,2
SAN ANDRES,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,21,0,8,0,29,29
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,9,0,0,0,9,9
SAN ANTONIO DE ESMORUCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,4,0,1,0,5,5
SAN ANTONIO DE LOMERIO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,1,0,2,0,3,3
SAN BENITO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,34,0,6,0,40,40
SAN BORJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,137,0,77,0,214,214
SAN BUENA VENTURA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,17,0,7,0,24,24
SAN CARLOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,31,0,0,0,31,31
SAN IGNACIO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,83,0,28,0,111,111
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,180,0,13,0,193,193
SAN JAVIER(BNI),otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,1,0,0,0,1,1
SAN JAVIER(STC),otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,25,0,0,0,25,25
SAN JOAQUIN,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,5,0,0,0,5,5
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,12,0,6,0,18,18
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,6,0,1,0,7,7
SAN JULIAN,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,60,0,11,0,71,71
SAN LORENZO(PND),otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,13,0,10,0,23,23
SAN LORENZO(TJA),otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,24,0,14,0,38,38
SAN LUCAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,94,0,73,0,167,167
SAN MATIAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,23,0,13,0,36,36
SAN MIGUEL DE VELASCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,19,0,12,0,31,31
SAN PABLO DE LIPEZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,5,0,1,0,6,6
SAN PEDRO,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,10,0,0,0,10,10
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,80,0,45,0,125,125
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,2,0,9,0,11,11
SAN PEDRO DE QUEMES,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,0,0,1,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,15,0,1,0,16,16
SAN PEDRO(PND),otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,0,0,5,0,5,5
SAN RAFAEL,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,3,0,5,0,8,8
SAN RAMON BENI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,23,0,0,0,23,23
SAN RAMON SCZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,12,0,0,0,12,12
SANTA ANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,2,0,1,0,3,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,2244,0,19,0,2263,2263
SANTA ROSA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,31,0,17,0,48,48
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,15,0,2,0,17,17
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,3,0,1,0,4,4
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,2,0,2,0,4,4
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,10,0,2,0,12,12
SANTIAGO DE MACHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,9,0,2,0,11,11
SANTIVAÑES,otras vacunaciones,influenza estacional a mujeres embarazadas,2018-06-01,0,4,0,4,0,8,8
