,group,variable,month,INFLUENZA ESTACIONAL A PERSONAL DE SALUD DENTRO,INFLUENZA ESTACIONAL A PERSONAL DE SALUD DENTRO,INFLUENZA ESTACIONAL A PERSONAL DE SALUD FUERA,INFLUENZA ESTACIONAL A PERSONAL DE SALUD FUERA,TOTALES,TOTALES,TOTALES
ICLA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,18.0,13.0,1.0,1.0,19.0,14.0,33.0
INCAHUASI,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,10.0,20.0,0.0,0.0,10.0,20.0,30.0
INQUISIVI,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,8.0,2.0,1.0,0.0,9.0,2.0,11.0
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a personal de salud,2018-05-01,10.0,29.0,0.0,1.0,10.0,30.0,40.0
IXIAMAS,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,7.0,11.0,0.0,0.0,7.0,11.0,18.0
JESUS DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,17.0,45.0,0.0,0.0,17.0,45.0,62.0
LA ASUNTA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,25.0,19.0,0.0,0.0,25.0,19.0,44.0
LA GUARDIA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,95.0,207.0,14.0,51.0,109.0,258.0,367.0
LA PAZ,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,2230.0,2259.0,407.0,659.0,2637.0,2918.0,5555.0
LA RIVERA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,1.0,4.0,0.0,0.0,1.0,4.0,5.0
LAGUNILLAS,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,10.0,12.0,1.0,2.0,11.0,14.0,25.0
LAJA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,12.0,33.0,1.0,0.0,13.0,33.0,46.0
LAS CARRERAS,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,9.0,17.0,0.0,0.0,9.0,17.0,26.0
LLALLAGUA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,40.0,54.0,0.0,0.0,40.0,54.0,94.0
LLICA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,13.0,15.0,0.0,0.0,13.0,15.0,28.0
LORETO,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,1.0,3.0,4.0,6.0,5.0,9.0,14.0
LURIBAY,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,5.0,5.0,0.0,0.0,5.0,5.0,10.0
MACHACAMARCA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,1.0,2.0,0.0,1.0,1.0,3.0,4.0
MAGDALENA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,22.0,17.0,0.0,3.0,22.0,20.0,42.0
MAIRANA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,11.0,40.0,0.0,0.0,11.0,40.0,51.0
MAPIRI,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,12.0,10.0,1.0,0.0,13.0,10.0,23.0
MECAPACA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,2.0,12.0,1.0,0.0,3.0,12.0,15.0
MINEROS,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,35.0,61.0,1.0,0.0,36.0,61.0,97.0
MIZQUE,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,3.0,5.0,7.0,18.0,10.0,23.0,33.0
MOCOMOCO,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,17.0,25.0,0.0,1.0,17.0,26.0,43.0
MOJINETE,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,5.0,2.0,2.0,1.0,7.0,3.0,10.0
MOJOCOYA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,10.0,14.0,2.0,0.0,12.0,14.0,26.0
MONTEAGUDO,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,42.0,62.0,0.0,0.0,42.0,62.0,104.0
MONTERO,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,209.0,642.0,72.0,143.0,281.0,785.0,1066.0
MORO MORO,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,5.0,6.0,0.0,0.0,5.0,6.0,11.0
MOROCHATA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional a personal de salud,2018-05-01,4.0,12.0,2.0,5.0,6.0,17.0,23.0
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,influenza estacional a personal de salud,2018-05-01,0.0,0.0,2.0,3.0,2.0,3.0,5.0
OCURI,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,11.0,15.0,0.0,0.0,11.0,15.0,26.0
OKINAWA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,27.0,60.0,0.0,0.0,27.0,60.0,87.0
OMEREQUE,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,5.0,9.0,0.0,1.0,5.0,10.0,15.0
ORURO,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,436.0,870.0,150.0,262.0,586.0,1132.0,1718.0
PADCAYA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,10.0,16.0,2.0,0.0,12.0,16.0,28.0
PADILLA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,15.0,19.0,0.0,1.0,15.0,20.0,35.0
PAILON,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,20.0,39.0,25.0,42.0,45.0,81.0,126.0
PALCA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,14.0,14.0,4.0,6.0,18.0,20.0,38.0
PALOS BLANCOS,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,17.0,21.0,8.0,15.0,25.0,36.0,61.0
PAMPA AULLAGAS,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,5.0,9.0,0.0,1.0,5.0,10.0,15.0
PAMPA GRANDE,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,16.0,28.0,2.0,4.0,18.0,32.0,50.0
PAPEL PAMPA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,5.0,9.0,1.0,0.0,6.0,9.0,15.0
PASORAPA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,2.0,1.0,1.0,3.0,3.0,4.0,7.0
PATACAMAYA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,2.0,28.0,0.0,0.0,2.0,28.0,30.0
PAZÑA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,12.0,15.0,0.0,1.0,12.0,16.0,28.0
PELECHUCO,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,12.0,7.0,0.0,0.0,12.0,7.0,19.0
POCOATA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,11.0,18.0,2.0,0.0,13.0,18.0,31.0
POCONA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,4.0,12.0,0.0,0.0,4.0,12.0,16.0
POJO (CBBA),otras vacunaciones,influenza estacional a personal de salud,2018-05-01,6.0,7.0,0.0,3.0,6.0,10.0,16.0
POOPO,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,5.0,24.0,0.0,0.0,5.0,24.0,29.0
PORCO,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,8.0,13.0,0.0,1.0,8.0,14.0,22.0
POROMA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,20.0,20.0,0.0,1.0,20.0,21.0,41.0
PORONGO,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,16.0,20.0,16.0,25.0,32.0,45.0,77.0
PORTACHUELO,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,69.0,153.0,0.0,0.0,69.0,153.0,222.0
PORVENIR,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,9.0,22.0,0.0,2.0,9.0,24.0,33.0
POSTRER VALLE,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,6.0,9.0,0.0,0.0,6.0,9.0,15.0
POTOSI,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,252.0,560.0,27.0,52.0,279.0,612.0,891.0
PRESTO,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,11.0,11.0,0.0,0.0,11.0,11.0,22.0
PUCARA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,6.0,9.0,0.0,1.0,6.0,10.0,16.0
PUCARANI,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,20.0,32.0,5.0,10.0,25.0,42.0,67.0
PUERTO ACOSTA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,3.0,10.0,3.0,3.0,6.0,13.0,19.0
PUERTO CARABUCO,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,17.0,21.0,0.0,1.0,17.0,22.0,39.0
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,13.0,13.0,0.0,3.0,13.0,16.0,29.0
PUERTO PEREZ,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,5.0,14.0,4.0,1.0,9.0,15.0,24.0
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,41.0,58.0,1.0,1.0,42.0,59.0,101.0
PUERTO RICO,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,11.0,14.0,1.0,1.0,12.0,15.0,27.0
PUERTO SILES,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,6.0,3.0,0.0,0.0,6.0,3.0,9.0
PUERTO SUAREZ,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,29.0,54.0,3.0,12.0,32.0,66.0,98.0
PUERTO VILLARROEL,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,70.0,148.0,9.0,7.0,79.0,155.0,234.0
PUNA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,19.0,28.0,0.0,1.0,19.0,29.0,48.0
PUNATA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,67.0,96.0,4.0,4.0,71.0,100.0,171.0
QUILLACOLLO,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,113.0,201.0,79.0,107.0,192.0,308.0,500.0
QUIME,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,11.0,10.0,2.0,1.0,13.0,11.0,24.0
QUIRUSILLAS,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,4.0,13.0,0.0,0.0,4.0,13.0,17.0
RAQAYPAMPA(ETA),otras vacunaciones,influenza estacional a personal de salud,2018-05-01,5.0,7.0,0.0,0.0,5.0,7.0,12.0
RAVELO,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,0.0,4.0,0.0,1.0,0.0,5.0,5.0
REYES,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,5.0,12.0,4.0,3.0,9.0,15.0,24.0
RIBERALTA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,48.0,119.0,4.0,1.0,52.0,120.0,172.0
ROBORE,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,60.0,74.0,0.0,1.0,60.0,75.0,135.0
RURRENABAQUE,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,8.0,7.0,15.0,32.0,23.0,39.0,62.0
SABAYA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,16.0,13.0,0.0,0.0,16.0,13.0,29.0
SACABA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,81.0,157.0,154.0,187.0,235.0,344.0,579.0
SACABAMBA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,5.0,12.0,0.0,0.0,5.0,12.0,17.0
SACACA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,6.0,4.0,0.0,0.0,6.0,4.0,10.0
SAIPINA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,11.0,25.0,1.0,2.0,12.0,27.0,39.0
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,12.0,27.0,3.0,5.0,15.0,32.0,47.0
SAMAIPATA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,22.0,34.0,2.0,4.0,24.0,38.0,62.0
SAN AGUSTIN,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,3.0,6.0,0.0,0.0,3.0,6.0,9.0
SAN ANDRES,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,6.0,15.0,4.0,5.0,10.0,20.0,30.0
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,12.0,10.0,0.0,0.0,12.0,10.0,22.0
SAN ANTONIO DE ESMORUCO,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,6.0,8.0,0.0,0.0,6.0,8.0,14.0
SAN ANTONIO DE LOMERIO,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,16.0,13.0,1.0,0.0,17.0,13.0,30.0
SAN BENITO,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,6.0,27.0,1.0,3.0,7.0,30.0,37.0
SAN BORJA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,96.0,33.0,0.0,0.0,96.0,33.0,129.0
SAN BUENA VENTURA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,10.0,21.0,1.0,1.0,11.0,22.0,33.0
SAN CARLOS,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,43.0,100.0,0.0,0.0,43.0,100.0,143.0
SAN IGNACIO,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,38.0,66.0,1.0,2.0,39.0,68.0,107.0
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,94.0,239.0,0.0,0.0,94.0,239.0,333.0
SAN JAVIER(BNI),otras vacunaciones,influenza estacional a personal de salud,2018-05-01,6.0,6.0,3.0,6.0,9.0,12.0,21.0
SAN JAVIER(STC),otras vacunaciones,influenza estacional a personal de salud,2018-05-01,13.0,23.0,0.0,1.0,13.0,24.0,37.0
SAN JOAQUIN,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,16.0,32.0,0.0,0.0,16.0,32.0,48.0
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,43.0,154.0,0.0,0.0,43.0,154.0,197.0
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,15.0,20.0,3.0,2.0,18.0,22.0,40.0
SAN JULIAN,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,63.0,85.0,11.0,10.0,74.0,95.0,169.0
SAN LORENZO(PND),otras vacunaciones,influenza estacional a personal de salud,2018-05-01,4.0,3.0,3.0,9.0,7.0,12.0,19.0
SAN LORENZO(TJA),otras vacunaciones,influenza estacional a personal de salud,2018-05-01,20.0,43.0,0.0,3.0,20.0,46.0,66.0
SAN LUCAS,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,40.0,62.0,0.0,0.0,40.0,62.0,102.0
SAN MATIAS,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,27.0,36.0,33.0,23.0,60.0,59.0,119.0
SAN MIGUEL DE VELASCO,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,24.0,60.0,0.0,0.0,24.0,60.0,84.0
SAN PABLO DE LIPEZ,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,5.0,3.0,1.0,0.0,6.0,3.0,9.0
SAN PEDRO,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,39.0,75.0,1.0,2.0,40.0,77.0,117.0
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,38.0,26.0,4.0,1.0,42.0,27.0,69.0
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,4.0,2.0,2.0,3.0,6.0,5.0,11.0
SAN PEDRO DE QUEMES,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,7.0,1.0,0.0,0.0,7.0,1.0,8.0
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,8.0,18.0,1.0,3.0,9.0,21.0,30.0
SAN RAFAEL,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,2.0,1.0,11.0,22.0,13.0,23.0,36.0
SAN RAMON BENI,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,16.0,35.0,0.0,0.0,16.0,35.0,51.0
SAN RAMON SCZ,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,18.0,29.0,0.0,0.0,18.0,29.0,47.0
SANTA ANA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,56.0,63.0,1.0,0.0,57.0,63.0,120.0
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,4740.0,7075.0,0.0,9.0,4740.0,7084.0,11824.0
SANTA ROSA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,11.0,25.0,0.0,0.0,11.0,25.0,36.0
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,35.0,54.0,1.0,7.0,36.0,61.0,97.0
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,4.0,7.0,2.0,2.0,6.0,9.0,15.0
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,8.0,10.0,8.0,12.0,16.0,22.0,38.0
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,8.0,14.0,0.0,0.0,8.0,14.0,22.0
SANTIAGO DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,5.0,7.0,1.0,2.0,6.0,9.0,15.0
SANTIVAÑES,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,13.0,8.0,4.0,2.0,17.0,10.0,27.0
SANTUARIO DE QUILLACAS,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,8.0,12.0,1.0,1.0,9.0,13.0,22.0
SAPAHAQUI,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,8.0,10.0,1.0,4.0,9.0,14.0,23.0
SENA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,1.0,4.0,0.0,0.0,1.0,4.0,5.0
SHINAOTA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,22.0,50.0,1.0,0.0,23.0,50.0,73.0
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional a personal de salud,2018-05-01,18.0,32.0,3.0,3.0,21.0,35.0,56.0
SICAYA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,3.0,3.0,0.0,0.0,3.0,3.0,6.0
SIPE SIPE,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,35.0,76.0,14.0,36.0,49.0,112.0,161.0
SOPACHUY,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SORACACHI,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,25.0,24.0,2.0,6.0,27.0,30.0,57.0
SORATA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,12.0,6.0,1.0,1.0,13.0,7.0,20.0
SUCRE,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,320.0,837.0,50.0,68.0,370.0,905.0,1275.0
TACACHI,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
TACOBAMBA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,6.0,5.0,0.0,0.0,6.0,5.0,11.0
TACOPAYA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,4.0,4.0,3.0,4.0,7.0,8.0,15.0
TAHUA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,5.0,7.0,0.0,1.0,5.0,8.0,13.0
TAPACARI,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,18.0,21.0,2.0,1.0,20.0,22.0,42.0
TARABUCO,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,32.0,46.0,0.0,0.0,32.0,46.0,78.0
TARACO,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,4.0,5.0,0.0,0.0,4.0,5.0,9.0
TARATA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,7.0,15.0,5.0,2.0,12.0,17.0,29.0
TARIJA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,192.0,432.0,9.0,31.0,201.0,463.0,664.0
TARVITA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,26.0,30.0,0.0,1.0,26.0,31.0,57.0
TEOPONTE,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,14.0,25.0,1.0,0.0,15.0,25.0,40.0
TIAWANACU,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,11.0,16.0,3.0,5.0,14.0,21.0,35.0
TINGUIPAYA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,10.0,9.0,0.0,0.0,10.0,9.0,19.0
TIPUANI,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,9.0,11.0,0.0,0.0,9.0,11.0,20.0
TIQUIPAYA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,17.0,65.0,28.0,74.0,45.0,139.0,184.0
TIRAQUE (CBBA),otras vacunaciones,influenza estacional a personal de salud,2018-05-01,9.0,32.0,2.0,3.0,11.0,35.0,46.0
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,influenza estacional a personal de salud,2018-05-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
TOCO,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,13.0,26.0,0.0,0.0,13.0,26.0,39.0
TODOS SANTOS,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,4.0,0.0,0.0,0.0,4.0,0.0,4.0
TOLATA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,3.0,8.0,0.0,0.0,3.0,8.0,11.0
TOLEDO,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,6.0,5.0,1.0,2.0,7.0,7.0,14.0
TOMAVE,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,15.0,16.0,3.0,5.0,18.0,21.0,39.0
TOMINA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,17.0,43.0,0.0,2.0,17.0,45.0,62.0
TORO TORO,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,0.0,0.0,7.0,4.0,7.0,4.0,11.0
TOTORA(CBBA),otras vacunaciones,influenza estacional a personal de salud,2018-05-01,5.0,8.0,0.0,0.0,5.0,8.0,13.0
TOTORA(ORR),otras vacunaciones,influenza estacional a personal de salud,2018-05-01,13.0,13.0,2.0,2.0,15.0,15.0,30.0
TRIGAL,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,8.0,8.0,0.0,0.0,8.0,8.0,16.0
TRINIDAD,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,168.0,312.0,88.0,67.0,256.0,379.0,635.0
TUPIZA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,43.0,71.0,13.0,9.0,56.0,80.0,136.0
TURCO,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,14.0,22.0,0.0,0.0,14.0,22.0,36.0
UMALA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,7.0,15.0,0.0,0.0,7.0,15.0,22.0
UNCIA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,30.0,39.0,8.0,8.0,38.0,47.0,85.0
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional a personal de salud,2018-05-01,16.0,20.0,0.0,0.0,16.0,20.0,36.0
URUBICHA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,10.0,24.0,0.0,0.0,10.0,24.0,34.0
UYUNI,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,45.0,30.0,12.0,29.0,57.0,59.0,116.0
VACAS,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,17.0,22.0,2.0,5.0,19.0,27.0,46.0
VALLEGRANDE,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,50.0,116.0,4.0,8.0,54.0,124.0,178.0
VIACHA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,118.0,170.0,10.0,32.0,128.0,202.0,330.0
VILA VILA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,5.0,2.0,0.0,0.0,5.0,2.0,7.0
VILLA CHARCAS,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,12.0,14.0,0.0,0.0,12.0,14.0,26.0
VILLA MONTES,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,114.0,214.0,1.0,4.0,115.0,218.0,333.0
VILLA NUEVA (LOMA ALTA),otras vacunaciones,influenza estacional a personal de salud,2018-05-01,6.0,9.0,1.0,3.0,7.0,12.0,19.0
VILLA RIVERO,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,20.0,25.0,2.0,2.0,22.0,27.0,49.0
VILLA SERRANO,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,19.0,29.0,0.0,2.0,19.0,31.0,50.0
VILLA TUNARI,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,108.0,140.0,17.0,14.0,125.0,154.0,279.0
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional a personal de salud,2018-05-01,2.0,20.0,2.0,3.0,4.0,23.0,27.0
VILLAZON,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,37.0,83.0,0.0,3.0,37.0,86.0,123.0
VINTO,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,29.0,50.0,100.0,123.0,129.0,173.0,302.0
VITICHI,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,7.0,7.0,0.0,0.0,7.0,7.0,14.0
WALDO BALLIVIAN,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,4.0,4.0,0.0,0.0,4.0,4.0,8.0
WARNES,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,123.0,231.0,5.0,8.0,128.0,239.0,367.0
YACO,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,5.0,5.0,0.0,1.0,5.0,6.0,11.0
YACUIBA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,95.0,136.0,16.0,35.0,111.0,171.0,282.0
YAMPARAEZ,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,4.0,8.0,0.0,0.0,4.0,8.0,12.0
YANACACHI,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,7.0,9.0,0.0,1.0,7.0,10.0,17.0
YAPACANI,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,110.0,206.0,0.0,13.0,110.0,219.0,329.0
YOCALLA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,12.0,10.0,1.0,0.0,13.0,10.0,23.0
YOTALA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,7.0,13.0,5.0,5.0,12.0,18.0,30.0
YUNCHARA,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
YUNGUYO DE LITORAL,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,0.0,0.0,1.0,1.0,1.0,1.0,2.0
ZUDAÑEZ,otras vacunaciones,influenza estacional a personal de salud,2018-05-01,7.0,14.0,2.0,2.0,9.0,16.0,25.0
ACACIO,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,9.0,7.0,0.0,1.0,9.0,8.0,17.0
ACHACACHI,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,10.0,14.0,1.0,2.0,11.0,16.0,27.0
ACHOCALLA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,2.0,11.0,0.0,0.0,2.0,11.0,13.0
AIQUILE,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,9.0,15.0,6.0,12.0,15.0,27.0,42.0
ALALAY,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,2.0,3.0,0.0,0.0,2.0,3.0,5.0
ALCALA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,5.0,5.0,0.0,1.0,5.0,6.0,11.0
