,group,variable,month,HEPATITIS B 2DA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 2DA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 2DA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,HEPATITIS B 2DA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,TOTALES,TOTALES,TOTALES
BERMEJO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2018-12-01,0,0,0,2,0,2,2
CKOCHAS,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2018-12-01,0,8,0,5,0,13,13
CUATRO CAÑADAS,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2018-12-01,1,3,0,0,1,3,4
EL ALTO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2018-12-01,0,8,0,0,0,8,8
LA PAZ,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2018-12-01,4,5,0,2,4,7,11
LAGUNILLAS,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2018-12-01,0,0,1,2,1,2,3
MIZQUE,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2018-12-01,0,1,0,0,0,1,1
ORURO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2018-12-01,5,6,0,0,5,6,11
PUCARANI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2018-12-01,0,1,0,0,0,1,1
SACABA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2018-12-01,6,1,8,13,14,14,28
SAN LORENZO(PND),otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2018-12-01,1,1,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2018-12-01,1,0,0,0,1,0,1
SUCRE,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2018-12-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2018-12-01,6,3,0,0,6,3,9
YACUIBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2018-12-01,0,2,0,0,0,2,2
