,group,variable,month,DT 2DA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 2DA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 2DA. DOSIS DE 7 A 49 AÑOS FUERA,DT 2DA. DOSIS DE 7 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
EXALTACION,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,2,1,11,22,13,23,36
FERNANDEZ ALONSO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,5,12,3,14,8,26,34
FILADELFIA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,2,6,2,6,4,10
GENERAL SAAVEDRA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,1,9,1,3,2,12,14
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,2,24,5,24,7,31
GUANAY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,4,9,0,2,4,11,15
GUAYARAMERIN,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,9,79,5,9,14,88,102
GUTIERREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,16,0,2,0,18,18
HUACARETA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,1,3,0,1,1,4,5
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,4,0,0,1,4,1,5
HUACHACALLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,2,0,0,0,2,0,2
HUANUNI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,23,8,13,8,36,44
HUARACAJE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,4,0,0,0,4,4
HUARINA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,1,3,7,3,8,11
HUATAJATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,4,9,1,1,5,10,15
HUAYLLAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,9,4,2,3,11,7,18
ICHOCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,1,14,9,14,10,24
INCAHUASI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,3,1,25,13,28,14,42
INGAVI (HUMAITA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,1,5,0,0,1,5,6
INQUISIVI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,3,1,1,1,4,5
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,2,3,1,3,3,6,9
IXIAMAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,1,1,2,1,3,2,5
JESUS DE MACHACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,1,1,0,3,1,4,5
LA ASUNTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,7,11,2,7,9,18,27
LA GUARDIA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,1,2,0,0,1,2,3
LA PAZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,150,929,533,444,683,1373,2056
LAGUNILLAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,5,3,0,0,5,3,8
LAJA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,1,22,1,4,2,26,28
LAS CARRERAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,3,5,5,5,8,13
LICOMA PAMPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,3,1,0,0,3,1,4
LLALLAGUA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,7,40,15,25,22,65,87
LLICA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,5,9,0,0,5,9,14
LORETO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,0,44,54,44,54,98
LURIBAY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,2,5,0,5,2,10,12
MACHARETI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,6,2,1,1,7,3,10
MAGDALENA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,1,7,2,4,3,11,14
MAIRANA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,2,2,4,2,6,8
MALLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,0,1,19,1,19,20
MAPIRI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,4,26,1,1,5,27,32
MECAPACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,1,11,0,1,1,12,13
MINEROS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,25,39,61,39,86,125
MIZQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,3,10,0,0,3,10,13
MOCOMOCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,11,21,27,21,38,59
MOJOCOYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,4,0,0,0,4,4
MONTEAGUDO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,5,5,0,6,5,11,16
MONTERO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,10,229,246,278,256,507,763
MOROCHATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,0,3,3,3,3,6
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,1,0,4,5,5,5,10
NAZACARA DE PACAJES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,4,0,0,0,4,4
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,0,1,0,1,0,1
OCURI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,3,18,8,19,11,37,48
OKINAWA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,2,1,2,1,4,5
OMEREQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,1,5,26,12,27,17,44
ORURO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,37,324,39,56,76,380,456
PADCAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,1,8,0,1,1,9,10
PAILON,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,7,21,19,21,26,47
PALCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,4,17,13,18,17,35,52
PALOS BLANCOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,6,18,75,87,81,105,186
PAMPA AULLAGAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,3,1,11,9,14,10,24
PAMPA GRANDE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,1,6,10,6,11,17
PAPEL PAMPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,6,0,0,0,6,6
PASORAPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,2,0,0,0,2,2
PATACAMAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,46,153,0,153,46,199
PAZÑA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,4,0,0,0,4,4
PELECHUCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,9,18,18,35,27,53,80
POCOATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,3,1,11,1,14,15
POCONA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,1,11,8,6,9,17,26
POJO (CBBA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,1,0,0,0,1,1
POOPO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,0,1,4,1,4,5
PORCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,19,2,4,2,23,25
POROMA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,0,6,2,6,2,8
PORTACHUELO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,1,19,0,0,1,19,20
PORVENIR,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,3,9,2,2,5,11,16
POTOSI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,31,351,29,48,60,399,459
PRESTO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,3,0,9,12,12,12,24
PUCARA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,4,0,0,0,4,4
PUCARANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,4,35,11,17,15,52,67
PUERTO ACOSTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,8,0,1,0,9,9
PUERTO CARABUCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,1,9,3,4,4,13,17
PUERTO GONZALO MORENO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,1,1,5,5,6,6,12
PUERTO PEREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,1,1,1,0,2,1,3
PUERTO QUIJARRO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,2,223,0,223,2,225
PUERTO RICO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,1,6,47,0,48,6,54
PUERTO SILES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,0,0,2,0,2,2
PUERTO SUAREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,3,3,110,0,113,3,116
PUERTO VILLARROEL,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,22,44,19,20,41,64,105
PUNA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,17,1,8,1,25,26
PUNATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,4,29,14,37,18,66,84
QUIABAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,1,0,0,0,1,1
QUILLACOLLO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,11,32,143,28,154,60,214
QUIME,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,1,6,26,18,27,24,51
RAQAYPAMPA(ETA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,1,0,6,0,7,7
RAVELO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,6,1,15,1,21,22
REYES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,7,0,0,0,7,7
RIBERALTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,131,4,3,4,134,138
ROBORE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,1,6,58,0,59,6,65
RURRENABAQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,5,24,5,5,10,29,39
SABAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,0,12,22,12,22,34
SACABA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,18,197,217,136,235,333,568
SACABAMBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,2,0,1,0,3,3
SACACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,2,20,0,7,2,27,29
SAIPINA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,1,5,0,0,1,5,6
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,7,8,10,8,17,25
SAMAIPATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,1,1,0,1,1,2
SAN AGUSTIN,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,1,0,0,0,1,1
SAN ANDRES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,6,15,8,5,14,20,34
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,3,8,6,12,9,20,29
SAN BENITO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,3,12,3,11,6,23,29
SAN BORJA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,6,33,77,41,83,74,157
SAN BUENA VENTURA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,1,2,0,2,1,3
SAN CARLOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,1,24,0,0,1,24,25
SAN IGNACIO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,12,44,18,8,30,52,82
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,2,9,1,2,3,11,14
SAN JAVIER(BNI),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,1,3,4,3,5,6,11
SAN JAVIER(STC),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,11,14,0,0,11,14,25
SAN JOAQUIN,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,179,32,0,0,179,32,211
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,33,9,25,26,58,35,93
SAN JUAN DE YAPACANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,6,13,16,13,22,35
SAN JULIAN,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,20,50,44,32,64,82,146
SAN LORENZO(PND),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,1,5,1,3,2,8,10
SAN LORENZO(TJA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,33,0,3,0,36,36
SAN LUCAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,2,36,7,36,9,45
SAN MATIAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,8,11,13,6,21,17,38
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,3,7,1,1,4,8,12
SAN PABLO DE LIPEZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,1,0,0,0,1,1
SAN PEDRO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,4,9,5,9,9,18
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,12,4,3,4,15,19
SAN PEDRO DE CURAHUARA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,4,0,1,0,5,5
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,3,1,0,0,3,1,4
SAN PEDRO(PND),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,0,4,1,4,1,5
SAN RAFAEL,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,4,0,4,0,8,8
SAN RAMON BENI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,6,0,0,0,6,6
SAN RAMON SCZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,1,8,0,0,1,8,9
SANTA ANA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,4,11,5,12,9,23,32
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,571,2354,484,359,1055,2713,3768
SANTA ROSA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,2,2,0,0,2,2,4
SANTA ROSA DEL SARA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,12,16,7,38,19,54,73
SANTIAGO DE CALLAPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,2,0,0,0,2,2
SANTIAGO DE HUARI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,4,7,6,7,10,17
SANTIAGO DE HUATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,1,2,0,0,1,2,3
SANTIAGO DE MACHACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,0,0,2,0,2,2
SANTIVAÑES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,1,3,1,4,2,7,9
SANTUARIO DE QUILLACAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,1,2,4,2,5,7
SAPAHAQUI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,3,5,0,5,3,10,13
SENA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,5,12,15,13,20,25,45
SHINAOTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,5,5,3,2,8,7,15
SICA SICA (VILLA AROMA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,1,8,8,10,9,18,27
SIPE SIPE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,4,21,5,16,9,37,46
SOPACHUY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,2,5,0,10,2,15,17
SORACACHI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,1,3,1,0,2,3,5
SORATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,3,11,5,25,8,36,44
SUCRE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,66,148,114,83,180,231,411
TACACHI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,3,2,0,0,3,2,5
TACACOMA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,1,8,20,16,21,24,45
TACOBAMBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,1,0,5,0,6,6
TACOPAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,2,1,5,7,7,8,15
TAPACARI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,23,14,3,8,26,22,48
TARABUCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,4,18,28,18,32,50
TARACO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,2,0,0,0,2,2
TARATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,1,1,6,6,7,7,14
TARIJA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,50,378,82,38,132,416,548
TARVITA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,1,12,4,0,5,12,17
TEOPONTE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,10,11,9,11,19,22,41
TIAWANACU,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,1,5,0,3,1,8,9
TINGUIPAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,7,0,11,0,18,18
TIPUANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,4,11,6,12,10,23,33
TIQUIPAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,11,37,26,35,37,72,109
TIRAQUE (CBBA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,2,6,3,16,5,22,27
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,2,5,0,2,2,7,9
TOCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,2,8,13,17,15,25,40
TODOS SANTOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,0,2,1,2,1,3
TOLATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,4,9,0,7,4,16,20
TOLEDO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,2,0,3,0,5,5
TOMAVE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,5,0,1,0,6,6
TOMINA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,0,0,1,0,1,1
TORO TORO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,6,8,14,8,20,28
TOTORA(CBBA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,2,3,6,8,8,11,19
TOTORA(ORR),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,1,4,1,1,2,5,7
TRINIDAD,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,17,189,107,55,124,244,368
TUPIZA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,4,44,4,7,8,51,59
TURCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,2,0,0,0,2,2
UMALA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,5,2,6,2,11,13
UNCIA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,8,8,15,8,23,31
URIONDO (A. CONCEPCION),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,2,19,1,7,3,26,29
URUBICHA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,36,29,0,0,36,29,65
UYUNI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,11,50,13,9,24,59,83
VACAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,1,2,2,11,3,13,16
VALLEGRANDE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,2,7,7,5,9,12,21
VIACHA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,11,66,175,50,186,116,302
VILA VILA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,0,5,4,5,4,9
VILLA CHARCAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,9,17,45,43,54,60,114
VILLA MONTES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,26,54,134,10,160,64,224
VILLA NUEVA (LOMA ALTA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,2,1,2,1,4,5
VILLA RIVERO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,3,10,6,7,9,17,26
VILLA SERRANO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,21,7,3,4,24,11,35
VILLA TUNARI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,37,72,364,149,401,221,622
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,2,8,0,1,2,9,11
VILLAZON,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,4,41,3,12,7,53,60
VINTO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,6,47,2,14,8,61,69
VITICHI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,5,1,3,1,8,9
WALDO BALLIVIAN,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,1,2,0,0,1,2,3
WARNES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,23,78,181,33,204,111,315
YACO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,1,0,4,4,5,4,9
YACUIBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,35,129,117,35,152,164,316
YAMPARAEZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,0,1,3,1,3,4
YANACACHI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,1,0,0,0,1,1
YAPACANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,12,8,2,13,14,21,35
YOCALLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,5,1,3,1,8,9
YOTALA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,0,7,4,7,4,11
YUNCHARA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,3,0,1,0,4,4
ZUDAÑEZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-03-01,0,1,5,3,5,4,9
ACACIO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-04-01,2,5,0,4,2,9,11
ACHACACHI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-04-01,2,12,48,63,50,75,125
ACHOCALLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-04-01,0,25,1,7,1,32,33
AIQUILE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-04-01,3,10,0,4,3,14,17
ALALAY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-04-01,0,0,1,0,1,0,1
ALCALA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-04-01,0,2,4,4,4,6,10
ALTO BENI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-04-01,2,8,20,29,22,37,59
ANCORAIMES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-04-01,1,5,2,10,3,15,18
ANDAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-04-01,3,8,9,16,12,24,36
ANTEQUERA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-04-01,0,1,0,0,0,1,1
ANZALDO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-04-01,0,0,0,6,0,6,6
APOLO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-04-01,19,28,51,39,70,67,137
ARAMPAMPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-04-01,1,2,12,11,13,13,26
ARANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-04-01,0,7,6,3,6,10,16
ARBIETO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-04-01,4,20,27,37,31,57,88
ARQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-04-01,4,8,11,12,15,20,35
ASCENCION DE GUARAYOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-04-01,23,71,0,0,23,71,94
ATOCHA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-04-01,3,10,28,19,31,29,60
AUCAPATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-04-01,0,3,8,8,8,11,19
AYATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-04-01,0,5,23,22,23,27,50
AYO AYO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-04-01,0,15,5,3,5,18,23
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2018-04-01,7,14,58,29,65,43,108
