,group,variable,month,INFLUENZA ESTACIONAL EN MAYORES DE 60 AÑOS DENTRO,INFLUENZA ESTACIONAL EN MAYORES DE 60 AÑOS DENTRO,INFLUENZA ESTACIONAL EN MAYORES DE 60 AÑOS FUERA,INFLUENZA ESTACIONAL EN MAYORES DE 60 AÑOS FUERA,TOTALES,TOTALES,TOTALES
VILLA CHARCAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-05-01,22,29,1,1,23,30,53
VILLA MONTES,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-05-01,319,311,239,277,558,588,1146
VILLA NUEVA (LOMA ALTA),otras vacunaciones,influenza estacional en mayores de 60 anos,2018-05-01,6,4,16,11,22,15,37
VILLA RIVERO,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-05-01,37,40,74,92,111,132,243
VILLA SERRANO,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-05-01,108,127,92,93,200,220,420
VILLA TUNARI,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-05-01,236,169,240,248,476,417,893
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional en mayores de 60 anos,2018-05-01,49,52,19,25,68,77,145
VILLAZON,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-05-01,179,250,121,168,300,418,718
VINTO,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-05-01,84,106,269,344,353,450,803
VITICHI,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-05-01,29,34,43,83,72,117,189
WALDO BALLIVIAN,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-05-01,5,8,10,17,15,25,40
WARNES,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-05-01,977,1099,234,254,1211,1353,2564
YACO,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-05-01,33,29,74,81,107,110,217
YACUIBA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-05-01,431,472,1180,1487,1611,1959,3570
YAMPARAEZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-05-01,32,33,15,19,47,52,99
YANACACHI,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-05-01,28,18,30,22,58,40,98
YAPACANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-05-01,607,508,211,215,818,723,1541
YOCALLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-05-01,59,73,90,127,149,200,349
YOTALA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-05-01,70,90,134,239,204,329,533
YUNCHARA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-05-01,9,9,13,28,22,37,59
YUNGUYO DE LITORAL,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-05-01,0,0,11,7,11,7,18
ZUDAÑEZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-05-01,30,39,107,108,137,147,284
ACACIO,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,21,34,95,103,116,137,253
ACHACACHI,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,115,79,321,451,436,530,966
ACHOCALLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,136,122,12,14,148,136,284
AIQUILE,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,76,95,231,355,307,450,757
ALALAY,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,10,13,46,62,56,75,131
ALCALA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,23,34,48,51,71,85,156
ALTO BENI,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,46,32,13,18,59,50,109
ANCORAIMES,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,89,76,199,291,288,367,655
ANDAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,20,19,33,41,53,60,113
ANTEQUERA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,5,3,14,13,19,16,35
ANZALDO,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,2,7,129,162,131,169,300
APOLO,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,44,42,84,112,128,154,282
ARAMPAMPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,13,7,110,138,123,145,268
ARANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,50,94,128,194,178,288,466
ARBIETO,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,71,114,354,546,425,660,1085
ARQUE,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,50,79,122,165,172,244,416
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,11,10,21,12,32,22,54
ATOCHA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,13,15,58,99,71,114,185
AUCAPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,53,60,30,39,83,99,182
AYATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,77,92,18,11,95,103,198
AYO AYO,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,39,39,129,113,168,152,320
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,114,116,384,461,498,577,1075
AZURDUY,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,59,58,83,125,142,183,325
BATALLAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,61,45,182,235,243,280,523
BAURES,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,17,14,11,20,28,34,62
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,0,0,3,0,3,0,3
BELEN DE URMIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,26,21,15,15,41,36,77
BELLA FLOR,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,2,2,16,16,18,18,36
BERMEJO,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,177,153,96,181,273,334,607
BETANZOS,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,331,373,493,596,824,969,1793
BOLIVAR,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,23,12,112,142,135,154,289
BOLPEBRA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,3,0,3,4,6,4,10
BOYUIBE,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,4,2,4,3,8,5,13
BUENA VISTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,39,50,61,59,100,109,209
CABEZAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,19,22,26,17,45,39,84
CAIROMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,39,26,133,106,172,132,304
"CAIZA ""D""",otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,24,36,83,128,107,164,271
CAJUATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,51,40,10,9,61,49,110
CALACOTO,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,18,7,154,145,172,152,324
CALAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,102,105,125,163,227,268,495
CAMARGO,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,90,122,164,240,254,362,616
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,26,45,60,64,86,109,195
CAMIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,88,79,63,88,151,167,318
CAPINOTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,24,24,190,288,214,312,526
CAQUIAVIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,89,84,191,206,280,290,570
CARACOLLO,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,63,63,94,97,157,160,317
CARANAVI,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,297,285,256,168,553,453,1006
CARAPARI,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,65,70,212,219,277,289,566
CARIPUYO,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,45,44,137,209,182,253,435
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,4,4,0,0,4,4,8
CATACORA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,5,8,22,22,27,30,57
CHACARILLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,3,2,9,12,12,14,26
CHALLAPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,62,62,335,362,397,424,821
CHAQUI,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,81,112,165,217,246,329,575
CHARAGUA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,32,22,49,57,81,79,160
CHARAÑA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,36,23,41,48,77,71,148
CHAYANTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,25,37,316,394,341,431,772
CHIMORE,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,38,29,125,81,163,110,273
CHIPAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,4,0,5,9,9,9,18
CHOQUE COTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,10,18,0,0,10,18,28
CHUA COCANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,0,0,66,92,66,92,158
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,83,73,203,172,286,245,531
CHUMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,97,108,96,104,193,212,405
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,13,19,66,135,79,154,233
CKOCHAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,156,186,169,221,325,407,732
CLIZA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,60,74,215,383,275,457,732
COBIJA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,80,75,156,218,236,293,529
COCAPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,84,83,170,177,254,260,514
COCHABAMBA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,2604,3008,2256,2779,4860,5787,10647
COIPASA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,0,0,5,6,5,6,11
COLCAPIRHUA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,137,204,340,430,477,634,1111
"COLCHA ""K""",otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,131,150,177,212,308,362,670
COLLANA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,18,12,88,97,106,109,215
COLOMI,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,156,191,40,48,196,239,435
COLPA BELGICA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,6,8,1,2,7,10,17
COLQUECHACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,230,290,638,772,868,1062,1930
COLQUENCHA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,79,70,34,30,113,100,213
COLQUIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,68,79,272,284,340,363,703
COMANCHE,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,6,5,31,46,37,51,88
COMARAPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,47,59,38,47,85,106,191
COMBAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,22,17,69,65,91,82,173
CONCEPCION,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,13,14,45,59,58,73,131
COPACABANA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,17,9,119,131,136,140,276
CORIPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,59,47,105,105,164,152,316
CORO CORO,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,66,56,119,130,185,186,371
COROICO,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,39,45,103,75,142,120,262
CORQUE,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,7,6,46,43,53,49,102
COTAGAITA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,132,166,355,563,487,729,1216
COTOCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,72,71,9,7,81,78,159
CRUZ DE MACHACAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,0,0,8,8,8,8,16
CUATRO CAÑADAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,84,78,82,119,166,197,363
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,10,21,46,66,56,87,143
CUEVO,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,0,2,0,0,0,2,2
CULPINA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,146,167,85,134,231,301,532
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,5,0,26,36,31,36,67
CURVA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,12,5,15,26,27,31,58
DESAGUADERO,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,18,15,195,275,213,290,503
EL ALTO,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,2235,2625,1701,2378,3936,5003,8939
EL CHORO,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,12,13,7,24,19,37,56
EL PUENTE(STC),otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,8,4,16,10,24,14,38
EL PUENTE(TJA),otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,20,24,74,90,94,114,208
EL TORNO,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,78,74,62,63,140,137,277
EL VILLAR,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,85,107,52,75,137,182,319
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,133,119,207,219,340,338,678
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,91,59,100,76,191,135,326
ESCARA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,0,0,2,7,2,7,9
ESCOMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,73,68,47,69,120,137,257
ESMERALDA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,0,0,4,3,4,3,7
EUCALIPTUS,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,14,11,22,26,36,37,73
EUREKA (SANTOS MERCADO),otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,3,3,8,8,11,11,22
EXALTACION,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,2,1,16,19,18,20,38
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,27,15,9,12,36,27,63
FILADELFIA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,5,1,19,17,24,18,42
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,5,7,2,3,7,10,17
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,49,51,55,61,104,112,216
GUANAY,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,43,38,62,53,105,91,196
GUAQUI,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,13,12,109,135,122,147,269
GUAYARAMERIN,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,61,55,21,26,82,81,163
GUTIERREZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,44,47,35,52,79,99,178
HUACARETA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,41,63,93,135,134,198,332
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,3,8,82,69,85,77,162
HUACHACALLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,7,11,12,12,19,23,42
HUANUNI,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,23,26,84,94,107,120,227
HUARACAJE,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,32,21,4,0,36,21,57
HUARINA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,36,27,46,62,82,89,171
HUATAJATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,19,15,9,7,28,22,50
HUAYLLAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,15,12,31,42,46,54,100
HUMANATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,48,46,32,37,80,83,163
ICHOCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,26,18,102,89,128,107,235
ICLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,45,52,120,204,165,256,421
INCAHUASI,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,75,119,116,204,191,323,514
INGAVI (HUMAITA),otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,2,0,2,1,4,1,5
INQUISIVI,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,60,33,231,162,291,195,486
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,88,67,145,115,233,182,415
IXIAMAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,15,24,17,11,32,35,67
JESUS DE MACHACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,114,122,148,190,262,312,574
LA ASUNTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,117,69,16,10,133,79,212
LA GUARDIA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,184,236,21,13,205,249,454
LA PAZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,2576,3408,918,885,3494,4293,7787
LA RIVERA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,1,0,1,4,2,4,6
LAGUNILLAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,10,13,17,13,27,26,53
LAJA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,156,154,150,202,306,356,662
LAS CARRERAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,15,31,69,95,84,126,210
LICOMA PAMPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,15,17,101,79,116,96,212
LLALLAGUA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,649,772,641,821,1290,1593,2883
LLICA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,28,37,34,35,62,72,134
LURIBAY,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,36,31,154,156,190,187,377
MACHACAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,6,10,41,56,47,66,113
MACHARETI,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,61,56,92,100,153,156,309
MAGDALENA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,10,6,63,75,73,81,154
MAIRANA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,32,28,22,16,54,44,98
MALLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,6,0,63,59,69,59,128
MAPIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,40,32,34,46,74,78,152
MECAPACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,81,68,125,136,206,204,410
MINEROS,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,31,34,2,0,33,34,67
MIZQUE,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,63,64,221,304,284,368,652
MOCOMOCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,141,115,84,106,225,221,446
MOJINETE,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,0,0,3,3,3,3,6
MOJOCOYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,35,71,42,41,77,112,189
MONTEAGUDO,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,213,282,120,139,333,421,754
MONTERO,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,133,142,78,136,211,278,489
MORO MORO,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,8,9,0,0,8,9,17
MOROCHATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,41,38,216,278,257,316,573
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,4,2,7,0,11,2,13
NAZACARA DE PACAJES,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,22,22,0,0,22,22,44
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,5,3,4,3,9,6,15
OCURI,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,124,115,261,298,385,413,798
OKINAWA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,11,5,2,3,13,8,21
OMEREQUE,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,13,8,96,98,109,106,215
ORURO,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,502,663,747,649,1249,1312,2561
PADCAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,134,154,166,189,300,343,643
PADILLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,131,181,125,123,256,304,560
PAILON,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,14,9,23,20,37,29,66
PALCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,56,59,99,108,155,167,322
PALOS BLANCOS,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,89,47,116,85,205,132,337
PAMPA AULLAGAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,4,7,18,17,22,24,46
PAMPA GRANDE,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,24,24,31,37,55,61,116
PAPEL PAMPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,54,56,143,147,197,203,400
PASORAPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,14,12,103,124,117,136,253
PATACAMAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,97,110,48,59,145,169,314
PAZÑA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,7,10,17,15,24,25,49
PELECHUCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,36,22,48,37,84,59,143
POCOATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,35,37,584,788,619,825,1444
POCONA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,72,119,150,193,222,312,534
POJO (CBBA),otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,84,76,47,43,131,119,250
POOPO,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,7,11,13,18,20,29,49
PORCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,17,25,60,81,77,106,183
POROMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,109,113,233,291,342,404,746
PORONGO,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,27,23,43,52,70,75,145
PORTACHUELO,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,45,33,9,9,54,42,96
PORVENIR,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,19,6,40,32,59,38,97
POSTRER VALLE,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,6,2,5,2,11,4,15
POTOSI,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,498,765,520,1191,1018,1956,2974
PRESTO,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,58,89,118,144,176,233,409
PUCARA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,17,12,0,0,17,12,29
PUCARANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,185,201,338,357,523,558,1081
PUERTO ACOSTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,55,41,125,161,180,202,382
PUERTO CARABUCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,27,28,175,183,202,211,413
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,4,3,24,16,28,19,47
PUERTO PEREZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,10,5,120,140,130,145,275
PUERTO QUIJARRO,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,43,28,0,0,43,28,71
PUERTO RICO,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,4,2,37,26,41,28,69
PUERTO SILES,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,0,0,1,0,1,0,1
PUERTO SUAREZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,31,33,51,37,82,70,152
PUERTO VILLARROEL,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,197,132,579,503,776,635,1411
PUNA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,273,360,358,547,631,907,1538
PUNATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,206,249,458,751,664,1000,1664
QUIABAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,20,20,11,12,31,32,63
QUILLACOLLO,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,309,355,504,815,813,1170,1983
QUIME,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,59,55,72,67,131,122,253
QUIRUSILLAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,5,5,3,2,8,7,15
RAQAYPAMPA(ETA),otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,74,96,20,26,94,122,216
RAVELO,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,157,191,541,662,698,853,1551
REYES,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,44,43,0,0,44,43,87
RIBERALTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,63,54,18,14,81,68,149
ROBORE,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,2,2,1,0,3,2,5
RURRENABAQUE,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,37,24,58,59,95,83,178
SABAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,12,10,18,27,30,37,67
SACABA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,372,497,1064,1179,1436,1676,3112
SACABAMBA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,21,28,53,72,74,100,174
SACACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,177,201,375,468,552,669,1221
SAIPINA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,6,8,0,1,6,9,15
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,29,20,44,61,73,81,154
SAMAIPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2018-06-01,32,18,15,16,47,34,81
