municipality,group,variable,month,Numero de actividades realizadas con la comunidad,TOTAL
AZURDUY,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,3,3
BERMEJO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,4,4
BETANZOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,13,13
CABEZAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,2,2
"CAIZA ""D""",control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,4,4
CARAPARI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,3,3
CHARAGUA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,12,12
COCHABAMBA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,1,1
COLPA BELGICA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,1,1
CONCEPCION,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,3,3
COTOCA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,2,2
EL TORNO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,1,1
EXALTACION,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,1,1
GENERAL SAAVEDRA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,1,1
GUAYARAMERIN,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,1,1
ICLA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,4,4
MACHARETI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,8,8
MIZQUE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,2,2
MOJOCOYA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,15,15
MONTERO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,2,2
MOROCHATA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,10,10
PAILON,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,1,1
PALOS BLANCOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,4,4
POJO (CBBA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,9,9
POTOSI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,5,5
PUERTO QUIJARRO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,1,1
PUERTO VILLARROEL,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,4,4
PUNA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,2,2
ROBORE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,5,5
SAIPINA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,7,7
SAN ANTONIO DE LOMERIO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,5,5
SAN BUENA VENTURA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,1,1
SAN IGNACIO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,2,2
SAN IGNACIO DE VELASCO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,5,5
SAN JULIAN,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,29,29
SAN PEDRO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,2,2
SANTA CRUZ DE LA SIERRA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,11,11
TARIJA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,611,611
TINGUIPAYA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,12,12
TOMINA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,4,4
TRINIDAD,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,4,4
VALLEGRANDE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,2,2
VILLA SERRANO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,3,3
VILLA TUNARI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,8,8
VILLA VACA GUZMAN (MUYUPAMPA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,2,2
YOCALLA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-07-01,2,2
ANZALDO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,5,5
AZURDUY,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,3,3
BETANZOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,8,8
BOYUIBE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,1,1
"CAIZA ""D""",control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,4,4
CARANAVI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,2,2
CARAPARI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,3,3
CARMEN RIVERO TORREZ,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,1,1
CHARAGUA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,5,5
COCHABAMBA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,1,1
CULPINA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,4,4
EXALTACION,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,1,1
GENERAL SAAVEDRA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,1,1
GUAYARAMERIN,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,12,12
HUACARETA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,3,3
INCAHUASI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,1,1
MACHARETI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,8,8
MAPIRI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,3,3
MIZQUE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,6,6
MOJOCOYA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,11,11
MONTEAGUDO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,8,8
MONTERO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,1,1
MOROCHATA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,20,20
PADCAYA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,5,5
PALOS BLANCOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,1,1
PORTACHUELO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,1,1
POTOSI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,4,4
PRESTO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,4,4
PUERTO VILLARROEL,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,6,6
PUNA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,10,10
ROBORE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,4,4
SACABAMBA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,1,1
SAN CARLOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,1,1
SAN IGNACIO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,1,1
SAN IGNACIO DE VELASCO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,7,7
SAN JULIAN,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,175,175
SAN LUCAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,7,7
SAN PEDRO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,14,14
SAN RAFAEL,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,3,3
SANTA CRUZ DE LA SIERRA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,13,13
SIPE SIPE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,2,2
TARIJA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,364,364
TOTORA(CBBA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,1,1
TRINIDAD,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,1,1
TUPIZA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,2,2
VILLA RIVERO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,1,1
VILLA SERRANO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,10,10
VILLA TUNARI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,5,5
YAPACANI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-08-01,1,1
ANZALDO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,5,5
AZURDUY,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,3,3
BERMEJO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,1,1
BETANZOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,13,13
BOYUIBE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,1,1
CABEZAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,2,2
CARAPARI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,3,3
CHAQUI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,3,3
CHARAGUA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,3,3
COCHABAMBA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,4,4
COLPA BELGICA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,1,1
EL PUENTE(TJA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,9,9
GENERAL SAAVEDRA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,5,5
ICLA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,5,5
MOJOCOYA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,6,6
MONTEAGUDO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,8,8
MONTERO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,2,2
MOROCHATA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,10,10
PADCAYA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,2,2
PAILON,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,1,1
PALOS BLANCOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,5,5
PRESTO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,5,5
PUERTO VILLARROEL,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,6,6
PUNA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,4,4
ROBORE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,1,1
SACABAMBA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,2,2
SAIPINA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,3,3
SAMAIPATA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,1,1
SAN BORJA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,4,4
SAN BUENA VENTURA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,1,1
SAN IGNACIO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,2,2
SAN IGNACIO DE VELASCO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,7,7
SAN JULIAN,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,18,18
SAN LORENZO(PND),control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,1,1
SAN LUCAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,12,12
SANTA CRUZ DE LA SIERRA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,10,10
SIPE SIPE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,1,1
TARIJA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,326,326
TIQUIPAYA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,1,1
TIRAQUE (CBBA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,2,2
TRINIDAD,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,120,120
TUPIZA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,1,1
URIONDO (A. CONCEPCION),control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,8,8
VILLA TUNARI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,5,5
VILLA VACA GUZMAN (MUYUPAMPA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,14,14
YUNCHARA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-09-01,7,7
AZURDUY,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,3,3
BERMEJO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,2,2
BETANZOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,4,4
BOYUIBE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,1,1
CABEZAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,2,2
CAMIRI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,2,2
CARAPARI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,3,3
CHARAGUA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,5,5
COTOCA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,2,2
EXALTACION,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,2,2
FERNANDEZ ALONSO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,4,4
GENERAL SAAVEDRA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,1,1
GUANAY,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,2,2
GUAYARAMERIN,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,7,7
HUACARETA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,2,2
MACHARETI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,2,2
MAIRANA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,1,1
MAPIRI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,1,1
MIZQUE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,6,6
MOJOCOYA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,2,2
MONTEAGUDO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,6,6
MONTERO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,1,1
MOROCHATA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,10,10
PADCAYA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,11,11
PAILON,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,4,4
PALOS BLANCOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,1,1
POJO (CBBA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,7,7
PUCARA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,1,1
PUERTO VILLARROEL,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,4,4
PUNA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,4,4
PUNATA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,9,9
ROBORE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,1,1
SAIPINA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,5,5
SAN ANDRES,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,2,2
SAN CARLOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,5,5
SAN IGNACIO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,2,2
SAN IGNACIO DE VELASCO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,11,11
SAN JAVIER(BNI),control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,1,1
SAN JULIAN,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,16,16
SAN LUCAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,5,5
SAN MIGUEL DE VELASCO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,7,7
SAN PEDRO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,1,1
SANTA CRUZ DE LA SIERRA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,4,4
SANTA ROSA DEL SARA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,1,1
SIPE SIPE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,2,2
TARIJA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,5,5
TIRAQUE (CBBA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,1,1
TUPIZA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,1,1
VALLEGRANDE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,23,23
VILLA TUNARI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,13,13
VINTO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,1,1
YAPACANI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-10-01,2,2
ATOCHA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,1,1
AZURDUY,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,3,3
BETANZOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,9,9
BOYUIBE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,2,2
BUENA VISTA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,5,5
CABEZAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,2,2
CARAPARI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,3,3
CHARAGUA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,4,4
COCHABAMBA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,5,5
CUATRO CAÑADAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,3,3
EL VILLAR,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,3,3
FERNANDEZ ALONSO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,1,1
GENERAL SAAVEDRA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,2,2
GUAYARAMERIN,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,1,1
ICLA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,4,4
LORETO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,3,3
MACHARETI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,15,15
MONTEAGUDO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,6,6
MONTERO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,13,13
MORO MORO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,5,5
MOROCHATA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,1,1
OKINAWA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,3,3
PAILON,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,2,2
PALOS BLANCOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,1,1
POJO (CBBA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,2,2
POTOSI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,4,4
PRESTO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,3,3
PUERTO RICO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,1,1
PUERTO VILLARROEL,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,2,2
PUNA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,1,1
ROBORE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,4,4
SAIPINA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,7,7
SAN BUENA VENTURA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,2,2
SAN CARLOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,2,2
SAN IGNACIO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,1,1
SAN IGNACIO DE VELASCO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,1,1
SAN JUAN DE YAPACANI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,2,2
SAN JULIAN,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,15,15
SAN LORENZO(TJA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,1,1
SAN MATIAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,8,8
SAN PEDRO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,1,1
SANTA CRUZ DE LA SIERRA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,7,7
SIPE SIPE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,1,1
TARIJA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,240,240
TIRAQUE (CBBA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,3,3
TUPIZA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,2,2
VILLA TUNARI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,14,14
VILLA VACA GUZMAN (MUYUPAMPA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,10,10
YAPACANI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,1,1
YUNCHARA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-11-01,10,10
AZURDUY,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,3,3
BETANZOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,6,6
CHAQUI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,6,6
CHARAGUA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,6,6
CHAYANTA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,2,2
CONCEPCION,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,1,1
EL PUENTE(STC),control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,1,1
EL PUENTE(TJA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,1,1
EL TORNO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,1,1
EL VILLAR,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,1,1
GUANAY,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,1,1
ICLA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,1,1
MACHARETI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,9,9
MONTEAGUDO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,6,6
MORO MORO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,2,2
OKINAWA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,5,5
PALOS BLANCOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,1,1
POCONA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,1,1
POJO (CBBA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,3,3
PORTACHUELO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,1,1
PORVENIR,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,3,3
PUERTO VILLARROEL,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,2,2
PUNA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,2,2
ROBORE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,10,10
SAIPINA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,10,10
SAN BUENA VENTURA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,2,2
SAN CARLOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,3,3
SAN IGNACIO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,1,1
SAN JUAN DE YAPACANI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,4,4
SAN JULIAN,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,9,9
SAN LORENZO(PND),control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,2,2
SAN MATIAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,79,79
SAN PEDRO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,1,1
SAN RAMON,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,1,1
SANTA CRUZ DE LA SIERRA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,4,4
SANTA ROSA DEL SARA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,1,1
SIPE SIPE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,2,2
SUCRE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,136,136
TARIJA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,342,342
TRINIDAD,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,1,1
URIONDO (A. CONCEPCION),control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,4,4
VILLA TUNARI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,6,6
VILLA VACA GUZMAN (MUYUPAMPA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2008-12-01,10,10
