,group,variable,month,ANTIAMARILICA DOSIS UNICA DENTRO,ANTIAMARILICA DOSIS UNICA DENTRO,ANTIAMARILICA DOSIS UNICA FUERA,ANTIAMARILICA DOSIS UNICA FUERA,TOTALES
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,0,0,2,2,4
SAN BENITO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,0,0,1,0,1
SAN BORJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,2,0,1,0,3
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,0,0,2,1,3
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,0,0,2,3,5
SAN JOAQUIN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,0,0,0,1,1
SANTA ANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,10,18,45,50,123
SENA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,1,1,0,0,2
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,1,2,1,0,4
SORACACHI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,0,0,0,1,1
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,47,41,0,0,88
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,2,1,6,6,15
TIQUIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,1,1,0,2,4
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,0,2,7,3,12
UYUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,0,0,0,5,5
VIACHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,2,1,0,0,3
VILLA MONTES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,1,0,0,0,1
VILLA TUNARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,1,0,0,0,1
VINTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,0,0,0,1,1
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,2,0,1,0,3
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,1,1,0,0,2
YAPACANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-05-01,0,1,0,0,1
ACHACACHI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,1,0,0,1
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,1,0,0,0,1
AYATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,0,0,1,1
AYO AYO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,1,1,0,0,2
CABEZAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,0,1,0,1
CAMIRI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,1,0,0,1
CARANAVI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,0,1,0,1
CHALLAPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,0,1,0,1
CHIMORE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,0,2,0,2
CHUA COCANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,0,3,9,12
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,1,0,1,0,2
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,10,2,1,2,15
COLCAPIRHUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,1,0,1,0,2
COPACABANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,0,0,1,1
COTOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,1,0,2,3
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,24,38,75,59,196
EL TORNO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,1,0,0,0,1
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,0,0,2,2
GUANAY,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,0,0,1,1
HUMANATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,0,0,1,1
INQUISIVI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,1,0,0,1
IXIAMAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,2,2,0,2,6
LA GUARDIA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,2,1,1,0,4
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,9,6,8,2,25
LAJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,1,0,0,0,1
MAGDALENA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,2,1,0,0,3
MALLA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,0,1,1,2
MINEROS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,1,1,0,0,2
MIZQUE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,0,0,1,1
MONTEAGUDO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,1,0,0,1
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,1,1,3,0,5
OKINAWA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,1,0,0,1
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,2,0,0,1,3
PAILON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,1,0,4,4,9
PATACAMAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,1,0,0,1
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,4,3,0,2,9
PUERTO CARABUCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,1,0,0,1
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,0,0,1,1
PUERTO SUAREZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,0,1,1,2
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,1,0,0,1,2
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,0,2,2,4
REYES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,3,0,0,0,3
RIBERALTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,1,0,0,0,1
RURRENABAQUE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,0,1,0,1
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,2,1,0,0,3
SAN BORJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,1,3,1,5
SAN BUENA VENTURA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,0,0,2,2
SAN CARLOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,0,0,1,1
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,2,2,3,4,11
SAN JOAQUIN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,0,0,1,1
SAN MATIAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,1,2,0,0,3
SANTA ANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,2,0,0,0,2
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,13,6,4,3,26
SANTA ROSA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,0,1,3,4
SENA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,0,0,3,3
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,1,0,0,0,1
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,46,54,1,0,101
TACACOMA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,1,0,0,0,1
TAPACARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,1,0,0,1
TARACO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,1,0,0,0,1
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,8,0,0,8
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,0,1,0,1
UMALA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,0,1,0,1
UYUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,0,0,1,1
VIACHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,0,0,1,1
VILLA MONTES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,0,0,1,1
VILLA TUNARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,1,0,0,1
VINTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,0,0,1,1
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,1,0,1,2
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,1,1,0,2
YANACACHI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,0,3,0,0,3
YAPACANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-06-01,1,0,1,1,3
BUENA VISTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,3,2,0,0,5
CARANAVI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,1,0,0,0,1
CARMEN RIVERO TORREZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,0,0,1,0,1
CHIMORE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,1,0,0,1,2
CHUA COCANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,0,1,0,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,1,1,0,1,3
COBIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,1,0,0,0,1
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,4,5,0,1,10
CONCEPCION,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,0,0,0,1,1
COROICO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,0,1,0,0,1
COTOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,2,1,0,1,4
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,29,29,17,21,96
ESMERALDA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,0,1,0,0,1
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,0,0,0,2,2
GUANAY,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,0,0,1,0,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,0,1,0,0,1
LA ASUNTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,1,0,0,0,1
LA GUARDIA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,2,1,0,0,3
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,11,15,1,2,29
LAJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,1,0,0,0,1
MAIRANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,0,0,1,0,1
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,0,2,4,1,7
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,4,2,0,0,6
PAILON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,0,1,1,0,2
PALCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,0,0,1,0,1
PALOS BLANCOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,0,1,0,0,1
POJO (CBBA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,0,1,0,0,1
PORCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,0,0,1,0,1
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,2,4,4,6,16
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,1,0,0,2,3
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,0,1,4,0,5
RIBERALTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,1,0,0,0,1
RURRENABAQUE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,1,0,0,0,1
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,1,0,0,0,1
SAN BORJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,1,0,1,0,2
SAN BUENA VENTURA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,0,0,1,0,1
SAN IGNACIO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,2,2,2,3,9
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,2,1,1,1,5
SAN JAVIER(STC),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,1,0,0,0,1
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,0,1,0,0,1
SAN PEDRO DE TIQUINA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,24,12,16,12,64
SANTA ROSA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,0,0,0,1,1
SANTIAGO DE HUATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,1,0,0,0,1
SENA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,0,0,1,1,2
SHINAOTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,0,1,0,0,1
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,1,0,0,1,2
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,31,47,1,0,79
TARATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,0,1,0,0,1
TIQUIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,1,0,0,0,1
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,1,2,0,0,3
VIACHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,1,1,0,0,2
VILLA MONTES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,0,0,1,0,1
VILLA TUNARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,0,1,4,2,7
VILLAZON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,0,0,0,1,1
VINTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,1,0,0,0,1
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,2,0,1,0,3
YAPACANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,0,0,0,1,1
YOTALA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-07-01,0,1,0,0,1
ACHACACHI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,0,0,1,0,1
ALCALA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,0,0,1,0,1
ARBIETO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,0,1,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,0,0,0,1,1
BERMEJO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,0,1,0,0,1
CABEZAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,1,0,2,1,4
CARANAVI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,0,0,0,1,1
CHALLAPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,0,0,0,2,2
CHUA COCANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,1,1,0,0,2
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,10,5,7,7,29
COTOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,0,0,1,0,1
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,8,3,3,1,15
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,2,0,0,0,2
GUANAY,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,1,0,0,1,2
GUAYARAMERIN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,0,0,1,1,2
IXIAMAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,0,0,0,1,1
LA ASUNTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,1,0,0,1,2
LA GUARDIA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,1,2,0,0,3
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,9,5,1,1,16
MACHACAMARCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,1,0,0,0,1
MAIRANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,1,0,0,0,1
MINEROS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,1,0,0,0,1
MONTEAGUDO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,0,1,0,0,1
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,1,1,0,1,3
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,3,0,2,0,5
PAILON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,1,0,0,0,1
PORTACHUELO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,1,0,0,0,1
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,4,4,0,4,12
PUCARANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,1,0,0,0,1
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,0,1,0,1,2
PUERTO RICO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,0,1,0,0,1
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,1,1,0,0,2
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,1,0,1,0,2
RIBERALTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,0,1,1,2,4
RURRENABAQUE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,0,0,0,1,1
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,2,1,0,2,5
SAN BORJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,0,1,6,5,12
SAN IGNACIO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,0,0,0,1,1
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,3,1,0,0,4
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,0,1,0,0,1
SANTA ANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,1,0,3,2,6
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,24,21,4,2,51
SHINAOTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,0,1,0,0,1
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,1,0,0,0,1
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,52,84,0,0,136
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,1,1,6,0,8
TIQUIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,0,2,0,1,3
TOLEDO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,0,0,0,1,1
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,2,3,1,2,8
UYUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,1,0,0,1,2
VIACHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,0,0,0,1,1
VILLA TUNARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,2,1,0,0,3
VILLAZON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,0,0,1,0,1
VINTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,0,1,0,0,1
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,0,2,0,0,2
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-08-01,1,1,0,0,2
ACHACACHI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,0,0,2,0,2
AIQUILE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,0,1,1,0,2
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,0,1,0,0,1
CABEZAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,0,1,0,0,1
CAMARGO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,0,0,1,0,1
CAMIRI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,5,2,0,0,7
CARANAVI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,0,1,1,1,3
CHALLAPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,0,0,0,2,2
CHARAGUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,0,0,0,1,1
CHIMORE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,0,1,0,0,1
COCAPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,0,0,1,0,1
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,7,12,3,3,25
COMARAPA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,0,0,0,1,1
CORO CORO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,0,0,0,1,1
COTOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,0,0,1,1,2
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,1,0,0,0,1
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,8,17,95,98,218
EL PUENTE(STC),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,1,0,0,0,1
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,0,0,0,1,1
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,0,1,0,0,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,1,0,0,0,1
HUANUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,1,0,1,1,3
HUATAJATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,0,0,2,0,2
LA ASUNTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,1,0,0,0,1
LA GUARDIA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,1,0,0,1,2
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,11,20,4,5,40
MACHARETI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,0,1,0,0,1
MINEROS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,0,0,0,1,1
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,3,2,4,4,13
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,2,0,0,1,3
PAILON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,0,0,1,0,1
POOPO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,1,0,0,0,1
PORTACHUELO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,0,2,0,0,2
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,111,0,3,1,115
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,1,2,2,0,5
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,0,0,2,0,2
REYES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,0,0,2,0,2
RIBERALTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,0,0,3,0,3
ROBORE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,1,0,0,0,1
RURRENABAQUE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,3,2,0,0,5
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,2,0,1,2,5
SAN BORJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,1,1,2,0,4
SAN CARLOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,0,1,0,0,1
SAN IGNACIO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,4,0,0,0,4
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,2,0,1,0,3
SAN JOAQUIN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,0,1,0,0,1
SANTA ANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,15,24,9,4,52
