,group,variable,month,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS FUERA,SRP 2DA. DOSIS FUERA,TOTALES
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,0,1,0,0,1
SANTIAGO DE MACHACA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,0,1,0,0,1
SANTUARIO DE QUILLACAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,0,1,0,0,1
SENA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,1,0,0,0,1
SHINAOTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,3,3,19,25,50
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,0,1,0,0,1
SIPE SIPE,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,1,1,2,0,4
SOPACHUY,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,0,1,1,1,3
SORACACHI,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,2,0,1,0,3
SUCRE,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,20,29,6,7,62
TACACOMA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,0,1,0,0,1
TACOPAYA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,0,0,1,1,2
TAPACARI,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,2,2,6,4,14
TARABUCO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,1,0,0,0,1
TARACO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,1,0,0,0,1
TARATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,0,0,1,0,1
TARIJA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,5,9,0,1,15
TEOPONTE,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,2,1,0,0,3
TIPUANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,0,1,2,0,3
TIQUIPAYA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,20,18,10,8,56
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,0,0,1,1,2
TORO TORO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,0,1,0,0,1
TOTORA(CBBA),vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,1,0,0,0,1
TRINIDAD,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,6,4,2,2,14
TUPIZA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,1,2,0,0,3
UNCIA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,1,1,0,1,3
UYUNI,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,1,1,0,0,2
VACAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,1,2,0,0,3
VIACHA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,5,3,4,1,13
VILLA CHARCAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,0,0,0,1,1
VILLA MONTES,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,0,1,0,0,1
VILLA NUEVA (LOMA ALTA),vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,0,0,0,1,1
VILLA RIVERO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,0,0,0,1,1
VILLA TUNARI,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,5,14,28,22,69
VILLAZON,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,4,2,0,0,6
VINTO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,2,3,8,11,24
WARNES,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,2,1,3,4,10
YACUIBA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,3,2,0,0,5
YAMPARAEZ,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,0,0,1,1,2
YAPACANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,0,0,1,0,1
ZUDAÑEZ,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-02-01,0,0,1,0,1
ACACIO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,0,1,0,2
ACHACACHI,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,1,0,1,2
ALTO BENI,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,2,0,0,3
ANCORAIMES,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,2,2,5,0,9
ANZALDO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,0,0,0,1
APOLO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,0,0,0,1
ARANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,2,1,1,1,5
ARQUE,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,0,3,3
AUCAPATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,0,0,0,1
AYATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,1,1,0,3
AZURDUY,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,0,0,0,1
BATALLAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,2,0,0,2
BAURES,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,4,1,3,3,11
BERMEJO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,2,1,0,1,4
BETANZOS,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,0,0,1,2
BUENA VISTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,6,3,7,8,24
CAIROMA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,1,1,0,2
"CAIZA ""D""",vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,0,1,1
CALAMARCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,1,0,0,2
CAMARGO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,1,0,2,4
CAMIRI,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,2,1,0,0,3
CARACOLLO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,0,0,0,1
CARANAVI,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,2,2,0,1,5
CARMEN RIVERO TORREZ,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,0,1,1
CHAQUI,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,0,1,1
CHARAGUA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,1,1,2
CHAYANTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,2,0,1,3
CHIMORE,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,4,5,1,3,13
CHOQUE COTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,3,4,1,0,8
CHUMA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,2,2,4
CKOCHAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,1,1,1,3
CLIZA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,0,1,0,2
COBIJA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,9,4,3,4,20
COCAPATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,1,0,1
COCHABAMBA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,104,99,50,57,310
COLCAPIRHUA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,4,3,8,7,22
"COLCHA ""K""",vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,4,2,0,0,6
COLOMI,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,1,0,1
COLPA BELGICA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,0,0,0,1
COLQUECHACA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,0,2,2
COLQUENCHA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,1,0,1,3
COLQUIRI,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,1,3,4
COMARAPA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,3,2,5
CONCEPCION,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,0,1,1,3
CORIPATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,3,2,0,0,5
COTAGAITA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,2,2,5,10
COTOCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,2,1,0,0,3
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,2,3,5
CUEVO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,1,3,0,4
EL ALTO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,80,67,157,174,478
EL PUENTE(STC),vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,0,1,1,3
EL PUENTE(TJA),vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,1,0,0,1
EL TORNO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,3,0,0,4
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,5,3,3,2,13
EXALTACION,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,4,0,0,5
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,1,0,1
GAIOC JATUN AYLLU YURA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,1,0,0,1
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,1,0,1
GUANAY,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,4,3,3,3,13
GUAQUI,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,1,0,1,2
GUAYARAMERIN,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,4,1,1,2,8
GUTIERREZ,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,3,0,1,1,5
HUARINA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,1,0,0,1
HUAYLLAMARCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,0,0,0,1
HUMANATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,1,1,2
ICHOCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,1,0,1
ICLA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,0,0,0,1
INCAHUASI,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,2,0,0,3
INGAVI (HUMAITA),vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,0,0,0,1
INQUISIVI,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,2,0,0,3
IXIAMAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,0,0,0,1
LA ASUNTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,4,3,1,9
LA GUARDIA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,5,4,1,1,11
LA PAZ,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,81,71,13,11,176
LAGUNILLAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,3,1,4
LAJA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,1,0,1
LLALLAGUA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,1,4,8,14
LURIBAY,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,0,0,0,1
MAPIRI,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,2,2,1,6
MECAPACA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,2,0,0,3
MINEROS,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,2,0,1,3,6
MOCOMOCO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,1,0,0,1
MOJOCOYA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,2,0,2
MONTEAGUDO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,0,1,0,2
MONTERO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,4,2,4,0,10
MOROCHATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,2,2,4
OKINAWA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,0,1,1
ORURO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,5,10,4,3,22
PADCAYA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,2,0,0,2
PAILON,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,2,5,7
PALCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,2,3,0,0,5
PALOS BLANCOS,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,2,0,0,0,2
PELECHUCO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,1,0,0,1
POCOATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,0,2,2
POJO (CBBA),vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,1,1,2
POOPO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,1,0,1
PORONGO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,2,1,0,0,3
POTOSI,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,6,5,4,1,16
PUCARANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,0,0,1,2
PUERTO ACOSTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,1,0,0,1
PUERTO PEREZ,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,0,0,0,1
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,9,6,7,5,27
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,3,8,21,20,52
PUNATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,2,2,4,9
QUILLACOLLO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,8,8,7,10,33
QUIRUSILLAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,0,0,0,1
RAQAYPAMPA(ETA),vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,1,0,0,1
RAVELO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,1,0,1
REYES,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,10,5,0,0,15
RIBERALTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,5,6,86,86,183
ROBORE,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,0,0,0,1
RURRENABAQUE,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,7,2,8,3,20
SABAYA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,0,0,0,1
SACABA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,7,8,5,13,33
SAIPINA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,0,1,1
SAN AGUSTIN,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,1,0,1
SAN ANDRES,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,2,0,0,0,2
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,2,0,3,6
SAN BENITO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,1,1,1,3
SAN BORJA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,4,8,1,1,14
SAN CARLOS,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,1,0,1
SAN IGNACIO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,2,1,3
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,2,1,0,4
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,3,1,0,0,4
SAN JUAN DE YAPACANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,4,4,0,3,11
SAN JULIAN,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,18,16,13,15,62
SAN LUCAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,1,0,0,1
SAN MATIAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,13,15,28
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,1,3,3,8
SAN PEDRO DE CURAHUARA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,0,0,0,1
SAN PEDRO DE MACHA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,1,0,0,2
SANTA ANA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,0,3,4,8
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,96,65,66,82,309
SANTA ROSA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,2,0,0,5,7
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,0,0,0,1
SANTIAGO DE MACHACA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,0,0,0,1
SANTIVAÑES,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,0,2,2,5
SAPAHAQUI,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,1,0,1
SENA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,1,0,0,1
SHINAOTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,3,1,6,6,16
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,0,1,0,2
SIPE SIPE,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,4,1,1,0,6
SOPACHUY,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,1,0,1
SUCRE,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,9,12,14,2,37
TACACOMA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,2,0,2
TAPACARI,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,3,0,1,6,10
TARATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,1,0,1,2
TARIJA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,9,7,3,3,22
TARVITA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,1,0,0,1
TINGUIPAYA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,1,1,2
TIPUANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,0,1,1
TIQUIPAYA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,26,20,9,17,72
TOLEDO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,0,1,1
TORO TORO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,0,2,2
TOTORA(CBBA),vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,1,0,0,2
TRINIDAD,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,7,5,13,13,38
TUPIZA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,2,2,0,0,4
UNCIA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,1,0,1
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,0,1,1
URUBICHA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,3,3,0,0,6
UYUNI,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,2,0,13,10,25
VALLEGRANDE,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,0,0,0,1
VIACHA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,35,48,5,11,99
VILLA CHARCAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,1,2,1,4
VILLA MONTES,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,3,2,12,7,24
VILLA NUEVA (LOMA ALTA),vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,0,1,1
VILLA RIVERO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,0,1,1
VILLA SERRANO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,0,1,1
VILLA TUNARI,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,16,14,20,16,66
VILLAZON,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,1,1,7,5,14
VINTO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,7,6,13,22,48
WARNES,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,2,2,3,2,9
YACO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,0,1,1
YACUIBA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,3,4,3,7,17
YAPACANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-03-01,0,0,1,0,1
ACACIO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,1,2,0,1,4
ACHACACHI,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,1,0,0,0,1
ACHOCALLA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,1,1,0,1,3
ALTO BENI,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,2,0,0,0,2
ANCORAIMES,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,1,0,0,0,1
ANZALDO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,0,0,0,1,1
APOLO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,2,1,0,0,3
ARAMPAMPA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,1,0,1,0,2
ARBIETO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,0,0,2,0,2
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,0,0,1,2,3
ATOCHA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,1,0,1,6,8
AYATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,3,1,4,3,11
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,0,0,0,1,1
AZURDUY,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,0,1,0,0,1
BATALLAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,2,1,2,5,10
BAURES,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,5,2,0,0,7
BELLA FLOR,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,0,1,1,0,2
BERMEJO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,0,0,3,1,4
BETANZOS,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,2,0,1,2,5
BUENA VISTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,6,4,22,12,44
CABEZAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,0,0,6,5,11
CAIROMA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,6,2,0,0,8
"CAIZA ""D""",vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,0,0,1,1,2
CALAMARCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,2,1,0,1,4
CAMIRI,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,1,1,2,1,5
CAPINOTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,0,1,0,0,1
CARACOLLO,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,4,6,0,1,11
CARANAVI,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,3,2,0,0,5
CARAPARI,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,1,2,0,0,3
CARMEN RIVERO TORREZ,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,1,0,1,5,7
CHALLAPATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,0,0,10,14,24
CHARAGUA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,4,4,9,8,25
CHARAÑA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,0,1,0,1,2
CHIMORE,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,1,1,8,11,21
CHOQUE COTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,1,3,10,11,25
CHUMA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,0,0,0,2,2
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,5,4,4,6,19
CKOCHAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,3,0,6,4,13
COBIJA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,3,2,3,3,11
COCHABAMBA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,54,39,31,35,159
COLCAPIRHUA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,5,5,6,7,23
"COLCHA ""K""",vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,0,2,0,0,2
COLOMI,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,0,0,0,1,1
COLPA BELGICA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,4,2,1,0,7
COLQUECHACA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,0,0,0,1,1
COLQUENCHA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,0,0,2,0,2
COLQUIRI,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,0,0,6,10,16
COMANCHE,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,3,1,0,0,4
COMARAPA,vacunacion en ninos de 4 anos,srp 2da. dosis,2022-04-01,1,0,0,1,2
