municipality,group,variable,month,Numero de actividades realizadas con la comunidad,TOTAL
YACUIBA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,4,4
YAPACANI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,3,3
YOTALA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,13,13
YUNCHARA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-03-01,1,1
ANZALDO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,1,1
ARBIETO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,5,5
AZURDUY,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,3,3
BAURES,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,7,7
BERMEJO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,1,1
BETANZOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,14,14
BUENA VISTA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,32,32
CABEZAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,587,587
CAMARGO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,1,1
CARANAVI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,6,6
CARAPARI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,3,3
CHAQUI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,1,1
CHARAGUA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,3,3
CHIMORE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,4,4
EL TORNO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,22,22
EL VILLAR,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,8,8
ENTRE RIOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,2,2
FERNANDEZ ALONSO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,4,4
GENERAL SAAVEDRA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,3,3
GUAYARAMERIN,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,3,3
GUTIERREZ,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,43,43
HUACARETA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,1,1
HUACAYA (VILLA DE HUACAYA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,2,2
ICLA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,7,7
INGAVI (HUMAITA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,1,1
LA GUARDIA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,3,3
LAGUNILLAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,22,22
LORETO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,5,5
MACHARETI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,19,19
MAPIRI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,4,4
MINEROS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,2,2
MIZQUE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,6,6
MONTEAGUDO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,21,21
MONTERO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,1,1
MORO MORO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,2,2
PAILON,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,2,2
PALOS BLANCOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,4,4
PAMPA GRANDE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,1,1
POJO (CBBA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,4,4
PORONGO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,4,4
PUERTO QUIJARRO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,3,3
PUERTO VILLARROEL,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,14,14
RIBERALTA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,2,2
ROBORE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,10,10
SACACA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,7,7
SAIPINA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,3,3
SAN ANDRES,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,8,8
SAN BORJA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,21,21
SAN CARLOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,1,1
SAN IGNACIO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,2,2
SAN IGNACIO DE VELASCO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,24,24
SAN JOSE DE CHIQUITOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,1,1
SAN JUAN DE YAPACANI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,1,1
SAN JULIAN,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,7,7
SAN MATIAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,4,4
SAN MIGUEL DE VELASCO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,8,8
SAN RAFAEL,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,1,1
SAN RAMON,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,3,3
SANTA CRUZ DE LA SIERRA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,36,36
SENA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,3,3
SUCRE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,5,5
TARIJA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,1,1
TOCO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,4,4
TOMINA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,3,3
TORO TORO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,11,11
TOTORA(CBBA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,1,1
TRINIDAD,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,3,3
URUBICHA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,2,2
VALLEGRANDE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,2,2
VILLA TUNARI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,14,14
WARNES,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,4,4
YACUIBA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,3,3
YAPACANI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,1,1
YUNCHARA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-04-01,13,13
ALALAY,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,1,1
AZURDUY,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,3,3
BETANZOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,13,13
CABEZAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,19,19
CARANAVI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,8,8
CARAPARI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,3,3
CHARAGUA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,2,2
COBIJA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,7,7
CUATRO CAÑADAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,2,2
EL PUENTE(TJA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,4,4
EL TORNO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,2,2
ENTRE RIOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,10,10
ENTRE RIOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,1,1
FERNANDEZ ALONSO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,1,1
GUANAY,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,1,1
GUAYARAMERIN,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,1,1
HUACARETA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,1,1
LAGUNILLAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,1,1
LORETO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,5,5
MACHARETI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,14,14
MAGDALENA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,1,1
MAIRANA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,2,2
MAPIRI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,1,1
MIZQUE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,5,5
MONTEAGUDO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,22,22
MONTERO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,1,1
MOROCHATA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,5,5
OMEREQUE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,6,6
PAILON,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,2,2
PALOS BLANCOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,3,3
PAMPA GRANDE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,1,1
POROMA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,26,26
PORONGO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,6,6
PORTACHUELO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,1,1
POTOSI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,3,3
PUERTO QUIJARRO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,2,2
PUERTO VILLARROEL,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,1,1
ROBORE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,1,1
SAIPINA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,7,7
SAN ANDRES,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,4,4
SAN BORJA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,14,14
SAN BUENA VENTURA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,4,4
SAN IGNACIO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,3,3
SAN IGNACIO DE VELASCO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,7,7
SAN JAVIER(BNI),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,1,1
SAN JOSE DE CHIQUITOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,3,3
SAN JULIAN,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,8,8
SAN MATIAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,2,2
SAN MIGUEL DE VELASCO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,4,4
SAN PABLO DE LIPEZ,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,2,2
SAN RAFAEL,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,2,2
SANTA CRUZ DE LA SIERRA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,12,12
TARIJA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,574,574
TEOPONTE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,4,4
TIPUANI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,1,1
TIRAQUE (CBBA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,1,1
TOMINA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,3,3
TRINIDAD,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,2,2
URIONDO (A. CONCEPCION),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,4,4
VILLA TUNARI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,11,11
YACUIBA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-05-01,2,2
ARBIETO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,3,3
AZURDUY,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,5,5
BETANZOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,8,8
BOYUIBE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,1,1
CABEZAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,6,6
CARANAVI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,2,2
CHIMORE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,5,5
EL PUENTE(TJA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,3,3
ENTRE RIOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,2,2
FERNANDEZ ALONSO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,7,7
GENERAL SAAVEDRA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,2,2
GUAYARAMERIN,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,1,1
HUACARETA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,2,2
IXIAMAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,1,1
LLALLAGUA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,26,26
LORETO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,17,17
MACHARETI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,39,39
MAGDALENA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,65,65
MONTEAGUDO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,11,11
MONTERO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,23,23
OKINAWA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,2,2
PAILON,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,2,2
PALOS BLANCOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,2,2
PORONGO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,14,14
POTOSI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,1,1
PUERTO RICO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,2,2
PUERTO SILES,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,1,1
PUERTO VILLARROEL,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,28,28
PUNATA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,4,4
SAN ANDRES,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,7,7
SAN BUENA VENTURA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,4,4
SAN IGNACIO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,5,5
SAN IGNACIO DE VELASCO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,3,3
SAN JULIAN,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,19,19
SAN MATIAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,60,60
SAN PEDRO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,13,13
SAN RAMON,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,3,3
SANTA CRUZ DE LA SIERRA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,33,33
SIPE SIPE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,1,1
TARIJA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,88,88
TIPUANI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,2,2
TIQUIPAYA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,1,1
TOCO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,2,2
TORO TORO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,7,7
TRINIDAD,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,1,1
VILLA TUNARI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,11,11
WARNES,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,1,1
YACUIBA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-06-01,4,4
APOLO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,6,6
ASCENCION DE GUARAYOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,1,1
AZURDUY,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,7,7
BUENA VISTA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,2,2
CABEZAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,4,4
CARANAVI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,1,1
CARAPARI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,5,5
CHIMORE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,1,1
CHULUMANI (V. DE LA LIBERTAD),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,3,3
CUATRO CAÑADAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,12,12
EL PUENTE(STC),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,3,3
EL PUENTE(TJA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,1,1
ENTRE RIOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,2,2
FERNANDEZ ALONSO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,4,4
GENERAL SAAVEDRA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,2,2
GUANAY,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,1,1
MACHARETI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,21,21
MAIRANA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,2,2
MOJOCOYA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,4,4
MONTEAGUDO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,7,7
MOROCHATA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,1,1
OMEREQUE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,1,1
PADCAYA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,2,2
PAILON,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,1,1
PORONGO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,51,51
POTOSI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,1,1
PUERTO QUIJARRO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,1,1
PUERTO VILLARROEL,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,14,14
PUNATA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,3,3
REYES,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,2,2
SAIPINA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,1,1
SAN ANDRES,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,5,5
SAN IGNACIO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,4,4
SAN IGNACIO DE VELASCO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,2,2
SAN JULIAN,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,16,16
SAN LORENZO(PND),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,1,1
SAN MATIAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,1,1
SAN PEDRO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,3,3
SAN RAMON,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,3,3
SANTA CRUZ DE LA SIERRA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,7,7
TEOPONTE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,1,1
TIQUIPAYA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,6,6
TOCO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,1,1
TOMINA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,6,6
TORO TORO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,6,6
TRINIDAD,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,1,1
TUPIZA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,1,1
URIONDO (A. CONCEPCION),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,4,4
VALLEGRANDE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,17,17
VILLA NUEVA (LOMA ALTA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,2,2
VILLA TUNARI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,9,9
VILLA VACA GUZMAN (MUYUPAMPA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,13,13
WARNES,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,1,1
YACUIBA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-07-01,4,4
ANZALDO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,6,6
AZURDUY,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,3,3
BERMEJO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,1,1
BETANZOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,2,2
CABEZAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,38,38
CARANAVI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,4,4
CARAPARI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,4,4
CHALLAPATA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,4,4
COMARAPA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,2,2
CORIPATA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,8,8
COTOCA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,2,2
CUATRO CAÑADAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,1,1
EL PUENTE(TJA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,2,2
EL TORNO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,2,2
EL VILLAR,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,8,8
ENTRE RIOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,1,1
EXALTACION,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,2,2
FERNANDEZ ALONSO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,3,3
GENERAL SAAVEDRA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,1,1
GUANAY,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,2,2
GUAYARAMERIN,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,1,1
HUACARETA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,2,2
LAGUNILLAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,10,10
MACHARETI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,29,29
MONTEAGUDO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,4,4
MONTERO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,43,43
MOROCHATA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,5,5
NACEBE (SANTA ROSA DEL ABUNA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,1,1
OMEREQUE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,1,1
PAILON,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,2,2
PAMPA GRANDE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,3,3
POJO (CBBA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,2,2
PORONGO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,11,11
PUERTO VILLARROEL,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,11,11
REYES,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,12,12
SAN ANDRES,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,6,6
SAN IGNACIO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,3,3
SAN IGNACIO DE VELASCO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,1,1
SAN JULIAN,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,13,13
SAN LORENZO(PND),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,1,1
SAN LUCAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,7,7
SAN PEDRO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,66,66
SAN RAMON,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,4,4
SANTA CRUZ DE LA SIERRA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,6,6
SUCRE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,3,3
TARIJA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,18,18
TIRAQUE (CBBA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,1,1
TRINIDAD,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,88,88
TUPIZA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,1,1
VILLA SERRANO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,20,20
