municipality,group,variable,month,Total de casos confirmados,TOTAL
VILLA NUEVA (LOMA ALTA),malaria,total de casos confirmados,2009-09-01,10,10
VILLA TUNARI,malaria,total de casos confirmados,2009-09-01,1,1
YACUIBA,malaria,total de casos confirmados,2009-09-01,10,10
AIQUILE,malaria,total de casos confirmados,2009-10-01,1,1
APOLO,malaria,total de casos confirmados,2009-10-01,7,7
AYATA,malaria,total de casos confirmados,2009-10-01,1,1
BAURES,malaria,total de casos confirmados,2009-10-01,29,29
BELLA FLOR,malaria,total de casos confirmados,2009-10-01,2,2
BERMEJO,malaria,total de casos confirmados,2009-10-01,4,4
BUENA VISTA,malaria,total de casos confirmados,2009-10-01,1,1
CAMIRI,malaria,total de casos confirmados,2009-10-01,1,1
CARANAVI,malaria,total de casos confirmados,2009-10-01,8,8
CARAPARI,malaria,total de casos confirmados,2009-10-01,2,2
COBIJA,malaria,total de casos confirmados,2009-10-01,27,27
EL TORNO,malaria,total de casos confirmados,2009-10-01,25,25
ENTRE RIOS,malaria,total de casos confirmados,2009-10-01,1,1
EUREKA (SANTOS MERCADO),malaria,total de casos confirmados,2009-10-01,21,21
FILADELFIA,malaria,total de casos confirmados,2009-10-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),malaria,total de casos confirmados,2009-10-01,1,1
GUANAY,malaria,total de casos confirmados,2009-10-01,5,5
GUAYARAMERIN,malaria,total de casos confirmados,2009-10-01,229,229
INGAVI (HUMAITA),malaria,total de casos confirmados,2009-10-01,1,1
IXIAMAS,malaria,total de casos confirmados,2009-10-01,1,1
LA GUARDIA,malaria,total de casos confirmados,2009-10-01,4,4
LA PAZ,malaria,total de casos confirmados,2009-10-01,2,2
MAGDALENA,malaria,total de casos confirmados,2009-10-01,3,3
MOJOCOYA,malaria,total de casos confirmados,2009-10-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),malaria,total de casos confirmados,2009-10-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),malaria,total de casos confirmados,2009-10-01,32,32
PADCAYA,malaria,total de casos confirmados,2009-10-01,2,2
PALOS BLANCOS,malaria,total de casos confirmados,2009-10-01,3,3
PORONGO,malaria,total de casos confirmados,2009-10-01,5,5
PORVENIR,malaria,total de casos confirmados,2009-10-01,15,15
PUERTO GONZALO MORENO,malaria,total de casos confirmados,2009-10-01,3,3
PUERTO RICO,malaria,total de casos confirmados,2009-10-01,19,19
PUERTO VILLARROEL,malaria,total de casos confirmados,2009-10-01,1,1
REYES,malaria,total de casos confirmados,2009-10-01,3,3
RIBERALTA,malaria,total de casos confirmados,2009-10-01,197,197
ROBORE,malaria,total de casos confirmados,2009-10-01,1,1
RURRENABAQUE,malaria,total de casos confirmados,2009-10-01,2,2
SAN BORJA,malaria,total de casos confirmados,2009-10-01,1,1
SAN CARLOS,malaria,total de casos confirmados,2009-10-01,2,2
SAN IGNACIO DE VELASCO,malaria,total de casos confirmados,2009-10-01,21,21
SAN LORENZO(PND),malaria,total de casos confirmados,2009-10-01,11,11
SAN PEDRO(PND),malaria,total de casos confirmados,2009-10-01,1,1
SANTA CRUZ DE LA SIERRA,malaria,total de casos confirmados,2009-10-01,0,0
SANTA ROSA,malaria,total de casos confirmados,2009-10-01,1,1
SENA,malaria,total de casos confirmados,2009-10-01,15,15
TEOPONTE,malaria,total de casos confirmados,2009-10-01,5,5
VILA VILA,malaria,total de casos confirmados,2009-10-01,4,4
VILLA NUEVA (LOMA ALTA),malaria,total de casos confirmados,2009-10-01,3,3
YACUIBA,malaria,total de casos confirmados,2009-10-01,6,6
APOLO,malaria,total de casos confirmados,2009-11-01,2,2
AZURDUY,malaria,total de casos confirmados,2009-11-01,1,1
BAURES,malaria,total de casos confirmados,2009-11-01,23,23
BELLA FLOR,malaria,total de casos confirmados,2009-11-01,1,1
BERMEJO,malaria,total de casos confirmados,2009-11-01,10,10
CARANAVI,malaria,total de casos confirmados,2009-11-01,6,6
CARAPARI,malaria,total de casos confirmados,2009-11-01,3,3
COBIJA,malaria,total de casos confirmados,2009-11-01,21,21
COLOMI,malaria,total de casos confirmados,2009-11-01,1,1
EL TORNO,malaria,total de casos confirmados,2009-11-01,40,40
ENTRE RIOS,malaria,total de casos confirmados,2009-11-01,1,1
EUREKA (SANTOS MERCADO),malaria,total de casos confirmados,2009-11-01,16,16
GRAL. J.J. PEREZ (CHARAZANI),malaria,total de casos confirmados,2009-11-01,2,2
GUANAY,malaria,total de casos confirmados,2009-11-01,3,3
GUAYARAMERIN,malaria,total de casos confirmados,2009-11-01,295,295
INGAVI (HUMAITA),malaria,total de casos confirmados,2009-11-01,2,2
MONTERO,malaria,total de casos confirmados,2009-11-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),malaria,total de casos confirmados,2009-11-01,11,11
NUEVO MANOA (NUEVA ESPERANZA),malaria,total de casos confirmados,2009-11-01,108,108
PALOS BLANCOS,malaria,total de casos confirmados,2009-11-01,15,15
PORONGO,malaria,total de casos confirmados,2009-11-01,3,3
PORVENIR,malaria,total de casos confirmados,2009-11-01,24,24
PUERTO GONZALO MORENO,malaria,total de casos confirmados,2009-11-01,2,2
PUERTO RICO,malaria,total de casos confirmados,2009-11-01,21,21
PUERTO VILLARROEL,malaria,total de casos confirmados,2009-11-01,2,2
RIBERALTA,malaria,total de casos confirmados,2009-11-01,225,225
SAN BORJA,malaria,total de casos confirmados,2009-11-01,3,3
SAN CARLOS,malaria,total de casos confirmados,2009-11-01,1,1
SAN IGNACIO DE VELASCO,malaria,total de casos confirmados,2009-11-01,19,19
SAN LORENZO(PND),malaria,total de casos confirmados,2009-11-01,4,4
SANTA CRUZ DE LA SIERRA,malaria,total de casos confirmados,2009-11-01,0,0
SANTA ROSA,malaria,total de casos confirmados,2009-11-01,2,2
SENA,malaria,total de casos confirmados,2009-11-01,6,6
TEOPONTE,malaria,total de casos confirmados,2009-11-01,12,12
TORO TORO,malaria,total de casos confirmados,2009-11-01,6,6
VILLA MONTES,malaria,total de casos confirmados,2009-11-01,2,2
VILLA NUEVA (LOMA ALTA),malaria,total de casos confirmados,2009-11-01,18,18
VILLA TUNARI,malaria,total de casos confirmados,2009-11-01,1,1
YACUIBA,malaria,total de casos confirmados,2009-11-01,23,23
YAPACANI,malaria,total de casos confirmados,2009-11-01,4,4
ACACIO,malaria,total de casos confirmados,2009-12-01,1,1
ALCALA,malaria,total de casos confirmados,2009-12-01,1,1
APOLO,malaria,total de casos confirmados,2009-12-01,10,10
AZURDUY,malaria,total de casos confirmados,2009-12-01,2,2
BAURES,malaria,total de casos confirmados,2009-12-01,12,12
BELLA FLOR,malaria,total de casos confirmados,2009-12-01,2,2
BERMEJO,malaria,total de casos confirmados,2009-12-01,15,15
CARANAVI,malaria,total de casos confirmados,2009-12-01,13,13
CARAPARI,malaria,total de casos confirmados,2009-12-01,10,10
CLIZA,malaria,total de casos confirmados,2009-12-01,1,1
COBIJA,malaria,total de casos confirmados,2009-12-01,10,10
COROICO,malaria,total de casos confirmados,2009-12-01,1,1
EL TORNO,malaria,total de casos confirmados,2009-12-01,68,68
ENTRE RIOS,malaria,total de casos confirmados,2009-12-01,9,9
EUREKA (SANTOS MERCADO),malaria,total de casos confirmados,2009-12-01,5,5
GUANAY,malaria,total de casos confirmados,2009-12-01,4,4
GUAYARAMERIN,malaria,total de casos confirmados,2009-12-01,360,360
HUACARETA,malaria,total de casos confirmados,2009-12-01,1,1
INGAVI (HUMAITA),malaria,total de casos confirmados,2009-12-01,2,2
LA GUARDIA,malaria,total de casos confirmados,2009-12-01,5,5
NACEBE (SANTA ROSA DEL ABUNA),malaria,total de casos confirmados,2009-12-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),malaria,total de casos confirmados,2009-12-01,31,31
OMEREQUE,malaria,total de casos confirmados,2009-12-01,1,1
PADCAYA,malaria,total de casos confirmados,2009-12-01,2,2
PALOS BLANCOS,malaria,total de casos confirmados,2009-12-01,26,26
PORONGO,malaria,total de casos confirmados,2009-12-01,7,7
PORVENIR,malaria,total de casos confirmados,2009-12-01,14,14
PUERTO RICO,malaria,total de casos confirmados,2009-12-01,6,6
REYES,malaria,total de casos confirmados,2009-12-01,8,8
RIBERALTA,malaria,total de casos confirmados,2009-12-01,156,156
RURRENABAQUE,malaria,total de casos confirmados,2009-12-01,1,1
SAIPINA,malaria,total de casos confirmados,2009-12-01,3,3
SAN BORJA,malaria,total de casos confirmados,2009-12-01,2,2
SAN IGNACIO DE VELASCO,malaria,total de casos confirmados,2009-12-01,10,10
SAN PEDRO(PND),malaria,total de casos confirmados,2009-12-01,3,3
SANTA ANA,malaria,total de casos confirmados,2009-12-01,1,1
SANTA ROSA,malaria,total de casos confirmados,2009-12-01,3,3
SENA,malaria,total de casos confirmados,2009-12-01,20,20
TEOPONTE,malaria,total de casos confirmados,2009-12-01,17,17
TIRAQUE (CBBA),malaria,total de casos confirmados,2009-12-01,3,3
TOMINA,malaria,total de casos confirmados,2009-12-01,1,1
URIONDO (A. CONCEPCION),malaria,total de casos confirmados,2009-12-01,2,2
VILLA MONTES,malaria,total de casos confirmados,2009-12-01,12,12
VILLA NUEVA (LOMA ALTA),malaria,total de casos confirmados,2009-12-01,3,3
WARNES,malaria,total de casos confirmados,2009-12-01,1,1
YACUIBA,malaria,total de casos confirmados,2009-12-01,28,28
YAPACANI,malaria,total de casos confirmados,2009-12-01,2,2
ZUDAÑEZ,malaria,total de casos confirmados,2009-12-01,4,4
