municipality,group,variable,month,Número de Muestras hemáticas tomadas,TOTAL
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2009-04-01,27,27
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2009-04-01,15,15
YACUIBA,malaria,numero de muestras hematicas tomadas,2009-04-01,701,701
YAPACANI,malaria,numero de muestras hematicas tomadas,2009-04-01,13,13
ZUDAÑEZ,malaria,numero de muestras hematicas tomadas,2009-04-01,1,1
AIQUILE,malaria,numero de muestras hematicas tomadas,2009-05-01,7,7
AYATA,malaria,numero de muestras hematicas tomadas,2009-05-01,8,8
AZURDUY,malaria,numero de muestras hematicas tomadas,2009-05-01,21,21
BAURES,malaria,numero de muestras hematicas tomadas,2009-05-01,127,127
BERMEJO,malaria,numero de muestras hematicas tomadas,2009-05-01,51,51
BOYUIBE,malaria,numero de muestras hematicas tomadas,2009-05-01,1,1
BUENA VISTA,malaria,numero de muestras hematicas tomadas,2009-05-01,21,21
CABEZAS,malaria,numero de muestras hematicas tomadas,2009-05-01,4,4
CAMIRI,malaria,numero de muestras hematicas tomadas,2009-05-01,48,48
CARANAVI,malaria,numero de muestras hematicas tomadas,2009-05-01,62,62
CARAPARI,malaria,numero de muestras hematicas tomadas,2009-05-01,38,38
COBIJA,malaria,numero de muestras hematicas tomadas,2009-05-01,84,84
CONCEPCION,malaria,numero de muestras hematicas tomadas,2009-05-01,160,160
CULPINA,malaria,numero de muestras hematicas tomadas,2009-05-01,5,5
EL TORNO,malaria,numero de muestras hematicas tomadas,2009-05-01,107,107
EL VILLAR,malaria,numero de muestras hematicas tomadas,2009-05-01,1,1
ENTRE RIOS,malaria,numero de muestras hematicas tomadas,2009-05-01,1,1
ENTRE RIOS,malaria,numero de muestras hematicas tomadas,2009-05-01,81,81
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2009-05-01,64,64
FILADELFIA,malaria,numero de muestras hematicas tomadas,2009-05-01,8,8
GRAL. J.J. PEREZ (CHARAZANI),malaria,numero de muestras hematicas tomadas,2009-05-01,13,13
GUANAY,malaria,numero de muestras hematicas tomadas,2009-05-01,85,85
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2009-05-01,1211,1211
HUACARETA,malaria,numero de muestras hematicas tomadas,2009-05-01,3,3
INGAVI (HUMAITA),malaria,numero de muestras hematicas tomadas,2009-05-01,10,10
LA ASUNTA,malaria,numero de muestras hematicas tomadas,2009-05-01,4,4
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2009-05-01,11,11
LA PAZ,malaria,numero de muestras hematicas tomadas,2009-05-01,25,25
LAGUNILLAS,malaria,numero de muestras hematicas tomadas,2009-05-01,24,24
LAS CARRERAS,malaria,numero de muestras hematicas tomadas,2009-05-01,4,4
MACHARETI,malaria,numero de muestras hematicas tomadas,2009-05-01,8,8
MAGDALENA,malaria,numero de muestras hematicas tomadas,2009-05-01,52,52
MAPIRI,malaria,numero de muestras hematicas tomadas,2009-05-01,16,16
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2009-05-01,18,18
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2009-05-01,201,201
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2009-05-01,580,580
PADCAYA,malaria,numero de muestras hematicas tomadas,2009-05-01,38,38
PADILLA,malaria,numero de muestras hematicas tomadas,2009-05-01,19,19
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2009-05-01,26,26
PASORAPA,malaria,numero de muestras hematicas tomadas,2009-05-01,2,2
POROMA,malaria,numero de muestras hematicas tomadas,2009-05-01,32,32
PORONGO,malaria,numero de muestras hematicas tomadas,2009-05-01,12,12
PORVENIR,malaria,numero de muestras hematicas tomadas,2009-05-01,68,68
PRESTO,malaria,numero de muestras hematicas tomadas,2009-05-01,5,5
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2009-05-01,27,27
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2009-05-01,309,309
PUERTO SILES,malaria,numero de muestras hematicas tomadas,2009-05-01,1,1
PUERTO VILLARROEL,malaria,numero de muestras hematicas tomadas,2009-05-01,3,3
REYES,malaria,numero de muestras hematicas tomadas,2009-05-01,23,23
RIBERALTA,malaria,numero de muestras hematicas tomadas,2009-05-01,1950,1950
RURRENABAQUE,malaria,numero de muestras hematicas tomadas,2009-05-01,1,1
SAIPINA,malaria,numero de muestras hematicas tomadas,2009-05-01,85,85
SAN CARLOS,malaria,numero de muestras hematicas tomadas,2009-05-01,3,3
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2009-05-01,332,332
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2009-05-01,100,100
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2009-05-01,336,336
SAN LORENZO(TJA),malaria,numero de muestras hematicas tomadas,2009-05-01,4,4
SAN MATIAS,malaria,numero de muestras hematicas tomadas,2009-05-01,42,42
SANTA CRUZ DE LA SIERRA,malaria,numero de muestras hematicas tomadas,2009-05-01,1,1
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2009-05-01,20,20
SENA,malaria,numero de muestras hematicas tomadas,2009-05-01,248,248
SOPACHUY,malaria,numero de muestras hematicas tomadas,2009-05-01,17,17
TARVITA,malaria,numero de muestras hematicas tomadas,2009-05-01,2,2
TEOPONTE,malaria,numero de muestras hematicas tomadas,2009-05-01,30,30
TIRAQUE (CBBA),malaria,numero de muestras hematicas tomadas,2009-05-01,1,1
TOMINA,malaria,numero de muestras hematicas tomadas,2009-05-01,3,3
TORO TORO,malaria,numero de muestras hematicas tomadas,2009-05-01,5,5
VALLEGRANDE,malaria,numero de muestras hematicas tomadas,2009-05-01,14,14
VILA VILA,malaria,numero de muestras hematicas tomadas,2009-05-01,1,1
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2009-05-01,251,251
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2009-05-01,49,49
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2009-05-01,32,32
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2009-05-01,35,35
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2009-05-01,3,3
YACUIBA,malaria,numero de muestras hematicas tomadas,2009-05-01,394,394
YAPACANI,malaria,numero de muestras hematicas tomadas,2009-05-01,13,13
ZUDAÑEZ,malaria,numero de muestras hematicas tomadas,2009-05-01,2,2
ACACIO,malaria,numero de muestras hematicas tomadas,2009-06-01,50,50
AIQUILE,malaria,numero de muestras hematicas tomadas,2009-06-01,2,2
AYATA,malaria,numero de muestras hematicas tomadas,2009-06-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),malaria,numero de muestras hematicas tomadas,2009-06-01,3,3
AZURDUY,malaria,numero de muestras hematicas tomadas,2009-06-01,19,19
BAURES,malaria,numero de muestras hematicas tomadas,2009-06-01,125,125
BELLA FLOR,malaria,numero de muestras hematicas tomadas,2009-06-01,73,73
BERMEJO,malaria,numero de muestras hematicas tomadas,2009-06-01,67,67
BUENA VISTA,malaria,numero de muestras hematicas tomadas,2009-06-01,9,9
CABEZAS,malaria,numero de muestras hematicas tomadas,2009-06-01,2,2
CAMIRI,malaria,numero de muestras hematicas tomadas,2009-06-01,33,33
CARANAVI,malaria,numero de muestras hematicas tomadas,2009-06-01,59,59
CARAPARI,malaria,numero de muestras hematicas tomadas,2009-06-01,27,27
COBIJA,malaria,numero de muestras hematicas tomadas,2009-06-01,55,55
CONCEPCION,malaria,numero de muestras hematicas tomadas,2009-06-01,63,63
CULPINA,malaria,numero de muestras hematicas tomadas,2009-06-01,4,4
EL TORNO,malaria,numero de muestras hematicas tomadas,2009-06-01,184,184
ENTRE RIOS,malaria,numero de muestras hematicas tomadas,2009-06-01,77,77
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2009-06-01,110,110
FILADELFIA,malaria,numero de muestras hematicas tomadas,2009-06-01,91,91
GRAL. J.J. PEREZ (CHARAZANI),malaria,numero de muestras hematicas tomadas,2009-06-01,10,10
GUANAY,malaria,numero de muestras hematicas tomadas,2009-06-01,114,114
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2009-06-01,1381,1381
HUACARETA,malaria,numero de muestras hematicas tomadas,2009-06-01,118,118
INGAVI (HUMAITA),malaria,numero de muestras hematicas tomadas,2009-06-01,56,56
IXIAMAS,malaria,numero de muestras hematicas tomadas,2009-06-01,1,1
LA ASUNTA,malaria,numero de muestras hematicas tomadas,2009-06-01,8,8
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2009-06-01,9,9
LA PAZ,malaria,numero de muestras hematicas tomadas,2009-06-01,42,42
MACHARETI,malaria,numero de muestras hematicas tomadas,2009-06-01,1,1
MAGDALENA,malaria,numero de muestras hematicas tomadas,2009-06-01,156,156
MAIRANA,malaria,numero de muestras hematicas tomadas,2009-06-01,1,1
MAPIRI,malaria,numero de muestras hematicas tomadas,2009-06-01,15,15
MIZQUE,malaria,numero de muestras hematicas tomadas,2009-06-01,1,1
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2009-06-01,470,470
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2009-06-01,122,122
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2009-06-01,394,394
OMEREQUE,malaria,numero de muestras hematicas tomadas,2009-06-01,1,1
PADCAYA,malaria,numero de muestras hematicas tomadas,2009-06-01,77,77
PADILLA,malaria,numero de muestras hematicas tomadas,2009-06-01,51,51
PAILON,malaria,numero de muestras hematicas tomadas,2009-06-01,2,2
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2009-06-01,21,21
PATACAMAYA,malaria,numero de muestras hematicas tomadas,2009-06-01,1,1
POROMA,malaria,numero de muestras hematicas tomadas,2009-06-01,10,10
PORONGO,malaria,numero de muestras hematicas tomadas,2009-06-01,14,14
PORVENIR,malaria,numero de muestras hematicas tomadas,2009-06-01,158,158
PRESTO,malaria,numero de muestras hematicas tomadas,2009-06-01,2,2
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2009-06-01,131,131
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2009-06-01,392,392
PUERTO VILLARROEL,malaria,numero de muestras hematicas tomadas,2009-06-01,8,8
REYES,malaria,numero de muestras hematicas tomadas,2009-06-01,14,14
RIBERALTA,malaria,numero de muestras hematicas tomadas,2009-06-01,1821,1821
ROBORE,malaria,numero de muestras hematicas tomadas,2009-06-01,10,10
RURRENABAQUE,malaria,numero de muestras hematicas tomadas,2009-06-01,1,1
SAIPINA,malaria,numero de muestras hematicas tomadas,2009-06-01,130,130
SAN BORJA,malaria,numero de muestras hematicas tomadas,2009-06-01,1,1
SAN CARLOS,malaria,numero de muestras hematicas tomadas,2009-06-01,4,4
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2009-06-01,128,128
SAN JOAQUIN,malaria,numero de muestras hematicas tomadas,2009-06-01,83,83
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2009-06-01,72,72
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2009-06-01,75,75
SAN LORENZO(TJA),malaria,numero de muestras hematicas tomadas,2009-06-01,1,1
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2009-06-01,11,11
SAN MATIAS,malaria,numero de muestras hematicas tomadas,2009-06-01,75,75
SAN PEDRO DE BUENA VISTA,malaria,numero de muestras hematicas tomadas,2009-06-01,92,92
SAN PEDRO(PND),malaria,numero de muestras hematicas tomadas,2009-06-01,55,55
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2009-06-01,54,54
SENA,malaria,numero de muestras hematicas tomadas,2009-06-01,176,176
SOPACHUY,malaria,numero de muestras hematicas tomadas,2009-06-01,13,13
TARABUCO,malaria,numero de muestras hematicas tomadas,2009-06-01,2,2
TEOPONTE,malaria,numero de muestras hematicas tomadas,2009-06-01,18,18
TOMINA,malaria,numero de muestras hematicas tomadas,2009-06-01,2,2
TORO TORO,malaria,numero de muestras hematicas tomadas,2009-06-01,56,56
VALLEGRANDE,malaria,numero de muestras hematicas tomadas,2009-06-01,4,4
VILA VILA,malaria,numero de muestras hematicas tomadas,2009-06-01,2,2
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2009-06-01,233,233
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2009-06-01,78,78
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2009-06-01,8,8
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2009-06-01,105,105
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2009-06-01,2,2
YACUIBA,malaria,numero de muestras hematicas tomadas,2009-06-01,623,623
YAPACANI,malaria,numero de muestras hematicas tomadas,2009-06-01,12,12
ZUDAÑEZ,malaria,numero de muestras hematicas tomadas,2009-06-01,11,11
ACACIO,malaria,numero de muestras hematicas tomadas,2009-07-01,56,56
AIQUILE,malaria,numero de muestras hematicas tomadas,2009-07-01,3,3
ARAMPAMPA,malaria,numero de muestras hematicas tomadas,2009-07-01,5,5
AYATA,malaria,numero de muestras hematicas tomadas,2009-07-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),malaria,numero de muestras hematicas tomadas,2009-07-01,3,3
AZURDUY,malaria,numero de muestras hematicas tomadas,2009-07-01,8,8
BAURES,malaria,numero de muestras hematicas tomadas,2009-07-01,131,131
BERMEJO,malaria,numero de muestras hematicas tomadas,2009-07-01,33,33
BUENA VISTA,malaria,numero de muestras hematicas tomadas,2009-07-01,18,18
CABEZAS,malaria,numero de muestras hematicas tomadas,2009-07-01,1,1
CAMIRI,malaria,numero de muestras hematicas tomadas,2009-07-01,14,14
CARANAVI,malaria,numero de muestras hematicas tomadas,2009-07-01,30,30
CARAPARI,malaria,numero de muestras hematicas tomadas,2009-07-01,17,17
COBIJA,malaria,numero de muestras hematicas tomadas,2009-07-01,89,89
CUEVO,malaria,numero de muestras hematicas tomadas,2009-07-01,1,1
EL TORNO,malaria,numero de muestras hematicas tomadas,2009-07-01,131,131
ENTRE RIOS,malaria,numero de muestras hematicas tomadas,2009-07-01,85,85
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2009-07-01,125,125
FILADELFIA,malaria,numero de muestras hematicas tomadas,2009-07-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),malaria,numero de muestras hematicas tomadas,2009-07-01,2,2
GUANAY,malaria,numero de muestras hematicas tomadas,2009-07-01,97,97
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2009-07-01,780,780
HUACARETA,malaria,numero de muestras hematicas tomadas,2009-07-01,2,2
INCAHUASI,malaria,numero de muestras hematicas tomadas,2009-07-01,1,1
INGAVI (HUMAITA),malaria,numero de muestras hematicas tomadas,2009-07-01,22,22
LA ASUNTA,malaria,numero de muestras hematicas tomadas,2009-07-01,5,5
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2009-07-01,15,15
LA PAZ,malaria,numero de muestras hematicas tomadas,2009-07-01,22,22
LAGUNILLAS,malaria,numero de muestras hematicas tomadas,2009-07-01,17,17
MAGDALENA,malaria,numero de muestras hematicas tomadas,2009-07-01,52,52
MAPIRI,malaria,numero de muestras hematicas tomadas,2009-07-01,36,36
MIZQUE,malaria,numero de muestras hematicas tomadas,2009-07-01,1,1
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2009-07-01,23,23
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2009-07-01,87,87
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2009-07-01,250,250
PADCAYA,malaria,numero de muestras hematicas tomadas,2009-07-01,32,32
PADILLA,malaria,numero de muestras hematicas tomadas,2009-07-01,6,6
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2009-07-01,17,17
POROMA,malaria,numero de muestras hematicas tomadas,2009-07-01,12,12
PORONGO,malaria,numero de muestras hematicas tomadas,2009-07-01,11,11
PORVENIR,malaria,numero de muestras hematicas tomadas,2009-07-01,114,114
PRESTO,malaria,numero de muestras hematicas tomadas,2009-07-01,2,2
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2009-07-01,68,68
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2009-07-01,245,245
PUERTO SILES,malaria,numero de muestras hematicas tomadas,2009-07-01,1,1
REYES,malaria,numero de muestras hematicas tomadas,2009-07-01,16,16
RIBERALTA,malaria,numero de muestras hematicas tomadas,2009-07-01,2071,2071
RURRENABAQUE,malaria,numero de muestras hematicas tomadas,2009-07-01,2,2
SAIPINA,malaria,numero de muestras hematicas tomadas,2009-07-01,85,85
SAN BORJA,malaria,numero de muestras hematicas tomadas,2009-07-01,1,1
SAN CARLOS,malaria,numero de muestras hematicas tomadas,2009-07-01,3,3
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2009-07-01,384,384
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2009-07-01,72,72
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2009-07-01,127,127
SAN LORENZO(TJA),malaria,numero de muestras hematicas tomadas,2009-07-01,1,1
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2009-07-01,2,2
SAN MATIAS,malaria,numero de muestras hematicas tomadas,2009-07-01,51,51
SAN MIGUEL DE VELASCO,malaria,numero de muestras hematicas tomadas,2009-07-01,1,1
SAN PEDRO(PND),malaria,numero de muestras hematicas tomadas,2009-07-01,22,22
SANTA CRUZ DE LA SIERRA,malaria,numero de muestras hematicas tomadas,2009-07-01,2,2
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2009-07-01,29,29
SENA,malaria,numero de muestras hematicas tomadas,2009-07-01,172,172
SOPACHUY,malaria,numero de muestras hematicas tomadas,2009-07-01,13,13
TARVITA,malaria,numero de muestras hematicas tomadas,2009-07-01,4,4
TEOPONTE,malaria,numero de muestras hematicas tomadas,2009-07-01,22,22
TOMINA,malaria,numero de muestras hematicas tomadas,2009-07-01,1,1
TORO TORO,malaria,numero de muestras hematicas tomadas,2009-07-01,22,22
VALLEGRANDE,malaria,numero de muestras hematicas tomadas,2009-07-01,3,3
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2009-07-01,146,146
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2009-07-01,89,89
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2009-07-01,35,35
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2009-07-01,44,44
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2009-07-01,3,3
WARNES,malaria,numero de muestras hematicas tomadas,2009-07-01,1,1
YACUIBA,malaria,numero de muestras hematicas tomadas,2009-07-01,228,228
YAPACANI,malaria,numero de muestras hematicas tomadas,2009-07-01,8,8
ZUDAÑEZ,malaria,numero de muestras hematicas tomadas,2009-07-01,1,1
ACACIO,malaria,numero de muestras hematicas tomadas,2009-08-01,40,40
AIQUILE,malaria,numero de muestras hematicas tomadas,2009-08-01,9,9
ARAMPAMPA,malaria,numero de muestras hematicas tomadas,2009-08-01,10,10
AYATA,malaria,numero de muestras hematicas tomadas,2009-08-01,2,2
AZURDUY,malaria,numero de muestras hematicas tomadas,2009-08-01,1,1
BAURES,malaria,numero de muestras hematicas tomadas,2009-08-01,119,119
BELLA FLOR,malaria,numero de muestras hematicas tomadas,2009-08-01,24,24
BERMEJO,malaria,numero de muestras hematicas tomadas,2009-08-01,45,45
BUENA VISTA,malaria,numero de muestras hematicas tomadas,2009-08-01,16,16
CARANAVI,malaria,numero de muestras hematicas tomadas,2009-08-01,97,97
CARAPARI,malaria,numero de muestras hematicas tomadas,2009-08-01,6,6
COBIJA,malaria,numero de muestras hematicas tomadas,2009-08-01,110,110
CONCEPCION,malaria,numero de muestras hematicas tomadas,2009-08-01,96,96
CUEVO,malaria,numero de muestras hematicas tomadas,2009-08-01,1,1
CULPINA,malaria,numero de muestras hematicas tomadas,2009-08-01,5,5
EL ALTO,malaria,numero de muestras hematicas tomadas,2009-08-01,1,1
EL TORNO,malaria,numero de muestras hematicas tomadas,2009-08-01,195,195
EL VILLAR,malaria,numero de muestras hematicas tomadas,2009-08-01,1,1
ENTRE RIOS,malaria,numero de muestras hematicas tomadas,2009-08-01,226,226
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2009-08-01,77,77
EXALTACION,malaria,numero de muestras hematicas tomadas,2009-08-01,1,1
FILADELFIA,malaria,numero de muestras hematicas tomadas,2009-08-01,5,5
GUANAY,malaria,numero de muestras hematicas tomadas,2009-08-01,60,60
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2009-08-01,730,730
HUACARETA,malaria,numero de muestras hematicas tomadas,2009-08-01,96,96
INCAHUASI,malaria,numero de muestras hematicas tomadas,2009-08-01,1,1
IXIAMAS,malaria,numero de muestras hematicas tomadas,2009-08-01,1,1
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2009-08-01,5,5
LA PAZ,malaria,numero de muestras hematicas tomadas,2009-08-01,109,109
LAGUNILLAS,malaria,numero de muestras hematicas tomadas,2009-08-01,16,16
MACHARETI,malaria,numero de muestras hematicas tomadas,2009-08-01,2,2
MAGDALENA,malaria,numero de muestras hematicas tomadas,2009-08-01,36,36
MAPIRI,malaria,numero de muestras hematicas tomadas,2009-08-01,18,18
MIZQUE,malaria,numero de muestras hematicas tomadas,2009-08-01,3,3
MOJOCOYA,malaria,numero de muestras hematicas tomadas,2009-08-01,1,1
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2009-08-01,18,18
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2009-08-01,85,85
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2009-08-01,233,233
OMEREQUE,malaria,numero de muestras hematicas tomadas,2009-08-01,2,2
PADCAYA,malaria,numero de muestras hematicas tomadas,2009-08-01,24,24
PADILLA,malaria,numero de muestras hematicas tomadas,2009-08-01,2,2
PAILON,malaria,numero de muestras hematicas tomadas,2009-08-01,1,1
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2009-08-01,8,8
POROMA,malaria,numero de muestras hematicas tomadas,2009-08-01,18,18
PORONGO,malaria,numero de muestras hematicas tomadas,2009-08-01,13,13
PORVENIR,malaria,numero de muestras hematicas tomadas,2009-08-01,87,87
PRESTO,malaria,numero de muestras hematicas tomadas,2009-08-01,4,4
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2009-08-01,133,133
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2009-08-01,217,217
RAVELO,malaria,numero de muestras hematicas tomadas,2009-08-01,3,3
REYES,malaria,numero de muestras hematicas tomadas,2009-08-01,13,13
RIBERALTA,malaria,numero de muestras hematicas tomadas,2009-08-01,900,900
ROBORE,malaria,numero de muestras hematicas tomadas,2009-08-01,8,8
RURRENABAQUE,malaria,numero de muestras hematicas tomadas,2009-08-01,4,4
SAIPINA,malaria,numero de muestras hematicas tomadas,2009-08-01,178,178
SAN BORJA,malaria,numero de muestras hematicas tomadas,2009-08-01,1,1
SAN CARLOS,malaria,numero de muestras hematicas tomadas,2009-08-01,3,3
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2009-08-01,189,189
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2009-08-01,48,48
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2009-08-01,67,67
SANTA ANA,malaria,numero de muestras hematicas tomadas,2009-08-01,1,1
SANTA CRUZ DE LA SIERRA,malaria,numero de muestras hematicas tomadas,2009-08-01,0,0
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2009-08-01,19,19
SENA,malaria,numero de muestras hematicas tomadas,2009-08-01,202,202
SOPACHUY,malaria,numero de muestras hematicas tomadas,2009-08-01,5,5
TEOPONTE,malaria,numero de muestras hematicas tomadas,2009-08-01,15,15
TORO TORO,malaria,numero de muestras hematicas tomadas,2009-08-01,4,4
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2009-08-01,181,181
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2009-08-01,76,76
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2009-08-01,4,4
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2009-08-01,18,18
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2009-08-01,3,3
YACUIBA,malaria,numero de muestras hematicas tomadas,2009-08-01,394,394
YAMPARAEZ,malaria,numero de muestras hematicas tomadas,2009-08-01,223,223
YAPACANI,malaria,numero de muestras hematicas tomadas,2009-08-01,9,9
ACACIO,malaria,numero de muestras hematicas tomadas,2009-09-01,56,56
AIQUILE,malaria,numero de muestras hematicas tomadas,2009-09-01,6,6
APOLO,malaria,numero de muestras hematicas tomadas,2009-09-01,51,51
ARAMPAMPA,malaria,numero de muestras hematicas tomadas,2009-09-01,25,25
AYATA,malaria,numero de muestras hematicas tomadas,2009-09-01,5,5
AZURDUY,malaria,numero de muestras hematicas tomadas,2009-09-01,6,6
BAURES,malaria,numero de muestras hematicas tomadas,2009-09-01,175,175
BELLA FLOR,malaria,numero de muestras hematicas tomadas,2009-09-01,21,21
BERMEJO,malaria,numero de muestras hematicas tomadas,2009-09-01,39,39
BUENA VISTA,malaria,numero de muestras hematicas tomadas,2009-09-01,16,16
CABEZAS,malaria,numero de muestras hematicas tomadas,2009-09-01,3,3
CARANAVI,malaria,numero de muestras hematicas tomadas,2009-09-01,228,228
CARAPARI,malaria,numero de muestras hematicas tomadas,2009-09-01,59,59
COBIJA,malaria,numero de muestras hematicas tomadas,2009-09-01,132,132
CUEVO,malaria,numero de muestras hematicas tomadas,2009-09-01,1,1
CULPINA,malaria,numero de muestras hematicas tomadas,2009-09-01,2,2
EL TORNO,malaria,numero de muestras hematicas tomadas,2009-09-01,147,147
EL VILLAR,malaria,numero de muestras hematicas tomadas,2009-09-01,1,1
ENTRE RIOS,malaria,numero de muestras hematicas tomadas,2009-09-01,1,1
ENTRE RIOS,malaria,numero de muestras hematicas tomadas,2009-09-01,108,108
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2009-09-01,93,93
FILADELFIA,malaria,numero de muestras hematicas tomadas,2009-09-01,108,108
GRAL. J.J. PEREZ (CHARAZANI),malaria,numero de muestras hematicas tomadas,2009-09-01,6,6
GUANAY,malaria,numero de muestras hematicas tomadas,2009-09-01,20,20
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2009-09-01,2047,2047
HUACARETA,malaria,numero de muestras hematicas tomadas,2009-09-01,6,6
ICLA,malaria,numero de muestras hematicas tomadas,2009-09-01,1,1
INCAHUASI,malaria,numero de muestras hematicas tomadas,2009-09-01,90,90
IXIAMAS,malaria,numero de muestras hematicas tomadas,2009-09-01,1,1
LA ASUNTA,malaria,numero de muestras hematicas tomadas,2009-09-01,11,11
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2009-09-01,14,14
LA PAZ,malaria,numero de muestras hematicas tomadas,2009-09-01,159,159
LAGUNILLAS,malaria,numero de muestras hematicas tomadas,2009-09-01,24,24
MACHARETI,malaria,numero de muestras hematicas tomadas,2009-09-01,1,1
MAGDALENA,malaria,numero de muestras hematicas tomadas,2009-09-01,72,72
MAPIRI,malaria,numero de muestras hematicas tomadas,2009-09-01,7,7
MOJOCOYA,malaria,numero de muestras hematicas tomadas,2009-09-01,1,1
