municipality,group,variable,month,Nuevas en personas de 5 a 14 años -Hombre,Nuevas en personas de 5 a 14 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
CUEVO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,49,58,49,58,107
CULPINA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,95,63,95,63,158
CURAHUARA DE CARANGAS,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,26,17,26,17,43
CURVA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,11,9,11,9,20
DESAGUADERO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,9,6,9,6,15
EL ALTO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,4689,4745,4689,4745,9434
EL CHORO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,3,4,3,4,7
EL PUENTE(STC),consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,60,54,60,54,114
EL PUENTE(TJA),consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,26,24,26,24,50
EL TORNO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,191,181,191,181,372
EL VILLAR,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,29,16,29,16,45
ENTRE RIOS,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,134,139,134,139,273
ENTRE RIOS,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,45,34,45,34,79
ESCARA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,0,1,0,1,1
EUCALIPTUS,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,12,24,12,24,36
EUREKA (SANTOS MERCADO),consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,7,12,7,12,19
EXALTACION,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,13,16,13,16,29
FERNANDEZ ALONSO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,70,56,70,56,126
FILADELFIA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,18,8,18,8,26
GENERAL SAAVEDRA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,66,69,66,69,135
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,27,26,27,26,53
GUANAY,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,79,87,79,87,166
GUAQUI,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,7,13,7,13,20
GUAYARAMERIN,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,316,477,316,477,793
GUTIERREZ,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,223,233,223,233,456
HUACARETA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,67,78,67,78,145
HUACAYA (VILLA DE HUACAYA),consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,22,15,22,15,37
HUACHACALLA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,3,7,3,7,10
HUANUNI,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,120,126,120,126,246
HUARACAJE,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,24,15,24,15,39
HUAYLLAMARCA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,56,57,56,57,113
ICHOCA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,4,8,4,8,12
ICLA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,31,21,31,21,52
INCAHUASI,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,58,56,58,56,114
INGAVI (HUMAITA),consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,6,11,6,11,17
INQUISIVI,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,19,15,19,15,34
IRUPANA (VILLA DE LANZA),consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,70,54,70,54,124
IXIAMAS,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,44,37,44,37,81
JESUS DE MACHACA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,27,30,27,30,57
LA ASUNTA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,90,88,90,88,178
LA GUARDIA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,95,94,95,94,189
LA PAZ,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,5643,5266,5643,5266,10909
LA RIVERA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,2,1,2,1,3
LAGUNILLAS,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,38,45,38,45,83
LAJA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,29,16,29,16,45
LAS CARRERAS,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,18,20,18,20,38
LICOMA PAMPA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,5,5,5,5,10
LLALLAGUA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,113,107,113,107,220
LLICA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,14,16,14,16,30
LORETO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,28,6,28,6,34
LURIBAY,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,21,29,21,29,50
MACHACAMARCA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,16,14,16,14,30
MACHARETI,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,79,109,79,109,188
MAGDALENA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,72,94,72,94,166
MAIRANA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,30,49,30,49,79
MALLA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,26,37,26,37,63
MAPIRI,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,57,50,57,50,107
MECAPACA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,135,126,135,126,261
MINEROS,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,35,25,35,25,60
MIZQUE,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,27,25,27,25,52
MOCOMOCO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,54,31,54,31,85
MOJINETE,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,13,11,13,11,24
MOJOCOYA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,42,48,42,48,90
MONTEAGUDO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,225,226,225,226,451
MONTERO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,476,453,476,453,929
MORO MORO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,14,7,14,7,21
MOROCHATA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,30,24,30,24,54
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,10,12,10,12,22
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,28,12,28,12,40
OCURI,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,35,36,35,36,71
OKINAWA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,86,77,86,77,163
OMEREQUE,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,7,10,7,10,17
ORURO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,2050,2032,2050,2032,4082
PADCAYA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,254,210,254,210,464
PADILLA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,55,67,55,67,122
PAILON,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,42,38,42,38,80
PALCA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,45,23,45,23,68
PALOS BLANCOS,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,189,144,189,144,333
PAMPA AULLAGAS,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,2,0,2,0,2
PAMPA GRANDE,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,61,55,61,55,116
PAPEL PAMPA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,15,22,15,22,37
PASORAPA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,8,10,8,10,18
PATACAMAYA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,20,16,20,16,36
PAZÑA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,16,23,16,23,39
PELECHUCO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,34,41,34,41,75
POCOATA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,58,67,58,67,125
POCONA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,41,40,41,40,81
POJO (CBBA),consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,30,26,30,26,56
POOPO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,29,11,29,11,40
PORCO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,20,21,20,21,41
POROMA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,46,44,46,44,90
PORONGO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,62,44,62,44,106
PORTACHUELO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,85,107,85,107,192
PORVENIR,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,34,23,34,23,57
POSTRER VALLE,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,24,15,24,15,39
POTOSI,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,849,882,849,882,1731
PRESTO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,14,19,14,19,33
PUCARA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,9,9,9,9,18
PUCARANI,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,30,36,30,36,66
PUERTO ACOSTA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,70,59,70,59,129
PUERTO CARABUCO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,47,26,47,26,73
PUERTO GONZALO MORENO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,52,57,52,57,109
PUERTO PEREZ,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,18,23,18,23,41
PUERTO QUIJARRO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,105,100,105,100,205
PUERTO RICO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,66,69,66,69,135
PUERTO SILES,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,1,2,1,2,3
PUERTO SUAREZ,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,157,167,157,167,324
PUERTO VILLARROEL,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,220,166,220,166,386
PUNA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,112,108,112,108,220
PUNATA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,115,83,115,83,198
QUIABAYA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,7,10,7,10,17
QUILLACOLLO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,336,356,336,356,692
QUIME,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,24,41,24,41,65
QUIRUSILLAS,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,13,16,13,16,29
RAVELO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,47,24,47,24,71
REYES,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,110,138,110,138,248
RIBERALTA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,489,546,489,546,1035
ROBORE,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,94,148,94,148,242
RURRENABAQUE,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,89,85,89,85,174
SABAYA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,8,14,8,14,22
SACABA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,217,196,217,196,413
SACABAMBA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,12,10,12,10,22
SACACA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,96,87,96,87,183
SAIPINA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,23,25,23,25,48
SALINAS DE GARCI MENDOZA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,89,112,89,112,201
SAMAIPATA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,49,31,49,31,80
SAN AGUSTIN,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,6,6,6,6,12
SAN ANDRES,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,27,51,27,51,78
SAN ANDRES DE MACHACA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,9,9,9,9,18
SAN ANTONIO DE ESMORUCO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,12,16,12,16,28
SAN ANTONIO DE LOMERIO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,34,34,34,34,68
SAN BENITO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,38,37,38,37,75
SAN BORJA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,120,120,120,120,240
SAN BUENA VENTURA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,78,56,78,56,134
SAN CARLOS,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,131,84,131,84,215
SAN IGNACIO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,95,78,95,78,173
SAN IGNACIO DE VELASCO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,249,254,249,254,503
SAN JAVIER(BNI),consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,30,17,30,17,47
SAN JAVIER(STC),consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,21,16,21,16,37
SAN JOAQUIN,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,22,21,22,21,43
SAN JOSE DE CHIQUITOS,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,123,119,123,119,242
SAN JUAN DE YAPACANI,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,88,61,88,61,149
SAN JULIAN,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,328,322,328,322,650
SAN LORENZO(PND),consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,41,33,41,33,74
SAN LORENZO(TJA),consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,126,118,126,118,244
SAN LUCAS,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,157,120,157,120,277
SAN MATIAS,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,29,26,29,26,55
SAN MIGUEL DE VELASCO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,55,68,55,68,123
SAN PABLO DE LIPEZ,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,32,53,32,53,85
SAN PEDRO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,142,136,142,136,278
SAN PEDRO DE BUENA VISTA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,59,41,59,41,100
SAN PEDRO DE CURAHUARA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,20,36,20,36,56
SAN PEDRO DE QUEMES,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,1,2,1,2,3
SAN PEDRO DE TIQUINA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,15,8,15,8,23
SAN PEDRO(PND),consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,4,8,4,8,12
SAN RAFAEL,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,88,97,88,97,185
SAN RAMON,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,25,13,25,13,38
SAN RAMON,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,36,54,36,54,90
SANTA ANA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,61,53,61,53,114
SANTA CRUZ DE LA SIERRA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,7700,8377,7700,8377,16077
SANTA ROSA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,27,19,27,19,46
SANTA ROSA DEL SARA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,98,112,98,112,210
SANTIAGO DE CALLAPA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,36,28,36,28,64
SANTIAGO DE HUARI,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,29,20,29,20,49
SANTIAGO DE MACHACA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,10,7,10,7,17
SANTIVAÑES,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,38,40,38,40,78
SANTUARIO DE QUILLACAS,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,8,5,8,5,13
SAPAHAQUI,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,34,24,34,24,58
SENA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,48,48,48,48,96
SICA SICA (VILLA AROMA),consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,23,22,23,22,45
SICAYA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,4,9,4,9,13
SIPE SIPE,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,66,71,66,71,137
SOPACHUY,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,28,32,28,32,60
SORACACHI,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,17,16,17,16,33
SORATA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,45,31,45,31,76
SUCRE,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,2655,2638,2655,2638,5293
TACACHI,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,7,13,7,13,20
TACACOMA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,9,6,9,6,15
TACOBAMBA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,24,20,24,20,44
TACOPAYA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,13,9,13,9,22
TAHUA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,8,8,8,8,16
TAPACARI,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,112,127,112,127,239
TARABUCO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,43,42,43,42,85
TARACO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,29,27,29,27,56
TARATA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,23,36,23,36,59
TARIJA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,1109,1226,1109,1226,2335
TARVITA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,508,430,508,430,938
TEOPONTE,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,45,38,45,38,83
TIAWANACU,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,64,67,64,67,131
TINGUIPAYA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,29,20,29,20,49
TIPUANI,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,23,24,23,24,47
TIQUIPAYA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,119,117,119,117,236
TIRAQUE (CBBA),consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,176,121,176,121,297
TITO YUPANQUI (PARQUIPUJIO),consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,3,16,3,16,19
TOCO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,11,13,11,13,24
TODOS SANTOS,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,0,1,0,1,1
TOLATA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,11,10,11,10,21
TOLEDO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,22,21,22,21,43
TOMAVE,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,52,60,52,60,112
TOMINA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,38,31,38,31,69
TORO TORO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,59,50,59,50,109
TOTORA(CBBA),consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,24,19,24,19,43
TOTORA(ORR),consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,11,21,11,21,32
TRIGAL,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,17,19,17,19,36
TRINIDAD,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,402,435,402,435,837
TUPIZA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,637,687,637,687,1324
TURCO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,36,33,36,33,69
UMALA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,5,2,5,2,7
UNCIA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,119,102,119,102,221
URIONDO (A. CONCEPCION),consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,97,65,97,65,162
URUBICHA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,21,19,21,19,40
UYUNI,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,66,89,66,89,155
VACAS,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,44,33,44,33,77
VALLEGRANDE,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,176,204,176,204,380
VIACHA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,158,151,158,151,309
VILA VILA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,10,10,10,10,20
VILLA MONTES,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,203,213,203,213,416
VILLA NUEVA (LOMA ALTA),consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,13,9,13,9,22
VILLA RIVERO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,13,11,13,11,24
VILLA SERRANO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,57,56,57,56,113
VILLA TUNARI,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,371,336,371,336,707
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,110,118,110,118,228
VILLAZON,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,207,228,207,228,435
VINTO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,97,60,97,60,157
VITICHI,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,44,50,44,50,94
WALDO BALLIVIAN,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,11,2,11,2,13
WARNES,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,185,213,185,213,398
YACO,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,27,20,27,20,47
YACUIBA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,704,720,704,720,1424
YAMPARAEZ,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,17,13,17,13,30
YANACACHI,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,29,28,29,28,57
YAPACANI,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,199,157,199,157,356
YOCALLA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,21,27,21,27,48
YOTALA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,38,21,38,21,59
YUNCHARA,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,5,14,5,14,19
ZUDAÑEZ,consulta externa,nuevas en personas de 5 a 14 anos,2005-03-01,24,19,24,19,43
ACACIO,consulta externa,nuevas en personas de 5 a 14 anos,2005-04-01,27,29,27,29,56
ACHACACHI,consulta externa,nuevas en personas de 5 a 14 anos,2005-04-01,113,100,113,100,213
ACHOCALLA,consulta externa,nuevas en personas de 5 a 14 anos,2005-04-01,25,27,25,27,52
AIQUILE,consulta externa,nuevas en personas de 5 a 14 anos,2005-04-01,100,90,100,90,190
ALALAY,consulta externa,nuevas en personas de 5 a 14 anos,2005-04-01,1,4,1,4,5
ALCALA,consulta externa,nuevas en personas de 5 a 14 anos,2005-04-01,12,18,12,18,30
ANCORAIMES,consulta externa,nuevas en personas de 5 a 14 anos,2005-04-01,26,20,26,20,46
ANDAMARCA,consulta externa,nuevas en personas de 5 a 14 anos,2005-04-01,24,17,24,17,41
ANTEQUERA,consulta externa,nuevas en personas de 5 a 14 anos,2005-04-01,1,8,1,8,9
ANZALDO,consulta externa,nuevas en personas de 5 a 14 anos,2005-04-01,22,22,22,22,44
APOLO,consulta externa,nuevas en personas de 5 a 14 anos,2005-04-01,39,45,39,45,84
ARAMPAMPA,consulta externa,nuevas en personas de 5 a 14 anos,2005-04-01,26,30,26,30,56
ARANI,consulta externa,nuevas en personas de 5 a 14 anos,2005-04-01,19,25,19,25,44
ARBIETO,consulta externa,nuevas en personas de 5 a 14 anos,2005-04-01,30,27,30,27,57
ARQUE,consulta externa,nuevas en personas de 5 a 14 anos,2005-04-01,41,37,41,37,78
ASCENCION DE GUARAYOS,consulta externa,nuevas en personas de 5 a 14 anos,2005-04-01,106,82,106,82,188
ATOCHA,consulta externa,nuevas en personas de 5 a 14 anos,2005-04-01,200,245,200,245,445
AUCAPATA,consulta externa,nuevas en personas de 5 a 14 anos,2005-04-01,18,9,18,9,27
AYATA,consulta externa,nuevas en personas de 5 a 14 anos,2005-04-01,17,7,17,7,24
AYO AYO,consulta externa,nuevas en personas de 5 a 14 anos,2005-04-01,13,4,13,4,17
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,nuevas en personas de 5 a 14 anos,2005-04-01,66,60,66,60,126
AZURDUY,consulta externa,nuevas en personas de 5 a 14 anos,2005-04-01,164,162,164,162,326
BATALLAS,consulta externa,nuevas en personas de 5 a 14 anos,2005-04-01,64,69,64,69,133
BAURES,consulta externa,nuevas en personas de 5 a 14 anos,2005-04-01,20,25,20,25,45
BELEN DE ANDAMARCA,consulta externa,nuevas en personas de 5 a 14 anos,2005-04-01,6,4,6,4,10
BELEN DE URMIRI,consulta externa,nuevas en personas de 5 a 14 anos,2005-04-01,13,21,13,21,34
BELLA FLOR,consulta externa,nuevas en personas de 5 a 14 anos,2005-04-01,25,21,25,21,46
BERMEJO,consulta externa,nuevas en personas de 5 a 14 anos,2005-04-01,248,207,248,207,455
BETANZOS,consulta externa,nuevas en personas de 5 a 14 anos,2005-04-01,141,137,141,137,278
BOLIVAR,consulta externa,nuevas en personas de 5 a 14 anos,2005-04-01,12,27,12,27,39
BOLPEBRA,consulta externa,nuevas en personas de 5 a 14 anos,2005-04-01,17,22,17,22,39
BOYUIBE,consulta externa,nuevas en personas de 5 a 14 anos,2005-04-01,37,33,37,33,70
BUENA VISTA,consulta externa,nuevas en personas de 5 a 14 anos,2005-04-01,64,45,64,45,109
CABEZAS,consulta externa,nuevas en personas de 5 a 14 anos,2005-04-01,113,103,113,103,216
CAIROMA,consulta externa,nuevas en personas de 5 a 14 anos,2005-04-01,37,25,37,25,62
"CAIZA ""D""",consulta externa,nuevas en personas de 5 a 14 anos,2005-04-01,50,76,50,76,126
CAJUATA,consulta externa,nuevas en personas de 5 a 14 anos,2005-04-01,49,47,49,47,96
CALACOTO,consulta externa,nuevas en personas de 5 a 14 anos,2005-04-01,22,27,22,27,49
CALAMARCA,consulta externa,nuevas en personas de 5 a 14 anos,2005-04-01,26,16,26,16,42
CAMARGO,consulta externa,nuevas en personas de 5 a 14 anos,2005-04-01,103,99,103,99,202
