municipality,group,variable,month,Nuevas en personas de 60 años o más -Hombre,Nuevas en personas de 60 años o más -Mujer,TOTAL-H,TOTAL-M,TOTAL
ANZALDO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,11,24,11,24,35
APOLO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,31,28,31,28,59
ARAMPAMPA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,18,37,18,37,55
ARANI,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,12,21,12,21,33
ARBIETO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,15,42,15,42,57
ARQUE,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,12,38,12,38,50
ASCENCION DE GUARAYOS,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,16,21,16,21,37
ATOCHA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,80,115,80,115,195
AUCAPATA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,15,12,15,12,27
AYATA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,9,15,9,15,24
AYO AYO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,7,2,7,2,9
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,63,88,63,88,151
AZURDUY,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,43,76,43,76,119
BATALLAS,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,42,30,42,30,72
BAURES,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,25,32,25,32,57
BELEN DE ANDAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,3,7,3,7,10
BELEN DE URMIRI,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,12,27,12,27,39
BELLA FLOR,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,8,3,8,3,11
BERMEJO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,355,466,355,466,821
BETANZOS,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,157,221,157,221,378
BOLIVAR,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,8,26,8,26,34
BOLPEBRA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,6,6,6,6,12
BOYUIBE,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,14,10,14,10,24
BUENA VISTA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,106,82,106,82,188
CABEZAS,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,37,39,37,39,76
CAIROMA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,22,23,22,23,45
"CAIZA ""D""",consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,40,89,40,89,129
CAJUATA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,44,30,44,30,74
CALACOTO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,34,36,34,36,70
CALAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,15,9,15,9,24
CAMARGO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,175,239,175,239,414
CAMATAQUI (C. VILLA ABECIA),consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,11,41,11,41,52
CAMIRI,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,654,782,654,782,1436
CAPINOTA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,28,50,28,50,78
CAQUIAVIRI,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,30,46,30,46,76
CARACOLLO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,58,52,58,52,110
CARANAVI,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,112,73,112,73,185
CARANGAS,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,2,1,2,1,3
CARAPARI,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,23,42,23,42,65
CARIPUYO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,8,18,8,18,26
CARMEN RIVERO TORREZ,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,3,2,3,2,5
CATACORA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,1,4,1,4,5
CHACARILLA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,0,1,0,1,1
CHALLAPATA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,102,95,102,95,197
CHAQUI,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,33,61,33,61,94
CHARAGUA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,48,35,48,35,83
CHARAÑA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,7,7,7,7,14
CHAYANTA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,39,99,39,99,138
CHIMORE,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,25,12,25,12,37
CHIPAYA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,5,5,5,5,10
CHOQUE COTA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,2,7,2,7,9
CHULUMANI (V. DE LA LIBERTAD),consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,75,62,75,62,137
CHUMA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,41,54,41,54,95
CLIZA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,15,31,15,31,46
COBIJA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,114,198,114,198,312
COCHABAMBA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,4436,5296,4436,5296,9732
COIPASA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,2,0,2,0,2
COLCAPIRHUA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,97,154,97,154,251
"COLCHA ""K""",consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,101,94,101,94,195
COLLANA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,12,15,12,15,27
COLOMI,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,11,7,11,7,18
COLPA BELGICA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,55,32,55,32,87
COLQUECHACA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,82,120,82,120,202
COLQUENCHA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,26,14,26,14,40
COLQUIRI,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,41,52,41,52,93
COMANCHE,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,12,10,12,10,22
COMARAPA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,89,111,89,111,200
COMBAYA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,5,17,5,17,22
CONCEPCION,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,38,33,38,33,71
COPACABANA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,13,26,13,26,39
CORIPATA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,22,15,22,15,37
CORO CORO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,21,34,21,34,55
COROICO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,36,42,36,42,78
CORQUE,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,38,52,38,52,90
COTAGAITA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,248,479,248,479,727
COTOCA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,102,100,102,100,202
CUATRO CAÑADAS,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,9,20,9,20,29
CUCHUMUELA (V. G. VILLARROEL),consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,5,5,5,5,10
CUEVO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,18,22,18,22,40
CULPINA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,34,65,34,65,99
CURAHUARA DE CARANGAS,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,98,120,98,120,218
CURVA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,10,16,10,16,26
DESAGUADERO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,24,7,24,7,31
EL ALTO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,1324,1412,1324,1412,2736
EL CHORO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,18,16,18,16,34
EL PUENTE(STC),consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,12,10,12,10,22
EL PUENTE(TJA),consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,32,58,32,58,90
EL TORNO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,125,138,125,138,263
EL VILLAR,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,19,37,19,37,56
ENTRE RIOS,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,44,59,44,59,103
ENTRE RIOS,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,8,10,8,10,18
EUCALIPTUS,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,14,19,14,19,33
EXALTACION,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,9,21,9,21,30
FERNANDEZ ALONSO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,16,19,16,19,35
FILADELFIA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,4,4,4,4,8
GENERAL SAAVEDRA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,29,23,29,23,52
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,9,24,9,24,33
GUANAY,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,58,57,58,57,115
GUAQUI,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,28,11,28,11,39
GUAYARAMERIN,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,386,459,386,459,845
GUTIERREZ,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,29,46,29,46,75
HUACARETA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,40,68,40,68,108
HUACAYA (VILLA DE HUACAYA),consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,7,15,7,15,22
HUACHACALLA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,2,1,2,1,3
HUANUNI,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,21,21,21,21,42
HUARACAJE,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,6,7,6,7,13
HUAYLLAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,8,19,8,19,27
ICHOCA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,12,15,12,15,27
ICLA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,26,58,26,58,84
INCAHUASI,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,37,65,37,65,102
INQUISIVI,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,28,32,28,32,60
IRUPANA (VILLA DE LANZA),consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,41,31,41,31,72
IXIAMAS,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,17,8,17,8,25
JESUS DE MACHACA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,59,46,59,46,105
LA ASUNTA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,13,9,13,9,22
LA GUARDIA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,13,19,13,19,32
LA PAZ,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,6892,8238,6892,8238,15130
LA RIVERA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,1,0,1,0,1
LAGUNILLAS,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,15,22,15,22,37
LAJA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,17,15,17,15,32
LAS CARRERAS,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,23,40,23,40,63
LICOMA PAMPA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,5,7,5,7,12
LLALLAGUA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,223,299,223,299,522
LLICA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,60,43,60,43,103
LORETO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,8,12,8,12,20
LURIBAY,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,27,37,27,37,64
MACHACAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,63,73,63,73,136
MACHARETI,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,61,37,61,37,98
MAGDALENA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,46,40,46,40,86
MAIRANA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,48,64,48,64,112
MALLA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,10,8,10,8,18
MAPIRI,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,48,49,48,49,97
MECAPACA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,28,23,28,23,51
MINEROS,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,11,15,11,15,26
MIZQUE,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,39,49,39,49,88
MOCOMOCO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,42,56,42,56,98
MOJINETE,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,15,15,15,15,30
MOJOCOYA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,18,22,18,22,40
MONTEAGUDO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,174,237,174,237,411
MONTERO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,311,407,311,407,718
MORO MORO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,34,34,34,34,68
MOROCHATA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,25,21,25,21,46
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,8,3,8,3,11
NAZACARA DE PACAJES,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,1,2,1,2,3
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,2,1,2,1,3
OCURI,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,40,72,40,72,112
OKINAWA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,51,52,51,52,103
OMEREQUE,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,12,21,12,21,33
ORURO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,2141,2539,2141,2539,4680
PADCAYA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,67,80,67,80,147
PADILLA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,137,195,137,195,332
PAILON,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,6,19,6,19,25
PALCA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,26,27,26,27,53
PALOS BLANCOS,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,35,22,35,22,57
PAMPA AULLAGAS,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,16,9,16,9,25
PAMPA GRANDE,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,35,43,35,43,78
PAPEL PAMPA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,23,19,23,19,42
PASORAPA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,8,11,8,11,19
PATACAMAYA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,31,28,31,28,59
PAZÑA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,42,52,42,52,94
PELECHUCO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,13,16,13,16,29
POCOATA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,100,111,100,111,211
POCONA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,18,26,18,26,44
POJO (CBBA),consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,5,8,5,8,13
POOPO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,56,67,56,67,123
PORCO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,7,17,7,17,24
POROMA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,35,53,35,53,88
PORONGO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,15,18,15,18,33
PORTACHUELO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,114,123,114,123,237
PORVENIR,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,12,7,12,7,19
POSTRER VALLE,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,24,23,24,23,47
POTOSI,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,1248,1589,1248,1589,2837
PRESTO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,27,27,27,27,54
PUCARA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,24,39,24,39,63
PUCARANI,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,35,31,35,31,66
PUERTO ACOSTA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,133,116,133,116,249
PUERTO CARABUCO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,57,54,57,54,111
PUERTO GONZALO MORENO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,16,8,16,8,24
PUERTO PEREZ,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,38,47,38,47,85
PUERTO QUIJARRO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,67,69,67,69,136
PUERTO RICO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,12,10,12,10,22
PUERTO SILES,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,1,1,1,1,2
PUERTO SUAREZ,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,86,119,86,119,205
PUERTO VILLARROEL,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,29,30,29,30,59
PUNA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,109,216,109,216,325
PUNATA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,115,160,115,160,275
QUIABAYA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,9,15,9,15,24
QUILLACOLLO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,45,57,45,57,102
QUIME,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,21,19,21,19,40
QUIRUSILLAS,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,3,9,3,9,12
RAVELO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,53,78,53,78,131
REYES,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,30,40,30,40,70
RIBERALTA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,102,132,102,132,234
ROBORE,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,33,83,33,83,116
RURRENABAQUE,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,11,9,11,9,20
SABAYA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,16,26,16,26,42
SACABA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,129,151,129,151,280
SACABAMBA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,16,19,16,19,35
SACACA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,32,75,32,75,107
SAIPINA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,4,23,4,23,27
SALINAS DE GARCI MENDOZA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,28,25,28,25,53
SAMAIPATA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,68,124,68,124,192
SAN AGUSTIN,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,6,4,6,4,10
SAN ANDRES,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,4,10,4,10,14
SAN ANDRES DE MACHACA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,35,47,35,47,82
SAN ANTONIO DE ESMORUCO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,14,13,14,13,27
SAN ANTONIO DE LOMERIO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,10,18,10,18,28
SAN BENITO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,17,31,17,31,48
SAN BORJA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,91,93,91,93,184
SAN BUENA VENTURA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,17,18,17,18,35
SAN CARLOS,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,75,77,75,77,152
SAN IGNACIO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,49,64,49,64,113
SAN IGNACIO DE VELASCO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,227,251,227,251,478
SAN JAVIER(BNI),consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,4,2,4,2,6
SAN JAVIER(STC),consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,10,11,10,11,21
SAN JOAQUIN,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,29,72,29,72,101
SAN JOSE DE CHIQUITOS,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,69,110,69,110,179
SAN JUAN DE YAPACANI,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,39,37,39,37,76
SAN JULIAN,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,65,60,65,60,125
SAN LORENZO(PND),consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,2,3,2,3,5
SAN LORENZO(TJA),consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,39,56,39,56,95
SAN LUCAS,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,98,213,98,213,311
SAN MATIAS,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,10,13,10,13,23
SAN MIGUEL DE VELASCO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,45,50,45,50,95
SAN PABLO DE LIPEZ,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,21,21,21,21,42
SAN PEDRO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,28,44,28,44,72
SAN PEDRO DE BUENA VISTA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,44,52,44,52,96
SAN PEDRO DE CURAHUARA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,11,27,11,27,38
SAN PEDRO DE QUEMES,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,0,1,0,1,1
SAN PEDRO DE TIQUINA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,25,39,25,39,64
SAN PEDRO(PND),consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,1,5,1,5,6
SAN RAFAEL,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,7,7,7,7,14
SAN RAMON,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,40,49,40,49,89
SAN RAMON,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,8,5,8,5,13
SANTA ANA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,112,141,112,141,253
SANTA CRUZ DE LA SIERRA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,4109,7237,4109,7237,11346
SANTA ROSA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,58,64,58,64,122
SANTA ROSA DEL SARA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,40,23,40,23,63
SANTIAGO DE CALLAPA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,10,21,10,21,31
SANTIAGO DE HUARI,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,37,64,37,64,101
SANTIAGO DE MACHACA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,5,16,5,16,21
SANTIVAÑES,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,21,35,21,35,56
SANTUARIO DE QUILLACAS,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,17,17,17,17,34
SAPAHAQUI,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,37,36,37,36,73
SENA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,3,0,3,0,3
SICA SICA (VILLA AROMA),consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,39,39,39,39,78
SICAYA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,4,6,4,6,10
SIPE SIPE,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,17,29,17,29,46
SOPACHUY,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,29,45,29,45,74
SORACACHI,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,7,12,7,12,19
SORATA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,57,51,57,51,108
SUCRE,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,2107,2875,2107,2875,4982
TACACHI,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,6,8,6,8,14
TACACOMA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,7,3,7,3,10
TACOBAMBA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,27,50,27,50,77
TACOPAYA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,9,29,9,29,38
TAHUA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,10,8,10,8,18
TAPACARI,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,47,51,47,51,98
TARABUCO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,46,71,46,71,117
TARACO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,25,25,25,25,50
TARATA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,9,20,9,20,29
TARIJA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,1630,1771,1630,1771,3401
TARVITA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,56,85,56,85,141
TEOPONTE,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,29,27,29,27,56
TIAWANACU,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,35,30,35,30,65
TINGUIPAYA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,33,45,33,45,78
TIPUANI,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,10,8,10,8,18
TIQUIPAYA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,18,32,18,32,50
TIRAQUE (CBBA),consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,52,39,52,39,91
TITO YUPANQUI (PARQUIPUJIO),consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,8,21,8,21,29
TOCO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,8,15,8,15,23
TODOS SANTOS,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,2,0,2,0,2
TOLATA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,14,14,14,14,28
TOLEDO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,38,41,38,41,79
TOMAVE,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,28,52,28,52,80
TOMINA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,27,53,27,53,80
TORO TORO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,37,50,37,50,87
TOTORA(CBBA),consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,22,21,22,21,43
TOTORA(ORR),consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,11,12,11,12,23
TRIGAL,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,22,33,22,33,55
TRINIDAD,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,314,308,314,308,622
