municipality,group,variable,month,Nuevas en personas de 15 a 59 años -Hombre,Nuevas en personas de 15 a 59 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
URUBICHA,consulta externa,nuevas en personas de 15 a 59 anos,2005-02-01,33,50,33,50,83
UYUNI,consulta externa,nuevas en personas de 15 a 59 anos,2005-02-01,388,593,388,593,981
VACAS,consulta externa,nuevas en personas de 15 a 59 anos,2005-02-01,110,167,110,167,277
VALLEGRANDE,consulta externa,nuevas en personas de 15 a 59 anos,2005-02-01,243,556,243,556,799
VIACHA,consulta externa,nuevas en personas de 15 a 59 anos,2005-02-01,381,727,381,727,1108
VILA VILA,consulta externa,nuevas en personas de 15 a 59 anos,2005-02-01,17,28,17,28,45
VILLA MONTES,consulta externa,nuevas en personas de 15 a 59 anos,2005-02-01,252,385,252,385,637
VILLA NUEVA (LOMA ALTA),consulta externa,nuevas en personas de 15 a 59 anos,2005-02-01,18,13,18,13,31
VILLA RIVERO,consulta externa,nuevas en personas de 15 a 59 anos,2005-02-01,21,58,21,58,79
VILLA SERRANO,consulta externa,nuevas en personas de 15 a 59 anos,2005-02-01,144,517,144,517,661
VILLA TUNARI,consulta externa,nuevas en personas de 15 a 59 anos,2005-02-01,617,829,617,829,1446
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,nuevas en personas de 15 a 59 anos,2005-02-01,197,421,197,421,618
VILLAZON,consulta externa,nuevas en personas de 15 a 59 anos,2005-02-01,564,1394,564,1394,1958
VINTO,consulta externa,nuevas en personas de 15 a 59 anos,2005-02-01,31,106,31,106,137
VITICHI,consulta externa,nuevas en personas de 15 a 59 anos,2005-02-01,142,304,142,304,446
WALDO BALLIVIAN,consulta externa,nuevas en personas de 15 a 59 anos,2005-02-01,11,12,11,12,23
WARNES,consulta externa,nuevas en personas de 15 a 59 anos,2005-02-01,305,527,305,527,832
YACO,consulta externa,nuevas en personas de 15 a 59 anos,2005-02-01,44,76,44,76,120
YACUIBA,consulta externa,nuevas en personas de 15 a 59 anos,2005-02-01,1227,2072,1227,2072,3299
YAMPARAEZ,consulta externa,nuevas en personas de 15 a 59 anos,2005-02-01,68,132,68,132,200
YANACACHI,consulta externa,nuevas en personas de 15 a 59 anos,2005-02-01,67,124,67,124,191
YAPACANI,consulta externa,nuevas en personas de 15 a 59 anos,2005-02-01,352,810,352,810,1162
YOCALLA,consulta externa,nuevas en personas de 15 a 59 anos,2005-02-01,91,127,91,127,218
YOTALA,consulta externa,nuevas en personas de 15 a 59 anos,2005-02-01,74,144,74,144,218
YUNCHARA,consulta externa,nuevas en personas de 15 a 59 anos,2005-02-01,80,119,80,119,199
ZUDAÑEZ,consulta externa,nuevas en personas de 15 a 59 anos,2005-02-01,95,208,95,208,303
ACACIO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,102,169,102,169,271
ACHACACHI,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,441,628,441,628,1069
ACHOCALLA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,50,172,50,172,222
AIQUILE,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,283,517,283,517,800
ALALAY,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,24,41,24,41,65
ALCALA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,37,93,37,93,130
ANCORAIMES,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,106,146,106,146,252
ANDAMARCA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,37,51,37,51,88
ANTEQUERA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,8,13,8,13,21
ANZALDO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,60,114,60,114,174
APOLO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,66,149,66,149,215
ARAMPAMPA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,77,105,77,105,182
ARANI,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,24,93,24,93,117
ARBIETO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,70,113,70,113,183
ARQUE,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,59,136,59,136,195
ASCENCION DE GUARAYOS,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,152,302,152,302,454
ATOCHA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,736,923,736,923,1659
AUCAPATA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,56,95,56,95,151
AYATA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,63,104,63,104,167
AYO AYO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,38,44,38,44,82
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,193,503,193,503,696
AZURDUY,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,226,501,226,501,727
BATALLAS,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,116,148,116,148,264
BAURES,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,47,115,47,115,162
BELEN DE ANDAMARCA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,32,19,32,19,51
BELEN DE URMIRI,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,34,88,34,88,122
BELLA FLOR,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,64,71,64,71,135
BERMEJO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,585,999,585,999,1584
BETANZOS,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,366,773,366,773,1139
BOLIVAR,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,41,61,41,61,102
BOLPEBRA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,49,45,49,45,94
BOYUIBE,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,41,81,41,81,122
BUENA VISTA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,173,268,173,268,441
CABEZAS,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,253,371,253,371,624
CAIROMA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,109,116,109,116,225
"CAIZA ""D""",consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,164,272,164,272,436
CAJUATA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,121,157,121,157,278
CALACOTO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,25,103,25,103,128
CALAMARCA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,80,118,80,118,198
CAMARGO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,302,763,302,763,1065
CAMATAQUI (C. VILLA ABECIA),consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,58,109,58,109,167
CAMIRI,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,710,1643,710,1643,2353
CAPINOTA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,113,159,113,159,272
CAQUIAVIRI,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,86,138,86,138,224
CARACOLLO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,107,148,107,148,255
CARANAVI,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,792,1070,792,1070,1862
CARANGAS,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,4,2,4,2,6
CARAPARI,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,162,240,162,240,402
CARIPUYO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,42,92,42,92,134
CARMEN RIVERO TORREZ,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,41,64,41,64,105
CATACORA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,3,12,3,12,15
CHALLAPATA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,283,418,283,418,701
CHAQUI,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,103,194,103,194,297
CHARAGUA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,154,481,154,481,635
CHARAÑA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,54,52,54,52,106
CHAYANTA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,170,241,170,241,411
CHIMORE,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,160,262,160,262,422
CHIPAYA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,3,5,3,5,8
CHOQUE COTA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,21,49,21,49,70
CHULUMANI (V. DE LA LIBERTAD),consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,174,298,174,298,472
CHUMA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,110,202,110,202,312
CLIZA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,44,98,44,98,142
COBIJA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,597,1158,597,1158,1755
COCHABAMBA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,10392,21598,10392,21598,31990
COIPASA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,12,13,12,13,25
COLCAPIRHUA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,410,870,410,870,1280
"COLCHA ""K""",consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,200,371,200,371,571
COLLANA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,15,27,15,27,42
COLOMI,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,85,178,85,178,263
COLPA BELGICA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,23,94,23,94,117
COLQUECHACA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,334,681,334,681,1015
COLQUENCHA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,61,87,61,87,148
COLQUIRI,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,170,379,170,379,549
COMANCHE,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,17,40,17,40,57
COMARAPA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,239,461,239,461,700
COMBAYA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,19,23,19,23,42
CONCEPCION,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,52,105,52,105,157
COPACABANA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,61,135,61,135,196
CORIPATA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,100,148,100,148,248
CORO CORO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,60,134,60,134,194
COROICO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,166,243,166,243,409
CORQUE,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,143,205,143,205,348
COTAGAITA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,778,1213,778,1213,1991
COTOCA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,122,592,122,592,714
CUATRO CAÑADAS,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,153,439,153,439,592
CUCHUMUELA (V. G. VILLARROEL),consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,8,27,8,27,35
CUEVO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,84,137,84,137,221
CULPINA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,224,434,224,434,658
CURAHUARA DE CARANGAS,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,57,96,57,96,153
CURVA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,27,36,27,36,63
DESAGUADERO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,27,53,27,53,80
EL ALTO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,6907,11722,6907,11722,18629
EL CHORO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,16,26,16,26,42
EL PUENTE(STC),consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,70,122,70,122,192
EL PUENTE(TJA),consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,106,247,106,247,353
EL TORNO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,668,914,668,914,1582
EL VILLAR,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,74,148,74,148,222
ENTRE RIOS,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,246,408,246,408,654
ENTRE RIOS,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,171,237,171,237,408
ESCARA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,1,5,1,5,6
EUCALIPTUS,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,28,58,28,58,86
EUREKA (SANTOS MERCADO),consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,10,28,10,28,38
EXALTACION,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,22,37,22,37,59
FERNANDEZ ALONSO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,124,283,124,283,407
FILADELFIA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,35,67,35,67,102
GENERAL SAAVEDRA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,109,310,109,310,419
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,82,153,82,153,235
GUANAY,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,213,316,213,316,529
GUAQUI,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,40,46,40,46,86
GUAYARAMERIN,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,555,1663,555,1663,2218
GUTIERREZ,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,214,350,214,350,564
HUACARETA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,169,288,169,288,457
HUACAYA (VILLA DE HUACAYA),consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,27,65,27,65,92
HUACHACALLA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,16,18,16,18,34
HUANUNI,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,367,498,367,498,865
HUARACAJE,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,31,58,31,58,89
HUAYLLAMARCA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,72,99,72,99,171
ICHOCA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,25,58,25,58,83
ICLA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,87,198,87,198,285
INCAHUASI,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,193,478,193,478,671
INGAVI (HUMAITA),consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,14,17,14,17,31
INQUISIVI,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,53,132,53,132,185
IRUPANA (VILLA DE LANZA),consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,166,361,166,361,527
IXIAMAS,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,103,145,103,145,248
JESUS DE MACHACA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,131,290,131,290,421
LA ASUNTA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,248,438,248,438,686
LA GUARDIA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,147,458,147,458,605
LA PAZ,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,18526,38003,18526,38003,56529
LA RIVERA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,4,10,4,10,14
LAGUNILLAS,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,90,118,90,118,208
LAJA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,75,119,75,119,194
LAS CARRERAS,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,54,138,54,138,192
LICOMA PAMPA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,13,14,13,14,27
LLALLAGUA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,537,891,537,891,1428
LLICA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,122,155,122,155,277
LORETO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,8,37,8,37,45
LURIBAY,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,91,151,91,151,242
MACHACAMARCA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,40,79,40,79,119
MACHARETI,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,163,336,163,336,499
MAGDALENA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,158,290,158,290,448
MAIRANA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,71,260,71,260,331
MALLA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,35,54,35,54,89
MAPIRI,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,134,141,134,141,275
MECAPACA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,170,184,170,184,354
MINEROS,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,139,352,139,352,491
MIZQUE,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,88,164,88,164,252
MOCOMOCO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,159,203,159,203,362
MOJINETE,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,28,44,28,44,72
MOJOCOYA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,90,255,90,255,345
MONTEAGUDO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,589,1100,589,1100,1689
MONTERO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,1318,2767,1318,2767,4085
MORO MORO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,6,51,6,51,57
MOROCHATA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,62,226,62,226,288
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,33,43,33,43,76
NAZACARA DE PACAJES,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,9,12,9,12,21
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,57,61,57,61,118
OCURI,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,152,345,152,345,497
OKINAWA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,160,399,160,399,559
OMEREQUE,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,39,96,39,96,135
ORURO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,5888,10121,5888,10121,16009
PADCAYA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,250,508,250,508,758
PADILLA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,249,533,249,533,782
PAILON,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,104,192,104,192,296
PALCA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,105,155,105,155,260
PALOS BLANCOS,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,549,527,549,527,1076
PAMPA AULLAGAS,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,7,12,7,12,19
PAMPA GRANDE,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,148,182,148,182,330
PAPEL PAMPA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,29,61,29,61,90
PASORAPA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,21,37,21,37,58
PATACAMAYA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,96,120,96,120,216
PAZÑA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,73,148,73,148,221
PELECHUCO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,102,102,102,102,204
POCOATA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,261,464,261,464,725
POCONA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,88,148,88,148,236
POJO (CBBA),consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,66,117,66,117,183
POOPO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,72,93,72,93,165
PORCO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,68,126,68,126,194
POROMA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,141,398,141,398,539
PORONGO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,55,119,55,119,174
PORTACHUELO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,274,499,274,499,773
PORVENIR,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,87,99,87,99,186
POSTRER VALLE,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,22,38,22,38,60
POTOSI,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,4743,6595,4743,6595,11338
PRESTO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,81,237,81,237,318
PUCARA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,32,62,32,62,94
PUCARANI,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,113,205,113,205,318
PUERTO ACOSTA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,279,347,279,347,626
PUERTO CARABUCO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,141,160,141,160,301
PUERTO GONZALO MORENO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,102,133,102,133,235
PUERTO PEREZ,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,77,86,77,86,163
PUERTO QUIJARRO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,332,328,332,328,660
PUERTO RICO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,126,235,126,235,361
PUERTO SILES,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,22,20,22,20,42
PUERTO SUAREZ,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,280,582,280,582,862
PUERTO VILLARROEL,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,585,717,585,717,1302
PUNA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,316,685,316,685,1001
PUNATA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,232,618,232,618,850
QUIABAYA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,31,38,31,38,69
QUILLACOLLO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,553,1268,553,1268,1821
QUIME,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,54,79,54,79,133
QUIRUSILLAS,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,17,62,17,62,79
RAVELO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,163,314,163,314,477
REYES,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,82,206,82,206,288
RIBERALTA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,1270,2557,1270,2557,3827
ROBORE,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,161,524,161,524,685
RURRENABAQUE,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,199,376,199,376,575
SABAYA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,58,69,58,69,127
SACABA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,483,1078,483,1078,1561
SACABAMBA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,27,52,27,52,79
SACACA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,148,382,148,382,530
SAIPINA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,81,183,81,183,264
SALINAS DE GARCI MENDOZA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,136,273,136,273,409
SAMAIPATA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,77,163,77,163,240
SAN AGUSTIN,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,29,68,29,68,97
SAN ANDRES,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,65,171,65,171,236
SAN ANDRES DE MACHACA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,45,91,45,91,136
SAN ANTONIO DE ESMORUCO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,40,117,40,117,157
SAN ANTONIO DE LOMERIO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,45,71,45,71,116
SAN BENITO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,71,139,71,139,210
SAN BORJA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,269,578,269,578,847
SAN BUENA VENTURA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,115,182,115,182,297
SAN CARLOS,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,181,547,181,547,728
SAN IGNACIO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,120,312,120,312,432
SAN IGNACIO DE VELASCO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,506,1123,506,1123,1629
SAN JAVIER(BNI),consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,27,74,27,74,101
SAN JAVIER(STC),consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,78,190,78,190,268
SAN JOAQUIN,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,51,96,51,96,147
SAN JOSE DE CHIQUITOS,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,270,458,270,458,728
SAN JUAN DE YAPACANI,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,249,264,249,264,513
SAN JULIAN,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,801,1255,801,1255,2056
SAN LORENZO(PND),consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,66,93,66,93,159
SAN LORENZO(TJA),consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,138,510,138,510,648
SAN LUCAS,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,443,1145,443,1145,1588
SAN MATIAS,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,70,213,70,213,283
SAN MIGUEL DE VELASCO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,116,270,116,270,386
SAN PABLO DE LIPEZ,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,117,177,117,177,294
SAN PEDRO,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,442,559,442,559,1001
SAN PEDRO DE BUENA VISTA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,194,410,194,410,604
SAN PEDRO DE CURAHUARA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,37,41,37,41,78
SAN PEDRO DE QUEMES,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,4,16,4,16,20
SAN PEDRO DE TIQUINA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,47,51,47,51,98
SAN PEDRO(PND),consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,2,6,2,6,8
SAN RAFAEL,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,62,100,62,100,162
SAN RAMON,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,56,139,56,139,195
SAN RAMON,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,102,251,102,251,353
SANTA ANA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,124,258,124,258,382
SANTA CRUZ DE LA SIERRA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,19211,34027,19211,34027,53238
SANTA ROSA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,51,108,51,108,159
SANTA ROSA DEL SARA,consulta externa,nuevas en personas de 15 a 59 anos,2005-03-01,186,350,186,350,536
