municipality,group,variable,month,Repetidas en personas de 15 a 59 años -Hombre,Repetidas en personas de 15 a 59 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
AYATA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,4,0,4,0,4
AYO AYO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,8,2,8,2,10
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,4,15,4,15,19
AZURDUY,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,3,1,3,1,4
BATALLAS,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,6,11,6,11,17
BAURES,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,2,18,2,18,20
BELEN DE ANDAMARCA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,0,1,0,1,1
BELEN DE URMIRI,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,1,3,1,3,4
BELLA FLOR,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,0,1,0,1,1
BERMEJO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,149,252,149,252,401
BETANZOS,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,20,42,20,42,62
BOLIVAR,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,1,5,1,5,6
BOLPEBRA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,6,2,6,2,8
BOYUIBE,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,3,9,3,9,12
BUENA VISTA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,24,65,24,65,89
CABEZAS,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,2,0,2,0,2
CAIROMA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,1,0,1,0,1
"CAIZA ""D""",consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,2,10,2,10,12
CAJUATA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,1,4,1,4,5
CALACOTO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,0,1,0,1,1
CALAMARCA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,9,18,9,18,27
CAMARGO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,17,52,17,52,69
CAMATAQUI (C. VILLA ABECIA),consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,4,10,4,10,14
CAMIRI,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,80,179,80,179,259
CAPINOTA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,12,12,12,12,24
CAQUIAVIRI,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,2,11,2,11,13
CARACOLLO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,3,19,3,19,22
CARANAVI,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,21,38,21,38,59
CARAPARI,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,8,4,8,4,12
CARIPUYO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,15,20,15,20,35
CARMEN RIVERO TORREZ,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,1,2,1,2,3
CHACARILLA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,1,0,1,0,1
CHALLAPATA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,43,24,43,24,67
CHAQUI,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,5,5,5,5,10
CHARAGUA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,8,36,8,36,44
CHARAÑA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,2,3,2,3,5
CHAYANTA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,21,14,21,14,35
CHIMORE,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,17,80,17,80,97
CHOQUE COTA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,4,21,4,21,25
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,62,34,62,34,96
CHUMA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,19,36,19,36,55
CLIZA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,2,6,2,6,8
COBIJA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,92,358,92,358,450
COCHABAMBA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,7429,19221,7429,19221,26650
COLCAPIRHUA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,136,422,136,422,558
"COLCHA ""K""",consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,1,7,1,7,8
COLLANA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,1,3,1,3,4
COLOMI,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,1,3,1,3,4
COLPA BELGICA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,1,17,1,17,18
COLQUECHACA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,13,12,13,12,25
COLQUENCHA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,1,2,1,2,3
COLQUIRI,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,8,15,8,15,23
COMANCHE,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,3,1,3,1,4
COMARAPA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,47,55,47,55,102
COMBAYA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,4,5,4,5,9
CONCEPCION,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,3,7,3,7,10
COPACABANA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,4,2,4,2,6
CORIPATA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,1,0,1,0,1
CORO CORO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,4,2,4,2,6
COROICO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,91,129,91,129,220
CORQUE,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,25,27,25,27,52
COTAGAITA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,116,105,116,105,221
COTOCA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,0,5,0,5,5
CUATRO CAÑADAS,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,18,128,18,128,146
CUCHUMUELA (V. G. VILLARROEL),consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,0,1,0,1,1
CUEVO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,5,9,5,9,14
CULPINA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,5,5,5,5,10
CURAHUARA DE CARANGAS,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,1,2,1,2,3
CURVA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,1,0,1,0,1
EL ALTO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,3693,6482,3693,6482,10175
EL CHORO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,1,0,1,0,1
EL PUENTE(STC),consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,1,1,1,1,2
EL PUENTE(TJA),consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,1,3,1,3,4
EL TORNO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,122,205,122,205,327
EL VILLAR,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,3,3,3,3,6
ENTRE RIOS,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,21,74,21,74,95
ENTRE RIOS,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,10,14,10,14,24
EUCALIPTUS,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,0,1,0,1,1
EXALTACION,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,1,5,1,5,6
FERNANDEZ ALONSO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,10,35,10,35,45
FILADELFIA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,2,1,2,1,3
GENERAL SAAVEDRA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,5,13,5,13,18
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,3,4,3,4,7
GUANAY,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,2,1,2,1,3
GUAQUI,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,0,2,0,2,2
GUAYARAMERIN,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,200,219,200,219,419
GUTIERREZ,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,7,22,7,22,29
HUACARETA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,19,13,19,13,32
HUACHACALLA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,2,1,2,1,3
HUANUNI,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,429,426,429,426,855
HUARACAJE,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,4,13,4,13,17
HUAYLLAMARCA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,5,16,5,16,21
ICLA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,8,4,8,4,12
INCAHUASI,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,7,17,7,17,24
INGAVI (HUMAITA),consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,3,3,3,3,6
INQUISIVI,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,4,7,4,7,11
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,12,10,12,10,22
IXIAMAS,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,11,18,11,18,29
JESUS DE MACHACA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,3,6,3,6,9
LA ASUNTA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,20,19,20,19,39
LA GUARDIA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,17,108,17,108,125
LA PAZ,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,13469,30507,13469,30507,43976
LAJA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,13,7,13,7,20
LAS CARRERAS,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,20,19,20,19,39
LLALLAGUA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,80,109,80,109,189
LLICA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,9,14,9,14,23
LORETO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,2,7,2,7,9
LURIBAY,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,3,1,3,1,4
MACHACAMARCA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,9,20,9,20,29
MACHARETI,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,7,20,7,20,27
MAGDALENA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,38,72,38,72,110
MAIRANA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,2,11,2,11,13
MAPIRI,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,2,3,2,3,5
MECAPACA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,23,20,23,20,43
MINEROS,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,12,48,12,48,60
MIZQUE,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,8,3,8,3,11
MOCOMOCO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,8,9,8,9,17
MOJINETE,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,7,10,7,10,17
MOJOCOYA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,4,11,4,11,15
MONTEAGUDO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,63,303,63,303,366
MONTERO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,756,1352,756,1352,2108
MORO MORO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,0,1,0,1,1
MOROCHATA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,3,50,3,50,53
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,1,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,2,3,2,3,5
OCURI,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,2,1,2,1,3
OKINAWA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,25,52,25,52,77
OMEREQUE,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,2,4,2,4,6
ORURO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,1558,4022,1558,4022,5580
PADCAYA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,3,14,3,14,17
PADILLA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,7,23,7,23,30
PAILON,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,1,160,1,160,161
PALCA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,2,12,2,12,14
PALOS BLANCOS,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,60,63,60,63,123
PAMPA AULLAGAS,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,0,4,0,4,4
PAMPA GRANDE,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,7,38,7,38,45
PAPEL PAMPA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,0,1,0,1,1
PASORAPA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,0,1,0,1,1
PATACAMAYA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,0,1,0,1,1
PAZÑA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,31,40,31,40,71
PELECHUCO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,11,3,11,3,14
POCOATA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,4,5,4,5,9
POCONA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,1,4,1,4,5
POJO (CBBA),consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,4,6,4,6,10
POOPO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,7,10,7,10,17
PORCO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,3,5,3,5,8
POROMA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,4,10,4,10,14
PORONGO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,14,10,14,10,24
PORTACHUELO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,39,84,39,84,123
PORVENIR,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,0,5,0,5,5
POSTRER VALLE,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,2,10,2,10,12
POTOSI,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,2288,3528,2288,3528,5816
PRESTO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,1,1,1,1,2
PUCARANI,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,6,2,6,2,8
PUERTO ACOSTA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,26,42,26,42,68
PUERTO CARABUCO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,9,6,9,6,15
PUERTO GONZALO MORENO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,16,48,16,48,64
PUERTO PEREZ,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,7,1,7,1,8
PUERTO QUIJARRO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,26,55,26,55,81
PUERTO RICO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,33,86,33,86,119
PUERTO SILES,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,3,2,3,2,5
PUERTO SUAREZ,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,20,36,20,36,56
PUERTO VILLARROEL,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,32,39,32,39,71
PUNA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,8,21,8,21,29
PUNATA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,78,248,78,248,326
QUIABAYA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,1,5,1,5,6
QUILLACOLLO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,249,788,249,788,1037
QUIME,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,7,11,7,11,18
RAVELO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,1,0,1,0,1
REYES,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,20,45,20,45,65
RIBERALTA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,257,574,257,574,831
ROBORE,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,22,74,22,74,96
RURRENABAQUE,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,16,40,16,40,56
SABAYA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,3,1,3,1,4
SACABA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,143,417,143,417,560
SACABAMBA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,1,6,1,6,7
SACACA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,2,6,2,6,8
SAIPINA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,9,21,9,21,30
SALINAS DE GARCI MENDOZA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,7,22,7,22,29
SAMAIPATA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,0,2,0,2,2
SAN AGUSTIN,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,3,3,3,3,6
SAN ANDRES,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,14,17,14,17,31
SAN ANDRES DE MACHACA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,1,2,1,2,3
SAN ANTONIO DE ESMORUCO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,0,6,0,6,6
SAN ANTONIO DE LOMERIO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,1,1,1,1,2
SAN BENITO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,10,15,10,15,25
SAN BORJA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,29,125,29,125,154
SAN BUENA VENTURA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,7,9,7,9,16
SAN CARLOS,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,7,56,7,56,63
SAN IGNACIO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,24,49,24,49,73
SAN IGNACIO DE VELASCO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,85,209,85,209,294
SAN JAVIER(BNI),consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,4,14,4,14,18
SAN JAVIER(STC),consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,19,73,19,73,92
SAN JOAQUIN,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,5,34,5,34,39
SAN JOSE DE CHIQUITOS,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,10,14,10,14,24
SAN JUAN DE YAPACANI,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,16,13,16,13,29
SAN JULIAN,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,66,376,66,376,442
SAN LORENZO(PND),consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,7,18,7,18,25
SAN LORENZO(TJA),consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,12,22,12,22,34
SAN LUCAS,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,19,19,19,19,38
SAN MATIAS,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,11,38,11,38,49
SAN MIGUEL DE VELASCO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,31,64,31,64,95
SAN PABLO DE LIPEZ,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,10,19,10,19,29
SAN PEDRO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,37,35,37,35,72
SAN PEDRO DE BUENA VISTA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,1,1,1,1,2
SAN PEDRO DE CURAHUARA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,0,2,0,2,2
SAN PEDRO DE TIQUINA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,3,3,3,3,6
SAN RAFAEL,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,7,3,7,3,10
SAN RAMON,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,5,39,5,39,44
SAN RAMON,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,15,119,15,119,134
SANTA ANA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,35,74,35,74,109
SANTA CRUZ DE LA SIERRA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,5975,14634,5975,14634,20609
SANTA ROSA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,1,21,1,21,22
SANTA ROSA DEL SARA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,0,5,0,5,5
SANTIAGO DE CALLAPA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,4,29,4,29,33
SANTIAGO DE HUARI,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,15,9,15,9,24
SANTIVAÑES,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,6,6,6,6,12
SAPAHAQUI,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,4,2,4,2,6
SENA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,0,1,0,1,1
SICA SICA (VILLA AROMA),consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,4,10,4,10,14
SICAYA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,1,0,1,0,1
SIPE SIPE,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,19,201,19,201,220
SOPACHUY,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,4,4,4,4,8
SORACACHI,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,1,7,1,7,8
SORATA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,15,22,15,22,37
SUCRE,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,2547,6628,2547,6628,9175
TACACHI,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,5,25,5,25,30
TACOBAMBA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,1,3,1,3,4
TACOPAYA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,1,5,1,5,6
TAPACARI,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,7,27,7,27,34
TARABUCO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,39,38,39,38,77
TARACO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,1,1,1,1,2
TARATA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,3,15,3,15,18
TARIJA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,1944,5021,1944,5021,6965
TARVITA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,11,23,11,23,34
TIAWANACU,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,2,2,2,2,4
TINGUIPAYA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,7,0,7,0,7
TIPUANI,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,17,31,17,31,48
TIQUIPAYA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,14,145,14,145,159
TIRAQUE (CBBA),consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,20,132,20,132,152
TITO YUPANQUI (PARQUIPUJIO),consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,2,1,2,1,3
TOCO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,0,2,0,2,2
TOLATA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,3,3,3,3,6
TOLEDO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,6,16,6,16,22
TOMAVE,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,3,17,3,17,20
TOMINA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,1,4,1,4,5
TORO TORO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,4,2,4,2,6
TOTORA(CBBA),consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,6,2,6,2,8
TOTORA(ORR),consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,1,3,1,3,4
TRIGAL,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,3,3,3,3,6
TRINIDAD,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,294,729,294,729,1023
TUPIZA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,160,242,160,242,402
TURCO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,3,0,3,0,3
UMALA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,2,1,2,1,3
UNCIA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,84,185,84,185,269
URIONDO (A. CONCEPCION),consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,4,9,4,9,13
URUBICHA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,0,174,0,174,174
UYUNI,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,63,154,63,154,217
VACAS,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,20,52,20,52,72
VALLEGRANDE,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,77,98,77,98,175
VIACHA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,152,301,152,301,453
VILA VILA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,1,1,1,1,2
VILLA MONTES,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,97,163,97,163,260
VILLA RIVERO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,4,33,4,33,37
VILLA SERRANO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,5,21,5,21,26
VILLA TUNARI,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,63,90,63,90,153
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,14,29,14,29,43
VILLAZON,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,46,199,46,199,245
VINTO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,19,82,19,82,101
VITICHI,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,8,24,8,24,32
WALDO BALLIVIAN,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,1,2,1,2,3
WARNES,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,21,104,21,104,125
YACO,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,0,3,0,3,3
YACUIBA,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,390,899,390,899,1289
YAMPARAEZ,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,6,12,6,12,18
YANACACHI,consulta externa,repetidas en personas de 15 a 59 anos,2005-03-01,10,4,10,4,14
