municipality,group,variable,month,Repetidas en personas de 5 a 14 años -Hombre,Repetidas en personas de 5 a 14 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
HUANUNI,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,84,83,84,83,167
HUARACAJE,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,1,0,1,0,1
HUAYLLAMARCA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,7,6,7,6,13
ICLA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,3,7,3,7,10
INCAHUASI,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,0,1,0,1,1
INGAVI (HUMAITA),consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,5,0,5,0,5
INQUISIVI,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,1,2,1,2,3
IXIAMAS,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,1,4,1,4,5
JESUS DE MACHACA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,3,0,3,0,3
LA ASUNTA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,2,2,2,2,4
LA GUARDIA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,3,11,3,11,14
LA PAZ,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,2764,2533,2764,2533,5297
LAJA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,3,3,3,3,6
LAS CARRERAS,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,2,4,2,4,6
LICOMA PAMPA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,0,2,0,2,2
LLALLAGUA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,5,8,5,8,13
LLICA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,2,2,2,2,4
LORETO,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,2,2,2,2,4
MACHACAMARCA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,2,5,2,5,7
MACHARETI,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,4,3,4,3,7
MAGDALENA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,16,11,16,11,27
MAIRANA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,1,0,1,0,1
MAPIRI,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,1,0,1,0,1
MECAPACA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,8,7,8,7,15
MINEROS,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,3,3,3,3,6
MOCOMOCO,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,4,1,4,1,5
MOJINETE,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,3,0,3,0,3
MOJOCOYA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,1,2,1,2,3
MONTEAGUDO,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,22,18,22,18,40
MONTERO,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,124,152,124,152,276
MOROCHATA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,0,1,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,1,0,1,0,1
OKINAWA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,6,9,6,9,15
OMEREQUE,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,5,8,5,8,13
ORURO,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,622,578,622,578,1200
PADCAYA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,1,1,1,1,2
PADILLA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,1,1,1,1,2
PAILON,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,0,1,0,1,1
PALCA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,7,0,7,0,7
PALOS BLANCOS,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,16,34,16,34,50
PAMPA GRANDE,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,10,5,10,5,15
PAPEL PAMPA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,1,0,1,0,1
PASORAPA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,0,1,0,1,1
PAZÑA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,0,3,0,3,3
PELECHUCO,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,2,1,2,1,3
POCOATA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,2,1,2,1,3
POCONA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,2,6,2,6,8
POJO (CBBA),consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,2,2,2,2,4
POOPO,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,0,1,0,1,1
PORCO,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,1,0,1,0,1
POROMA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,5,2,5,2,7
PORONGO,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,4,13,4,13,17
PORTACHUELO,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,22,19,22,19,41
POSTRER VALLE,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,0,5,0,5,5
POTOSI,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,347,288,347,288,635
PUCARANI,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,1,0,1,0,1
PUERTO ACOSTA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,0,1,0,1,1
PUERTO CARABUCO,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,2,0,2,0,2
PUERTO GONZALO MORENO,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,5,14,5,14,19
PUERTO QUIJARRO,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,11,9,11,9,20
PUERTO RICO,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,20,27,20,27,47
PUERTO SUAREZ,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,10,11,10,11,21
PUERTO VILLARROEL,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,8,5,8,5,13
PUNA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,4,2,4,2,6
PUNATA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,23,27,23,27,50
QUILLACOLLO,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,69,146,69,146,215
QUIME,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,0,1,0,1,1
QUIRUSILLAS,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,0,1,0,1,1
REYES,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,7,4,7,4,11
RIBERALTA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,89,179,89,179,268
ROBORE,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,5,18,5,18,23
RURRENABAQUE,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,5,5,5,5,10
SABAYA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,1,0,1,0,1
SACABA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,53,55,53,55,108
SACABAMBA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,1,0,1,0,1
SAIPINA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,4,3,4,3,7
SALINAS DE GARCI MENDOZA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,1,3,1,3,4
SAMAIPATA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,1,1,1,1,2
SAN ANDRES,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,3,2,3,2,5
SAN ANTONIO DE LOMERIO,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,2,1,2,1,3
SAN BENITO,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,4,5,4,5,9
SAN BORJA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,9,23,9,23,32
SAN BUENA VENTURA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,3,4,3,4,7
SAN CARLOS,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,5,2,5,2,7
SAN IGNACIO,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,9,14,9,14,23
SAN IGNACIO DE VELASCO,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,27,24,27,24,51
SAN JAVIER(BNI),consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,2,6,2,6,8
SAN JAVIER(STC),consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,7,6,7,6,13
SAN JOAQUIN,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,2,11,2,11,13
SAN JOSE DE CHIQUITOS,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,2,3,2,3,5
SAN JUAN DE YAPACANI,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,3,7,3,7,10
SAN JULIAN,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,17,16,17,16,33
SAN LORENZO(PND),consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,4,8,4,8,12
SAN LORENZO(TJA),consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,13,29,13,29,42
SAN LUCAS,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,6,1,6,1,7
SAN MATIAS,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,4,1,4,1,5
SAN MIGUEL DE VELASCO,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,14,10,14,10,24
SAN PABLO DE LIPEZ,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,2,0,2,0,2
SAN PEDRO,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,6,8,6,8,14
SAN PEDRO DE BUENA VISTA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,0,2,0,2,2
SAN RAFAEL,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,4,1,4,1,5
SAN RAMON,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,4,4,4,4,8
SAN RAMON,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,2,3,2,3,5
SANTA ANA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,21,29,21,29,50
SANTA CRUZ DE LA SIERRA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,2885,3081,2885,3081,5966
SANTA ROSA DEL SARA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,2,4,2,4,6
SANTIAGO DE CALLAPA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,8,5,8,5,13
SANTIAGO DE HUARI,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,0,2,0,2,2
SANTIVAÑES,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,1,0,1,0,1
SAPAHAQUI,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,2,1,2,1,3
SENA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,1,4,1,4,5
SIPE SIPE,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,5,7,5,7,12
SOPACHUY,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,0,2,0,2,2
SORACACHI,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,0,1,0,1,1
SORATA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,3,4,3,4,7
SUCRE,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,831,658,831,658,1489
TACACHI,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,4,1,4,1,5
TACOPAYA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,1,0,1,0,1
TAHUA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,1,0,1,0,1
TAPACARI,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,5,4,5,4,9
TARABUCO,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,10,4,10,4,14
TARATA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,7,2,7,2,9
TARIJA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,511,606,511,606,1117
TARVITA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,3,1,3,1,4
TEOPONTE,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,1,0,1,0,1
TIAWANACU,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,1,0,1,0,1
TINGUIPAYA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,0,1,0,1,1
TIPUANI,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,7,8,7,8,15
TIQUIPAYA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,43,43,43,43,86
TIRAQUE (CBBA),consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,8,7,8,7,15
TOLATA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,3,0,3,0,3
TOLEDO,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,0,1,0,1,1
TOMAVE,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,1,0,1,0,1
TORO TORO,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,1,1,1,1,2
TOTORA(ORR),consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,7,0,7,0,7
TRINIDAD,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,98,95,98,95,193
TUPIZA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,58,72,58,72,130
UNCIA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,14,9,14,9,23
URIONDO (A. CONCEPCION),consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,42,108,42,108,150
URUBICHA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,2,2,2,2,4
UYUNI,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,16,10,16,10,26
VACAS,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,10,4,10,4,14
VALLEGRANDE,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,19,17,19,17,36
VIACHA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,31,46,31,46,77
VILLA MONTES,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,28,19,28,19,47
VILLA RIVERO,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,1,1,1,1,2
VILLA SERRANO,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,1,1,1,1,2
VILLA TUNARI,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,23,29,23,29,52
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,6,4,6,4,10
VILLAZON,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,7,23,7,23,30
VINTO,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,2,4,2,4,6
VITICHI,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,3,6,3,6,9
WARNES,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,11,13,11,13,24
YACO,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,0,1,0,1,1
YACUIBA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,89,78,89,78,167
YAMPARAEZ,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,2,1,2,1,3
YANACACHI,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,2,1,2,1,3
YAPACANI,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,4,12,4,12,16
YOCALLA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,0,2,0,2,2
YOTALA,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,6,0,6,0,6
ZUDAÑEZ,consulta externa,repetidas en personas de 5 a 14 anos,2005-03-01,1,0,1,0,1
ACHACACHI,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,7,5,7,5,12
ACHOCALLA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,5,13,5,13,18
AIQUILE,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,10,8,10,8,18
ANCORAIMES,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,1,1,1,1,2
ANTEQUERA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,0,3,0,3,3
ANZALDO,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,3,0,3,0,3
APOLO,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,1,3,1,3,4
ARAMPAMPA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,1,0,1,0,1
ARANI,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,6,1,6,1,7
ARBIETO,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,0,1,0,1,1
ASCENCION DE GUARAYOS,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,3,39,3,39,42
ATOCHA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,30,35,30,35,65
AUCAPATA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,1,0,1,0,1
AYO AYO,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,1,0,1,0,1
BATALLAS,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,1,0,1,0,1
BAURES,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,11,8,11,8,19
BELLA FLOR,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,1,0,1,0,1
BERMEJO,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,39,34,39,34,73
BETANZOS,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,4,7,4,7,11
BOLIVAR,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,0,2,0,2,2
BOYUIBE,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,3,0,3,0,3
BUENA VISTA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,26,23,26,23,49
"CAIZA ""D""",consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,1,1,1,1,2
CALACOTO,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,8,11,8,11,19
CALAMARCA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,13,5,13,5,18
CAMARGO,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,3,14,3,14,17
CAMATAQUI (C. VILLA ABECIA),consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,13,0,13,0,13
CAMIRI,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,39,92,39,92,131
CAPINOTA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,4,7,4,7,11
CAQUIAVIRI,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,1,1,1,1,2
CARACOLLO,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,5,1,5,1,6
CARANAVI,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,4,5,4,5,9
CARAPARI,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,3,1,3,1,4
CHACARILLA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,2,3,2,3,5
CHALLAPATA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,14,6,14,6,20
CHAQUI,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,1,1,1,1,2
CHARAGUA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,7,11,7,11,18
CHAYANTA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,8,0,8,0,8
CHIMORE,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,4,0,4,0,4
CHOQUE COTA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,12,8,12,8,20
CHUMA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,10,4,10,4,14
CLIZA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,0,2,0,2,2
COBIJA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,34,52,34,52,86
COCHABAMBA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,1941,1907,1941,1907,3848
COLCAPIRHUA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,61,60,61,60,121
"COLCHA ""K""",consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,1,3,1,3,4
COLOMI,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,1,0,1,0,1
COLPA BELGICA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,20,10,20,10,30
COLQUECHACA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,1,3,1,3,4
COLQUIRI,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,1,1,1,1,2
COMARAPA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,7,12,7,12,19
COMBAYA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,3,1,3,1,4
CONCEPCION,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,1,1,1,1,2
COPACABANA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,2,1,2,1,3
COROICO,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,20,14,20,14,34
CORQUE,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,0,3,0,3,3
COTAGAITA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,20,22,20,22,42
CUATRO CAÑADAS,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,5,1,5,1,6
CUEVO,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,5,2,5,2,7
CULPINA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,9,9,9,9,18
CURVA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,1,1,1,1,2
EL ALTO,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,1702,1818,1702,1818,3520
EL PUENTE(STC),consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,4,1,4,1,5
EL TORNO,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,27,30,27,30,57
EL VILLAR,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,0,1,0,1,1
ENTRE RIOS,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,16,20,16,20,36
ENTRE RIOS,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,7,3,7,3,10
EUCALIPTUS,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,1,0,1,0,1
EUREKA (SANTOS MERCADO),consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,0,1,0,1,1
EXALTACION,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,3,3,3,3,6
FERNANDEZ ALONSO,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,1,6,1,6,7
GENERAL SAAVEDRA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,3,2,3,2,5
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,2,1,2,1,3
GUAQUI,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,3,1,3,1,4
GUAYARAMERIN,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,113,77,113,77,190
GUTIERREZ,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,0,3,0,3,3
HUACARETA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,1,12,1,12,13
HUACHACALLA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,2,0,2,0,2
HUANUNI,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,4,16,4,16,20
HUARACAJE,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,2,3,2,3,5
ICLA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,8,4,8,4,12
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,4,3,4,3,7
IXIAMAS,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,11,23,11,23,34
JESUS DE MACHACA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,0,2,0,2,2
LA ASUNTA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,1,1,1,1,2
LA GUARDIA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,7,14,7,14,21
LA PAZ,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,2611,2636,2611,2636,5247
LAGUNILLAS,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,2,0,2,0,2
LAJA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,4,2,4,2,6
LAS CARRERAS,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,0,1,0,1,1
LICOMA PAMPA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,1,0,1,0,1
LLALLAGUA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,14,10,14,10,24
MACHACAMARCA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,4,3,4,3,7
MACHARETI,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,5,4,5,4,9
MAGDALENA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,13,10,13,10,23
MALLA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,5,1,5,1,6
MECAPACA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,9,12,9,12,21
MINEROS,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,3,2,3,2,5
MIZQUE,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,1,6,1,6,7
MOCOMOCO,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,0,4,0,4,4
MOJINETE,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,1,0,1,0,1
MONTEAGUDO,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,19,27,19,27,46
MONTERO,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,183,191,183,191,374
MORO MORO,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,0,1,0,1,1
MOROCHATA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,1,0,1,0,1
OKINAWA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,5,6,5,6,11
ORURO,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,476,719,476,719,1195
PADCAYA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,2,8,2,8,10
PADILLA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,2,1,2,1,3
PAILON,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,1,1,1,1,2
PALCA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,2,4,2,4,6
PALOS BLANCOS,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,16,4,16,4,20
PAMPA GRANDE,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,4,4,4,4,8
PASORAPA,consulta externa,repetidas en personas de 5 a 14 anos,2005-04-01,5,10,5,10,15
