municipality,group,variable,month,Repetidas en menores de 5 años -Hombre,Repetidas en menores de 5 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
SAN PABLO DE LIPEZ,consulta externa,repetidas en menores de 5 anos,2005-03-01,4,0,4,0,4
SAN PEDRO,consulta externa,repetidas en menores de 5 anos,2005-03-01,37,25,37,25,62
SAN PEDRO DE BUENA VISTA,consulta externa,repetidas en menores de 5 anos,2005-03-01,1,0,1,0,1
SAN PEDRO DE CURAHUARA,consulta externa,repetidas en menores de 5 anos,2005-03-01,1,1,1,1,2
SAN RAFAEL,consulta externa,repetidas en menores de 5 anos,2005-03-01,14,8,14,8,22
SAN RAMON,consulta externa,repetidas en menores de 5 anos,2005-03-01,5,8,5,8,13
SAN RAMON,consulta externa,repetidas en menores de 5 anos,2005-03-01,11,5,11,5,16
SANTA ANA,consulta externa,repetidas en menores de 5 anos,2005-03-01,32,17,32,17,49
SANTA CRUZ DE LA SIERRA,consulta externa,repetidas en menores de 5 anos,2005-03-01,5265,4944,5265,4944,10209
SANTA ROSA,consulta externa,repetidas en menores de 5 anos,2005-03-01,24,8,24,8,32
SANTA ROSA DEL SARA,consulta externa,repetidas en menores de 5 anos,2005-03-01,19,12,19,12,31
SANTIAGO DE CALLAPA,consulta externa,repetidas en menores de 5 anos,2005-03-01,5,8,5,8,13
SANTIAGO DE HUARI,consulta externa,repetidas en menores de 5 anos,2005-03-01,3,5,3,5,8
SANTIVAÑES,consulta externa,repetidas en menores de 5 anos,2005-03-01,4,5,4,5,9
SANTUARIO DE QUILLACAS,consulta externa,repetidas en menores de 5 anos,2005-03-01,0,1,0,1,1
SAPAHAQUI,consulta externa,repetidas en menores de 5 anos,2005-03-01,5,9,5,9,14
SENA,consulta externa,repetidas en menores de 5 anos,2005-03-01,6,20,6,20,26
SICA SICA (VILLA AROMA),consulta externa,repetidas en menores de 5 anos,2005-03-01,8,9,8,9,17
SIPE SIPE,consulta externa,repetidas en menores de 5 anos,2005-03-01,88,81,88,81,169
SOPACHUY,consulta externa,repetidas en menores de 5 anos,2005-03-01,5,3,5,3,8
SORACACHI,consulta externa,repetidas en menores de 5 anos,2005-03-01,0,1,0,1,1
SORATA,consulta externa,repetidas en menores de 5 anos,2005-03-01,25,20,25,20,45
SUCRE,consulta externa,repetidas en menores de 5 anos,2005-03-01,781,826,781,826,1607
TACACHI,consulta externa,repetidas en menores de 5 anos,2005-03-01,18,11,18,11,29
TACOBAMBA,consulta externa,repetidas en menores de 5 anos,2005-03-01,3,0,3,0,3
TACOPAYA,consulta externa,repetidas en menores de 5 anos,2005-03-01,4,2,4,2,6
TAHUA,consulta externa,repetidas en menores de 5 anos,2005-03-01,0,1,0,1,1
TAPACARI,consulta externa,repetidas en menores de 5 anos,2005-03-01,25,24,25,24,49
TARABUCO,consulta externa,repetidas en menores de 5 anos,2005-03-01,174,190,174,190,364
TARACO,consulta externa,repetidas en menores de 5 anos,2005-03-01,5,1,5,1,6
TARATA,consulta externa,repetidas en menores de 5 anos,2005-03-01,30,27,30,27,57
TARIJA,consulta externa,repetidas en menores de 5 anos,2005-03-01,584,606,584,606,1190
TARVITA,consulta externa,repetidas en menores de 5 anos,2005-03-01,11,11,11,11,22
TIAWANACU,consulta externa,repetidas en menores de 5 anos,2005-03-01,3,0,3,0,3
TINGUIPAYA,consulta externa,repetidas en menores de 5 anos,2005-03-01,0,2,0,2,2
TIPUANI,consulta externa,repetidas en menores de 5 anos,2005-03-01,13,12,13,12,25
TIQUIPAYA,consulta externa,repetidas en menores de 5 anos,2005-03-01,235,222,235,222,457
TIRAQUE (CBBA),consulta externa,repetidas en menores de 5 anos,2005-03-01,84,76,84,76,160
TITO YUPANQUI (PARQUIPUJIO),consulta externa,repetidas en menores de 5 anos,2005-03-01,1,0,1,0,1
TOCO,consulta externa,repetidas en menores de 5 anos,2005-03-01,8,13,8,13,21
TOLATA,consulta externa,repetidas en menores de 5 anos,2005-03-01,1,8,1,8,9
TOLEDO,consulta externa,repetidas en menores de 5 anos,2005-03-01,3,1,3,1,4
TOMAVE,consulta externa,repetidas en menores de 5 anos,2005-03-01,5,6,5,6,11
TOMINA,consulta externa,repetidas en menores de 5 anos,2005-03-01,4,6,4,6,10
TORO TORO,consulta externa,repetidas en menores de 5 anos,2005-03-01,6,2,6,2,8
TOTORA(CBBA),consulta externa,repetidas en menores de 5 anos,2005-03-01,7,7,7,7,14
TOTORA(ORR),consulta externa,repetidas en menores de 5 anos,2005-03-01,1,0,1,0,1
TRIGAL,consulta externa,repetidas en menores de 5 anos,2005-03-01,4,3,4,3,7
TRINIDAD,consulta externa,repetidas en menores de 5 anos,2005-03-01,323,326,323,326,649
TUPIZA,consulta externa,repetidas en menores de 5 anos,2005-03-01,67,68,67,68,135
TURCO,consulta externa,repetidas en menores de 5 anos,2005-03-01,0,2,0,2,2
UNCIA,consulta externa,repetidas en menores de 5 anos,2005-03-01,15,17,15,17,32
URIONDO (A. CONCEPCION),consulta externa,repetidas en menores de 5 anos,2005-03-01,21,27,21,27,48
URUBICHA,consulta externa,repetidas en menores de 5 anos,2005-03-01,2,5,2,5,7
UYUNI,consulta externa,repetidas en menores de 5 anos,2005-03-01,61,59,61,59,120
VACAS,consulta externa,repetidas en menores de 5 anos,2005-03-01,29,32,29,32,61
VALLEGRANDE,consulta externa,repetidas en menores de 5 anos,2005-03-01,19,35,19,35,54
VIACHA,consulta externa,repetidas en menores de 5 anos,2005-03-01,99,57,99,57,156
VILLA MONTES,consulta externa,repetidas en menores de 5 anos,2005-03-01,30,34,30,34,64
VILLA RIVERO,consulta externa,repetidas en menores de 5 anos,2005-03-01,19,14,19,14,33
VILLA SERRANO,consulta externa,repetidas en menores de 5 anos,2005-03-01,13,3,13,3,16
VILLA TUNARI,consulta externa,repetidas en menores de 5 anos,2005-03-01,103,71,103,71,174
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,repetidas en menores de 5 anos,2005-03-01,82,57,82,57,139
VILLAZON,consulta externa,repetidas en menores de 5 anos,2005-03-01,34,41,34,41,75
VINTO,consulta externa,repetidas en menores de 5 anos,2005-03-01,36,23,36,23,59
VITICHI,consulta externa,repetidas en menores de 5 anos,2005-03-01,2,4,2,4,6
WARNES,consulta externa,repetidas en menores de 5 anos,2005-03-01,124,102,124,102,226
YACO,consulta externa,repetidas en menores de 5 anos,2005-03-01,0,2,0,2,2
YACUIBA,consulta externa,repetidas en menores de 5 anos,2005-03-01,183,183,183,183,366
YAMPARAEZ,consulta externa,repetidas en menores de 5 anos,2005-03-01,6,3,6,3,9
YANACACHI,consulta externa,repetidas en menores de 5 anos,2005-03-01,3,3,3,3,6
YAPACANI,consulta externa,repetidas en menores de 5 anos,2005-03-01,52,43,52,43,95
YOCALLA,consulta externa,repetidas en menores de 5 anos,2005-03-01,3,3,3,3,6
YOTALA,consulta externa,repetidas en menores de 5 anos,2005-03-01,19,13,19,13,32
ZUDAÑEZ,consulta externa,repetidas en menores de 5 anos,2005-03-01,1,2,1,2,3
ACACIO,consulta externa,repetidas en menores de 5 anos,2005-04-01,1,1,1,1,2
ACHACACHI,consulta externa,repetidas en menores de 5 anos,2005-04-01,15,11,15,11,26
ACHOCALLA,consulta externa,repetidas en menores de 5 anos,2005-04-01,23,18,23,18,41
AIQUILE,consulta externa,repetidas en menores de 5 anos,2005-04-01,55,51,55,51,106
ALALAY,consulta externa,repetidas en menores de 5 anos,2005-04-01,0,1,0,1,1
ALCALA,consulta externa,repetidas en menores de 5 anos,2005-04-01,1,0,1,0,1
ANCORAIMES,consulta externa,repetidas en menores de 5 anos,2005-04-01,7,10,7,10,17
ANDAMARCA,consulta externa,repetidas en menores de 5 anos,2005-04-01,5,1,5,1,6
ANTEQUERA,consulta externa,repetidas en menores de 5 anos,2005-04-01,1,0,1,0,1
ANZALDO,consulta externa,repetidas en menores de 5 anos,2005-04-01,5,4,5,4,9
APOLO,consulta externa,repetidas en menores de 5 anos,2005-04-01,14,7,14,7,21
ARAMPAMPA,consulta externa,repetidas en menores de 5 anos,2005-04-01,1,0,1,0,1
ARANI,consulta externa,repetidas en menores de 5 anos,2005-04-01,27,20,27,20,47
ARBIETO,consulta externa,repetidas en menores de 5 anos,2005-04-01,0,3,0,3,3
ARQUE,consulta externa,repetidas en menores de 5 anos,2005-04-01,15,9,15,9,24
ASCENCION DE GUARAYOS,consulta externa,repetidas en menores de 5 anos,2005-04-01,36,49,36,49,85
ATOCHA,consulta externa,repetidas en menores de 5 anos,2005-04-01,44,41,44,41,85
AUCAPATA,consulta externa,repetidas en menores de 5 anos,2005-04-01,1,0,1,0,1
AYATA,consulta externa,repetidas en menores de 5 anos,2005-04-01,13,4,13,4,17
AYO AYO,consulta externa,repetidas en menores de 5 anos,2005-04-01,12,5,12,5,17
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,repetidas en menores de 5 anos,2005-04-01,17,11,17,11,28
AZURDUY,consulta externa,repetidas en menores de 5 anos,2005-04-01,1,0,1,0,1
BATALLAS,consulta externa,repetidas en menores de 5 anos,2005-04-01,2,0,2,0,2
BAURES,consulta externa,repetidas en menores de 5 anos,2005-04-01,15,13,15,13,28
BELEN DE ANDAMARCA,consulta externa,repetidas en menores de 5 anos,2005-04-01,1,0,1,0,1
BELEN DE URMIRI,consulta externa,repetidas en menores de 5 anos,2005-04-01,1,1,1,1,2
BERMEJO,consulta externa,repetidas en menores de 5 anos,2005-04-01,65,48,65,48,113
BETANZOS,consulta externa,repetidas en menores de 5 anos,2005-04-01,33,22,33,22,55
BOLIVAR,consulta externa,repetidas en menores de 5 anos,2005-04-01,13,10,13,10,23
BOLPEBRA,consulta externa,repetidas en menores de 5 anos,2005-04-01,5,6,5,6,11
BOYUIBE,consulta externa,repetidas en menores de 5 anos,2005-04-01,3,8,3,8,11
BUENA VISTA,consulta externa,repetidas en menores de 5 anos,2005-04-01,153,151,153,151,304
CABEZAS,consulta externa,repetidas en menores de 5 anos,2005-04-01,4,3,4,3,7
CAIROMA,consulta externa,repetidas en menores de 5 anos,2005-04-01,1,0,1,0,1
"CAIZA ""D""",consulta externa,repetidas en menores de 5 anos,2005-04-01,4,3,4,3,7
CAJUATA,consulta externa,repetidas en menores de 5 anos,2005-04-01,1,0,1,0,1
CALACOTO,consulta externa,repetidas en menores de 5 anos,2005-04-01,7,0,7,0,7
CALAMARCA,consulta externa,repetidas en menores de 5 anos,2005-04-01,3,10,3,10,13
CAMARGO,consulta externa,repetidas en menores de 5 anos,2005-04-01,11,16,11,16,27
CAMATAQUI (C. VILLA ABECIA),consulta externa,repetidas en menores de 5 anos,2005-04-01,6,5,6,5,11
CAMIRI,consulta externa,repetidas en menores de 5 anos,2005-04-01,152,132,152,132,284
CAPINOTA,consulta externa,repetidas en menores de 5 anos,2005-04-01,49,47,49,47,96
CAQUIAVIRI,consulta externa,repetidas en menores de 5 anos,2005-04-01,1,5,1,5,6
CARACOLLO,consulta externa,repetidas en menores de 5 anos,2005-04-01,4,2,4,2,6
CARANAVI,consulta externa,repetidas en menores de 5 anos,2005-04-01,10,5,10,5,15
CARAPARI,consulta externa,repetidas en menores de 5 anos,2005-04-01,10,2,10,2,12
CHACARILLA,consulta externa,repetidas en menores de 5 anos,2005-04-01,4,13,4,13,17
CHALLAPATA,consulta externa,repetidas en menores de 5 anos,2005-04-01,12,17,12,17,29
CHAQUI,consulta externa,repetidas en menores de 5 anos,2005-04-01,1,2,1,2,3
CHARAGUA,consulta externa,repetidas en menores de 5 anos,2005-04-01,40,71,40,71,111
CHARAÑA,consulta externa,repetidas en menores de 5 anos,2005-04-01,2,0,2,0,2
CHAYANTA,consulta externa,repetidas en menores de 5 anos,2005-04-01,7,12,7,12,19
CHIMORE,consulta externa,repetidas en menores de 5 anos,2005-04-01,64,54,64,54,118
CHIPAYA,consulta externa,repetidas en menores de 5 anos,2005-04-01,5,4,5,4,9
CHOQUE COTA,consulta externa,repetidas en menores de 5 anos,2005-04-01,4,5,4,5,9
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en menores de 5 anos,2005-04-01,5,3,5,3,8
CHUMA,consulta externa,repetidas en menores de 5 anos,2005-04-01,6,9,6,9,15
CLIZA,consulta externa,repetidas en menores de 5 anos,2005-04-01,13,11,13,11,24
COBIJA,consulta externa,repetidas en menores de 5 anos,2005-04-01,171,202,171,202,373
COCHABAMBA,consulta externa,repetidas en menores de 5 anos,2005-04-01,3832,3088,3832,3088,6920
COLCAPIRHUA,consulta externa,repetidas en menores de 5 anos,2005-04-01,98,86,98,86,184
"COLCHA ""K""",consulta externa,repetidas en menores de 5 anos,2005-04-01,8,6,8,6,14
COLOMI,consulta externa,repetidas en menores de 5 anos,2005-04-01,13,11,13,11,24
COLPA BELGICA,consulta externa,repetidas en menores de 5 anos,2005-04-01,51,31,51,31,82
COLQUECHACA,consulta externa,repetidas en menores de 5 anos,2005-04-01,17,14,17,14,31
COLQUENCHA,consulta externa,repetidas en menores de 5 anos,2005-04-01,2,2,2,2,4
COLQUIRI,consulta externa,repetidas en menores de 5 anos,2005-04-01,29,18,29,18,47
COMANCHE,consulta externa,repetidas en menores de 5 anos,2005-04-01,2,3,2,3,5
COMARAPA,consulta externa,repetidas en menores de 5 anos,2005-04-01,69,49,69,49,118
CONCEPCION,consulta externa,repetidas en menores de 5 anos,2005-04-01,6,0,6,0,6
COPACABANA,consulta externa,repetidas en menores de 5 anos,2005-04-01,3,3,3,3,6
CORIPATA,consulta externa,repetidas en menores de 5 anos,2005-04-01,6,4,6,4,10
CORO CORO,consulta externa,repetidas en menores de 5 anos,2005-04-01,3,6,3,6,9
COROICO,consulta externa,repetidas en menores de 5 anos,2005-04-01,50,24,50,24,74
CORQUE,consulta externa,repetidas en menores de 5 anos,2005-04-01,14,8,14,8,22
COTAGAITA,consulta externa,repetidas en menores de 5 anos,2005-04-01,17,19,17,19,36
COTOCA,consulta externa,repetidas en menores de 5 anos,2005-04-01,9,9,9,9,18
CUATRO CAÑADAS,consulta externa,repetidas en menores de 5 anos,2005-04-01,36,29,36,29,65
CUCHUMUELA (V. G. VILLARROEL),consulta externa,repetidas en menores de 5 anos,2005-04-01,0,1,0,1,1
CUEVO,consulta externa,repetidas en menores de 5 anos,2005-04-01,7,8,7,8,15
CULPINA,consulta externa,repetidas en menores de 5 anos,2005-04-01,20,22,20,22,42
CURVA,consulta externa,repetidas en menores de 5 anos,2005-04-01,1,0,1,0,1
EL ALTO,consulta externa,repetidas en menores de 5 anos,2005-04-01,2411,2448,2411,2448,4859
EL CHORO,consulta externa,repetidas en menores de 5 anos,2005-04-01,0,3,0,3,3
EL PUENTE(STC),consulta externa,repetidas en menores de 5 anos,2005-04-01,1,4,1,4,5
EL PUENTE(TJA),consulta externa,repetidas en menores de 5 anos,2005-04-01,9,6,9,6,15
EL TORNO,consulta externa,repetidas en menores de 5 anos,2005-04-01,155,132,155,132,287
EL VILLAR,consulta externa,repetidas en menores de 5 anos,2005-04-01,5,2,5,2,7
ENTRE RIOS,consulta externa,repetidas en menores de 5 anos,2005-04-01,14,12,14,12,26
ENTRE RIOS,consulta externa,repetidas en menores de 5 anos,2005-04-01,44,45,44,45,89
EUCALIPTUS,consulta externa,repetidas en menores de 5 anos,2005-04-01,11,0,11,0,11
EXALTACION,consulta externa,repetidas en menores de 5 anos,2005-04-01,16,16,16,16,32
FERNANDEZ ALONSO,consulta externa,repetidas en menores de 5 anos,2005-04-01,22,20,22,20,42
FILADELFIA,consulta externa,repetidas en menores de 5 anos,2005-04-01,1,0,1,0,1
GENERAL SAAVEDRA,consulta externa,repetidas en menores de 5 anos,2005-04-01,24,16,24,16,40
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,repetidas en menores de 5 anos,2005-04-01,7,7,7,7,14
GUANAY,consulta externa,repetidas en menores de 5 anos,2005-04-01,6,5,6,5,11
GUAYARAMERIN,consulta externa,repetidas en menores de 5 anos,2005-04-01,90,108,90,108,198
GUTIERREZ,consulta externa,repetidas en menores de 5 anos,2005-04-01,58,54,58,54,112
HUACARETA,consulta externa,repetidas en menores de 5 anos,2005-04-01,65,87,65,87,152
HUACAYA (VILLA DE HUACAYA),consulta externa,repetidas en menores de 5 anos,2005-04-01,0,4,0,4,4
HUACHACALLA,consulta externa,repetidas en menores de 5 anos,2005-04-01,3,2,3,2,5
HUANUNI,consulta externa,repetidas en menores de 5 anos,2005-04-01,36,36,36,36,72
HUARACAJE,consulta externa,repetidas en menores de 5 anos,2005-04-01,15,20,15,20,35
HUAYLLAMARCA,consulta externa,repetidas en menores de 5 anos,2005-04-01,4,9,4,9,13
ICHOCA,consulta externa,repetidas en menores de 5 anos,2005-04-01,2,6,2,6,8
ICLA,consulta externa,repetidas en menores de 5 anos,2005-04-01,1,3,1,3,4
INCAHUASI,consulta externa,repetidas en menores de 5 anos,2005-04-01,10,10,10,10,20
INGAVI (HUMAITA),consulta externa,repetidas en menores de 5 anos,2005-04-01,2,0,2,0,2
INQUISIVI,consulta externa,repetidas en menores de 5 anos,2005-04-01,6,2,6,2,8
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en menores de 5 anos,2005-04-01,2,9,2,9,11
IXIAMAS,consulta externa,repetidas en menores de 5 anos,2005-04-01,19,9,19,9,28
JESUS DE MACHACA,consulta externa,repetidas en menores de 5 anos,2005-04-01,2,0,2,0,2
LA ASUNTA,consulta externa,repetidas en menores de 5 anos,2005-04-01,6,5,6,5,11
LA GUARDIA,consulta externa,repetidas en menores de 5 anos,2005-04-01,129,128,129,128,257
LA PAZ,consulta externa,repetidas en menores de 5 anos,2005-04-01,4698,4771,4698,4771,9469
LA RIVERA,consulta externa,repetidas en menores de 5 anos,2005-04-01,0,1,0,1,1
LAGUNILLAS,consulta externa,repetidas en menores de 5 anos,2005-04-01,7,10,7,10,17
LAJA,consulta externa,repetidas en menores de 5 anos,2005-04-01,2,2,2,2,4
LAS CARRERAS,consulta externa,repetidas en menores de 5 anos,2005-04-01,1,6,1,6,7
LLALLAGUA,consulta externa,repetidas en menores de 5 anos,2005-04-01,47,44,47,44,91
LLICA,consulta externa,repetidas en menores de 5 anos,2005-04-01,4,5,4,5,9
LORETO,consulta externa,repetidas en menores de 5 anos,2005-04-01,13,7,13,7,20
LURIBAY,consulta externa,repetidas en menores de 5 anos,2005-04-01,3,1,3,1,4
MACHACAMARCA,consulta externa,repetidas en menores de 5 anos,2005-04-01,1,1,1,1,2
MACHARETI,consulta externa,repetidas en menores de 5 anos,2005-04-01,11,13,11,13,24
MAGDALENA,consulta externa,repetidas en menores de 5 anos,2005-04-01,20,31,20,31,51
MAIRANA,consulta externa,repetidas en menores de 5 anos,2005-04-01,3,16,3,16,19
MAPIRI,consulta externa,repetidas en menores de 5 anos,2005-04-01,2,3,2,3,5
MECAPACA,consulta externa,repetidas en menores de 5 anos,2005-04-01,31,15,31,15,46
MINEROS,consulta externa,repetidas en menores de 5 anos,2005-04-01,31,13,31,13,44
MIZQUE,consulta externa,repetidas en menores de 5 anos,2005-04-01,22,18,22,18,40
MOCOMOCO,consulta externa,repetidas en menores de 5 anos,2005-04-01,7,2,7,2,9
MOJINETE,consulta externa,repetidas en menores de 5 anos,2005-04-01,10,7,10,7,17
MOJOCOYA,consulta externa,repetidas en menores de 5 anos,2005-04-01,2,1,2,1,3
MONTEAGUDO,consulta externa,repetidas en menores de 5 anos,2005-04-01,57,74,57,74,131
MONTERO,consulta externa,repetidas en menores de 5 anos,2005-04-01,576,483,576,483,1059
MORO MORO,consulta externa,repetidas en menores de 5 anos,2005-04-01,2,0,2,0,2
MOROCHATA,consulta externa,repetidas en menores de 5 anos,2005-04-01,21,23,21,23,44
NAZACARA DE PACAJES,consulta externa,repetidas en menores de 5 anos,2005-04-01,0,1,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,repetidas en menores de 5 anos,2005-04-01,1,3,1,3,4
OCURI,consulta externa,repetidas en menores de 5 anos,2005-04-01,5,1,5,1,6
OKINAWA,consulta externa,repetidas en menores de 5 anos,2005-04-01,12,11,12,11,23
OMEREQUE,consulta externa,repetidas en menores de 5 anos,2005-04-01,11,12,11,12,23
ORURO,consulta externa,repetidas en menores de 5 anos,2005-04-01,523,480,523,480,1003
PADCAYA,consulta externa,repetidas en menores de 5 anos,2005-04-01,15,14,15,14,29
PADILLA,consulta externa,repetidas en menores de 5 anos,2005-04-01,16,9,16,9,25
PAILON,consulta externa,repetidas en menores de 5 anos,2005-04-01,5,9,5,9,14
PALCA,consulta externa,repetidas en menores de 5 anos,2005-04-01,10,10,10,10,20
PALOS BLANCOS,consulta externa,repetidas en menores de 5 anos,2005-04-01,69,33,69,33,102
PAMPA AULLAGAS,consulta externa,repetidas en menores de 5 anos,2005-04-01,4,0,4,0,4
PAMPA GRANDE,consulta externa,repetidas en menores de 5 anos,2005-04-01,38,35,38,35,73
PASORAPA,consulta externa,repetidas en menores de 5 anos,2005-04-01,18,10,18,10,28
PATACAMAYA,consulta externa,repetidas en menores de 5 anos,2005-04-01,11,17,11,17,28
PAZÑA,consulta externa,repetidas en menores de 5 anos,2005-04-01,1,2,1,2,3
PELECHUCO,consulta externa,repetidas en menores de 5 anos,2005-04-01,2,3,2,3,5
POCOATA,consulta externa,repetidas en menores de 5 anos,2005-04-01,7,7,7,7,14
POCONA,consulta externa,repetidas en menores de 5 anos,2005-04-01,7,11,7,11,18
POJO (CBBA),consulta externa,repetidas en menores de 5 anos,2005-04-01,3,4,3,4,7
POOPO,consulta externa,repetidas en menores de 5 anos,2005-04-01,1,0,1,0,1
PORCO,consulta externa,repetidas en menores de 5 anos,2005-04-01,2,4,2,4,6
POROMA,consulta externa,repetidas en menores de 5 anos,2005-04-01,6,0,6,0,6
PORONGO,consulta externa,repetidas en menores de 5 anos,2005-04-01,18,3,18,3,21
PORTACHUELO,consulta externa,repetidas en menores de 5 anos,2005-04-01,91,82,91,82,173
PORVENIR,consulta externa,repetidas en menores de 5 anos,2005-04-01,4,2,4,2,6
POSTRER VALLE,consulta externa,repetidas en menores de 5 anos,2005-04-01,7,2,7,2,9
POTOSI,consulta externa,repetidas en menores de 5 anos,2005-04-01,425,283,425,283,708
PRESTO,consulta externa,repetidas en menores de 5 anos,2005-04-01,3,1,3,1,4
PUCARA,consulta externa,repetidas en menores de 5 anos,2005-04-01,30,26,30,26,56
PUCARANI,consulta externa,repetidas en menores de 5 anos,2005-04-01,3,3,3,3,6
PUERTO ACOSTA,consulta externa,repetidas en menores de 5 anos,2005-04-01,5,13,5,13,18
PUERTO CARABUCO,consulta externa,repetidas en menores de 5 anos,2005-04-01,0,5,0,5,5
PUERTO GONZALO MORENO,consulta externa,repetidas en menores de 5 anos,2005-04-01,5,13,5,13,18
PUERTO QUIJARRO,consulta externa,repetidas en menores de 5 anos,2005-04-01,26,17,26,17,43
PUERTO RICO,consulta externa,repetidas en menores de 5 anos,2005-04-01,9,8,9,8,17
PUERTO SILES,consulta externa,repetidas en menores de 5 anos,2005-04-01,5,8,5,8,13
PUERTO SUAREZ,consulta externa,repetidas en menores de 5 anos,2005-04-01,24,23,24,23,47
PUERTO VILLARROEL,consulta externa,repetidas en menores de 5 anos,2005-04-01,98,109,98,109,207
PUNA,consulta externa,repetidas en menores de 5 anos,2005-04-01,13,15,13,15,28
PUNATA,consulta externa,repetidas en menores de 5 anos,2005-04-01,106,82,106,82,188
QUILLACOLLO,consulta externa,repetidas en menores de 5 anos,2005-04-01,147,79,147,79,226
QUIME,consulta externa,repetidas en menores de 5 anos,2005-04-01,10,7,10,7,17
QUIRUSILLAS,consulta externa,repetidas en menores de 5 anos,2005-04-01,2,7,2,7,9
RAVELO,consulta externa,repetidas en menores de 5 anos,2005-04-01,16,14,16,14,30
REYES,consulta externa,repetidas en menores de 5 anos,2005-04-01,26,18,26,18,44
RIBERALTA,consulta externa,repetidas en menores de 5 anos,2005-04-01,495,497,495,497,992
ROBORE,consulta externa,repetidas en menores de 5 anos,2005-04-01,32,31,32,31,63
RURRENABAQUE,consulta externa,repetidas en menores de 5 anos,2005-04-01,72,46,72,46,118
SABAYA,consulta externa,repetidas en menores de 5 anos,2005-04-01,2,0,2,0,2
SACABA,consulta externa,repetidas en menores de 5 anos,2005-04-01,213,168,213,168,381
SACABAMBA,consulta externa,repetidas en menores de 5 anos,2005-04-01,18,22,18,22,40
SACACA,consulta externa,repetidas en menores de 5 anos,2005-04-01,3,2,3,2,5
SAIPINA,consulta externa,repetidas en menores de 5 anos,2005-04-01,12,14,12,14,26
SALINAS DE GARCI MENDOZA,consulta externa,repetidas en menores de 5 anos,2005-04-01,4,5,4,5,9
SAMAIPATA,consulta externa,repetidas en menores de 5 anos,2005-04-01,4,1,4,1,5
SAN ANDRES,consulta externa,repetidas en menores de 5 anos,2005-04-01,35,46,35,46,81
SAN ANDRES DE MACHACA,consulta externa,repetidas en menores de 5 anos,2005-04-01,0,1,0,1,1
SAN ANTONIO DE ESMORUCO,consulta externa,repetidas en menores de 5 anos,2005-04-01,1,3,1,3,4
SAN ANTONIO DE LOMERIO,consulta externa,repetidas en menores de 5 anos,2005-04-01,3,3,3,3,6
SAN BENITO,consulta externa,repetidas en menores de 5 anos,2005-04-01,19,16,19,16,35
SAN BORJA,consulta externa,repetidas en menores de 5 anos,2005-04-01,50,60,50,60,110
SAN BUENA VENTURA,consulta externa,repetidas en menores de 5 anos,2005-04-01,3,2,3,2,5
SAN CARLOS,consulta externa,repetidas en menores de 5 anos,2005-04-01,40,34,40,34,74
SAN IGNACIO,consulta externa,repetidas en menores de 5 anos,2005-04-01,115,111,115,111,226
SAN IGNACIO DE VELASCO,consulta externa,repetidas en menores de 5 anos,2005-04-01,55,58,55,58,113
SAN JAVIER(BNI),consulta externa,repetidas en menores de 5 anos,2005-04-01,5,16,5,16,21
SAN JAVIER(STC),consulta externa,repetidas en menores de 5 anos,2005-04-01,55,50,55,50,105
SAN JOAQUIN,consulta externa,repetidas en menores de 5 anos,2005-04-01,8,13,8,13,21
SAN JOSE DE CHIQUITOS,consulta externa,repetidas en menores de 5 anos,2005-04-01,3,8,3,8,11
SAN JUAN DE YAPACANI,consulta externa,repetidas en menores de 5 anos,2005-04-01,8,6,8,6,14
SAN JULIAN,consulta externa,repetidas en menores de 5 anos,2005-04-01,55,55,55,55,110
SAN LORENZO(PND),consulta externa,repetidas en menores de 5 anos,2005-04-01,2,1,2,1,3
SAN LORENZO(TJA),consulta externa,repetidas en menores de 5 anos,2005-04-01,91,82,91,82,173
SAN LUCAS,consulta externa,repetidas en menores de 5 anos,2005-04-01,28,36,28,36,64
SAN MATIAS,consulta externa,repetidas en menores de 5 anos,2005-04-01,10,15,10,15,25
SAN MIGUEL DE VELASCO,consulta externa,repetidas en menores de 5 anos,2005-04-01,51,33,51,33,84
SAN PABLO DE LIPEZ,consulta externa,repetidas en menores de 5 anos,2005-04-01,2,3,2,3,5
SAN PEDRO,consulta externa,repetidas en menores de 5 anos,2005-04-01,20,18,20,18,38
SAN PEDRO DE BUENA VISTA,consulta externa,repetidas en menores de 5 anos,2005-04-01,0,3,0,3,3
SAN PEDRO DE QUEMES,consulta externa,repetidas en menores de 5 anos,2005-04-01,0,1,0,1,1
SAN PEDRO DE TIQUINA,consulta externa,repetidas en menores de 5 anos,2005-04-01,1,1,1,1,2
SAN RAFAEL,consulta externa,repetidas en menores de 5 anos,2005-04-01,4,5,4,5,9
SAN RAMON,consulta externa,repetidas en menores de 5 anos,2005-04-01,6,6,6,6,12
SAN RAMON,consulta externa,repetidas en menores de 5 anos,2005-04-01,14,14,14,14,28
SANTA ANA,consulta externa,repetidas en menores de 5 anos,2005-04-01,41,27,41,27,68
SANTA CRUZ DE LA SIERRA,consulta externa,repetidas en menores de 5 anos,2005-04-01,3883,4201,3883,4201,8084
