,group,variable,month,TOTAL 22.2 N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTAL 22.2 N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
VILLA VACA GUZMAN (MUYUPAMPA),vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,17,17
VILLAZON,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,116,116
VINTO,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,172,172
VITICHI,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,10,10
WARNES,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,185,185
YACUIBA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,93,93
YAMPARAEZ,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,7,7
YAPACANI,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,16,16
YOTALA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,20,20
YUNCHARA,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,12,12
ZUDAÑEZ,vih,       n de mujeres embarazadas con prueba rapida,2014-03-01,0,14,14
ACACIO,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,4,4
ACHACACHI,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,39,39
AIQUILE,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,39,39
ALCALA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,11,11
ANDAMARCA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,2,2
ANTEQUERA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,5,5
ANZALDO,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,5,5
APOLO,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,24,24
ARAMPAMPA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,3,3
ARANI,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,19,19
ARBIETO,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,22,22
ARQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,1,1
ASCENCION DE GUARAYOS,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,78,78
ATOCHA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,11,11
AYOPAYA (V. DE INDEPENDENCIA),vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,15,15
AZURDUY,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,9,9
BELEN DE ANDAMARCA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,1,1
BERMEJO,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,82,82
BETANZOS,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,42,42
BOLPEBRA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,4,4
BOYUIBE,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,1,1
BUENA VISTA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,36,36
CABEZAS,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,44,44
"CAIZA ""D""",vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,11,11
CAMARGO,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,32,32
CAMATAQUI (C. VILLA ABECIA),vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,2,2
CAMIRI,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,215,215
CAPINOTA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,35,35
CARACOLLO,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,29,29
CARAPARI,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,20,20
CARMEN RIVERO TORREZ,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,8,8
CHALLAPATA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,59,59
CHARAGUA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,18,18
CHIMORE,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,21,21
CHIPAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,1,1
CHOQUE COTA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,39,39
CHUMA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,6,6
CHUQUIHUTA AYLLU JUCUMANI,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,5,5
CKOCHAS,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,27,27
CLIZA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,80,80
COBIJA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,176,176
COCHABAMBA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,2419,2419
COIPASA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,1,1
COLCAPIRHUA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,105,105
COLPA BELGICA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,8,8
COLQUECHACA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,2,2
COMARAPA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,47,47
CORIPATA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,4,4
CORO CORO,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,2,2
COROICO,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,64,64
CORQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,5,5
COTOCA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,1,1
CUATRO CAÑADAS,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,1,1
CUEVO,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,4,4
CULPINA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,36,36
DESAGUADERO,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,17,17
EL ALTO,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,2133,2133
EL CHORO,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,1,1
EL PUENTE(STC),vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,5,5
EL PUENTE(TJA),vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,13,13
EL TORNO,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,187,187
EL VILLAR,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,3,3
ENTRE RIOS TRJ,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,2,2
ESCOMA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,7,7
EUCALIPTUS,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,9,9
EUREKA (SANTOS MERCADO),vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,2,2
FERNANDEZ ALONSO,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,28,28
FILADELFIA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,12,12
GENERAL SAAVEDRA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,32,32
GRAL. J.J. PEREZ (CHARAZANI),vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,6,6
GUANAY,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,21,21
GUAQUI,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,5,5
GUAYARAMERIN,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,136,136
GUTIERREZ,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,23,23
HUACARETA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,17,17
HUACAYA (VILLA DE HUACAYA),vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,1,1
HUACHACALLA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,2,2
HUANUNI,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,91,91
HUAYLLAMARCA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,1,1
ICLA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,11,11
INCAHUASI,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,28,28
INGAVI (HUMAITA),vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,3,3
INQUISIVI,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,1,1
IRUPANA (VILLA DE LANZA),vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,15,15
JESUS DE MACHACA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,1,1
LA GUARDIA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,45,45
LA PAZ,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,2174,2174
LAGUNILLAS,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,13,13
LAS CARRERAS,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,5,5
LLALLAGUA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,148,148
MACHACAMARCA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,10,10
MACHARETI,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,13,13
MAGDALENA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,13,13
MAIRANA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,29,29
MINEROS,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,40,40
MIZQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,33,33
MOJOCOYA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,13,13
MONTEAGUDO,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,71,71
MONTERO,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,609,609
NACEBE (SANTA ROSA DEL ABUNA),vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,8,8
NUEVO MANOA (NUEVA ESPERANZA),vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,2,2
OMEREQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,8,8
ORURO,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,699,699
PADCAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,27,27
PADILLA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,20,20
PAILON,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,54,54
PAMPA GRANDE,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,18,18
PATACAMAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,53,53
PAZÑA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,13,13
POCOATA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,11,11
POOPO,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,9,9
PORCO,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,20,20
POROMA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,10,10
PORONGO,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,15,15
PORTACHUELO,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,30,30
PORVENIR,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,9,9
POTOSI,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,726,726
PRESTO,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,14,14
PUCARANI,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,27,27
PUERTO GONZALO MORENO,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,8,8
PUERTO QUIJARRO,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,49,49
PUERTO RICO,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,24,24
PUERTO SUAREZ,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,49,49
PUERTO VILLARROEL,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,262,262
PUNATA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,133,133
QUILLACOLLO,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,571,571
QUIME,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,11,11
RAVELO,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,5,5
REYES,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,9,9
RIBERALTA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,682,682
ROBORE,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,40,40
RURRENABAQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,40,40
SACABA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,354,354
SACACA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,13,13
SAIPINA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,17,17
SALINAS DE GARCI MENDOZA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,24,24
SAMAIPATA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,1,1
SAN BENITO,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,12,12
SAN BORJA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,58,58
SAN CARLOS,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,81,81
SAN IGNACIO,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,30,30
SAN IGNACIO DE VELASCO,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,90,90
SAN JAVIER(BNI),vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,2,2
SAN JAVIER(STC),vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,31,31
SAN JOSE DE CHIQUITOS,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,47,47
SAN JUAN DE YAPACANI,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,24,24
SAN JULIAN,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,97,97
SAN LORENZO(PND),vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,8,8
SAN LORENZO(TJA),vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,12,12
SAN LUCAS,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,67,67
SAN MATIAS,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,29,29
SAN MIGUEL DE VELASCO,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,21,21
SAN PEDRO,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,31,31
SAN RAFAEL,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,15,15
SAN RAMON BENI,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,21,21
SANTA ANA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,35,35
SANTA CRUZ DE LA SIERRA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,2903,2903
SANTA ROSA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,9,9
SANTA ROSA DEL SARA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,25,25
SANTIVAÑES,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,5,5
SENA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,15,15
SHINAOTA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,38,38
SICAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,2,2
SIPE SIPE,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,2,2
SOPACHUY,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,8,8
SORACACHI,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,2,2
SUCRE,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,1174,1174
TACACOMA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,6,6
TACOBAMBA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,1,1
TAPACARI,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,25,25
TARABUCO,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,29,29
TARATA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,28,28
TARIJA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,313,313
TARVITA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,18,18
TEOPONTE,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,9,9
TIPUANI,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,16,16
TIQUIPAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,160,160
TIRAQUE (CBBA),vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,26,26
TOCO,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,6,6
TOLATA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,9,9
TOLEDO,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,4,4
TOMAVE,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,4,4
TOMINA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,13,13
TOTORA(CBBA),vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,54,54
TRINIDAD,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,116,116
TURCO,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,1,1
UNCIA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,21,21
URUBICHA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,29,29
UYUNI,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,60,60
VACAS,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,8,8
VALLEGRANDE,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,57,57
VIACHA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,130,130
VILLA CHARCAS,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,33,33
VILLA MONTES,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,47,47
VILLA RIVERO,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,14,14
VILLA SERRANO,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,22,22
VILLA TUNARI,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,302,302
VILLA VACA GUZMAN (MUYUPAMPA),vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,18,18
VILLAZON,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,122,122
VINTO,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,191,191
VITICHI,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,17,17
WARNES,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,236,236
YACUIBA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,73,73
YAMPARAEZ,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,6,6
YAPACANI,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,89,89
YOTALA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,19,19
YUNCHARA,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,10,10
ZUDAÑEZ,vih,       n de mujeres embarazadas con prueba rapida,2014-04-01,0,17,17
ACACIO,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,4,4
ACHACACHI,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,70,70
AIQUILE,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,29,29
ALCALA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,7,7
ANCORAIMES,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,6,6
ANTEQUERA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,4,4
ANZALDO,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,1,1
ARANI,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,22,22
ARBIETO,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,5,5
ARQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,4,4
ASCENCION DE GUARAYOS,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,36,36
ATOCHA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,14,14
AYOPAYA (V. DE INDEPENDENCIA),vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,31,31
AZURDUY,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,29,29
BELLA FLOR,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,2,2
BERMEJO,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,103,103
BETANZOS,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,37,37
BOLPEBRA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,3,3
BOYUIBE,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,3,3
BUENA VISTA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,25,25
CABEZAS,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,29,29
"CAIZA ""D""",vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,4,4
CAMARGO,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,33,33
CAMATAQUI (C. VILLA ABECIA),vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,5,5
CAMIRI,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,206,206
CAPINOTA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,32,32
CARACOLLO,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,28,28
CARANAVI,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,2,2
CARAPARI,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,15,15
CARMEN RIVERO TORREZ,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,15,15
CHALLAPATA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,107,107
CHARAGUA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,43,43
CHIMORE,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,31,31
CHIPAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,54,54
CHUMA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,5,5
CKOCHAS,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,18,18
CLIZA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,82,82
COBIJA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,174,174
COCHABAMBA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,2415,2415
COIPASA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,2,2
COLCAPIRHUA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,102,102
"COLCHA ""K""",vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,3,3
COLPA BELGICA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,13,13
COMARAPA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,51,51
CORO CORO,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,6,6
COROICO,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,71,71
CORQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,5,5
COTOCA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,2,2
CUATRO CAÑADAS,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,1,1
CUEVO,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,3,3
CULPINA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,37,37
DESAGUADERO,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,11,11
EL ALTO,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,2194,2194
EL CHORO,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,7,7
EL PUENTE(STC),vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,25,25
EL PUENTE(TJA),vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,22,22
EL TORNO,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,205,205
EL VILLAR,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,5,5
ENTRE RIOS TRJ,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,2,2
ENTRE RIOS CBBA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,94,94
ESCOMA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,12,12
EUCALIPTUS,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,9,9
EUREKA (SANTOS MERCADO),vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,4,4
FERNANDEZ ALONSO,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,24,24
FILADELFIA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,17,17
GENERAL SAAVEDRA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,3,3
GUANAY,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,21,21
GUAYARAMERIN,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,250,250
GUTIERREZ,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,20,20
HUACARETA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,23,23
HUACAYA (VILLA DE HUACAYA),vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,18,18
HUACHACALLA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,4,4
HUANUNI,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,95,95
HUAYLLAMARCA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,3,3
ICLA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,16,16
INCAHUASI,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,23,23
INGAVI (HUMAITA),vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,9,9
IRUPANA (VILLA DE LANZA),vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,18,18
LA ASUNTA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,89,89
LA GUARDIA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,152,152
LA PAZ,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,2370,2370
LAGUNILLAS,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,15,15
LAS CARRERAS,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,7,7
LLALLAGUA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,189,189
MACHACAMARCA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,3,3
