,group,variable,month,DPT 1RA DOSIS,DPT 1RA DOSIS,TOTALES,TOTALES,TOTALES
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,0,7,0,7,7
COMARAPA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,3,2,3,2,5
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,0,4,0,4,4
CULPINA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,9,6,9,6,15
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,16,0,16,0,16
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,1,4,1,4,5
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,1,1,1,1,2
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,1,0,1,0,1
HUACARETA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,2,0,2,0,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,12,14,12,14,26
LAJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,0,13,0,13,13
MACHARETI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,0,1,0,1,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,1,0,1,0,1
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,2,15,2,15,17
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,1,2,1,2,3
PADCAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,5,10,5,10,15
PADILLA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,1,3,1,3,4
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,8,3,8,3,11
PORCO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,0,2,0,2,2
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,0,1,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,5,1,5,1,6
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,4,141,4,141,145
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,1,15,1,15,16
PUNA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,6,0,6,0,6
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,1,0,1,0,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,16,0,16,0,16
ROBORE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,22,0,22,0,22
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,0,4,0,4,4
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,0,9,0,9,9
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,3,21,3,21,24
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,2,13,2,13,15
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,1,0,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,1,3,1,3,4
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,0,6,0,6,6
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,3,0,3,0,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,73,9,73,9,82
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,0,1,0,1,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,0,1,0,1,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,6,4,6,4,10
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,0,2,0,2,2
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,5,3,5,3,8
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,0,1,0,1,1
TARACO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,0,2,0,2,2
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,1,2,1,2,3
TARVITA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,0,1,0,1,1
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,5,3,5,3,8
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,2,15,2,15,17
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,1,17,1,17,18
TOCO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,0,2,0,2,2
TOMAVE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,2,1,2,1,3
TORO TORO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,3,0,3,0,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,11,87,11,87,98
TUPIZA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,5,0,5,0,5
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,2,0,2,0,2
UYUNI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,0,4,0,4,4
VACAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,0,6,0,6,6
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,4,0,4,0,4
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,24,1,24,1,25
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,0,1,0,1,1
VINTO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,1,8,1,8,9
VITICHI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,0,2,0,2,2
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,9,0,9,0,9
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,40,51,40,51,91
YAPACANI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-06-01,31,5,31,5,36
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,1,3,1,3,4
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,0,1,0,1,1
ATOCHA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,6,3,6,3,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,0,5,0,5,5
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,26,53,26,53,79
CAJUATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,4,0,4,0,4
CAMARGO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,1,8,1,8,9
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,4,7,4,7,11
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,1,0,1,0,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,7,0,7,0,7
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,0,2,0,2,2
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,17,0,17,0,17
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,0,1,0,1,1
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,10,0,10,0,10
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,10,0,10,0,10
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,1,3,1,3,4
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,50,3,50,3,53
COMARAPA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,15,0,15,0,15
CORIPATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,2,0,2,0,2
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,2,1,2,1,3
CUEVO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,6,6,6,6,12
CULPINA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,1,8,1,8,9
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,107,10,107,10,117
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,1,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,2,1,2,1,3
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,2,0,2,0,2
HUACARETA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,2,5,2,5,7
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,1,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,2,0,2,0,2
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,0,5,0,5,5
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,19,0,19,0,19
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,27,7,27,7,34
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,0,4,0,4,4
MACHARETI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,3,0,3,0,3
MINEROS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,1,0,1,0,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,7,0,7,0,7
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,9,1,9,1,10
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,4,0,4,0,4
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,3,0,3,0,3
PADCAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,3,0,3,0,3
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,1,9,1,9,10
PORONGO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,2,0,2,0,2
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,3,0,3,0,3
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,4,0,4,0,4
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,21,13,21,13,34
ROBORE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,0,10,0,10,10
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,3,3,3,3,6
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,5,1,5,1,6
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,1,1,1,1,2
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,4,0,4,0,4
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,43,3,43,3,46
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,23,0,23,0,23
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,16,0,16,0,16
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,12,169,12,169,181
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,0,7,0,7,7
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,47,2,47,2,49
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,306,92,306,92,398
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,1,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,1,0,1,0,1
SORATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,10,20,10,20,30
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,2,9,2,9,11
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,0,1,0,1,1
TARABUCO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,0,4,0,4,4
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,1,0,1,0,1
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,0,5,0,5,5
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,6,6,6,6,12
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,5,3,5,3,8
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,11,0,11,0,11
UNCIA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,0,4,0,4,4
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,2,1,2,1,3
VACAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,1,0,1,0,1
VILA VILA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,0,1,0,1,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,11,3,11,3,14
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,2,2,2,2,4
YACO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,1,0,1,0,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,16,18,16,18,34
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-07-01,2,1,2,1,3
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,36,32,36,32,68
ARQUE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,0,1,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,87,38,87,38,125
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,0,6,0,6,6
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,13,11,13,11,24
CAJUATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,6,1,6,1,7
CAMARGO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,0,3,0,3,3
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,8,0,8,0,8
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,1,1,1,1,2
CARANAVI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,4,1,4,1,5
CARAPARI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,1,6,1,6,7
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,9,5,9,5,14
CLIZA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,0,2,0,2,2
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,8,1,8,1,9
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,2,2,2,2,4
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,94,12,94,12,106
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,0,1,0,1,1
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,9,0,9,0,9
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,1,0,1,0,1
COMARAPA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,34,4,34,4,38
COPACABANA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,11,0,11,0,11
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,5,0,5,0,5
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,20,14,20,14,34
CUEVO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,3,0,3,0,3
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,102,13,102,13,115
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,2,0,2,0,2
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,5,4,5,4,9
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,0,1,0,1,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,1,0,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,8,1,8,1,9
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,0,1,0,1,1
HUACARETA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,9,0,9,0,9
ICHOCA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,0,2,0,2,2
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,0,1,0,1,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,0,1,0,1,1
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,14,1,14,1,15
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,13,0,13,0,13
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,20,0,20,0,20
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,1,10,1,10,11
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,1,0,1,0,1
MACHARETI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,1,0,1,0,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,1,0,1,0,1
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,4,2,4,2,6
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,8,0,8,0,8
OCURI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,15,1,15,1,16
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,0,5,0,5,5
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,7,0,7,0,7
PADCAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,3,0,3,0,3
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,0,2,0,2,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,1,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,2,0,2,0,2
PUNATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,3,0,3,0,3
QUIME,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,1,0,1,0,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,7,0,7,0,7
ROBORE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,7,0,7,0,7
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,0,1,0,1,1
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,4,2,4,2,6
SAIPINA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,0,5,0,5,5
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,1,2,1,2,3
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,0,3,0,3,3
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,31,10,31,10,41
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,14,0,14,0,14
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,8,36,8,36,44
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,4,4,4,4,8
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,1,2,1,2,3
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,3,0,3,0,3
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,0,5,0,5,5
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,411,46,411,46,457
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,3,0,3,0,3
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,5,5,5,5,10
SORATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,0,3,0,3,3
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,37,0,37,0,37
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,0,16,0,16,16
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,1,0,1,0,1
TARVITA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,2,0,2,0,2
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,0,3,0,3,3
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,0,19,0,19,19
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,0,5,0,5,5
TOMINA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,2,1,2,1,3
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,7,1,7,1,8
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,2,0,2,0,2
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,7,4,7,4,11
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,1,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,1,4,1,4,5
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,3,0,3,0,3
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,0,1,0,1,1
VINTO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,10,0,10,0,10
YACO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,1,0,1,0,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-08-01,17,0,17,0,17
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,0,38,0,38,38
AIQUILE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,3,0,3,0,3
ALALAY,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2010-09-01,1,0,1,0,1
